course_code,course_name,course_subject,course_credits,course_description
ARS 465,Native Art of North America,Art History,3,Native American art forms of the United States and Canada from prehistoric times to the present.
ARS 472,Art of China,Art History,3,"Study of major forms in Chinese art: ritual bronze, sculpture, ceramic, calligraphy, painting and architecture."
ARS 473,Art of Japan,Art History,3,Japanese art from the Joman period to the present. Meets non-Western art history requirement.
ARS 475,Chinese Painting,Art History,3,"From Ku K'ai-chin to Ch'i Pai-shih. Major artists, styles, and movements in Chinese painting. Meets non-Western art history requirement."
ARS 480,Research Methods,Art History,3,Methodology and resource material for art historical research. Techniques of scholarly and critical writing and evaluation of bibliographic sources.
ARS 484,Internship,Art History,1 - 12,"Structured practical experience following a contract or plan, supervised by faculty and practitioners."
ARS 485,Women in the Visual Arts,Art History,3,"Historical study of art by women in various media; related social, political, educational issues; representation of women in art."
ARS 492,Honors Directed Study,Art History,1 - 6,"Independent study in which a student, under the supervision of a faculty member, conducts research or creative work that is expected to lead to an undergraduate honors thesis or creative project."
ARS 493,Honors Thesis,Art History,1 - 6,Supervised research or creative activity focused on preparation and completion of an undergraduate honors thesis or creative project.
ARS 494,Special Topics,Art History,1 - 4,Covers topics of immediate or special interest to a faculty member and students.
ARS 498,Pro-Seminar,Art History,1 - 7,Small-group study and research for advanced students within their majors.
ARS 499,Individualized Instruction,Art History,1 - 3,"Provides an opportunity for original study or investigation in the major or field of specialization, on an individual and more autonomous basis."
ARS 501,Methodologies and Art History,Art History,3,"History of the discipline and an exploration of various methodologies, critical theory and bibliographies used by art historians."
ARS 502,Critical Studies in Egyptian Art,Art History,3,"Egyptian art from pre-Dynastic to New Kingdom periods. Focus on aesthetic, philosophical, and cultural contexts. Research paper and readings required."
ARS 503,Art of the Aztec Empire,Art History,3,Provides a greater knowledge of the art and architecture of the Nahuatl-speaking Aztecs of Central Mexico from the time of their first appearance in the archaeological record until the Spanish invasion of Central Mexico in 1521.
ARS 504,Critical Approaches to Greek Art,Art History,3,"Art and architecture of Aegean civilizations (Cycladic, Minoan, Mycenaean) and of Greece to end of Hellenistic period. Research paper and readings required."
ARS 506,Critical Studies in Roman Art,Art History,3,"Art and architecture of Etruria, the Roman Republic, and the Roman Empire. Research paper and/or supplemental readings required."
ARS 514,"Monasteries, Madonnas and Manuscripts",Art History,3,"Sculpture, painting, architecture and minor arts in western Europe, ca. 1030-1200, considered within religious, economic and social contexts."
ARS 533,The Pre-Raphaelites,Art History,3,"Explores Pre-Raphaelite culture, both literature and art, and relevant social history, from the Pre-Raphaelite Brotherhood through Aestheticism and early twentieth century, focusing on interactions between images and texts."
ARS 534,Revolution to Impressionism in 19th-Century Art,Art History,3,"Critical study of visual arts using primary source material from mid-19th century to WWI within philosophical, socioeconomic, and economic contexts."
ARS 538,Art of the 20th Century I,Art History,3,"Charts how the avant-garde in the early 20th century developed different strands of modern art as it sometimes grew closer to, and at other times veered away from, radical politics."
ARS 539,Art of the 20th Century II,Art History,3,General introduction to major trends and issues of Euro-American art created between 1955 to around the turn of the 21st century.
ARS 540,Identity and World Film,Art History,3,"Examines how films around the world represent gender, race, ethnicity, and sexual orientation through the lens of genres and their variations and how genres reinforce or critiques stereotypes."
ARS 541,Public Art,Art History,3,"Explores the lively field of contemporary public art, particularly as defined by percent-for-art programs established through city ordinances during the last forty years. Considers historical precedents including Civil War monuments and the City Beautiful Movement."
ARS 543,Artists in Film: Artists' Biopics,Art History,3,"Examines artists' 'biopics,' biographical films about artists, chronologically from the subgenre's first appearance in 1936 to recent films. Explores relationships between film and history and between film and myths of creativity; major directors' attraction to artists' biopics; stereotypes of artists (genius, deviant, etc.); and how notions of creativity are inflected by gender, race and national identity. Assignments include weekly readings and film viewings and one short paper; optional documentaries and films are also available."
ARS 544,Films of India,Art History,3,"Examines classic, Bollywood and diasporic films of India from 1950 to the present."
ARS 555,Museums and Social Justice,Art History,3,"A recent spate of scandals, protests and a global pandemic have forced museums and heritage institutions to face up to some difficult ethical and financial issues. In the wake of the Black Lives Matter protests, these include reassessments of staffing demographics, salary differentials, and discussions of how best to address racial and gender diversity in acquisition policies, permanent collection displays and exhibition schedules. The #MeToo movement has resulted in difficult conversations about sexual harassment and gender discrimination in museums as well. Other recent public controversies have demanded reevaluations of board vetting procedures to avoid reputational controversies, a more thorough review of corporate sponsors vis-a-vis a museum's mission, and the development of action plans to address the legacy of colonial theft and Nazi looting. Covid-19 has also greatly affected museums--attendance, annual budgets--and has resulted in mass layoffs and organizational restructurings, as museums are left to wonder about their financial viability moving forward. Also discusses whether museums have a moral responsibility to respond to and become engaged with compelling social justice issues like race, immigration, health care, climate change--or whether they should remain neutral. Indeed, the question of museums and social justice has plagued the museum world's preeminent professional organization, the International Council of Museums (ICOM), which, since 2017, has been attempting to redefine the museum as a site for public discourse on urgent topics; amidst debate and turmoil, a possible redefinition of museums of the 21st century as sites for social justice. Examines these current controversies and events. Each module focuses on one issue, with specific case studies in some instances."
ARS 574,Art of Japan,Art History,3,"Critical examination of the nature and history of Japanese art, its rich heritage and its indebtedness to foreign sources."
ARS 575,Approaches to Chinese Painting,Art History,3,"Critical history of Chinese painting from Eastern Chou to 1911. Emphasis on masters, regional developments, and conceptual underpinnings."
ARS 584,Internship,Art History,1 - 12,"Structured practical experience following a contract or plan, supervised by faculty and practitioners."
ARS 585,Women in the Visual Arts,Art History,3,"Historical study of art by women in various media; related social, political, educational issues; representation of women in art."
ARS 586,Theories of Contemporary Art,Art History,3,"Upper-level introduction to a variety of issues in contemporary art theory. Over the course of the semester, students travel through a different thematic segment each week. Topics covered include globalization, activism, relational aesthetics, art and ecology, as well as other themes that have found increased relevance as new art forms, media and theory proliferate in the 21st century."
ARS 590,Reading and Conference,Art History,1 - 12,"Independent study in which a student meets regularly with a faculty member to discuss assignments. Course may include such assignments as intensive reading in a specialized area, writing a synthesis of literature on a specified topic, or writing a literature review of a topic."
ARS 591,Seminar,Art History,1 - 12,"A small class emphasizing discussion, presentations by students, and written research papers."
ARS 592,Research,Art History,1 - 12,"Independent study in which a student, under the supervision of a faculty member, conducts research that is expected to lead to a specific project such as a thesis or dissertation, report, or publication. Assignments might include data collection, experimental work, data analysis, or preparation of a manuscript."
ARS 593,Applied Project,Art History,1 - 12,Preparation of a supervised applied project that is a graduation requirement in some professional majors.
ARS 595,Continuing Registration,Art History,1,"Used in situations where registration is necessary but where credit is not needed. Replaces arbitrary enrollment in reading and conference, research, thesis, dissertation, etc. Used by students when taking comprehensive examinations, defending theses or dissertations, or fulfilling the continuous enrollment requirement in doctoral programs. Credit is not awarded, and no grade is assigned."
ARS 598,Special Topics,Art History,1 - 4,"Topical courses not offered in regular course rotation--e.g., new courses not in the catalog, courses by visiting faculty, courses on timely topics, highly specialized courses responding to unique student demand."
ARS 599,Thesis,Art History,1 - 12,"Supervised research focused on preparation of thesis, including literature review, research, data collection and analysis, and writing."
ARS 690,Reading and Conference,Art History,1 - 12,"Independent study in which a student meets regularly with a faculty member to discuss assignments. Course may include such assignments as intensive reading in a specialized area, writing a synthesis of literature on a specified topic, or writing a literature review of a topic."
ARS 692,Research,Art History,1 - 12,"Independent study in which a student, under the supervision of a faculty member, conducts research that is expected to lead to a specific project such as a thesis or dissertation, report, or publication. Assignments might include data collection, experimental work, data analysis, or preparation of a manuscript."
ARS 700,Research Methods,Art History,1 - 12,Course on research methods in a specific discipline.
ARS 710,Current Research in Art History,Art History,3,Review and critical evaluation of contemporary literature and research in art history.
ARS 790,Reading and Conference,Art History,1 - 12,"Independent study in which a student meets regularly with a faculty member to discuss assignments. Course may include such assignments as intensive reading in a specialized area, writing a synthesis of literature on a specified topic, or writing a literature review of a topic."
ARS 792,Research,Art History,1 - 15,"Independent study in which a student, under the supervision of a faculty member, conducts research that is expected to lead to a specific project such as a dissertation, report, or publication. Assignments might include data collection, experimental work, data analysis, or preparation of a manuscript."
ARS 795,Continuing Registration,Art History,1,"Used in situations where registration is necessary but where credit is not needed. Replaces arbitrary enrollment in reading and conference, research, thesis, dissertation, etc. Used by students when taking comprehensive examinations, defending theses or dissertations, or fulfilling the continuous enrollment requirement in doctoral programs. Credit is not awarded, and no grade is assigned."
ARS 799,Dissertation,Art History,1 - 15,"Supervised research focused on preparation of dissertation, including literature review, research, data collection and analysis, and writing."
ATP 200,Introduction to Art Therapy,Art Therapy,3,"Introduces the field of art therapy. Surveys modern theories, methods and systems of art therapy with emphasis on practical application of art therapy concepts as well as the development of specific art therapy skills."
ATP 294,Special Topics,Art Therapy,1 - 4,Covers topics of immediate or special interest to a faculty member and students.
ATP 394,Special Topics,Art Therapy,1 - 4,Covers topics of immediate or special interest to a faculty member and students.
ATP 484,Internship,Art Therapy,1 - 12,"Structured practical experience following a contract or plan, supervised by faculty and practitioners."
ATP 494,Special Topics,Art Therapy,1 - 4,Covers topics of immediate or special interest to a faculty member and students.
ATP 498,Pro-Seminar,Art Therapy,1 - 7,Small-group study and research for advanced students within their majors.
AME 101,ASU Media Arts and Sciences Experience,"Arts, Media, and Engineering",1,"Orientation to the School of Arts, Media and Engineering with emphasis on resources for academic success."
AME 111,Introduction to Digital Culture,"Arts, Media, and Engineering",3,"Examines the effects of digital technology on the way we live, communicate, learn, and create. Proposes that we are moving towards a hybrid (physical-digital) existence and culture. Traces that evolution, looks at current examples of hybrid cultural processes and outcomes, and discusses possible future trends. Discusses how these changes are influencing the work and career possibilities of people involved in all aspects of human culture. Comprises diverse readings, media products, class interaction, group discussion and hands-on collaborative projects exploring concepts covered in class. Also includes a number of guest lectures from ASU faculty."
AME 112,Computational Thinking for Media Arts,"Arts, Media, and Engineering",3,"Introduces fundamental concepts relevant for understanding computation. What are algorithms and how can computer code express them? Basics of how real-world signals are captured, encoded, recorded, retrieved and decoded. Designed for students with little or no background in programming."
AME 120,Digital Culture Studio,"Arts, Media, and Engineering",1,"Provides advice on career preparation and industry skills through a series of guest lectures. Sample topics include resumes, personal Websites and portfolios, how to pitch a project idea, and topics chosen by guest industry presenters."
AME 130,Prototyping Dreams,"Arts, Media, and Engineering",3,"How do you build your dreams? Explores speculative design and inspirational prototyping as a way to imagine and organize worlds. These prototypes do not have to be functional or material, but they must be functional stories, effectively communicating the creator's vision with others. Surveys a number of creative paradigms for imagining alternative worlds that are more ethical and sustainable, and experiments with techniques for physical, digital, literary and artistic prototyping."
AME 160,Introduction to Game Design,"Arts, Media, and Engineering",3,"Introduces the general and foundational concepts behind game design, including what works, how to integrate game elements and how to support a player's experience. Prepares students for courses that focus on implementing these skills and concepts while creating a game."
AME 161,Game Engine Fundamentals,"Arts, Media, and Engineering",3,"Covers the fundamentals of creating using a game engine. Complex software programs expand the creative repertoire of media artists designing games, virtual worlds, media installations, simulations and visualizations. Provides a working understanding of how game engines function, the components within them and the working mental schemas necessary for computational thinking within this framework. Students apply these skills in practice."
AME 162,Introduction to Game Production and Management,"Arts, Media, and Engineering",3,"Introduces game production, focusing on project management, budgeting, monetization, go-to-market and post-launch operations. Students learn to plan, manage and execute game development projects while leading cross-functional teams through influence. Provides a solid understanding of state-of-the-art tools including using AI in game production, the game production process and project and people management skills. Equips students to lead game projects from ideation to concept to post-launch."
AME 165,Introduction to Game Studies,"Arts, Media, and Engineering",3,"Provides an introductory look at how we study and understand games, from tabletop to digital games. Introduces methods of research in academic and industry settings, an overview of the evolution of game studies and current research and understandings of games. Includes information on experiences with games, their impact on society, experiences with identity in games and esports, interactions between culture and game content and the inner workings of the games industry."
AME 194,Special Topics,"Arts, Media, and Engineering",1 - 4,Covers topics of immediate or special interest to a faculty member and students.
AME 210,Media Editing,"Arts, Media, and Engineering",3,"Introduces the fundamental principles of media editing including form, composition, structure, pattern, sequence and rhythm. Using a combination of open source, commercial and custom-designed tools and platforms, students design, construct, communicate and interpret rich media messages. Through creating and critiquing visual compositions, audiovisual artifacts, spatial narratives or generated graphs, students explore the practice of media editing as a spatial, temporal and dynamic process."
AME 220,Programming for the Web,"Arts, Media, and Engineering",3,Introduces contemporary Web technologies and the front-end technologies needed to code particularly in contemporary interactive Web applications. Deepens knowledge in the emergence and evolution of Web technologies and standards.
AME 230,Programming for the Media Arts,"Arts, Media, and Engineering",3,"Introductory-level course in practical aspects of programming systems for media arts. Explores techniques in programming in the context of images, sounds, interaction, networking and data visualization. Uses the processing programming language, an accessible yet powerful environment for learning how to program. Students create images, animations and interactive programs, and learn how to use images, movies, sound files, microphones and cameras in their programs."
AME 240,Introduction to Physical Computing,"Arts, Media, and Engineering",3,"Students learn the basic skills required to build physical-computing systems through a series of practical tutorials and design challenges. These skills include basic fabrication with hand and CNC tools, electronic design fundamentals, circuit construction techniques, introductory microcontroller programming and the use of simple sensors and actuators. The primary difference between this introductory-level course and the advanced course is that students in this course are not expected to invent original projects. Projects with clear engineering and design challenges are assigned. Within the scope of these projects there are significant opportunities for creativity but the emphasis is on learning basic skills."
AME 244,Introduction to Interactive Environments,"Arts, Media, and Engineering",3,"Introduces software programming in the context of real-time interactivity. Builds the skills and develops the confidence needed to produce interactive audiovisual environments. Primarily uses the Max 7 (cycling74.com) programming language to write code for manipulating digital images, sounds and video in real time. For these systems to be interactive (respond to human activity), uses the tools and techniques for gathering and processing real-time input from sensors such as microphones, electronics, cameras and interface devices."
AME 261,Visual Scripting in Game Engines,"Arts, Media, and Engineering",3,"Introduces the fundamentals of visual scripting in game engines. Students learn to create interactive game elements, design game logic and prototype gameplay mechanics without traditional programming. Uses Unreal Engine using Blueprint and covers basics, event graphs, variables, functions and common design patterns used in game development."
AME 294,Special Topics,"Arts, Media, and Engineering",1 - 4,Covers topics of immediate or special interest to a faculty member and students.
AME 310,Media Literacies and Composition,"Arts, Media, and Engineering",3,"When we integrate computational systems into the core of our cultural and social practices, we reinvent how we tell stories. The roles of creators, critics and audiences are blurring at the same time that digital tools allow us to infinitely reproduce and remix narratives, radically changing what we mean by the 'work' or 'text.' These new media platforms empower us to create, share and respond to cultural narratives that defy traditional notions of how stories operate, demanding new literacies. Explores our powers and responsibilities as readers, writers and creators of new cultural languages, including new forms such as games, digital video, electronic literature and social media. Students study relevant media narratives and cultural ecosystems from the 20th and 21st centuries, acquiring a set of literacies that they hone through practices of authorship, critique and collaboration, culminating in the presentation of their own digital media narratives."
AME 320,Motion Capture for Integrative Systems,"Arts, Media, and Engineering",3,"Presents the broad principles and techniques for movement study in oneself and others that includes applied, dynamic anatomy. Also presents the functional techniques for motion capture with a special emphasis on the capture of human movement from visual sensors. Students understand the technology behind motion capture; a high-level understanding of movement and anatomical systems; the ability to perform motion capture and customize it to suit the requirements of specific creative applications in animation, sound and live performance as well as applications in movement rehabilitation and education. Looks at the technology behind various modern motion capture systems based on markers, inertial sensors, accelerometers, and depth sensors, so the student appreciates the technical capabilities and limitations of each technique."
AME 325,Technical Lives,"Arts, Media, and Engineering",3,"Traces the myriad intersections of 'life' and 'technology' in the history of Western thought and practice--from Ancient Greece to contemporary technoscience. Students investigate these convergences in philosophical works (by Plato, Descartes, Heidegger, Foucault, Gilbert Simondon, and others), in art and design practices (film, architecture, bioart, literature), and in modern technoscientific fields such as biotechnology, artificial life and synthetic biology. Gives students a broad framework for examining the many interwoven histories, philosophies and practices that draw 'life' and 'technology' together to generate profound ontological, political and economic consequences in the history of the Western world."
AME 330,Digital-Physical Systems,"Arts, Media, and Engineering",3,"Hands-on course where students explore digital-physical systems by working with the fundamental building blocks of interactive technologies and examining exemplar works of media art. Basics of electronics, circuit design, sensors, actuators, simple mechanical design, the iterative design process and microcontroller programming. Emphasizes media and arts applications such as real-time interactive performance, robotic installations and tangible computer interfaces."
AME 333,Improvising Cyborgs,"Arts, Media, and Engineering",3,"What can we learn about technologies of human-machine cooperation by improvising with them? This experiential and practice-based course provides a collaborative platform for students to investigate cyborg relations and create technologically mediated multidisciplinary performances through the practices of play and improvisation. Open to anyone with experience working with technology who wants to explore improvisation and performance, not only as art forms, but also to inform their making process and translate these skills to other areas. The course welcomes those with a broad range of backgrounds from sound/music, dance and visual arts, to game designers, engineers and those with interests in philosophy, psychology and embodied cognition."
AME 340,Compositional and Computational Principles for Media Arts,"Arts, Media, and Engineering",3,"In much of today's contemporary art practice there is a tight coupling of compositional form, content and underlying computational mechanisms. This integration holds the potential to yield new modes of expression and wholly new art experiences as is evident in emerging forms of real-time generative art, network-based art, game-based art, and interactive performance. As both practitioners and participants, we must develop a critical understanding of the relevant compositional and computational principles that frame this work. Students study relevant media art works from the 20th and 21st century, develop a working understanding of fundamental compositional and computational principles, and apply their understanding through the realization of exploratory media artworks that are presented at the end of the semester."
AME 360,Designing Mixed-Reality Experiences,"Arts, Media, and Engineering",3,"Augmented reality and virtual reality games, advertisements, installations and other media integrate virtual objects with real-world environments in an emerging computing paradigm called mixed reality. Students learn skills to creatively develop interactive mixed-reality objects and environments. Covers principles behind object-to-object access patterns, virtual physics and interactions, camera-projection coordinate systems, and programming for augmented reality/mixed reality. Although the mixed reality and object-oriented principles transcend programming language and environment, students use C# programming in the Unity Game Engine."
AME 365,People at Play,"Arts, Media, and Engineering",3,"What is the social and cultural significance of play, games and toys? How is playfulness embedded into media, design and art--and more importantly, why? This course centers these questions and more by exploring the multiple dimensions of play in its many forms. Topics include: how age and other issues relate to identity shape play, games and toys; the many genres of games, including board games, video games, role-playing games and so on; the design of games and toys and how they reflect various cultural values; the role of play in education, industry and everyday life. Students can expect to read and write about, play with and create games using both analog and digital technologies. No experience in game play or design needed. Curiosity required."
AME 367,"Identity, Industry and Games","Arts, Media, and Engineering",4,"Games are social. We play, watch, discuss, design and produce games together. Games industries require collaboration across teams of people with a vast range of interests, roles and kinds of expertise. Further, games are just as diverse as the people who play them. Provides an overview of how identity impacts how we play, make and talk about games. Addresses identity and other sociocultural topics as applied to three major areas: representation in game content, games-based industries and professionalization, and games cultures and communities."
AME 385,Collaborative Projects and Research I,"Arts, Media, and Engineering",3,"Project-based class for experience in collaborative design principles, project pitching and research. Includes readings and small projects with teams formed at the outset of the class. Over the course, teams develop their own project along with a schedule for realization. Project themes vary, yet all projects must explore relationships of digital technologies and cultural products or processes. Includes presentations, discussion and analysis of team projects."
AME 386,Collaborative Projects and Research II,"Arts, Media, and Engineering",3,"Project-based class for experience in collaborative design principles, project pitching and research. Includes readings and small projects with teams formed at the outset of the class. Over the course, teams develop their own project along with a schedule for realization. Project themes vary, yet all projects must explore relationships of digital technologies and cultural products or processes. Includes presentations, discussion and analysis of team projects."
AME 394,Special Topics,"Arts, Media, and Engineering",1 - 4,Covers topics of immediate or special interest to a faculty member and students.
AME 400,Minds and Machines,"Arts, Media, and Engineering",3,"Introduces the broad area of artificial intelligence and its intersections with various domains including cognitive science, symbolic logic and reasoning, philosophy of mind, science fiction literature and data science. Students develop and prototype AI algorithms ranging from computer vision, natural language processing, reinforcement learning/control theory and signal/data processing, as well as learning broader sociocultural issues surrounding AI including its history, theories of machine and human intelligence and ethics. Primarily uses Python as its main programming language for development."
AME 404,Reading the Algorithm,"Arts, Media, and Engineering",3,"What is an algorithm? Seeks to define the algorithm in terms of its cultural shadow, incorporating computational as well as philosophical understandings of how technical systems shape human activity to understand the stories we tell ourselves about algorithms. Students learn a toolkit for 'algorithmic reading' which they can use to analyze a modern algorithm and its footprint in society. Features reading and writing assignments centered on science fiction, popular and news articles, and social media/other artifact analysis."
AME 410,Interactive Materials,"Arts, Media, and Engineering",3,"Focuses on embedding computation into the physical world and envisioning the future of tangible interactive media. Students make, tinker and experiment with high-tech and low-tech materials ranging from electronics (microcontrollers, sensors and actuators) to softer components including textiles, paper, paints, food and organic/living systems. Grounds hands-on, materially oriented work in theoretical concepts from HCI (Human Computer Interaction), speculative design and design fiction. Students build interactive prototypes as artifacts that exist in fictional worlds to explore emerging dialogues around desirable and undesirable futures."
AME 411,Advanced Interactive Sound,"Arts, Media, and Engineering",3,"Explores the development of interactive music systems. Covers a variety of sound synthesis methods with particular emphasis as to how they can be used in real-time sound creation. Covers techniques for sensing such as computer vision, sound analysis, tangible interfaces and 3D sensing."
AME 430,Mac Development for Media Arts,"Arts, Media, and Engineering",3,"Explores native application development for OS X (Macintosh) for use in the domain of media arts. Project-based course covers the native Xcode development environment and the C and Objective-C programming languages. Native applications are able to achieve the highest levels of performance; they leverage the unique technologies built for a platform and they are able to participate in the native user experience (look and feel) that all users of a popular platform expect. To understand native apps for OS X, the course examines a number of code frameworks provided for developers by Apple (the core of which are often called Cocoa), including Foundation, AppKit, AV Foundation, Core Animation and SpriteKit."
AME 434,Machine Learning for Media Arts,"Arts, Media, and Engineering",3,"Provides an interdisciplinary introduction to machine learning techniques from the classical to the contemporary. Discusses methods and implementations of machine learning in creative outcomes including image, video and sound synthesis, with both real-time and non real-time approaches. Also discusses issues of representation, bias and ethics in machine learning that help students frame their projects with critical awareness. Preferred incoming skills include programming, system building or integrative skills using Max/MSP or Python and/or expertise in signal processing or composition and/or technical skills and/or sensor development."
AME 435,Mobile Development,"Arts, Media, and Engineering",3,"Explores native application development for iOS for use in the domain of media arts. Project-based course covers the native Xcode development environment, and the Swift programming language. Native applications are able to achieve the highest levels of performance, they leverage the unique technologies built for a platform, and they are able to participate in the native user experience (look and feel) that all users of a popular platform expect. Examines a variety of frameworks such as UIKit, CoreMotion, CoreLocation, MapKit, AVFoundation AVKit, and SpriteKit to understand native apps for iOS."
AME 436,Animating Virtual Worlds,"Arts, Media, and Engineering",3,"Investigates creating dynamic virtual environments. How can we create complex, engaging and aesthetic environments that are responsive? Explores creating animation using code. How to create movement using procedural and generative techniques. Subjects include random numbers, Perlin noise, particle systems, autonomous agents, steering behaviors, fractals and L-systems. Requires prior programming experience."
AME 444,Media Installations,"Arts, Media, and Engineering",3,"Investigates historical and contemporary instances of the media installation, not only as a form of art but as a cultural artifact that appears in a variety of contexts. Students design and build media installations by learning to gather, manipulate and present many different kinds of media using a variety of high- and low-tech tools and techniques. Advanced skills with the tools and techniques for creating and manipulating digital images, sounds, graphics and video. Students learn how to make installations interactive by integrating sensors, input devices and computer vision systems. Design, build and refine media installations, and learn to document these installations at a high level using the latest video editing tools."
AME 445,The Art of Teaching Media Arts,"Arts, Media, and Engineering",3,"Using a variety of media arts tools, students create their own hands-on, project-based learning curriculum that integrates science, technology, engineering, math and arts, often called STEAM. Students explore how principles of science, mathematics, visual arts, music, and computation can be utilized in media arts and design and how to translate these principles into project-based learning curriculum. Aimed at future and current educators and community leaders from many disciplines who teach in a variety of formal and informal settings, including schools, libraries, community centers, after-school and outreach programs. Course activities provide exposure to, and foundational knowledge of, many resources available to the community including creative coding languages, open source media-making tools, makerspace tools and hardware. Students use these tools while carefully reflecting on larger ideas of interdisciplinary learning principles of creativity, community, problem-solving, empathy, embodied learning, collaboration and aesthetics. STEAM education provides avenues for learners to explore complex or difficult societal or science issues in an embodied way, either through providing explicit artistic or expressive end-goals that require computational means to achieve, or by providing approachable metaphors or embodied actions which allow the student to more closely relate to the complex issues. Emphasizes using widely accessible cross-platform and open source (free) tools."
AME 465,Designing Play,"Arts, Media, and Engineering",3,"Students move into the study of game design. Covers the following topics: collaborative approaches to designing games from start to finish; the values embedded into games and play; various social, cultural and creative topics essential to game design; how platforms, hardware and interfaces shape game design and gameplay; and ethical considerations of game design. Students work individually and collaboratively to design various types of games, including those text-based, 2D and 3D. Students also build on their expertise of and fluency in game studies as addressed in previous coursework. Provides the opportunity to explore individually and collaboratively personal topics of interest."
AME 470,Programming for Social and Interactive Media,"Arts, Media, and Engineering",3,"Web sites, desktop applications connected to the 'cloud' and mobile applications depend on services supplied by server-based software that is the invisible center of users' networked experiences. Applications and data servered over the Web are at the core of popular software from social applications such as Facebook, Twitter or Instagram to networked media like iTunes, Netflix or Hulu. Investigates the development of Web applications and services. Creates modern dynamic Web applications using open source technologies."
AME 484,Internship,"Arts, Media, and Engineering",1 - 12,"Structured practical experience following a contract or plan, supervised by faculty and practitioners."
AME 485,Media Arts and Sciences Capstone I,"Arts, Media, and Engineering",3,"Senior capstone projects are interdisciplinary team projects that offer experience in diverse collaborations for solving complex problems, a proficiency widely demanded by employers. Students integrate, extend and apply information, principles, theories and/or methods learned in previous courses while supervised by the instructor."
AME 486,Media Arts and Sciences Capstone II,"Arts, Media, and Engineering",3,"Senior capstone projects are interdisciplinary team projects that offer experience in diverse collaborations for solving complex problems, a proficiency widely demanded by employers. Students integrate, extend and apply information, principles, theories and/or methods learned in previous courses while supervised by the instructor."
AME 492,Honors Directed Study,"Arts, Media, and Engineering",1 - 6,"Independent study in which a student, under the supervision of a faculty member, conducts research or creative work that is expected to lead to an undergraduate honors thesis or creative project."
AME 493,Honors Thesis,"Arts, Media, and Engineering",1 - 6,Supervised research or creative activity focused on preparation and completion of an undergraduate honors thesis or creative project.
AME 494,Special Topics,"Arts, Media, and Engineering",1 - 4,Covers topics of immediate or special interest to a faculty member and students.
AME 498,Pro-Seminar,"Arts, Media, and Engineering",1 - 7,Small-group study and research for advanced students within their majors.
AME 499,Individualized Instruction,"Arts, Media, and Engineering",1 - 3,"Provides an opportunity for original study or investigation in the major or field of specialization, on an individual and more autonomous basis."
AME 511,Advanced Interactive Sound,"Arts, Media, and Engineering",3,"Explores the development of interactive music systems. Covers a variety of sound synthesis methods with particular emphasis as to how they can be used in real-time sound creation. Covers techniques for sensing such as computer vision, sound analysis, tangible interfaces and 3D sensing."
AME 515,Machine Vision and Pattern Recognition,"Arts, Media, and Engineering",3,"Covers the field of computer vision, whose broad goal is to create algorithms and systems for processing of visual signals (e.g., images, videos) for low-level, mid-level, and high-level perceptual tasks. Presents the broad principles and techniques for devising computer vision algorithms starting from understanding the imaging process for a pin-hole camera; understanding lenses, image-statistics such as gradients and edges, 3D structure estimation, motion estimation, illumination modeling to perceptual tasks such as shape recognition, texture modeling, face recognition, activity recognition, and scene recognition. The class is a mixture of in-class lectures and discussions, and individual and group projects."
AME 516,Physics-Based Computer Vision,"Arts, Media, and Engineering",3,"Covers topics in physics-based computer vision and graphics. Includes work on visual computing systems including computational cameras, illumination systems, 3D scanners, rendering/animation and displays. Starting with the basics of traditional photography and the imaging pipeline, proceeds to explore new ways to capture visual information by co-designing camera hardware and software algorithms. Topics covered include plenoptic or multi-modal imaging, coded and compressive sensing, light transport and rendering, programmable illumination, and computational displays. Focuses on understanding and evaluating new imaging technology for specific applications including autonomous vehicles, entertainment and graphics, computer vision and visual recognition, and robotics. Course content delivered via lectures along with written and programming assignments as well as a final project."
AME 520,Movement and Computing,"Arts, Media, and Engineering",3,"Focuses on computational and humanistic underpinnings for describing human activities for interactive systems. Obtains a holistic understanding of both the computational models, as well as somatic approaches, and enables their translation into meaningful interactive systems for a variety of applications. Project-driven course encourages students to work individually and collaboratively to generate movement to interface with appropriate sensing, analysis and feedback systems with applications in health and well being, creative practices and games. Transdisciplinary course; therefore, expectations for skills and outcomes are multiple and varied, with students expected to work with students and ideas from other disciplines."
AME 530,Philosophy of Media Technology,"Arts, Media, and Engineering",3,"Focuses on media arts and sciences in the 20th and 21st centuries, discussing issues surrounding the evolution of media art research and creation practices, methods of criticism and analysis, transdisciplinary work and research, collaboration and current trends. Emphasizes the methodology, theory and history behind the experimental study of experience via experiential systems. Directed toward those interested in researching, designing, building or critiquing experiential media systems that are culturally or technoscientifically provocative and socially meaningful."
AME 531,Experimental Media Philosophy,"Arts, Media, and Engineering",3,"Covers advanced topics from current areas of research creation. Equips PhD and masters students with conceptual approaches to experimental, experiential and theoretical research powered by emerging media arts, music, science, engineering and contemporary critical studies. Based on furnished examples as well as their own experience, students may create and/or critique integrated media systems demonstrating technological, aesthetic, conceptual or social concerns."
