"department","description","course_code","course_name","credits"
"Computer and Information Science & Engineering","Design and implementation of various components of a modern operating system, including I/O programming, interrupt handling, process and resource management, computer networks and distributed systems. Grading Scheme:Letter Grade","COP 4600","Operating Systems","3 Credits"
"Computer and Information Science & Engineering","Translation of languages, scanning and parsing techniques. Translator writing systems. The implementation of a compiler. Grading Scheme:Letter Grade","COP 4620","Translators and Translator Writing Systems","3 Credits"
"Computer and Information Science & Engineering","Part two of a two-course sequence. Provides a basic understanding of the internals of a modern database system. Topics include data storage, indexing, query processing and advanced concepts such as database tuning, alternate data models and emerging applications. Grading Scheme:Letter Grade","COP 4720","Information and Database Systems 2","3 Credits"
"Computer and Information Science & Engineering","Covers the mathematics of discrete events; i.e., events that involve distinct elements, finite structures of distinct elements or finite sampled versions of continuous phenomena (such as movement). Grading Scheme:Letter Grade","COT 3100","Applications of Discrete Structures","3 Credits"
"Computer and Information Science & Engineering","Numerical integration, nonlinear equations, linear and nonlinear systems of equations, differential equations and interpolation. Grading Scheme:Letter Grade","COT 4501","Numerical Analysis: a Computational Approach","3 Credits"
"Computer and Information Science & Engineering","Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application. Grading Scheme:S/U","EGN 4912","Engineering Directed Independent Research","0-3 Credits"
"Computer and Information Science & Engineering","Multidisciplinary approach to solving pressing social problems by blending social science practices with innovative technology. Explore effective messaging perspectives, virtual social spaces, and virtual reality technologies to create a compelling story for a social good issue. Open to all juniors and seniors, regardless of major or prior experience. Grading Scheme:Letter Grade","IDC 4710","Virtual Reality for the Social Good","3 Credits"
"Construction Management","Familiarizes pre-construction students with the nature and functioning of the construction industry and the building construction curriculum. Emphasizes the specific safety regulations pertaining to the construction industry. Grading Scheme:S/U","BCN 1001","Introduction to Construction Management1 Credit","1 Credit"
"Construction Management","Traces Western building technology from prehistoric humans to the present. Development of the art and science of building. Grading Scheme:Letter Grade","BCN 1010","History of Construction","3 Credits"
"Construction Management","Sources, properties and uses of construction materials. Grading Scheme:Letter Grade","BCN 1210","Construction Materials","3 Credits"
"Construction Management","Provides basic working knowledge of architectural graphics, practice in instrumental drawing and experience in free hand sketching. Grading Scheme:Letter Grade","BCN 1251C","Construction Drawing","3 Credits"
"Construction Management","An overview of international trends in reducing the environmental impacts of land development and construction. Surveys best practices in a dozen countries around the world. (N and S) Grading Scheme:Letter Grade","BCN 1582","International Sustainable Development","3 Credits"
"Construction Management","Introduces the fundamental principles of Industrialized Construction, including design digitalization techniques and manufacturing automation technologies. Grading Scheme:Letter Grade","BCN 2314","Fundamentals of Industrialized Construction","3 Credits"
"Construction Management","Introduces the evaluation of structural behavior as it relates to buildings, the properties of structural materials and the structural behavior of load-resisting members. Primarily for building construction majors. Grading Scheme:Letter Grade","BCN 2405C","Construction Mechanics","4 Credits"
"Construction Management","Explores the relationship between society, the built environment, and the natural environment, and asks, “What does it mean to develop in a sustainable way?” Grading Scheme:Letter Grade","BCN 2598","Foundations, Principles and Applications of Sustainable Development","3 Credits"
"Construction Management","Overview of the linkage between cost estimating, planning, and scheduling for the proper execution of a construction project. Topics include scope analysis, quantity take-off, determining means and methods, estimated total cost, and establishing activity and overall project durations. Learn the interdependent relationship between scope of work, project execution planning, cost and time estimation, and establishing project schedules. Grading Scheme:Letter Grade","BCN 2750","Integrated Construction Planning, Scheduling, and Estimating","3 Credits"
"Construction Management","Examines the role of various players involved in the construction and the administration of a construction project. Importance of ethical conduct in all aspects of construction business and operations. Development of advanced writing and presentation skills for construction professionals. Grading Scheme:Letter Grade","BCN 3027C","Principles of Construction Management","3 Credits"
"Construction Management","Studies the construction process to include soils, demolition, earth-moving equipment, foundations, concrete mix design and concrete placement techniques. Includes field visits and soils and concrete laboratories. Grading Scheme:Letter Grade","BCN 3223C","Soils and Concrete","3 Credits"
"Construction Management","Studies the vertical construction process to include wooden platform frame construction, cast-in-place and pre-cast concrete construction and steel erection. Included are masonry construction, interior and exterior finishes, vertical transportation systems, roofing and other building components. Grading Scheme:Letter Grade","BCN 3224C","Construction Techniques","3 Credits"
"Construction Management","Theory and practice of equipment utilization and construction methods. Analysis of costs through production rates. Optimizing crew and equipment. Labor and heavy equipment production. Earthwork (sitework) execution methods and inspection. Grading Scheme:Letter Grade","BCN 3240C","Equipment and Methods for Heavy/Highway Construction","3 Credits"
"Construction Management","Studies construction communication tools, including the use of computer-aided drafting (applications of 4-D modeling in construction), blueprint reading, free hand sketching, model building, piece-based simulations and the Internet. Grading Scheme:Letter Grade","BCN 3255C","Graphic Communication in Construction","3 Credits"
"Construction Management","Construction aspects of surveying with field and classroom exercises in the use of transit, level, chain, and related equipment. Grading Scheme:Letter Grade","BCN 3281C","Construction Methods Laboratory","2 Credits"
"Construction Management","Examines the material properties, code requirements, analysis, and construction procedures for steel and reinforced concrete structures. Grading Scheme:Letter Grade","BCN 3431C","Structures","3 Credits"
"Construction Management","Principles and practices of electrical systems, including code provisions and cost estimations. Grading Scheme:Letter Grade","BCN 3521C","Electrical Systems","3 Credits"
"Construction Management","Classification of work, quantity survey techniques and basic estimating principles applied to simple construction projects. Grading Scheme:Letter Grade","BCN 3611C","Construction Estimating 1","3 Credits"
"Construction Management","Function of the construction industry, construction contracting practices and construction contracts and delivery methods. Grading Scheme:Letter Grade","BCN 3700","Construction Contracts","3 Credits"
"Construction Management","Construction safety issues, concerns, requirements, and procedures. Analysis includes costs, planning, administration, inspection, prevention, loss control, and drug-free workplace. Understanding of the major health issues encountered on construction sites, as well as appreciation for the need to be environmentally responsible. Grading Scheme:Letter Grade","BCN 3730","Construction, Safety, Health and the Environment","3 Credits"
"Construction Management","Provides a general overview of the role of construction managers in the community risk reduction as it pertains to fire, natural, and manmade disasters. Grading Scheme:Letter Grade","BCN 3734","Construction Managements Role in Community Risk Reduction","3 Credits"
"Construction Management","Sustainability is more than just building green; it's the balance and intersection of ""the 3 e's:"" environment, economics, and social equity. Examine approaches to advancing sustainable housing in ways that postindustrial residential planning and building practices have thus far neglected to address. Grading Scheme:Letter Grade","BCN 4105","Sustainable Housing: Putting the 3 E's into Residential Practice","3 Credits"
"Construction Management","Studies and analyzes building various roof systems, including design, materials, installation, inspection, and maintenance. Includes damp-proofing and waterproofing techniques. Grading Scheme:Letter Grade","BCN 4237","Roofing Systems","3 Credits"
"Construction Management","Learn current Building Information Modeling (BIM) software to identify design errors and improve the construction process. Grading Scheme:Letter Grade","BCN 4252","Introduction to Building Information Modeling","3 Credits"
"Construction Management","Fundamental principles and practices of using building information models for model management, including quantification, scheduling, and coordination. Use of advanced information systems in the construction context, such as parametric modeling, creating infrastructure models, reality capture, and digital twins. Grading Scheme:Letter Grade","BCN 4300","Reality Computing and the Built Environment","3 Credits"
"Construction Management","Studies the temporary structures that contractors have to build in order to construct the primary structure. This includes formwork, scaffolding, and equipment for hoisting materials, personnel, and erecting structures. Grading Scheme:Letter Grade","BCN 4423C","Temporary Structures","4 Credits"
"Construction Management","Principles and practices of building piping systems, hydraulics and pumps, comfort conditioning systems for building, heating and refrigeration equipment, building code considerations, plan reading and cost estimation. Grading Scheme:Letter Grade","BCN 4510C","Mechanical Systems","4 Credits"
"Construction Management","As energy becomes a more precious commodity, it is crucial to design and operate high performance buildings. A solid foundation of energy engineering and sustainability principles is essential to achieving these higher performance standards. Grading Scheme:Letter Grade","BCN 4594","Building Energy Modeling","3 Credits"
"Construction Management","Analysis and determination of cost of construction operations including applicable indirect and overhead costs and the preparation of bid proposals for commercial construction projects. A cost-control system is introduced and implemented with sample field-generated problems. Grading Scheme:Letter Grade","BCN 4612C","Construction Estimating 2","3 Credits"
"Construction Management","Understanding the various forms of project delivery methods (Design-Bid-Build, Design-Build, and Construction Management) and the underlying principles for choosing the appropriate system. Recognizing the complexity of the preconstruction process including conceptual estimating and scheduling, life cycle costing, constructability reviews, value engineering, risk management and special contract requirements. Understanding management and administration of a construction project. Grading Scheme:Letter Grade","BCN 4709C","Construction Project Management","3 Credits"
"Construction Management","Leadership and management principles for construction professionals with a major emphasis on the diverse workforce, ethical issues in construction and the development of negotiation and conflict-resolution skills. Grading Scheme:Letter Grade","BCN 4712C","Leadership and Management in Construction","3 Credits"
"Construction Management","Computer application of cost and manpower estimates as construction scheduling and management techniques. Grading Scheme:Letter Grade","BCN 4720","Construction Planning and Control","3 Credits"
"Construction Management","Theory and practice of design-build contract delivery method. Includes an explanation of the history of design-build, the advantages and disadvantages of design-build as a delivery method and a thorough analysis of the major components of design and construction. Grading Scheme:Letter Grade","BCN 4723","Design-Build Delivery Methods","3 Credits"
"Construction Management","Basic principles and applications of construction finance with an emphasis on the acquisition and management of construction loans, mortgages and construction accounting. Grading Scheme:Letter Grade","BCN 4753","Construction Finance","3 Credits"
"Construction Management","A construction project is simulated with each student being responsible for designing, developing, estimating, scheduling, contracting and administering the work for the completion of a small commercial, residential or light industrial project. Grading Scheme:Letter Grade","BCN 4787C","Construction Capstone Project","3 Credits"
"Construction Management","Theory and practice of construction planning, methods and project management. Project control from conception through the construction phase: procurement of design professional, prime contractor, subcontractor, construction manager, project/program manager. Also includes definition of and delineation between each entity, construction contract types, delivery systems, heavy/highway plans reading, quality assurance/quality control, nuances of planning and bidding a unit price project, and project administration. Grading Scheme:Letter Grade","BCN 4880","Management of Heavy/Highway Construction","3 Credits"
"Construction Management","Special areas of study in construction adjusted to the needs of individual students. Enrollment upon recommendation of director only. Grading Scheme:Letter Grade","BCN 4905","Special Studies in Construction","1-4 Credits"
"Construction Management","Minimum two-term employment in construction management. Requires advance approval, internship work reports, and an oral presentation. Grading Scheme:S/U","BCN 4949","Construction Management Internship","3 Credits"
"Construction Management","Provides a mechanism by which coursework taken as part of an approved study abroad program can be recorded on the UF transcript and counted toward graduation. Focuses on the construction industry in the host country. Content varies and may address various construction issues including local construction techniques, construction materials, and the influence on construction of the local culture, traditions, architecture, history, and political climate. Grading Scheme:Letter Grade","BCN 4956","International Studies in Construction","1-4 Credits"
"Construction Management","Introduces a basic understanding of pre-hospital emergency medicine; explore issues in patient assessment, distinguishing medical scenarios from trauma scenarios, taking appropriate actions and precautionary measures to ensure patient safety, and treating a patient’s injuries within the scope of their certification. Grading Scheme:Letter Grade","EMS 1055","Emergency Medical Responder","3 Credits"
"Construction Management","Practical applications of pre-hospital emergency medicine, including medical and trauma skills, basic anatomy, and physiology as related to EMR requirements. Practice the skills learned in the Emergency Medical Responder course. Offered only on UF main campus. Grading Scheme:Letter Grade","EMS 1055L","Lab for Emergency Medical Responder1 Credit","1 Credit"
"Construction Management","Focuses on the practice and principles of emergency medical services systems management, including effective daily operations within an EMS organization. Topics include purpose of analysis; analysis in parallel professions; problem identification; foundational analysis; data collection; financial analysis; cost-benefit analysis; policy and impact analysis; and project development. Grading Scheme:Letter Grade","EMS 4315","Analytical Approaches to EMS","3 Credits"
"Construction Management","Gain experience in an emergency management situation to identify and apply best practices in the development of preparation, planning, responding, recovering, and mitigating disasters; participate in supervised disaster management work activities that provide experiential learning in emergency management. Grading Scheme:S/U","FES 2941","Emergency Management Internship","3 Credits"
"Construction Management","Examines the legal aspects of fire service and the political and social impacts of legal issues; reviews the American legal system and covers legal and political issues involving employment and personnel matters, administration and operations, and planning and code enforcement with regard to the fire service. Grading Scheme:Letter Grade","FES 3004","Political and Legal Foundations of Fire Protection","3 Credits"
"Construction Management","Fundamentals of management underlying the solution of problems of organization and operation of fire and emergency services agencies. (WR) Grading Scheme:Letter Grade","FES 3015","Principles of Fire and Emergency Services Management","3 Credits"
"Construction Management","Communications systems used in fire and emergency services such as high frequency voice/data, Internets and Intranets, satellite communications, GPS and GIS. An introduction, examination, equipment assessment, implementation program and maintenance management module are provided for each system covered. Grading Scheme:Letter Grade","FES 3153","FES Communication and Informational Technology","3 Credits"
"Construction Management","Covers the design and operation of EMS systems, service delivery, and echelons of care. The history of EMS, interface of public and private organizations and review of the various personnel who comprise these systems, will be examined in relation to their impact on the health care delivery system. Grading Scheme:Letter Grade","FES 3223","Foundations of EMS","3 Credits"
"Construction Management","Overview of the application of management principles to the provision of medical transport services. Includes an analysis of the economic, geographic, temporal, and clinical characteristics of ambulance demand, the key processes for providing transport services, and an evaluation of industry best practices. Grading Scheme:Letter Grade","FES 3227","Ambulance Operations","3 Credits"
"Construction Management","Introduces the risk management principles of an EMS agency. Emphasizes safety from the perspective of the field provider. Grading Scheme:Letter Grade","FES 3233","EMS Safety and Risk Management","3 Credits"
"Construction Management","Introduces the EMS professional to the education system as it relates to EMS education. Explores issues in curriculum development, teaching, program direction, and development. Grading Scheme:Letter Grade","FES 3263","Public Safety Educator","3 Credits"
"Construction Management","Personnel and resource management issues in providing emergency medical services function. Quality assurance, utilization review techniques, and practices and techniques for delivery of services and distribution of resources are included. Grading Scheme:Letter Grade","FES 3284","Management of Emergency Medical Services","3 Credits"
"Construction Management","Organizational development issues in providing emergency medical services function in the fire-based, hospital-based and third-service environments. Establishing and directing emergency medical services' work teams is also covered. Grading Scheme:Letter Grade","FES 3285","Advanced Leadership Issues in Emergency Medical Services","3 Credits"
"Construction Management","Provides a theoretical framework for the understanding of the ethical, sociological, organizational, political, and legal components of community risk reduction, and a methodology for the development of a comprehensive community risk reduction plan. Grading Scheme:Letter Grade","FES 3533","Community Risk Reduction for Emergency Services","3 Credits"
"Construction Management","Provides the conceptual framework for the development of a strategic plan for emergency management, fire protection, and emergency medical service. Also provides guidance through the process of the needs, resources, and capabilities of the organization and how to establish a plan to achieve improved performance. Grading Scheme:Letter Grade","FES 3720","Strategic Planning for FES","3 Credits"
"Construction Management","Planning, developing, presenting, funding and implementing a budget for a fire and emergency services agency. Additional topics include special taxing districts, bond issues and fund-raising campaigns. Grading Scheme:Letter Grade","FES 3753","Fire and Emergency Services Financial Management","3 Credits"
"Construction Management","Examines the tools and techniques of rational decision making in fire and emergency services agencies, including data collection, statistics, probability, decision analysis, utility modeling, resource allocation, and cost benefit analysis. Grading Scheme:Letter Grade","FES 3780","Analytical Approaches to Fire Protection","3 Credits"
"Construction Management","Examines methodology for analyzing fire-related research; provides a framework for independent research in fire dynamics, fire test standards, fire safety, fire modeling, structural fire safety, life-safety, firefighter safety, automatic detection and suppression, risk analysis and loss control, applied research, and fire-related research trends. Grading Scheme:Letter Grade","FES 3782","Applications of Fire Research","3 Credits"
"Construction Management","Managing complex incidents that may require response from fire-rescue, emergency medical services, law enforcement and/or other public safety sectors. Use of the incident management system is emphasized. Grading Scheme:Letter Grade","FES 3803","Multi-Agency Incident Command","3 Credits"
"Construction Management","Incident command at multiple-alarm incidents, emphasizing rapid fireground decision-making, safety, personnel accountability and communications. Settings for scenarios include multi-family occupancies, hotels, high-rises, healthcare facilities and large retail centers. Grading Scheme:Letter Grade","FES 3815","Command and Control at Catastrophic Fire-Rescue Incidents","3 Credits"
"Construction Management","Describes the functional demands that emergency managers should be aware of in crafting effective emergency management plans, policies, and programs. Addresses how public policy choices impact emergency planning and the consequences of a disaster event. Emphasizes the emergency planning process. Grading Scheme:Letter Grade","FES 3822","Disaster Policy in Emergency Management","3 Credits"
"Construction Management","Demonstrates the importance of persuasion and influence, budgeting, anticipation of challenges and change, and management tools for analyzing and solving problems; explores how the leadership of a fire and emergency services department develops internal and external cooperation to achieve the department's mission. Grading Scheme:Letter Grade","FES 4003","Fire and Emergency Services Administration","3 Credits"
"Construction Management","Examines the history and the principles establishing Emergency Management in the United States. Describes the ""Four Phases of Emergency Management,"" relates processes to codes and laws governing Emergency Management, and examines Emergency Management and the terrorist threat. Grading Scheme:Letter Grade","FES 4014","Foundations of Emergency Management","3 Credits"
"Construction Management","The role of agency leadership and its impact on the continuing professionalization of the fire and emergency services. Examines traditional and evolving definitions, practices and skills in leadership behavior, including discussions of power, influence, ethics and organizational behavior. Grading Scheme:Letter Grade","FES 4023","Fire and Emergency Services Ethical Practices and Leadership","3 Credits"
"Construction Management","Introduces safety, health and environmental regulations on the state and federal levels that impact the delivery of fire and emergency services. OSHA, EPA and NFPA regulatory requirements are introduced along with methods and techniques to implement compliance programs. Grading Scheme:Letter Grade","FES 4034","Regulatory Issues in Fire and Emergency Services","3 Credits"
"Construction Management","Major human resource management functional areas for fire and emergency services agencies. Topics include organizational employment planning, employment regulation, job analysis, performance assessment, recruitment and regulation, job analysis, performance assessment, recruitment and selection, training and development, employee/labor relations and compensation. Grading Scheme:Letter Grade","FES 4045","Fire and Emergency Services Human Resource Management","3 Credits"
"Construction Management","Implementation of principles and methods in advocating factual claims and policy proposals: prepositional analysis, evidence as demonstration, effective reasoning processes and ethics in controversy. Also focuses on public speaking and presentations, especially in the areas of technology, defense of budgets and political leadership. Grading Scheme:Letter Grade","FES 4055","Fire and Emergency Services Public Relations","3 Credits"
"Construction Management","Covers systematic approaches to triage, treatment and transport in response to large-scale emergency medical services incidents. Resource planning and coordination with hospital systems is also emphasized. Grading Scheme:Letter Grade","FES 4224","Management of Mass Casualty Incidents","3 Credits"
"Construction Management","Discusses the various special roles in which EMS personnel may serve, such as hazardous materials, water rescue, and technical rescue. Grading Scheme:Letter Grade","FES 4226","EMS Special Operations","3 Credits"
"Construction Management","Provides a theoretical framework for the understanding of the ethical, sociological, organizational, political, and legal components of community risk reduction, and a methodology for the development of a comprehensive community risk reduction plan. Grading Scheme:Letter Grade","FES 4234","EMS Community Risk Reduction","3 Credits"
"Construction Management","Introduces the EMS professional to the legal aspects of Emergency Medical Services. Explores issues in malpractice, consent and refusal of treatment, OSHA, employment issues, and risk management. EMS students gain insights into the legal liabilities in Emergency Medical Services. Grading Scheme:Letter Grade","FES 4244","Legal, Political, and Regulatory in EMS","3 Credits"
"Construction Management","Introduces the EMS professional to benefits of quality improvement, the history of quality in EMS, measuring quality, and the uses of quality in EMS. Grading Scheme:Letter Grade","FES 4274","Quality Management and Research in Emergency Services","3 Credits"
"Construction Management","Planning, promoting and executing fire prevention functions, including an emphasis on legal responsibilities, needs assessments, negotiation and planning activities. Grading Scheme:Letter Grade","FES 4585","Management of Fire Prevention Programs","3 Credits"
"Construction Management","Examines the technical, investigative, legal, and social aspects of arson, including principles of incendiary fire analysis and detection, environmental and psychological factors of arson, legal considerations, intervention, and mitigation strategies. Grading Scheme:Letter Grade","FES 4685","Fire Investigation and Analysis","3 Credits"
"Construction Management","Provides the opportunity to understand real world disaster response efforts through academic study and interactive applied activities. Topics include the Incident Command System (ICS), Emergency Operations Center (EOC) management, Resource Management (RM), and Command-Communications-Coordination (C3). Grading Scheme:Letter Grade","FES 4804","Disaster Recovery and Mitigation","3 Credits"
"Construction Management","Examines disaster planning and emergency management. Focuses on the four phases of planning, mitigation, response, and preparedness. Includes FEMA and federal government NIMS ICS-700 and ICS-800 certifications. Grading Scheme:Letter Grade","FES 4820","Critical Incident Management for Emergency Managers","3 Credits"
"Construction Management","Examines concepts and principles of community risk assessment, planning and response to fires and natural and human-caused disasters, including National Incident Management System--Incident Command Systems (NIMS ICS), mutual aid and automatic response, training and preparedness, communications, civil disturbances, terrorist threats/incidents, hazardous materials planning, mass casualty incidents, earthquake preparedness, and disaster mitigation and recovery. Grading Scheme:Letter Grade","FES 4825","Disaster Planning and Control","3 Credits"
"Construction Management","Natural disasters prevalent in Florida: past, present, and future, including hurricanes, flooding, freezes, and agricultural emergencies. Also addresses planning, operations, mitigation, recovery, and evaluation concerns. Grading Scheme:Letter Grade","FES 4835","Natural Disaster Phenomena in Florida","3 Credits"
"Construction Management","Introduces the fundamental concepts, theories, principles, and practice of terrorism and terrorist events. Grading Scheme:Letter Grade","FES 4884","Introduction to Terrorism in Emergency Management","3 Credits"
"Construction Management","Special areas of study in fire and emergency services adjusted to the needs of individual students. Grading Scheme:Letter Grade","FES 4905","Special Studies in Fire and Emergency Services","1-3 Credits"
"Construction Management","Information and direction for fire service administrators on current legislative, legal, labor and/or technology concerns facing fire and emergency services agencies. Grading Scheme:Letter Grade","FES 4935","Current Issues in Fire and Emergency Services","3 Credits"
"Construction Management","Focuses on human behavior in emergencies; examines research on human behavior, systems models, life-safety education, and building design, exploring a best-practice building life-safety system in terms of psychology and sociology joined with engineering and education to produce best outcomes of human survivability in emergencies. Grading Scheme:Letter Grade","FFP 4507","Management of Fire-Related Human Behavior","3 Credits"
"Criminology","Advanced overview of criminal law, criminal procedure, and criminological theory. Emphasizes the components of the criminal justice system: the police, the prosecutorial and defense functions, the judiciary, and the field of corrections. Grading Scheme:Letter Grade","CCJ 3024","Advanced Principles of Criminal Justice","3 Credits"
"Criminology","Advanced research design and data analysis. Study of experimental and non-experimental research designs; probability and nonprobability sampling techniques; construction of scales; and indexes and methods of bivariate and multivariate data analysis. Previous completion of an introductory course in statistics is recommended but not required. Grading Scheme:Letter Grade","CCJ 3701","Research Methods in Criminology","4 Credits"
"Criminology","Advanced study and critical appraisal of various theories of crime causation, including an examination of biological, psychological, economic and sociological perspectives on the etiology of crime. Grading Scheme:Letter Grade","CCJ 4014","Criminological Theory","3 Credits"
"Criminology","Analyzes the relationship between media and crime  justice including media's role in constructing images about criminals, police, victims, inmates, and courts. Discusses media-based perceptions of reality and justice policy and practice influences. Appropriate for students in criminology, journalism, public relations, and pre-law. Grading Scheme:Letter Grade","CCJ 4032","Media & Crime","3 Credits"
"Criminology","Presents international terrorism as legitimate threat to society, with changing contexts, laws, and tactics. Explores oppressive movements which ignite violent acts. Introduces counter-terrorism best practices in criminal justice and analyzes violent terror attacks criminologically. Promotes emergency management, criminal justice, and intelligence work careers. Grading Scheme:Letter Grade","CCJ 4661","Terrorism","3 Credits"
"Criminology","Examines programs, practices and policies that prevent crime. Reviews how crime prevention strategies are developed, tested in research studies, and used in communities. Both effective and ineffective strategies are discussed. Grading Scheme:Letter Grade","CCJ 4713","Crime Prevention","3 Credits"
"Criminology","Qualified students and the instructor will develop a course of study or investigation designed to extend available coursework. A formal written report is required. Course can be repeated, but no more than three credits earned in CCJ 4905 may be applied to the major or to minimum degree requirements established by the university. Grading Scheme:Letter Grade","CCJ 4905","Individual Work","1-3 Credits"
"Criminology","Provides firsthand, supervised research in Criminology. Projects may involve inquiry, design, investigation, scholarship, discovery or application in Criminology. Grading Scheme:Letter Grade","CCJ 4911","Undergraduate Research in Criminology","0-3 Credits"
"Criminology","A variable topic seminar that examines current issues, techniques and problems in criminal justice. Grading Scheme:Letter Grade","CCJ 4934","Contemporary Issues in Criminal Justice","3 Credits"
"Criminology","Supervised experience in a criminal justice agency. Course can be repeated, but no more than three credits earned in CCJ 4905 may be applied to the major or to minimum degree requirements established by the university. (S-U) Grading Scheme:S/U","CCJ 4940","Practicum","1-3 Credits"
"Criminology","Qualified students submit a formal research proposal, carry out individual research under the supervision of a faculty member and prepare a formal written report of the research to a faculty committee. Course can be repeated, but no more than six credits earned in CCJ 4905 may be applied to the major or to minimum degree requirements established by the university. Grading Scheme:Letter Grade","CCJ 4970","Senior Thesis","3 Credits"
"Criminology","Introduces the field of penology and corrections. Consideration is given to conflicting philosophies of punishment; criminological theory as it applies to the field of corrections; the selectivity of the process through which offenders move before their involvement in correctional programs; alternative correctional placements; and empirical assessments of the short-term and long-term consequences of involvement in correctional programs. Grading Scheme:Letter Grade","CJC 4010","Introduction to Corrections","3 Credits"
"Criminology","Advanced overview of professions available within the criminal justice system. Emphasis on the development of job seeking skills and strategies; local, state, federal and global employment opportunities; law and graduate school processes; building cultural competence and global perspectives. Grading Scheme:Letter Grade","CJE 3011","Careers in Criminal Justice","3 Credits"
"Criminology","The role of the police in the criminal justice system of a democratic society. Topics include the organization of police work, discretion and the role of law enforcement in a socio-legal context. Grading Scheme:Letter Grade","CJE 3114","Introduction to Law Enforcement","3 Credits"
"Criminology","Examines the development, change and operation of the American juvenile justice system. Emphasizes the nature of juvenile law and the methods of dealing with youthful offenders. Grading Scheme:Letter Grade","CJJ 4010","Juvenile Justice","3 Credits"
"Criminology","This survey course promotes an understanding of law as it relates to an individuals everyday encounters with the legal system. Actual legal cases may be studied to analyze how disputes are resolved by application of legal principles to factual situations, whether justice was served by the decision, and potential implications of the decision on future cases. Grading Scheme:Letter Grade","CJL 2000","Law and the Legal Process","3 Credits"
"Criminology","Course on US-based wildlife and environmental law. Pressing legal issues concerning fish and wildlife conservation law and policies. Crosses biological, ecological, criminological, historical, and legal issues. Grading Scheme:Letter Grade","CJL 2105","How Does US Law Affect Wildlife?","3 Credits"
"Criminology","Introduces the scholarly study of law from a multidisciplinary, liberal arts perspective. Examines legal ideas, legal institutions and the legal process with an emphasis on the study of criminal behavior and the American criminal justice process. Grading Scheme:Letter Grade","CJL 3038","Law and Society","3 Credits"
"Criminology","Application of behavioral science research and practice to the legal system. Topics include psychologists and the legal system; lawyers' socialization, training and ethics; legality, morality and justice; forensic assessment; the insanity defense; competence in the legal system; eyewitness identification; jury selection; theories of crime; and punishment and sentencing. Grading Scheme:Letter Grade","CJL 4037","Psychology and Law","3 Credits"
"Criminology","Examines the juvenile justice system, including delinquency, dependency and laws that apply especially to juveniles. Studies operation of the Florida juvenile code and the relationship between children and society. Grading Scheme:Letter Grade","CJL 4050","Juvenile Law","3 Credits"
"Criminology","Studies substantive criminal law, including historical development, the tension between social and legal definitions of crime, the basic dimensions of criminality, the specific elements of major crimes and the nature of criminal sanctions. Grading Scheme:Letter Grade","CJL 4110","Criminal Law","3 Credits"
"Criminology","Studies constitutional rights of the accused in criminal proceedings. Focuses on analysis of case materials involving the law of arrest, search and seizure, the use of confessions, fair trial and the prohibition of cruel and unusual punishments. Grading Scheme:Letter Grade","CJL 4410","Criminal Procedure","3 Credits"
"Criminology","Special topics restricted to those in the university-wide Honors Program. (WR) Grading Scheme:Letter Grade","IDH 2931","Honors Seminar","3 Credits"
"Czech | Languages, Literatures, and Cultures","CZE 1130 and its sequel, CZE 1131, offer a comprehensive introduction to Czech, using interactive methods to develop competence in speaking, listening, reading, writing and cultural interaction. Grading Scheme:Letter Grade","CZE 1130","Introduction to Czech Language and Culture 1","5 Credits"
"Czech | Languages, Literatures, and Cultures","Continuation of series. A comprehensive introduction to Czech, using interactive methods to develop competence in speaking, listening, reading, writing and cultural interaction. Grading Scheme:Letter Grade","CZE 1131","Introduction to Czech Language and Culture 2","5 Credits"
"Czech | Languages, Literatures, and Cultures","Builds reading and writing skills while continuing to develop conversational ability and listening comprehension. Using a communicative approach, provides an overview of Czech grammar. Grading Scheme:Letter Grade","CZE 2200","Intermediate Czech 1","3 Credits"
"Czech | Languages, Literatures, and Cultures","Continuation of intermediate study. Goal is to further develop speaking, listening, reading and writing skills. Grading Scheme:Letter Grade","CZE 2201","Intermediate Czech 2","3 Credits"
"Czech | Languages, Literatures, and Cultures","Overview of Czech literature, film, music, pop culture, and visual arts as shaped by the events from 1918 to the present. Grading Scheme:Letter Grade","CZT 3564","Modern Czech Culture and Society","3 Credits"
"Digital Worlds Institute","Artificial intelligence: What is it? What is it used for? What is at stake? How can investigating AI from the perspectives of art, science, and fiction help to uncover the history, present, future, and implications of AI? Each week we will explore AI core concepts from three perspectives: art, science, and fiction. By the end of this course, you will be able to separate the facts from the hype and learn how to leverage fiction to prototype the future. This class is open to any student regardless of technical or creative background. It has an interdisciplinary approach to the history and practice of AI, through an integrated humanities perspective. We look at prose, poetry, fine art, film, music, society, law, policy, and creative coding arts from the Western canon and beyond to understand the impact and innovation in the diverse fields of artificial intelligence. We will go over key concepts in AI and creative applications of machine learning technologies. Grading Scheme:Letter Grade","DIG 1627","AI & Art/Science/Fiction","3 Credits"
"Digital Worlds Institute","Students will explore the ethical, aesthetic, and political dimensions of life through the lens of play and games. It examines what it means to live well, using insights from philosophy, sociology, art history, and media studies, including discussions on video games. Grading Scheme:Letter Grade","DIG 1814","Life Well-Played","3 Credits"
