"department","code","title","description","credits"
"Athletic Training (ATHTR)","ATHTR 807","Clinical Interventions and Implementation: General Treatment Strategies","This course will provide athletic training students will the knowledge and skills necessary to effectively function as a versatile primary care service provider. This is accomplished by exposing students to an array of diagnostic and management strategies used across a broad range of health care services for diverse patient populations. Emphasis is placed on fostering critical thinking ability for guiding proper selection, and efficacious application of interventions with consideration to the unique parameters associated with a patient case and various practice settings. The breadth of knowledge acquired will prepare athletic trainers to function in a spectrum of clinical environments that span from sports medicine to ambulatory care.","4 Credits"
"Athletic Training (ATHTR)","ATHTR 808","Therapeutic Interventions: Approaches and Techniques","This course provides the theoretical underpinnings that drive clinical applications of therapeutic interventions in health care and human performance restoration practice settings. Bridging the gap between concepts and applications will be a cornerstone of this course as a means to promote knowledge translation that lends to efficacious use in the care of patient/client populations. An evidence-based practice approach is emphasized to account for and effectively balance the influence of scientific data, clinician expertise, and patient/client values in the critical decision-making process, which adheres to ethical standards, and recognizes financial implications. In this structure, students will be presented with problem-based learning activities aimed at developing critical thinking abilities when operating in diverse practice settings. The basis of such activities will serve to nurture the efficient identification of viable solutions, and their prioritization given available resources, and constraints associated with various simulated clinical scenarios. Students will be exposed to a wide array of contemporary interventions with a focus on implementation in the management of acute, persistent, and chronic neuromusculoskeletal pathology as well as human performance restoration for the physically active. Acquisition of knowledge will be complemented with activities that build clinical skills that foster practitioner awareness for proper use, which promotes sound habits in operational procedures.","4 Credits"
"Athletic Training (ATHTR)","ATHTR 809","Experiential Learning II","This reflects the second clinical education experience in the professional degree program. Students at this level build on the theory that underpins the psychomotor skills they were exposed to in preceding coursework. This is accomplished through patient/client encounters, and applicable simulation learning activities that range from 15-to-20. This reflects the second clinical education experience in the professional degree program. Students at this level build on the theory that underpins the psychomotor skills they were exposed to in preceding coursework. This is accomplished through patient/client encounters, and applicable simulation learning activities that range from 15-to-20 hours per week (225-to-300 total hours for the semester). In addition to the supervised application of clinical techniques in real-world practice or simulated settings, students are provided with opportunities to advance their skills in the evaluation and treatment of neuromusculoskeletal injuries to the lower extremity and lumbopelvic spine. In this capacity, students begin to link evidence-based practice principles with the selection of relevant health care and human performance restoration/optimization interventions. Patient/client populations for this level are student-athletes participating in collegiate or secondary school sports.  hours per week (225-to-300 total hours for the semester). In addition to the supervised application of clinical techniques in real-world practice or simulated settings, students are provided with opportunities to advance their skills in the evaluation and treatment of neuromusculoskeletal injuries to the lower extremity and lumbopelvic spine. In this capacity, students begin to link evidence-based practice principles with the selection of relevant health care and human performance restoration/optimization interventions. Patient/client populations for this level are student-athletes participating in collegiate or secondary school sports.","3 Credits"
"Athletic Training (ATHTR)","ATHTR 810","Evaluation and Treatment of the Spine and Thoracic Cage","This course will focus on the etiology, evaluation and rehabilitation of injuries to the pelvic girdle, spine, thoracic cage and head typically encountered by physically active individuals. Evaluation techniques along with manual therapy and exercise interventions will be explored. Both isolated and integrated function of pelvic girdle, spine and thoracic cage and related tissues will be emphasized.","4 Credits"
"Athletic Training (ATHTR)","ATHTR 811","Experiential Learning III","This reflects the third clinical education experience in the professional degree program. Students at this level build on the theory that underpins the psychomotor skills they were exposed to in preceding coursework. This is accomplished through patient/client encounters and applicable simulation learning activities that range from 20-to-30 hours per week (120-to-180 total hours for a six-week summer session). In addition to the supervised application of clinical techniques in real-world practice or simulated settings, students are provided with opportunities to advance their skills in the evaluation and treatment of neuromusculoskeletal injuries to the upper extremity and implementation of interventions for a broad spectrum of conditions encountered in the daily operation of a comprehensive sports health care enterprise. In this capacity, students enhance their proficiency in using evidence-based practice to guide selection of relevant health care and human performance restoration/optimization practices. Patient/client populations for this level are student-athletes participating in collegiate or secondary school sports. This course also provides students with exposure to the primary care of non-orthopaedic conditions and in the supervised application of practices with non-sport populations. Organized inter-professional education activities are designed to expand the scope of student awareness for criticality of interdisciplinary collaboration to prevent errors and improve patient experiences that yield efficient clinical outcomes.","2 Credits"
"Athletic Training (ATHTR)","ATHTR 812","Elective Clerkship","This elective course offers students a broad array of potential clerkships that foster growth of professional knowledge, skills, attitude, and habits through direct patient/client care experiences, pedagogical, and/or research training opportunities. The engaged learning experiences that students may participate in are many and diverse. Students are assigned to a faculty member who provides direction in shaping objectives of the clerkship. Faculty will also be responsible for organizing individualized learning activities that contribute to the student achieving their identified goals for the experience. For clerkships that entail patient/client care, students will be assigned to a preceptor who supervises related duties. Students may also pursue pedagogical or research training opportunities to prepare them for a potential career as a clinician-educator or clinician-scientist through this clerkship. The course provides opportunities to augment critical thinking skills via deliberate active learning exercises, and hands-on activities. The role of the elective is to provide experiences that enrich and expand knowledge to help prepare students for choosing and succeeding in the professional practice setting or advanced training program of their choice.","1-6 Credits/Maximum of 6"
"Athletic Training (ATHTR)","ATHTR 813","Administrative and Professional Aspects of Health Care","This course is designed to provide students with professional knowledge of the administrative aspects of delivering athletic training services in healthcare systems. General topics include theory and application of management strategies, healthcare policies and procedures, law and ethics, and leadership evaluation and assessment.","3 Credits"
"Athletic Training (ATHTR)","ATHTR 814","Experiential Learning IV","This represents the fourth clinical education experience in the professional degree program. Students at this level are challenged to progress their professional knowledge and skills through graduated supervised clerkship activities that allow for autonomous experiences needed to prepare them to make clinical decisions. In order to maximize such opportunities through patient/client interactions, students are exposed to learning exercises that are carefully structured to elevate their competence from novice to advanced beginner. Along with connecting theory to practice across a spectrum of clinical conditions, students are presented with activities that accentuate biomedical and ethical considerations in human performance and optimization interventions. Corresponding links to health care administration and professional responsibility are also emphasized to ensure fluency/literacy in this practice domain.","6 Credits"
"Athletic Training (ATHTR)","ATHTR 815","Seminars in Sports Health Care","This course is designed to provide students with knowledge that lends to their professional development through interactions with an array of personnel who operate in the broad spectrum of sports health care. Content spans domains and tasks linked to the most current edition of the practice analysis established by the Board of Certification for the Athletic Trainer. Examples include, but are not limited to: health conditions and occupational risks in novel groups, telehealth, and mass causality incident response. Potential benefits, limitations, and harms of clinical guidelines will also be explored. The significance of meaningful continuing education, lifelong learning, and developing leadership attributes to preserve contemporary expertise will be emphasized. Scholarship is structured to cultivate appreciation for diverse disciplines that contribute to evolving the art and science of the craft. The course will reinforce the criticality of integrating theory, research, and experiential practice to stimulate transformative and innovative environments in health care and human performance optimization industries.","3 Credits"
"Athletic Training (ATHTR)","ATHTR 816","Experiential Learning V","This final experiential learning course facilitates the graduating athletic training student's entry into the profession. Active learning centers on the ever-changing health care delivery system, human performance improvement industry, and the athletic trainer's evolving roles, responsibilities, and scope of practice within them. Legal, ethical, and socio-political considerations of the profession are also explored. Moreover, accountability for integrating sound quantitative evidence, and experience into clinical practice is stressed. Guidance in completing applications for the national board of certification exam and state credentialing to legally practice athletic training is provided.","6 Credits"
"Athletic Training (ATHTR)","ATHTR 817","Creative Knowledge Translation","This course is designed to serve as a mechanism by which students engage in scholarly work through a series of guided, and self-directed knowledge translation activities that involve the integration of skills acquired throughout the academic plan. Project-based learning is tailored to yield a culminating experience in the professional degree program that prepares students for transition to practice. The outcome of these knowledge translation activities manifests through the completion of an independent project that demonstrates a student¿s aptitude for generating solutions to real-world challenges or problems in clinical, academic or administrative affairs linked to the profession. Projects may take various creative forms and are developed to be personally meaningful. Examples of projects may include, but are not limited to, a systematic review, meta-analysis, critically-appraised topic, case study or series, and original research. The course also serves to provide interactions that help shape a student¿s projected career trajectory as it pertains to post-graduate practice settings or pursuing advanced training programs.","3 Credits"
"Athletic Training (ATHTR)","ATHTR 897","Special Topics","Formal course given infrequently to explore, in depth, a comparatively narrow subject that may be topical or of special interest.","1-9 Credits/Maximum of 9"
"Biobehavioral Health (BBH)","BBH 501","Biobehavioral Systems in Health and Development: Theory and Processes","Examination of theories and basic processes for understanding individuals as dynamic biobehavioral complex systems functioning through continual inter- actions.  BB H 501BB H 501 Biobehavioral Systems in Health and Development: Theory and Processes (3)Understanding the etiology of illness and the design of intervention strategies for promoting healthy development, preventing illness, and accomplishing remediation and rehabilitation require a multidisciplinary understanding of the theoretical basis of normal healthy human development and the complex biological processes that form the basis of health and development. This course (BB H 501) presents the theoretical framework of humans as complex dynamic systems, followed by modules on processes of cell biology and genetics as complex systems. The second course (BB H 503) continues with modules of the processes of neurobiology, endocrinology, immunology, and pharmacology followed by a section on integrative biology and health. The modules of biological processes are developed from the perspective of how the physiological aspects of the area of biology is relevant to behavioral development and on what aspect of this area of biology is linked to behavior. These processes are considered in the context of their role in the comprehensive theoretical models developed in the first section of the course. Similar integration with a primary emphasis on behavioral processes is offered in other courses that form the core graduate curriculum in Biobehavioral Health. Evaluation of the theories section will be by written exam, oral presentation, and seminar participation. Evaluation of the cell biology, genetics, and neurobiology components will be by written exam for each component. This initial required course in the biobehavioral health sequence is designed to provide a multidisciplinary framework of theory and knowledge of biobehavioral processes and their implications for health and illness on which other biobehavioral health courses can build. It is the first of a two-course sequence (BB H 501 and BB H 503). It will be required by all graduate majors in Biobehavioral Health. It will be available to students in other doctoral programs it could be a part of a Biobehavioral Health minor for other students. This course will be offered every fall semester beginning with the first fall semester after approval and will enroll a maximum of twenty students.Faculty: George Vogler and Byron Jones","3 Credits"
"Biobehavioral Health (BBH)","BBH 502","Health:  Biobehavioral Perspectives","Introduction to the role of psychology in maintaining health and in treating nonpsychiatric disorders.","3 Credits"
"Biobehavioral Health (BBH)","BBH 503","Biobehavioral Systems in Health and Development:  Processes and Integration","Examination and integration of basic processes for understanding individuals as dynamic biobehavioral complex systems functioning through continual interactions.  BB H 503BB H 503 Biobehavioral Systems in Health and Development: Processes and Integration (3)Understanding the etiology of illness and the design of intervention strategies for promoting healthy development, preventing illness, and accomplishing remediation and rehabilitation require a multidisciplinary understanding of the theoretical basis of normal healthy human development and the complex biological processes that form the basis of health and development. This course is the second course in a two-course sequence (BB H 501 and BB H 503) that is designed to provide first-year graduate students with a multidisciplinary understanding of the biobehavioral health perspective. This views humans as complex dynamic systems of integrated component processes that interact with the environment to influence development and health. The first course (BB H 501) presents the theoretical framework of humans as complex dynamic systems, followed by modules on processes of cell biology and genetics as complex systems. This course (BB H 503) continues with modules of the processes of neurobiology, endocrinology, immunology, and pharmacology followed by a section on integrative biology and health. The modules of biological processes are developed from the perspective of how the physiological aspects of the area of biology are relevant to behavioral development and what aspect of this area of biology is linked to behavior. Similar integration with a primary emphasis on behavioral processes is offered in other courses that form the core graduate curriculum. These processes are considered in the context of their role in the comprehensive theoretical models developed in the first section of the two-course sequence. Evaluation of each of the five modules will be by written exam. This required course in the biobehavioral health sequence is designed to provide a multidisciplinary framework of theory and knowledge of biobehavioral processes and their implications for health and illness on which other biobehavioral health courses can build. It is the second of a two-course sequence (BB H 501 and BB H 503). This course will be required by all graduate majors in Biobehavioral Health. It will be available to students in other doctoral programs. It could be a part of a Biobehavioral Health minor for other students. This course will be offered every spring semester beginning with the first spring semester after approval and will enroll a maximum of twenty students.Faculty: George Vogler and Byron Jones","3 Credits"
"Biobehavioral Health (BBH)","BBH 504","Behavioral Health Intervention Strategies","Evaluation of intervention strategies from a biobehavioral health context. Theories of change processes as they pertain to health are analyzed.","3 Credits"
"Biobehavioral Health (BBH)","BBH 505","Behavioral Health Research Strategies","Research strategies in behavioral health investigations are examined.  Designs and data analytic models relevant to biobehavioral research are included.","3 Credits"
"Biobehavioral Health (BBH)","BBH 521","Structural Equation Modeling","Structural Equation Modeling with LISREL and Amos. Confirmatory factor analysis; regression and path analysis with manifest/latent variables; special applications.","3 Credits"
"Biobehavioral Health (BBH)","BBH 551","World Health Promotion","Analysis of the various health problems that affect humans throughout the world; emphasis will be placed on personal health issues.","3 Credits"
"Biobehavioral Health (BBH)","BBH 552","Child Maltreatment: Developmental Processes and Biological Embedding","The purpose of this course is to review the breadth of literature on the biological and developmental impact of child maltreatment including sexual abuse, physical abuse, and neglect on youth victims. Students will learn how to integrate child maltreatment research into a relevant, cohesive framework for understanding child maltreatment's wide-reaching effects. The biological focus of the course will be on the health consequences of child maltreatment as well as the neurological, neuroendocrine, and genetic embedding of child maltreatment. The course will also focus on the developmental antecedents and sequelae of child maltreatment through childhood, adolescence, and the transition to adulthood, including addressing how intergenerational transmission, parenting, interpersonal relationships, and attachment are associated with exposure to child maltreatment.","3 Credits"
"Biobehavioral Health (BBH)","BBH 553","Child Maltreatment: Policy, Administrative Data Systems, Prevention, and Treatment","The course will provide an overview of the major components of the child welfare system (e.g., child protection, family court, foster care, congregate care) involved in the community response to child maltreatment and promote a critical analysis of key federal policies that guide system activities. Course participants will also become familiar with Federal, state, and community data systems, and with methods to develop integrated data systems and their relevance to evaluating system outcomes and policy effects related to the child welfare system. Next, the course will give an overview of a range of experimental, quasi-experimental, and observational research designs and analytic methods relevant to evaluating the effects of child welfare policies and practices on child and family outcomes related to child maltreatment and system involvement. Finally, class participants will apply course content to develop applied research proposals that leverage administrative data for systems research and examine methods for communicating research findings to impact policy and practice at the community and federal levels.  This course will also provide an in-depth examination of the major behavioral interventions, both preventive and treatment, applied with the child maltreatment population. Students will first be given an overview of the philosophy of science and experimental methods used to establish behavioral interventions for child maltreatment. From there, students will review emerging paradigms within national funding agencies that focus on identifying and targeting mechanisms to optimize intervention effects.","3 Credits"
"Biobehavioral Health (BBH)","BBH 590","Colloquium","Continuing seminars which consist of a series of individual lectures by faculty, students, or outside speakers.","1-3 Credits/Maximum of 3"
"Biobehavioral Health (BBH)","BBH 596","Individual Studies","Creative projects, including nonthesis research, which are supervised on an individual basis and which fall outside the scope of formal courses.","1-9 Credits/Maximum of 9"
"Biobehavioral Health (BBH)","BBH 597","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently.","1-9 Credits/Maximum of 9"
"Biobehavioral Health (BBH)","BBH 600","Thesis Research","NO DESCRIPTION.","1-15 Credits/Maximum of 999"
"Biobehavioral Health (BBH)","BBH 601","Ph.D. Dissertation Full-Time","NO DESCRIPTION.","0 Credits/Maximum of 999"
"Biobehavioral Health (BBH)","BBH 602","Supervised Experience In College Teaching","NO DESCRIPTION.","1-3 Credits/Maximum of 3"
"Biobehavioral Health (BBH)","BBH 610","Thesis Research Off-Campus","No description.","1-15 Credits/Maximum of 999"
"Biobehavioral Health (BBH)","BBH 611","Ph.D. Dissertation Part-Time","NO DESCRIPTION.","0 Credits/Maximum of 999"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 502","Critical Scientific Analysis","In this course, students learn how to read and critically evaluate the scientific literature in biochemistry, microbiology, and molecular biology. Students will identify the hypotheses underlying each paper, and examine the experimental approaches and the rationale for the experimental design, with particular focus on how a rigorous scientific argument is constructed. Students will also practice designing meaningful experiments and evaluating unpublished manuscripts.","2 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 507","Seminar in Biochemistry, Microbiology, and Molecular Biology","No description.","2 Credits/Maximum of 4"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 509","Ethics in Biomedical Science","Discussion of ethical issues relevant to scientific research in the biomedical sciences.","1 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 511","Molecular Immunology","The study of molecular and biochemical events that influence immune responses and define current questions in immunology.BMMB 511/MCIBS 511/VBSC 511Molecular Immunology (2) The goals of the course are to integrate the current questions of immunology with other disciplines, in particular cell biology and biochemistry, and to provide training in critical thinking and evaluation of data and experiments. The course will be approximately 2/3 lecture by the instructor and 1/3 student presentations of papers related to the material. In addition, written critical reviews of recently published papers and a short research proposal will be assigned. By focusing on the mechanisms involved in immunity and disease, this course complements several existing courses on immunology, virology, and biochemistry. The prerequisites ofMICRB 410andBMB 400assure that the students enrolling in the course have a general understanding of immunology and biochemistry. This course is projected as an elective for the Molecular Medicine and Immunobiology focus areas in the MCIBS graduate program and for the Pathobiology and BMMB graduate programs. The course will be offered in the fall semester with an enrollment limit of 20 students","2 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 521","Advanced Microbiology","This course presents graduate students in the life sciences with foundational concepts in the biology of microorganisms in the form of broad graduate-level lectures by research-active faculty and student presentations of related challenge problems/discussion subjects. The course is designed for graduate students studying microbiology, biochemistry, and other life science disciplines. The aim is to increase the students' knowledge and appreciation of diverse aspects of microbial physiology, ecology, pathogenesis, molecular biology, and genomics; to familiarize students with microbial faculty and their research at Penn State; to help students think critically about microbiological research methods, experimental design, and data interpretation; and to help students through participation and feedback to improve their oral and written communication skills in presenting scientific data to others.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 525","Analytical Separations","Fundamentals and applications of modern chromatographic separations.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 531","Biomolecular Structure","This course presents graduate students in the life sciences with foundational concepts in structural biology in the form of broad graduate-level lectures by research-active faculty. The course is designed for students studying biochemistry and other life-science disciplines. The aim is to increase the students' knowledge and appreciation of (i) macromolecular structure determination at high resolution using two different techniques x-ray crystallography and cryo electron microscopy (Cryo-EM) and (ii) how the structure of the molecules relate to their function as molecular machines in the natural world. The course will help familiarize students with the faculty engaged in this field of research as well as the instrumentation available at Penn State; to think critically about structural biology research methods, design their own experiments, and develop comprehension to critically assess the published works of others.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 533","Protein Evolution","Consequences of evolution of protein-coding sequences: structures and functions.BMMB 533Protein Evolution (2) Most biological functions are carried out by proteins, and evolutionary logic can be used to infer functions. This course will focus on evolution of protein-coding sequences, conformations and functions of proteins. Different species show varying characteristics of structure, metabolism, and regulatory control networks. Most of these differences are the product of the evolution of protein-coding sequences. DNA mutations can change amino acid sequences, protein structures and protein functions; and favorable mutations are selected, in ways that are integrated to form an organism adapted at both macroscopic and molecular levels. The availability of large databanks of protein amino acid sequences, and protein three-dimensional structures, and the annotation of protein function in the entries in these databanks, has allowed investigation of evolutionary changes that impact proteins. One of the goals of the course will be to describe these databanks and the computational tools available to apply them in research in molecular biology. Many students will find these tools useful in their own research projects. The evolutionary divergence of proteins has shown several types ofeffects. In some cases, related proteins in different species retain similar functions, but show differences in amino acid sequence and structure. The nature of observed changes in sequence and structure will be described and the relationship between sequence changes and structural changes examined in several well-documented examples, including globins, and serine proteases. In some cases, proteins diverge within a single species to form large families of related molecules with specialized functions. For example, the human genome encodes hundreds of odorant receptors. The comparison of related proteins that have adopted novel functions reveals how cells can expand their functional repertoire. In most cases it is easier to adapt an existing structure to a new function than to create a new protein ""from scratch"". For example, the proteolytic enzymes of the chymotrypsin family are related to haptoglobin, an iron scavenger that has lost its enzymatic activity. Beyond the description of individual proteins and individual protein families, there is the more general question of how changes in functions of individual proteins are integrated to create a smoothly-running cellular ""operating system"". The evolution of sequences encoding regulatory proteins to achieve this will be discussed. Methods of bioinformatics to address these questions will bepresented, with emphasis on study and comparison of structures with computer graphics.","2 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 536","Medicinal Chemistry and Chemical Biology","The goal of this course is to provide a foundation in development and application of chemical technologies to the understanding and manipulation of biological systems. Chemical biology is a relatively new field that spans the traditional fields of chemistry and biology by applying chemical technologies to the understanding and manipulation of biological systems. As such, this course should be accessible and provide benefit to students working in both chemical and biological areas. Lectures include higher-level biological chemistry (assuming prior knowledge of biological chemistry at an undergraduate level, such asCHEM 476orBMB 401) and synthetic chemistry and biology principles along with current literature in the field of chemical biology.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 538","Spectroscopic Methods in Bioinorganic Chemistry","Foundations in spectroscopic methods employed for the determination of the geometric and electronic structure of transition metal clusters in nature.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 539","Biochemical Reaction Mechanisms","Mechanisms of the most important biochemical reactions, with emphasis on enzyme catalysis.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 541","Molecular Biology of Animal Development","The course emphasizes comparative molecular genetic analyses of developmental gene networks using vertebrate and Drosophila model systems.BMMB 541BMMB 541Molecular Biology of Animal Development (3) This is a required course for graduate students in the IBIOS Cell and Developmental Biology Program. Approximately half of the class sessions will consist of lectures and class discussions related to lecture material. The other half will consist of primary literature presentations by the students and class discussion pursuant to these. The course will provide students with a broad overview of essential signaling pathways and gene regulatory networks that coordinate cellular activities to establish and maintain the complex communities of cells that comprise animal tissues.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 542","Eukaryotic Cell Biology","This course covers current areas of cell biology research, focusing on processes affecting the cell as a whole.BMMB 542Eukaryotic Cell Biology (3)This course in eukaryotic cell biology will provide a foundation for those students whose thesis research focuses on cell biology or the cellular aspects of development. The primary focus will be to understand how the cell functions as a unit. Areas to be covered include compartmentalization of the cell and transport between different sub-cellular compartments; the control of cell shape and how cell shape and polarity changes drive cell movement and tissue shape; the life cycle of cells; and the regulation of these processes by extracellular signals. We will also investigate current research techniques and tools that are used to investigate these processes.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 543","Current Topics in Gene Regulation","This course explores structural, biochemical and genetic approaches in gene regulation.BMMB 543Current Topics in Gene Regulation (3) This course is intended to bring students up to the leading edge of research in gene regulation. It will explore structural, biochemical and genetic approaches in this field of research, covering processes from nuclear structure to RNA decay. It will also illustrate progress from many different model organisms including: prokaryotes, yeast, Drosophila, and humans. This course will include introductory lectures by faculty and student presentations of recent literature.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 551","Genomics","This course will deal with the structure and function of genomes including the use of some current web-based tools and resources for studies and research in genomics. The overall objective is to learn current information about the structure and function of genomes, to develop facility in the many web-based tools and resources for further studies and research in genomics, and to appreciate the power and limitations of current resources and knowledge.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 554","Foundations in Data Driven Life Sciences","Expanded overview of current developments and technique in computational biology and genomics.  BMMB (MCIBS) 554 Foundations in Data Driven Life Sciences (3) The successful progression of data-driven biomedical research is obscured by a wide-range of logistical problems related to data handling and processing, a widespread disconnect between developers and consumers of biomedical analysis software, and lack of accessible, well-developed curricula and active learning opportunities necessary for the development of key data analysis skills in the next generation of researchers and clinicians. This course aims a filling these gaps. Topics include fundamental concepts that underpin analysis of sequence data, design of complex experiments, research transparency and reproducibility, as well as result disseminations practices relevant to presentations and publications.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 566","Algorithms and Data Structures in Bioinformatics","This course covers elegant algorithmic and data structure techniques that underpin modern biological data analysis. Bioinformatics is a growing field with immediate implications for our understanding of biology and treatment of disease. This course covers elegant algorithmic and data structure techniques and their use in bioinformatics. The emphasis is on recurrent ideas that underpin modern biological data analysis, presented in conjunction with their biological applications. The course is suitable both for students interested in doing bioinformatics research and those interested in applications of algorithms to the natural sciences. Some of the algorithms/data-structures that may be covered include exact string matching, suffix trees, suffix arrays, de Bruijn graphs, hidden Markov models, breakpoint graphs, succinct data structures, the Burrows-Wheeler transform, the FM-index, network flow, and bidirected graphs. Some of the biological applications will include sequence alignment and assembly, cancer genomics, phylogeny, gene finding, and variation detection. No prior biological or bioinformatics knowledge is required. A basic understanding of data structures and algorithms (equivalent to CMPSC465) is a prerequisite; however, exceptionally motivated students can contact the instructor to discuss their options. This course is complementary to existing bioinformatics courses offered through other programs on campus. These courses may be taken concurrently but are not prerequisites. Prerequisites: CMPSC465 Cross Listings:BMMB 566will be added as a cross-listed course.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 572","Nucleic Acids Chemistry","Biophysical and biochemical approaches for studying structure-function relationships in nucleic acids.  BMMB (CHEM) 572 Nucleic Acids Chemistry (3) The goal of this course is to provide a foundation in biophysical approaches for studying the quantitative and structure-function relationships in nucleic acids systems, including DNA, RNA, and their interactions with proteins, salt, and water. Lectures include basic physical chemistry and statistical mechanics principles along with current literature in the biochemical sciences. At the end of the course, you should be able to meaningfully dissect molecular biological papers at the level of the physical chemistry of these processes. Current topics are introduced through reading and presenting papers from the literature.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 573","NMR Spectroscopy for Synthetic and Biological Chemistry","Nuclear magnetic resonance approaches for characterizing the structure and dynamics of synthetic compounds, natural products, and biological macromolecules.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 574","Metals in Biology: Structure and Mechanism","The goal of this course is to acquaint students with the many important roles that metal ions play in biological systems (bioinorganic chemistry). We will explore how structural biology, enzymology, spectroscopy, cell biology, and chemical biology methods have been used to understand how metal ions are used in biological molecules. These approaches have enabled discovery of the chemistry of these systems, and an understanding of how that chemistry fits into the broader biological context. We will apply bioinorganic chemistry in solving important challenges in energy, health, and the environment. Course activities include application of basic inorganic chemistry and biochemical principles, discussion of current literature in the biochemical sciences, implementation of biomolecular structure visualization software, and problem solving. At the end of the course, students will be able to critically engage with the bioinorganic literature and propose experimental approaches to unresolved questions in the field.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 581","Advances in Biochemistry","The course will develop a detailed molecular view of the building blocks of biological systems and a brief review of the structural and functional properties of these biomolecules. The course also will cover modern methods of biomolecule synthesis, purification, and modification. Subject matter will be approached using case studies highlighting techniques that allow us to gain a chemical understanding of biological processes. Examples include identification of drug binding sites, probing protein-protein interactions, targeting protein degradation, and modulating transcription. Important advances in our understanding of biological systems brought about by these techniques will also be discussed. Discussion of primary literature readings will include benefits/drawbacks of the various techniques, complementarity of methods, and the applicability of various aspects of chemical biology to dissect new problems.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 582","Advances in Genetics and Genomics","This course will develop a detailed view of genetic information, how it is stored and used by cells, and how it can be manipulated and analyzed to answer research questions. Both experimental and computational methods will be covered, with an emphasis on design and analysis of genetic, genomic, imaging, and dry-lab experiments.","3 Credits"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 590","Colloquium","Continuing seminars which consist of a series of individual lectures by faculty, students, or outside speakers.","1-3 Credits/Maximum of 3"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 597","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently; several different topics may be taught in one year or term.","1-9 Credits/Maximum of 9"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 598","Special Topics","Formal courses given on a topical or special interest subject which may be offered infrequently; several different topics may be taught in one year or term.","1-9 Credits/Maximum of 9"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 600","Thesis Research","No description.","1-15 Credits/Maximum of 999"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 601","Ph.D. Dissertation Full-Time","No description.","0 Credits/Maximum of 999"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 602","Supervised Experience in College Teaching","Teaching of biochemistry undergraduate laboratory and recitation classes under faculty supervision.","1-3 Credits/Maximum of 6"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 610","Thesis Research Off Campus","No description.","1-15 Credits/Maximum of 999"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 611","Ph.D. Dissertation Part-Time","No description.","0 Credits/Maximum of 999"
"Bioch, Micrb and Molecular Biology (BMMB)","BMMB 801","Foundations of Teaching in Biochemistry, Microbiology, and Molecular Biology","An overview of the science of learning and teaching in biochemistry, microbiology, and molecular biology. This course is designed to prepare BMMB graduate students to become teachers and communicators, and specifically to prepare students to teach undergraduate students in labs or lecture courses. Students will explore how people learn, develop evidence-based teaching strategies to promote learning, and acquire confidence to create effective and inclusive classrooms.","1 Credits"
