"department","course_code","course_name","course_hours","course_description"
"Chemistry","CHEM UN2443","ORGANIC CHEMISTRY I-LECTURES.","4.00 points.","Prerequisites: (CHEM UN1403andCHEM UN1404) orCHEM UN1604CHEM W1404orCHEM W1604andCHEM W1500Prerequisites: (CHEM UN1403andCHEM UN1404) orCHEM UN1604The principles of organic chemistry. The structure and reactivity of organic molecules are examined from the standpoint of modern theories of chemistry. Topics include stereochemistry, reactions of organic molecules, mechanisms of organic reactions, syntheses and degradations of organic molecules, and spectroscopic techniques of structure determination. AlthoughCHEM UN2443andCHEM UN2444are separate courses, students are expected to take both terms sequentially. Students must ensure they register for the recitation which corresponds to the lecture section. Please check the Directory of Classes for details"
"Chemistry","CHEM UN2493","ORGANIC CHEM. LAB I TECHNIQUES.","0.00 points.","Prerequisites: (CHEM UN1403andCHEM UN1404) or (CHEM UN1604) and (CHEM UN1500orCHEM UN1507)CHEM W2443.Corequisites:CHEM UN2443Prerequisites: (CHEM UN1403andCHEM UN1404) or (CHEM UN1604) and (CHEM UN1500orCHEM UN1507) Corequisites:CHEM UN2443Techniques of experimental organic chemistry, with emphasis on understanding fundamental principles underlying the experiments in methodology of solving laboratory problems involving organic molecules. Attendance at the first lab lecture and laboratory session is mandatory. Please note thatCHEM UN2493is the first part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM UN2495) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisers for further information"
"Chemistry","CHEM UN2495","ORGANIC CHEM. LABORATORY I.","1.50 point.","Corequisites:CHEM UN2493Corequisites:CHEM UN2493The course is the lab lecture which accompanies the Organic Chemistry Laboratory I (Techniques) course"
"Chemistry","CHEM UN2545","INTENSIVE ORGANIC CHEM LAB.","3.00 points.","Prerequisites: (CHEM UN2045andCHEM UN2046) andCHEM UN1507CHEM W2045andCHEM W2046andCHEM W1507.Prerequisites: (CHEM UN2045andCHEM UN2046) andCHEM UN1507The lab is intended for students who have taken Intensive Organic Chemistry,CHEM UN2045-CHEM UN2046and who intend to major in Chemistry, Biochemistry, Chemical Physics, or Environmental Chemistry"
"Chemistry","CHEM UN3079","PHYSICAL CHEMISTRY I-LECTURES.","4.00 points.","Prerequisites: (CHEM UN1403andCHEM UN1404) or (CHEM UN1604) or (CHEM UN2045andCHEM UN2046) and (MATH UN1101andMATH UN1102) or (MATH UN1207andMATH UN1208) and (PHYS UN1401andPHYS UN1402)CHEM W1403andCHEM W1404, orCHEM W1604, orCHEM W3045andCHEM W3046;MATH V1101-V1102orV1207-V1208;PHYS V1201-V1202is acceptable,PHYS C1401-C1402or the equivalent is recommended.Corequisites:CHEM UN3085Prerequisites: (CHEM UN1403andCHEM UN1404) or (CHEM UN1604) or (CHEM UN2045andCHEM UN2046) and (MATH UN1101andMATH UN1102) or (MATH UN1207andMATH UN1208) and (PHYS UN1401andPHYS UN1402)PHYS UN1201-PHYS UN1202is acceptable;PHYS UN1401-PHYS UN1402or the equivalent is HIGHLY recommended. Corequisites:CHEM UN3085Elementary, but comprehensive, treatment of the fundamental laws governing the behavior of individual atoms and molecules and collections of them.CHEM UN3079covers the thermodynamics of chemical systems at equilibrium and the chemical kinetics of nonequilibrium systems. AlthoughCHEM UN3079andCHEM UN3080are separate courses, students are expected to take both terms sequentially. A recitation section is required. Please check the Directory of Classes for details and also speak with the TA for the course"
"Chemistry","CHEM UN3085","PHYSICL-ANALYTICL LABORATORY I.","4.00 points.","Corequisites:CHEM UN3079Corequisites:CHEM UN3079A student-centered experimental course intended for students who are co-registered or have completedCHEM UN3079andCHEM UN3080. The course emphasizes techniques of experimental physical chemistry and instrumental analysis, including vibrational, electronic, and laser spectroscopy; electroanalytical methods; calorimetry; reaction kinetics; hydrodynamic methods; scanning probe microscopy; applications of computers to reduce experimental data; and computational chemistry. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details"
"Chemistry","CHEM UN3098","SUPERVISED INDEPENDENT RES.","4.00 points.","Prerequisites: the instructor's permission for entrance, and the departmental representative's permission for aggregate points in excess of 12 or less than 4.Prerequisites: the instructors permission for entrance, and the departmental representatives permission for aggregate points in excess of 12 or less than 4. This course may be repeated for credit (see major and concentration requirements). Individual research under the supervision of a member of the staff. Research areas include organic, physical, inorganic, analytical, and biological chemistry. Please note thatCHEM UN3098is offered in the fall and spring semesters"
"Chemistry","CHEM UN3920","SENIOR SEMINAR.","2.00 points.","Open to senior chemistry, biochemistry, environmental chemistry, and chemical physics majors; senior chemistry concentrators; and students who have taken or are currently enrolled inCHEM UN3098. Senior seminar provides direct access to modern chemical research through selected studies by the students from active fields of chemical research. Topics to be presented and discussed draw from the current scientific literature and/or UN3098 research"
"Chemistry","BCHM UN3300","BIOCHEMISTRY.","3.00 points.","Prerequisites: one year each of Introductory Biology and General Chemistry. Corequisites: Organic Chemistry. Biochemistry is the study of the chemical processes within organisms that give rise to the immense complexity of life. This complexity emerges from a highly regulated and coordinated flow of chemical energy from one biomolecule to another. This course serves to familiarize students with the spectrum of biomolecules (carbohydrates, lipids, amino acids, nucleic acids, etc.) as well as the fundamental chemical processes (glycolysis, citric acid cycle, fatty acid metabolism, etc.) that allow life to happen. In particular, this course will employ active learning techniques and critical thinking problem-solving to engage students in answering the question: how is the complexity of life possible? NOTE: While Organic Chemistry is listed as a corequisite, it is highly recommended that you take Organic Chemistry beforehand"
"Chemistry","CHEM GU4071","INORGANIC CHEMISTRY.","4.50 points.","Prerequisites: (CHEM UN1403andCHEM UN1404) or (CHEM UN1604) or (CHEM UN2045andCHEM UN2046)Prerequisites: (CHEM UN1403andCHEM UN1404) or (CHEM UN1604) or (CHEM UN2045andCHEM UN2046) , or the equivalent. Principles governing the structure and reactivity of inorganic compounds surveyed from experimental and theoretical viewpoints. Topics include inorganic solids, aqueous and nonaqueous solutions, the chemistry of selected main group elements, transition metal chemistry, metal clusters, metal carbonyls, and organometallic chemistry, bonding and resonance, symmetry and molecular orbitals, and spectroscopy"
"Chemistry","BIOC GU4501","BIOCHEM I-STRUCTURE/METABOLISM.","4.00 points.","Prerequisites:BIOL UN2005andBIOL UN2006andCHEM UN2443andCHEM UN2444one year ofBIOL C2005andBIOL C2006and one year of organic chemistry.In this course, we will study the chemistry of living systems. We will discuss how living systems convert environmental resources into energy, and how they use this energy and these materials to build the molecules required for the diverse functions of life. Finally, we will discuss the applications of such biochemical knowledge to mechanisms of disease and to drug discovery. At a high level, we expect that at the conclusion of the course, you should be able to explain the basic mechanisms by which living systems harness energy from their environment, how living systems construct the molecules necessary for the functions of life, how these processes go awry in a variety of disease, including cancer, and how drugs can be discovered to treat such diseases. Using this knowledge, you will be able to diagram the major metabolic pathways and compare how these pathways are dysregulated in normal tissues in and disease states. In addition, you will learn which techniques are used to uncover this knowledge and how to design and interpret experiments that will address these questions. You will also collaborate with other students in the analysis and interpretation of biochemical data, and be able to communicate, defend and refute interpretations of data. In this course, we assume familiarity with basic concepts of modern biology, so having completed one year of college-level biology is required. In addition, we explore the reaction mechanisms governing a variety of transformations in metabolism. You must have completed one year of organic chemistry prior to taking this course."
"Chemistry","CHEM GU4147","ADVANCED ORGANIC CHEMISTRY I.","4.50 points.","Prerequisites: elementary organic and physical chemistry.Prerequisites: elementary organic and physical chemistry. The mechanisms of organic reactions, structure of organic molecules, and theories of reactivity. How reactive intermediates are recognized and mechanisms are deduced using kinetics, stereochemistry, isotopes, and physical measurements"
"Chemistry","CHEM GU4148","SYNTHETIC METHDS-ORGANC CHEM.","4.50 points.","This course is intended for graduate students and advanced undergraduate students. The main purpose of the course is to introduce students to modern synthetic chemistry via the selected series of topics (synthetic planning and the logic of organic assembly, classical and new reactions/methods and their use in complex target synthesis). Mechanistic underpinning of the discussed reaction processes will also be briefly discussed. For each module (see the content below), specific examples of syntheses of natural products and/or synthetic materials will be provided. In addition to lectures by Prof. Sames, students will select and present relevant papers in the class (the number of student symposia will depend on the final enrollment in this course). The basic knowledge of transition metal chemistry is recommended for the cross-coupling reactions (i.e. structure, electron counting, and elemental reaction types of transition metals)"
"Chemistry","CHEM GU4221","QUANTUM CHEMISTRY I.","4.50 points.","Prerequisites: elementary physical chemistry. Basic quantum mechanics: the Schrodinger equation and its interpretation, exact solutions in simple cases, methods or approximations including time-independent and time-dependent perturbation theory, spin and orbital angular momentum, spin-spin interactions, and an introduction to atomic and molecular structure"
"Chemistry","CHEM GU4230","STATISTICAL THERMODYNAMICS.","4.50 points.","Prerequisites: elementary physical chemistry. Corequisites: CHEM G4221. Topics include the classical and quantum statistical mechanics of gases, liquids, and solids"
"Chemistry","CHEM GU4312","CHEMICAL BIOLOGY.","4.00 points.","Prerequisites: (CHEM UN2443andCHEM UN2444) and (CHEM UN3079andCHEM UN3080) and (BIOC UN3501) elementary organic chemistryCHEM W3443-CHEM W3444. Recommended preparation: elementary physical chemistryCHEM W3079-CHEM W3080and biochemistryBIOC C3501.Prerequisites: (CHEM UN2443andCHEM UN2444) and (CHEM UN3079andCHEM UN3080) and (BIOC UN3501) , or the equivalent. Development and application of chemical methods for understanding the molecular mechanisms of cellular processes. Review of the biosynthesis, chemical synthesis, and structure and function of proteins and nucleic acids. Application of chemical methods--including structural biology, enzymology, chemical genetics, and the synthesis of modified biological molecules--to the study of cellular processes--including transcription, translation, and signal transduction"
"Chemistry","BIOC GU4323","Biophysical Chemistry I.","4 points.","This course provides a rigorous introduction to the theory underlying widely used biophysical methods, which will be illustrated by practical applications to contemporary biomedical research problems. The course has two equally important goals. The first goal is to explicate the fundamental approaches used by physical chemists to understand the behavior of molecules and to develop related analytical tools. The second goal is to prepare students to apply these methods themselves to their own research projects. The course will be divided into seven modules: (i) solution thermodynamics; (ii) hydrodynamic methods; (iii) statistical analysis of experimental data; (iv) basic quantum mechanics; (v) optical spectroscopy with an emphasis on fluorescence; (vi) nuclear magnetic resonance spectroscopy; and (vii) light-scattering and diffraction methods.  The first three modules will be covered during the fall term. In each module, the underlying physical theories and models with be presented and used to derive the mathematical equations applied to the analysis of experimental data. Weekly recitations will emphasize the analysis of real experimental data and understanding the applications of biophysical experimentation in published research papers."
"Chemistry","CHEM GR6168","MATERIALS CHEMISTRY IIA.","2.50 points.","Prerequisites:CHEM UN2443CHEM C3443(or equivalent).Prerequisites:CHEM UN2443, or the equivalent. This is an introductory course to the emerging field macromolecular materials chemistry. The general topics will be based on the chemistry, self-assembly, and performance of block copolymers and conjugated polymers. Particular emphasis will be devoted to the demands required to drive materials from scientific curiosity to commercialization. At the fundamental level, the course will cover topics on polymerization techniques, electronic structure of organic semiconductors, characterization strategies, nanostructures and self-assembly"
"Chemistry","CHEM UN1403","GENERAL CHEMISTRY I-LECTURES.","4.00 points.","Corequisites:MATH UN1101Corequisites:MATH UN1101Preparation equivalent to one year of high school chemistry is assumed. Students lacking such preparation should plan independent study of chemistry over the summer or takeCHEM UN0001before takingCHEM UN1403. Topics include stoichiometry, states of matter, nuclear properties, electronic structures of atoms, periodic properties, chemical bonding, molecular geometry, introduction to quantum mechanics and atomic theory, introduction to organic and biological chemistry, solid state and materials science, polymer science and macromolecular structures and coordination chemistry. AlthoughCHEM UN1403andCHEM UN1404are separate courses, students are expected to take both terms sequentially. The order of presentation of topics may differ from the order presented here, and from year to year. Students must ensure they register for the recitation that corresponds to the lecture section. When registering, please add your name to the wait list for the recitation corresponding to the lecture section (1405 for lecture sec 001; 1407 for lecture sec 002; 1409 for lecture sec 003; 1411 for lecture sec 004). Information about recitation registration will be sent out before classes begin. DO NOT EMAIL THE INSTRUCTOR. Please check the Directory of Classes for details"
"Chemistry","CHEM UN1404","GENERAL CHEMISTRY II-LECTURES.","4.00 points.","Prerequisites:CHEM UN1403CHEM W1403.Prerequisites:CHEM UN1403AlthoughCHEM UN1403and CHEM UN 1404 are separate courses, students are expected to take both terms sequentially. Topics include gases, kinetic theory of gases, states of matter: liquids and solids, chemical equilibria, applications of equilibria, acids and bases, chemical thermodynamics, energy, enthalpy, entropy, free energy, periodic properties, chemical kinetics, and electrochemistry. The order of presentation of topics may differ from the order presented here, and from year to year. Students must ensure they register for the recitation that corresponds to the lecture section. Please check the Directory of Classes for details"
"Chemistry","CHEM UN1500","GENERAL CHEMISTRY LABORATORY.","3.00 points.","Corequisites:CHEM UN1403,CHEM UN1404Corequisites:CHEM UN1403,CHEM UN1404An introduction to basic lab techniques of modern experimental chemistry, including quantitative procedures and chemical analysis. Students must register for a Lab Lecture section for this course (CHEM UN1501). Please check the Directory of Classes for details. Please note thatCHEM UN1500is offered in the fall and spring semesters. Mandatory lab check-in will be held during the first week of classes in both the fall and spring semesters. You may be asked to serve as research subjects in studies under direction of the faculty while enrolled in this course (CHEM UN1500Sec 1, 2, 4, 6 andCHEM UN1501Sec 1). Participation in voluntary"
"Chemistry","CHEM UN1507","INTENSVE GENERAL CHEMISTRY-LAB.","3.00 points.","Prerequisites:CHEM UN1604orCHEM UN2045CHEM W1604orCHEM W2045.Corequisites:CHEM UN2045Prerequisites:CHEM UN1604orCHEM UN2045Corequisites:CHEM UN2045A student-centered experimental course intended for students who are taking or have completedCHEM UN1604(Second Semester General Chemistry Intensive Lecture offered in Fall),CHEM UN2045(Intensive Organic Chemistry offered in Fall), orCHEM UN2046(Intensive Organic Chemistry Lecture offered in Spring). The course will provide an introduction to theory and practice of modern experimental chemistry in a contextual, student-centered collaborative learning environment. This course differs fromCHEM UN1500in its pedagogy and its emphasis on instrumentation and methods. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details. Please note thatCHEM UN1507is offered in the fall and spring semesters"
"Chemistry","CHEM UN2045","INTENSVE ORGANIC CHEMISTRY.","4.00 points.","Prerequisites: A grade of 5 on the Chemistry Advanced Placement exam and an acceptable grade on the Department placement exam or an acceptable grade inCHEM W1604.Corequisites:CHEM UN1507Prerequisites: A grade of 5 on the Chemistry Advanced Placement exam and an acceptable grade on the Department placement exam. Corequisites:CHEM UN1507Premedical students may takeCHEM UN2045,CHEM UN2046,CHEM UN1507andCHEM UN2545to meet the minimum requirements for admission to medical school. This course covers the same material asCHEM UN2443-CHEM UN2444, but is intended for students who have learned the principles of general chemistry in high school OR have completedCHEM UN1604in their first year at Columbia. First year students enrolled inCHEM UN2045-CHEM UN2046are expected to enroll concurrently inCHEM UN1507. AlthoughCHEM UN2045andCHEM UN2046are separate courses, students are expected to take both terms sequentially. A recitation section is required. Please check the Directory of Classes for details and also speak with the TA for the course"
"Chemistry","CHEM UN2408","1ST YEAR SEM IN CHEMICAL RES.","1.00 point.","Prerequisites:CHEM UN1403orCHEM UN1604orCHEM UN2045CHEM W1403,CHEM W1604,CHEM W3045, or the instructor's permission.Prerequisites:CHEM UN1403orCHEM UN1604orCHEM UN2045or the instructors permission. A one-hour weekly lecture, discussion, and critical analysis of topics that reflect problems in modern chemistry, with emphasis on current areas of active chemical research"
"Chemistry","CHEM UN2444","ORGANIC CHEMSTRY II-LECTURES.","4.00 points.","Prerequisites:CHEM UN1404orCHEM UN1604andCHEM UN1500andCHEM UN2443CHEM W1404orCHEM W1604andCHEM W1500.Prerequisites:CHEM UN1404orCHEM UN1604,CHEM UN1500and CHEMUN2443. The principles of organic chemistry. The structure and reactivity of organic molecules are examined from the standpoint of modern theories of chemistry. Topics include stereochemistry, reactions of organic molecules, mechanisms of organic reactions, syntheses and degradations of organic molecules, and spectroscopic techniques of structure determination. AlthoughCHEM UN2443andCHEM UN2444are separate courses, students are expected to take both terms sequentially. Students must ensure they register for the recitation which corresponds to the lecture section. Please check the Directory of Classes for details"
"Chemistry","CHEM UN2494","ORGANIC CHEM. LAB II SYNTHESIS.","0.00 points.","Prerequisites: (CHEM UN1403andCHEM UN1404) andCHEM UN1500andCHEM UN2493CHEM W1403-CHEM W1404;CHEM W1500;CHEM W2493.Corequisites:CHEM UN2444Prerequisites: CHEM W1403-CHEM W1404; CHEM W1500; CHEM W2493. Corequisites:CHEM W2444. Please note that you must complete CHEM W2493 before you register for CHEM W2494. This lab introduces students to experimental design and trains students in the execution and evaluation of scientific data. The technique experiments in the first half of the course (CHEM W2493) teach students to develop and master the required experimental skills to perform the challenging synthesis experiments in the second semester. The learning outcomes for this lab are the knowledge and experimental skills associated with the most important synthetic routes widely used in industrial and research environments. Attendance at the first lab lecture and laboratory session is mandatory. Please note that CHEM W2494 is the second part of a full year organic chemistry laboratory course. Students must register for the lab lecture section (CHEM W2496) which corresponds to their lab section. Students must attend ONE lab lecture and ONE lab section every other week. Please contact your advisors for further information"
"Chemistry","CHEM UN2496","ORGANIC CHEM. LABORATORY II.","1.50 point.","Corequisites:CHEM UN2494The course is the lab lecture which accompanies the Organic Chemistry Laboratory II (Synthesis) course."
"Chemistry","CHEM UN3080","PHYSICAL CHEMISTRY II-LECTURES.","4.00 points.","Prerequisites:CHEM UN3079CHEM W3079Corequisites:CHEM UN3086Prerequisites:CHEM UN3079Corequisites:CHEM UN3086CHEM UN3080covers the quantum mechanics of atoms and molecules, the quantum statistical mechanics of chemical systems, and the connection of statistical mechanics to thermodynamics. AlthoughCHEM UN3079andCHEM UN3080are separate courses, students are expected to take both terms sequentially. A recitation section is required. Please check the Directory of Classes for details and also speak with the TA for the course"
"Chemistry","CHEM UN3086","PHYSICL-ANALYTCL LABORATORY II.","4.00 points.","Prerequisites:CHEM UN3085CHEM W3085Prerequisites:CHEM UN3085,CHEM UN3080is acceptable corequisite forCHEM UN3086. A student-centered experimental course intended for students who are co-registered or have completeCHEM UN3079andCHEM UN3080. The course emphasizes techniques of experimental physical chemistry and instrumental analysis, including vibrational, electronic, and laser spectroscopy; electroanalytical methods; calorimetry; reaction kinetics; hydrodynamic methods; scanning probe microscopy; applications of computers to reduce experimental data; and computational chemistry. Students must also attend the compulsory Mentoring Session. Please check the Directory of Classes for details"
"Chemistry","CHEM UN3098","SUPERVISED INDEPENDENT RES.","4.00 points.","Prerequisites: the instructor's permission for entrance, and the departmental representative's permission for aggregate points in excess of 12 or less than 4.Prerequisites: the instructors permission for entrance, and the departmental representatives permission for aggregate points in excess of 12 or less than 4. This course may be repeated for credit (see major and concentration requirements). Individual research under the supervision of a member of the staff. Research areas include organic, physical, inorganic, analytical, and biological chemistry. Please note thatCHEM UN3098is offered in the fall and spring semesters"
"Chemistry","CHEM UN3546","ADVANCED ORGANIC CHEMISTRY LAB.","3.00 points.","Prerequisites:CHEM UN2493andCHEM UN2494CHEM W3543orCHEM W3545.Prerequisites:CHEM UN2493andCHEM UN2494, or the equivalent. A project laboratory with emphasis on complex synthesis and advanced techniques including qualitative organic analysis and instrumentation"
"Chemistry","CHEM GU4102","CHEMISTRY FOR THE BRAIN.","4.50 points.","Prerequisites: organic chemistry and biology courses, neuroscience or neurobiology recommended, but not required.Prerequisites: Organic chemistry and biology courses, neuroscience or neurobiology recommended, but not required. The study of the brain is one of the most exciting frontiers in science and medicine today. Although neuroscience is by nature a multi-disciplinary effort, chemistry has played many critical roles in the development of modern neuroscience, neuropharmacology, and brain imaging. Chemistry, and the chemical probes it generates, such as molecular modulators, therapeutics, imaging agents, sensors, or actuators, will continue to impact neuroscience on both preclinical and clinical levels. In this course, two major themes will be discussed. In the first one, titled Imaging brain function with chemical tools, we will discuss molecular designs and functional parameters of widely used fluorescent sensors in neuroscience (calcium, voltage, and neurotransmitter sensors), their impact on neuroscience, pros and cons of genetically encoded sensors versus chemical probes, and translatability of these approaches to the human brain. In the second major theme, titled Perturbation of the brain function with chemical tools, we will examine psychoactive substances, the basics of medicinal chemistry, brain receptor activation mechanisms and coupled signaling pathways, and their effects on circuit and brain function. We will also discuss recent approaches, failures and successes in the treatment of neurodegenerative and psychiatric disorders. Recent advances in precise brain function perturbation by light (optogenetics and photopharmacology) will also be introduced. In the context of both themes we will discuss the current and future possibilities for the design of novel materials, drawing on the wide molecular structural space (small molecules, proteins, polymers, nanomaterials), aimed at monitoring, modulating, and repairing human brain function. This course is intended for students (undergraduate and graduate) from the science, engineering and medical departments"
"Chemistry","CHEM GU4103","ORGANOMETALLIC CHEMISTRY.","4.50 points.","Prerequisites: (CHEM UN2443andCHEM UN2444) elementary organic chemistry. (Some background in inorganic and physical chemistry is helpful but not required.)Main group and transition metal organometallic chemistry: bonding, structure, reactions, kinetics, and mechanisms."
"Chemistry","CHEM GU4104","STRUCTURAL METHODS IN INORGANIC CHEMISTR.","2.50 points.","The determination of structures by diffraction methods, focusing on single crystal X-ray diffraction, is described. Emphasis is placed on a critical evaluation of published data."
"Chemistry","CHEM GU4145","NMR SPECTROSCOPY.","1.00 point.","Prerequisites: elementary organic chemistry.Prerequisites: elementary organic chemistry. Introduction to theory and practice of NMR spectroscopy. Instrumental aspects, basic NMR theory, NOE, and a survey of 2D methods are covered"
"Chemistry","CHEM GU4232","INTRO TO MOLECULAR MODELING.","4.50 points.","Molecular modeling has become an integral part of research in many areas of chemistry, and in industry in drug discovery and materials design. Many experimental papers in the literature are routinely complemented by molecular modeling calculations. Experimental scientists working in industry have a significant advantage if they know how to optimally use modeling software. The course would consist of a normal lecture part plus a lab session every week in which the students learn to use modeling software by working on projects."
"Chemistry","BIOC GU4512","MOLECULAR BIOLOGY.","3.00 points.","Prerequisites: one year of biology. Recommended but not required:BIOC C3501.Prerequisites: one year of biology. This is a lecture course designed for advanced undergraduates and graduate students. The focus is on understanding at the molecular level how genetic information is stored within the cell and how it is regulated. Topics covered include genome organization, DNA replication, transcription, RNA processing, and translation. This course will also emphasize the critical analysis of the scientific literature and help students understand how to identify important biological problems and how to address them experimentally. SPS and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf"
"Chemistry","CHEM GR6169","MATERIALS CHEMISTRY IIB.","2.50 points.","Prerequisites:CHEM UN2443CHEM C3443(or equivalent).Prerequisites:CHEM UN2443, or the equivalent"
"Chemistry","CHEM GR6222","QUANTUM CHEMISTRY II.","2.50 points.","Prerequisites:CHEM GU4221Quantum Chemistry G4221.Prerequisites:CHEM GU4221Atomic and molecular quantum mechanics: fundamentals of electronic structure, many-body wave functions and operators, Hartree-Fock and density functional theory, the Dirac equation"
"Chemistry","CHEM GR8223","QUANTUM CHEMISTRY III.","2.5 points.","Prerequisites:CHEM G6222.Nonlinear spectroscopy: second harmonic and vibrational sum frequency generation; applications to surface and colloidal nano-microparticle interfaces; nonradiative molecular processes."
"Chemistry","CHEM GR8300","BIOPHOTONICS.","2.50 points.",""
"Chemistry","CHEM GU4103","ORGANOMETALLIC CHEMISTRY.","4.50 points.","Prerequisites: (CHEM UN2443andCHEM UN2444) elementary organic chemistry. (Some background in inorganic and physical chemistry is helpful but not required.)Main group and transition metal organometallic chemistry: bonding, structure, reactions, kinetics, and mechanisms."
"Chemistry","CHEM GU4104","STRUCTURAL METHODS IN INORGANIC CHEMISTR.","2.50 points.","The determination of structures by diffraction methods, focusing on single crystal X-ray diffraction, is described. Emphasis is placed on a critical evaluation of published data."
"Chemistry","CHEM GU4111","APPLICATIONS OF NMR SPECTROSCOPY TO INOR.","2.50 points.","The use of multinuclear NMR spectroscopy in the determination of the structures of inorganic molecules and the use of dynamic NMR spectroscopy (variable temperature NMR and magnetization transfer techniques) to provide information concerned with reaction mechanisms"
"Chemistry","CHEM GU4154","Chemical Characterization for Synthetic Chemists.","3 points.","This course will teach synthetic chemists to use mass spectrometry, analytical chromatography, and single-crystal X-ray diffraction as tools for research in synthetic chemistry. The teaching approach will be practical with an emphasis on hands-on experience. Students will gain: (1) A user-level understanding of the theory of these analytical methods. (2) Hands-on proficiency with a variety of instruments available at Columbia. (3) An introduction to advanced instrument capabilities and an awareness of their applications. (4) Proficiency in processing and interpreting data."
"Chemistry","CHEM GU4210","Writing Workshop for Chemists.","1 point.","Prerequisites: recommended for undergraduate students to have taken at least one semester of independent research.This course offers undergraduate and graduate students an introduction to scientific writing and provides an opportunity for them to become more familiar with the skill and craft of communicating complex scientific research. This course will provide students with the basic grammatical, stylistic and practical skills required to write effective academic journal articles, theses, or research proposals. In addition, through an innovative partnership with Columbia University Libraries' Digital Science Center, students will learn how to apply these basic skills to their writing through the use of state-of-the-art software and on-line resources. Regular opportunities to write, peer edit and revise throughout the semester will allow students to put what they are learning into immediate practice. It is recommended that undergraduates have taken at least one semester of research for credit before taking this course. Undergraduates should plan to take this course after taking the required Core course University Writing."
"Chemistry","CHEM GR6168","MATERIALS CHEMISTRY IIA.","2.50 points.","Prerequisites:CHEM UN2443CHEM C3443(or equivalent).Prerequisites:CHEM UN2443, or the equivalent. This is an introductory course to the emerging field macromolecular materials chemistry. The general topics will be based on the chemistry, self-assembly, and performance of block copolymers and conjugated polymers. Particular emphasis will be devoted to the demands required to drive materials from scientific curiosity to commercialization. At the fundamental level, the course will cover topics on polymerization techniques, electronic structure of organic semiconductors, characterization strategies, nanostructures and self-assembly"
"Chemistry","CHEM GR6169","MATERIALS CHEMISTRY IIB.","2.50 points.","Prerequisites:CHEM UN2443CHEM C3443(or equivalent).Prerequisites:CHEM UN2443, or the equivalent"
"Chemistry","CHEM GR6222","QUANTUM CHEMISTRY II.","2.50 points.","Prerequisites:CHEM GU4221Quantum Chemistry G4221.Prerequisites:CHEM GU4221Atomic and molecular quantum mechanics: fundamentals of electronic structure, many-body wave functions and operators, Hartree-Fock and density functional theory, the Dirac equation"
"Chemistry","CHEM GR6231","INTERMEDIATE STATISTICAL MECH.","2.50 points.","Prerequisites:CHEM GU4221andCHEM GU4230CHEM G4221andCHEM G4230.Phase transitions and critical phenomena; renormalization group methods; classical theory of fluids."
"Chemistry","CHEM GR8106","KINETICS.","2.5 points.","Kinetics and mechanisms of inorganic reactions."
"Chemistry","CHEM GR8120","Polymers in Nanotechnology.","2.5 points.","Polymeric materials have long been ubiquitous items and played important roles in revolutionizing the way we live. Due to the advent of modern polymerization fabrication strategies, polymers are rapidly gaining interest for the development of next generation devices and medical treatment. This course will focus on the chemistry polymers and their use as nanostructured materials created by self-assembly and top-down fabrication techniques. Specifically, the class will be divided into two sections describing the uses of organic nanostructures on a) surfaces and b) as particles. Patterned surfaces will be described in terms of photo-, imprint-, and block copolymer lithography. The preparation of nanoparticles through polymer synthesis, dendrimers, and mechanical manipulation will be the second part."
"Chemistry","CHEM GR8223","QUANTUM CHEMISTRY III.","2.5 points.","Prerequisites:CHEM G6222.Nonlinear spectroscopy: second harmonic and vibrational sum frequency generation; applications to surface and colloidal nano-microparticle interfaces; nonradiative molecular processes."
"Chemistry","CHEM GR8232","ADV STATISTICAL MECHANICS.","2.50 points.","Prerequisites:CHEM GU4221andCHEM GU4230CHEM G4221andCHEM G4230, or their equivalents.Stochastic processes; Brownian motion; Langevin equations and fluctuation-dissipation theorems; reaction rate theory; time correlation functions and linear response theory."
"Chemistry","CHEM GR8349","Research Ethics & Philosophy.","2.5 points.","This lecture course aims to address philosophical and ethical questions in scientific research.  What are the most important traits of successful scientists whose discoveries have greatly benefited humanity (and led to Nobel Prizes)?  What distinguishes great science from mediocre or pathological ""science""?  What are the ethical standards of scientific research?  How do we identify scientific misconduct or fraud?  Why are ethical standards so critical to the integrity of the research enterprise?  The course requires extensive participation of students in the form of discussions and debates.  Grades will be based on participation, writing assignments, and one oral presentation."
"Classics","LATN UN1101","ELEMENTARY LATIN I.","4.00 points.","For students who have never studied Latin. An intensive study of grammar with reading of simple prose and poetry"
"Classics","LATN UN1102","ELEMENTARY LATIN II.","4.00 points.","Prerequisites:LATN V1101.Prerequisites:LATN UN1101. A continuation ofLATN UN1101, including a review of grammar and syntax for students whose study of Latin has been interrupted"
"Classics","LATN UN1121","INTENSIVE ELEMENTARY LATIN.","4.00 points.",""
