"subject","course_code","course_name","credits","description"
"Accountancy","ACCTG 332","Federal Income Taxation","3","Concepts and methods underlying taxation of individuals and business entities."
"Accountancy","ACCTG 333","Accounting Information Systems","3","Accounting information systems for internal and external decision making."
"Accountancy","ACCTG 334","Intermediate Accounting II","3","Financial reporting issues; preparation and use of financial statement information."
"Accountancy","ACCTG 390W","Reporting Techniques for Accountants","3","Advanced preparation of written and oral reports with application to professional needs of accountants."
"Accountancy","ACCTG 409","Field Study in Taxation","1","Income tax preparation in the field. Follows procedures of IRSVITA Program. IRS instruction followed by faculty supervised fieldwork. Student must be available for special IRS tax school."
"Accountancy","ACCTG 431","Auditing","3","Audit of financial statements in accordance with generally accepted auditing standards; ethics in auditing."
"Accountancy","ACCTG 432","Cost Management","4","Use of accounting information and data analytics to facilitate business decisions; cost management and ethics in managerial accounting."
"Accountancy","ACCTG 496","Selected Topics in Accountancy","1-4","Selected areas of concern in accountancy."
"Accountancy","ACCTG 498","Investigation and Report","1-3","A comprehensive and original study of a problem connected with accounting under the direction of one or more members of the accounting staff."
"Accountancy","ACCTG 499","Special Study","1-3","Individual study."
"Accountancy","ACCTG 501","Advanced Financial Accounting","3","Advanced financial accounting topics. Partnerships, consolidations, foreign currency transactions and financial statements, accounting for derivatives and hedging, accounting for bankruptcy and reorganizations."
"Accountancy","ACCTG 503","Federal Taxation of Individuals","3","Taxation of individuals, including income, deductions, credits, social security taxes, and property transactions."
"Accountancy","ACCTG 505","Fraud Examination","3","Skills and tools for auditors, consultants, tax professionals, managers. Techniques and technologies for fraud investigation and interviewing. Case analysis, research of public records, ethical decision making for accountants. Service learning project."
"Accountancy","ACCTG 508","Accounting for Not-For-Profit Organizations","3","Principles of modified accrual accounting in state and local governmental units, hospitals, colleges, and universities. Budgetary accounting, appropriations, encumbrances, internal controls, and auditing procedures."
"Accountancy","ACCTG 522","International Financial Reporting","3","Accounting convergence, IASB-FASB joint projects. US and international financial reporting issues and standards."
"Accountancy","ACCTG 530","Ethics in Accounting","3","Ethical reasoning and implications for accounting professionals; ethical decision process and professional judgment; professional codes of conduct from the AICPA, IMA, IIA, etc.; the professional accountant’s role in corporate governance and ethical management; audit responsibilities and fraud, including legal and regulatory obligations; current ethical issues facing the accounting profession."
"Accountancy","ACCTG 596","Contemporary Topics in Accounting","1-3","Contemporary topics in modern accounting."
"Accountancy","ACCTG 620","Financial Measurement and Reporting","3","Measurement concepts and mechanics to translate global business transactions into principal financial statements using U.S. and international accounting standards. Revenue recognition, operating assets, investments, debt and equity financing, compensation, EPS, and cash flows."
"Accountancy","ACCTG 621","Accounting Information Systems","3","Application of accounting information systems to attain organizational objectives, improve planning and control at all levels of the organization. Systems analysis, design methodologies, tools, control frameworks and use of technologies in information systems."
"Accountancy","ACCTG 624","Business Entity Taxation","3","Concepts and methods underlying federal income taxation of business entities."
"Accountancy","ACCTG 625","Managerial Analysis and Financial Reporting","3","Measurement concepts and mechanics to translate global business transactions into management and financial reporting information. Cost control and budgeting, inventory, operational assets, leases, deferred taxes, and strategic analysis."
"Accountancy","ACCTG 626","Auditing and Assurance Services","3","Duties, responsibilities, and ethics of the auditor; auditor’s reports and procedures for evaluation of financial statements. Compilation and review standards for assurance services provided to non-public companies."
"Accountancy","ACCTG 650","Accounting Research and Communication","3","Identification, organization, and integration of diverse sources of authoritative literature to reach a conclusion and communicate an accounting or tax decision."
"Accountancy","ACCTG 651","Seminar in Corporate Tax","3","Corporate tax problems involving distributions, liquidations, reorganizations, redemptions, personal holding companies, accumulated earnings tax, and thin capitalization."
"Accountancy","ACCTG 654","Seminar in Partnership Taxation","3","Partnership and S corporation tax laws related to formation, operations, distributions, and liquidations. Flow-through entities in small and medium sized business environments."
"Accountancy","ACCTG 655","Tax Planning for Individuals","3","Selected complex tax laws related to individuals and sole proprietorship businesses, sales and exchanges of property, tax deferred transactions in property, accounting periods and methods, and personal deductions."
"Accountancy","ACCTG 656","Multijurisdictional Tax","3","Tax law in a multistate and international context. Multijurisdictional concepts for tax planning."
"Accountancy","ACCTG 657","Accounting for Income Taxes","3","Financial accounting for income taxes under generally accepted accounting principles. Accounting methods for Federal income tax and accounting purposes."
"Accountancy","ACCTG 659","Seminar in Taxation Topics","1-3","Contemporary theories and practices in taxation."
"Accountancy","ACCTG 661","Seminar in International Accounting","3","Current financial reporting practices of business entities engaged in international activities; theories and concepts that underlie development of accounting standards to include cultural and professional dimensions, accounting clusters."
"Accountancy","ACCTG 663","Financial Statement Analysis","3","Illustrative cases and problems to analyze methods for communicating information about financing and operating activities of corporate firms, and techniques for evaluating the information."
"Accountancy","ACCTG 670","Seminar in Assurance Services","3","Selected conceptual issues in assurance services."
"Accountancy","ACCTG 673","Accounting Information Systems (AIS) Development","3","AIS theories, databases, and internal controls in designing, maintaining, and enhancing business processes and systems. Hands-on experience to develop skills with EXCEL, ACCESS, and/or other integrated systems."
"Accountancy","ACCTG 675","Seminar in Accounting Information Systems Audit and Control","3","Risk assessment and management in accounting systems, including impact on clients’ business and audit functions, external and internal auditor issues, internal controls in computerized environments, issues related to Sarbanes-Oxley Act, and application of computer-assisted audit techniques (CAATs) using current audit software."
"Accountancy","ACCTG 677","Data Analytics for Accounting","3","Covers data analytics as it pertains to accounting professionals. Data has proliferated in business and managers and accountants need to understand the implications for decision-making and tap into the data to provide better insights into a firm/client/customer/supplier, etc. This course is intended to provide students with an understanding of data analytic thinking and terminology as well as hands-on experience with data analytics tools and techniques. Three major areas that comprise analytics are data reporting, data visualization, and predictive analytics. Students should leave this course with the skills necessary to translate accounting and business problems into actionable proposals that they can competently present to managers and data scientists."
"Accountancy","ACCTG 680","Seminar in Managerial Accounting","3","Managerial cost accounting concepts and procedures, including budgetary planning, cost control, advisory functions, measurement of divisional profitability, product pricing, and investment decisions."
"Accountancy","ACCTG 696","Seminar in Selected Topics","3","Intensive study in specific areas of accountancy."
"Accountancy","ACCTG 705","Forensic Accounting","3","Application of forensic accounting techniques using data analytics to discover fraud anomalies."
"Accountancy","ACCTG 729","Seminar in Current Issues in Accounting and Auditing","1-3","Contemporary theories and practices in relation to changing accounting environment."
"Accountancy","ACCTG 790","Analytics in Accounting","3","Problem diagnosis, information analysis and evaluation, and decision making for contemporary issues in accounting information systems, auditing, financial reporting, management accounting, and taxation. Preparation for comprehensive examination for students in the M.S. degree in Accountancy under Plan B."
"Accountancy","ACCTG 797","Research","3","Research in the area of accountancy."
"Accountancy","ACCTG 798","Special Study","1-3","Individual study."
"Administration, Rehabilitation and Postsecondary Education","ARP 296","Experimental Topics","1-4","Selected topics."
"Administration, Rehabilitation and Postsecondary Education","ARP 380","Principles of Adult and Vocational Education","3","Principles, practices, scope, and functions of adult and vocational education."
"Administration, Rehabilitation and Postsecondary Education","ARP 382","Directed Teaching","2-4","Systematic observation, participation, and teaching under supervision in an occupational subject matter area."
"Administration, Rehabilitation and Postsecondary Education","ARP 397","Problems in Education","1-4","Class study of specially selected problems in education."
"Administration, Rehabilitation and Postsecondary Education","ARP 496","Experimental Topics","1-4","Selected topics."
"Administration, Rehabilitation and Postsecondary Education","ARP 510","Inclusive Learning of Mind Skills: Executive Functioning, Social Cognitions and Communication Skills","3","Teaches and enhances habits of mind including executive functioning, social cognitive and communication skills that will enhance an individuals intellectual and professional life and the ability to teach these skills to others. This includes the interconnectedness of these cognitions."
"Administration, Rehabilitation and Postsecondary Education","ARP 596","Topics in Administration, Rehabilitation and Postsecondary Education","1-3","Selected topics in Administration, Rehabilitation and Postsecondary Education."
"Administration, Rehabilitation and Postsecondary Education","ARP 601","Psychiatric Rehabilitation and Co-occurring Disorders-Law and Ethics","3","Evidence-based practices for individuals with psychiatric disabilities and co-occurring disorders within the context of law and ethics."
"Administration, Rehabilitation and Postsecondary Education","ARP 607","Applications of Rehabilitation Technology","3","Provide rehabilitation professionals with knowledge and skills to assess assistive technology needs of individuals with disabilities and match those needs with appropriate adaptations, equipment, and/or resources to expand employment and related quality of life opportunities."
"Administration, Rehabilitation and Postsecondary Education","ARP 608","Assessment for Psychiatric Rehabilitation and Co-occurring Disorders","3","Assessment of individuals with psychiatric disabilities and co-occurring disorders within the context of the recovery model."
"Administration, Rehabilitation and Postsecondary Education","ARP 609","Seminar in Rehabilitation: Policy Developments in Cognitive Disabilities","3","Working with persons with intellectual disabilities, autism spectrum disorders, brain injuries, and learning disabilities. Impact of these factors and how to work effectively as clinicians, administrators, and policy makers."
"Administration, Rehabilitation and Postsecondary Education","ARP 610","Educational Leadership","3","Concepts and techniques of leadership, analysis of the factors and practice of individual and group leadership as applied to educational and related environments."
"Administration, Rehabilitation and Postsecondary Education","ARP 611","Program Development and Evaluation in Postsecondary Education","3","Process of program development, change, improvement and evaluation for postsecondary education. Covers instructional programs, curriculum development, and student services programming. Includes designing instructional strategies to meet student learning needs."
"Administration, Rehabilitation and Postsecondary Education","ARP 612","Skills, Resources, and Programs in Cognitive Disabilities","3-12","Cognitive disabilities through community-based and classroom experiences with individuals with cognitive disabilities, families of persons with cognitive disabilities, and professionals that support the cognitively disabled. Acquired brain injury, autism spectrum disorders, intellectual and learning disability."
"Administration, Rehabilitation and Postsecondary Education","ARP 615","Seminar in Multicultural Dimensions in Rehabilitation Counseling","3","Issues, insights, and techniques for improving effectiveness in working with culturally diverse individuals with disabilities and their families. Focuses on insuring culturally appropriate and relevant rehabilitation services including full community integration."
"Administration, Rehabilitation and Postsecondary Education","ARP 620","Student Affairs and Student Success","3","Historical roots, diversity of institutions and students; philosophical foundations of the field and student success, guiding values, key legal principles and theoretical bases; functional areas within student affairs, their evolution, purpose, professional associations, standards, and current issues."
"Administration, Rehabilitation and Postsecondary Education","ARP 621","Theoretical Foundations of Student Affairs and Student Success","3","Major theoretical foundations of student affairs, including student personnel point of view, student development, and student learning imperative."
"Administration, Rehabilitation and Postsecondary Education","ARP 622","Intra and Interpersonal Communication for Student Success","3","Four major domains of communication and leadership: interpersonal, intrapersonal, small group, and organizational dynamics. Addresses assessment of techniques and intervention strategies for each domain."
"Administration, Rehabilitation and Postsecondary Education","ARP 623","Seminar in Critical Leadership Issues in Student Affairs","3","Current topics and issues critical to effective leadership in student affairs, academic mission of postsecondary education and creating a supportive learning environment for students."
"Administration, Rehabilitation and Postsecondary Education","ARP 624","Advising and Coaching for Student Success","3","Developmental relationships in postsecondary education. Major advising and coaching theories. Applications, competencies, and practices to support student success."
"Administration, Rehabilitation and Postsecondary Education","ARP 631","Seminar in Teaching in Postsecondary Education","3","Teaching process in postsecondary education addressing syllabus construction, lesson planning, using technology in teaching, and infusing multicultural education into courses. Assessing student learning through authentic evaluation techniques."
"Administration, Rehabilitation and Postsecondary Education","ARP 640","Sport, Society, and Education","3","This course examines sports’ influence on society and education, focusing on student development, resource allocation, governance, and community engagement.  Implications for educational governance, policy, and practice in athletics will be explored to prepare students for diverse roles in educational settings."
"Administration, Rehabilitation and Postsecondary Education","ARP 645","Assessment in Rehabilitation","3","Broad-based perspective on assessment approaches involved in mental health, student disability support rehabilitation counseling practice, and vocational rehabilitation. Theory and practical applications of achievement, aptitude, ecological, intelligence, learning disabilities, mental health, neuropsychological, personality, and work samples assessment. Selected sections offered as distance education."
"Administration, Rehabilitation and Postsecondary Education","ARP 646","Career Development","3","The construct of career development specific to disability and rehabilitation counseling to include career development assessment, interventions, and theory. Selected sections offered as distance education."
"Administration, Rehabilitation and Postsecondary Education","ARP 648","Group Dynamics in Rehabilitation","3","Theory, dynamics, process and leadership function as applied to group work in rehabilitation. Development and application of group leadership skills/techniques for adjustment, support, skill training, self-directed groups, organizational problem solving and team-building groups in rehabilitation."
"Administration, Rehabilitation and Postsecondary Education","ARP 650","Policy and Governance in Intercollegiate Athletics","3","Offers an in-depth look at intercollegiate athletics’ policy and governance structures. It equips students to navigate, interpret, and apply relevant regulations while exploring historical contexts, current issues, and future trends in athletic governance, and developing strategies for administrators."
"Administration, Rehabilitation and Postsecondary Education","ARP 660","Theory and Process of Counseling in Rehabilitation","3","Counseling theories, approaches to and techniques for counseling, and research concerning counseling effectiveness."
"Administration, Rehabilitation and Postsecondary Education","ARP 680","Seminar in Administration, Rehabilitation and Postsecondary Education","2-6","Study of administration, rehabilitation, or postsecondary education in a specialized field, such as a postsecondary institution, and subject fields, or designated services. Field experience when appropriate."
"Administration, Rehabilitation and Postsecondary Education","ARP 684","Rehabilitation Foundations","3","Background and legislation related to vocational rehabilitation, consumer services, role and function of rehabilitation counselor as a professional. Orientation to community rehabilitation agencies."
"Administration, Rehabilitation and Postsecondary Education","ARP 685A","Medical and Psychological Aspects of Disability","3","Interface of the individual and the environment covering disabilities from the perspective of each disability viewed in terms of functional capacities and rehabilitative services needed."
"Administration, Rehabilitation and Postsecondary Education","ARP 685B","Medical and Psychological Aspects of Disability","3","Interface of the individual and the environment covering disabilities from the perspective of each disability viewed in terms of functional capacities and rehabilitative services needed."
"Administration, Rehabilitation and Postsecondary Education","ARP 687","Job Development for Individuals with Disabilities","3","Determination of employment and community integration needs of individuals with disabilities. Theories and techniques are presented through case study methods. Strategies focus on continuous surveys and readings focus on employment needs and opportunities for individuals with disabilities."
"Administration, Rehabilitation and Postsecondary Education","ARP 696","Advanced Topics in Administration, Rehabilitation and Postsecondary Education","1-3","Intensive study in specific areas of Administration, Rehabilitation and Postsecondary Education."
"Administration, Rehabilitation and Postsecondary Education","ARP 708","Human Development and Disability","3","Developmental theories with implications of living with a disability. Ecological approach to human growth and development across the lifespan. Psychological, social, and spiritual aspects of individual and family response to disability and chronic illness throughout the lifespan."
"Administration, Rehabilitation and Postsecondary Education","ARP 710","Seminar in Organizational Development in Disability and Postsecondary Systems","3","Principles of organizations, perspective of change within systems, and its impact on disability and postsecondary administrators, employees, constituencies, consumers, and leaders. Principles of program evaluation, planning, and change within the context of the organization’s community environment. Selected sections offered as distance education."
"Administration, Rehabilitation and Postsecondary Education","ARP 711","Seminar in Program Development in Disability and Postsecondary Systems","3","Mechanics of proposal writing and grantsmanship to include the fundamental components of grant propsals and researching funding opportunities. Proposals for community-based programs and nonprofit agencies that address the needs of a target population to include underserved and underrepresented groups. Selected sections offered as distance education."
"Administration, Rehabilitation and Postsecondary Education","ARP 730","Seminar in Adult Learning","3","Patterns and implications of life-long learning. Emphasizes adult learning principles and styles, effects of adult development changes on learning, and teaching techniques in adult education programs."
"Administration, Rehabilitation and Postsecondary Education","ARP 740","Advanced Seminar in Administration, Rehabilitation and Postsecondary Education","3","Study of a selected area in administration, rehabilitation or postsecondary education, such as educational law, finance, supervision, personnel procedures, etc."
"Administration, Rehabilitation and Postsecondary Education","ARP 743","Fieldwork in Rehabilitation","3-6","Orientation to the rehabilitation process including organizational goals, operating strategies, responsibilities and ethics, employee role expectations in partnership with consumers and service providers."
"Administration, Rehabilitation and Postsecondary Education","ARP 745","Internship in Rehabilitation","3-9","Supervised internship in rehabilitation setting which involves application of rehabilitation counseling experiences."
"Administration, Rehabilitation and Postsecondary Education","ARP 747","Equity-Minded Approaches for Student Success","3","Current theory and practice in meeting needs of diverse learners. Leadership and administration of educational organizations as political, complex systems requiring consensus-building dynamics in a multicultural society."
"Administration, Rehabilitation and Postsecondary Education","ARP 750","Student-Athlete Development: Understanding and Supporting the Whole College Student-Athlete","3","This graduate course explores student-athlete development in intercollegiate sports, focusing on holistic growth including physical, psychological, academic, social, and career aspects. Integrating theory, practice, case studies, and research, it addresses challenges, opportunities, and support structures essential for student-athlete success and welfare."
"Administration, Rehabilitation and Postsecondary Education","ARP 755","Governance and Policy Development in Postsecondary and Disability Systems","3","Development and examination of relevant policy and impact of politics in governance and administration in postsecondary and disability-related systems; control functions of federal, state, and local agencies; influence of lay citizens and special interest groups; roles of judiciary, employee organizations and students."
"Administration, Rehabilitation and Postsecondary Education","ARP 760","Internship in Postsecondary Educational Leadership","1-6","Internship for prospective educational leaders. Released time may be required."
"Administration, Rehabilitation and Postsecondary Education","ARP 777","Critical Issues in Intercollegiate Athletics","3","This graduate course examines critical issues in intercollegiate athletics, including commercialization, gender equity, athlete rights, NCAA governance, diversity, academic integrity, media impact, NIL rights, and athlete mobility, through case studies and scholarly articles to understand these complex challenges."
"Administration, Rehabilitation and Postsecondary Education","ARP 798","Special Study","1-6","May involve fieldwork. Individual study."
"Administration, Rehabilitation and Postsecondary Education","ARP 801","Seminar in Community College History and Development","3","Mission, functions, organization, student characteristics, and problems with community college operations. Future trends in community college operations and need for new leadership and research opportunities."
"Administration, Rehabilitation and Postsecondary Education","ARP 810","Seminar in Community College Law and Finance","3","Legal framework for operating community colleges in California. Community college finance system including state and local contributions to funding."
"Administration, Rehabilitation and Postsecondary Education","ARP 812","Seminar in Budget and Resource Management in Community Colleges","3","Equitably and ethically managing, sustaining, and acquiring human, fiscal, and information resources, as well as assets to fulfill mission of the community college and postsecondary education institutions. Financial strategies and human resource systems and conflict resolution."
"Administration, Rehabilitation and Postsecondary Education","ARP 813","Strategic Planning in Community Colleges","3","Knowledge-based strategic planning to maximize student success in community colleges and postsecondary educational institutions. Board-administrator relationship development and use of data-driven evidence for decision-making."
"Administration, Rehabilitation and Postsecondary Education","ARP 827","Seminar in Emerging Issues in Postsecondary Education","3","Identification and analysis of complex emerging local, national, and international issues that face high level postsecondary educational leaders."
"Administration, Rehabilitation and Postsecondary Education","ARP 837","Advanced Research Writing and Support","3","Meaning-making and synthesis of research findings/results into a cogent and persuasive narrative. Connecting findings/results to established scholarship and selected guiding frameworks and/or theories. Describing possible implications on practice and future research directions based on findings/results. Institutional process and steps to completion."
"Classics","CLASS 202G","Ancient Greek II","5","Continuing classical Greek. Grammar, vocabulary, syntax. Preparation for CLASS 303G . Course uses language acquisition skills to help students understand cultural differences and develop a global perspective."
"Classics","CLASS 202L","Latin II","5","Continuing classical Latin. Grammar, vocabulary, syntax. Preparation for CLASS 303L . Course uses language acquisition skills to help students understand cultural differences and develop a global perspective."
"Classics","CLASS 296C","Experimental Topics in Classics","1-4","Selected topics."
"Classics","CLASS 296G","Experimental Topics in Greek","1-4","Selected topics."
"Classics","CLASS 296L","Experimental Topics in Latin","1-4","Selected topics."
"Classics","CLASS 303G","Reading Greek Prose","3","Reading classical prose authors such as Xenophon or Plato in original Greek. Attention to vocabulary, syntax, style, and historical-cultural context."
"Classics","CLASS 303L","Reading Latin Prose","3","Reading classical prose authors such as Caesar or Cicero in original Latin. Attention to vocabulary, syntax, style, and historical-cultural context."
"Classics","CLASS 304G","Reading Greek Poetry","3","Reading classical poets such as Homer or Euripides in original Greek. Attention to vocabulary, syntax, style, and historical-cultural context."
"Classics","CLASS 304L","Reading Latin Poetry","3","Reading classical poets such as Catullus or Ovid in original Latin. Attention to vocabulary, syntax, style, and historical-cultural context."
"Classics","CLASS 310","Greek and Roman Myth and Legend","3","Great stories from the past. Heroes and heroines. Gods and goddesses. War and peace. Love and death. Adventure, romance, and peril in ancient literature, arts, and religion. Relevance and influence today."
"Classics","CLASS 320","Epic and the Novel","3","Four classic works in the genre of epic and the novel in English translation; Homer’s Iliad and Odyssey, Vergil’s Aeneid, and Apuleius’ Golden Ass. Literary criticism in historical-cultural contexts and relevance today."
"Classics","CLASS 330","Comedy, Tragedy, Actors, and Audiences","3","Classical tragedy and comedy in English translation. Playwrights such as Aeschylus, Sophocles, Euripides, Aristophanes, Plautus. Ancient theatre, stagecraft, literary criticism, and popular attitudes."
"Classics","CLASS 333","Hell","3","The theme of hell in literature and film from antiquity to today. The concept of hell and the afterlife. Classical and contemporary representations of hell."
"Classics","CLASS 340","Gods, Gladiators, and Empire","3","Literary, artistic, and intellectual achievements of the ancient mediterranean world and beyond. Temples, tragedies, and texts. Priests, poets, and proconsuls. Great cultural traditions and influences."
"Classics","CLASS 350","Classics and Cinema","3","Heroes, heroines, and conflicts of ancient Greece and Rome as represented in major cinematic “sword and sandal” productions. Screenplays compared with Greek and Latin sources in English translation."
"Classics","CLASS 360","Sex, Gender, and the Erotic in the Ancient World","3","Sexual lives of Greeks and Romans in classical art, literature, and material culture. Constructions of body aesthetics, desiring subjects and desired objects, the erotic, and gender norms. Modern receptions and theoretical interpretations of ancient sex."
"Classics","CLASS 450L","Seminar: Variable Topics in Latin Literature","3","Reading significant Latin language texts in history, biography, religion, and other areas. Attention to vocabulary, syntax, style, and historical-cultural context."
"Classics","CLASS 496C","Topics in Classical Studies: Classics","1-4","Topics in classical languages, literatures, cultures, and linguistics."
"Classics","CLASS 496G","Topics in Classical Studies: Greek","1-4","Topics in classical languages, literatures, cultures, and linguistics."
"Classics","CLASS 496L","Topics in Classical Studies: Latin","1-4","Topics in classical languages, literatures, cultures, and linguistics."
"Classics","CLASS 499C","Special Study in Classics","1-3","Directed individual study."
"Classics","CLASS 499G","Special Study in Greek","1-3","Directed individual study."
"Classics","CLASS 499L","Special Study in Latin","1-3","Directed individual study."
"Classics","CLASS 599C","Special Study in Classics","1-3","Directed individual study."
"Classics","CLASS 599G","Special Study in Greek","1-3","Directed individual study."
"Classics","CLASS 599L","Special Study in Latin","1-3","Directed individual study."
"Communication","COMM 103","Oral Communication","3","Training in fundamental processes of oral expression; method of obtaining and organizing material; outlining; principles of attention and delivery; practice in construction and delivery of various forms of speeches."
"Communication","COMM 160","Argumentation","3","Argument as a form of discourse; organizing, supporting, presenting and refuting arguments in a variety of formats; evaluating argument, including common fallacies in reasoning."
"Communication","COMM 201","Communication and Community","3","Communication as an academic and professional discipline, its associations and journals, history and traditions, relationships to other disciplines, research methodologies, and careers for graduates."
"Communication","COMM 204","Advanced Public Speaking","3","Practice in extemporaneous speaking on subjects of current interest, both national and local, with stress on organization and delivery."
"Communication","COMM 245","Interpersonal Communication","3","Theory and practice of interpersonal communication. Role of communication in developing, initiating, maintaining, and transitioning through everyday social relationships. Challenges of managing interpersonal communication; contexts, and verbal and nonverbal messages."
"Communication","COMM 296","Experimental Topics","1-4","Selected topics."
"Communication","COMM 300","Conceptualizing Communication","3","Communication theory, concepts, principles, and practices. Communication as art and process on micro and macro levels, integrates understanding of sources, messages, transmission, and feedback in creating meaning and culture."
"Communication","COMM 301","Intercollegiate Speech and Debate Competition","1-3","Competitive intercollegiate debate and/or individual speaking events. Apply communication theory to comprehensively analyze relevant contemporary issues. Weekend travel to competitive tournaments required. Travel expectation commensurate with units."
"Communication","COMM 307","Communication in Professional Settings","3","Communication principles in professional contexts including interviewing and technical and nontechnical oral presentations. Skill in meeting management."
"Communication","COMM 321","Introduction to Health Communication","3","Health communication topics to include patient-provider communication, health communication campaigns, supportive relationships, and public policy. Research methodologies, theories, and best practices in health communication."
"Communication","COMM 350","Investigating Communication","3","Study of human communication, from methodological and epistemological perspectives."
"Communication","COMM 371","Intercultural Communication","3","Study of communication with emphasis on influence of cultural background, perception, social organization, language and nonverbal messages in the intercultural communication experience."
"Communication","COMM 406","Organizational Communication","3","The organization as a communication system; role of the organization in persuasive campaigns; communication strategies and problems within the organizational structure."
"Communication","COMM 407","Communicative Perspectives on Interviewing","3","Application of communicative theory to interviewing situations. Emphasis on perception, source, message, and receiver variables, defensive communication, feedback. Phrasing of questions, ways to enhance respondent participation, and formulation of behavioral objectives. Classroom simulation, supplemented by out-of-class interviews."
"Communication","COMM 415","Nonverbal Communication","3","Theory and research on nonverbal aspects of communication, with emphasis on codes and functions."
"Communication","COMM 420","Quantitative Methods in Communication","3","Quantitative research in communication. Construction and analysis of surveys and experiments."
"Communication","COMM 421","Health Communication and Community Based Service Learning","3","How people understand, share ideas about, and adjust to health and illness. Personal, interactional, cultural, and political complexities of health beliefs, practices, and policies in the context of community-based service learning project."
"Communication","COMM 422","Politics of Health Communication","3","How communicating about health is culturally and politically charged. Contemporary concerns in health communication to include how ethnicity, gender, disability, social class, and sexual orientation inform our understandings of health, fitness, and illness."
"Communication","COMM 423","Patient-Provider Communication","3","Primary communication activities organizing medical interviews in clinical settings to include techniques for raising and responding to concerns about life, illness, and disease; implications for quality of care, healing outcomes, and medical education."
"Communication","COMM 424","Health Communication and Relationships","3","Influences of institutional, social, and personal relationships on health. Influences of health on development of human relationships, interaction between relationships, health practices, and outcomes."
"Communication","COMM 425","Theory and Research in Health Communication Campaigns","3","Theory and research on effective health communication campaigns in various settings to promote healthy lifestyles, nutrition, exercise, health screening, disease and injury prevention behavior."
"Communication","COMM 426","Communication in Health Risk and Crises","3","Role of communication in preventing, responding to, and coping with community health crises; principles of competent communication in health related risks and crises."
"Communication","COMM 427","Health Communication and Cultural Communities","3","Diversity of cultural perspectives on communicating health, illness, and prevention. Understanding cultural knowledge patients, families, providers, and communities bring to communicating health."
"Communication","COMM 428","Communicating Health and Well-Being at Work","3","Research and theory regarding communication topics that restrict well-being at work to include stress, bullying, sexual harassment, and injustice. Concepts and trends that alleviate or eliminate stress to include social support, spirituality, and wellness programs at work."
"Communication","COMM 441","Foundations of Critical and Cultural Study","3","Central concepts, examples, theories, and experiences of critical studies of communication in culture through cultural, rhetorical, and media literature and cases."
"Communication","COMM 445","Relational Communication","3","Theory and application of effective relational communication principles in both intimate and nonintimate contexts. Theoretical and empirical evidence on communication strategies and behaviors in relationship initiation, development, and termination. Relationship of communication behaviors to relational goals."
"Communication","COMM 446","Communication and Rhetorical Movements","3","Historical perspectives of role of communication in social change in rhetorical movements and social change."
"Communication","COMM 450","Rhetorical Theory","3","Development of rhetorical theory as a mechanism for generating and understanding public discourse. Theories from ancient Greece to the present."
"Communication","COMM 452","Interaction and Gender","3","Contemporary research and theory on communication and gender. Examination of gender as ongoing interactional achievement. Gender displays and myths across diverse relationships, institutions, media, and society."
"Communication","COMM 462","Ethnography and Communication","3","Naturally occurring interactions drawn from a variety of communication settings. Primary methods of gathering data include: participant observation, interviewing, document and artifact analysis, and other forms of communication."
"Communication","COMM 465","Conversational Interaction","3","Sequential organization of naturally occurring conversational practices. Reliance on recordings and transcriptions for detailed examinations of interactants’ methods for achieving social actions and organizing interactional occasions."
"Communication","COMM 470","Argumentation Theory","3","Approaches to argument and the patterns and problems in argument. Consideration of implications for society. Written and oral reports."
"Communication","COMM 482","Communication and Politics","3","Contemporary political communication events and processes, with a focus on speeches, debates, and campaigns."
"Communication","COMM 485","Communicating Leadership","3","Current theory and research in leadership and communication. Understanding yourself, role of leadership, and selection of appropriate communication strategies for leadership."
"Communication","COMM 490","Internship","1-3","Students work at approved organizations off-campus under the combined supervision of organization personnel and instructors. Internship hours to be arranged."
"Communication","COMM 492","Persuasion","3","Key variables and theories in the persuasion process; persuasive sources, messages, receiver variables, propaganda, brainwashing, cognitive, behavioral, and social theories of persuasion."
"Communication","COMM 495","Communication Capstone: Conceptualizing and Investigating Communication","3","Capstone survey, analysis, and comparison of theories, methods, and discipline of communication."
"Communication","COMM 496","Experimental Topics","1-4","Experimental topics."
"Communication","COMM 499","Special Study","1-3","Approved individual study, project or research under supervision of faculty member."
"Communication","COMM 508","Media Literacy","3","Role played by video texts in shaping culture including information distribution, entertainment, and socio-cultural influence exercised by television. Emphasis on audience/medium relationship and to developing critical skills."
"Communication","COMM 540","Communicating Science in the Public Interest","3","Case studies of scientific distortion and success. Importance, misuses, and uses of scientific communication. Competent scientific communication, from manuscript preparation to public presentation."
"Communication","COMM 555","Conflict Management Communication","3","Approaches to conflict communication in international, societal, group, institutional, and interpersonal contexts."
"Communication","COMM 596","Selected Topics","1-4","Specialized study in selected topics."
"Communication","COMM 601","Seminar: Theory and Research Methods in Communication","3","Communication phenomena, theoretical background, and research techniques to navigate variation among approaches; intellectual history of communication theory."
"Communication","COMM 602","Qualitative and Quantitative Communication Research Design","3","Teaches students the basics of conducting qualitative and quantitative research. Includes reviewing literature, understanding the use of theory, anticipating ethical issues, designing research methods, and proposing research studies."
"Communication","COMM 610","Seminar: Advanced Communication Theory","3","Advanced methods of theory construction, explication, and evaluation in communication, including alternatives to traditional communication science."
