"course_code","course_title","department","credits","description"
"CONE476","Project Budgets and ControlsCrosslisted withCNST 476,CONE 876","Construction Engineering (CONE)","Credit Hours:3","Description:The basic systems related to revenues and expenses associated with record keeping of construction contracts. Managerial accounting related to planning and control of construction projects."
"CONE481","Highway and Bridge ConstructionCrosslisted withCONE 881","Construction Engineering (CONE)","Credit Hours:3","Description:The methods and equipment required in the construction of roads and bridges. Methods and equipment necessary for roads and bridges. Substructure and superstructures, precast and cast-in-place segments, and standard and specialized equipment."
"CONE482","Heavy and/or Civil ConstructionCrosslisted withCNST 482,CNST 882,CONE 882","Construction Engineering (CONE)","Credit Hours:3","Description:History, theory, methods, and management principles of planning and executing heavy and/or civil projects. Emerging and new equipment capabilities. Economical use of equipment and management of costs associated with production."
"CONE483","Support of ExcavationCrosslisted withCONE 883","Construction Engineering (CONE)","Credit Hours:3","Description:The design and placement of excavation supports according to OSHA requirements and industry standards. A variety of routine to moderately complex support systems. Open excavations, heet piling and cofferdams, soil mechanics, lateral loads, hydrology, and pumping methods."
"CONE485","Construction Planning, Scheduling, and ControlsCrosslisted withCNST 485,CNST 885,CONE 885","Construction Engineering (CONE)","Credit Hours:3","Description:Planning and scheduling a project using the critical path methods (CPM) with computer applications. Project pre-planning, logic networks, precedence diagrams, time estimates, critical path, float time, crash programs, scheduling, short interval schedules, pull planning, and monitoring project activities."
"CONE489","Construction Engineering Capstone Course","Construction Engineering (CONE)","Credit Hours:3","Description:An integrated, comprehensive project."
"CONE495","InternshipCrosslisted withCNST 495","Construction Engineering (CONE)","Credit Hours:3","Description:Participation in a full-time summer internship associated with a construction-related entity. Includes weekly assignments and a final presentation designed to foster interactions between the intern and the business side of the entity. General topics include personnel and time management, structuring business plans, scheduling work, finance and budgets, marketing plans, contracts, risk analysis, and communication and leadership."
"CONE498","Special Projects","Construction Engineering (CONE)","Credit Hours:1-6","Description:Individual research on a selected technical, structural, materials or management problem in construction."
"CNST112","Construction Communications","Construction Management (CNST)","Credit Hours:3","Description:Development of communication skills including understanding of contract documents, working drawings, technical terminology, graphic symbols, and abbreviations. Fundamentals of drafting principles, sketching, and dimensioning techniques."
"CNST131","Introduction to the Construction Industry","Construction Management (CNST)","Credit Hours:2","Description:Introduction to basic management principles and practices for labor, materials, machinery, safety, construction documents, project administration, scheduling, and budgets."
"CNST225","Introduction to Building Information Modeling (BIM)","Construction Management (CNST)","Credit Hours:3","Description:Introduction to Building Information Modeling (BIM) concepts and techniques. Explore the use of the Revit Architecture platform to create detailed 3D models of construction projects and other BIM-related topics such as clash detection and point-cloud models."
"CNST241","Horizontal Construction","Construction Management (CNST)","Credit Hours:3","Description:Introduction to earthmoving equipment and methods, labor, productivity, and economic aspects of excavation, material transportation, and fill work. Introduction to the financial principles of equipment ownership and operation."
"CNST242","Vertical Construction","Construction Management (CNST)","Credit Hours:3","Description:Focus on vertical structures, from grade to topping out, with an emphasis on materials and material handling equipment. Includes the assembly process for a variety of applications including cast-in-place concrete, steel erection, wood framing, precast concrete, masonry structural elements, and material finishing."
"CNST251","Construction Materials and Specifications","Construction Management (CNST)","Credit Hours:3","Description:Introduction to construction materials and proper methods of specifying to achieve design and construction goals, safety and inspection, and to meet zoning code and environmental requirements. Physical, mechanical and aesthetic properties of soils, concrete, masonry, metals, plastics and other materials will be studied as they relate to in-service conditions, acceptability, and performance."
"CNST252","Construction Materials and Testing","Construction Management (CNST)","Credit Hours:3","Description:Introduction to basic materials used in construction. Laboratory testing and evaluation of material properties of soil, aggregate, and concrete."
"CNST305","Building Environmental Technical Systems ICrosslisted withARCH 333","Construction Management (CNST)","Credit Hours:3","Description:Characteristics and performance of buildings with respect to thermal and psychrometric environment in buildings related to human comfort, heat gain/heat loss, ventilation, natural energy systems and sustainable design principles, and plumbing and life safety systems in the Built environment."
"CNST306","Electrical Systems","Construction Management (CNST)","Credit Hours:3","Description:Fundamentals of electric power generation and distribution, service, and circuits in buildings with an emphasis on electrical equipment and systems, lighting principles and applications, and fire protection systems. Review of National Electric Code."
"CNST331","Structural MechanicsCrosslisted withARCH 331","Construction Management (CNST)","Credit Hours:3","Description:Introduction to various external force systems, and their resulting internal forces and deformations, which act on structural elements."
"CNST332","Structural OptimizationCrosslisted withARCH 332","Construction Management (CNST)","Credit Hours:3","Description:Optimization of key properties of elemental components and systems of building structures: force, geometric, and material."
"CNST378","Construction Estimating ICrosslisted withCONE 378","Construction Management (CNST)","Credit Hours:3","Description:Preparation of detailed cost estimates based on contract documents. Identify and analyze cost components of building and site scopes of work to perform detailed quantity take-offs. Apply labor, material, and equipment pricing from RS Means. Use production rates and quantity takeoffs to prepare a preliminary construction schedule. Complete quantity takeoffs from 2D plans and from 3D BIM software models."
"CNST379","Construction Estimating II","Construction Management (CNST)","Credit Hours:3","Description:Continuation ofCNST 378with emphasis on the determination of total project cost and preparation of complete bid proposals for self-performed and subcontracted commercial projects. Evaluation and analysis of subcontractor bids to determine overall project costs by completing a hard bid simulation scenario. Exploration of contract delivery methods and their effect on overall project cost."
"CNST405","Mechanical Estimating","Construction Management (CNST)","Credit Hours:3","Description:Application of estimating principles, quantity take-off, bidding strategies, and computerization to the specialty field of mechanical construction."
"CNST406","Electrical Estimating","Construction Management (CNST)","Credit Hours:3","Description:Application of estimating principles, quantity take-off, bidding strategies, and computerization to the specialty field of electrical construction."
"CNST411","Project AdministrationCrosslisted withCNST 811","Construction Management (CNST)","Credit Hours:3","Description:Ownership and administration of companies focusing on documentation and specifications, contracts, take-offs, estimating, bidding, bonds, insurance, project management and administration, scheduling, time and cost management, labor law and labor relations, and project safety."
"CNST415","Mechanical/Electrical Project ManagementCrosslisted withCNST 815","Construction Management (CNST)","Credit Hours:3","Description:Fundamentals of project management within the mechanical and electrical contracting industry. Codes, contract documents, productivity, coordination, project control and administration, scheduling, safety, and project closeout, from a specialty contracting perspective."
"CNST420","Professional Practice and EthicsCrosslisted withCNST 820","Construction Management (CNST)","Credit Hours:3","Description:Examination of professional practice considering the perspectives of designers and the contractors and their respective relationships to society, specific client types, and other collaborators in the design and construction fields. Focus on ethics, professional communication and responsibility, professional organization, office management, environmental stewardship, professional registration, and owner-designer-contractor relationships."
"CNST425","Alternative Project Delivery MethodsCrosslisted withCNST 825","Construction Management (CNST)","Credit Hours:3","Description:Historical and current project delivery methods (PDM) are explored. Procurement strategies, contractual arrangements, and compensation methods are also discussed in conjunction with risks, costs, and legal and ethical issues that need to be considered when determining which system is best for a particular project."
"CNST434","The Design-Build Project Delivery SystemCrosslisted withCNST 834","Construction Management (CNST)","Credit Hours:3","Description:The organizational, managerial, ethical and legal principles involved in design-build as a project delivery system. Advantages and disadvantages, growth, merits, and criticism of the design-build system."
"CNST436","Intent and Application of International Building CodeCrosslisted withCNST 836","Construction Management (CNST)","Credit Hours:3","Description:Fundamentals of how to research, interpret, and apply building code requirements to the design and construction of both new and renovated structures."
"CNST440","Building Information Modeling (BIM) II","Construction Management (CNST)","Credit Hours:3","Description:Advanced topics in building information modeling, including structural and MEP modeling, 4/5 dimensional construction animations and visualization. Good knowledge of Revit Architectural Modeling and knowledge of construction estimating and scheduling is required before registering in this class."
"CNST442","Healthcare Design and ConstructionCrosslisted withAREN 442,AREN 842,CNST 842","Construction Management (CNST)","Credit Hours:3","Description:Introduction to the design and construction of healthcare facilities. Healthcare regulations and standards, infection control, interim life safety measures, code requirements, medical equipment selection and coordination, healthcare design and construction techniques, and best practices will be addressed. Provides guidance in preparation for the Certified Healthcare Constructor credential offered by the American Healthcare Association."
"CNST444","Construction Site Safety ManagementCrosslisted withCNST 844","Construction Management (CNST)","Credit Hours:3","Description:Introduction to safety management for project engineers, project managers, safety teams, and company safety officers. Addresses basic accident and injury models, human accident costs, safety behavior, ethical issues in safety, workers' compensation and EMR, job safety analysis (JSA), project site safety audits, safety promotion and training, emergency planning and response, safety management programs and training, and OSHA record-keeping and reporting."
"CNST476","Project Budgets and ControlsCrosslisted withCONE 476,CONE 876","Construction Management (CNST)","Credit Hours:3","Description:The basic systems related to revenues and expenses associated with record keeping of construction contracts. Managerial accounting related to planning and control of construction projects."
"CNST480","Productivity and Human Factors in ConstructionCrosslisted withCNST 880","Construction Management (CNST)","Credit Hours:3","Description:Motivation and productivity improvement methods for management in typical job environments. Methods to improve working environments in the field and office. Procedures and mechanisms to implement human behavior and ergonomics concepts for enhanced productivity and safety."
"CNST482","Heavy and/or Civil ConstructionCrosslisted withCNST 882,CONE 482,CONE 882","Construction Management (CNST)","Credit Hours:3","Description:History, theory, methods, and management principles of planning and executing heavy and/or civil projects. Emerging and new equipment capabilities. Economical use of equipment and management of costs associated with production."
"CNST485","Construction Planning, Scheduling, and ControlsCrosslisted withCONE 485,CNST 885,CONE 885","Construction Management (CNST)","Credit Hours:3","Description:Planning and scheduling a project using the critical path methods (CPM) with computer applications. Project pre-planning, logic networks, precedence diagrams, time estimates, critical path, float time, crash programs, scheduling, short interval schedules, pull planning, and monitoring project activities."
"CNST486","Construction Management SystemsCrosslisted withCNST 886","Construction Management (CNST)","Credit Hours:3","Description:Application of selected topics in systems analysis (operations research).  Simulation, mathematical optimization, queuing theory, Markov decision processes, econometric modeling, neural networks, data envelopment analysis, decision analysis, and analytic hierarchy processes as used in the industry."
"CNST488","Residential Construction and Real EstateCrosslisted withCNST 888","Construction Management (CNST)","Credit Hours:3","Description:Application of various strategies to real estate development including community and residential design, planning, site selection, land development, marketing and customer service.   Methods used by construction companies to analyze, bid, and market their developments to customers through the pre-construction and bidding process."
"CNST489","Senior Construction Project","Construction Management (CNST)","Credit Hours:3","Description:Execution of a project from conceptual design and location through estimating, bidding, site layout, planning and scheduling, cost control, records management, and project completion and documentation."
"CNST495","InternshipCrosslisted withCONE 495","Construction Management (CNST)","Credit Hours:3","Description:Participation in a full-time summer internship associated with a construction-related entity. Includes weekly assignments and a final presentation designed to foster interactions between the intern and the business side of the entity. General topics include personnel and time management, structuring business plans, scheduling work, finance and budgets, marketing plans, contracts, risk analysis, and communication and leadership."
"CNST498","Special Topics in Construction ManagementCrosslisted withCNST 898","Construction Management (CNST)","Credit Hours:1-6","Description:Individual or small group investigation of topics in construction management."
"CRIM101","Survey of Criminal Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:The justice process and the criminal justice system in general. Concepts of crime, deviance and justice, and general theories of crime causality. Individual rights in a democratic society and the legal definitions of various crimes. Law enforcement, judicial, juvenile justice and corrections subsystems explored and a number of reform proposals presented."
"CRIM203","Police and Society","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:The role of the police in American society. Origins of policing, the nature of police organizations and police work, and patterns of relations between the police and the public."
"CRIM211","The Criminal Court System","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Analysis of the structure and function of the criminal court system in the United States, including the roles of prosecutor, defender, judge, jury, and court administrator. Issues confronting the system considered from historical, philosophical, sociological, and psychological perspectives. Ideals of the system compared with actual functioning and court reform proposals."
"CRIM221","Survey of Corrections","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:History and evolution of the corrections process. Covers all aspects of institutional and community-based corrections."
"CRIM222","Community-Based Corrections","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Discussion will focus on the issues related to implementation, management, effectiveness and challenges of community-based programs. Provides a broad overview of the structure and functions of Community-based Corrections. By the end, expect to understand the best practices in community corrections."
"CRIM241","Criminal Procedure","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Deals with the legal aspects of the investigation and arrest processes as well as the rules governing the admissibility of evidence in court."
"CRIM251","Research Methods","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Introduction to the principles, methods and techniques of empirical social research."
"CRIM300","Applied Statistics and Data Processing in the Public Sector","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Basic statistics of public sector research and public administration decision making. Data processing techniques as they relate to statistical analysis and on understanding the proper application of statistics."
"CRIM301","Philosophy of Criminal Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Philosophical examination of justice and its administration.  Provides the student with a richer understanding of the conceptual foundations of justice."
"CRIM310","Writing for Criminal Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Writing for Criminology and Criminal Justice majors. Will learn how to write effective cover letters, incident reports, position papers, and executive summaries."
"CRIM331","Criminal Law","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:The means by which society attempts to use criminal law to prevent harm to society. Acts which are declared criminal and the punishment prescribed for committing those acts. Philosophies and rationales that have shaped current day substantive criminal law. English Common Law and the historic evolution of substantive criminal law from its early origins."
"CRIM335","Criminology","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:General survey of the nature of causes of crime and efforts of the criminal justice system to predict, prevent, modify, and correct this behavior."
"CRIM337","Juvenile Delinquency","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:How delinquents and juveniles in need of supervision are handled within the juvenile justice system. The nature and extent of delinquent behavior status offenses, child abuse and neglect; theories of delinquency and their implications for intervention; cultural and social factors related to delinquency; as well as the philosophy by and functioning of the juvenile justice system."
"CRIM338","Race, Ethnicity and Criminal Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Survey of minority groups and criminal justice in the United States. Racial minorities as victims of crime, as offenders, as defendants, and as criminal justice professionals."
"CRIM339","Women, Crime and Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Women's experiences as victims of crime, as offenders, as defendants, and as criminal justice professionals."
"CRIM397","Internship in Criminal Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Job-related experience in a criminal justice agency and permission to enroll must be received from the student's adviser each semester."
"CRIM398","Research Internship","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Provides advanced majors and minors with experience conducting research in the field of criminology and criminal justice. Students will work under the supervision of a faculty member to complete research tasks that integrate learning with service. Tasks may include reviewing relevant literature, instrument development, data collection, data entry/cleaning, data analysis, codebook development, presentation of findings."
"CRIM400","Mental Health and the Criminal Justice System","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Focuses on the intersection of individuals with mental health, substance abuse, and/or severe & persistent mental illness diagnoses and the criminal justice system. Examine how individuals become involved in the criminal justice system and how the criminal justice system and other social services respond to their involvement."
"CRIM403","Organization and Administration","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Contemporary concepts, principles, and theories of organization and administration as they relate to criminal justice agencies. Historical development and modern practices of public policy."
"CRIM406","Criminal Justice Ethics","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Examines ethical issues that arise in the three major areas of criminal justice: police, courts, and corrections.  General philosophical theories of ethics as well as Codes of Ethics that operate to control the institutional and personal behavior of police, courts and correctional systems."
"CRIM413","Sociology of Deviant Behavior","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Investigates the etiology of many forms of norm-violating conduct. Rule-breaking behavior as defined by the criminal statutes."
"CRIM421","Institutional Corrections","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:In-depth analysis of the history and operation of prisons and jails in the United States and other countries. Management and operation of prisons and jails from the perspective of both employees and incarcerated persons."
"CRIM440","Domestic Violence","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Examines the criminal justice system response to domestic violence/intimate partner violence. A focus on the interactions between battered victims and components of the criminal justice system, as well as the role of the community in addressing and preventing this violence serves as the foundation for this course. Insight into factors contributing to the incidence of intimate partner violence, explore the background/history of domestic violence."
"CRIM441","Victimology","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Provides an introduction to the topics and issues that are pertinent to the study of victimology. Prevalence, predictors, and consequences of various forms of victimization, including child abuse, intimate partner violence, rape and sexual assault, stalking, and homicide over the life-course. Examines the nature of criminal justice victimization data, and the issues related to the measurement and costs of victimization."
"CRIM442","Child Abuse and Neglect","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Addresses issues related to child abuse and neglect investigation, intervention and prevention efforts facilitated through criminal justice system processes. Discusses the history of child maltreatment, definitional challenges, statistical trends, physical and behavioral indicators, mandatory reporting, investigative processes, intervention strategies and prevention efforts."
"CRIM443","Human Trafficking","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:A systematic introduction to the study of human trafficking.  Learn about what constitutes human trafficking, theories of victimization as they apply to trafficking, debates about the language and definitions surrounding sex trafficking and prostitution. Discuss the prevalence, predictors, and consequences of various forms of trafficking and critically assess efforts related to measurement, intervention, and prevision."
"CRIM444","Victims' Rights and Services","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Focuses on the experiences of victims of crime through the criminal justice system, from reporting the crime to the closure of the case. Examines types of victim services and advocacy throughout various points of the criminal justice system (police, courts, corrections), the history of victims' rights and the development of victim services over time."
"CRIM450","Drugs and Crime","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Socially constructed nature of drugs and drug policy, focusing on the variety of ways drugs and crime are connected and the socio-historical context of contemporary US drug policy."
"CRIM451","Violence","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:This course is a survey of the nature and extent of violence. The focus is on patterns of violence across social groups, the causes and correlates of violence and violent behavior, and programs/policies geared toward violence prevention and reduction. Also of interest is the relationship between theory and violence research."
"CRIM453","Sexual Offending","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Focuses on sex offenses, sex offenders and the responses of the criminal justice system. Examines applications of criminological theory to sex offending, trends and patterns of behavior, characteristic of sex offenders and the psychological and legal responses to sex crimes."
"CRIM454","Criminal Investigations","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Examines the processes, practices, and people involved in the investigation of criminal acts, highlighting recent developments in policy, tactics and technology. Explores theoretical approaches to investigating various crimes, examining how aspects of each approach can benefit investigators. Involves analysis, discussion, and learning how to complete thorough investigations that will ensure best chances for successful case prosecution in court."
"CRIM455","Gangs and Gang Control","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Focuses on American youth street gangs.  Topics include history of gangs, gang and gang member characteristics, gang life and strategies of gang control.  Link between youth street gangs, prison gangs and other deviant collectivities will be explored."
"CRIM456","Homicide Investigations","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Designed to present an overview of the crime of homicide. Attention is given to homicide data, theories of why homicides occur, types of homicide, investigating/solving homicides, prosecuting homicide cases, and the impact on co-victims and society as a whole.  Use critical thinking skills while exploring various investigative techniques."
"CRIM471","Comparative Criminal Justice Systems: England","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Specialized course which provides a comparison of the criminal justice systems of the United States and the United kingdom. Allows for an exploration of how the American system developed from the British system and why social and cultural factors influenced the differences/similarities in their development."
"CRIM474","Homeland Security","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Introduces homeland security and emergency management, including the fundamental concepts of homeland security. Covers the history of homeland security, including the field's complexity through various perspectives. Explores emergency management for a myriad of subfields, including principal hazards and the history of disasters, and the response of the homeland security apparatus. Reviews specific threats ranging from terrorism to natural disasters."
"CRIM475","International Criminology and Criminal Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Analyzes the dynamics of criminality and the social response to criminality across countries. Differences in crime and justice between developed and developing countries and between socialist and capitalist nations."
"CRIM476","Terrorism","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Development of an understanding of terrorism as a political crime. Examines social, political, and psychological aspects of this behavior."
"CRIM477","Organized Crime","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Traces the origins and historical development of the activities that have come to be known as ""organized crime."" These crimes are some of the most dangerous to American society and range from the commonly known offenses of gambling, racketeering, and narcotics trafficking to the more subtle and sophisticated, less understood but equally serious, crimes of extortion, commercial bribery, and political corruption."
"CRIM478","White Collar Crime","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Illegal acts committed by nonphysical means and by concealment or guile, to obtain money or property, to avoid the payment or loss of money or property, or to obtain business or personal advantage."
"CRIM480","Special Topics","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Analysis of contemporary special problems in the broad spectrum of criminal justice."
"CRIM495","Independent Studies","Criminology and Criminal Justice (CRIM)","Credit Hours:1-3","Description:Faculty-guided research in an area of mutual interest to the student and the instructor. Students are responsible for selecting the area of inquiry prior to contacting the instructor."
"CRIM496","Issues in Crime and Justice","Criminology and Criminal Justice (CRIM)","Credit Hours:3","Description:Identify and explore a contemporary issue relevant to crime and justice policy. Develop multimedia packages designed to educate and advocate for a chosen policy action (e.g., adoption, reform, replacement). The purpose is to integrate previous course experiences and skills, independent research, and community stakeholder engagement (via interviews) into an activity that demonstrates critical thinking, synthesis, and evaluation."
"CRIM497H","Senior Honors Project/Thesis","Criminology and Criminal Justice (CRIM)","Credit Hours:3-6","Description:Independent research project supervised by department/school faculty."
"CRIM499","Senior Assessment","Criminology and Criminal Justice (CRIM)","Credit Hours:0","Description:Part of the department's Student Outcomes Assessment effort. Designed to monitor the department's performance and to identify changes needed."
"CRIM499A","Applied Senior Assessment","Criminology and Criminal Justice (CRIM)","Credit Hours:1","Description:This course is an integrative online senior seminar to be taken during the final semester. It facilitates the transition to criminal justice professional through the use of specific assignments focused on areas of resume development, continuation of research, and reflection of academic progress."
"CZEC101","Beginning Czech I","Czech (CZEC)","Credit Hours:5","Description:Readings, writings, conversation and listening comprehension topics include family, personal information and various aspects of the Czech cultural and social life."
"CZEC102","Beginning Czech II","Czech (CZEC)","Credit Hours:5","Description:Continuation ofCZEC 101. Introduction to deference rules. Selections from contemporary media. Syntax of more complex sentences."
"CZEC201","Second-Year Czech I","Czech (CZEC)","Credit Hours:3","Description:Authentic listening and reading materials from contemporary media. Development of skills for travel and study in the Czech Republic. Introduction to Czech literature."
"CZEC202","Second-Year Czech II","Czech (CZEC)","Credit Hours:3","Description:Continuation ofCZEC 201. Preparation for a stay in the Czech Republic."
"CZEC301","Czech Culture and Society via FilmCrosslisted withFILM 301","Czech (CZEC)","Credit Hours:3","Description:Examination of major concepts of Czech culture and society via film and literature, as culture seems to be the major driving force behind many political and societal changes."
"CZEC302","Czech Cultural Studies","Czech (CZEC)","Credit Hours:3","Description:Examination of major topics of contemporary Czech culture, literature and film, including the role of the avant-garde, human rights and dissidence, and its relationship to the cultural production of other European cultures."
"CZEC361","Czech History and CultureCrosslisted withHIST 361","Czech (CZEC)","Credit Hours:3","Description:Czech history and culture from the Revolution of 1848 to the present. The reign of Hapsburg Emperor-King Francis Joseph (1848-1916), World War I and II, the Cold War, and the successor states of Czechoslovakia and the Czech Republic."
"CZEC387","Women Totalitarian Experience: Culture, Identity and MemoryCrosslisted withGERM 387,JUDS 387,WMNS 387","Czech (CZEC)","Credit Hours:3","Description:Examination of complexities of women's experience under Nazism and Communism of Central and Eastern Europe."
"CZEC391","Special Topics in Czech","Czech (CZEC)","Credit Hours:1-6","Description:Topics vary among Czech representative authors of prose, poetry, and advanced composition."
"CZEC396","Independent Study in Czech","Czech (CZEC)","Credit Hours:1-3","Description:Individual or group projects in activities such as research, literature review, extension of course work, or preparation of teaching materials, under supervision."
"DANC101","Beginning Ballet","Dance (DANC)","Credit Hours:1","Description:Basic technique and practice of classical ballet, including the ballet vocabulary."
"DANC111","Ballet I","Dance (DANC)","Credit Hours:2","Description:Classical ballet technique leading to an exact and proper application of the fundamentals and principles of ballet movement and vocabulary."
"DANC112","Beginning Modern Dance","Dance (DANC)","Credit Hours:2","Description:Introductory phase of studio training in Modern Dance.  Emphasis is placed on mastering the fundamentals of movement including style, phrasing, musicality, personal interpretation, and improvisation."
"DANC113","Modern Dance II","Dance (DANC)","Credit Hours:2","Description:Second phase of the earliest stages of studio training in Modern Dance. Beginning modern dance technique with continued emphasis on mastering the fundamentals of movement including style, phrasing, musicality, personal interpretation, and improvisation."
"DANC130","Hip Hop Dance","Dance (DANC)","Credit Hours:2","Description:Theory and practice in the history and movement vocabulary of Hip Hop Dance. Includes related Street Dance styles such as Party Dance and House Dance."
"DANC159","Introduction to Dance History","Dance (DANC)","Credit Hours:3","Description:Historical survey of dance from the late 19th through 21st Century."
"DANC171","Pilates","Dance (DANC)","Credit Hours:2","Description:Theory and practice of Pilates through the lens of various philosophies of instruction."
"DANC211","Ballet II","Dance (DANC)","Credit Hours:2","Description:The principles of classical ballet technique and vocabulary."
"DANC212","Intermediate Modern Dance","Dance (DANC)","Credit Hours:2","Description:Movement vocabulary, concepts, principles of Modern Dance techniques at the intermediate level. Broad understanding and practice of modern dance styles and cultures."
"DANC213","Modern Dance IV","Dance (DANC)","Credit Hours:2","Description:To expand the vocabulary and concepts of the Modern Dance idiom. Low intermediate modern dance technique with continued emphasis on mastering the fundamentals of movement including building technical and physical strength, musicality, facility of movement, and improvisation."
"DANC228","Music for Dance","Dance (DANC)","Credit Hours:3","Description:Rhythmic reading and analysis, dance accompaniment techniques, music resources and the interrelationship of sound to movement. The use of percussion instruments and sound inventions in the theory and practice of accompaniment for dance."
"DANC271","Bartenieff Fundamentals","Dance (DANC)","Credit Hours:2","Description:Principles and basic exercises of Bartenieff Fundamentals, an integrative approach to patterning efficient movement and increasing body awareness for dancers and non-dancers alike."
"DANC272","Tai Chi","Dance (DANC)","Credit Hours:2","Description:Introduction to the movement and philosophy of Tai Chi (also known as Taijiquan), an ancient Chinese martial art."
"DANC300","Dance Composition","Dance (DANC)","Credit Hours:3","Description:Structural organization of the elements of movement. Theory and practice in the craft of dance composition. Concepts, content, and their perceptual validity through movement."
"DANC301","Dance Techniques","Dance (DANC)","Credit Hours:1-3","Description:Modern dance technique with emphasis on mastering the fundamentals of movement including style, phrasing, musicality, personal interpretation, and improvisation."
"DANC312","Advanced Modern Dance","Dance (DANC)","Credit Hours:2","Description:Movement vocabulary, concepts, principles of modern dance techniques at the advanced level. Advanced technical, artistic, and contemporary practice of modern dance."
"DANC313","Modern Dance VI","Dance (DANC)","Credit Hours:2","Description:Challenges the student to increase their vocabulary and technical ability at the (high) intermediate level of modern dance technique, with an emphasis on improvisation."
"DANC338","Dance Kinesiology and Injury Prevention","Dance (DANC)","Credit Hours:3","Description:Biomechanical principles affecting the structure and function of the musculoskeletal system. Causes, treatment methods, and prevention of dance-related injuries. Body conditioning programs for injury prevention."
"DANC349","Dance, Culture, and Politics","Dance (DANC)","Credit Hours:3","Description:Focuses on understanding how dance practices are embodied enactments of specific historical, cultural, and political developments."
"DANC360","Repertory, Improvisation and Performance","Dance (DANC)","Credit Hours:1","Description:Rehearsal of dance repertory. Participation in the creation of original works. Application of improvisational techniques."
"DANC361","Contact Improvisation","Dance (DANC)","Credit Hours:2","Description:Contact Improvisation is a technique in which points of physical contact provide the starting point for movement improvisation. Emphasis is on spontaneity, collaboration, movement awareness, full and partial weight-sharing, and touch."
"DANC398","Special Topics in Dance","Dance (DANC)","Credit Hours:1-3","Description:Requires analysis and annotation of a major original choreographic work, a solo performance in a major dance work and participation in a technique course offered with a guest artist in a medium not usually offered in the program, or an advanced research project."
"DANC411","Ballet IV","Dance (DANC)","Credit Hours:2","Description:Application of advanced classical ballet technique and performance styles."
"DANC412","Modern Dance VII","Dance (DANC)","Credit Hours:2","Description:Application of advanced modern dance techniques to styles of performance. Repertory work and extended preparation of complex movement phrases."
"DANC413","Modern Dance VIII","Dance (DANC)","Credit Hours:2","Description:Challenges the student to find and apply his or her own physical/artistic style in the performance of modern dance technique with the emphasis on activities to prepare the student for post university dance life."
"DANC448","Dance Pedagogy","Dance (DANC)","Credit Hours:3","Description:Methods and materials for the teaching of dance. Alignment analysis of the theory and execution of technique leading to structuring exercise progressions, developing lesson plans, creating course outlines. Teaching observations and teaching practice."
"DANC469","Seminar in Dance","Dance (DANC)","Credit Hours:3","Description:Survey and history of major critical writings on dance with emphasis on a sound and supportive approach to viewing, reviewing, and critically analyzing the dance art form."
"DANC496","Independent Study/Internship","Dance (DANC)","Credit Hours:1-6","Description:Field work in dance, dance teaching, or a specifically arranged course of dance study under the supervision of a faculty adviser."
