"code","level","title","credits","subject","description"
"EDCA631","Graduate","Advanced Methods of STEM Assessment","3","Ed Cert of Advanced Grad Study","This course focuses on advancing student and teacher assessment practices that are aligned with STEM content and education. A focus is placed on the application of advanced assessment methods within a learning context."
"EDCA635","Graduate","Advanced Applications in Assessment and Evaluation","3","Ed Cert of Advanced Grad Study","Students apply forms of assessment and evaluation learned in the first-level course to their own classrooms, school buildings or education systems."
"EDCA636","Graduate","Enhancing STEM Assessment Practices with Advanced Applications","3","Ed Cert of Advanced Grad Study","This course focuses on students leveraging advanced applications of STEM-aligned teaching and student assessment and evaluation practices to support student growth and academic success.  This includes designing and using practices that help monitor teaching and learning progress over varying lengths of time.  "
"EDCA640","Graduate","Practices in Leadership and Organizations","3","Ed Cert of Advanced Grad Study","Are teachers leaders?  How has the role of the school administrator evolved? Students in this class examine the body of leadership research within the context of educational organizations and explore the relationship between leadership style and educational leadership.
"
"EDCA645","Graduate","Complexities in Leadership","3","Ed Cert of Advanced Grad Study","How can educators use their leadership styles on behalf of their students? This course provides an in-depth exploration of the processes of maximizing educators' skills to effect positive change in classrooms or other education settings."
"EDCA650","Graduate","Practices in Learning and Development","3","Ed Cert of Advanced Grad Study","Learning is the process of constructing meaningful connections. Class participants explore and apply theories of  learning and human development in the context of educational settings.
"
"EDCA651","Graduate","Advanced Methods of STEM Instruction","3","Ed Cert of Advanced Grad Study","This course advances teacher thinking about what makes STEM instruction unique from other types of instruction.  A focus is on the advanced methods of STEM instructional practices and identifying opportunities for continued instructional improvements."
"EDCA655","Graduate","Advanced Applications in Learning and Development","3","Ed Cert of Advanced Grad Study","Though we know the developmental stages of the children with whom we work and the adults with whom we interact, how do we maximize those efforts in real life? This class explores in-depth the processes involved in interactions with children and adults in order to ensure progressive change.
"
"EDCA656","Graduate","Enhancing STEM Instruction with Advanced Applications","3","Ed Cert of Advanced Grad Study","This course elevates the students thinking and understanding of advanced STEM instructional practices, giving a particular focus to instructional practices that are aligned with practices with science, technology, engineering, and mathematics. A focus is placed on the application of these advanced practices within the classroom."
"EDCA701","Graduate","Shaping Organizations in Competency-Based Education","3","Ed Cert of Advanced Grad Study","This course will explore strategies to collaboratively develop visions, mission, and goals with various stakeholders within a Competency-Based Education system. It combines in-depth research, reflection, discussion and application to a variety of ways that competency-based education is and can be implemented. Over the course of eight weeks students will share innovative ideas for Competency-Based environments within their program cohort and outside stakeholders.  These ideas will be further developed into applicable plans that may be initiated in the student's working environment. Research information will be shared resulting in a rich bank of resources that each student may access throughout the program.  "
"EDCA702","Graduate","Practices & Applications for Reflective Leadership","3","Ed Cert of Advanced Grad Study","This course focuses on the advanced reflective practices of leaders and how those practices support organizations in evolving to meet the needs of competency-based education. This blended learning course will include examination of types of leadership as well as self-assessment and reflective activities designed for leaders at any level to improve practice in guiding, supporting, facilitating, nudging, encouraging, and directing others towards a competency-based, student-centered environment. Students practice skills taught and then apply them in assigned and overt ways throughout the course in their authentic settings. Reflection is required on learning, implementation and on examples of implementation of skills learned throughout the course. "
"EDCA703","Graduate","Distributive Leadership in Competency-Based Education","3","Ed Cert of Advanced Grad Study","This course builds on the concept of active communities of practice in elevating distributive leadership with the outcome of school improvement at all levels. There is an emphasis on experimentation and application of collaborative leading in authentic environments as well as building and supporting teacher leadership. Participants consider what it means to be a leader; assess who it is within an education organization that can exercise effective leadership; build leadership qualities in others and address how teachers exercise leadership collaboratively. "
"EDCA704","Graduate","Place-Based Learning Partnerships","3","Ed Cert of Advanced Grad Study","Place-Based Education connects learning to communities, the world, and to student’s cultures and family context, allowing students to find their place in a world that extends beyond school. With intentionality, place-based learning builds agency, equity, community, and cultural competence. It provides a context for learning through four dimensions: motivational, instructional, environmental, and cultural. In this course, participants will explore and build community partnerships and cultural connections, and examine the ways in which schools and classrooms incorporate and celebrate these aspects or marginalize certain communities or cultural behaviors.  In addition, participants will develop policies that are responsive to the diverse cultures within their communities and incorporate community partnerships in the development and implementation of curricula."
"EDE483","Undergraduate","Advanced Educational Entrepreneurial Competencies","9","Educational Entrepreneurship","This course gives students the opportunity to explore personal pathways in various educational and entrepreneurial fields. 
For EDUpreneurs, this course is an individually designed and supported experiential learning experience to explore the relevant methods in a field of choice while partnered with a field-based mentor. Students will create and engage in personalized learning plans guided by best practices. Topics include: leadership, effective teams, critical thinking, inquiry, creativity, and collaborative problem solving. This course serves as the individualized Capstone project. "
"EDGM610","Graduate","Mathematics as a Second Language","3","Education - Mathematics","The fundamentals of mathematics begins with a solid understanding of arithmetic, and its relationship to all strands of mathematics. As the program’s signature course, the major theme of Mathematics as a Second Language, is understanding algebra and arithmetic through language. The objective is to provide a solid conceptual understanding of the operations of arithmetic, as well as the interrelationships among arithmetic, algebra, and geometry. Topics include arithmetic vs. algebra; solving equations; place value and the history of counting; inverse processes; the geometry of multiplication; the many faces of division; rational vs. irrational numbers and the one-dimensional geometry of real numbers."
"EDGM615","Graduate","Calculus for Teachers","3","Education - Mathematics","This course builds upon prior courses in arithmetic, algebra, and geometry. It is designed to introduce teachers to the branch of mathematics known as calculus in a way that relates calculus to the mathematics taught in the K-8 classroom. Topics include the idea of a limit, the concept of instantaneous change and the derivative of a function, calculation of area, the definite integral and, the Fundamental Theorem of Calculus. Course goals include reinforcing and extending arithmetic, algebra, and geometry knowledge and skills through problem solving involving calculus, and empowering teachers with a deep understanding of how capability in K-8 arithmetic and algebra is foundational for success in higher-level mathematics. "
"EDGM616","Graduate","Number Theory for Teachers","2","Education - Mathematics","This course introduces teachers to the branch of mathematics known as number theory, in which one studies properties of positive integers with respect to the operations of multiplication and division. Teacher knowledge and practices explored in this course include the properties of prime and composite numbers, the sieve of Eratosthenes and distributions of primes and composites, the fundamental theorem of arithmetic, properties of greatest common factors and methods of computing greatest common factors, properties of least common multiples, use of base ten and expanded notation, writing numbers and computing in different bases, basic ideas of modular arithmetic, the Division Algorithm, the Euclidean Algorithm, letter arrangements and lottery problems, counting problems, and problem solving in various contexts."
"EDGM640","Graduate","Applying Research in Effective Mathematics Leadership","1","Education - Mathematics","This course examines the research around effective leadership in mathematics, focusing on the idea of leadership capacity (Lambert, L. 2003) and the role of teacher leadership in supporting systemic improvement in mathematics. The program, in its entirety, was begun as a way to support school improvement through the development of a cadre of highly knowledgeable teacher leaders who can facilitate discussion and guide action in identified areas of need. Many teacher leadership ideas are woven throughout the entire program and this class aims to delve further into the research around effective teacher leadership as the participant develops a small impact plan to support areas of improvement identified in the school’s mathematics action plan. The participant, along with the school administration, work together to identify the focus of the impact plan and to implement it within the school system."
"EDGM680L","Graduate","Classroom Lab Experience I: Exploring Mathematics Lesson Development","1","Education - Mathematics","All teachers teach, but the great teachers work on their teaching every day. They view continual improvement as central to their work and understand that the quest for teaching excellence begins on the first day they enter the classroom and continues throughout their teaching career.  This laboratory experience is designed to help participants build the habits of mind and habits of action that can guide ongoing and continual development of the unique concepts, skills, and knowledge needed to be a great math teacher. This exploration combines reading and contemplation of research central to our profession, collaboration with colleagues and a Mentor, and informal recording and reflection on daily instructional practice.  Participants will explore pedagogical ideas central to effectively teaching mathematics in ways that work for all students, apply equity based principles in their mathematics lesson creation and implementation, and practice important, research-based instructional techniques in their classroom.  This lab experience begins the two year mentoring experience that includes a series of classroom based observation, interaction and feedback opportunities."
"EDGM681L","Graduate","Classroom Lab Experience II: Exploring Mathematics Lesson Development","1","Education - Mathematics","This laboratory experience continues the focus on daily mathematics instruction, providing participants opportunities for practical application of effective, engaging and meaningful instruction.  In this lab experience participants will build on their exploration from Classroom Lab Experience I by reflecting on and synthesizing their previous classroom investigations culminating in a model lesson that incorporates principles of equity and sound pedagogical practice.  This lab experience continues and extends the mentoring component of the program as mentor and participant work together towards effective instruction for all students."
"EDGM682L","Graduate","Classroom Lab Experience III: Exploring Mathematics Curriculum & Content-based Formative Assessment","1","Education - Mathematics","Classroom Lab Experience III: Exploring Mathematics Curriculum and Content-based Formative Assessment

Classroom Lab experience III is a logical continuation of earlier lab experiences in which participants continue to be actively engaged in the intentional and systematic improvement of specific math teaching skills and strategies. Formative assessment in mathematics, overarching mathematical concepts that are the hallmarks of effective mathematics curricula, and problem-based instruction are the major foci for this lab experience.  This lab, along with the previous lab opportunities and the experiences of being a student of mathematics in the VMI content courses, should motivate participants to think deeply about their own instruction and to work doggedly on specific aspects of mathematics teaching. Through earlier discussions about mathematics teaching and learning as well the mathematics curriculum considerations involved in this lab, it is expected each VMI participant will have a clear and thoughtful answer to the question, “What are you working on to improve your math instruction?”"
"EDGM697","Graduate","Teaching, Learning and Leading: Effective Mathematics Instruction for All Students","2","Education - Mathematics","For all students to gain mathematical proficiency, schools, teacher leaders and teachers must address key issues at both the classroom and system level.   First, they must complete the shift from math teaching as computational and symbol manipulation to instruction that builds deep understanding of foundational mathematical concepts to a level that supports transfer of knowledge to higher levels of mathematics, to mathematics for citizenship and daily life, and to the mathematics demanded in today’s workplace. Second, they must change mathematics instruction that, for the most part, continues to be based on showing and telling, to instruction characterized by orchestrating learning through engaging tasks that require students to grapple and persevere (Leinwand, 2012). Although these features of highly effective mathematics instruction have been known for decades, if all students are to learn important mathematics the charge is to move from “localized pockets” of instructional excellence to “systemic excellence.” (Principles to Action, 2014).   Research suggests that the greatest influence on how a teacher teaches is what and how they were taught (Ball, D, 1988).  This suggests that all math teachers and the leaders that support individual and systemic change must first experience, learn and understand deeply the ways they must teach their students. Finally, “Teachers are among the most powerful influences in learning” (Hattie, 2012). Thus, the promise of highly effective mathematics instruction for all students is dependent upon deeply knowledgeable, capable and accomplished teachers and math leaders across systems.    
 

This course is the first in the program’s multi-course sequence focusing on mathematics teaching and learning. It is designed to introduce and examine concepts that form the foundation of highly effective instruction across grades K-8. The courses Essential Mathematics of the Primary Grades and Essential Mathematics of the Elementary Grades follow and build on this course by providing a deep and specific exploration of how the concepts examined in this course apply to highly effective math instruction at specific grade spans.  "
"EDGM698","Graduate","Essential Mathematics of the Primary Grades","2","Education - Mathematics","This course builds teacher knowledge about the ways in which students construct essential mathematical understanding of numbers and additive reasoning. Teachers will focus on the development of early numeracy and its essential components, the structure of our base-ten system,  and the importance of using mathematical models. Teachers will review effective instructional and assessment approaches that address the Common Core State Standards for Mathematics (CCSS-M) for students in grades K-2.  

While a deep understanding of foundational numeracy concepts and additive reasoning is of critical importance for PreK-2 classroom teachers, this course is equally helpful to interventionists, special educators, math specialists and coaches, and administrators. "
"EDGM699","Graduate","Essential Mathematics of Elementary Grades","2","Education - Mathematics","This course will focus on building teacher knowledge about how students construct essential mathematical understanding of the major, overarching mathematical themes of multiplicative and fractional reasoning. Participants will explore the learning progressions associated with these critical mathematical ideas and understand the models and strategies that students use to build a deep understanding of the associated concepts. Participants will examine the mathematical concepts that precede the multiplication and fraction topics as well as the concepts that build from these critical understandings.  Participants will review research-based practices for high quality mathematics instruction and assessment to address the Common Core State Standards for Mathematics for students in grades 3 – 5. While a deep understanding of multiplicative and fractional reasoning is critically important for grades 3 – 5 classroom teachers, the material in this course is essential content knowledge for all PreK-8 teachers and is equally helpful to interventionists, special educators, math specialists and administrators."
"EDGM701","Graduate","Functions and Algebra I","2","Education - Mathematics","This course builds upon the prior course Mathematics as a Second Language and extends and reinforces the learning from that course.  Participants will obtain a deep understanding of the concept of a function, appreciate the pervasiveness of the function idea in everyday life, and engage in a variety of problem solving activities that hone arithmetic and algebra skills. Topics include functions, graphs, inverse functions, linear functions, the algebra and geometry of straight lines, linear inequalities, solving linear equations, and an introduction to nonlinear functions. 

The central idea in this course is the notion of a function, which is an extremely powerful concept that provides an overarching umbrella for the study of patterns, tables, formulas, and graphs.  "
"EDGM702","Graduate","Statistics I for Teachers","3","Education - Mathematics","This course begins the study of statistical thinking and provides an introduction to descriptive statistics with an emphasis on applications in education as well as connections to other areas of K-8 mathematics. Topics include graphical and numerical organization and presentation of data, summary statistics for quantitative data, including measures of center, and measures of variability, properties of the normal curve, placement of individuals within a distribution, and measures of relationship between variables. This course forms the foundation for, and is closely linked to, participants’ later work in inferential statistics, educational assessment and school-based research. "
"EDGM703","Graduate","Geometry for Teachers","3","Education - Mathematics","This course introduces teachers to the study of Geometry, a major area of mathematics in its own right, but one that is also integrally related to other areas of mathematics. This course highlights the intimate relationship among arithmetic, algebra and geometry and examines the importance of geometric imagery, the characteristics of geometric figures, and the idea that behind every measurement lies a geometric concept. This course examines decomposing, rearranging and shearing as a way to understand why a measurement formula works; symmetry as an important geometric concept; and, the use of conjecture in geometric investigations. "
"EDGM704","Graduate","Functions and Algebra II","2","Education - Mathematics","This course builds upon the prior courses Mathematics as a Second Language and Functions and Algebra I, and reinforces the learning from both courses.  Participants will broaden the scope of their knowledge of functions from linear functions to nonlinear functions that are quadratic, exponential, or logarithmic.  The course divides into three units.  The first unit is devoted to quadratic functions, parabolas, and related problem solving. The second unit is centered on exponents and includes the basic rules of exponents, exponential functions with different bases, an introduction to the number e, applications to compound interest and continuously compounded interest, and related problem solving. The third unit extends the study of exponential functions to their inverse--logarithmic functions. Development of concepts will include exponential growth and decay, logarithms, and application to financial, biological, physical and ecological systems."
"EDGM705","Graduate","Statistics II for Teachers","2","Education - Mathematics","As discussed by Moore and Cobb (1997), “Statistics is a methodological discipline.  It exists not for itself, but rather to offer to other fields of study a coherent set of ideas and tools for dealing with data.  The need for such a discipline arises from the omnipresence of variability.”  The Guidelines for Assessment and Instruction in Statistics Education (GAISE) Report, endorsed by the American Statistical Association, is the authoritative report that guides curricular decisions in K-12 and college education. The GAISE report describes this focus on the omnipresence of variability as the distinguishing feature of statistics education and the idea that sets statistics apart from mathematics.  As described in the report (2005), “a major objective of statistics education is to help students develop statistical thinking.  Statistical thinking, in large part, must deal with this omnipresence of variability; statistics problem solving and decision making depend on understanding, explaining, and quantifying the variability in the data.” (p. 6) 

This course provides an introduction to inferential statistics with an emphasis on statistical concepts and measures related to educational assessment. Participants apply their understanding of both descriptive and inferential statistics to interpret and critique educational research studies and analyze and interpret summative and formative assessment results.  This course is designed to prepare teachers to lead their schools in understanding the meaning and appropriate uses of educational assessment data. Topics include sampling and sampling distributions, normal curve; point and interval estimation, margin of error, confidence intervals and hypothesis tests. 

The content in this course builds upon previously completed introductory work in the program’s Statistics I course and is closely linked to participants later work in school-based research. "
"EDGR510","Graduate","Foundations of Advanced Teaching Practice","3","Education-Field Based Ed","Exploring the latest trends and knowledge of advanced teaching practices is a source of inspiration for educators looking to continually have a positive impact on students.  Through this exploration, educators can continue to advance their professional skill.  In this course, students are given the opportunity to connect their work to contemporary trends, approaches, and evidenced-based research that are especially relevant to their practice, and integrate new thinking, skills, and strategies into their professional setting.  "
"EDGR520","Graduate","Becoming a More Reflective Practitioner","3","Education-Field Based Ed","Perhaps no other quality distinguishes highly effective teachers more than their ability to reflect upon and construct meaning from their professional experiences. This skill allows them to gain new insights into their motivations for teaching, deepen their interactions with students and peers, and improve their practice in meaningful ways. In this course, students explore a variety of approaches, strategies, and models for developing as reflective practitioners. "
"EDGR530","Graduate","Cultivating Community In & Out of the Classroom","3","Education-Field Based Ed","Learning communities today expand well beyond the traditional classroom walls.  Educator practices have evolved to incorporate the influence and collaboration of various stakeholders to enrich learning experiences for students and create a deeper connection between schools and local/global communities.  In this course, students explore strategies for engaging with internal and external stakeholders to develop a shared vision for their classroom community and enhance learning experience through those collaborations."
"EDGR540","Graduate","Strategies for Impactful Professional Collaboration","3","Education-Field Based Ed","By its nature, the goal of meeting the needs of all students requires a collaborative approach, but that can be challenging for teachers given the considerable demands placed on their time. This course is designed to help educators examine various best practices for getting the most out of professional collaboration by leveraging opportunities in an intentional and systematic manner."
"EDGR561","Graduate","Foundations of the STEM Classroom","3","Education-Field Based Ed","This course creates an opportunity for teachers to explore foundational characteristics of teaching and learning that are at the core of a STEM classroom.  Topics explored can include constructivism, social learning, classroom relevancy, and constructive experimentation. "
"EDGR562","Graduate","Advanced Practices for the STEM Classroom","3","Education-Field Based Ed","This course focuses on advanced practices and characteristics of the STEM classroom.  A special focus is placed on the differentiation and personalization of the STEM classroom to meet student needs and fostering student autonomy within the classroom. "
"EDGR563","Graduate","Providing Effective STEM Leadership","3","Education-Field Based Ed","In this course, teachers analyze school, classroom, and student data to develop a customized vision for STEM teaching and learning within their organization.  A focus is also placed on the existing curriculum and teaching practices to determine the development required to achieve this vision. 
"
"EDGR564","Graduate","Developing Systems to Sustain STEM Implementation","3","Education-Field Based Ed","This course focuses on teachers designing and implementing a plan to achieve a vision for STEM teaching and learning.  Key focus areas include building teacher and student capacity for STEM teaching and learning."
"EDGR600","Graduate","Profile Seminar","1","Education-Field Based Ed","This seminar is taken at the start of the program and is a prerequisite for admission into the graduate program.  Students determine how the program best serves their professional goals and meet with faculty to determine whether these goals can be met.  Students in this seminar are oriented to the program and begin to shape their courses of study and future integrative activities."
"EDGR601","Graduate","Action Research Practicum I","1","Education-Field Based Ed","This seminar reviews the entire Action Research process and sequence.  Students are expected to begin to conceptualizing their practicum topics and developing research questions specific to their work environments."
"EDGR602","Graduate","Action Research Practicum II","1","Education-Field Based Ed","This seminar continues the Action Research process through collegial networking and discussion. Students address literature and research reviews and develop data collectors for researching their environments.  The concept of triangulation to maximize the reliability of developed assessment tools is stressed as part of the research design."
"EDGR603","Graduate","Action Research Practicum III","1","Education-Field Based Ed","Students in this session begin collecting data using the tools they developed in the previous seminar.  This collection occurs over a period of time to ensure complete acquisition of data and assessment information.  Networking with classmates to draw upon the ""collective genius"" of the cohort is part of the process."
"EDGR604","Graduate","Action Research Practicum IV","1","Education-Field Based Ed","Students examine in detail the information they have collected for their studies.  Trends are identified and options for change are discussed. Students identify and implement plans of action."
"EDGR610","Graduate","Dimensions of Curriculum and Management","3","Education-Field Based Ed","This course examines the knowledge and skills a professional educator needs to exercise leadership in curriculum development, implementation and assessment."
"EDGR615","Graduate","Curriculum and Management Decision Making","3","Education-Field Based Ed","In this second-level course, processes involved in curriculum implementation are stressed, practiced and related specifically to students' school settings or education environments."
"EDGR619","Graduate","Supervision, Evaluation, and Teacher Growth","3","Education-Field Based Ed","The learning strand in curriculum and instruction examines the body of research considered to lead to best practices in the delivery of curriculum within the classroom. What exactly are best practices? Who decides? How can leaders help teachers to be effective in the areas of curriculum, instruction, and assessment? The relationship between society’s demands, cultural pressures in and on schools, the moment by moment choices teachers make in their classrooms, and the supervision and evaluation systems that lead to the highly effective and efficient uses of those moments are explored. 

Specifically, this course takes a look at ways in which to ensure an engaged workforce within a learning organization through the application of appreciative management supervision strategies. In particular, we will examine how to manage and supervise employees working within a bargaining unit context in order to ensure that students have equitable access to excellent opportunities to learn. We will also examine best practices in the supervision and evaluation of curriculum development and implementation within the classroom.
"
"EDGR620","Graduate","Dimensions of Teaching/Instructional Technology","3","Education-Field Based Ed","Is teaching an art or a science In what ways can it be enhanced through technology  Course participants investigate the act of teaching and the integration of technology to construct relevant learning experiences for themselves and their students."
"EDGR625","Graduate","Teaching and Instructional Technology Applications","3","Education-Field Based Ed","This second-level course intensifies the effort to determine the best processes to integrate the varying forms of instructional technology into different disciplines and environments on behalf of students."
"EDGR630","Graduate","Dimensions of Assessment and Evaluation","3","Education-Field Based Ed","How are assessment and evaluation part of the learning process?  What works in assessment? Participants in this course examine assessment and evaluation approaches and give special attention to developing products, such as Portfolio."
"EDGR635","Graduate","Applications in Assessment/Evaluation","3","Education-Field Based Ed","Students apply forms of assessment and evaluation learned in the first-level course to their own classrooms, school buildings or education systems."
"EDGR640","Graduate","Dimensions of Leadership & Organization","3","Education-Field Based Ed","Are teachers leaders?  How has the role of the school administrator evolved?  Students in this class examine the body of leadership research within the context of educational organizations and explore the relationship between leadership style and educational leadership."
"EDGR641","Graduate","Transformative Teacher Leadership","3","Education-Field Based Ed","Teacher leadership is essential to supporting system-wide change and building a school’s capacity to advance the student’s experience.   In this course, students will explore and develop the skills and strategies necessary to embrace formal and informal leadership roles and have an influence that extends well beyond their classroom."
"EDGR645","Graduate","Challenges in Leadership","3","Education-Field Based Ed","How can educators use their leadership styles on behalf of their students?  This course provides an in-depth exploration of the processes of maximizing educators' skills to effect positive change in classrooms or other education settings."
"EDGR650","Graduate","Dimensions in Learning and Development","3","Education-Field Based Ed","Learning is the process of constructing meaningful connections.  Class participants explore and apply theories of learning and human development in the context of educational settings."
"EDGR652","Graduate","Teaching for Educational Equity","3","Education-Field Based Ed","The classroom, be it brick-and-mortar or virtual, represents the heart of the educational process, but for many students, it is not always designed with consideration for their unique backgrounds, needs, or abilities. In this course, students explore advanced strategies for promoting equity and fairness in the learning process through the design and implementation of developmentally, linguistically, and culturally appropriate instruction. "
"EDGR655","Graduate","Learning and Development Applications","3","Education-Field Based Ed","Though we know the developmental stages of the children with whom we work and the adults with whom we interact, how do we maximize those efforts in real life?  This class explores in-depth the processes involved in interactions with children and adults in order to ensure progressive change."
"EDGR659","Graduate","Community Collaboration for School Leaders","3","Education-Field Based Ed","How might we engage with children and adults in our school communities in order to promote positive change? Participants explore theories, research, policies, and processes related to building and maintaining family and community involvement in education."
"EDGR660","Graduate","Purposeful Planning & Design","3","Education-Field Based Ed","Increasingly, the demands placed on teachers and the complex context of the classroom make instructional planning one of the most challenging aspects of the teaching profession. Yet, effectively anticipating the needs of students can have a profound impact on the success of a module, lesson, or unit. In this course, students explore a variety of advanced, evidence-based methods and approaches for designing instruction that address the needs of individual students.  "
"EDGR661","Graduate","Meaningful Assessment Practices to Promote Learning","3","Education-Field Based Ed","When properly integrated, assessment methods can provide students with rich feedback and a sense of agency over their own learning. In this course, students explore various approaches to learning assessment that transcend accountability-based approaches in lieu of those that enable more dynamic interaction between students and the teacher, while simultaneously providing the empirical data necessary for making informed instructional decisions. "
"EDGR662","Graduate","Authentic & Experiential Learning Practices","3","Education-Field Based Ed","A hallmark of advanced educational practice involves the design of experiences that place the student in an authentic context in which they possess agency and take an active role in their own learning. In this course, students explore various evidence-based approaches for designing and implementing experiential learning practices. "
"EDGR690","Graduate","Capstone Seminar","1","Education-Field Based Ed","This seminar is taken at the final stage of the program.  It provides an opportunity for students to celebrate the professional milestones that they have achieved as they complete the master of education program.  This also is the occasion for extending and celebrating professional growth by sharing key insights or research results from the practicum with the professional community."
"EDGR697","Graduate","Practitioner Research in Advanced Planning","3","Education-Field Based Ed","In this project-based course, students draw upon earlier coursework to conduct a systematic investigation and improvement of an aspect of their own instructional planning and design processes. The resulting project involves the incorporation of new approaches or models gathered from empirical research, as well as strategies for addressing the needs of a diverse set of students. "
"EDGR698","Graduate","Practitioner Research in Advanced Assessment Strategies","3","Education-Field Based Ed","In this project-based course, students draw upon earlier coursework to conduct a systematic investigation and improvement of an aspect of their own assessment practices. The resulting project involves the incorporation of new approaches or models gathered from empirical research, as well as strategies for addressing the needs of a diverse set of students."
"EDGR699","Graduate","Practitioner Research in Advanced Delivery Models","3","Education-Field Based Ed","In this project-based course, students draw upon earlier coursework to conduct a systematic investigation and improvement of an aspect of their own approaches to instructional delivery. The resulting project involves the incorporation of new approaches or models gathered from empirical research, as well as strategies for addressing the needs of a diverse set of students."
"EDGR701","Graduate","Envisioning Organizations in Competency-Based Education","3","Education-Field Based Ed","This course will explore strategies to collaboratively develop visions, mission, and goals within a Competency-Based Education system. It combines in-depth research, reflection, discussion and application to a variety of ways that competency-based education is and can be implemented. Over the course of eight weeks students will share innovative ideas for Competency-Based environments that will be developed into applicable plans that may be initiated or presented in the student's working environment. Research information will be shared resulting in a rich bank of resources that each student may access throughout the program."
"EDGR702","Graduate","Reflective Leadership Practices & Applications","3","Education-Field Based Ed","This course focuses on the reflective practices of leaders and how those practices support organizations in evolving to meet the needs of competency-based education. This blended learning course will include examination of types of leadership as well as self-assessment and reflective activities designed for leaders at any level to improve practice in guiding, supporting, facilitating, nudging, encouraging, and directing others towards a competency-based, student-centered environment. Students practice skills taught and then apply them in assigned and overt ways throughout the course in their authentic settings. Reflection is required on learning, implementation and on examples of implementation of skills learned throughout the course. "
"EDGR703","Graduate","Shared and Distributive Leadership in CBE","3","Education-Field Based Ed","This course builds on the concept of active communities of practice in elevating distributive leadership with the outcome of school improvement at all levels. There is an emphasis on experimentation and application of collaborative leading in authentic environments as well as building and supporting teacher leadership. Participants consider what it means to be a leader, who it is within an education organization who can exercise effective leadership, and how teachers exercise leadership collaboratively. "
"EDGR704","Graduate","Place-Based Learning and Cultural Competence","3","Education-Field Based Ed","Place-Based Education connects learning to communities, the world, and to student’s cultures and family context, allowing students to find their place in a world that extends beyond school. With intentionality, place-based learning builds agency, equity, community, and cultural competence. It provides a context for learning through four dimensions: motivational, instructional, environmental, and cultural. In this course, participants will explore and build community and cultural connections, and examine the ways in which schools and classrooms incorporate and celebrate these aspects or marginalize certain communities or cultural behaviors. "
"EDGR900","Professional","Doctoral Profile Seminar","1","Education-Field Based Ed","This seminar is taken at the start of the program and is a prerequisite for admission. Students determine how the program best serves their professional goals and meet with faculty to determine whether these goals can be met. Students in this seminar are oriented to doctoral-level work and begin to shape their courses of study and program activities."
"EDGR912","Professional","Innovative Leadership","3","Education-Field Based Ed","This course builds on foundational leadership theories and discussions and focuses on innovation as a complex, organization-wide endeavor that requires a specific set of crosscutting leadership practices. These practices that intentionally structure, organize, and encourage innovation are explored collaboratively and in specific contexts."
"EDGR914","Professional","Leading a Culture of Abundance","3","Education-Field Based Ed","This course combines an exploration of leadership principles, concepts, theories, and practices with personal appreciative reflection in order to provide opportunities to discover how opportunities can be cultivated within an organizational context and for the benefit of individuals within an organizational context."
"EDGR916","Professional","Social Entrepreneurial Leadership","3","Education-Field Based Ed","This course examines social entrepreneurial leadership and approaches that help drive innovation and transformation. In addition to a theoretical and generalized focus on social entrepreneurial leadership, a variety of social enterprises with mission-driven and values-based leadership are explored to uncover inspiration for developing personal leadership."
"EDGR918","Professional","Sociocultural Perspectives","3","Education-Field Based Ed","This course provides an opportunity for leaders to expand their understanding of important sociocultural trends and their application to leadership in an increasingly diverse world. A focus is placed on individual and group voice in communities, assessing one’s own biases, and relativistic decision-making to establish an ethical understanding of culture as a leader."
"EDGR922","Professional","Organizational Analysis","3","Education-Field Based Ed","This course provides a foundation for considering the complexities of organizations by drawing upon theories in behavioral and physical science that contribute to a better understanding of human and organizational development."
"EDGR924","Professional","Organization Innovation","3","Education-Field Based Ed","This course builds on foundational organization and analysis topics and invites exploration of the types, levels, and stages of organizational innovation. Consideration is given to innovation as both an outcome and as a process associated with organizational development."
"EDGR926","Professional","Organizations and Positive Social Change","3","Education-Field Based Ed","This course invites consideration of the role organizations have in positive social change. Scholarly, applied, and inspirational explorations uncover the actions, behaviors, relationships, and activities for strategic advocacy as well as the leadership for fostering ongoing, multi-stakeholder engagement in positive social change."
"EDGR928","Professional","Thriving Organization Culture","3","Education-Field Based Ed","This course focuses attention on organizational habits and leadership strategies that are instrumental in cultivating and sustaining an organizational culture for supporting members of the organization, inspiring actions in accordance with a positive emotional commitment, and fostering productive mindsets."
