"code","title","credits","department","campus"
"DLTP-D 109","DENTAL ANATOMY AND OCCLUSION",4,"IU Fort Wayne","Fort Wayne"
"DLTP-D 110","INTRODUCTION TO DIGITAL DENTISTRY",1,"IU Fort Wayne","Fort Wayne"
"DLTP-D 111","HISTORY ETHICS ORGANIZATION",1,"IU Fort Wayne","Fort Wayne"
"DLTP-D 112","DENTAL ANATOMY",4,"IU Fort Wayne","Fort Wayne"
"DLTP-D 113","BASIC PHYSICS, CHEMISTRY AND DENTAL MATERIALS",5,"IU Fort Wayne","Fort Wayne"
"DLTP-D 114","OCCLUSION",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 123","FIXED PROSTHODONTICS I",4,"IU Fort Wayne","Fort Wayne"
"DLTP-D 124","REMOVABLE PROSTHODONTICS I",4,"IU Fort Wayne","Fort Wayne"
"DLTP-D 125","CROWN AND BRIDGE PROSTHODONTICS I",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 126","ORTHODONTIC-PEDODONTIC APPLIANCES I",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 127","COMPLETE DENTURE PROSTHODONTICS I",4,"IU Fort Wayne","Fort Wayne"
"DLTP-D 128","PARTIAL DENTURE PROSTHODONTICS I",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 129","DENTAL CERAMICS I",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 215","CROWN AND BRIDGE PROSTHODONTICS II",4,"IU Fort Wayne","Fort Wayne"
"DLTP-D 216","ORTHO-PEDO APPLIANCE II",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 217","COMPLETE DENTURE PROSTH II",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 218","PARTIAL DENTURE PROSTHODONTICS II",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 219","DENTAL CERAMICS II",4,"IU Fort Wayne","Fort Wayne"
"DLTP-D 320","DENTAL IMPLANTS",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 321","DENTAL LABORATORY BUSINESS PROCEDURES",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 400","ADVANCE DENTAL SCIENCE IN DENTAL LABORATORY TECHNOLOGY",3,"IU Fort Wayne","Fort Wayne"
"DLTP-D 401","SPECIALITY IN FIXED PROSTHODONTICS","4 - 4","IU Fort Wayne","Fort Wayne"
"DLTP-D 402","SPECIALTY IN REMOVABLE PROSTHODONTICS","4 - 4","IU Fort Wayne","Fort Wayne"
"DLTP-D 403","SPECIALTY IN ORTHODONTIC PROSTHESIS","4 - 4","IU Fort Wayne","Fort Wayne"
"DLTP-D 405","PRACTICAL LABORATORY EXPERIENCE","4 - 4","IU Fort Wayne","Fort Wayne"
"DPIS-D 285","COMPUTER APPLICATIONS","1 - 1","School of Sciences","Kokomo"
"DSCI-D 321","DATA REPRESENTATION",3,"Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 351","BIG DATA ANALYTICS",3,"Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 390","UNDERGRADUATE INDEPENDENT STUDY","1 - 1","Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 498","DATA SCIENCE CAPSTONE I",3,"Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 499","DATA SCIENCE CAPSTONE II",3,"Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 532","APPLIED DATABASE TECHNOLOGIES",3,"Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 590","TOPICS IN DATA SCIENCE","1 - 1","Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 591","GRADUATE INTERNSHIP","0 - 0","Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 592","DATA SCIENCE IN PRACTICE",3,"Luddy School of Informatics, Computing, and Engineering","Bloomington"
"DSCI-D 699","GRADUATE INDEPENDENT STUDY IN DATA SCIENCE","1 - 1","Luddy School of Informatics, Computing, and Engineering","Bloomington"
"EALC-C 101","ELEMENTARY CHINESE 1","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-C 102","ELEMENTARY CHINESE 2","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-C 103","ADVANCED ELEMENTARY CHINESE I",4,"College of Arts and Sciences","Bloomington"
"EALC-C 104","ADVANCED ELEMENTARY CHINESE II",4,"College of Arts and Sciences","Bloomington"
"EALC-C 131","BEGINNING CHINESE 1","3 - 3","School of Liberal Arts","Indianapolis"
"EALC-C 132","BEGINNING CHINESE 2","3 - 3","School of Liberal Arts","Indianapolis"
"EALC-C 201","2ND YEAR CHINESE 1","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-C 201","2ND YEAR CHINESE 1","2 - 2","School of Liberal Arts","Indianapolis"
"EALC-C 202","2ND YEAR CHINESE 2","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-C 202","2ND YEAR CHINESE 2","2 - 2","School of Liberal Arts","Indianapolis"
"EALC-C 301","THIRD YEAR CHINESE 1","3 - 3","College of Arts and Sciences","Bloomington"
"EALC-C 302","THIRD YEAR CHINESE 2","3 - 3","College of Arts and Sciences","Bloomington"
"EALC-C 306","LITERARY CHINESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 307","LITERARY CHINESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-C 311","CHINESE LANGUAGE PRACTICE: HUMANITIES",1,"College of Arts and Sciences","Bloomington"
"EALC-C 320","BUSINESS CHINESE","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-C 330","MANDARIN FOR DIALECT SPEAKERS",3,"College of Arts and Sciences","Bloomington"
"EALC-C 333","FOREIGN STUDY IN CHINESE, 3RD YEAR","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-C 401","FOURTH YEAR CHINESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 401","FOURTH YEAR CHINESE I",3,"School of Liberal Arts","Indianapolis"
"EALC-C 402","FOURTH YEAR CHINESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-C 402","FOURTH YEAR CHINESE II",3,"School of Liberal Arts","Indianapolis"
"EALC-C 408","CHINESE LANGUAGE PRACTICE I",1,"College of Arts and Sciences","Bloomington"
"EALC-C 409","CHINESE LANGUAGE PRACTICE II",1,"College of Arts and Sciences","Bloomington"
"EALC-C 421","INTRODUCTION TO CHINESE LINGUISTICS",3,"College of Arts and Sciences","Bloomington"
"EALC-C 425","TEACHING CHINESE LANGUAGE",3,"College of Arts and Sciences","Bloomington"
"EALC-C 433","FOREIGN STUDY IN CHINESE, 4TH YEAR","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-C 450","CHINESE WRITING AND RHETORIC",3,"College of Arts and Sciences","Bloomington"
"EALC-C 453","CULTURAL TOPICS IN CHINESE",3,"College of Arts and Sciences","Bloomington"
"EALC-C 454","MEDIA CHINESE",3,"College of Arts and Sciences","Bloomington"
"EALC-C 457","CHINESE IN HUMANITIES",3,"College of Arts and Sciences","Bloomington"
"EALC-C 467","CHINESE IN SOCIAL SCIENCE",3,"College of Arts and Sciences","Bloomington"
"EALC-C 496","FLAGSHIP OVERSEAS STUDY IN CHINA","3 - 3","College of Arts and Sciences","Bloomington"
"EALC-C 498","FLAGSHIP OVERSEAS INTERNSHIP IN CHINA","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-C 501","FOURTH YEAR CHINESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 502","FOURTH YEAR CHINESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-C 505","TOPICS IN CHINESE STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-C 506","LITERARY CHINESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 507","LITERARY CHINESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-C 508","CHINESE LANGUAGE PRACTICE I",1,"College of Arts and Sciences","Bloomington"
"EALC-C 511","BASIC REFERENCE WORKS IN CHINESE STUDIES",3,"College of Arts and Sciences","Bloomington"
"EALC-C 520","INTRODUCTION TO CHINESE LINGUISTICS",3,"College of Arts and Sciences","Bloomington"
"EALC-C 521","READINGS IN CHINESE LITERATURE I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 525","TEACHING CHINESE AS A FOREIGN/SECOND LANGUAGE",3,"College of Arts and Sciences","Bloomington"
"EALC-C 527","PRACTICUM IN CHINESE LANGUAGE PEDAGOGY","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-C 533","THIRD YEAR CHINESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 534","THIRD YEAR CHINESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-C 535","CHINESE CURRICULUM AND MATERIAL DESIGN",3,"College of Arts and Sciences","Bloomington"
"EALC-C 543","FOURTH YEAR CHINESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 544","FOURTH YEAR CHINESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-C 550","CHINESE WRITING AND RHETORIC",3,"College of Arts and Sciences","Bloomington"
"EALC-C 557","CHINESE IN HUMANITIES",3,"College of Arts and Sciences","Bloomington"
"EALC-C 567","CHINESE IN SOCIAL SCIENCES",3,"College of Arts and Sciences","Bloomington"
"EALC-C 581","READ IN CHINESE HISTORIC TEXTS I",3,"College of Arts and Sciences","Bloomington"
"EALC-C 598","PEDAGOGY PROJECT","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-C 600","SEMINAR IN CHINESE STUDIES","3 - 3","College of Arts and Sciences","Bloomington"
"EALC-C 681","SEMINAR IN CHINESE THOUGHT",4,"College of Arts and Sciences","Bloomington"
"EALC-C 701","M. A. THESIS","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-C 801","PHD THESIS","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-E 100","EAST ASIA: AN INTRODUCTION",3,"College of Arts and Sciences","Bloomington"
"EALC-E 110","POPULAR CULTURE IN EAST ASIA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 111","WAR AND VIOLENCE IN EAST ASIA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 115","ROMANCING EAST ASIA: LITERATURES OF LOVE FROM EARLY TIMES TO THE PRESENT",3,"College of Arts and Sciences","Bloomington"
"EALC-E 165","INTRODUCTION TO CONTEMPORARY JAPAN","2 - 2","School of Arts and Letters","Southeast"
"EALC-E 170","CONTEMPORARY CHINESE SOCIETY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 190","THE RISE OF CHINA: CHALLENGES AND OPPORTUNITIES FOR EAST ASIA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 201","ISSUES IN EAST ASIAN LITERATURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 202","ISSUES IN EAST ASIAN TRADITIONS AND IDEAS",3,"College of Arts and Sciences","Bloomington"
"EALC-E 203","ISSUES IN EAST ASIAN CULTURAL HISTORY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 204","ISSUES IN EAST ASIAN SOCIETY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 208","BUBBLE TEA VERSUS BUBBLE GUM: LANGUAGES AND CULTURES OF EAST ASIA AND THE WORLD",3,"College of Arts and Sciences","Bloomington"
"EALC-E 231","JAPAN: THE LIVING TRADITION",3,"College of Arts and Sciences","Bloomington"
"EALC-E 231","JAPAN: THE LIVING TRADITION",3,"School of Liberal Arts","Indianapolis"
"EALC-E 233","SURVEY OF KOREAN CIVILIZATION",3,"College of Arts and Sciences","Bloomington"
"EALC-E 237","SAMURAI: CULTURE AND VIOLENCE IN PREMODERN JAPAN",3,"College of Arts and Sciences","Bloomington"
"EALC-E 250","MODERN KOREAN CULTURE AND SOCIETY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 251","TRADITIONAL EAST ASIAN CIVILIZATIONS",3,"College of Arts and Sciences","Bloomington"
"EALC-E 258","WORK, ECONOMY, AND INEQUALITY IN EAST ASIA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 270","JAPANESE LANGUAGE AND SOCIETY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 271","MODERN AND CONTEMPORARY JAPANESE CULTURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 271","MODERN AND CONTEMPORARY JAPANESE CULTURE",3,"School of Liberal Arts","Indianapolis"
"EALC-E 271","MODERN AND CONTEMPORARY JAPANESE CULTURE",3,"College of Arts and Sciences","South Bend"
"EALC-E 282","EAST ASIAN CALLIGRAPHY",3,"School of Liberal Arts","Indianapolis"
"EALC-E 300","STUDIES IN EAST ASIAN LITERATURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 305","KOREAN LANGUAGE AND CULTURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 306","PSYCHOLOGY OF CHINESE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 309","DATING, SEX, AND MARRIAGE IN SOUTH KOREA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 310","INTRODUCTION TO EAST ASIAN STUDIES",3,"College of Arts and Sciences","Bloomington"
"EALC-E 311","KOREAN POPULAR CULTURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 321","TRADITIONAL JAPANESE LITERATURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 322","MODERN JAPANESE LITERATURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 323","INTRODUCTION TO JAPANESE FILM",3,"College of Arts and Sciences","Bloomington"
"EALC-E 324","CINEMA IN MILLENNIAL JAPAN",3,"College of Arts and Sciences","Bloomington"
"EALC-E 328","VOICES FROM THE INNER CHAMBER: WRITING WOMEN OF TRADITIONAL CHINA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 330","STUDIES IN JAPANESE FILM",3,"College of Arts and Sciences","Bloomington"
"EALC-E 332","CHINESE LITERATURE SINCE 1300",3,"College of Arts and Sciences","Bloomington"
"EALC-E 333","STUDIES IN CHINESE CINEMA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 336","GHOSTS, IMMORTALS, ANIMAL SPIRITS: ENCOUNTERING THE SUPERNATURAL IN TRADITIONAL CHINESE CULTURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 337","PREMODERN JAPANESE HISTORY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 339","STUDIES IN SOUTH KOREAN CINEMA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 342","MODERN KOREAN HISTORY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 350","STUDIES IN EAST ASIAN SOCIETY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 351","STUDIES IN EAST ASIAN THOUGHT",3,"College of Arts and Sciences","Bloomington"
"EALC-E 351","STUDIES IN EAST ASIAN THOUGHT",3,"School of Liberal Arts","Indianapolis"
"EALC-E 352","STUDIES IN EAST ASIAN HISTORY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 353","HIROSHIMA: HISTORY, CITY, EVENT",3,"College of Arts and Sciences","Bloomington"
"EALC-E 355","VISUAL CULTURE OF MODERN JAPAN",3,"College of Arts and Sciences","Bloomington"
"EALC-E 356","UNDERSTANDING TWO KOREAS: POLITICS, SOCIETY, AND U. S. POLICY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 358","EARLY MODERN JAPANESE HISTORY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 362","NATURE, CULTURE, AND THE ENVIRONMENT IN JAPAN",3,"College of Arts and Sciences","Bloomington"
"EALC-E 369","MODERN JAPANESE HISTORY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 371","TWENTIETH CENTURY CHINESE LITERATURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 372","JAPANESE FICTION AND CULTURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 384","EAST ASIAN NATIONALISM AND CULTURAL IDENTITY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 384","EAST ASIAN NATIONALISM AND CULTURAL IDENTITY",3,"School of Liberal Arts","Indianapolis"
"EALC-E 386","UNITED STATES-EAST ASIAN RELATIONS",3,"College of Arts and Sciences","Bloomington"
"EALC-E 387","GENDER, SEX, AND SEXUALITY IN JAPAN",3,"College of Arts and Sciences","Bloomington"
"EALC-E 390","CONTEMPORARY CHINESE POLITICS",3,"College of Arts and Sciences","Bloomington"
"EALC-E 391","LAW AND AUTHORITARIANISM THROUGH THE LENS OF CHINA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 392","CHINESE FOREIGN POLICY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 393","CHINA'S POLITICAL ECONOMY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 394","BUSINESS & PUBLIC POLICY IN JAPAN",3,"College of Arts and Sciences","Bloomington"
"EALC-E 395","JAPAN IN WORLD TRADE AND POLITICS",3,"College of Arts and Sciences","Bloomington"
"EALC-E 396","EAST ASIAN CULTURE AND CIVILIZATION: THE I CHING",3,"School of Liberal Arts","Indianapolis"
"EALC-E 397","TRADITIONAL CHINESE MEDICINE CULTURE",3,"School of Liberal Arts","Indianapolis"
"EALC-E 397","TRADITIONAL CHINESE MEDICINE CULTURE",3,"School of Arts and Letters","Southeast"
"EALC-E 398","INTERNATIONAL RELATIONS OF EAST ASIA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 399","JAPANESE FOREIGN POLICY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 496","FOREIGN STUDY","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-E 505","TOPICS IN EAST ASIAN STUDIES","1.5 - 1.5","College of Arts and Sciences","Bloomington"
"EALC-E 524","TENSE AND ASPECT IN EAST ASIAN LANGUAGES",3,"College of Arts and Sciences","Bloomington"
"EALC-E 525","KOREAN LANGUAGE AND CULTURE",3,"College of Arts and Sciences","Bloomington"
"EALC-E 533","STUDIES IN CHINESE CINEMA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 561","VOICES FROM THE INNER CHAMBER: WRITING WOMEN OF TRADITIONAL CHINA",3,"College of Arts and Sciences","Bloomington"
"EALC-E 591","GENDER, SEX, AND SEXUALITY IN JAPAN",3,"College of Arts and Sciences","Bloomington"
"EALC-E 593","CHINA'S POLITICAL ECONOMY",3,"College of Arts and Sciences","Bloomington"
"EALC-E 595","INDIVIDUAL READINGS","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-E 596","READINGS IN PEDAGOGY","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-E 597","M.A. ESSAY","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-E 600","SEMINAR IN EAST ASIAN STUDIES","3 - 3","College of Arts and Sciences","Bloomington"
"EALC-E 604","EAST ASIAN STUDIES SCHOLARSHIP",4,"College of Arts and Sciences","Bloomington"
"EALC-E 700","M. A. THESIS","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-G 599","THESIS RESEARCH",0,"College of Arts and Sciences","Bloomington"
"EALC-G 901","ADVANCED RESEARCH",6,"College of Arts and Sciences","Bloomington"
"EALC-H 399","READING FOR HONORS","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-H 499","HONORS THESIS",3,"College of Arts and Sciences","Bloomington"
"EALC-J 101","ELEMENTARY JAPANESE 1","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-J 101","ELEMENTARY JAPANESE 1","2 - 2","College of Arts and Sciences","South Bend"
"EALC-J 102","ELEMENTARY JAPANESE 2","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-J 102","ELEMENTARY JAPANESE 2","2 - 2","College of Arts and Sciences","South Bend"
"EALC-J 102","ELEMENTARY JAPANESE 2","2 - 2","School of Arts and Letters","Southeast"
"EALC-J 110","JAPANESE FOR ADVANCED BEGINNERS",3,"College of Arts and Sciences","Bloomington"
"EALC-J 131","BEGINNING JAPANESE 1","3 - 3","School of Liberal Arts","Indianapolis"
"EALC-J 132","BEGINNING JAPANESE 2","3 - 3","School of Liberal Arts","Indianapolis"
"EALC-J 201","SECOND YEAR JAPANESE 1","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-J 201","SECOND YEAR JAPANESE 1","2 - 2","School of Liberal Arts","Indianapolis"
"EALC-J 201","SECOND YEAR JAPANESE 1","2 - 2","College of Arts and Sciences","South Bend"
"EALC-J 201","SECOND YEAR JAPANESE 1","2 - 2","School of Arts and Letters","Southeast"
"EALC-J 202","SECOND YEAR JAPANESE 2","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-J 202","SECOND YEAR JAPANESE 2","2 - 2","School of Liberal Arts","Indianapolis"
"EALC-J 202","SECOND YEAR JAPANESE 2","2 - 2","College of Arts and Sciences","South Bend"
"EALC-J 205","TOPICS IN JAPANESE LANGUAGE STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-J 301","THIRD YEAR JAPANESE 1","3 - 3","College of Arts and Sciences","Bloomington"
"EALC-J 301","THIRD YEAR JAPANESE 1","3 - 3","School of Liberal Arts","Indianapolis"
"EALC-J 302","THIRD YEAR JAPANESE 2","3 - 3","College of Arts and Sciences","Bloomington"
"EALC-J 302","THIRD YEAR JAPANESE 2","3 - 3","School of Liberal Arts","Indianapolis"
"EALC-J 310","JAPANESE CONVERSATION",3,"School of Liberal Arts","Indianapolis"
"EALC-J 310","JAPANESE CONVERSATION",3,"College of Arts and Sciences","South Bend"
"EALC-J 311","JAPANESE LANGUAGE PRACTICE: HUMANITIES",1,"College of Arts and Sciences","Bloomington"
"EALC-J 312","JAPANESE LANGUAGE PRACTICE: SOCIAL SCIENCES",1,"College of Arts and Sciences","Bloomington"
"EALC-J 313","BUSINESS JAPANESE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 333","FOREIGN STUDY IN JAPANESE, 3RD YEAR","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-J 401","FOURTH-YEAR JAPANESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-J 402","FOURTH-YEAR JAPANESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-J 421","INTRODUCTION TO JAPANESE LINGUISTICS",3,"College of Arts and Sciences","Bloomington"
"EALC-J 425","TEACHING JAPANESE LANGUAGE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 433","FOREIGN STUDY IN JAPANESE, 4TH YEAR","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-J 451","READINGS IN JAPANESE NEWSPAPERS AND JOURNALS",3,"College of Arts and Sciences","South Bend"
"EALC-J 461","LITERARY JAPANESE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 491","HUMANITIES TOPICS IN JAPANESE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 491","HUMANITIES TOPICS IN JAPANESE",3,"School of Arts and Letters","Southeast"
"EALC-J 492","HISTORICAL AND CULTURAL TOPICS IN JAPANESE",3,"School of Arts and Letters","Southeast"
"EALC-J 493","WORKSHOP IN TRANSLATION OF MODERN JAPANESE LITERATURE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 495","JAPANESE TRANSLATION SEMINAR",3,"School of Liberal Arts","Indianapolis"
"EALC-J 496","OVERSEAS STUDIES, HAKUOH UNIVERSITY., JAPAN",1.5,"School of Liberal Arts","Indianapolis"
"EALC-J 497","OVERSEAS STUDIES - TSUDA UNIVERSITY, JAPAN",1.5,"School of Liberal Arts","Indianapolis"
"EALC-J 498","INDIVIDUAL STUDIES IN JAPANESE","1 - 1","School of Liberal Arts","Indianapolis"
"EALC-J 498","INDIVIDUAL STUDIES IN JAPANESE","1 - 1","School of Arts and Letters","Southeast"
"EALC-J 505","TOPICS IN JAPANESE STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-J 506","LITERARY JAPANESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-J 520","INTRODUCTION TO JAPANESE LINGUISTICS",3,"College of Arts and Sciences","Bloomington"
"EALC-J 521","READINGS IN TRADITIONAL JAPANESE LITERATURE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 525","TEACHING JAPANESE AS A FOREIGN/SECOND LANGUAGE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 527","PRACTICUM IN JAPANESE LANGUAGE PEDAGOGY","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-J 533","THIRD YEAR JAPANESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-J 534","THIRD YEAR JAPANESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-J 543","FOURTH YEAR JAPANESE I",3,"College of Arts and Sciences","Bloomington"
"EALC-J 544","FOURTH YEAR JAPANESE II",3,"College of Arts and Sciences","Bloomington"
"EALC-J 593","PRACTICUM IN LITERARY TRANSLATION OF MODERN JAPANESE",3,"College of Arts and Sciences","Bloomington"
"EALC-J 598","PEDOGOGY PROJECT","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-J 701","M. A. THESIS","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-J 801","PHD THESIS","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-K 101","ELEMENTARY KOREAN 1","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-K 102","ELEMENTARY KOREAN 2","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-K 110","KOREAN FOR ADVANCED BEGINNERS",3,"College of Arts and Sciences","Bloomington"
"EALC-K 201","SECOND YEAR KOREAN 1","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-K 202","SECOND YEAR KOREAN 2","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-K 211","SECOND YEAR KOREAN CONVERSATION PRACTICE I",1,"College of Arts and Sciences","Bloomington"
"EALC-K 212","SECOND YEAR KOREAN CONVERSATION PRACTICE II",1,"College of Arts and Sciences","Bloomington"
"EALC-K 301","THIRD YEAR KOREAN 1",4,"College of Arts and Sciences","Bloomington"
"EALC-K 302","THIRD YEAR KOREAN 2",4,"College of Arts and Sciences","Bloomington"
"EALC-K 311","THIRD YEAR KOREAN CONVERSATION PRACTICE I",1,"College of Arts and Sciences","Bloomington"
"EALC-K 312","THIRD YEAR KOREAN CONVERSATION PRACTICE II",1,"College of Arts and Sciences","Bloomington"
"EALC-K 321","BUSINESS KOREAN I",2,"College of Arts and Sciences","Bloomington"
"EALC-K 322","BUSINESS KOREAN II",2,"College of Arts and Sciences","Bloomington"
"EALC-K 401","FOURTH YEAR KOREAN I",3,"College of Arts and Sciences","Bloomington"
"EALC-K 402","FOURTH YEAR KOREAN II",3,"College of Arts and Sciences","Bloomington"
"EALC-K 421","INTRODUCTION TO KOREAN LINGUISTICS",3,"College of Arts and Sciences","Bloomington"
"EALC-K 501","FOURTH-YEAR KOREAN I",3,"College of Arts and Sciences","Bloomington"
"EALC-K 502","FOURTH-YEAR KOREAN II",3,"College of Arts and Sciences","Bloomington"
"EALC-K 505","TOPICS IN KOREAN STUDIES","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-K 520","INTRODUCTION TO KOREAN LINGUISTICS",3,"College of Arts and Sciences","Bloomington"
"EALC-K 525","TEACHING KOREAN AS A FOREIGN LANGUAGE",3,"College of Arts and Sciences","Bloomington"
"EALC-K 527","PRACTICUM IN KOREAN LANGUAGE PEDAGOGY","2 - 2","College of Arts and Sciences","Bloomington"
"EALC-K 533","THIRD YEAR KOREAN 1",3,"College of Arts and Sciences","Bloomington"
"EALC-K 534","THIRD YEAR KOREAN 2",3,"College of Arts and Sciences","Bloomington"
"EALC-K 545","USAGE-BASED KOREAN GRAMMAR",3,"College of Arts and Sciences","Bloomington"
"EALC-K 598","PEDAGOGY PROJECT","1 - 1","College of Arts and Sciences","Bloomington"
"EALC-OS 100","UNDISTRIBUTED OVERSEAS STUDY","0 - 0","College of Arts and Sciences","Bloomington"
"EALC-OS 200","UNDISTRIBUTED OVERSEAS STUDY","0 - 0","College of Arts and Sciences","Bloomington"
