"subject","course_code","course_name","credits","description"
"Civil and Environmental Engineering","EGCE 325","Reinforced Concrete Design","3","EGCE 325 - Reinforced Concrete Design (3)Design for bending, shear, axial force and combined loading. Ultimate strength and serviceability requirements for beams, columns and slabs. Safety, reliability and cost considerations. Design project conforming to the latest ACI code. Apply professional computer program.Prerequisite:EGCE 320.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring/Summer"
"Civil and Environmental Engineering","EGCE 326","Structural Steel Design","3","EGCE 326 - Structural Steel Design (3)Design for bending, torsion, shear, axial forces, combined loadings. Design of built-up girders, composite construction. Design of shear and moment connections. Design project using professional practice standards. LRFD method. Safety, reliability and cost considerations. Professional computer program. (3 hours lecture)Prerequisite:EGCE 320.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring/Summer"
"Civil and Environmental Engineering","EGCE 330","Engineering Hydraulics","3","EGCE 330 - Engineering Hydraulics (3)Incompressible fluid flow in closed conduits and open channels. Hydrostatics, energy and hydraulic grade lines. Momentum, friction formulas, pipelines, uniform flow and water surface profiles. Design of pipes and open channels. Computer solutions.Prerequisite:EGCE 202.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 331L","Engineering Hydraulics Laboratory","1","EGCE 331L - Engineering Hydraulics Laboratory (1)Introduction to experimental hydraulics in open channel and pipe flows, including measurements of discharge, depth, velocity, force and friction coefficients. Hydraulic model laws and report writing. (3 hours laboratory)Prerequisites:ENGL 101,EGCE 330.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 340","Soil Mechanics","3","EGCE 340 - Soil Mechanics (3)Soil properties and soil action as related to problems encountered in engineering structures; consolidation, shear strength, stability and lateral earth pressures.Prerequisite:EGCE 203with a “C-” (1.7) or better.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 341L","Soil Mechanics Laboratory","1","EGCE 341L - Soil Mechanics Laboratory (1)Behavior and properties of soils. Application to foundation design, liquefaction and seepage.Prerequisites:ENGL 101,EGCE 340.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 342","Foundation Design","3","EGCE 342 - Foundation Design (3)Footings and retaining walls. Mat and piled foundations for structures. Design project to standards of professional practice using latest codes and standards. Consideration for safety, reliability and cost. (3 hours lecture)Prerequisite:EGCE 340.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 350","Construction Engineering","3","EGCE 350 - Construction Engineering (3)Engineering construction planning equipment and methods. Construction management. Critical path method. Construction of buildings, bridges, highways, foundations and dams. Consideration for safety and reliability.Prerequisites:EGCE 203with a “C-” (1.7) or better,EGCE 401.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 360","Transportation Engineering","3","EGCE 360 - Transportation Engineering (3)Fundamental principles of transportation engineering, including roadway design characteristics, vertical and horizontal alignment, traffic flow analysis, highway capacity, traffic control, safety and transportation planning.Prerequisite:EGCE 202; senior standing.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 370","Environmental Engineering","3","EGCE 370 - Environmental Engineering (3)Planning and controlling the environment; wastewater treatment and disposal; solid waste management; air pollution; radiation protection; housing and residential environment.Prerequisites:CHEM 123,MATH 250B.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 401","Engineering Economics and Professionalism","3","EGCE 401 - Engineering Economics and Professionalism (3)Development, evaluation and presentation of design alternatives for engineering systems and projects using principles of engineering economy and cost benefit analysis. Engineering profession, professional ethics and related topics. (Not available for use on graduate study plans.) (EGEC 401, EGCE 401, and EGME 401 are the same course.)Prerequisites:MATH 150A; Engineering or Computer Science major; junior or senior standing.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 406","Computer Applications in Civil Engineering Analysis and Design","1","EGCE 406 - Computer Applications in Civil Engineering Analysis and Design (1)Apply professional computer programs used for analyzing and designing various civil engineering systems. Develop skills necessary to learn new software.Prerequisites:EGCE 204,EGCE 340,EGCE 320,EGCE 330,EGCE 350.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 410","Advanced Construction Materials-Concrete Emphasis","3","EGCE 410 - Advanced Construction Materials-Concrete Emphasis (3)Different properties of cement, concrete and pozzolanic systems, several deterioration mechanisms on concrete and preventive measures, high-performance concrete and its application in construction, composite materials.Prerequisites:EGCE 311L, senior standing; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Periodically"
"Civil and Environmental Engineering","EGCE 415","Architectural Design","3","EGCE 415 - Architectural Design (3)History of architectural design. Systems-based design process: aesthetic, functional, environmental and behavioral aspects. Urban planning and design. Case studies. Architectural design project to the standards of professional practice.Prerequisites:EGCE 104,EGCE 325,EGCE 326.Undergraduate Course not available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 420","Design of Highrise Structural Systems","3","EGCE 420 - Design of Highrise Structural Systems (3)Structural concepts and systems for buildings and complex structures; their behavior under loads. Foundation systems. Roof, floor, walls systems. Characteristics and design concepts of complex structures and high-rise buildings. Design project. Latest building codes and computer application. Sustainability and green building. (2 hours lecture and 3 hours laboratory)Prerequisites:EGCE 325,EGCE 326; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 422","Structural Dynamics","3","EGCE 422 - Structural Dynamics (3)Free and forced vibrations of discrete and continuous systems. Matrix formulation and normal coordinates analysis. Response of structures to impulse and earthquake loads. Application to structural design problems and comparison with code prescribed forces.Prerequisite:EGCE 320.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 425","Precast and Prestressed Concrete Design","3","EGCE 425 - Precast and Prestressed Concrete Design (3)Prestressed concrete design and analysis for conventional and lateral loading. Design of reinforced and prestressed structural and architectural elements. Safety and economy. Connection design for earthquake and wind loading. Design projects using professional practice standards including latest codes. (3 hours lecture)Prerequisite:EGCE 325.400-level Undergraduate Course available for Graduate CreditTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 430","Design of Hydraulic Structures","3","EGCE 430 - Design of Hydraulic Structures (3)Applications of hydraulic principles to design of various structures, including spillways, energy dissipaters, outlet works, storm drains, culverts and water distribution systems. Use of computers in design process.Prerequisite:EGCE 330.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 431","Engineering Hydrology","3","EGCE 431 - Engineering Hydrology (3)Hydrologic cycle with applications to hydrologic design of engineering structures. Rainfall, stream flow, ground water, surface runoff, hydrographs, flood routing, frequency distributions and design hydrographs.Corequisite:EGCE 330.400-level Undergraduate Course available for Graduate CreditTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 432","Computer-Aided Design and Analysis in Civil Engineering","3","EGCE 432 - Computer-Aided Design and Analysis in Civil Engineering (3)Computer-aided analysis and design in various branches of civil engineering. Introduction of finite element methods with computer techniques. Application of professional computer programs.Prerequisite:EGCE 494A.Undergraduate Course not available for Graduate CreditTypically Offered: Periodically"
"Civil and Environmental Engineering","EGCE 433","River and Channel Hydraulics","3","EGCE 433 - River and Channel Hydraulics (3)Open channel flow design principles, uniform flow, gradually varied flow, steady and unsteady flows, mechanics of sediment transport. Computer-aided analysis and design.Prerequisite:EGCE 330.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 440","Soil and Site Improvement","3","EGCE 440 - Soil and Site Improvement (3)Principles, design methods and implementation procedures for different ground modification techniques related to dewatering, soil stabilization using admixtures, soil and rock grouting, deep soil mixing, geosynthetics, subsurface drainage, preconsolidation, compaction, ground reinforcement, anchors and tiebacks.Prerequisite:EGCE 340.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 450","Project Management and Construction Engineering Practices","3","EGCE 450 - Project Management and Construction Engineering Practices (3)Project management practices in engineering industry; discussion of major phases of construction project management, case discussions for real projects, introduction to: earned value, risk management, contractual agreements, value engineering; project delivery methods and fundamentals for writing project specifications, scheduling basics.Prerequisite:EGCE 350; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 462","Transportation Systems Analysis and Planning","3","EGCE 462 - Transportation Systems Analysis and Planning (3)Overview of system optimization, evaluation, decision-making, microeconomic theory, and operations applied to the analysis and planning of transportation systems. Uses quantitative tools and covers topics of systems analysis, transportation operations, and travel demand.Prerequisite: Senior standing in Civil EngineeringUndergraduate Course not available for Graduate Credit"
"Civil and Environmental Engineering","EGCE 470","Solid Waste Management and Air Pollution Control","3","EGCE 470 - Solid Waste Management and Air Pollution Control (3)Engineering approaches for managing municipal, hazardous and industrial wastes; engineering approaches to air pollution control and management; theoretical and design aspects of landfills and air pollution control devices.Prerequisite:EGCE 370.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 471","Water Quality Engineering","3","EGCE 471 - Water Quality Engineering (3)Engineering approaches for maintaining water quality; water quality parameters and standards; physical, chemical and biological processes of water and wastewater treatment systems; theoretical and design aspects of kinetics and reactor theory.Prerequisite:EGCE 370.Undergraduate Course not available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 490","Senior Seminar in Engineering","1","EGCE 490 - Senior Seminar in Engineering (1)Civil engineering as a profession and the civil engineer as a professional. Career opportunities in private sectors and government. Office and field practice. Professional growth and development. Project management. Business management and opportunities. Ethics and aesthetics. Case studies.Pre- or corequisites:EGCE 325,EGCE 326.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 494A","Senior Design","2","EGCE 494A - Senior Design (2)Real-world culminating design experience in a multidisciplinary civil engineering project. Use of professional practice codes and standards; realistic cost and safety constraints.Prerequisites:EGCE 325,EGCE 326. Corequisite:EGCE 342.Undergraduate Course not available for Graduate CreditTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 494B","Senior Design","2","EGCE 494B - Senior Design (2)Civil engineering design using professional practice standards and realistic constraints. Professional documentation and presentation of results. Formal written reports and oral presentations describing the design project.Prerequisite:EGCE 494A.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 497","Senior Projects","1-3","EGCE 497 - Senior Projects (1-3)Independent design projects. Formal report to be submitted after completion of project work. May be repeated for a maximum of 6 units. Requires adviser and department chair consent.Prerequisites: Engineering major; senior standing.Undergraduate Course not available for Graduate CreditDepartment Consent RequiredTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 499","Independent Study","1-3","EGCE 499 - Independent Study (1-3)Special topics in civil engineering. Submit formal report after completing independent study. Requires adviser and department chair consent.Prerequisites: Engineering major; senior standing.Undergraduate Course not available for Graduate CreditDepartment Consent RequiredTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 501","Analytical Methods for the Design of Civil Engineering Systems","3","EGCE 501 - Analytical Methods for the Design of Civil Engineering Systems (3)Applying linear and dynamic programming principles to the design of pipelines, irrigation systems, water-resources and traffic-flow control problems. Probabilistic network analysis. First order and advanced first order second moment reliability methods. Probabilistic design.Prerequisite: graduate standing.Graduate-levelTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 520","Advanced Structural Analysis","3","EGCE 520 - Advanced Structural Analysis (3)Advanced applications of influence lines, matrix methods of structural analysis, introduction to the finite element method, computer-applications for advanced structural problems.Prerequisite:EGCE 320.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 522","Earthquake Engineering","3","EGCE 522 - Earthquake Engineering (3)Principles of seismic analysis and design for structural and non-structural elements based on current building codes. Earthquake motions, response spectra, energy absorption capacity of materials and structural components, earthquake-resistant building systems.Prerequisite:EGCE 325orEGCE 326.Graduate-levelTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 525","Advanced Topics in Reinforced Concrete Design","3","EGCE 525 - Advanced Topics in Reinforced Concrete Design (3)Analysis and design of reinforced concrete structural members subjected to seismic loading. Detailing considerations for ductility in reinforced concrete. Lateral load resisting systems for concrete structures. Use of computer software for simplified analysis. Use of latest building codes and standards.Prerequisite:EGCE 325.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 526","Advanced Topics in Structural Steel Design","3","EGCE 526 - Advanced Topics in Structural Steel Design (3)Analyze and design structural steel members for seismic loading and structural stability. Advanced design topics include composite construction, plate girders, plastic analysis, connections and ductile lateral force resisting systems. Use contemporary computer software, building codes and design specifications.Prerequisite:EGCE 326.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 530","Groundwater and Seepage","3","EGCE 530 - Groundwater and Seepage (3)Satellite systems, link analysis, propagation effects, SNR/CNR calculations, modulation schemes, TDMA, FDMA and CDMA techniques.Prerequisite:EGCE 431.Graduate-levelTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 540","Advanced Soil Mechanics","3","EGCE 540 - Advanced Soil Mechanics (3)Behavior of soil on fully and partially saturated conditions, consolidation of soil, shear strength of soil for fully and partially saturated conditions, shear strength of soil for earthquake loading.Prerequisite:EGCE 340.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 541","Slope Stability and Retaining Structures","3","EGCE 541 - Slope Stability and Retaining Structures (3)Static and seismic stability analysis of slopes; calculation of earth pressures retaining structures; design of retaining wall, sheet pile, and braced excavation system for static and seismic loading.Prerequisite:EGCE 340; or graduate standing.Graduate-levelTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 542","Advanced Foundation Engineering","3","EGCE 542 - Advanced Foundation Engineering (3)Design foundations for earthquake loading and problematic soils; pile and caisson design, ground surface subsidence, slope stability and stabilization; designing anchored bulkheads and dam sections.Prerequisite:EGCE 342.Graduate-levelTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 543","Geotechnical Earthquake Engineering","3","EGCE 543 - Geotechnical Earthquake Engineering (3)Dynamic loading of soils, effect of liquefaction, ground response analysis, soil-structure interaction, and in-depth design and behavior of foundation structures due to earthquake loading.Prerequisite:EGCE 340; or graduate standing.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 544","Advanced Soil Characterization Methods","3","EGCE 544 - Advanced Soil Characterization Methods (3)Determine engineering properties for various applications using analyses of static and cyclic simple shear, static and cyclic triaxial, and bender element data and in-situ data, including that from cone penetration and vane shear tests.Prerequisite:EGCE 341L; or graduate standing.Graduate-levelTypically Offered: Periodically"
"Civil and Environmental Engineering","EGCE 550","Advanced Construction Methods and Techniques","3","EGCE 550 - Advanced Construction Methods and Techniques (3)Advanced technologies in the construction of building, highway, bridge, dam structures and building materials and systems, such as concrete, steel, masonry and diverse methods and techniques.Prerequisite:EGCE 350or Civil Engineering graduate standing.Graduate-levelTypically Offered: Spring"
"Civil and Environmental Engineering","EGCE 551","Construction Methods and Equipment for Heavy Construction Engineering","3","EGCE 551 - Construction Methods and Equipment for Heavy Construction Engineering (3)Methods and equipment for construction foundations, highways, airfields, bridges, ports, harbors, dams, nuclear power plants and industrial facilities. Quality control and construction failures.Prerequisite:EGCE 350or Civil Engineering graduate standing.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 552","Preconstruction Design Evaluation","3","EGCE 552 - Preconstruction Design Evaluation (3)Cost benefit, preconstruction scheduling, and constructability modifications in design, specifications and construction methods. Value Engineering.Prerequisite:EGCE 350or Civil Engineering graduate standing.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 553","Cost Estimating and Bidding Strategy","3","EGCE 553 - Cost Estimating and Bidding Strategy (3)Management and cost control of large capital projects. Capital cost estimation, value prediction and control, cost and schedule control and management of mega projects.Prerequisite:EGCE 350or Civil Engineering graduate standing.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 554","Construction Procurement Management","3","EGCE 554 - Construction Procurement Management (3)Concepts and techniques for construction contract and procurement management; PMBOK procurement process; project evaluation, planning, financing, contracting, negotiation and procurement execution.Prerequisite:EGCE 350or Civil Engineering graduate standing.Graduate-levelTypically Offered: Periodically"
"Civil and Environmental Engineering","EGCE 556","Construction Cost Control, Scheduling and Planning","3","EGCE 556 - Construction Cost Control, Scheduling and Planning (3)Systems approach for estimating, scheduling, cost comparison, risk analysis and cost control. Project feasibility studies and alternative approaches. Project control, baseline establishment, cost and claim management.Prerequisite:EGCE 350orEGCE 450.Graduate-levelTypically Offered: Fall"
"Civil and Environmental Engineering","EGCE 570","Fate and Transport of Chemicals in the Environment","3","EGCE 570 - Fate and Transport of Chemicals in the Environment (3)Principles of thermodynamics, reaction kinetics, mass balance, energy balance, reactor design, and unit operations in environmental engineering applications; fate and transport of chemicals in the environment.Prerequisite: Environmental Engineering graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 571","Hydraulics and Hydrology for Environmental Engineers","3","EGCE 571 - Hydraulics and Hydrology for Environmental Engineers (3)Fluid mechanics, hydraulics, and hydrology principles, applications and design for environmental engineers.Prerequisite: Environmental Engineering graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 572","Water Supply, Treatment and System Design","3","EGCE 572 - Water Supply, Treatment and System Design (3)Stepwise development and process design equipment selection, economic evaluation, green technologies, and operating guidelines for water treatment.Prerequisite: Environmental Engineering graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 573","Environmental Engineering Practices and Project Management","3","EGCE 573 - Environmental Engineering Practices and Project Management (3)Environmental impact analysis and assessment, regulatory framework, and environmental issues. Budget, schedule, and management of environmental engineering projects.Prerequisite: Environmental Engineering graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 574","Surface Water Pollution and Control","3","EGCE 574 - Surface Water Pollution and Control (3)Sources, quality and quantity of storm water runoff, best management practices (BMPs), system design of structural BMPs, green technologies, design for wastewater discharge into rivers, lakes and oceans.Prerequisite:EGCE 431; or Environmental Engineering graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 575","Solid Waste Management, System Design and Sustainability","3","EGCE 575 - Solid Waste Management, System Design and Sustainability (3)Industrial waste treatment and disposal, waste minimization, process selection, control, green technologies and resource recovery. Design of liners, gas and leachtate collection and removal systems in landfills.Prerequisite:EGCE 431; or Environmental Engineering graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 581","Remediation of Contaminated Soil and Groundwater","3","EGCE 581 - Remediation of Contaminated Soil and Groundwater (3)Site assessment, green technologies, design for soil remediation systems and design for groundwater remediation systems.Prerequisite:EGCE 370; or graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer"
"Civil and Environmental Engineering","EGCE 582","Wastewater Treatment and Water Reclamation","3","EGCE 582 - Wastewater Treatment and Water Reclamation (3)Principles of anoxic, aerobic and anaerobic biological processes and treatment. Stepwise development and process design equipment selection, economic evaluation, green technologies and operating guidelines for wastewater treatment.Prerequisite:EGCE 370; or graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer"
"Civil and Environmental Engineering","EGCE 583","Air Pollution Control Engineering","3","EGCE 583 - Air Pollution Control Engineering (3)Sources and impacts of air pollutants, methods of sampling and analysis, air dispersion modeling, control techniques and system design for common air pollutants, climate changes, green technologies and greenhouse emission control.Prerequisite:EGCE 370; or Environmental Engineering graduate standing.Graduate-levelOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 597","Graduate Projects","3","EGCE 597 - Graduate Projects (3)A systematic approach to conducting research and in-depth study of an applied topic within the civil and environmental engineering disciplines.Graduate-levelOne or more sections may be offered in any online format.Department Consent RequiredTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 598","Thesis","1-6","EGCE 598 - Thesis (1-6)May be repeated for a maximum of 6 units (three units per semester). Requires classified graduate status and formal approval of Civil Engineering Graduate Committee, graduate adviser and department head.Graduate-levelDepartment Consent RequiredTypically Offered: Fall/Spring"
"Civil and Environmental Engineering","EGCE 599","Independent Graduate Research","1-3","EGCE 599 - Independent Graduate Research (1-3)May be repeated for a maximum of 6 units. Requires classified graduate status and formal approval of Civil Engineering Graduate Committee, graduate adviser and department head.Graduate-levelDepartment Consent RequiredTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 241","Introduction to Phonetics","3","COMD 241 - Introduction to Phonetics (3)Analysis and description of speech at the segmental and suprasegmental levels. Practice using the International Phonetic Alphabet for broad and narrow transcription. Overview of speech production.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 242","Introduction to Communicative Disorders","3","COMD 242 - Introduction to Communicative Disorders (3)Broad overview of disorders of communication, including classification and prevalence. Educational and training requirements for speech-language pathology and audiology, professional settings and opportunities, ethical considerations, clinical observations.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 300","Introduction to Research in Communication Sciences and Disorders","3","COMD 300 - Introduction to Research in Communication Sciences and Disorders (3)Understanding and using professional literature in communication sciences and disorders and using that literature to generate a formal research paper. A passing grade fulfills the course requirement of the university upper-division baccalaureate writing requirement for communicative disorders majors.Prerequisite: completion of G.E. Category A.1,COMD 242.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer"
"Communication Sciences and Disorders","COMD 302","Introduction to Sign Language","3","COMD 302 - Introduction to Sign Language (3)Overview of the deaf experience and the options for communication in the deaf community. Use of American Sign Language and finger spelling at the introductory level.Prerequisite: completion of G.E. Category A.1.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 303","Biology of Human Communication","3","COMD 303 - Biology of Human Communication (3)Biology and evolution of speech and language. Speech production, evolution and development; speech perception; language, hemispheric specialization, clinical studies; current methods in neurolinguistics; and plasticity and aging.Prerequisite:BIOL 101orPSYC 101.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 307","Speech/Language Development","3","COMD 307 - Speech/Language Development (3)Normal acquisition of phonology, morphology, semantics, syntax and pragmatics in children. Biological, cognitive and social bases of language acquisition. Meets the requirements for specialized preparation to serve as a teacher of exceptional children. (COMD 307 and LING 307 are the same course.)Prerequisites: completion of G.E. Categories A.1, A.2.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 344","The Anatomy and Physiology of Speech and Hearing","3","COMD 344 - The Anatomy and Physiology of Speech and Hearing (3)Anatomy and physiology of the speech and hearing mechanism. Processes of respiration, phonation, articulation-resonance and hearing.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 345","Communication and Aging","3","COMD 345 - Communication and Aging (3)Communicative changes found in older adults, including normal and pathologic changes in the physiological and behavioral aspects. Diagnosis, rehabilitative strategies, social implications and health care systems.Prerequisite: completion of G.E. Category A.1.Undergraduate Course not available for Graduate CreditTypically Offered: Fall"
"Communication Sciences and Disorders","COMD 350","Speech and Hearing Science","3","COMD 350 - Speech and Hearing Science (3)Physiology and acoustics of speech production, including voice, resonance and individual speech segments. Instrumentation for the acoustic and perceptual analysis of speech.Prerequisites:COMD 241,COMD 344.Undergraduate Course not available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 352","Child Language and Phonological Disorders","3","COMD 352 - Child Language and Phonological Disorders (3)Language and phonological disorders in children. Speech/language profiles of special populations and contemporary approaches to assessment and intervention. Practice analyzing child speech/language samples.Prerequisites:COMD 241,COMD 242,COMD 307.Undergraduate Course not available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 404","Communication Development/Disorders in Children from Culturally/Linguistically/Diverse Backgrounds","3","COMD 404 - Communication Development/Disorders in Children from Culturally/Linguistically/Diverse Backgrounds (3)Speech-language development in children from culturally and linguistically diverse (CLD) dialect and language backgrounds, differentiating normal language and dialect differences from disorder, and current clinical procedures for assessing and treating speech and language disorders in CLD child populations.Prerequisites:COMD 241,COMD 242,COMD 307,COMD 352; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 461","Audiology and Audiometry","3","COMD 461 - Audiology and Audiometry (3)Characteristics of hearing disorders, including etiologies and risk factors. Methods and procedures used in assessing the auditory system including current topics of interest. Partially fulfills the requirements for state audiometrist certificate.Prerequisites:COMD 242,COMD 344.400-level Undergraduate Course available for Graduate CreditOne or more sections may be offered in any online format.Typically Offered: Fall/Spring/Summer"
"Communication Sciences and Disorders","COMD 465","Aural Rehabilitation","3","COMD 465 - Aural Rehabilitation (3)Effects of hearing loss on speech and language. Treatment of hearing disorders, including amplification and aural rehabilitation. Role of the audiologist and speech-language pathologist in the management of hearing disorders.Prerequisite:COMD 461.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 472","Voice and Craniofacial Disorders","3","COMD 472 - Voice and Craniofacial Disorders (3)Disorders of voice; disorders of articulation and resonance caused by orofacial pathology. Anatomical and physiological bases, assessment, diagnosis, management and interdisciplinary aspects.Prerequisites:COMD 241,COMD 242,COMD 344; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 474","Neurology and Neurogenic Communicative Disorders","3","COMD 474 - Neurology and Neurogenic Communicative Disorders (3)Anatomy and physiology of the nervous system as they relate to speech, language, hearing and swallowing. Clinical characteristics of neurogenic language disorders, apraxia of speech and dysarthria. Contemporary approaches to assessment and treatment. Lecture, demonstration and clinical observations.Prerequisites:COMD 241,COMD 242,COMD 307,COMD 344; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 475","Fluency Disorders","3","COMD 475 - Fluency Disorders (3)Theories of development and remission of stuttering, constitutional and environmental risk factors. Clinical characteristics of stuttering. Contemporary approaches to assessment and treatment. Lecture, demonstration, clinical observations and exercises.Prerequisites:COMD 241,COMD 242,COMD 307,COMD 344; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 476","Clinical Methods and Procedures","3","COMD 476 - Clinical Methods and Procedures (3)General principles and procedures for assessment and treatment of individuals with communicative disorders. Lecture, demonstration, clinical observations and supervised clinical experience.Prerequisites:COMD 241,COMD 242,COMD 307,COMD 344,COMD 352;COMD 472,COMD 474orCOMD 475; or graduate standing.400-level Undergraduate Course available for Graduate CreditTypically Offered: Fall/Spring"
"Communication Sciences and Disorders","COMD 478","Counseling in Communication Disorders","3","COMD 478 - Counseling in Communication Disorders (3)Introduces counseling skills to address the impact of communication disorders on individuals and their families. Explores counseling approaches that maximize treatment outcomes. Includes in-class activities, team research, hands-on service-learning, field trips, community outreach, lectures and guest talks.Prerequisites:COMD 242,COMD 300.Undergraduate Course not available for Graduate CreditTypically Offered: Spring"
