"department","description","course_code","course_name","credits"
"BUFN - Finance","Provides training that is important in understanding the investment process - the buy side of the financial world. Specifically, the objective is to provide graduate-level instruction in the following topics, both in theory and in using financial markets data to test the basic theory and practice of portfolio choice and equilibrium pricing models and their implications for efficient portfolios. Prerequisite:BUFN740.","BUFN763","Portfolio Management","2 Credits"
"BUFN - Finance","Provides an introduction to quantitative techniques of selecting equities, as used commonly among long-short equity hedge funds and other quantitative equity asset management companies. Statistical factor models are developed to locate stocks with higher expected returns, based on the observable characteristics of the stocks. Implementation issues, including statistical estimation, backtesting and portfolio construction, are covered, as is performance evaluation. Prerequisite:BUFN763.","BUFN764","Quantitative Investment Strategy","2 Credits"
"BUFN - Finance","Surveys fixed income assets and related securities such as Exchange-traded bond options; bonds with embedded options; floating rate notes; caps, collars, and floors; floating rate notes with embedded options. Also surveys advanced tools for interest-rate and fixed-income portfolio management, including the use of derivative securities, and the application of binomial trees for analysis of options, and a sound understanding of stochastic yield curves. Prerequisite:BUFN762.","BUFN765","Fixed Income Derivatives","2 Credits"
"BUFN - Finance","Develop Excel and Visual Basic (VBA) models to solve problems related to portfolio management, options valuation, fixed income securities, interest rate processes, and risk management. This course thus bridges theory with the design of algorithms and models that can be directly applied in practice. Prerequisite:BUFN740.","BUFN766","Financial Engineering","2 Credits"
"BUFN - Finance","Selected experiential learning opportunities in advanced topics in the various fields of graduate study in finance. Prerequisite:Permission of BMGT-Robert H. Smith School of Business.","BUFN768","Special Topics in Finance","1-4 Credits"
"BUFN - Finance","Addresses international stock markets, portfolio theory, international interest rates, exchange rates and exchange rate derivatives (options, forwards, and futures), exchange rate swaps and exchange rate exposure (operating, translation, and transaction), foreign investment strategey. Prerequisite:BUSI640.","BUFN770","International Investment","2 Credits"
"BUFN - Finance","Continuation ofBUFN770. Issues addressed will include captial budgeting, project financing, exhange rate exposure (operating, translation, and transaction), foreign investment strategy, and risk management. Prerequisite:BUFN770.","BUFN771","International Corporate and Project Finance","2 Credits"
"BUFN - Finance","Analyze and discuss readings in bank management,with primary focus on the measurement and management of risk, including credit, market, and interest rate risk. Look at the management of liquid reserves. Examine the special nature of financial institutions, incorporating their functions, policies, services, and regulation. Study the evolving nature of the financial services inductry, by reading the financial press and by having outside practitioner speakers. Focus is on U.S. banks. Prerequisite:BUSI640.","BUFN772","Bank Management","2 Credits"
"BUFN - Finance","Examines how money is managed by organizations such as university endowments, pension funds, mutual funds, hedge funds, and private equity funds. Involves a mixture of finance and economics and emphasizes the incentives professional money managers face within the context of the organizational structure in which they operate. Particular attention is paid to compensation structures and monitoring mechanisms. Prerequisite:BUSI640.","BUFN773","Institutional Asset Management","2 Credits"
"BULM - Logistics, Business, and Public Policy","This course is part of a series of two courses Business Fundamentals for SCM part I and, part II. The series is intended to provide you with the knowledge and skills necessary to quantify the impact of supply chain management decisions on the bottom line. Students will gain a solid understanding of accounting, finance and the link between supply chain and overall financial performance. Students will analyze financial statements and explain the implications of supply chain management decisions on standard financial ratios and all components of the balance sheet and income statement. Through interactive supply chain finance models, students will demonstrate the sensitivity of outcome to multiple independent variables. Last but not least, students will also learn how to apply the net present value technique to evaluate the feasibility of investment projects in supply chain. Restriction:Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.","BULM700","Business Fundamentals for Supply Chain Managers I","2 Credits"
"BULM - Logistics, Business, and Public Policy","This is the second course of the series Business fundamentals for Supply Chain Managers. This course is intended to provide you with the knowledge and skills necessary to quantify the impact of supply chain management decisions on the bottom line. Students will gain a solid understanding of accounting, finance and the link between supply chain and overall financial performance. Students will analyze financial statements and explain the implications of supply chain management decisions on standard financial ratios and all components of the balance sheet and income statement. Through interactive supply chain finance models, students will demonstrate the sensitivity of outcome to multiple independent variables. Last but not least, students will also learn how to apply the net present value technique to evaluate the feasibility of investment projects in supply chain. Prerequisite:BULM700; or permission of BMGT-Robert H. Smith School of Business.","BULM701","Business Fundamentals for Supply Chain Managers II","2 Credits"
"BULM - Logistics, Business, and Public Policy","Analytical modeling of business decisions; uncertainty, risk and expected utility; regression modeling to infer relationships among variables. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM710","Data Driven Decision Making I","2 Credits"
"BULM - Logistics, Business, and Public Policy","Analytical modeling of business decisions; uncertainty, risk and expected utility; regression modeling to infer relationships among variables. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM711","Data Driven Decision Making II","2 Credits"
"BULM - Logistics, Business, and Public Policy","In response to international regulation of carbon emissions and increasing corporate responsibility pressures, companies are seeking to develop greener supply chains. Companies such as WalMart have undergone a paradigm shift in how they manage their businesses to emphasize environmental stewardship and due diligence on product sustainability. Students are provided with key concepts and tools for designing and managing environmentally sustainable, low-impact supply chains. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).","BULM720","The Green Supply Chain","2 Credits"
"BULM - Logistics, Business, and Public Policy","Offers a practical blueprint for understanding, building, implementing, and sustaining supply chains in today's rapidly changing global supply chain environment. It will provide the student with a survey of the fast-moving Supply Chain Management discipline and practice, including the evolution of supply chain strategies, business models and technologies; current best practices in demand and supply management; and methodologies for conducting supply chain-wide diagnostic assessments and formulating process improvement plans. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM721","Global Supply Chain Management","2 Credits"
"BULM - Logistics, Business, and Public Policy","This high experiential course will improve students' negotiation skills and capacity to acquire and effectively use power. By using a variety of assessment tools, feedback sources, skill-building exercises, and exercise debriefings, the class will increase students' negotiating self-confidence and improve their capacity to achieve win-win solutions to individual, team, and organizational problems. The course is designed to enhance students negotiating self confidence and improve students analytical skills, interpersonal skills, creativity (e.g., identifying creative solutions to conflict), and persuasive abilities. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).","BULM724","Negotiations in Supply Chain Management","2 Credits"
"BULM - Logistics, Business, and Public Policy","Examines purchasing methods from both a tactical and straegic viewpoint. Special emphasis is placed on developing purchasing strategies from international suppliers and the trade-offs between outsourcing and insourcing. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).","BULM726","Purchasing Management","2 Credits"
"BULM - Logistics, Business, and Public Policy","In this course, we introduce the knowledge and skills necessary to quantify the impact of supply chain management decisions on the bottom line. Students will gain an understanding of accounting, finance, production cost, scheduling, and the link between supply chain and overall financial performance. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM731","Technology Applications in Supply Chain Management","2 Credits"
"BULM - Logistics, Business, and Public Policy","Focuses on networks, social capital, and influence as they relate to operating effectively in organizations. It draws heavily on emerging literature related to social capital and networks, but also integrates concepts from persuasion, communication, and motivation literatures to aid your efforts to build a successful track record for yourself and your organization. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM732","Networks and Influence","2 Credits"
"BULM - Logistics, Business, and Public Policy","Acquaints students with managerial issues in international logistics and transportation, and provides students with an understanding of issues related to import/export management and the global marketplace. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.","BULM733","Global Trade Logistics","2 Credits"
"BULM - Logistics, Business, and Public Policy","Supply chain managers are facing an increasingly volatile operating environment, with constant danger of trading community disruption from business, social and environmental risks. Students are provided with a working knowledge of both the core techniques of supply chain risk assessment and mitigation; as well as best practices in establishing formal corporate supply chain risk management programs. A semester-long X-Treme Supply Chain Simulation will enable students to gain hands-on experience in navigating a computer company through a complex and risky four quarters of global business operations. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).","BULM734","Assessing and Managing Supply Chain Risks","3 Credits"
"BULM - Logistics, Business, and Public Policy","Addresses project management skills that are required by successful managers in increasingly competitive and faster-moving environments. Examines fundamental concepts of successful project management, and the technical and managerial issues, methods, and techniques. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM735","Project Management in Dynamic Environments","2 Credits"
"BULM - Logistics, Business, and Public Policy","Designed to provide students an opportunity to engage in intensive interaction with senior supply chain executives from a cross-section of industries. Executives share their insights on leading competitive supply chains in the global marketplace, while students research the competitive supply chain dynamics of each executive's industry. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).","BULM736","Executives in Supply Chain Management","3 Credits"
"BULM - Logistics, Business, and Public Policy","Provides students with an overall understanding of how firms use an advanced supply chain planning (ASCP) application as an integral part of their materials management process which includes such activities as production planning, materials requirements planning, and distribution requirements planning. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.","BULM742","Global Supply Chain Resources Planning","2 Credits"
"BULM - Logistics, Business, and Public Policy","Explores methods to build enterprise resillience from the perspectives of the supply chain planner and supply chain manager. Addresses concerns assessing strategic & operational risks, day to day uncertainties in demand & supply and ensuring business continuity after low probability but high impact events such as a terrorist attack or earthquake. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; and permission of BMGT-Robert H. Smith School of Business.","BULM744","Global Supply Chain Risk Management","2 Credits"
"BULM - Logistics, Business, and Public Policy","This course is part of a series of courses. This the second part of the Lean Six Sigma for SC Managers course series. We will be focusing on the Analyze, Improve and Control phases of the Lean Six Sigma methodology. Lean Six Sigma is a robust methodology for problem solving aiming to improve quality and reduce speed within a process. This course covers up to the Lean and Six Sigma Green Belt level body of knowledge. You will be expected to conduct a project on a case study of a business looking to improve their processes to meet customer requirements. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM750","Lean Sigma for Supply Chain I","2 Credits"
"BULM - Logistics, Business, and Public Policy","This course is part of a series of courses. The first part will cover the Introduction, Define and Measure Phases of the Lean Six Sigma Methodology. Lean Six Sigma is a robust methodology for problem solving aiming to improve quality and reduce speed within a process. This course covers up to the Lean and Six Sigma Green Belt level body of knowledge. You will be expected to conduct a project on a case study of a business looking to improve their processes to meet customer requirements. Prerequisite:BULM750.","BULM751","Lean Sigma for the Supply Chain II","2 Credits"
"BULM - Logistics, Business, and Public Policy","Introduces transportation as a field of managerial and governmental responsibility and presents the features that make the transportation arena unique and, thus,worthy of advanced study. Each of the five modes of transportation, along with other forms of carriage, will be considered. In addition, the importance of freight transportation within supply chain management will be examined. Issues related to passenger transportation will also be addressed. Throughout the course, particular attention will be paid to the significant impact that transportation has on economic development and growth. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM754","Global Transportation Management","2 Credits"
"BULM - Logistics, Business, and Public Policy","Examines supply chain management at the strategic level. Through class lectures, case discussions, and assignments, students first learn about the determinants of corporate strategy. Supply chain strategies are then discussed, along with the need to properly align supply chain strategy with corporate strategy. Finally, there is a discussion of how to implement supply chain strategy, given various environmental and market considerations. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BULM756","Supply Chain Strategy","2 Credits"
"BULM - Logistics, Business, and Public Policy","Selected advanced topics in the various fields of graduate study in logistics, business and public policy. Prerequisite:Permission of BMGT-Robert H. Smith School of Business.","BULM758","Special Topics in Logistics, Business and Public Policy","1-4 Credits"
"BULM - Logistics, Business, and Public Policy","Independent study for Masters students in Logistics Management. Repeatable to:6 credits if content differs.","BULM759","Independent Study in Logistics Management","1-6 Credits"
"BUMK - Marketing","The process of acquiring, classifying and interpreting primary and secondary marketing data needed for intelligent, profitable marketing decisions. Evaluation of the appropriateness of alternative methodologies, such as the inductive, deductive, survey, observational, and experimental. Recent developments in the systematic recording and use of internal and external data needed for marketing decisions. Prerequisite:BUSI650andBUSI630.","BUMK701","Marketing Research Methods","2 Credits"
"BUMK - Marketing","Introduction to modeling tools used to support marketing analysis and decision making. Applications in strategic marketing, marketing segmentation, new product development, sales promotion analysis, pricing, design of marketing mix, sales force allocation, and direct marketing. Spreadsheet driven cases and illustrative readings. Prerequisite:BUSI650.","BUMK706","Marketing Analysis","2 Credits"
"BUMK - Marketing","Analysis of customer decision-making and how marketing strategy can be used to influence those decisions. The framework is a buyer behavior model, in which concepts from psychology, sociology, and economics are applied to individual and organizational purchase decisions. Marketing strategies of leading firms in consumer products, technology, and services (including internet services) are analyzed using a variety of case study formats. Focus is consumer behavior; however, principles can also be applied to the decision-making of business. Prerequisite:BUSI650.","BUMK715","Consumer Behavior","2 Credits"
"BUMK - Marketing","Brand names are valuable assets for firms. Effective brand management is critical to maintaining the long-term profitability of products and services. Topics include understanding brands from the customer's perspective, building brand equity, measuring brand equity, leveraging brand equity, managing brand portfolios and managing brands over time. Prerequisite:BUSI650.","BUMK716","Brand Management","2 Credits"
"BUMK - Marketing","Marketing communications are a complex but critical component of marketing strategy. Topics include communication tools: advertising, sales promotions, corporation communications, one-on-one or direct marketing, public relations, internet communications, sponsorship/events marketing, and marketing communcation plans: defining objectives, implementing the plan, and measuring communications effectiveness. Achieving integration in the content, look, and feel of all marketing communications is stressed. Prerequisite:BUSI650.","BUMK717","Integrated Marketing Communications","2 Credits"
"BUMK - Marketing","Introduces students to the fundamentals of marketing. This course combines lectures, readings, case analyses and a competitive simulation. A significant part of the course involves a competitive computer-based simulation in which student teams leverage marketing data and metrics to make marketing decisions for an organization that is competing in a market against other student teams in the class. Restriction:Permission of BMGT-Robert H. Smith School of Business; or must be in Business and Management (Master's) program.","BUMK720","Marketing Strategy","3 Credits"
"BUMK - Marketing","Focuses on managing customers of a business, whether in B2B or B2C space, as a portfolio of equity; understanding the current and future value of customers to the business; selective acquisition, development, and retention of customers using latest developments in information technology. Prerequisite:BUSI650.","BUMK722","Customer Equity Management","2 Credits"
"BUMK - Marketing","Focuses on the analysis of customer decision-making and how marketing strategy can be used to influence those decisions. The framework used is the buyer behavior model, in which concepts from psychology, sociology, and economics are applied to individual and organizational purchase decisions. Marketing strategies of leading firms in consumer products, technology, and services (including internet services) are analyzed using a variety of case study formats. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK724","Customer Analysis","3 Credits"
"BUMK - Marketing","Provides students with a foundation in probability and statistics with a focus on business applications. It also gives students a foundation for thinking in both likelihood and Bayesian frameworks. The course teaches students the basics of SAS, as well as its use in statistical analysis and statistical programming. Also addressed are basic SAS language structure, data management, OLAP, enterprise miner, statistical analysis, writing procedures. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK726","Statistical Programming for Customer Analytics","3 Credits"
"BUMK - Marketing","Focus is large fraction of marketing activity directed at organizational customers (businesses, non-profits and government). Marketing strategies, tactics and analytical tools most relevant when marketing to organizational customers are covered. Readings, cases and term paper contribute to understanding how to build long term buyer/seller relationships. Course is appropriate for anyone interested in understanding relationships between organizations, including vertical strategic alliances. Prerequisite:BUSI650.","BUMK731","Business-to-Business Marketing","2 Credits"
"BUMK - Marketing","Examines special challenges service marketing poses for managers because of the intangible, heterogeneous nature of the product, and the critical role of customer contact employees in service delivery. Strategies for meeting these challanges are addressed. Topics include 1) customer relationship management, 2) the design and execution of the service delivery process, 3) the development and implementation of employee customer service skills, 4) the measurement and management of critical outcome variables, such as customer satisfaction, customer equity, and customer lifetime value, and 5) the role of emerging technology in customer service. ","BUMK736","Service Marketing and Management","2 Credits"
"BUMK - Marketing","The analysis of marketing data needed for profitable marketing decisions. Advanced methods of marketing analysis for marketing decisions, including choice and count data models, joint analysis of consumers choice, quantity and timing decisions, mixture and mixture regression models, and conjoint analysis, all using data-based cases and SAS software. Applications are in the areas of strategic marketing, marketing segmentation, eye tracking for advertising effectiveness, new product development, sales promotion analysis, pricing, design of marketing mix, and direct marketing. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK742","Marketing Analytics for Consulting","3 Credits"
"BUMK - Marketing","Provides a review of primary data collection methods for marketing data. Students will learn how to design and implement effective confirmatory research. Both direct methods such as surveys and indirect methods such as experiments will be covered. In this hands-on course, students will design and conduct research with target customers, analyze the data, and then present their results to decision makers. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK744","Marketing Research and Analytics","3 Credits"
"BUMK - Marketing","An introduction to data science and thebasic concepts of database management. The course also provides an overview of the various sources of in house data that are available to many organizations. Students will learn how to work with click stream, scanner panel and social media data. Geo-demographic datasets will be discussed and explored, and techniques for data-fusion will receive ample attention. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK746","Data Science for Customer Analytics","3 Credits"
"BUMK - Marketing","Customer Equity Management and Customer Relationship Marketing focuses on selective acquisition, development and retention of customers aided by developments in information technology and analytics - databases, online channels, social media, mobile technologies, and marketing analytics - with the objective of increasing a firm's customer equity (firm's value). This course will focus on the conceptual foundations of customer equity and relationship management, their strategic implications, and implementations in both B-2-B and B-2-C contexts, especially in the emerging era of big data. The course will provide insights into the role of measuring and managing customer equity and customer loyalty using online and offline media and channels. The objective of the course is to examine the strategic and analytical aspects in equal measure so that participants will have a deeper understanding of the power of customer equity and customer analytics, and how to put it to work effectively using data, big or small. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.","BUMK747","CRM Analytics","2 Credits"
"BUMK - Marketing","Managing customers of a business, whether in B2B or B2C space, as a portfolio of equity. Understanding the current and future value of customers to the business. Topics include selective acquisition, development, and retention of customers using latest developments in information technology. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK750","Customer Equity Management","2 Credits"
"BUMK - Marketing","A capstone marketing course. Marketing strategies designed to manage products in selected market segments. Topics covered include competitor analysis, buyer analysis, market segments, and product strengths and weaknesses; product related issues are identified and marketing strategies developed, assessed and implemented. Prerequisite:BUSI650.","BUMK757","Marketing Strategy","2 Credits"
"BUMK - Marketing","Selected advanced topics in the various fields of graduate study in marketing. Restriction:Permission of BMGT-Robert H. Smith School of Business.","BUMK758","Special Topics in Marketing","1-4 Credits"
"BUMK - Marketing","Independent study for Masters students in Marketing. Repeatable to:6 credits if content differs.","BUMK759","Independent Study in Marketing","1-6 Credits"
"BUMK - Marketing","The standards of business conduct, morals and values as well as the role of business in society. Students will consider the sometimes conflicting interests of and claims on the firm and its objectives. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK760","Business Policies and Ethics","2 Credits"
"BUMK - Marketing","A study of the standards of business conduct, morals and values as well as the role of business in society. Students will consider the sometimes conflicting interests of and claims on the firm and its objectives. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK762","Business Communication I","1 Credit"
"BUMK - Marketing","Teaches students how to communicate quantitative information effectively. Focuses on developing written, spoken and presentation skills. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK764","Business Communications II","1 Credit"
"BUMK - Marketing","Examines the process of developing, implementing and analyzing strategies for successfully marketing a variety of existing and potential products and services on the Internet. Special attention is devoted to the tools and techniques unique to the electronic media. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK766","Digital Analytics","2 Credits"
"BUMK - Marketing","Planning and implementing retail marketing strategies often involve sophisticated analytics. This course will teach the analytical tools needed to develop retail strategies. Both store and non-store (catalog, Internet) retailing are discussed. Also, students will learn how to evaluate the impact of environmental trends in the consumer market, competition, the economy and technology on retail strategy in the U.S. and global market. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK770","Retail Analytics","2 Credits"
"BUMK - Marketing","The economic success of many firms depends on their ability to accurately identify needs of their customers andefficiently innovate -- i.e., develop new products, new services, or new processes -- in order to meet those needs.Achieving this goal is a multi-disciplinary initiative. In this course, we focus on key analytics driven decisions faced bymanagers when approaching this important task of innovation from the customer centric perspective of a marketer. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK772","Innovation Analytics","2 Credits"
"BUMK - Marketing","The economic and behavioral aspects of pricing and the evaluation of innovative pricing practices such as price matching, customized pricing, bundle pricing and product line pricing. The course will cover both B2B, B2C, online and offline markets. Instruction will be through a mix of case studies, pricing simulation games, hands-on exercises, practitioner guest lectures and discussions. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK773","Pricing Analytics and Strategies","2 Credits"
"BUMK - Marketing","Market forecasting methods for different contexts. Focus on quantitative modeling techniques based on established statistical methods. Non-statistical methods used when empirical data is scarce. This is a very hands-on class where students will apply the forecasting methods learned to real data. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK774","Market Forecasting","2 Credits"
"BUMK - Marketing","Students analyze marketing data, report their findings and provide appropriate recommendations. Restriction:Must be in Business and Management (Master's) program; or permission of BMGT-Robert H. Smith School of Business.","BUMK776","Action Learning Project","2 Credits"
"BUMO - Management and Organization","Aimed at increasing an understanding of the legal, technical, and practical issues involved in organizational staff forecasting, and hiring and termination procedures. Credit Only Granted for:BMGT783 orBUMO702.","BUMO702","Managerial Staffing","3 Credits"
"BUMO - Management and Organization","Applications in the design, implementation, and evaluation of human resource management programs. Experiential learning activities and simulations. Prerequisite:BUSI663.","BUMO704","Problems and Applications in Human Resource Management","3 Credits"
"BUMO - Management and Organization","Increase negotiating self-confidence and improve capacity to achieve win-win solutions to organizational problems. Improve effectiveness at finding creative solutions to conflict. Corequisite:BUMO715.","BUMO714","Competitive and Collaborative Negotiation","2 Credits"
"BUMO - Management and Organization","Practice negotiations using multiple media (email, phone). Multiple party negotiations. Cross-cultural negotiations. Corequisite:BUMO714.","BUMO715","Advanced Negotiation Challenges","2 Credits"
"BUMO - Management and Organization","Develops the fundamental change knowledge and skills of MBA students who plan to work with organizations as change agents, whether internally as managerial employees or externally as outside consultants. Draws on literatures from organizational behavior, human resource management and strategic management to identify models as prescriptions of change. Prerequisite:BUSI664 orBUSI662.","BUMO720","Understanding Organizational Change","2 Credits"
"BUMO - Management and Organization","Study of organizational behavior from a multicultural perspective. Credit Only Granted for:BMGT765 orBUMO722.","BUMO722","Organizational Behavior: A Multicultural Perspective","3 Credits"
"BUMO - Management and Organization","Focuses on networks, social capital, and influence as they relate to operating effectively in organizations. It draws heavily on emerging literature related to social capital and networks, but also integrates concepts from persuasion, communication, and motivation literatures to aid your efforts to build a successful track record for yourself and your organization. Restriction:Must be in Business and Management (Master's) program.","BUMO725","Networks and Influence","2 Credits"
"BUMO - Management and Organization","The entrepreneur and the entrepreneurial team: the entrepreneur and the team as it relates to innovation, change, power, and risk-taking. Entrepreneurs and their teams from a variety of different firms present and discuss their views on leadership. Prerequisite:Completion of MBA core requirements; and permission of BMGT-Robert H. Smith School of Business.","BUMO727","The Entrepreneur and the Entrepreneurial Team","3 Credits"
"BUMO - Management and Organization","Provides an introduction to important tools and skills necessary to create and grow a successful new venture. Integrates research findings from a range of different practical and intellectual perspectives, including psychology, sociology, economics, strategic management, and history into practical, hands on lessons for an entrepreneur. Class projects provide the foundations for new, real businesses. Credit Only Granted for:BUMO732or BUSI660.","BUMO732","Entrepreneurship and New Ventures","2 Credits"
"BUMO - Management and Organization","Viewing technology as a strategic resource of the firm, students develop an understanding of the processes, risks, and rewards of technology commercialization. Student teams are organized to review and select a technological innovation and then determine its commercial viability in the market place. Restriction:Must be in Business and Management (Master's) program.","BUMO743","Technology Transfer Commercialization Strategies","3 Credits"
"BUMO - Management and Organization","This course focuses on the real life experiences of high profile technology entrepreneurs. Guest entrepreneurs and book review reveal patterns of personal preparation, strategic decision-making, and action that have produced ventures with high value-added and significant regional and national impact. Restriction:Must be in Business and Management (Master's) program.","BUMO744","Creation of High Potential Ventures","3 Credits"
"BUMO - Management and Organization","Evaluation of real business plans submitted to the Dingman Center for Entrepreneurship. Practicing venture capitalist and professors focus on business plan critique and writing skills, venture capitalist screening practices, and the structure of electronic commerce. Past business plan reviews are analyzed according to the business model, target market, competitive advantages/threats, stage of development, management team and financial status. Real investment decisions are made on the basis of student recommendations. Subject companies are contacted and evaluated. Repeatable to:6 credits.","BUMO748","Business Plan Review","3 Credits"
"BUMO - Management and Organization","Organizational dynamics of competitive advantage. Impact of alternative organizational structures, planning and control systems, human resource management practices, and executive leadership styles on the implementation of archetypically different strategies. Prerequisite:Must have completed or be concurrently enrolled inBUSI690. And must have completed MBA core requirements; or permission of BMGT-Robert H. Smith School of Business.","BUMO751","Implementing Strategy: Organizing to Compete","2 Credits"
"BUMO - Management and Organization","Explores the key elements of mastering the move from being a successful small company to achieving industry significance. Supplemented by readings, video and guest speakers, the course highlights the application of practical lessons leading to strategic growth and subsequent emergence as a player. Restriction:Must be in Business and Management (Master's) program.","BUMO752","Strategic Growth for Emerging Companies","2 Credits"
"BUMO - Management and Organization","Business formation issues, legal obligations that affect entrepreneurial activities, the spectrum of financing methods available to emerging businesses, creating management and organization and a practical application of the tools through practical projects. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).","BUMO753","Emerging Business Formation","2 Credits"
"BUMO - Management and Organization","Focuses on the ""strategic"" and ""organizational"" questions that a company must address as it globalizes its footprint. Among the questions that will be addressed are: What are the potential benefits, costs, and risks associated with going abroad? What differentiates a ""global"" from a ""multidomestic"" industry? What are the sources of competitive advantage in a global context? Credit Only Granted for:BUSI674,BUMO754, orBMGT710.","BUMO754","Global Strategy","2 Credits"
"BUMO - Management and Organization","Conceptual framework and analytical tools for understanding the dynamics of industry structure. Impacts of past and future attractiveness of the industry on profitability. Developing and applying frameworks to devise competitive strategies in uncertain industries. Recommended:BUSI690.","BUMO756","Industry Analysis","2 Credits"
"BUMO - Management and Organization","Understanding of the dynamics of how competitors interact in the marketplace. Understanding economic and behavioral motivations of industry players to design more effective strategies. Recommended:BUSI690.","BUMO757","Competitor Analysis","2 Credits"
"BUMO - Management and Organization","Selected advanced topics in the various fields of graduate study in management and organization. Restriction:Permission of BMGT-Robert H. Smith School of Business.","BUMO758","Special Topics in Management and Organization","1-4 Credits"
"BUMO - Management and Organization","Independent study for Masters students in management and organization. Repeatable to:6 credits if content differs.","BUMO759","Independent Study in Management and Organization","1-6 Credits"
"BUMO - Management and Organization","Examines the concept of creativity as it applies in today's and tomorrow's complex business environment. An overview of the cognitive foundations of creativity, examines many of the preconceived notions about creativity in business and discusses multiple ways in which creativity can help business leaders and entrepreneurs to succeed. Topics include creativity techniques for groups and individuals, creativity as a foundation to recognize business opportunities and develop innovative products and services, selecting ideas and making them stick, mental and organizational obstacles to creativity as well as an overview of electronic tools to increase creative capability. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).","BUMO761","Creativity for Business Leaders and Entrepreneurs","2 Credits"
"BUMO - Management and Organization","Provide managers a sound basis for developing such competencies. Specifically, we will develop an understanding of key cultural differences, and how these differences influence the management of individuals, groups, and organizations. Restriction:Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H. Smith School of Business.","BUMO767","Cross-Cultural Communication and Teamwork","2 Credits"
"BUMO - Management and Organization","This highly experiential course will improve students' negotiation skills and capacity to acquire and effectively use bargaining power. By using a variety of assessment tools, feedback sources, skill-building exercises, and exercise debriefings, the class will increase students' negotiating self-confidence and improve their capacity to claim value and achieve win-win solutions to individual, team, and organizational problems. The course is designed to enhance students' negotiating self-confidence and improve students' analytical and decision-making skills (e.g., understanding bargaining zones, knowing when an agreement can be made and when to walk away; learning how to prepare for negotiations), interpersonal skills, creativity (e.g., identifying creative solutions to conflict), and persuasive abilities. Restriction:Must be in Business and Management (Master's) program.","BUMO794","Essentials of Negotiation","2 Credits"
