"code","title","credits","subject","description"
"21:525:498","SENIOR HONORS PROJECT",3.0,"NK",""
"21:526:101","HLLC COHORT",0.0,"NK",""
"21:526:301","NEGOTIATING SPACE, PLACE, AND IDENTITIES",1.5,"NK",""
"21:526:302","VOICE, CITIZENSHIP, AND COMMUNITY ENGAGEMENT",1.5,"NK",""
"21:526:303","LOCAL CITIZENSHIP A GLOBAL WORLD",4.0,"NK",""
"21:526:396","SPECIAL TOPICS IV",3.0,"NK",""
"21:526:405","SPECIAL TOPICS V",3.0,"NK",""
"21:526:450","HLLC INDEPENDENT STUDY","","NK",""
"21:560:101","ELEMENTARY ITALIAN",3.0,"NK",""
"21:580:201","INTERMEDIATE LATIN I",3.0,"NK",""
"21:580:353","INDIVIDUAL STUDIES IN LATIN",3.0,"NK",""
"21:595:200","INTRODUCTION TO LATINO/A CULTURAL STUDIES",3.0,"NK",""
"21:595:312","TOPICS IN LATINO/A CULTURAL STUDIES",3.0,"NK",""
"21:615:201","INTRO TO LINGUISTICS",3.0,"NK",""
"21:640:033","MATH FOR LIBERAL ARTS INTENSIVE",3.0,"NK",""
"21:640:038","INTERMEDIATE ALGEBRA INTENSIVE",3.0,"NK",""
"21:640:079","COLLEGE ALGEBRA BRIDGING COURSE - 107 TO109",1.0,"NK",""
"21:640:103","MATH FOR LIBERAL ARTS INTENSIVE",3.0,"NK",""
"21:640:104","INTERMEDIATE ALGEBRA INTENSIVE",3.0,"NK",""
"21:640:105","INTERMEDIATE ALGEBRA",3.0,"NK",""
"21:640:106","MATHEMATICS FOR THE LIBERAL ARTS",3.0,"NK",""
"21:640:107","COLLEGE ALGEBRA FOR THE HUMANITIES",3.0,"NK",""
"21:640:109","COLLEGE ALGEBRA FOR SCIENCE BUSINESS",3.0,"NK",""
"21:640:114","PRECALCULUS",4.0,"NK",""
"21:640:119","APPLIED CALCULUS",4.0,"NK",""
"21:640:134","TRIGONOMETRY BRIDGING COURSE",1.0,"NK",""
"21:640:135","CALCULUS I",4.0,"NK",""
"21:640:136","CALCULUS II",4.0,"NK",""
"21:640:155","HONORS CALCULUS I",4.0,"NK",""
"21:640:211","STATISTICS I",3.0,"NK",""
"21:640:235","CALCULUS III",4.0,"NK",""
"21:640:237","DISCRETE STRUCTURES",3.0,"NK",""
"21:640:238","FOUNDATIONS OF MODERN MATH",3.0,"NK",""
"21:640:311","ADVANCED CALCULUS I",3.0,"NK",""
"21:640:314","ELEMENTARY DIFFERENTIAL EQUATIONS",3.0,"NK",""
"21:640:327","PROBABILITY & STATISTICS",3.0,"NK",""
"21:640:350","LINEAR ALGEBRA",3.0,"NK",""
"21:640:397","TEACHING APPRENTICE",3.0,"NK",""
"21:640:432","INTRO DIFF GEOMETRY",3.0,"NK",""
"21:640:451","ABSTRACT ALGEBRA I",3.0,"NK",""
"21:640:473","NUMERICAL ANALYSIS",3.0,"NK",""
"21:640:475","APPLIED MATHEMATICS ANALYSIS I",3.0,"NK",""
"21:640:491","MATH SEMINAR",3.0,"NK",""
"21:640:494","INDIVIDUAL STUDIES IN MATHEMATICS","","NK",""
"21:730:103","INTRODUCTION TO PHILOSOPHY",3.0,"NK",""
"21:730:107","CRITICAL THINKING",3.0,"NK",""
"21:730:201","INTRODUCTION TO LOGIC",3.0,"NK",""
"21:730:205","CURRENT MORAL AND SOCIAL ISSUES",3.0,"NK",""
"21:730:212","INTRODUCTION TO ETHICS",3.0,"NK",""
"21:730:306","GREEK PHILOSOPHY",3.0,"NK",""
"21:730:327","PHILOSOPHY OF RELIGION",3.0,"NK",""
"21:730:351","BUSINESS & PROFESSIONAL ETHICS",3.0,"NK",""
"21:730:380","PHILOSOPHY OF PSYCHOLOGY",3.0,"NK",""
"21:730:385","SPECIAL TOPICS IN PHILOSOPHY",3.0,"NK",""
"21:730:390","PHIL THROUGH FILM",3.0,"NK",""
"21:730:441","INDIVIDUAL STUDY IN PHILOSOPHY","","NK",""
"21:730:442","INDEPENDENT STUDY",3.0,"NK",""
"21:730:446","THEORIES OF KNOWLEDGE",3.0,"NK",""
"21:750:109","ASTRONOMY AND COSMOLOGY",3.0,"NK",""
"21:750:110","INTRODUCTORY ASTRONOMY LABORATORY",1.0,"NK",""
"21:750:203","ALGEBRA-BASED INTRODUCTORY PHYSICS I",4.0,"NK",""
"21:750:205","ALGEBRA-BASED INTRODUCTORY PHYSICS I LAB",1.0,"NK",""
"21:750:210","MATH SUPPLEMENT FOR CALCULUS-BASED PHYSICS",1.0,"NK",""
"21:750:213","CALCULUS-BASED INTRODUCTORY PHYSICS I",4.0,"NK",""
"21:750:215","CALCULUS-BASED INTRODUCTORY PHYSICS I LAB",1.0,"NK",""
"21:750:316","INTRODUCTION TO MODERN PHYSICS",3.0,"NK",""
"21:750:333","APPLICATIONS OF MATHEMATICS TO PHYSICS",3.0,"NK",""
"21:750:450","PHYSICS EDUCATION",3.0,"NK",""
"21:750:485","INDIVIDUAL RESEARCH IN PHYSICS","","NK",""
"21:750:489","TEACHING AND LEARNING PHYSICS",1.0,"NK",""
"21:750:491","PHYSICS SEMINAR",1.0,"NK",""
"21:750:493","READINGS IN PHYSICS","","NK",""
"21:790:201","AMERICAN NATIONAL GOVERNMENT",3.0,"NK",""
"21:790:202","AMERICA & THE WORLD",3.0,"NK",""
"21:790:203","INTRODUCTION TO COMPARATIVE POLITICS",3.0,"NK",""
"21:790:226","TOPICS IN POL SCI",1.5,"NK",""
"21:790:302","POLITICS OF THE EUROPEAN UNION",3.0,"NK",""
"21:790:304","INTRODUCTION TO LAW & LEGAL RESEARCH",3.0,"NK",""
"21:790:311","GOVERNMENT & POLITICS OF LATIN AMERICA",3.0,"NK",""
"21:790:312","CARIBBEAN POLITICS",3.0,"NK",""
"21:790:317","INTERNATIONAL POLITICAL ECONOMY",3.0,"NK",""
"21:790:321","WORLD POLITICS",3.0,"NK",""
"21:790:333","GOVERNMENT AND POLITICAL MIDDLE EAST",3.0,"NK",""
"21:790:368","DEMOCRACY AND CITIZENSHIP",3.0,"NK",""
"21:790:371","EARLY POLITICAL THEORY",3.0,"NK",""
"21:790:372","MODERN POLITICAL THEORY",3.0,"NK",""
"21:790:379","GOVERNMENT & POLITICS OF RUSSIA & THE FORMER SOVIET UNION",3.0,"NK",""
"21:790:390","POLITICS OF GLOBAL DEVELOPMENT",3.0,"NK",""
"21:790:395","CONTEMPORARY AMERICAN FOREIGN POLICY",3.0,"NK",""
"21:790:441","CIVIL LIBERTIES",3.0,"NK",""
"21:790:463","TOPICS IN AMERICAN POLITICS AND PUBLIC POLICY",3.0,"NK",""
"21:790:465","TOPICS IN COMPARATIVE POLITICS",3.0,"NK",""
"21:790:466","TOPICS IN GLOBAL POLITICS",3.0,"NK",""
"21:790:491","RESEARCH METHODS",3.0,"NK",""
"21:790:497","INTERNSHIP IN POLITICAL SCIENCE","","NK",""
"21:790:499","INDIVIDUAL STUDY OF GOVERNMENT","","NK",""
"21:812:101","ELEMENTARY PORTUGUESE",3.0,"NK",""
"21:812:131","INTERMEDIATE PORTUGUESE",3.0,"NK",""
"21:812:133","PORTUGUESEFORSPANSPK",3.0,"NK",""
"21:812:203","ADVANCED GRAMMAR & COMPOSITION",3.0,"NK",""
"21:812:250","PORTUGUESE LITERATURE IN ENGLISH        TRANSLATION",3.0,"NK",""
"21:812:251","PORTUGUESE LITERATURE IN ENGLISH TRANSLATION II",3.0,"NK",""
"21:812:253","BRAZILIAN LITERATURE IN ENGLISH TRANSLATION I",3.0,"NK",""
"21:812:349","BRAZILIAN FILM & LITERATURE",3.0,"NK",""
"21:812:458","INTERNSHIP IN PORTUGUESE & LUSOPHONE WORLD STUDIES",3.0,"NK",""
"21:812:495","INDEPENDENT STUDY",3.0,"NK",""
"21:830:101","PRINCIPLES OF PSYCHOLOGY",3.0,"NK",""
"21:830:102","PRINCIPLES OF PSYCHOLOGY",3.0,"NK",""
"21:830:210","INTRO TO NEUROSCI",3.0,"NK",""
"21:830:301","PSYCHOLOGY STATISTICAL METHODS",4.0,"NK",""
"21:830:302","PSYCHOLOGY RESEARCH METHODS",4.0,"NK",""
"21:830:303","NEUROSCIENCE RESEARCH METHODS",4.0,"NK",""
"21:830:304","COGNITIVE PROCESSES",3.0,"NK",""
"21:830:315","IDENTITY DEVELOPMENT",3.0,"NK",""
"21:830:322","CROSS CULTURAL PSYCHOLOGY",3.0,"NK",""
"21:830:323","DEVELOPMENTAL PSYCHOLOGY",3.0,"NK",""
"21:830:327","COGNITIVE DEVELOPMENT",3.0,"NK",""
"21:830:335","SOCIAL PSYCHOLOGY",3.0,"NK",""
"21:830:338","FORENSIC PSYCHOLOGY",3.0,"NK",""
"21:830:341","STEREOTYPING, PREJUDICE & DISCRIMINATION",3.0,"NK",""
"21:830:342","APPROACHES TO PSYCHOTHERAPY",3.0,"NK",""
"21:830:363","PSYCHOPATHOLOGY",3.0,"NK",""
"21:830:371","PSYCHOLOGY OF PERSONALITY",3.0,"NK",""
"21:830:373","PSYCHOLOGY OF WOMEN",3.0,"NK",""
"21:830:374","PSYCHOPATHOLOGY OF CHILDHOOD",3.0,"NK",""
"21:830:375","COMMUNITY PSYCHOLOGY",3.0,"NK",""
"21:830:409","SPECIAL PROBLEMS IN PSYCHOLOGY",3.0,"NK",""
"21:830:413","NEUROPSYCHOLOGY",3.0,"NK",""
"21:830:420","INFANCY",3.0,"NK",""
"21:830:424","HEALTH PSYCHOLOGY",3.0,"NK",""
"21:830:430","INTEGRATIVE NEUROSCI",3.0,"NK",""
"21:830:469","SEXUAL DIVERSITY",3.0,"NK",""
"21:830:476","TEACHING ASSISTANTSHIP IN PSYCHOLOGY",4.0,"NK",""
"21:830:480","LEARNING ASSISTANTSHIP IN PSYCHOLOGY",4.0,"NK",""
"21:830:484","BEHAVIORAL NEUROSCIENCE",3.0,"NK",""
"21:830:485","INTERNSHIP IN PSYCHOLOGY",3.0,"NK",""
"21:830:489","SPECIAL ISSUES-PSYCHOLOGY",3.0,"NK",""
"21:830:491","RESEARCH IN PSYCHOLOGY","","NK",""
"21:830:493","INDIVIDUAL STUDY IN PSYCHOLOGY","","NK",""
"21:830:495","RESEARCH IN COGNITIVE NEUROSCIENCE","","NK",""
"21:910:220","INTRODUCTION TO SOCIAL WORK & SOCIAL WELFARE",3.0,"NK",""
"21:910:322","HUMAN BEHAVIOR & THE SOCIAL ENVIRONMENT",3.0,"NK",""
"21:910:338","SUSTAINABLE CITIES FOR SOCIAL CHANGE",3.0,"NK",""
"21:910:341","SOCIAL WELFARE POLICIES THROUGH THE 1930S",3.0,"NK",""
"21:910:342","CONTEMPORARY SOCIAL WELFARE POLICIES",3.0,"NK",""
"21:910:344","AGING IN THE 21ST CENTURY",3.0,"NK",""
"21:910:345","HUMAN DIVERSITY",3.0,"NK",""
"21:910:347","ISSUES IN SOCIAL WORK",3.0,"NK",""
"21:910:411","SOC WORK TH METH II",3.0,"NK",""
"21:910:413","SR. SEMINAR I",3.0,"NK",""
"21:910:467","INDEPENDENT STUDY IN SOCIAL WORK","","NK",""
"21:910:468","INDEPENDENT STUDY IN SOCIAL WORK","","NK",""
"21:910:471","SENIOR FIELD PRACTICE IN SOCIAL WORK",4.0,"NK",""
"21:920:201","INTRODUCTION TO SOCIOLOGY",3.0,"NK",""
"21:920:285","DRUGS AND SOCIETY",3.0,"NK",""
"21:920:301","SOCIAL RESEARCH I",3.0,"NK",""
"21:920:303","SOCIAL CHANGE",3.0,"NK",""
"21:920:308","SOCIAL MOVEMENTS",3.0,"NK",""
"21:920:309","HOUSING AND HOMELESSNESS IN AMERICA",3.0,"NK",""
"21:920:316","RACE & ETHNICITY IN MULTICULTURAL SOCIETIES",3.0,"NK",""
"21:920:324","INEQUALITY",3.0,"NK",""
"21:920:328","GLOBAL SUSTAIN DEV",3.0,"NK",""
"21:920:340","SOCIOLOGY OF RELIGION",3.0,"NK",""
"21:920:352","CULT & SOC IN LAT-AM",3.0,"NK",""
"21:920:381","INTERNSHIP IN SOCIOLOGY",3.0,"NK",""
"21:920:385","SOCIOLOGY OF SCIENCE AND TECHNOLOGY",3.0,"NK",""
"21:920:393","TOPICS IN SOCIOLOGY",3.0,"NK",""
"21:920:394","TOPICS IN SOCIOLOGY",3.0,"NK",""
"21:920:409","CLASSICAL SOCIOLOGICAL THEORY",3.0,"NK",""
"21:920:415","CONTEMPORARY SOCIOLOGICAL THEORY",3.0,"NK",""
"21:920:420","SOC WRLD OF FUTURE",3.0,"NK",""
"21:920:438","SOCIOLOGY OF AGING",3.0,"NK",""
"21:940:101","ELEMENTARY SPANISH",3.0,"NK",""
"21:940:102","ELEMENTARY SPANISH",3.0,"NK",""
"21:940:131","INTERMEDIATE SPANISH",3.0,"NK",""
"21:940:203","GRAMMAR AND COMPOSITION",3.0,"NK",""
"21:940:208","INTRODUCTION TO LATIN AMERICAN LITERATURE",3.0,"NK",""
"21:940:212","CRITICAL APPROACHES TO LATIN AMERICAN FILM",3.0,"NK",""
"21:940:213","DON QUIXOTE IN ENGLISH TRANSLATION",3.0,"NK",""
"21:940:240","INTRO TO TRANSLATION STUDIES",3.0,"NK",""
"21:940:322","LATINO BILINGUALISM IN THE UNITED STATES",3.0,"NK",""
"21:940:353","INDIVIDUAL STUDY IN SPANISH","","NK",""
"21:940:379","NATIONAL LITERATURES IN SPANISH AMERICA",3.0,"NK",""
"21:940:417","SEMINAR IN SPANISH & LATIN AMERICAN     LITERATURES",3.0,"NK",""
"21:988:201","INTRODUCTION TO WOMEN'S STUDIES",3.0,"NK",""
"21:988:205","INTRODUCTION TO LESBIAN, GAY, BISEXUAL &TRANSGENDER STUDIES",3.0,"NK",""
"21:988:299","CORE TOPICS IN WOMEN AND GENDER STUDIES",3.0,"NK",""
"21:988:305","TRANS STUDIES",3.0,"NK",""
"21:988:306","DISABILITY STUDIES",3.0,"NK",""
"21:988:389","TOPICS IN WOMEN'S STUDIES",3.0,"NK",""
"21:988:401","INDIVIDUAL RESEARCH IN WOMEN'S STUDIES",3.0,"NK",""
"21:988:425","WOMEN'S STUDIES INTERNSHIP",3.0,"NK",""
"22:010:502","ACCOUNTING FOR MANAGERS - FULL TIME",3.0,"NK",""
"22:010:510","BUSINESS LAW: REGULATORY AND GOVERNANCE LANDSCAPE",3.0,"NK",""
"22:010:512","ETHICS IN FIN MGMT",3.0,"NK",""
"22:010:540","SP TPC: BYOC CONTINUOUS BUSINESS MONITORING",1.0,"NK",""
"22:010:541","SP TPC: BYOC EMERGING TECHNOLOGIES IN BUSINESS",1.0,"NK",""
"22:010:542","SP TPC: BYOC BUSINESS PROCESS AUTOMATION",1.0,"NK",""
"22:010:543","SP TPC: BYOC CLOUD COMPUTING BLOCKCHAIN & CRYPTP",1.0,"NK",""
"22:010:544","SP TPC: BYOC AI IN ACCOUNTING & AUDIT",1.0,"NK",""
"22:010:545","SP TPC: BYOC DESIGN IN YOURSELF IN ACCOUNTING & AUDIT",1.0,"NK",""
"22:010:551","GOVERNMENT ACCOUNTING & AUDITING",3.0,"NK",""
"22:010:577","ACCOUNTING FOR MANAGERS",3.0,"NK",""
"22:010:578","PUBLIC FINANCIAL MANAGEMENT",3.0,"NK",""
"22:010:582","ADV FINANCIAL ACCT",3.0,"NK",""
"22:010:600","MACCY AA-ORIENTN",0.0,"NK",""
"22:010:603","INCOME TAXATION",3.0,"NK",""
"22:010:604","DESIGN & DEVELOPMENT OF INFORMATION SYSTEMS",3.0,"NK",""
"22:010:608","AUD,ASSRNCE&ANALYTIC",3.0,"NK",""
"22:010:613","ADV COST & MGT ACCT",3.0,"NK",""
"22:010:615","PARTNERSHP TAXATION",3.0,"NK",""
"22:010:627","INFO RISK MGMT IN ACCT",3.0,"NK",""
"22:010:628","CONT PROB ACCT THEOR",3.0,"NK",""
"22:010:638","INCOME TAX ACCOUNTING",3.0,"NK",""
"22:010:648","DECODING OF CORP",3.0,"NK",""
"22:010:659","TPC:FED TAX RSRCH",3.0,"NK",""
"22:010:684","SPECIAL TOPIC: INTRO TO A.I. IN ACCT & AUDIT",3.0,"NK",""
"22:010:685","CYBERSECURITY ASSURANCE IN ACCT",3.0,"NK",""
"22:010:688","AUDIT ANALYTICS",3.0,"NK",""
"22:010:690","SPECIAL TOPICS IN AUDIT ANALYTICS",3.0,"NK",""
"22:010:694","FEDERAL FINANCIAL MANAGEMENT",3.0,"NK",""
"22:134:575","INTERNSHIP IN THE FASHION & BEAUTY INDUSTRIES",0.0,"NK",""
"22:134:583","ILSS: RETAIL M&M IN FASHION",1.0,"NK",""
"22:135:585","FT MBA CO-CURRICULAR EXPERIENCE",0.0,"NK",""
"22:135:634","INDEPENDENT STUDY",3.0,"NK",""
"22:135:638","INDEPENDENT STUDY",1.0,"NK",""
"22:135:639","RESEARCH SEMINAR",3.0,"NK",""
"22:135:701","DBA SEMINAR I",3.0,"NK",""
"22:135:798","INDEPENDENT STUDY IN DBA","","NK",""
"22:135:799","DISSERTATION RESEARCH-DBA","","NK",""
"22:135:897","DBA FT STUDY ON CAMPUS",0.0,"NK",""
"22:135:899","DBA FT MATRIC CONTD",1.0,"NK",""
"22:140:592","BUSINESS LAW FOR MANAGERS",2.0,"NK",""
"22:198:603","BUSINESS DATA MANAGEMENT",3.0,"NK",""
"22:198:605","INTRO SOFTWARE DEV.",3.0,"NK",""
"22:198:670","INFORMATION TECHNOLOGY STRATEGY",3.0,"NK",""
"22:223:521","MANAGERIAL ECONOMIC ANALYSIS-FULL TIME",3.0,"NK",""
"22:223:581","MANAGERIAL ECONOMIC ANALYSIS",3.0,"NK",""
"22:223:752","MICROECONOMICS",3.0,"NK",""
"22:373:551","BUSINESS COMMUNICATION",2.0,"NK",""
"22:373:619","ETHICS IN BUSINESS",3.0,"NK",""
"22:373:621","ETHICS IN PHARMA",3.0,"NK",""
"22:373:628","BUSINESS, ETHICS & SOCIETY",1.0,"NK",""
"22:385:639","RESEARCH SEMINAR",3.0,"NK",""
"22:390:522","FINANCIAL MANAGEMENT - FULL TIME",3.0,"NK",""
"22:390:587","FINANCIAL MANAGEMENT",3.0,"NK",""
"22:390:603","INVEST ANALYS & MGT",3.0,"NK",""
"22:390:604","FIN INSTIT & MARKETS",3.0,"NK",""
"22:390:608","PORTFOLIO THEORY",3.0,"NK",""
"22:390:681","HEDGE FUNDS",3.0,"NK",""
"22:390:686","TOPIC: QUANTITATIVE EQUITY TRADING STRATEGIES",3.0,"NK",""
"22:390:693","ADVANCED CORPORATE FINANCE MODELING - LBO'S AND M&A",3.0,"NK",""
"22:390:700","SP TP: MNG SCARLET FUND I",3.0,"NK",""
"22:544:575","DATA ANALYSIS & DECIS",3.0,"NK",""
"22:544:603","BUSINESS DATA MANAGEMENT",3.0,"NK",""
"22:544:605","INTRO SOFTWARE DEV",3.0,"NK",""
"22:544:608","BUSINESS FORECASTING",3.0,"NK",""
"22:544:613","SP TPC: INTRODUCTION TO DATA STRUCTURES & ALGORITHMS",3.0,"NK",""
"22:544:631","SP TPC: ALGORITHMIC MACHINE LEARNING",3.0,"NK",""
"22:544:638","MITA INTERNSHIP",0.0,"NK",""
"22:544:640","SP TPC: FUNDAMENTALS OF BLOCKCHAIN & DISTRIBUTED LEDGERS",3.0,"NK",""
"22:544:641","ANALYTICS FOR BUSINESS INTELLIGENCE",3.0,"NK",""
"22:544:643","INFORMATION SECURITY",3.0,"NK",""
"22:544:645","BIG DATA AND CLOUD COMPUTING",3.0,"NK",""
"22:544:646","DATA ANALYSIS AND VISUALIZATION",3.0,"NK",""
"22:544:650","DATA MINING",3.0,"NK",""
"22:544:653","SPECIAL TOPICS: GAME THEORETIC METHODS FOR STRATEGIC DECISION MAKING",3.0,"NK",""
"22:544:670","IT STRATEGY",3.0,"NK",""
"22:544:688","MIT CAPSTONE PROJECT",3.0,"NK",""
"22:553:593","INTERNATIONAL BUSINESS",2.0,"NK",""
"22:553:621","GLOBAL MANAGEMENT STRATEGY",3.0,"NK",""
"22:553:670","GLOBAL EXPIERENCE -",3.0,"NK",""
"22:620:585","ORGANIZATIONAL BEHAVIOR",3.0,"NK",""
"22:620:588","STRATEGIC MANAGEMENT",2.0,"NK",""
"22:620:590","INTRODUCTION TO CORPORATE SOCIAL INNOVATION",3.0,"NK",""
"22:620:601","MANAGEMENT OF INNOVATION & TECHNOLOGY",3.0,"NK",""
"22:620:608","TEAM BLDG&GRP PROCES",3.0,"NK",""
"22:620:611","SP TPS: LEADING WITH AI: STRATEGIES FOR BUSINESS MANAGEMENT",3.0,"NK",""
"22:620:654","MG'G GROWING VENTURS",3.0,"NK",""
"22:620:672","URBN ENTRP&ECON DEVI",3.0,"NK",""
"22:620:680","MERGERS, ACQUISITIONS&ALLIANCES",3.0,"NK",""
"22:621:543","INTEGRATED BUSINESS APPLICATIONS-TEAM   CONSULTING",3.0,"NK",""
"22:630:500","DIGITAL MARKETING ORIENTATION MS",0.0,"NK",""
"22:630:501","MARKETING ANALYTICS & INSIGHTS ORIENTATION MS",0.0,"NK",""
"22:630:550","MARKETING MANAGEMENT - FULL TIME        E",3.0,"NK",""
"22:630:586","MARKETING MANAGEMENT",3.0,"NK",""
"22:630:590","DIGITAL MARKETING MS PROGRAM",3.0,"NK",""
"22:630:602","PRODUCT INNOVATION, SERVICES, AND PRICING",3.0,"NK",""
"22:630:604","MARKETING RESEARCH",3.0,"NK",""
"22:630:604","MARKETING RESEARCH",3.0,"NK",""
"22:630:606","BUS TO BUS MARKETING",3.0,"NK",""
"22:630:610","CONSUMER BEHAVIOR",3.0,"NK",""
"22:630:615","DIGITAL MARKETING",3.0,"NK",""
"22:630:618","PHARM PRODUCT MGT",3.0,"NK",""
"22:630:619","MG'G PHARM SALES",3.0,"NK",""
"22:630:624","SP TP: IMMERSIVE MARKETING",1.5,"NK",""
"22:630:626","SP TP:A.I.IN MKTG MS",1.5,"NK",""
"22:630:627","SP TP: IMMERSIVE MARKETING MS",1.5,"NK",""
"22:630:628","SP TPC: UX & UI IN DIGITAL MARKETING",3.0,"NK",""
"22:630:629","DIGITAL MARKETING STRATEGY MS",3.0,"NK",""
"22:630:630","CONSUMER BEHAVIOR IN A DIGITAL WORLD MS",3.0,"NK",""
"22:630:632","SOCIAL MEDIA MARKETING MS",3.0,"NK",""
"22:630:633","RETAIL MARKETING IN A DIGITAL WORLD MS",3.0,"NK",""
"22:630:634","MARKETING RESEARCH IN A DIGITAL WORLD MS",3.0,"NK",""
"22:630:638","DIGITAL MARKETING LAW, POLICY, ETHICS MS",3.0,"NK",""
"22:630:639","CUSTOMER JOURNEY ANALYTICS MS",3.0,"NK",""
"22:630:679","CUSTOMER JOURNEY ANALYTICS",3.0,"NK",""
"22:630:679","CUSTOMER JOURNEY ANALYTICS",3.0,"NK",""
"22:630:685","SPECIAL TOPIC: ARTIFICIAL INTELLIGENCE IN MARKETING",3.0,"NK",""
"22:630:690","SPTP:IND STUDY MSDM",3.0,"NK",""
"22:799:564","OPERATIONS ANALYSIS - FULL TIME",3.0,"NK",""
"22:799:580","OPERATIONS ANALYSIS",3.0,"NK",""
"22:799:586","OPERATIONS ANALYSIS MS",3.0,"NK",""
"22:799:607","SUPPLY CHAIN MANAGEMENT STRATEGIES",3.0,"NK",""
"22:799:610","SUPPLY CHAIN MANAGEMENT STRATEGIES-     MASTERS OF SCIENCE",3.0,"NK",""
"22:799:618","GLOBAL PROCUREMENT&SUPPY STRATEGIES-    MASTERS OF SCIENCE",3.0,"NK",""
"22:799:643","DEMAND MANAGEMENT MS",3.0,"NK",""
"22:799:659","SUPPLY CHAIN SOLUTIONS WITH ERP/SAP1",3.0,"NK",""
"22:799:663","DEMAND ANALYSIS MANAGEMENT FOR VALUE CHAIN",3.0,"NK",""
"22:799:689","SUPPLY CHAIN GOVERNANCE MS",3.0,"NK",""
"22:799:691","PROJECT  MANAGEMENT FOR FASHION AND BEAUTY INDUSTRIES",3.0,"NK",""
"22:799:693","PROJECT MANAGEMENT MS",3.0,"NK",""
"22:799:694","SUPPLY CHAIN FINANCE MS",3.0,"NK",""
"22:799:698","GLOBAL LOGISTICS MGMT MS",3.0,"NK",""
"22:799:699","SUPPY CHAIN SUSTAINABILITY MS",3.0,"NK",""
"22:835:501","INTERMEDIATE ACCOUNTING I",3.0,"NK",""
"22:835:630","INDIVIDUAL PROJECT IN AUDIT ANALYTICS",3.0,"NK",""
"22:835:639","RESEARCH SEMINAR",1.0,"NK",""
"22:835:671","PA & TAX INDEPENDENT STUDY",1.0,"NK",""
"22:835:673","PA & TAX INDEPENDENT STUDY",3.0,"NK",""
"22:839:510","NUMERICAL ANALYSIS",3.0,"NK",""
"22:839:603","INVEST ANALYSIS & MGT",3.0,"NK",""
"22:839:604","FIN INST & MARKETS",3.0,"NK",""
"22:839:609","DERIVATIVES",3.0,"NK",""
"22:839:610","SPECIAL TOPICS: FINANCIAL COMPLIANCES & REGULATIONS",3.0,"NK",""
"22:839:611","ANAL OF FIXED INCOME",3.0,"NK",""
"22:839:615","OBJECT ORIENT PRG II",3.0,"NK",""
"22:839:638","MQF EXPERIENTIAL LEARNING/INTERNSHIP","","NK",""
"22:839:654","ECONOMETRICS",3.0,"NK",""
"22:839:656","SP TP:QUANTITATIVE METHODS IN FINANCIAL ENGINEERING",3.0,"NK",""
"22:839:662","FIN MODELING II",3.0,"NK",""
"22:839:664","CONTEMPORARY TOPICS IN FINANCE",0.0,"NK",""
"22:839:670","RISK MANAGEMENT",3.0,"NK",""
"22:839:685","SPTP:MACHINE LEARNNG",3.0,"NK",""
"22:839:686","QUANTITATIVE EQUITY TRADING STRATEGIES",3.0,"NK",""
"22:839:690","MQF EXPERIENTIAL LEARNING/RESEARCH","","NK",""
"22:851:632","REAL ESTATE DEVELOPMENT",3.0,"NK",""
"22:960:575","DATA ANALYSIS&DECISION MAKING",3.0,"NK",""
"22:960:608","BUSINESS FORECASTING",3.0,"NK",""
"22:960:641","ANALYTICS FOR BUSINESS INTELLIGENCE",3.0,"NK",""
"22:960:646","DATA ANALYSIS&VISUAL",3.0,"NK",""
"22:960:775","INTRO TO PROB & APP",3.0,"NK",""
"22:960:777","INTR TO LIN STAT MDL",3.0,"NK",""
"23:600:561","RESEARCH ASSISTANT",2.0,"NK",""
"23:600:580","NATL MOCK TRIAL TEAM",2.0,"NK",""
"23:600:649","RUTGERS TEACH ASSOC","","NK",""
"23:602:504","PRACTICE AREA TOPICS II",2.0,"NK",""
"23:602:505","CLIENT DEVELOPMENT SEMINAR",2.0,"NK",""
"23:602:506","LAW FIRM MANAGEMENT",2.0,"NK",""
"25:705:101","ACADEMIC & PROFESSIONAL DEVELOP SEMINAR",2.0,"NK",""
"25:705:229","LIFE SPAN: A HOLISTIC APPROACH",3.0,"NK",""
"25:705:255","NUTRITION",3.0,"NK",""
"25:705:306","HEALTH ASSESSMENT",3.0,"NK",""
"25:705:325","PROFESSIONAL NURSING I",3.0,"NK",""
"25:705:326","PROFESSIONAL NURSING II",2.0,"NK",""
"25:705:335","NURSING CARE OF HEALTHY POPULATIONS",6.0,"NK",""
"25:705:336","NURSING CARE OF ADULTS & OLDER ADULTS WITH COMMON HEALTH CONDITIONS",6.0,"NK",""
"25:705:340","NURSING CARE OF CHILDBEARING FAMILIES",6.0,"NK",""
"25:705:350","PATHOPHYSIOLOGY & PHARMACOTHERAPEUTICS: AN INTEGRATED APPROACH I",3.0,"NK",""
"25:705:351","PATHOPHYSIOLOGY & PHARMACOTHERAPEUTICS: AN INTEGRATED APPROACH II",3.0,"NK",""
"25:705:400","INDEPENDENT STUDY","","NK",""
"25:705:412","NURSING CARE OF INFANTS, CHILDREN & ADOLESCENTS",6.0,"NK",""
"25:705:427","PROFESSIONAL NURSING III",3.0,"NK",""
