course_code,course_name
EAST-UA 247,Elementary Japanese I
EAST-UA 248,Elementary Japanese II
EAST-UA 249,Intermediate Japanese I
EAST-UA 250,Intermediate Japanese II
EAST-UA 252,Advanced Japanese I
EAST-UA 253,Advanced Japanese II
EAST-UA 254,Elementary Korean I
EAST-UA 255,Elementary Korean II
EAST-UA 256,Intermediate Korean I
EAST-UA 257,Intermediate Korean II
EAST-UA 258,Advanced Korean I
EAST-UA 259,Advanced Korean II
EAST-UA 261,Media Korean
EAST-UA 266,Readings in Contemporary Japanese Writings
EAST-UA 273,Advanced Japanese Reading Practice
EAST-UA 281,Elementary Korean for Advanced Learners
EAST-UA 282,Intermediate Korean for Advanced Learners
EAST-UA 351,Belief and Social Life in China
EAST-UA 552,The Cold War in Asia: 1945-2001
EAST-UA 569,Topics:
EAST-UA 603,Cultural Insights of Business Communication
EAST-UA 604,Cultural Insights of Cross-Border Business
EAST-UA 609,History of Modern Korea
EAST-UA 720,The Inventions of Modern Japanese Literature
EAST-UA 722,Readings in Chinese Philosophy and Culture
EAST-UA 725,Maoism & The Chinese Tradition
EAST-UA 91,"East Asian Art I: China, Korea, Japan to 1000 Ce"
EAST-UA 950,Topics in Asian Studies:: East Asian Art & Civilization
EAST-UA 950,"Topics in Asian Studies:: Gender, Revolution, Livelihood: Modern and Contemp"
EAST-UA 951,Topics in Korean Studies
EAST-UA 951,Topics in Korean Studies: Korean Culture and Society through K-pop
EAST-UA 952,Topics in Chinese Studies
EAST-UA 952,Topics in Chinese Studies: Imperial China
EAST-UA 953,Topics in Japanese Studies: 3.11 and Disaster Capitalism
EAST-UA 980,Internship
EAST-UA 997,Independent Study
ECE-UY 2004,Fund. Of Electric Circuits
ECE-UY 2204,Digital Logic and State Machine Design
ECE-UY 2233,Introduction to Probability
ECE-UY 3054,Signals and Systems
ECE-UY 3114,Fundamentals of Electronics I
ECE-UY 3124,Fundamentals Of Electronics II
ECE-UY 345X,Undergraduate Research in Electrical and Computer Engineering
ECE-UY 378X,Guided Studies in Electrical and Computer Engineering
ECE-UY 4001,ECE Professional Development & Presentation
ECE-UY 4123,Senior Design in Electrical Power & Energy: Intro to Electric Power Systems
ECE-UY 4144,Introduction to Embedded Systems Design
ECE-UY 4183,Wireless Communications
ECE-UY 4193,Electrical and Computer Engineering Design Project I
ECE-UY 4293,Electrical and Computer Design Project II
ECE-UY 4313,Computer Engineering Design Project I
ECE-UY 4423,Special Topics in Electrical Engineering: Impact Innovation Lab
ECE-UY 4563,Introduction to Machine Learning
ECE-UY 4993,Senior Thesis
ECED-UE 1019,Lrng Exp Fam/Sch/Comm
ECED-UE 1026,Integ Curr Early Chldhd Spec Ed II:
ECED-UE 1124,Integrating Children’s Literature into Classroom Instruction
ECED-UE 1503,Student Teaching in Early Childhood Education I
ECED-UE 1904,Student Teaching in Early Childhood Education III
ECI-UF 101,Principles of Macroeconomics
ECII-UF 102,Principles of Microeconomics
ECII-UF 9102,Principles of Microeconomics
ECON-SHU 1,Principles of Macroeconomics
ECON-SHU 10,Intermediate Microeconomics
ECON-SHU 202,Intermediate Macroeconomics
ECON-SHU 218,International Trade and the Chinese Economy
ECON-SHU 221,China’s Financial System
ECON-SHU 239,China’s Economic Transition
ECON-SHU 251,Economics of Global Business
ECON-SHU 3,Microeconomics
ECON-SHU 301,Econometrics
ECON-SHU 315,Competitive Analysis
ECON-SHU 342,Behavioral Economics
ECON-SHU 351,Labor Economics
ECON-SHU 368,Financial Economics
ECON-SHU 400,Economics Capstone Seminar
ECON-SHU 402,Advanced Econometrics
ECON-SHU 416,Game Theory: Advanced Applications
ECON-SHU 453,Economics Honors Seminar
ECON-SHU 9301,Econometrics
ECON-UA 1,Introduction to Macroeconomics
ECON-UA 10,Interm Microeconomics
ECON-UA 11,Microeconomic Analysis
ECON-UA 12,Interm Macroeconomics
ECON-UA 13,Macroeconomic Analysis
ECON-UA 18,Statistics (P)
ECON-UA 2,Introduction to Microeconomics
ECON-UA 20,Analytical Statistics
ECON-UA 208,Policy Issues in History of Economic Thought
ECON-UA 227,Urban Economics
ECON-UA 231,Money and Banking
ECON-UA 238,International Economics (P)
ECON-UA 266,Intro to Econometrics
ECON-UA 309,Game Theory and Strategy (P)
ECON-UA 310,Game Theory (T)
ECON-UA 316,Industrial Organization
ECON-UA 320,Risk & Fluctuations in Financial Markets
ECON-UA 323,Economic Development
ECON-UA 331,Monetary & Banking Theory
ECON-UA 351,Labor Economics
ECON-UA 353,Public Economics
ECON-UA 360,Experimental Economics
ECON-UA 370,Topics: Economic Research: Macroeconomic Policy Analysis
ECON-UA 370,Topics: Economic Research: Monetary & Fiscal Policy: Theory & Historical App
ECON-UA 370,"Topics: Economic Research: Power, Politics, and Economic Development"
ECON-UA 410,Honors Tutorial
ECON-UA 450,Honors Thesis I
ECON-UA 9001,Introduction to Macroeconomics
ECON-UA 9002,Introduction to Microeconomics
ECON-UA 9010,Interm Microeconomics
ECON-UA 9012,Interm Macroeconomics
ECON-UA 9020,Analytical Statistics
ECON-UA 9219,Economics of European Integration
ECON-UA 9231,Money & Banking
ECON-UA 9238,International Economics
ECON-UA 9316,Industrial Organization
ECON-UA 997,Internship in Economics
ECON-UA 998,Independent Study
ECON-UB 9011,Economics of Global Business
ECON-UB 9225,Business and The Environment
ECON-UH 1112,Introduction to Macroeconomics
ECON-UH 1701,Economics of Gender
ECON-UH 2010,Intermediate Microeconomics
ECON-UH 2020,Data Analysis: Economics
ECON-UH 2030,Intermediate Macroeconomics
ECON-UH 2310EQ,Behavioral Economics
ECON-UH 2410,Development Economics
ECON-UH 2510,Foundations of Financial Markets
ECON-UH 3010,Economics of Imperfect Markets
ECON-UH 3030,Economic Growth
ECON-UH 3210,Quantitative Methods and Program Evaluation
ECON-UH 3520,Corporate Finance
ECON-UH 3910,Advanced Microeconomics
ECON-UH 3913,Market Design
ECON-UH 3950,Topics in Financial Econometrics
ECON-UH 4000,Economic Policy
ECON-UH 4005,Advanced Mathematics for Economists
ECON-UH 4020,Capstone Seminar
ECON-UH 4099,Capstone Project
ECON-UH 4099,Capstone Project: Economics
ECON1-UC 301,Intro to Macroeconomics
ECON1-UC 302,Intro to Microeconomics
ECON1-UC 341,Intermed Microeconomics
ECON1-UC 351,Economics & Gender
ECON1-UC 362,Environmental Economics
ECON1-UC 364,American Economic History
ECON1-UC 6607,The Global Economy
EDCT-UE 1010,Being Digital: How the Internet Works/Why It Is Important
EDCT-UE 1041,Fundamentals of Information Technology & Artificial Intelligence
EDLED-UE 1005,Intro to Education Policy Analysis
EDST-UE 1000,Independent Study
EDST-UE 1322,Political Economy of Education: Global Perspectives
EDST-UE 1415,Education and Law
EDST-UE 1505,Education Consulting
EDST-UE 1601,Presenting and Visualizing Education Data
EDST-UE 1605,Education Studies Internship
EENG-SHU 400,Senior Capstone Design Project I
EG-UY 1001,Engineering and Technology Forum
EG-UY 1004,Introduction to Engineering and Design
EG-UY 3003,Precapstone Innovation
ELEC-UF 101,Liberal Studies Elective
ELEC-UF 101,Liberal Studies Elective: Service Learning Seminar I
ELEC-UF 9101,"Liberal Studies Elective: Explore DC, Adore DC"
ELEC-UF 9101,Liberal Studies Elective: Madrid Beyond the Postcard
EN-UY 2124,Short Story
ENGD-SHU 101A,Deans' Service Scholars: Language & Power
ENGD-SHU 101B,Deans' Service Scholars: Language & Power
ENGED-UE 1030,Lit Sem for English Ed
ENGED-UE 1911,Student Teaching English Education:Middle School
ENGED-UE 1922,Student Teaching English Education:High School
ENGED-UE 71,Lit as Exploration I
ENGL-UA 101,Introduction to the Study of Literature
ENGL-UA 111,Literatures in English I:  Medieval and Early Modern Literatures
ENGL-UA 112,Literatures in English II: Literatures of the British Isles and British Empire 1660-1900
ENGL-UA 113,Literatures in English III: American Literatures to 1900
ENGL-UA 114,Literatures in English IV: Twentieth and Twenty-first Century Literatures
ENGL-UA 125,History of Drama & Theater I
ENGL-UA 142,Dante's Divine Comedy
ENGL-UA 180,Writing New York
ENGL-UA 201,Reading as a Writer
ENGL-UA 251,20th Century African- American Literature
ENGL-UA 252,Topics:: Eros and Sexuality in Modern Jewish Lit
ENGL-UA 252,Topics:: Francesco Petrarca Rime
ENGL-UA 252,Topics:: Introduction to the Medical Humanities
ENGL-UA 252,Topics:: Literature and other Animals
ENGL-UA 252,"Topics:: Reading: Theories, Practices, Histories"
ENGL-UA 410,Shakespeare
ENGL-UA 511,Jane Austen
ENGL-UA 530,English Novel 19th Cent
ENGL-UA 615,Transatlantic Modernism
ENGL-UA 712,Major Texts in Critical Theory
ENGL-UA 721,History & Literatures of The South Asian Diaspora
ENGL-UA 728,Science Fiction
ENGL-UA 735,Readings in Contemporary Literary Theory
ENGL-UA 761,Topics in Irish Lit:: Irish Poetry After Yeats
ENGL-UA 761,Topics in Irish Lit:: Myths and Cultures of the Ancient Celts
ENGL-UA 800,Topics:
ENGL-UA 800,Topics:: Irish American Literature as History
ENGL-UA 800,Topics:: The Graphic Novel
ENGL-UA 910,Creative Writing Capstone Project
ENGL-UA 911,Creative Writing Capstone Colloquium
ENGL-UA 9133,Mod Drama & Performance in London
ENGL-UA 9164,World Literature: Reading Down Under
ENGL-UA 9182,Writing London
ENGL-UA 925,Senior Honors Thesis
ENGL-UA 926,Senior Honors Colloquium
ENGL-UA 9412,Shakespeare and the Elizabethan Stage: Text and Performance
ENGL-UA 9530,English Novel in The 19th Century
ENGL-UA 9607,Contemporary British Lit and Culture
ENGL-UA 961,Senior Seminar: 19th-Century American Literature: Alternative Alcott
ENGL-UA 970,Senior Seminar: Critical Theories and Methods: Reading Freud
ENGL-UA 973,Senior Seminar: Interdisciplinary Study: CENSORSHIP
ENGL-UA 974,Senior Seminar: Poetry and Poetics: SOME CONTEMPORARY POETRIES
ENGL-UA 975,Senior Seminar: World Literature in English: Human Rights and Literature
ENGL-UA 980,Internship
ENGL-UA 995,The Contemporary Literature Lab: Greene St. Review
ENGL-UA 997,Independent Study
ENGL-UA 999,Mentoring Program Course
ENGL-UA 9995,The Contemporary Literature Lab: Reading for Dear Life
ENGR-UH 1000,Computer Programming for Engineers
ENGR-UH 1801,Bioengineering Principles
ENGR-UH 2010Q,Probability and Statistics for Engineers
ENGR-UH 2011,Engineering Statics
ENGR-UH 2012,Conservation Laws in Engineering
ENGR-UH 2013,Digital Logic
ENGR-UH 2017,Numerical Methods
ENGR-UH 2019,Circuits Fundamentals
ENGR-UH 2026,Partial Differential Equations for Engineers
ENGR-UH 2027,Introduction to Data Analysis for Engineers
ENGR-UH 2112,Engineers for Social Impact
ENGR-UH 2810,Biomechanics
ENGR-UH 2812,Bioimaging
ENGR-UH 3111,Analysis of Chemical and Biological Processes
ENGR-UH 3120,Engineering Materials
ENGR-UH 3210,Advanced Solid Mechanics
ENGR-UH 3230,Finite Element Modeling and Analysis
ENGR-UH 3332,Applied Machine Learning
ENGR-UH 3410,Structural Systems
ENGR-UH 3412,Geotechnical Engineering
ENGR-UH 3413,Transportation and Traffic Engineering
ENGR-UH 3430,Steel Structures Design
ENGR-UH 3511,Computer Organization and Architecture
ENGR-UH 3512,Computer Networks
ENGR-UH 3520,Operating Systems
ENGR-UH 3530,Embedded Systems
ENGR-UH 3610,Signals and Systems
ENGR-UH 3611,Electronics
ENGR-UH 3620,Analog and Digital Communication Theory
ENGR-UH 3710,Thermodynamics
ENGR-UH 3720,Computer-Aided Design
ENGR-UH 3730,Modeling and Analysis of Dynamical Systems
ENGR-UH 3751,Heat Transport
ENGR-UH 3752,Thermofluids Lab
ENGR-UH 3811,Neuroengineering
ENGR-UH 3813,Nanobiotechnology
ENGR-UH 4011,Senior Design Capstone Project I
ENGR-UH 4142,Bio-sensors and Biochips
ENGR-UH 4143,Computer Vision and Pattern Recognition
ENGR-UH 4231,Membrane Science and Engineering
ENGR-UH 4330,Robotics
ENGR-UH 4431,Foundation Engineering Design
ENGR-UH 4433,Structure and Properties of Civil Engineering Materials
ENGR-UH 4436,Computer Assisted Design for Civil Engineers
ENGR-UH 4610,Control Systems Engineering
ENGR-UH 4710,Thermal Systems
ENGR-UH 4810,Biomaterials
ENSTU-UF 101,Environmental Studies
ENVST-UA 100,Environmental Systems Science
ENVST-UA 300,Advanced Topics:: Methods in Urban Botany
ENVST-UA 300,Advanced Topics:: TBA
ENVST-UA 310,Environmental Quantitative Methods
ENVST-UA 315,Environmental and Molecular Analysis of a Disease
ENVST-UA 320,Introduction to Conservation Science Analysis
ENVST-UA 323,Introduction to Marine Ecology and Conservation
ENVST-UA 325,Fundamentals of Ecology
ENVST-UA 372,Exploring Earth: Remote Sensing and Spatial Analysis
ENVST-UA 450,Topics in Environmental Values & Society: Washington Square Park Revealed
ENVST-UA 470,Climate and Society
ENVST-UA 480,Environmental Justice & Inequality
ENVST-UA 630,Animals and Public Policy
ENVST-UA 800,Internship in Environmental Studies
ENVST-UA 900,Environmental Studies Senior Seminar
ENVST-UA 9226,Climate Change
ENVST-UA 9423,History of United States Environmental Policy
ENVST-UA 9430,Green Horizons: Pathways to a Clean Energy Economy
ENVST-UA 9450,Topics in Environmental Values & Society:: Cities on the Move
ENVST-UA 9465,Business and the Environment
ENVST-UA 9503,"Journalism & Society:: Science, Politics & the Environment"
EURO-UA 174,"Topics:: Francesco Petrarca, ""Rime"""
EURO-UA 292,Topics:: Migration and Borders in Europe and Beyond
EURO-UA 765,History of Ukraine
EURO-UA 9122,France and The European Union (in French)
EURO-UA 9123,The European Union: History & Politics
EURO-UA 913,"Topics:: Twentieth Century Europe: Political Violence, Econ"
EURO-UA 9157,European Security After The Cold War
EURO-UA 9163,Modern Italy
EURO-UA 9225,Berlin's Modern History & Culture: A European Perspective
EURO-UA 9244,The German Intellectual Tradition: What is Power?
EURO-UA 93,Topics:: British and Irish Politics
EURO-UA 9301,Modern Dissent in Central Europe:
EURO-UA 950,Contemporary Europe
EURO-UA 981,Internship
EURO-UA 983,Topics:: Art and Politics
EURO-UA 9943,Transnational Migration
EURO-UA 998,Independent Study
EX-UY 1,EXAMINATION HOUR
EXLI-SHU 9301,CITY AS TEXT
EXPOS-UA 1,Writing as Inquiry
EXPOS-UA 13,Writing Tutorial
EXPOS-UA 18,"Research, Writing, and Speaking in the Disciplines"
EXPOS-UA 19,Thinking across the University
EXPOS-UA 3,International Writing Workshop Introduction
EXPOS-UA 4,International Writing Workshop I
EXPOS-UA 5,Writing as Inquiry: Art and Meaning
EXPOS-UA 9,International Writing Workshop II
EXPOS-UY 1,Writing as Inquiry
EXPOS-UY 22,Advanced Writing for Engineers
EXPOS-UY 3,International Writing Workshop Introduction
EXPOS-UY 4,International Writing Workshop I
EXPOS-UY 9,International Writing Workshop II
EXWR1-UC 7501,Introduction to Creative and Expository Writing
EXWR1-UC 7502,Writing Workshop I
EXWR1-UC 7503,Writing Workshop II
FILMM-UH 1010,"Sound, Image, and Story"
FILMM-UH 1011,Concepts of Film and New Media
FILMM-UH 1012,Forms of Writing for the Screen
FILMM-UH 1013X,Understanding MENASA Film and New Media
FILMM-UH 1510,Techniques for Safety and Production
FILMM-UH 1513,Directing the Non-actor: Singular Drama
FILMM-UH 1514,Cinematography: Art & Craft
FILMM-UH 1517,Production Sound for Film and New Media
FILMM-UH 1910,Docu-Fiction
FILMM-UH 1911,Introduction to Documentary Film
FILMM-UH 2510,Practices of Narrative Filmmaking
FILMM-UH 2513,Principles of Post-Production for Film and Video
FILMM-UH 3110,"Archives, Methods, Screens"
FILMM-UH 4000,Capstone Seminar: Film and New Media
FILV1-UC 2003,Digital Cinematography
FILV1-UC 2202,Digital Filmmaking II
FIN-UY 2003,Economic Foundations of Finance
FIN-UY 2103,Creating and Understanding Financial Statements
FIN-UY 2203,Corporate Finance and Financial Markets
FIN-UY 3403,Entrepreneurship and Financial Management
FIN-UY 4903,Special Topics in Finance and Risk Engineering: Climate Risk
FIN-UY 4903,Special Topics in Finance and Risk Engineering: Invest Banking/Private Equity
FINC-UB 9002,Foundations of Finance
FINC-UB 9007,Corporate Finance
FIRST-UG 105,"First-Year Interdisciplinary Seminar: Urban Music, Urban Spaces"
FIRST-UG 115,"First-Year Interdisciplinary Seminar: Media, Democracy    and the New Political"
FIRST-UG 119,"First-Year Interdisciplinary Sem: Caves: Science, Art & Metaphor of Subterranean Earth"
FIRST-UG 121,First-Year Interdisciplinary Seminar: What is a Photograph?
FIRST-UG 138,First-Year Interdisciplinary Seminar: Bananas: An Interdisciplinary Case Study
FIRST-UG 142,First-Year Interdisciplinary Seminar: The Experience of Being Human
FIRST-UG 146,"First-Year Interdisciplinary Seminar: Reading Closely, Reading Historically"
FIRST-UG 150,First-Year Interdisciplinary Seminar: Climate Change
FIRST-UG 151,First-Year Interdisciplinary Seminar: Is Design Color Coded?
FIRST-UG 153,First-Year Interdisciplinary Seminar: AI + Nature: The Future of Ecological Design
FIRST-UG 154,First-Year Interdisciplinary Seminar: Revolutionary Acts in Radical Spaces
FIRST-UG 155,First-year Interdisciplinary Seminar: Intimate America
FIRST-UG 1818,"Transfer Student Research Sem: Fictions on Record: Journalism, Literature, & Claims to Truth"
FIRST-UG 1820,Transfer Student Research Seminar: Promise & Pitfalls of Markets
FIRST-UG 1826,Transfer Student Research Seminar: Abundance
FIRST-UG 319,First-Year Writing Sem: Aesthetics On Trial
FIRST-UG 357,First-Year Writing Seminar: Wilderness and Civilization
FIRST-UG 420,"First-Year Writing Sem: The Politics of Home: Gender, Race, Class and Kinship"
FIRST-UG 423,First-Year Writing Seminar:  Bedtime Writing: The Literature of Sleep
FIRST-UG 424,"First-Year Writing Seminar:  Work, Freedom and Social Change"
FIRST-UG 441,First-Year Writing Seminar: Writing(s) on Photography
FIRST-UG 446,First-Year Writing Seminar: Twilight of the Gods
FIRST-UG 448,First-Year Writing Seminar: Writing About Ethics
FIRST-UG 452,First-Year Writing Seminar: Writing of Exile
FIRST-UG 455,"First-Year Writing Seminar: Immigration, Race, and Citizenship in the United States"
FIRST-UG 459,First-Year Writing Seminar: The self in its Spaces
FIRST-UG 462,First-Year Writing Seminar: The Critic as Artist in the Digital Age
FIRST-UG 464,First-Year Writing Seminar: Shapeshifters: Writing in and across Genre
FIRST-UG 468,First-Year Writing Seminar: The Poetic History of Science    in Western Thought
FIRST-UG 470,First-Year Writing Seminar: What Are Poets For?
FIRST-UG 472,"First-Year Writing Seminar: Illness, Healing, and Narrative"
FIRST-UG 473,First-Year Writing Seminar: Queer Night(life)
FIRST-UG 475,First-Year Writing Seminar: Critical Journalism
FIRST-UG 69,First-Year Interdisciplinary Seminar: Boundaries and Transgressions
FIRST-UG 71,First Year Interdisciplinary Seminar: Political Theatre and Performance
FIRST-UG 85,First-Year Interdisciplinary Seminar: Science and Literature
FIRST-UG 89,"First-Year Interdisciplinary Seminar: Double, Double"
FIRST-UG 96,First-Year Interdisciplinary Seminar: The Idea of Nothing
FMTV-UT 1002,Experiments in Film & Media
FMTV-UT 1003,History of Editing
FMTV-UT 1004,Production Sound
FMTV-UT 1005,Studio Recording
FMTV-UT 1006,Podcasting Workshop
FMTV-UT 1007,The Art of Sound
FMTV-UT 1008,Music for Film and TV
FMTV-UT 101,Production Safety and Set Protocol
FMTV-UT 1010,Sound Mix Workshop
FMTV-UT 1016,Editing I
FMTV-UT 1017,Intro to Television Writing
FMTV-UT 1018,Editing II
FMTV-UT 1019,Preparing The Screenplay
FMTV-UT 1020,Writing the Short Screenplay
FMTV-UT 1023,Producing the Short Screenplay
FMTV-UT 1024,Actor's Craft I
FMTV-UT 1028,Producing for TV
FMTV-UT 1032,Documentary Traditions
FMTV-UT 1033,Storyboarding
FMTV-UT 1037,Media Internship I
FMTV-UT 1038,Media Internship II
FMTV-UT 1039,Media Internship
FMTV-UT 1040,Intermediate Narrative Production
FMTV-UT 1041,Intermediate Documentary Production: Docs Inside & Out
FMTV-UT 1042,Motion Design and Titles
FMTV-UT 1046,Intermediate Experimental Workshop
FMTV-UT 1048,Production Design for Film & Television
FMTV-UT 1053,Advanced Production Workshop I
FMTV-UT 1054,Advanced Production Workshop II
FMTV-UT 1057,Senior Colloquium:  Exit Strategies
FMTV-UT 1059,Sound Design I
FMTV-UT 1063,Science of Cinematography
FMTV-UT 1065,Camera I: Principles and Practices of Cinematography
FMTV-UT 1066,Camera II:  Applied Cinematography
FMTV-UT 1069,Directing The Actor
FMTV-UT 1070,Directing The Camera
FMTV-UT 1076,Intermediate Television Production: TV Bootcamp
FMTV-UT 1080,Advanced Documentary Production Workshop
FMTV-UT 1084,Script Analysis
FMTV-UT 1086,TV Nation: Inside and Out of The Box
FMTV-UT 1092,Strategies for Independent Producing
FMTV-UT 1093,Marketing & Distribution for Film
FMTV-UT 1095,Producing for Film
FMTV-UT 1097,Advanced Independent Study
FMTV-UT 1098,Advanced Independent Study
FMTV-UT 1100,Developing the Screenplay
FMTV-UT 1102,Writing for Television: The Half Hour
FMTV-UT 1105,Editing III
FMTV-UT 1107,Post Production for Adv. Television Workshop
FMTV-UT 1110,Introduction to 3D
FMTV-UT 1112,Life Drawing: The Figure
FMTV-UT 1113,Special Topics in 3-D Animation: Character Rigging
FMTV-UT 1116,Animation: From Pitching To Pipeline To Production
FMTV-UT 1118,Research & Writing for Documentary
FMTV-UT 1123,Internet Design
FMTV-UT 1126,Writing for Children's Television
FMTV-UT 1132,Writing For Television: The Hour
FMTV-UT 1141,Post Production Finishing for Editors
FMTV-UT 1144,History of Animation
FMTV-UT 1147,Advanced Experimental Workshop Film
FMTV-UT 1152,Adaptation Screenwriting Workshop
FMTV-UT 1154,Hollywood Auteurs
FMTV-UT 1155,Italian Cinema
FMTV-UT 1156,Feminist Filmmakers
FMTV-UT 1158,Writing for Late Night Television
FMTV-UT 1171,The Art of Makeup for Film & Television
FMTV-UT 1195,Legal Aspects of The Entertainment Industry
FMTV-UT 1204,Film Analysis
FMTV-UT 1206,History of Cinematography
FMTV-UT 1207,Documentary Fictions
FMTV-UT 1209,Chinese Cinema and Society
FMTV-UT 1216,The Black Image in Cinema
FMTV-UT 1219,Writing the Micro Budget Feature
FMTV-UT 1220,Advanced Feature Writing I
FMTV-UT 1241,Post Production Finishing for Directors and Cinematographers
FMTV-UT 1245,Narrative Workshop
FMTV-UT 1246,Short Commercial Forms
FMTV-UT 125,The Directors Process
FMTV-UT 1274,Introduction to Sound Techniques for Transfer Students
FMTV-UT 1312,Lifedrawing: Anatomy
FMTV-UT 1313,Drawing & Design for Animation
FMTV-UT 1328,Action Analysis I
FMTV-UT 1329,Intermediate Animation Production
FMTV-UT 1342,Advanced Animation Production
FMTV-UT 146,Performance Strategies for Transfers
FMTV-UT 1777,Advanced Television Production Workshop
FMTV-UT 20,Storytelling Strategies
FMTV-UT 200,Dual Degree Colloquium
FMTV-UT 21,TV Programming & Concepts
FMTV-UT 214,Stop Motion Animation
FMTV-UT 321,International Cinema: Origins to 1960
FMTV-UT 323,"American Cinema: Origins to 1960
>"
FMTV-UT 39,Frame & Sequence
FMTV-UT 4,The Language of Film
FMTV-UT 41,Introduction to Animation Techniques
FMTV-UT 43,Sight & Sound: Filmmaking
FMTV-UT 46,Freshmen Colloquium: Performance Strategies
FMTV-UT 47,First Person Narrative
FMTV-UT 48,Sound Image
FMTV-UT 49,Freshmen Colloquium:  Art & Practice
FMTV-UT 51,Sight & Sound:  Studio
FMTV-UT 59,Pre-Production Colloquium
FMTV-UT 60,Post-Production Colloquium
FMTV-UT 80,Sight & Sound: Documentary
FOOD-UE 1000,Ind Study
FOOD-UE 1030,Intro to Urban Agriculture
FOOD-UE 1050,Food and the City
FOOD-UE 1051,Food and Identity
FOOD-UE 1056,Internship in Food Stud & Food Mgmt
FOOD-UE 1130,Commun Workshop in Foods & Nutrition
FOOD-UE 1204,Food in The Arts:
FOOD-UE 1217,Advanced Foods:
FOOD-UE 1271,Food Photography
FOOD-UE 71,Fd Issues of Cont Societ
FOOD-UE 9182,"Food, Culture & Globalization: Buenos Aires"
FOOD-UE 9184,"Food, Culture & Globalization: London"
FOOD-UE 9185,"Food, Culture & Globalization: Florence"
FOOD-UE 9186,"Food, Culture & Globalization: Accra"
FOOD-UE 9187,"Food, Culture & Globalization: Tel Aviv"
FOOD-UE 9190,"Food, Culture & Globalization: Prague"
FOOD-UE 9191,"Food, Culture & Globalization: Sydney"
FOOD-UE 9192,"Food, Culture & Globalization: Berlin"
FREN-SHU 10,Intensive Elementary French
FREN-SHU 2,Elementary French II
FREN-UA 1,Elemen French Level I
FREN-UA 10,Intens Elementary French
FREN-UA 101,Spoken Contemp French I
FREN-UA 103,French Phonetics
FREN-UA 105,Written Contemporary French
FREN-UA 107,French Translation
FREN-UA 109,Acting French
FREN-UA 11,Intermediate French I
FREN-UA 110,Business French
FREN-UA 12,Intermediate French II
FREN-UA 140,Approaches to French Literature
FREN-UA 145,French: Approaches to Francophone Literature
FREN-UA 150,Versailles; Life as Art
FREN-UA 190,"Race in France: Literature, Film, Theory"
FREN-UA 2,Elem French Level II
FREN-UA 20,Intens Intermed French
FREN-UA 30,French Grammar and Composition.
FREN-UA 865,Topics in French and Francophone Literature and Culture: Decolonizing French Food
FREN-UA 879,History of French and Francophone Filmmaking since the New Wave (in English
FREN-UA 9001,Elem French I (in French)
FREN-UA 9002,Elem French II
FREN-UA 9011,Intermediate French I
FREN-UA 9012,Intermediate French II
FREN-UA 9030,French Grammar and Composition.
FREN-UA 904,French News in Conversation
FREN-UA 905,Machines à écrire
FREN-UA 9101,Spoken Contemporary French
FREN-UA 9103,French Phonetics
FREN-UA 9105,Written Contemporary French
FREN-UA 9112,Topics: Advanced Contemporary French
FREN-UA 9122,France and The European Union (in French): Europe in Crisis
FREN-UA 9140,Approaches to French Literature in French
FREN-UA 9163,French Civilization in the Making: From the Gauls to the Revolution (in French)
FREN-UA 920,History of the French Language
FREN-UA 929,Theatre in The French Tradition
FREN-UA 965,Topics in French and Francophone Literature and Culture: (Dé)colonisations: Débats et controverses
FREN-UA 965,Topics in French and Francophone Literature and Culture: French for Media and Communications
FREN-UA 9781,French Culture & French Cinema (in French)
FREN-UA 980,Internship
FREN-UA 9806,France and Islam
FREN-UA 9807,Experimental Theatre Workshop
FREN-UA 9808,Lost and Found: Expatriate Writers in Paris
FREN-UA 9831,French Novel: the 20th and 21st Centuries
FREN-UA 9833,Studies in Prose Genres: Postcolonial Readings of Classic Texts
FREN-UA 9865,Topics: Food in France
FREN-UA 9865,Topics: Science & Reason from Descarte
FREN-UA 9903,"France: Gender, Class, Race (in French)"
FREN-UA 9904,French News in Conversation
FREN-UA 9906,French Phonetics Workshop
FREN-UA 991,Senior Seminar: Féminismes en langue français
FREN-UA 991,Senior Seminar: Médiatisations des guerres africaines
FREN-UA 9911,French-African Relations (in French)
FREN-UA 995,Honors Thesis
FREN-UA 997,Independent Study
FWS-UF 201,Fieldwork Seminar
FYSEM-UA 1,Complexities: Ocean
FYSEM-UA 384,"Journalism of War, Revolution, Genocide, and Human Rights"
FYSEM-UA 449,"Wiseguys, Spies & Private Eyes: Heroes and Villains in Modern American Culture"
FYSEM-UA 456,Laboratories for Democracy: Making American Cites Better
FYSEM-UA 481,Cannibalism
FYSEM-UA 503,In Search of Lost Time
FYSEM-UA 506,Game Theory and the Humanities
FYSEM-UA 695,"Gestures, Movement, and Literature"
FYSEM-UA 753,"Heroic Journeys: Homer, Vergil, Dante"
FYSEM-UA 767,Dead Sea Scrolls and the Foundations of Judaism and Christianity
FYSEM-UA 781,Happiness in Film
FYSEM-UA 783,DNA: From the Double Helix to Nanotechnology
FYSEM-UA 801,History of Italian Opera
FYSEM-UA 844,Are You Mad Yet? Haiti as Blueprint and Cautionary Tale
FYSEM-UA 848,The Figure of the Journalist in Hollywood Movies
FYSEM-UA 853,Reading Freud
FYSEM-UA 854,Walking in the World
