"course_code","course_title","department","credits","description"
"AGED 530","Developing FFA and Supervised Agricultural Experience Programs in Secondary Education","Agricultural Education (AGED)","3 units","Integrating FFA and supervised agricultural experience programs into the curriculum.  Career development event implementation; record book usage; officer and committee training; recruitment; retention; retreat and leadership training.  Current national and state initiatives and experiential learning opportunities in the workplace and entrepreneurial settings.  Not open to students with credit inAGED 303.  Course may be offered in classroom-based or online format.  3 lectures."
"AGED 536","Teaching Agriculture in Higher Education","Agricultural Education (AGED)","3 units","Selection and use of teaching strategies, methods/approaches, and techniques when planning, delivering, and evaluating instruction.  Intended for graduate students interested in pursuing a faculty position in agriculture, as well as other disciplines in higher education.  Course may be offered in classroom-based or online format.  3 seminars."
"AGED 537","Enhancing Instruction in Agricultural Biology","Agricultural Education (AGED)","3 units","Teaching methods of important biological concepts using agriculture as the context.  Assisting agriculture teachers in identifying proper pedagogical strategies to integrate activities and laboratories into existing agriculture biology courses, including leadership development opportunities and activities.  Emphasis on appropriate teaching methods and techniques, curriculum integration and application, and classroom resources.  3 seminars."
"AGED 539","Graduate Internship in Agricultural Education and Communication","Agricultural Education (AGED)","1-9 units","Application of theory to the solution of problems of agricultural production or related business in the field of Agricultural Education and Communication.  Analyze specific management problems and perform general management assignments detailed in a contract between the student, the firm or organization, and the faculty advisor before the internship commences.  Degree credit limited to 6 units."
"AGED 540","Instructional Planning in Agriculture","Agricultural Education (AGED)","2 units","Prior to the first day of teaching agriculture, develop a plan for delivery of instruction in a program of agriculture in a K-14 educational setting.  Instructional strategies will address the statewide Quality Criteria for Programs of Instruction in Agriculture."
"AGED 570","Selected Topics in Agricultural Education","Agricultural Education (AGED)","1-4 units","Directed group study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 12 units.  1 to 4 seminars."
"AGED 571","Selected Advanced Laboratory in Agricultural Education","Agricultural Education (AGED)","1-4 units","Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 laboratories."
"AGED 572","Selected Topics for Teaching Methods in Agriculture, Forestry, and Natural Resource Pathways","Agricultural Education (AGED)","3 units","Directed group study of selected topics for advanced students in teaching Agriculture, Forestry, and Natural Resources pathways in secondary education.  Open to undergraduate and graduate students.  Class Schedule will list topic selected.  Total credit limited to 9 units.  3 lectures."
"AGED 580","Special Problems in Agricultural Education","Agricultural Education (AGED)","1-3 units","Individual study of modern issues and problems conducted through research, planning and development.  Field problems and in-service study in agricultural industry encouraged.  Final written report required.  Total credit limited to 9 units with not more than 3 units in any one quarter."
"AGED 581","Graduate Seminar in Agricultural Education","Agricultural Education (AGED)","3 units","Group study of selected developments, trends and issues in the field of Agricultural Education.  Course may be offered in classroom-based or online format.  3 seminars."
"AG 200","Special Problems for Undergraduates","Agriculture (AG)","1-2 units","Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.  Credit can only be used to satisfy free electives.  Credit/No Credit grading only."
"AG 210","Agricultural Leadership Experience","Agriculture (AG)","1 unit","Participation in activities that promote personal growth and leadership development, including team work, cooperation, communication, problem solving, time management, and organization. Support CAFES in recruitment, public awareness, educational programs, campus tours, fundraising, and youth career development events. The Class Schedule will list topic selected. Total credit limited to 2 units. 1 activity."
"AG 212","Leadership Practice: Poly Royal Rodeo","Agriculture (AG)","3 units","Application of the management and operations of the Poly Royal Rodeo event taking place during Open House at Cal Poly.  Principles and procedures in planning, organizing, financing, promoting, and managing a major collegiate rodeo and the rodeo industry are discussed.  Credit/No Credit grading only.  1 lecture, 2 activities."
"AG 243","Theory and Practice of Rodeo","Agriculture (AG)","2 units","Beginning skills in the event areas of rodeo. Areas include saddle bronc, bareback, and bull riding; calf, team, and breakaway roping; steer wrestling, goat tying, and barrel racing. Total credit limited to 4 units. Credit/No Credit grading. 2 activities."
"AG 315","Principles of Organic Crop Production","Agriculture (AG)","4 units","Origins, application, regulation and technology of organic crop production.  Theoretical and practical issues surrounding organic crop production from a cross-disciplinary perspective.  Topics include the history of the organic movement; current regulation and certification; and field management practices and technologies.  Features industry guest lecturers.  Field trip required.  3 lectures, 1 activity.  Crosslisted as AG/PLSC 315.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog).  Formerly AEPS/AG 315."
"AG 330","Cal Poly Land: Nature, Technology, and Society","Agriculture (AG)","4 units","Scientific investigation of the natural features of the Cal Poly landscape and their transformations by land management technology.  Environmental, economic, social, and political effects of agriculture, resource extraction, construction technology.  Educational, land-use, long term planning issues.  4 lectures.  Crosslisted as AG/ISLA/SCM/UNIV 330.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog)."
"AG 339","Internship in Agriculture","Agriculture (AG)","1-12 units","Selected students will spend up to 12 weeks with an approved agricultural firm engaged in production or related business.  Time will be spent applying and developing production and managerial skills and abilities.  One unit of credit may be allowed for each full week of completed and reported internship.  Credit/No Credit grading."
"AG 350","The Global Environment","Agriculture (AG)","4 units","Interdisciplinary investigation of how human activities impact the Earth's environment on a global scale.  Examination of population, resource use, climate change, and biodiversity from scientific/technical and social/economic/ historical/political perspectives.  Use of remote sensing maps.  Sustainable solutions.  Course may be offered in classroom-based, online, or hybrid format.  4 lectures.  Crosslisted as AG/EDES/ENGR/GEOG/ISLA/SCM/UNIV 350.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog)."
"AG 360","Holistic Management","Agriculture (AG)","4 units","Application of holistic management, a goal-oriented, value-driven framework for making ecologically, economically, and socially sound decisions.  Holistic approach to management, especially of land-based resources, aimed toward greater biodiversity and sustainability.  3 lectures, 1 laboratory.  Crosslisted as AG/ASCI 360.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog)."
"AG 400","Special Problems for Advanced Undergraduates","Agriculture (AG)","1-2 units","Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.  Credit/No Credit grading only."
"AG 410","Advanced Agricultural Leadership Experience","Agriculture (AG)","1 unit","Activities that promote personal growth and development from a leadership perspective.  Special attention on recruiting, organizing, and engaging volunteers.  Teambuilding, cooperation, communication, problem solving, time management, and organization skills are emphasized.  Guiding students in serving others in major student activities.  The Class Schedule will list topic selected.  Total credit limited to 2 units.  1 activity."
"AG 412","Advanced Leadership Practice: Poly Royal Rodeo","Agriculture (AG)","3 units","Management and oversight of Poly Royal Rodeo during Cal Poly Open House.  Proficiency in problem-solving as leaders and as a team.  Discuss principles and procedures in planning, organizing, financing, promoting, and managing a major collegiate rodeo and the rodeo industry.  Field trip may be required.  Credit/No Credit grading only.  1 lecture, 2 activities."
"AG 413","Committee Management: Poly Royal Rodeo","Agriculture (AG)","2 units","Continuation ofAG 412.  Oversight of volunteers, committee members and interacting with event attendees.  Emphasis on leadership, problem solving and building a new management team.  Annual evaluation of events and planning for future events while successfully mentoring new students.  Field trip may be required.  1 lecture, 1 activity."
"AG 452","Issues Affecting California Agriculture","Agriculture (AG)","4 units","Interactive seminars with speakers from government and industry covering policy and regulations affecting California agriculture.  Students develop an understanding of agricultural policy and work in teams to develop a public presentation and position paper on a significant issue.  Field trip to Sacramento required.  4 seminars."
"AG 485","Cooperative Education Experience","Agriculture (AG)","6 units","Part-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  Formal report and evaluation by work supervisor required.  No major credit allowed; total credit limited to 12 units.  Credit/No Credit grading only."
"AG 495","Cooperative Education Experience","Agriculture (AG)","12 units","Full-time work experience in business, industry, government, and other areas of student career interest.  Positions are paid and usually require relocation and registration in course for two consecutive quarters.  Formal report and evaluation by work supervisor required.  No major credit allowed; total credit limited to 24 units.  Credit/No Credit grading only."
"AG 500","Individual Study","Agriculture (AG)","1-6 units","Advanced independent study planned and completed under the direction of a member of the college faculty.  Total credit limited to 6 units."
"AG 539","Graduate Internship in Agriculture","Agriculture (AG)","1-9 units","Application of theory to the solution of problems of agricultural production or related businesses in the field.  Analyze specific management problems and perform general management assignments detailed in a contract between the student, the firm or organization, and the faculty advisor before the internship commences.  Degree credit limited to 6 units."
"AG 581","Graduate Seminar","Agriculture (AG)","1 unit","Advanced topics in agriculture and natural resources.  Group study of current research and industry trends.  Invited speakers covering a variety of topics.  Total credit limited to 3 units.  1 hour seminar."
"AG 585","Cooperative Education Experience","Agriculture (AG)","6 units","Advanced study analysis and part-time work experience in student's career field; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government.  Must have demonstrated ability to do independent work and research in career field.  Total credit limited to 9 units.  Credit/No Credit grading only."
"AG 595","Cooperative Education Experience","Agriculture (AG)","12 units","Advanced study analysis and full-time work experience in student's career field; current innovations, practices, and problems in administration, supervision, and organization of business, industry, and government.  Must have demonstrated ability to do independent work and research in career field.  Total credit limited to 9 units.  Credit/No Credit grading only."
"AG 598","Reading and Conference","Agriculture (AG)","1-12 units","Systematic development of an agricultural thesis research project including literature searches, reports and experimental design.  Repeatable for up to 12 units.  Credit/No Credit grading only."
"AG 599","Thesis","Agriculture (AG)","1-9 units","Systematic research of a significant problem.  Thesis will include problem identification, significance, methods, data analysis, and conclusion.  Students must enroll every quarter in which facilities are used or advisement is received.  Degree credit limited to 6 units."
"ASCI 101","Introduction to the Animal Sciences","Animal Science (ASCI)","2 units","Economic, environmental and societal impact of the livestock, poultry and horse industries. Basic terminology, anatomy, and physical requirements of animals. Career and academic planning. Co-curricular, extra-curricular, and post-graduate opportunities. Required of all first-time students in the Animal Science Department. Credit/No Credit grading only. 2 lectures."
"ASCI 112","Principles of Animal Science","Animal Science (ASCI)","4 units","Comparative physiology of digestive, endocrine, and reproductive systems in animals. Principles of nutrition, genetics, growth, behavior, food processing and safety of animals. Current issues including biosecurity, animal welfare, and government safeguards for human and animal health. Course may be offered in classroom-based or online format. 4 lectures. Fulfills GE Area B2."
"ASCI 200","Special Problems","Animal Science (ASCI)","1-4 units","Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 3 units per quarter.  Credit/No Credit grading only."
"ASCI 203","Animal Parasitology","Animal Science (ASCI)","3 units","Identification, life cycles, prevention and control of the common external and internal parasites causing economic loss in livestock.  3 lectures."
"ASCI 211","Meat Science","Animal Science (ASCI)","4 units","Muscle food processing methods and operations. Conversion of muscle to meat. Meat inspection, grading, composition, curing, preservation, food safety and related topics. Carcass beef, pork, and lamb processed into consumer ready products. Course may be offered in classroom-based or online format. 3 lectures, 1 laboratory."
"ASCI 212","Livestock Show Management","Animal Science (ASCI)","3 units","Application of the management and operations of Cal Poly's Western Bonanza Livestock Show. Principles and procedures in planning, organizing, financing, promoting and managing a major livestock show and the fair industry. Total credit limited to 6 units. Not open to students with credit forASCI 412orASCI 413. 1 lecture, 2 activities."
"ASCI 214","Equine Management","Animal Science (ASCI)","2 units","Application of safety, risk reduction, horsemanship skills.  Develop a working equine/human relationship.  Selection and application of nutrition, equipment, preventive health and farrier program, and equitation skills.  Total credit limited to 6 units.  2 laboratories."
"ASCI 215","Safe Handling of Animal-Based Foods for Consumers","Animal Science (ASCI)","4 units","Safe food handling of meat, dairy and egg products, emphasizing consumer knowledge in food safety from farm to table. Ecology of microorganisms in the kitchen environment. Detection, enumeration, and identification of pathogens and indicator microorganisms in animal-based food products. 3 Lectures, 1 laboratory. Fulfills GE Areas B2 and B3 (GE Areas B2 and B4 for students on the 2019-20 or earlier catalogs)."
"ASCI 220","Introductory Animal Nutrition and Feeding","Animal Science (ASCI)","4 units","Nutrient digestion and absorption; basic functions of major nutrient classes; NRC feed classification and feedstuff characteristics; Van Soest system of fiber analysis and practical applications; feed processing:  effects on feeds and nutrient availability; nutrient requirements of animals; diet formulation techniques.  3 lectures, 1 laboratory."
"ASCI 221","Introduction to Beef Production","Animal Science (ASCI)","4 units","Survey of industry characteristics, breeds, market classes, production systems, and current issues facing the beef industry. 3 lectures, 1 laboratory."
"ASCI 222","Systems of Swine Production","Animal Science (ASCI)","4 units","Structure of the pork industry in the U.S.; production standards and new technologies; breed systems. Market classification, product quality and quality assurance. Swine behavior and husbandry systems; biosecurity, health and feeding systems and management. 3 lectures, 1 laboratory."
"ASCI 223","Systems of Small Ruminant Management","Animal Science (ASCI)","4 units","Sheep and goat industry overview, populations, trends, cultural implications, breed identification, nutritional, reproductive, health, marketing, and herd management of sheep and goats. Field trip may be required. 3 lectures, 1 laboratory."
"ASCI 224","Equine Science","Animal Science (ASCI)","4 units","History, status of the horse industry, breeds. Application of management skills, safety, conformation evaluation, hoof and leg conformation and care. Understanding equine behavior. Insurance and tax ramifications. Pedigree analysis. Alternate therapies. 3 lectures, 1 laboratory."
"ASCI 225","Introduction to Poultry Management","Animal Science (ASCI)","4 units","Introduction to modern techniques in poultry production, processing, marketing and price discovery. Consumption trends, breeds and consumer grades. Laboratory application of management skills, health care, keeping of production and accounting records and processing techniques. 3 lectures, 1 laboratory."
"ASCI 226","Livestock Evaluation","Animal Science (ASCI)","3 units","Utilization of objective and subjective estimation measures in establishing economic worth of domestic animals of the three meat animal species and horses. 1 lecture, 2 laboratories."
"ASCI 227","Companion Animal Science","Animal Science (ASCI)","4 units","Companion animal anatomy and physiology, reproduction, nutrition, behavior, management, common parasites, and infectious diseases. Scientific method in studying the human-animal bond. Application of biological concepts to problems related to companion animals. Trends in pet industry including animal welfare issues. 3 lectures, 1 laboratory."
"ASCI 228","Equine Evaluation","Animal Science (ASCI)","2 units","Appraisal of equine breeds at halter and in performance classes. Evaluate horse classes, decide their order of placement, and then orally justify these decisions to a judge. The relationship of equine anatomy and physiology on competitive performance. 2 laboratories."
"ASCI 229","Anatomy and Physiology of Farm Animals","Animal Science (ASCI)","4 units","Comprehensive overview of the principal systems of farm animals using an integrative, systemic approach to learning the homeostasis of mammalian organisms so the information can be applied to their daily care and management.  3 lectures, 1 laboratory."
"ASCI 232","General Animal Science Laboratory","Animal Science (ASCI)","1 unit","Basic handling skills of livestock; introductory selection of livestock; basic feedstuff identification and processing; and health care practices. 1 laboratory."
"ASCI 239","Principles of Rangeland Management","Animal Science (ASCI)","4 units","Characteristics of rangeland ecosystems, processes of directing ecological change, the history of their management, particularly in North America. Laboratory activities introduce basic ecological monitoring practices, including quantification of biomass, soil cover, and species composition. 3 lectures, 1 laboratory. Replaces ASCI 329."
"ASCI 260","Preparation of Livestock for Shows and Sales","Animal Science (ASCI)","3 units","Techniques, equipment and knowledge necessary in order to properly condition, groom, and present beef cattle or horses for evaluation and merchandising. 3 activities."
"ASCI 265","Equine Behavior and Training","Animal Science (ASCI)","3 units","Training of weanling and yearling horses at halter. Selection of proper attire for the handler and equipment for the horse. Application of safe, behavioral training techniques enabling the horse to accept handling, farrier and health care. 3 activities."
"ASCI 270","Selected Topics","Animal Science (ASCI)","1-4 units","Directed group study of selected topics.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures."
"ASCI 290","Animal Production and Management Enterprise","Animal Science (ASCI)","1-5 units","Beginning field experience in animal production systems.  May include health, nutrition, reproduction, management, processing, budgeting, and/or marketing exercises.  Total major credit forASCI 290limited to 6 units.  Total credit forASCI 290limited to 10 units.  Credit/No Credit grading only.  1-5 lectures."
"ASCI 302","Animal Genetics","Animal Science (ASCI)","4 units","Mendelian, population, quantitative, and molecular genetics as related to animal management practices.  Predicted responses to natural and artificial selection in domesticated and wild animal populations.  4 lectures."
"ASCI 304","Animal Genomics","Animal Science (ASCI)","3 units","Application of genetic principles for domestic animal improvement.  Improving animal performance and health through use of genetic markers and diagnostics, gene mapping, and related current technologies.  Course may be offered in classroom-based or online format.  3 lectures."
"ASCI 310","Technical Veterinary Skills","Animal Science (ASCI)","4 units","Restraint and handling of animals, physical examination, necropsy procedure, basic wound management, applied pharmacology.  Reproduction and herd health programs.  3 lectures, 1 laboratory."
"ASCI 311","Advanced Beef Cattle System Management","Animal Science (ASCI)","4 units","Management principles for the sustainability of commercial beef cattle operations.  Systems approach for goal setting, financial analysis, range management, breeding systems, nutrition, health programs, marketing, and production practices to enhance profitability of commercial cow-calf operations.  3 lectures, 1 laboratory."
"ASCI 312","Production Medicine","Animal Science (ASCI)","3 units","Basic disease concepts.  Fundamentals of immunology and therapeutics.  Disease prevention principles, infectious and non-infectious.  Pre-harvest food safety and milk and meat quality assurance.  Herd health management programs for production efficiency and product quality.  3 lectures."
"ASCI 315","Equine Biomechanics","Animal Science (ASCI)","4 units","Anatomy and physiology of the equine hoof and limb.  An understanding of the art and science of the farrier's work.  Evaluation of proper hoof care, trimming, and shoeing.  Foot and leg conformation as it relates to sound locomotion.  3 lectures, 1 activity."
"ASCI 319","Physiological Chemistry of Animals","Animal Science (ASCI)","4 units","Integration of the principles of chemistry, biochemistry, physiology and nutrition to understand metabolism of carbohydrates, lipids and proteins at the cellular, organ and whole animal level.  Regulation and coordination of metabolic function within and across tissues in domesticated and wild animals.  Course may be offered in classroom-based or online format.  4 lectures.   Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog)."
"ASCI 321","Zoonoses and Veterinary Public Health Concerns","Animal Science (ASCI)","4 units","Public health concerns including:  animal and bird diseases which may be transmitted to people; pre-harvest food safety and handling concerns; and environmental public health hazards.  3 lectures, 1 activity."
"ASCI 324","Advanced Equine Evaluation","Animal Science (ASCI)","2 units","Appraising the relative merit of individual horses in halter and performance through the application, development and refinement of deductive and inductive logical processes.  Oral and written expression of the selection rationale.  2 laboratories."
"ASCI 325","Egg Production, Processing and Distribution","Animal Science (ASCI)","4 units","Management of replacement pullets and laying hens including flock scheduling, vaccination and handling procedures, nutrition management, costs of operation and production projections.  Quality determination, processing, sales and distribution of shell eggs and egg products.  3 lectures, 1 laboratory."
"ASCI 326","Advanced Livestock Evaluation","Animal Science (ASCI)","2 units","Application of deductive and inductive logical processes in appraising the relative merit of individual animals within a group sample.  Oral expression of the selection rationale.  Total credits limited to 4 units.  2 laboratories."
"ASCI 330","Poultry Meat Production and Processing","Animal Science (ASCI)","4 units","Modern production techniques for the poultry meat industry.  Management of hatcheries, poultry production, and poultry meat processing.  3 lectures, 1 laboratory."
"ASCI 333","Equine Reproduction","Animal Science (ASCI)","5 units","Management of the breeding farm, breeding problems, diseases, study of estrus cycles, servicing the mare, handling stallions.  Breeding systems, teasing, embryo transfer, ultrasound pregnancy diagnosis, new developments in breeding technology.  4 lectures, 1 laboratory."
"ASCI 339","Internship in Animal Science","Animal Science (ASCI)","1-12 units","Selected Animal Science students will spend up to 12 weeks with an approved agricultural firm engaged in production or related business.  Time will be spent applying and developing production and managerial skills and abilities.  One unit of credit may be allowed for each full week of completed and reported internship.  Major credit limited to 6 units.  Total credit limited to 12 units.  Credit/No Credit grading only."
"ASCI 340","Animal Welfare and Ethics","Animal Science (ASCI)","4 units","Introduction to moral principles that have shaped the field of animal welfare science.  Definition of Animal Welfare.  Identification of science-based measures of welfare.  Current welfare concerns with companion, laboratory, production, and exotic animals.  Course may be offered in classroom-based or online format.  4 lectures."
"ASCI 342","Poultry Business Management","Animal Science (ASCI)","4 units","Organization and management of vertically integrated poultry operations.  Personnel management, cash flow analysis, cash vs.  accrual accounting, structuring of financial statements, projecting product outputs and cash flow needs, employee benefit programs and insurance needs for poultry companies.  4 lectures."
"ASCI 344","Equine and Human Communication","Animal Science (ASCI)","3 units","Behavior of the horse and its relationship with people.  Learning, motivation, social behavior and communication with techniques to improve the safety and understanding between people and horses.  Total credit limited to 6 units.  3 activities."
"ASCI 345","Equine Behavior Modification","Animal Science (ASCI)","5 units","Advanced principles of equine behavior modification for training young horses under saddle.  Identifying differences in individual horse's attitudes, techniques to teach horses to respond to different stimuli, management of young equine athlete.  5 activities."
"ASCI 346","Equine Nutrition","Animal Science (ASCI)","4 units","Equine digestion, diet development considerations and evaluations, nutritional management, and the relationship of respective topics to recommended feeding practices, research data, and nutritional portfolios.  Information is based on recent advances in horse nutrition and the National Research Council's Nutrient Requirements for Horses.  3 lectures, 1 laboratory."
"ASCI 347","Equine Exercise Physiology","Animal Science (ASCI)","3 units","Applied physiology of the exercising horse.  Examine different physiological systems:  muscular, cardiovascular, respiratory, and nutritional.  Gait analysis, lameness, and treatment.  The athletic horse:  sports medicine, conditioning, drugs, and necropsy evaluation.  A distance learning course.  3 lectures."
"ASCI 350","Nonruminant Nutrition","Animal Science (ASCI)","4 units","Comparison of nonruminant and ruminant digestive systems, nutrient requirements, risk management for ingredients, formulation and nutritional management.  Influence of growth and production curves, consumption patterns, and feeding management in commercial poultry and swine industries.  Feed manufacturing and governmental regulations.  3 lectures, 1 laboratory."
"ASCI 351","Reproductive Physiology","Animal Science (ASCI)","4 units","Reproductive anatomy of male and female farm animals.  General endocrinology and systemic physiology.  Endocrine system effects on the various aspects of reproduction, such as:  gametogenesis, estrus, gestation, parturition, mothering and seasonality.  Introduction to reproductive biotechnology and embryo manipulation.  3 lectures, 1 laboratory."
"ASCI 355","Ruminant Nutrition","Animal Science (ASCI)","4 units","Digestive physiology and nutrition of ruminants.  Anatomy and physiology of the digestive tract.  Rumen microbial fermentation.  Nitrogen utilization and metabolism.  Energy partitioning.  Net energy system.  Range livestock and feedlot nutrition.  Supplementation.  Common metabolic and nutritional dysfunctions.  Diet formulation.  3 lectures, 1 laboratory."
"ASCI 360","Holistic Management","Animal Science (ASCI)","4 units","Application of holistic management, a goal-oriented, value-driven framework for making ecologically, economically, and socially sound decisions.  Holistic approach to management, especially of land-based resources, aimed toward greater biodiversity and sustainability.  3 lectures, 1 laboratory.  Crosslisted as AG/ASCI 360.  Fulfills GE Area Upper-Division B (GE Areas B5, B6, or B7 for students on the 2019-20 catalog)."
"ASCI 363","Undergraduate Seminar","Animal Science (ASCI)","2 units","Major developments in the chosen field of the student.  Discussion of new developments, policies, practices, and procedures.  Each individual is responsible for the development and presentation of a topic in the chosen field, resume, and cover letter.  Course may be offered in classroom-based or online format.  2 seminars."
"ASCI 366","Veterinary Pharmacology","Animal Science (ASCI)","4 units","Investigation of pharmacological principles applied to animal systems.  Overview of drugs acting on the nervous, endocrine, circulatory, urinary systems, and reproductive systems, specialty areas of pharmacology, and pharmacogenomics of livestock and companion animals.  3 lectures, 1 activity."
"ASCI 370","Rangeland Improvements","Animal Science (ASCI)","3 units","Review of practices used for improving the productivity or ecological functions of rangeland landscapes managed for grazing livestock, wildlife, or for ecological and/or aesthetic values.  3 lectures."
"ASCI 372","California Rangeland & Ranch Resource Management","Animal Science (ASCI)","3 units","Natural resource management practices recommended for regulatory compliance and resource protection of rangeland ecosystems in California.  Regulations that impact rangeland management under the Clean Water and Porter-Cologne Acts, and State and Federal endangered species protections.  3 lectures."
"ASCI 400","Special Problems for Advanced Undergraduates","Animal Science (ASCI)","1-4 units","Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 4 units per quarter.  Credit/No Credit grading only."
"ASCI 403","Applied Biotechnology in Animal Science","Animal Science (ASCI)","5 units","Coverage of current resources, techniques and methodologies used in animal research and biotechnology as well as experimental design, model assessment, and data interpretation with application to an experimental setting in the laboratory.  3 lectures, 2 laboratories."
"ASCI 405","Domestic Livestock Endocrinology","Animal Science (ASCI)","4 units","Endocrine homeostasis with emphasis on the influence of hormones involved in digestion, metabolism, calcium and phosphorous, thyroid gland, adrenal gland, reproduction, and pregnancy.  Signaling pathways.  4 lectures."
"ASCI 406","Applied Animal Embryology and Assisted Reproduction","Animal Science (ASCI)","4 units","Comparative physiology and molecular understanding of oocyte development, fertilization, culturing, cryopreservation and micromanipulation of gametes and embryos.  3 lectures, 1 activity."
"ASCI 407","Assisted Reproduction Technologies of Gametes and Embryos Laboratory","Animal Science (ASCI)","3 units","Coverage of current resources, advanced techniques and methodologies of assisted reproduction of gametes and embryos involving in-vivo collection, in-vitro fertilization, cryopreservation and micromanipulation.  Mouse, cattle and horse gametes used for learning the techniques involved in embryology and assisted reproduction 1 lecture, 2 laboratories."
"ASCI 410","Applied Animal Behavior Science","Animal Science (ASCI)","4 units","Principles of behavior applied to animals in managed environments.  Observation and measurement of behavior, including sampling and recording methods.  Learning, including training and operant conditioning.  Discussion of issues related to behavioral welfare.  Etiology and management of maladaptive behavior.  3 lectures, 1 laboratory."
"ASCI 412","Advanced Livestock Event Planning","Animal Science (ASCI)","3 units","Organization and planning for the Western Bonanza Junior Livestock Show.  Establishment of committee assignments and show manager responsibilities.  Corporate partnerships established and fund raising begun.  Planning for activities and guest speakers and new student recruitment.  Total credit limited to 6 units.  1 lecture, 2 activities."
"ASCI 413","Advanced Livestock Event Management","Animal Science (ASCI)","1 unit","Student management of the Western Bonanza Junior Livestock Show.  Leadership skills, team building, media relations, use of computer applications, livestock and fair industry contacts and mentoring to new students.  Application of knowledge learned inASCI 412.  Total credit limited to 2 units.  1 activity."
"ASCI 415","HACCP for Meat and Poultry Operations","Animal Science (ASCI)","3 units","Using Hazard Analysis and Critical Control Point (HACCP) principles to develop regulatory inspection plans for meat and poultry operations; development and use of prerequisite programs; microbiological and process overviews.  3 lectures."
"ASCI 419","Animal Metabolism and Nutritional Modeling","Animal Science (ASCI)","4 units","Relation of nutrient metabolism to animal production, exploration of systems used in development of animal nutritional models.  Course may be offered in classroom-based or online format.  4 lectures.  Formerly ASCI 420."
"ASCI 425","Meat Industry Study Tour","Animal Science (ASCI)","2 units","Study tour of commercial meat businesses.  Livestock harvest and carcass fabrication, further meat processing, retail and food service operations.  Personnel, processing procedures, regulatory standards, industry specifications and current issues.  Travel for 4 days.  2 activities."
"ASCI 438","Systemic Animal Physiology","Animal Science (ASCI)","4 units","Homeostatic relationships of organ systems.  Cardiovascular, respiratory, urogenital and neuro-endocrinological functions.  3 lectures, 1 laboratory."
"ASCI 440","Immunology and Diseases of Animals","Animal Science (ASCI)","4 units","Introduction to immune system, including innate and acquired immunity of domesticated animals.  Application of immunological analyses and examination of current disease issues in domesticated animals.  3 lectures, 1 laboratory."
"ASCI 450","Computer Applications in Animal Science: Spreadsheet Analysis","Animal Science (ASCI)","4 units","Development of spreadsheets relating to livestock production.  Integration of database and analytical techniques.  Cost-benefit analyses of livestock production systems.  2 lectures, 2 activities."
"ASCI 455","Advanced Equine Reproductive Technologies","Animal Science (ASCI)","4 units","Assisted reproductive technologies in horses; use of gametes from normal and sub-fertile horses; manipulation of sub-fertile horses, donor and recipient mares; manipulation of endocrine system; embryo utilization; cryobiology of gametes and embryos; assessment of high-risk mare, fetus, and neonate.  3 lectures, 1 laboratory."
"ASCI 460","Rangeland Assessment and Planning","Animal Science (ASCI)","4 units","Examination of methods used for determining the healthy and function of rangeland ecosystems, and the application of planning processes used in the management of rangelands and associated ecosystems.  Field trip required.  3 lectures, 1 laboratory."
"ASCI 465","Applied Practices for Monitoring California Rangelands","Animal Science (ASCI)","4 units","Theory and application of grassland and brushland assessment and monitoring practices for evaluating grazing use, wildlife habitat quality, and fuels condition, and general ecological health.  Course completion may be counted towards professional certifications.  The course is intentionally structured to accommodate inservice training for federal land management agency and conservation organization staff.  2 lectures, 2 activity."
"ASCI 470","Selected Advanced Topics","Animal Science (ASCI)","1-4 units","Directed group study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures."
"ASCI 471","Selected Advanced Laboratory","Animal Science (ASCI)","1-4 units","Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 laboratories."
"ASCI 477","Senior Project - Research Experience in Animal Science","Animal Science (ASCI)","3 units","Independent research experience in a specific area of animal science conducted under faculty supervision.  Satisfies senior project requirement.  Minimum 90 hours required."
