"department","course_code","course_name","course_hours","course_description"
"Anatomy and Neurobiology (ANAT)","ANAT 630","Research Presentations","1 Hour.","Semester course. 1 credit. Weekly research presentations by master's and doctoral students that focus on the students' ongoing research. Course provides a weekly forum for students to develop presentation skills and foster scientific discussion among students and faculty. Graded as Pass/Fail."
"Anatomy and Neurobiology (ANAT)","ANAT 690","Anatomy and Neurobiology Seminar","1 Hour.","1 lecture hour. 1 credit. A course consisting of faculty and student-led seminars presenting current research in neurobiology, immunobiology, and reproductive biology. Graded as S/U/F."
"Anatomy and Neurobiology (ANAT)","ANAT 691","Special Topics in Anatomy","1-4 Hours.","1-4 credits. Lectures, seminars, tutorial sessions, and/or library research assignments in selected areas of advanced study not available in other graduate level anatomy courses, or as concentrated emphasis on a particular area of research."
"Anatomy and Neurobiology (ANAT)","ANAT 697","Directed Research","1-15 Hours.","1-15 credits. Research leading to the M.S. or Ph.D. degree and elective research projects for other students."
"Anthropology (ANTH)","ANTH 103","Introduction to Anthropology","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. A general survey of anthropology with emphasis on learning about and from global cultures, and on the four fields of anthropology."
"Anthropology (ANTH)","ANTH 105","Introduction to Archaeology","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. A survey of archaeological sites, methods and theories from around the world, from the earliest human cultures, to the rise and spread of civilizations, to the modern era. Crosslisted as:INTL 104."
"Anthropology (ANTH)","ANTH 110","REAL Experience in Anthropology","1 Hour.","Semester course; 1 field experience hour. 0-1 credit. Prerequisite: ANTH/INTL 103 orANTH 105. Enrollment requires the permission of the faculty supervisor. Introduces students to anthropological research. Students will participate in various stages of anthropological work, such as research design, data collection and analysis, and public outreach, working alongside an anthropology faculty member who will provide direct oversight of their contributions. The course enables students to participate in anthropological work from when they first encounter the major and promotes their continued involvement in that work throughout their academic career. Graded as pass/fail."
"Anthropology (ANTH)","ANTH 200","Introduction to African Societies","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. The course introduces student to the African continent, its peoples and cultures. It covers such general characteristics as the physical and geographical features, climate, topography, traditional economies, languages, religions, social systems and other cultural features that are traditional to its people. Crosslisted as:AFAM 200/INTL 200."
"Anthropology (ANTH)","ANTH 210","Biological Anthropology","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Prerequisite: ANTH/INTL 103. Explores the disciplinary subfield of biological anthropology. Emphasis on the history and study of humans as biological organisms. Topics include genetic, social and ecological determinants of variation in human growth and biological diversity, as well as human adaptation and adaptability, disease, diet and nutrition."
"Anthropology (ANTH)","ANTH 220","Cultural Anthropology","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Prerequisite: ANTH/INTL 103. Explores the disciplinary subfield of social and cultural anthropology. Provides an overview of key themes and theories in the subject, as well as the analytical and methodological tools to critically consider cultural difference, social organization and social change, with reference to a representative range of culture areas and the empirical fields studied by cultural anthropologists."
"Anthropology (ANTH)","ANTH 230","Anthropological Linguistics","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite: ANTH/INTL 103. Explores the disciplinary subfield of anthropological linguistics. Emphasis is on the interactions between language and culture from a comparative perspective, as well as the relationship between language and social identities and relationships. Also an introduction to the field's methodology, research techniques, analytical tools and their applications."
"Anthropology (ANTH)","ANTH 250","Death: Myth and Reality","3 Hours.","Semester course; 3 lecture hours. 3 credits. A study of intellectual and emotional responses to death and dying with emphasis upon their role in the development of religious thought and practice. Special attention will be paid to the death theme in literature, funeral practices and beliefs concerning the afterlife in selected world religions. Crosslisted as:RELS 250."
"Anthropology (ANTH)","ANTH 301","Human Evolution","4 Hours.","Semester course; 3 lecture and 2 laboratory hours (delivered online of face-to-face). 4 credits. Prerequisite:UNIV 200orHONR 200with a minimum grade of C. Introduces the range of human diversity as well as a broad understanding of evolution and evolutionary biology, particularly as it applies to hominid evolution. Specific topics include basic genetics, primatology, paleontology and the hominin fossil record. Crosslisted as:BIOL 341."
"Anthropology (ANTH)","ANTH 302","Archaeological Theory","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Prerequisites:ANTH 105/INTL 104andUNIV 200orHONR 200with a minimum grade of C. Covers the basic theoretical perspectives and tools of archaeology, including analysis and interpretation of archaeological materials. Students will review the intellectual history of archaeology, applying a variety of theoretical approaches to archaeological data sets and sites."
"Anthropology (ANTH)","ANTH 303","Archaeological Methods and Research Design","4 Hours.","Semester course; 3 lecture and 2 laboratory hours. 4 credits. Prerequisites:ANTH 105/INTL 104andUNIV 200orHONR 200with a minimum grade of C. Introduces the basic practices of archaeology, including planning, excavation, artifact analysis, documentary research, mapping, dating sites and artifacts, and interpretation and presentation of findings. Students will participate in an active field research program and will apply methods at an active site and lab."
"Anthropology (ANTH)","ANTH 304","Sociology of Families","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. The family in its social and cultural context. Analysis of child rearing, marriage, kinship, family crises and family change in various societies around the world. Crosslisted as:SOCY 304/GSWS 304."
"Anthropology (ANTH)","ANTH 307","Human Osteology","4 Hours.","Semester course; 3 lecture and 2 laboratory hours. 4 credits. Prerequisite:ANTH 210. Emphasizes human skeletal development and the identification of specific bones and their anatomical landmarks, including the determination of side for paired bones. Also discussed are methods of estimating age, sex and stature from human skeletal remains and application of human skeletal data to broader anthropological questions."
"Anthropology (ANTH)","ANTH 309","Gender and Global Health","3 Hours.","Semester course; 3 lecture hours. 3 credits. Examines how health policies produce and regulate gendered bodies and sexualities. Topics may include how colonial medicine and health policies of detection, diagnosis, surveillance, quarantine and confinement were implemented as methods of social control. Analyzes continuities between colonial medicine and more contemporary interventions that in the name of individual and communal health attempt to shape proper sexualities and gendering. Crosslisted as:AFAM 309/INTL 309/GSWS 309."
"Anthropology (ANTH)","ANTH 310","Forensic Anthropology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 210orFRSC 300with a minimum grade of C. A comprehensive overview of forensic anthropology including its development and the theory and methodology on which it is based. Crosslisted as:FRSC 310."
"Anthropology (ANTH)","ANTH 312","History of Human Settlement","3 Hours.","Semester course; 3 lecture hours. 3 credits. A cultural and historical geography of human migration and settlement over the earth. Topics may include agricultural and urban systems, exploration, colonization and imperialism, and changing relationships with the environment, during and since the Middle Ages. Crosslisted as:URSP 312."
"Anthropology (ANTH)","ANTH 315","Field Methods and Research Design in Cultural Anthropology","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Prerequisites: ANTH/INTL 103, andANTH 220orANTH 230. Overview of quantitative and qualitative anthropological field techniques as well as the ethical dimension of anthropological fieldwork. Basics of research design, effective methodology and writing grant proposals."
"Anthropology (ANTH)","ANTH 321","Gender and Culture in Africa","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites:ANTH 103and AFAM/ANTH/INTL 200; orAFAM 111. Promotes an understanding of certain issues and conditions of women and their developing positions and statuses on the African continent. Among the topics to be considered are health and reproductive issues, women as political agents (vis-à-vis men), human rights debates, environmental practices, customary and traditional rites versus modernization, law and justice, and the concept of African feminism."
"Anthropology (ANTH)","ANTH 328","Language, Culture and Cognition","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Prerequisite:ANTH 220or230. Introduces theoretical and methodological foundations for the study of language from sociocultural perspectives. The perspectives include linguistic, philosophical, psychological, sociological and anthropological contributions to the understanding of verbal and nonverbal communication as a social activity embedded in cultural contexts. No prior training in linguistics is presupposed. Crosslisted as:ENGL 392/FRLG 328/LING 392."
"Anthropology (ANTH)","ANTH 330","Languages of Past Cultures: Historical Linguistics and Anthropology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 230, ANTH/ENGL/LING 390orANTH 328/ENGL 392/FRLG 328/LING 392. Considers the basic principles of diachronic linguistics in terms of the questions that historical linguists ask and the kinds of data they have at their disposal to answer them. Discusses uses of linguistic data in the reconstruction of past cultures in different parts of the world, analyzing strengths and weaknesses of such data and suggesting ways in which it can be usefully combined with information from other disciplines."
"Anthropology (ANTH)","ANTH 331","Public Culture: Anthropology Through Film","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites: ANTH/INTL 103;WRLD 230. Explores how anthropology can contribute to a critical analysis of films as cultural representations. Class discussion will relate particular films both to the cultural context they depict and to the cultural context in which they were produced. Will also examine films as images that produce cultural meanings with the potential to affect the viewer's understanding of the world and comprehension of self."
"Anthropology (ANTH)","ANTH 335","Language and Society: Sociolinguistics in ____","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. May be repeated with different topics for a maximum of six credits. An introduction to topics in sociolinguistics, including language variation, language attitudes, language planning, language contact and multilingualism, language and gender, language and identity, and more. Crosslisted as:WRLD 335."
"Anthropology (ANTH)","ANTH 336","Language, Society, and AI: Sociolinguistic Perspectives","3 Hours.","Semester course; 3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. The course employs linguistic theories and sociolinguistic perspectives to explore the intersection of artificial intelligence, language and society. Students will investigate language biases in AI technologies, engage in critical discourse analysis and examine the ethical implications of AI in societal contexts. Crosslisted as:FRLG 336."
"Anthropology (ANTH)","ANTH 345","The Anthropology of Tea","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites:ANTH 103; andUNIV 200orHONR 200. This course will use the core concepts of anthropology and through text analysis and recreation of tea ceremonies show how they can be applied to the practice of tea production and consumption around the world. Using tea from all of the tea-producing regions of the world, students will learn the history of tea and the meaning of various tea rituals, gaining a cross-cultural perspective on how food and drink are used to create human-to-human connections in their lives. They will also learn the economics behind the tea trade and how their consumption of world goods can impact the future of tea in the world."
"Anthropology (ANTH)","ANTH 346","Science Fiction and the Anthropology of Transhumanism","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites:ANTH 103andUNIV 111. The course will examine several major and minor works of science fiction to guide students toward understanding a key anthropological concept: what it means to be human.  Students will also gain practical experience reviewing scientific literature from leaders in the robotics and AI industry."
"Anthropology (ANTH)","ANTH 348","South American Ethnography","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites: ANTH/INTL 103 andUNIV 200orHONR 200with a minimum grade of C. General ethnographic survey of both highland and lowland indigenous cultures of South America and cultural changes as a result of European contact. Crosslisted as:INTL 348."
"Anthropology (ANTH)","ANTH 349","Rethinking a Continent: Latin America","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites: ANTH/INTL 103 andUNIV 200orHONR 200with a minimum grade of C. This course surveys contemporary cultures of Latin America. It addresses historical sociocultural developments from an anthropological perspective and introduces concepts from social justice studies, development anthropology and applied anthropology. Crosslisted as:INTL 349."
"Anthropology (ANTH)","ANTH 350","Rethinking a Continent: Europe","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites:ANTH 103,INTL 101or INTL 103; andUNIV 200orHONR 200. An exploration of European political and sociocultural development from prehistory to modernity with an emphasis on integrative and disintegrative forces that have shaped  cultures and identities in the European region as part of a larger geopolitical configuration. This course will focus on the diverse sociocultural compositions as well as the various cultural outputs of the region through an interdisciplinary approach. Crosslisted as:INTL 350."
"Anthropology (ANTH)","ANTH 355","Death and Burial","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 103orANTH 105. Explores beliefs about the dead across time and space, the transformations physical bodies undergo after death and how archaeologists investigate human remains to interpret the beliefs and social practices of past cultures."
"Anthropology (ANTH)","ANTH 364","Mythology and Folklore","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ENGL 201,ENGL 202,ENGL 203,ENGL 204,ENGL 205,ENGL 206,ENGL 211,ENGL 215,ENGL 217,ENGL 236,ENGL 250,ENGL 291,ENGL 295orNEXT 240. A study of one or more forms of folklore, such as folktales, fairy tales, legends, myths, proverbs, riddles, ballads and/or games, with some attention to literary, social or historical significance and contexts. This course may also include approaches to collecting material or to examining later literary forms and texts inspired by folklore. Crosslisted as:ENGL 364."
"Anthropology (ANTH)","ANTH 365","Archaeology and Religion: ____","3 Hours.","Semester course; 3 lecture hours. 3 credits. May be repeated with different topics for a maximum of six credits. Explores the archaeological record as evidence for the religious life of past and present societies with emphasis on the study of religion anthropologically. Topics may include thematic and/or geographical and/or literary approaches. See the Schedule of Classes for specific topics to be offered each semester. Crosslisted as:RELS 365."
"Anthropology (ANTH)","ANTH 370","Visualizing and Exhibiting Anthropology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 103orANTH 105. Addresses the ability to visualize the knowledge gathered by anthropologists through forms of technology such as three-dimensional artifact scanning and 3D printing. Students will use the hundreds of objects scanned by archaeologists and ethnographers across the globe, including in VCU’s Virtual Curation Laboratory, to design dynamic hands-on and virtual exhibits and activities that communicate multiple perspectives on the human condition and that are designed to stimulate and provoke multiple reactions and encourage discussion."
"Anthropology (ANTH)","ANTH 375","Field Archaeology","6 Hours.","Semester course; 3 lecture and 8 field and laboratory hours. 6 credits. Introduction to archaeological field and basic laboratory techniques. Archaeological data collection (excavation or survey) forms the core of the course."
"Anthropology (ANTH)","ANTH 380","Medical Anthropology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 210or220. An introduction to the biological and cultural anthropological study of global health and well-being, including healing processes, the biosocial relations of healing management and relationships between biomedicine and pluralistic medical systems."
"Anthropology (ANTH)","ANTH 381","Modern Identities: Nation Building","3 Hours.","Semester course; 3 lecture hours. 3 credits. Critically explores how nation building and national identities have developed over the past two centuries among peoples across the globe. Class discussions will examine theoretical perceptions of these processes and focus on how they shaped and shape realities in different times and places. Crosslisted as:INTL 381."
"Anthropology (ANTH)","ANTH 383","Evolutionary Medicine and Anthropology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 210,BIOL 101orBIOL 151. Explores how modern human health and disease have been shaped by evolutionary processes. Particular emphasis is placed on examining health-related traits that are adaptive in one context but maladaptive in others, and why attempts to eliminate some of these traits can have deleterious effects on other aspects of our health. Specific diseases to be addressed include hypertension, diabetes, clinical depression, reproductive disorders, gastrointestinal disorders and drug addiction, among many others."
"Anthropology (ANTH)","ANTH 387","Environmental Archaeology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 103orANTH 105. Provides an introduction to the kinds of environmental evidence archaeologists access and the kinds of questions they investigate using that evidence. Explores a variety of ways in which archaeologists examine the relationship between humans and the environment and the sorts of effects that different environmental conditions and changes have had on ancient societies."
"Anthropology (ANTH)","ANTH 388","African Archaeology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 103orANTH 105. Surveys the range of archaeological knowledge currently available about the African continent, highlighting the major interrelated social, economic/technological and cultural transformations in the African past and the most important archaeological sites and discoveries there.  Addresses themes of Africa’s enduring connections with the rest of the world, unique patterns of social and cultural development found on the continent, relations between African societies and their environments, and the contemporary significance of the continent’s cultural heritage."
"Anthropology (ANTH)","ANTH 389","World Archaeology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 103orANTH 105. Examines the diversity and evolution of human cultures through archaeological practices and techniques."
"Anthropology (ANTH)","ANTH 390","Introduction to Linguistics","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:UNIV 200orHONR 200. An introduction to methods of language analysis, emphasizing the study of sounds and sound patterns, and units of meaning and their arrangements. Crosslisted as:ENGL 390/LING 390."
"Anthropology (ANTH)","ANTH 391","Topics in Anthropology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Maximum 6 credits per semester; maximum total of 18 credits in departmental topics courses that may be applied to the major. Prerequisite: ANTH/INTL 103. Seminar on current specialized areas of anthropological interest. See the Schedule of Classes for specific topics to be offered each semester."
"Anthropology (ANTH)","ANTH 394","Historical Archaeology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites:ANTH 103orANTH 105/INTL 104; and any history course. A review of historical archaeology, recognizing its contemporary emphasis on the spread of European cultures across the globe beginning in the 15th century. Methods and findings of historical archaeological research from the United States and around the world will be covered with special emphasis on the study of documents and artifacts related to the emergence and present state of the modern world. Crosslisted as:HIST 390."
"Anthropology (ANTH)","ANTH 398","Field Investigations in Anthropology","1-8 Hours.","Semester course; variable hours. 1-8 credits. May be repeated for a maximum of 8 credits. Permission of instructor required. A course involving travel and/or study in an off-campus context. Intended primarily for students participating in directed study abroad programs, the course meets the experiential learning requirement for the anthropology major."
"Anthropology (ANTH)","ANTH 399","Junior Seminar","1 Hour.","Semester course; 1 lecture hour (delivered online or face-to-face). 1 credit. Prerequisite:ANTH 210,220or230. Enrollment is restricted to student with junior standing. Focuses on self-assessment, compilation of a portfolio and curriculum vitae, career and graduate school preparation, and lifelong application of skills and knowledge acquired in the program. Students will critically assess their experience in the anthropology program."
"Anthropology (ANTH)","ANTH 403","Primatology","4 Hours.","Semester course; 3 lecture and 2 laboratory hours (delivered online or face-to-face). 4 credits. Prerequisite:ANTH 210orANTH 301/BIOL 341. Primatology investigates the taxonomic relationships among primates through comparative anatomy, comparative behavior and comparative biochemistry. Study of primate evolution, demography, subsistence, reproduction, social organization, communication systems and ecology. Crosslisted as:BIOL 403."
"Anthropology (ANTH)","ANTH 415","Economic Anthropology","3 Hours.","Semester course; 3 lecture hours. 3 credits. Provides an overview of the anthropological approach to the ""economic"" in social life. Analyzes the role played by systems of reciprocity and exchange in ethnographic contexts. Concepts employed by anthropologists in the study of traditional subsistence economies are used to examine modern industrialized societies. Crosslisted as:INTL 415."
"Anthropology (ANTH)","ANTH 416","The Origin and Evolution of the Idea of Race","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite: ANTH/INTL 103 or AFAM 103 or permission of instructor. This course is an exploration of the origins and social history of the ""idea"" of race from the Middle Ages to the end of the 20th century. Using both historical and anthropological scholarship, the course presents an analytical framework for race as a sociocultural phenomenon. Crosslisted as:AFAM 416."
"Anthropology (ANTH)","ANTH 420","Women of Africa","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite: ANTH/INTL 103 or AFAM 103. This course looks at the traditional roles of women in African societies and examines how women have coped in different environments. It focuses on the institutionalized aspects of similarities and differences in women's lives in pastoral and horticultural societies and those with mixed economies, and will contrast these with women's roles in large state societies of Africa and in the modern urbanized context. Crosslisted as:AFAM 420/INTL 420."
"Anthropology (ANTH)","ANTH 425","Religion, Magic and Witchcraft","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Prerequisites: ANTH/INTL 103 andUNIV 200orHONR 200with a minimum grade of C. A survey of the nature and variety of beliefs outside of the major streams of religious thought. Among topics considered are myth, totemism, taboo and sorcery. Emphasis on understanding supernatural beliefs and practices in relation to culture and society. Crosslisted as:INTL 425/RELS 425."
"Anthropology (ANTH)","ANTH 450","Cross-cultural Communication","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ENGL 201,ENGL 202,ENGL 203,ENGL 204,ENGL 205,ENGL 206,ENGL 211,ENGL 215,ENGL 217,ENGL 236,ENGL 250,ENGL 291,ENGL 295orNEXT 240. A study of the dynamics of cross-cultural communication that applies linguistic tools to understanding cultural issues and solving communication problems. Crosslisted as:ENGL 454/INTL 454."
"Anthropology (ANTH)","ANTH 454","Theory in Cultural Anthropology","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Prerequisite:ANTH 220orANTH 230. A study of the connections between theoretical work that addresses understandings of culture and methodological practice centered on creating ethnography."
"Anthropology (ANTH)","ANTH 455","Anthropology of Development and Globalization","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisite:ANTH 103,INTL 101orWRLD 210. Consists of a theoretical and practical understanding of development through an anthropological approach to social, cultural and economic change. Focuses on a critical examination of the agents of development: practitioners, consultants, non-governmental organizations and non-state agencies. Emphasis will be on the relation of development to the lived experiences of people around the world. Crosslisted as:INTL 455."
"Anthropology (ANTH)","ANTH 457","Comparative Perspectives on Cultures and Societies","3 Hours.","Semester course; 3 lecture hours. 3 credits. Prerequisites: ANTH/INTL 103;UNIV 200orHONR 200. Examination of the theoretical, methodological and ethical problems that arise from anthropological comparisons of cultures. Crosslisted as:INTL 457."
"Anthropology (ANTH)","ANTH 469","Human Dentition: ID and Anthropology","1-3 Hours.","Semester course; 1-3 lecture hours. 1-3 credits. Prerequisites:ANTH 103andANTH 210; orANTH 301; orBIOL 318. Focuses on the evolutionary anthropology of human dentition. Topics include evolution, genetics and ontogeny of the dentition; functional aspects of tooth size and shape; dental asymmetry; dental morphology and population affinities; dental pathology and subsistence; and dental markers of physiological stress. Students will explore within- and between-group variation, as well as the relationship between dental size and shape and behavior, relatedness and nutrition."
"Anthropology (ANTH)","ANTH 490","Anthropology Senior Capstone","3 Hours.","Semester course; 3 lecture hours (delivered online or face-to-face). 3 credits. Enrollment is restricted to anthropology majors with senior standing and completion of 15 credits in anthropology at the 300 and 400 level or the equivalent. Explores current research that transects more than one subfield of anthropology. Research foci will be at the discretion of the instructor, but students will explore how the anthropological subfields influence and speak to each other in new translational research, and will assess the emerging literature and scientific questions with a critical and scientific perspective."
"Anthropology (ANTH)","ANTH 491","Advanced Topics in Anthropology","1-3 Hours.","Semester course; variable hours. 1-3 credits. Maximum 6 credits per semester with different topics.Prerequisites: ANTH/INTL 103;ANTH 210,220, or 230; andUNIV 200orHONR 200. Seminar on current specialized areas of anthropological interest. See the Schedule of Classes for specific topics to be offered each semester. A maximum total of 18 credits in departmental topics courses (includingANTH 391and491) may be applied to the major."
"Anthropology (ANTH)","ANTH 492","Independent Study","1-6 Hours.","Semester course; variable hours. Variable credit. Maximum of 6 credits per semester; maximum total of 12 credits for all independent study and internship courses. Prerequisites: determination of the amount of credit and permission of the instructor and the group coordinator must be procured prior to enrollment in the course; a minimum GPA of 3.0 in the major. Generally open only to students of junior or senior standing who have acquired at least 12 credits in the anthropology program."
"Anthropology (ANTH)","ANTH 493","Anthropology Internship","1-3 Hours.","Semester course; 1-3 field experience hours. 1-3 credits (40 clock hours per credit). May be repeated for a maximum of six credits for majors and three credits for minors. Enrollment requires permission of the internship coordinator. Student must be in good academic standing with a minimum major GPA of 2.25. Designed for the advanced student to gain workplace experience in a local, national or international business or agency offering opportunities in anthropological field methods or research."
"Anthropology (ANTH)","ANTH 497","Honors in Anthropology","3 Hours.","Continuous courses; 3 lecture hours. 3-3 credits.ANTH 497is a prerequisite forANTH 498. Design and completion of a long-term research project in the major. The thesis project is the culmination of an advanced course of study within the anthropology program. Under the supervision of a faculty mentor, students must demonstrate a thorough understanding and use of anthropological research techniques and analysis, a knowledge of relevant literature, and sophisticated writing and research abilities. Students must apply to program for participation in honors thesis work. See Bulletin for eligibility criteria and application procedure."
"Anthropology (ANTH)","ANTH 498","Honors in Anthropology","3 Hours.","Continuous courses; 3 lecture hours. 3-3 credits.ANTH 497is a prerequisite forANTH 498. Design and completion of a long-term research project in the major. The thesis project is the culmination of an advanced course of study within the anthropology program. Under the supervision of a faculty mentor, students must demonstrate a thorough understanding and use of anthropological research techniques and analysis, a knowledge of relevant literature, and sophisticated writing and research abilities. Students must apply to program for participation in honors thesis work. See Bulletin for eligibility criteria and application procedure."
"Anthropology (ANTH)","ANTH 551","Anthropology for the Museologist","3 Hours.","Semester course; 3 lecture hours. 3 credits. A discussion and investigation of contemporary anthropological themes and questions and identification of how they can be depicted with museum materials. Students are expected to develop a research design for an exhibit."
"Anthropology (ANTH)","ANTH 556","Historical and Cultural Landscapes","3 Hours.","Semester course; 3 lecture hours. 3 credits. Open only to seniors who have completedANTH 302or303and graduate students with permission of instructor. Students will study historical and contemporary landscapes as the products of the producers of human culture, with particular attention to riverine landscapes. Focus will be on the ways in which humans shape and respond to their ecosystems. Students will participate in an active field research program, including the archaeological recovery and analysis of historical landscapes. Crosslisted as:ENVS 556."
"Applied Lessons (APPL)","APPL 200","Applied Lessons","1 Hour.","Semester course; half-hour weekly private lesson plus daily practice. 1 credit. May be repeated for a total of 8 credits. Previous experience and ability to read music required. Additional fee for course required. Private applied lessons for musical instruments. Consult the music department for appropriate section."
"Applied Lessons (APPL)","APPL 310","Applied Lessons","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. May be repeated for a total of 8 credits. For music majors only. Permission of chair required. Applied lessons for principal performing medium. Consult the music department for appropriate section."
"Applied Lessons (APPL)","APPL 311","Applied Lessons","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. For music majors only. Corequisite:APPM 299(excpet jazz studies majors). Applied lessons for principal performing medium proficiency Level I. Jury required. Consult adviser for appropriate course and section."
"Applied Lessons (APPL)","APPL 312","Applied Lessons","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. For music majors only. Prerequisite:APPL 311with a minimum grade of C. Corequisite:APPM 299(except jazz studies majors). Applied lessons for principal performing medium proficiency Level II. Jury required. Consult adviser for appropriate course and section."
"Applied Lessons (APPL)","APPL 313","Applied Lessons","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. For music majors only. Prerequisite:APPL 312with a minimum grade of C. Corequisite:APPM 299(except jazz studies majors). Applied lessons for principal performing medium proficiency Level III. Jury required. Consult adviser for appropriate course and section."
"Applied Lessons (APPL)","APPL 314","Applied Lessons","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. For music majors only. Prerequisite:APPL 313with a minimum grade of C. Corequisite:APPM 299(except jazz studies majors). Applied lessons for principal performing medium proficiency Level IV. Jury required. Consult adviser for appropriate course and section."
"Applied Lessons (APPL)","APPL 320","Applied Lessons Secondary Instrument","1 Hour.","Semester course; half-hour weekly private lesson plus daily practice. 1 credit. May be repeated for a total of 4 credits. Open to music majors only. Private applied lessons for secondary instrument requirement. Consult music department for appropriate section."
"Applied Lessons (APPL)","APPL 330","Secondary Applied Instrument Lessons for Music Education","1 Hour.","Semester course; 1 laboratory hour (half-hour weekly applied lesson plus daily practice). 1 credit. May be repeated for a total of 4 credits. Enrollment is restricted to music education concentration students. Applied lesson for secondary instrument requirement. Must receive permission from director of music education for specific instrument(s) of study. Consult music department Schedule of Classes for appropriate section."
"Applied Lessons (APPL)","APPL 415","Applied Lessons","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. Enrollment is restricted to music majors. Prerequisite:APPL 314with a minimum grade of C. Corequisite:APPM 299orAPPM 399. Applied lessons for principal performing medium proficiency Level V. Jury required. Consult adviser for appropriate course and section."
"Applied Lessons (APPL)","APPL 416","Applied Lessons and Junior Recital","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. Enrollment is restricted to music majors. Prerequisite:APPL 415with a minimum grade of C. Corequisite:APPM 299orAPPM 399. Applied lessons for principal performing medium proficiency Level VI. Recital required. Consult adviser for appropriate course and section."
"Applied Lessons (APPL)","APPL 417","Applied Lessons","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. Enrollment is restricted to music majors. Prerequisite:APPL 416with a minimum grade of C. Corequisite:APPM 299orAPPM 399. Applied lessons for principal performing medium proficiency Level VII. Jury required. Consult adviser for appropriate course and section."
"Applied Lessons (APPL)","APPL 418","Applied Lessons and Senior Recital","2 Hours.","Semester course; one-hour weekly private lesson plus daily practice. 2 credits. Enrollment is restricted to music majors. Prerequisite:APPL 417with a minimum grade of C. Corequisite:APPM 299orAPPM 399. Applied lessons for principal performing medium proficiency Level VIII. Recital required. Must earn a minimum grade of C. Consult adviser for appropriate course and section."
"Applied Music (APPM)","APPM 126","Keyboard Fundamentals","1 Hour.","Semester course; 2 laboratory hours. 1 credit. Reading, technical study, chording, playing by ear and improvisation in classical and non-classical styles. This course is for beginners."
