"department","code","title","description","credits"
"DDDS - Doctor Dental Surgery","DDDS 613","Introduction to Restorative Dentistry","Credits 6. 
6 Lecture Hours.Form and function of primary and permanent teeth, concepts of ideal occlusion, dental caries and its effect on tooth structure and indications, materials and techniques associated with the restoration of teeth.","Credits 6. 
6 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 614","Introduction to Restorative Dentistry I","Credits 5. 
4 Lecture Hours. 
4 Lab Hours.Operative dentistry, dental anatomy, dental materials, occlusion, cariology, preventive dentistry, tooth development, histology of enamel, dentin and pulp and tooth eruption/exfoliation; evidence-based approach to restorative dentistry.","Credits 5. 
4 Lecture Hours. 
4 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 615","Introduction to Restorative Dentistry II","Credits 7. 
4 Lecture Hours. 
8 Lab Hours.Counterpart toDDDS 614. Introduction to Restorative Dentistry II is an integrated course that includes didactic and laboratory portions covering Operative Dentistry, Dental Anatomy, Dental Materials, Occlusion, Cariology, Preventive Dentistry, Tooth Development, Histology of Enamel, Dentin and Pulp, and Tooth Eruption/Exfoliation. This course stresses an evidence-based approach to restorative dentistry.","Credits 7. 
4 Lecture Hours. 
8 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 6510","Biochemistry/Cell and Molecular Biology","Credits 3. 
3 Lecture Hours.Chemical, metabolic cellular and molecular processes in the human body with applications to the practice of dentistry. Also includes cellular and molecular mechanisms that control gene expression and metabolic processes in human cells and tissues with an emphasis on dental examples.","Credits 3. 
3 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 6520","Cariology and Prevention","Credit 1.5. 
1.5 Lecture Hour.Cariology, identification, progress, prevention and management of dental decay and tobacco-related oral disease; oral hygiene index and clinical utilization of plaque removal materials and techniques.","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 6540","Dental Anatomy","Credits 2. 
2 Lecture Hours.Form and function of the human dentition.","Credits 2. 
2 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 6543","Dental Anatomy-C","Credits 2. 

2 Lab Hours.Drawing and carving teeth to scale; restoring tooth form in wax to normal relation with adjacent and opposing teeth; identification of extracted natural teeth.","Credits 2. 

2 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 6580","Dental Materials","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours.Introduction to the effects of physical, chemical and mechanical properties on the manipulation of materials used in dentistry; laboratory exercises to demonstrate clinical applications.","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 6600","General Histology","Credits 3. 
1.5 Lecture Hour. 
1.5 Lab Hour.Microscopic and ultrastructural characteristics of cells, tissues and organ systems of the human; a brief introduction to function; light- and electron-microscopic study of human tissues.","Credits 3. 
1.5 Lecture Hour. 
1.5 Lab Hour."
"DDDS - Doctor Dental Surgery","DDDS 6640","Gross Anatomy","Credits 6. 
3 Lecture Hours. 
3 Lab Hours.Gross morphology of the human with special emphasis on the head and neck; dissection of the cadaver.","Credits 6. 
3 Lecture Hours. 
3 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 6660","Growth and Development","Credit 1.5. 
1.5 Lecture Hour.Prenatal growth of craniofacial structures; postnatal physical growth and maturation; development of the dentition and malocclusion;  postnatal craniofacial development.","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 6690","Human Behavior in Dentistry","Credits 0.5. 
0.5 Lecture Hours.Application of principles of communication and motivation relevant to doctor-patient relations, patient compliance, stress management, and management of dental anxiety and fear.","Credits 0.5. 
0.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 6724","Introduction to Clinical Practice I-C","Credits 0.5. 


0.5 Other Hours.Observation and assistance of students in delivering dental services in preventive dentistry, oral diagnosis, periodontics and general dentistry, dental health education, patient interviewing, history taking and record management.","Credits 0.5. 


0.5 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 6730","Introductory Ethics and Academic Integrity","Credits 0.5. 
0.5 Lecture Hours.Contemporary introduction to ethics in the dental profession and academic integrity in dental education.","Credits 0.5. 
0.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 6740","Immunology","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours.A lecture course to teach the basic principles of immunology as it relates to the practice of dentistry and the process of infectious disease.","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 6770","Neuroscience","Credit 1.5. 
1.5 Lecture Hour.Gross structural features and functions of the human nervous system; emphasis on physiology of nerve membrane and receptors, neural pathways for the major sensory and motor systems; the cranial nerves; and the autonomics of the head and neck.","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 6800","Occlusion","Credit 1. 
1 Lecture Hour.Temporomandibular joint occlusal function; intercuspal relationships; mandibular movements; record transfer; use of a semi-adjustable articulator.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 6804","Occlusion - C","Credit 1. 

1 Lab Hour.Preclinical laboratory to accompany course 6800.","Credit 1. 

1 Lab Hour."
"DDDS - Doctor Dental Surgery","DDDS 6820","Oral Histology","Credits 2. 
1 Lecture Hour. 
1 Lab Hour.Normal development and structure of tissues associated with the tooth proper, its adnexa and the oral cavity; light-, scanning electron-, and transmission electron- microscopy; emphasis on clinical aspects of oral histology.","Credits 2. 
1 Lecture Hour. 
1 Lab Hour."
"DDDS - Doctor Dental Surgery","DDDS 6840","Operative Dentistry","Credit 1. 
1 Lecture Hour.Introduction to the treatment of diseased and injured teeth; emphasis on principles of cavity preparation; principles and manipulation of restorative materials.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 6844","Operative Dentistry - C","Credits 2. 

2 Lab Hours.Preclinical laboratory to accompany course 6840.","Credits 2. 

2 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 6850","Cultural Competence in Dental Health Care and Education","Credits 0.5. 
0.5 Lecture Hours.Explores cultural differences and similarities while increasing awareness of values and beliefs that impact health care and communication. Must be taken on a satisfactory/unsatisfactory basis.","Credits 0.5. 
0.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 6860","Introduction to Evidence Based Dentistry and Clinical Research","Credits 2.5. 
2.5 Lecture Hours.Lecture and group sessions to introduce the functional principles of how to formulate a focused research question and how to search the literature to identify and evaluate evidence to answer that question.","Credits 2.5. 
2.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 6870","Physiology","Credits 5.5. 
2.8 Lecture Hours. 
2.8 Lab Hours.Theory and principles of human body function; detailed study of the cell membrane, skeletal muscle, blood, heart, lungs, gastrointestinal system, kidney and endocrine glands; demonstration of many principles in laboratory exercises.","Credits 5.5. 
2.8 Lecture Hours. 
2.8 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 6880","General Pathology","Credits 4. 
2 Lecture Hours. 
2 Lab Hours.This lecture course aimed at presenting the basic mechanisms on the organ systems of the body. It is also intended to provide an understanding of the more common diseases and, where appropriate, how they might impact the management of the dental patient.","Credits 4. 
2 Lecture Hours. 
2 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 689","Special Topics In...","Credits 0 to 4. 


0 to 4 Other Hours.Selected topics in an identified area of prosthodontics. May be repeated for credit.","Credits 0 to 4. 


0 to 4 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 690","Dental Spanish","Credits 0.Designed to help improve Spanish language skills for communication with Spanish-speaking patients; basic dental terminology, communication skills, cultural competence, and professional ethics; opportunity to practice skills in role play as well as actual clinic dental scenarios. May be taken three times for credit. Must be taken on a satisfactory/unsatisfactory basis.Prerequisites:Doctor of Dentistry.","Credits 0."
"DDDS - Doctor Dental Surgery","DDDS 701","Dental Pharmacology","Credit 1.5. 
1.5 Lecture Hour.Terms and principles essential to understanding the rational use of drugs in dental practice; pharmacology of medications used in the practice of dentistry; patient drug history evaluations and prescription writing techniques; information regarding the recognition and treatment of substance abuse.","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 7010","Dental Auxiliary Utilization","Credits 0.5. 
0.5 Lecture Hours.Utilization of the chair-side dental assistant; self-study module.","Credits 0.5. 
0.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 702","Oral Pathology","Credits 2.5. 
2.5 Lecture Hours.Diseases and conditions affecting the mouth and perioral tissues; basic pathological processes and how those processes affect and are modified by their occurrence in the oral cavity; oral manifestations of systemic conditions.","Credits 2.5. 
2.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7020","Endodontics","Credit 1. 
1 Lecture Hour.Introduction to endodontics; technical and biological bases for nonsurgical root canal therapy; access, cleaning, shaping and filling of root canals.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 7024","Endodontics - C","Credit 1. 

1 Lab Hour.Preclinical laboratory; discussion and demonstrations of techniques for nonsurgical root canal therapy including access opening, cleaning, shaping and filling of root canals in models and extracted teeth.","Credit 1. 

1 Lab Hour."
"DDDS - Doctor Dental Surgery","DDDS 7040","Fixed Prosthodontics","Credits 3. 
3 Lecture Hours.Instruction in the design and fabrication of fixed partial dentures and crown restorations, implants, preparations, fabrication techniques and related dental materials.","Credits 3. 
3 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7044","Fixed Prosthodontics - C","Credits 4. 

4 Lab Hours.Laboratory to accompany courseDDDS 7040.","Credits 4. 

4 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 7080","Introduction to Clinical Pratice II","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours.Introduction to Clinical Practice II. Introduction, orientation to the various clinical disciplines; concepts and implementation of quality assurance issues in dental practice, aseptic techniques, patient communications, diversity ethics, instrument management, initial introductory endodontics information, dental patient record management, rotations patient assignments, and culturally sensitive patient interviewing information.","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 7084","Introduction to Clinical Practice II-C","Credit 1.5. 


1.5 Other Hour.Clinic applications to accompany course 7080; including rotations through various discipline clinics, several simulations of clinical operative procedures using computer documentation, small group sessions where students participate in simulated culturally sensitive patient interviewing exercises.","Credit 1.5. 


1.5 Other Hour."
"DDDS - Doctor Dental Surgery","DDDS 7100","Operative Dentistry","Credit 1. 
1 Lecture Hour.Treatment of diseased and injured teeth; emphasis on principles of cavity preparation; principles and manipulation of restorative materials.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 7104","Operative Dentistry - C","Credits 2. 

2 Lab Hours.Preclinical laboratory to accompany course 7100.","Credits 2. 

2 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 711","Ethical Practice","Credit 1.5. 
1.5 Lecture Hour.Culturally competent, professional and ethical practice of dentistry; health disparities in society and how populations are affected; ethical issues and concerns encountered in the practice of dentistry; medical-legal issues surrounding documentation in patient records and intricacies of proper patient record management.","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 712","Integrated Practice of Dentistry","Credits 8.5. 
8.5 Lecture Hours.An integrated approach to developing clinical skills in periodontics, operative dentistry, fixed prosthodontics, removable prosthodontics and endodontics.","Credits 8.5. 
8.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7120","Basic Principles and Techniques of Dentoalveolar Surgery","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours.Introduction to the basic principles and techniques of dentoalveolar surgery; presurgical patient evaluation, risk management and assessment; surgical instrument identification and vocabulary, principles of soft tissue surgery, sterile techniques and infection control; preprosthetic surgical techniques.","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 713","Integrated Practice of Dentistry - Preclinic","Credits 12. 

24 Lab Hours.Integrated laboratory exercises for developing clinical skills in periodontics, operative dentistry, fixed prosthodontics, removable prosthodontics and endodontics.","Credits 12. 

24 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 714","Comprehensive Dentistry Clinic","Credits 3. 


3 Other Hours.System of clinical instruction and operation by learning to provide or be responsible for all aspects of a given patient’s treatment needs in a manner that closely resembles the way care is provided in private practice after graduation.","Credits 3. 


3 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 7140","Preclinical Diagnostic Sciences II","Credit 1. 
1 Lecture Hour.Introduction to clinical diagnostic methods and its vocabulary that contribute to the assessment of the dental patient. Techniques of gathering diagnostic information from the patient history, the extraoral physical examination and clinical laboratory studies.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 716","Integrated Practice of Dentistry Didactic I","Credits 6. 
6 Lecture Hours.Combination of basic level knowledge from multiple dental disciplines including periodontics, operative dentistry, fixed prosthodontics and removable prosthodontics.","Credits 6. 
6 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7160","Oral Pathology","Credits 2. 
2 Lecture Hours.Etiology, pathogenesis and clinical aspect of oral disease and oral manifestations of systemic disease.","Credits 2. 
2 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 717","Integrated Practice of Dentistry Lab I","Credits 7. 

14 Lab Hours.Laboratory integration with multiple dental disciplines including periodontics, operative dentistry, fixed prosthodontics and removable prosthodontics; laboratory sessions for each module will be divided into A and B groups; periodontics module will have 4 laboratory groups.Prerequisites:Successful completion of first year dentistry courses.","Credits 7. 

14 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 7170","Oral Radiology","Credits 2. 
2 Lecture Hours.The basic concepts of radiation physics, the generation of X-rays; operation of the X-ray unit; the control factors involved in the production of radiographic images, intraoral, extraoral and specialized radiographic acquisition techniques; and the radiographic interpretation of normal anatomy, dental caries, periodontal disease and dental anomalies.","Credits 2. 
2 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7173","Oral Radiography - C","Credits 0.5. 


0.5 Other Hours.Supervised practical experience in the application of the principles of radiographic image formation.","Credits 0.5. 


0.5 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 718","Integrated Practice of Dentistry Didactic II","Credits 4. 
4 Lecture Hours.Combination of basic level knowledge from multiple dental disciplines including periodontics, operative dentistry, fixed prosthodontics, removable prosthodontics and endodontics.","Credits 4. 
4 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 719","Integrated Practice of Dentistry Lab II","Credits 5. 

10 Lab Hours.Laboratory integration and combination of basic level exercises from multiple dental disciplines including periodontics, operative dentistry, fixed prosthodontics, removable prosthodontics and endodontics.","Credits 5. 

10 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 7190","Preclinical Diagnostic Sciences II","Credit 1. 


1 Other Hour.Techniques and vocabulary that contribute to the diagnosis of dental diseases, abnormalities of teeth and non-dental lesions of the orofacial region. Physical and radiographic examination of oral/perioral tissues and the application of findings to diagnostic decisions are emphasized. Also, includes clinical documentation and dental treatment planning.","Credit 1. 


1 Other Hour."
"DDDS - Doctor Dental Surgery","DDDS 721","Preclinical Diagnostic Science","Credits 4. 
4 Lecture Hours.Vocabulary and diagnostic techniques that contribute to the physical assessment of the dental patient; an introduction to clinical medicine as well as terminology and techniques that contribute to the diagnostic process; physical and radiographic techniques; general aspects of the diagnostic method as well as the techniques of gathering diagnostic information from the patient history, physical examination and clinical laboratory studies; application of findings to assessment of common systemic diseases; basic concepts of radiation physics, generation of x rays, operation of the x-ray unit, control of factors involved in the production of radiographic images and intraoral, extraoral and specialized radiographic techniques; normal radiographic anatomy and radiographic diagnosis of dental caries, periodontal diseases and dental anomalies; tools and knowledge to safely and effectively evaluate patients prior to initiating a course of dental treatment.","Credits 4. 
4 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7210","Orthodontics","Credit 1. 
1 Lecture Hour.Introductory information regarding evaluation of tooth position problems, treatment planning for minor orthodontic problems, including primary, mixed and adult dentitions. Diagnosis will be emphasized.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 7214","Orthodontics - C","Credit 1. 

1 Lab Hour.Basic techniques of wire and acrylic manipulation, including soldering, welding, band fabrication and bonding in a laboratory setting.","Credit 1. 

1 Lab Hour."
"DDDS - Doctor Dental Surgery","DDDS 7230","Local Anesthesia / Nitrous Oxide-Oxygen Conscious Sedation","Credit 1. 
0.5 Lecture Hours. 

0.5 Other Hours.Regional pain control; nitrous oxide-oxygen sedation and enteral conscious sedation, preanesthetic evaluation of patients, techniques of administration, pharmacology, side effects, complications and risk, and management of complications.","Credit 1. 
0.5 Lecture Hours. 

0.5 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 7250","Pediatric Dentistry","Credits 2. 
1 Lecture Hour. 
1 Lab Hour.An introductory course to pediatric dentistry presented in small-group seminars, preclinical laboratory basic operative skills, diagnosis and treatment planning, behavioral management strategies, an introductory patient experience activity, and observation of clinical treatment in preparation for the pediatric clinical courses.","Credits 2. 
1 Lecture Hour. 
1 Lab Hour."
"DDDS - Doctor Dental Surgery","DDDS 7270","Periodontics","Credits 2. 
2 Lecture Hours.Classification of periodontal disease, systemic and dysfunctional factors associated with periodontal disease, diagnosis and management of periodontal diseases, emphasis on specific therapeutic techniques.","Credits 2. 
2 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7274","Periodontics - C","Credit 1. 

0.5 Lab Hours. 
0.5 Other Hours.Periodontics – C. Clinical applications of courseDDDS 7270.","Credit 1. 

0.5 Lab Hours. 
0.5 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 7290","Dental Pharmacology","Credits 2. 
2 Lecture Hours.Terms and principles essential to understanding the rational use of drugs in dental practice; pharmacology of drugs used in dentistry; prescription writing techniques; evaluation of patient drug histories.","Credits 2. 
2 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 731","Prevention and Management of Medical Emergencies in the Dental Office","Credit 1. 
1 Lecture Hour.Introduction and familiarization with the prevention, diagnosis, and management of common medical emergencies in the dental office; didactic topics include cardiovascular, CNS and ventilation-induced emergency management; routes of drug administration; emergency kit management and upkeep; completion of case scenario presentations and mock “hands-on” drills in small groups for demonstration of competence.Prerequisite:Second year classification in dentistry.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 7330","Patient Management","Credits 0.5. 
0.5 Lecture Hours.Scientific basis for oral disease assessment and strategies for prevention and/or management of oral diseases.","Credits 0.5. 
0.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7350","Removable Prosthodontics","Credits 2. 
2 Lecture Hours.Concepts and techniques for fabricating complete and partial dentures. Complete dentures fabricated on a manikin, theory of various denture occlusions; RPD design and construction, immediate dentures, restoration of implants, mouth preparation and laboratory communication.","Credits 2. 
2 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 7353","Removable Prosthodontics - C","Credits 4. 

4 Lab Hours.Preclinical laboratory to accompany courseDDDS 7350.","Credits 4. 

4 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 7400","Application of Evidence Based Dentistry I","Credits 0.5. 


0.5 Other Hours.Small group sessions review clinically relevant articles using the foundational information from the first year evidence-based dentistry course.","Credits 0.5. 


0.5 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 741","Basic Principles and Techniques of Exodontia and Dentoalveolar Surgery","Credit 1. 
1 Lecture Hour.Principles and techniques of dentoalveolar surgery, with emphasis on pre-surgical patient evaluation, risk management, instrumentation and basic surgical principles; reviews and overviews of patient evaluation & risk assessment; management planning; surgical armamentarium; basic infection control and sterile technique; surgical principles of flap design; elevator and forceps selection and use.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 7410","National Dental Board Part I Review","Credit 1. 
1 Lecture Hour.Presents discipline-based and case-based review material on the four sections of the NBDE including experience in taking practice examinations.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 742","Local Anesthesia and Nitrous Oxide/Conscious Sedations","Credit 1.5. 


1.5 Other Hour.Preparation of administering local anesthesia and nitrous oxide gas to patients for pain management during dental treatment; includes the anatomy of the head and neck, pharmacology of anesthetic and analgesic agents, patient pre-evaluation, injection techniques, recognition of adverse patient reactions and management of emergency procedures; laboratory component includes the administrations of local anesthesia to laboratory partners.","Credit 1.5. 


1.5 Other Hour."
"DDDS - Doctor Dental Surgery","DDDS 7420","Microbiology","Credits 3. 
3 Lecture Hours.Microorganism metabolism, genetics, bacteriology, virology, mycology, chemotherapy, sterilization, disinfection, and the microorganisms of oral diseases.","Credits 3. 
3 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 761","Growth and Development Orthodontics","Credit 1.5. 
1.5 Lecture Hour.Pre-clinical instruction in orthodontics; a systematic approach to decision making (diagnosis) and the treatment of minor orthodontic problems such as molar uprighting and diastema closure; fundamentals of treating primary and mixed dentition cases; space analysis and eruption guidance.","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 771","Pediatric Dentistry","Credits 2.5. 
1.5 Lecture Hour. 
2 Lab Hours.Diagnostic, preventive and operative procedures and techniques specific to management of the pediatric patient; pediatric operative procedures; behavior guidance; local anesthesia; radiographic techniques for the child patient.","Credits 2.5. 
1.5 Lecture Hour. 
2 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 8004","Clinical Preventive Dentistry - C","Credits 0.5. 


0.5 Other Hours.Clinical applications of disease detection, risk assessment, behavioral modification and needs-based preventative measures.","Credits 0.5. 


0.5 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 802","Medical Pharmacology","Credit 1.5. 
1.5 Lecture Hour.Study of commonly prescribed medications taken by patients that may impact the practice of dentistry; includes mechanisms of action, pharmacokinetics, pharmacodynamics, pharmacovigilance (adverse effects), drug interactions of these medications and recognition and treatment of substance use disorder (SUD).","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 8034","Comprehensive Care Program - C","Credits 4. 


4 Other Hours.A clinical instruction and mentoring system with seminars that allows the student-clinician to learn to provide and coordinate patient care, as defined by clinical competencies, in a setting that simulates effectively managed dental practices that are patient centered and quality assured. It includes patient management skills, professionalism, ethics, time management, record and patient audits, work habits, treatment planning and other facets consistent with complete and socially sensitive patient care.","Credits 4. 


4 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 8044","Dental Auxiliary Utilization - C","Credit 1. 


1 Other Hour.Utilization of chairside dental assistant, clinical applications.","Credit 1. 


1 Other Hour."
"DDDS - Doctor Dental Surgery","DDDS 8060","Endodontics","Credit 1. 
1 Lecture Hour.Clinical endodontic; diagnosis and management of pulpal and periradicular disease; integration of pulpal biology and clinical practice.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 8064","Endodontics – C","Credit 1. 


1 Other Hour.Clinical application of courseDDDS 8060.","Credit 1. 


1 Other Hour."
"DDDS - Doctor Dental Surgery","DDDS 8080","Fixed Prosthodontics","Credit 1.5. 
1.5 Lecture Hour.Biological, physiological, anatomical, and esthetic factors related to diagnosis, treatment planning and patient treatment.","Credit 1.5. 
1.5 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 8084","Fixed Prosthodontics - C","Credits 3. 


3 Other Hours.Clinical application of courseDDDS 8080.","Credits 3. 


3 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 811","Ethical Practice","Credits 2. 
2 Lecture Hours.Knowledge and skills to competently manage personal and business financial issues; leadership in the dental office and in the community as part of a health delivery team.","Credits 2. 
2 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 812","Integrated Practice of Dentistry","Credits 6. 
6 Lecture Hours.Critical thinking skills for application to patient treatment; patient management, preventive dentistry, treatment planning, case-based studies, evidence-based dentistry and critical thinking with inter-disciplinary care; includes sleep disorders, bruxism, pain management, specialties and general dentistry practice, advanced dental materials and veneers.","Credits 6. 
6 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 814","Comprehensive Dentistry Clinic","Credits 19. 


19 Other Hours.Preparation in diagnosis and treatment planning of limited and emergency care and comprehensive care of a dental patient with a person-centered care philosophy; education in oral health service in all dental disciplines in a professional manner; clinical experiences resembling a broadly-based general dental practice including personnel and patient management; continuous evaluation of technical skill and professional development progression with subsequent competency-based assessment of skills necessary for a doctor of dental surgery.Prerequisites:Third year classification in dentistry.","Credits 19. 


19 Other Hours."
"DDDS - Doctor Dental Surgery","DDDS 8140","Behavioral Dentistry/Dental Public Health","Credit 1. 
1 Lecture Hour.Behavioral management principles relevant to pain, anxiety, cultural background, etc.  Management, treatment, prevention and disease control for geriatric patients. Motivational interviewing exercises for protection and management of oral health is taught. Dental public health and concepts of managing geriatric patients is included in the latter half of the course.","Credit 1. 
1 Lecture Hour."
"DDDS - Doctor Dental Surgery","DDDS 815","Clinical Dentistry","Credits 5. 
5 Lecture Hours.Integrated didactic instruction regarding general restorative dentistry, including operative dentistry, fixed and removable prosthodontics and endodontics; includes the prevention, diagnosis and management of pulpal diseases, caries and tooth structure loss; focus on the materials, techniques and procedures the competent practitioner should know for the practice of general restorative dentistry.","Credits 5. 
5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 816","Advanced Clinical Dentistry","Credits 5. 
4 Lecture Hours. 
2 Lab Hours.Integrated didactic, laboratory and clinicals focusing on advanced restorative dentistry, including fixed implant restorative, implant removable prosthodontics, occlusion and orthodontics; includes diagnosis and management of malocclusion, sequelae of occlusal issues, management of patients with TMD and more advanced topics in restorative dentistry including diagnosis and management of full-mouth rehabilitation; focus on materials, techniques and procedures the competent practitioner should know for advanced restorative techniques.","Credits 5. 
4 Lecture Hours. 
2 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 8160","Anesthesia in Dentistry","Credits 0.5. 
0.5 Lecture Hours.Indications, contraindications, risks and techniques of enteral, parenteral and general anesthesia as applicable to dentistry.","Credits 0.5. 
0.5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 817","Surgical Interventions, Anesthesia and Pharmacology","Credits 5. 
5 Lecture Hours.Advanced basic surgical procedures, concepts and periodontics; odontogenic infections (recognition and initial management); maxillary sinus conditions and disease; salivary gland disease and conditions; cleft lip and palate; principles of biopsy and tenets of biopsy referral; surgical placement of osseointegrated implants; maxillofacial trauma; surgical management of TMJ disorders; sleep-disordered breathing; includes indications, contraindications, risks and techniques of enteral, parenteral and general anesthesia; medical pharmacology; drug mechanisms of action, pharmacokinetics, pharmacodynamics, pharmacovigilance (adverse effects) and drug interactions; substance abuse.","Credits 5. 
5 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 818","Integrated Practice of Dentistry I","Credits 7. 
7 Lecture Hours.Integration of general restorative dentistry including operative dentistry, fixed and removable prosthodontics, periodontics, endodontics, behavioral dentistry, treatment planning and EBD; focus on the materials, techniques and procedures for the practice of general dentistry.Prerequisite:Third year classification in dentistry.","Credits 7. 
7 Lecture Hours."
"DDDS - Doctor Dental Surgery","DDDS 8180","Implant Dentistry","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours.Indications and evidence-based rationale for dental implants, diagnosis and treatment planning, surgical concepts of placement, prosthodontic restorative treatment for single tooth, partially edentulous and completely edentulous patients, and maintenance procedures.","Credit 1. 
0.5 Lecture Hours. 
0.5 Lab Hours."
"DDDS - Doctor Dental Surgery","DDDS 819","Integrated Practice of Dentistry II","Credits 4. 
4 Lecture Hours.Advanced instruction in general dentistry including implant fixed and removable prosthodontics, advanced dental materials, clinical techniques, innovative clinical technology, and surgical periodontics.Prerequisite:Third year classification in dentistry.","Credits 4. 
4 Lecture Hours."
