course_code,course_name,credits,description
EAD-530,Improving Teacher Performance,3 credits,"and Self-efficacy This course prepares candidates to become effective building- level instructional leaders who are able to positively enrich teaching and learning experiences/outcomes through leadership practices that improve teacher performance, self-efficacy, and morale. Course topics promote the learning of strategies including coaching; collaborative learning and decision-making; creating a safe and supportive professional learning culture; and reflective practice. Candidates will examine current policy and practice in the areas of teacher observation, evaluation, and teacher performance ratings. Practicum/field experience hours: 10. Fingerprint clearance required."
EAD-533,Developing and Empowering,3 credits,"Instructional Leaders This course prepares candidates to become effective building- level instructional leaders who are able to positively enrich teaching and learning experiences/outcomes through leadership practices that improve teacher performance, self-efficacy, and morale. Course topics promote the learning of strategies including cognitive coaching; collaborative learning/decision- making; creating a safe/supportive professional learning culture; and reflective practice. Candidates will examine current policy and practice in the areas of teacher observation, evaluation, value-added student growth models, and teacher performance ratings. Practicum/field experience hours: 10. Fingerprint clearance required. Prerequisite: EAD-501."
EAD-536,Strategic Leadership and,3 credits,"Management in the Principalship This course will explore critical issues facing school principals, including the challenge of attracting and retaining a quality work force, managing and allocating resources, innovative instructional leadership, creating community partnerships, and meeting the myriad of district, state and federal policies and laws. With a focus on all six Interstate School Leaders Licensure Consortium (ISLLC) standards, candidates will holistically analyze a school’s Continuous Improvement Plan (CIP) and focused action plans in various contexts. This analysis will inform the candidate's understanding of the important implications of managing school resources in order to meet operational needs and improve outcomes for all students. Practicum/field experience hours: 10. Fingerprint clearance required."
EAD-537,Sustaining Educational,3 credits,"Environments and Communities This course emphasizes the critical role of the leader in creating and sustaining a positive school culture and shared vision. Given diverse settings, contexts, and leadership situations, candidates will explore how to manage and cultivate productive relationships with students, families, and the educational community that promote student development and success. Emphasis is placed on effective communication with community stakeholders in a variety of contexts. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
EAD-539,Clinical Internship III: Learner-,3 credits,"Centered Leadership The Internship experience and course content bridge program knowledge and skills with a focus on observing, participating, and leading. Principal candidates will apply building-level leadership skills in a clinical practice designed to facilitate the candidate's ultimate success in improving the outcomes for all students as a school leader. The timeliness of the Internship promotes the authentic learning application of Block 3 tasks at a level of competence needed to ensure effective school leadership. Practicum/field experience hours: 90. Fingerprint clearance required. Prerequisites: EAD-529, EAD-530, EAD-533, and EAD-536."
EAD-547,School Organization and,3 credits,"Management This course explores critical organizational and management issues faced by school principals. Topics explored include recruiting, selecting, and hiring, to build a quality work force to support school improvement. Focus also includes managing and allocating resources, including technology that supports equity and digital literacy to all learners. Candidates also explore promoting a school mission and vision to support school community safety and learning."
EAD-557,Administration of Curriculum and,3 credits,"Academic Programs This course prepares candidates to become effective instructional leaders in the evaluation of school-wide curricular programs to promote continuous school improvement. Focus is placed on evaluating academic and non-academic practices, services, and curricula to ensure cultural responsiveness, character education and development, equity, and accessibility based on data-driven analysis."
EAD-567,Coaching and Mentoring to,3 credits,"Support Teacher Self-Efficacy and Retention This course prepares candidates to develop and promote best practices in emerging trends and initiatives in support of teacher self-efficacy and retention. Topics will explore coaching and mentoring in alignment to the teacher coaching cycle of observation, evaluation, and providing actionable feedback for teacher improvement. Emphasis is placed on creating a collaborative professional culture that promotes equity, cultural responsiveness, and the success and well-being of all stakeholders."
EAD-570,Educational Administration,3 credits,"Clinical Internship I The internship experience and course content bridge program knowledge and skills with a focus on observing, participating, and leading. Principal candidates will apply building-level leadership skills in a clinical practice designed to facilitate the candidate's ultimate success in improving the outcomes for all students as a school leader. Practicum/field experience hours: 100. Fingerprint clearance required. Prerequisites: EAD-507, EAD-517, and EAD-527. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 362"
EAD-577,Promoting Effective and Respectful,3 credits,"Learning Environments This course prepares candidates to promote effective and safe learning environments to support school improvement initiatives. Research-based best practices in establishing a consistent, organized, and respectful learning environment will be explored. Emphasis is placed on equitable, inclusive, and culturally responsive practices. Character education is addressed to support the social, emotional, and behavioral well-being of all school community stakeholders, and to sustain a positive learning environment."
EAD-580,Educational Administration,3 credits,"Clinical Internship II The internship experience and course content bridge program knowledge and skills with a focus on observing, participating, and leading. Principal candidates will apply building-level leadership skills in a clinical practice designed to facilitate the candidate's ultimate success in improving the outcomes for all students as a school leader. Practicum/field experience hours: 100. Fingerprint clearance required. Prerequisite: EAD-570."
EAD-587,Distributed and Inclusive,3 credits,"Leadership This course prepares candidates to become effective building- level instructional leaders who are able to supervise, support and evaluate school staff in a manner that promotes character education, character development, reflection and self-awareness, equity, cultural responsiveness, and distributed leadership. Emphasis is placed on promoting professional dispositions and norms that support equity, inclusion, and educational success."
EAD-590,Educational Administration,3 credits,"Clinical Internship III The internship experience and course content bridge program knowledge and skills with a focus on observing, participating, and leading. Principal candidates will apply building-level leadership skills in a clinical practice designed to facilitate the candidate's ultimate success in improving the outcomes for all students as a school leader. Practicum/field experience hours: 100. Fingerprint clearance required. Prerequisites: Successful completion of all courses in POS and content area; a 3.0 GPA and approval and placement by College of Education Office of Field Experience. Educational Administration Business and Finance (EBF)"
EBF-520,Federal Funding for Schools and,3 credits,Districts This course focuses on funding available to schools and districts from the federal government. Funding types and the regulations for allocating those funds in compliance with federal guidelines are emphasized. Prerequisite: EAD-527 or FIN-504. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved.
EBF-525,State Funding for Schools and,3 credits,Districts This course focuses on funding available to schools and districts from the state government. Funding types and regulations for allocating those funds in compliance with federal guidelines are emphasized. Prerequisite: EBF-520.
EBF-530,Local Funding for Schools and,3 credits,"Districts This course focuses on funding available to schools and districts from local entities. Funding sources, including community organizations, are explored. Ethical and legal management of local funding is emphasized. Prerequisite: EBF-525."
EBF-550,Managing School Capital and,3 credits,Human Resources This course focuses on the equitable allocation and distribution of funds and resources available to schools and districts. Legal and ethical use and reporting of funds are emphasized. Prerequisite: EBF-530 or ACC-502. Early Childhood Education (ECE)
ECE-120,Early Childhood Foundations and,4 credits,"the Teaching Profession This course focuses on foundations of early childhood education with an emphasis on the historical context, ethical practices, philosophical and psychological theories, and current early childhood educational models including the Montessori education model. Teacher candidates will also examine the roles and expectations of early childhood educators, and have the opportunity to reflect on and plan for their own professional development. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-130,Educational and Developmental,4 credits,"Psychology for Early Childhood Educators This course focuses on theories of child development and learning. Teacher candidates will examine the application of those theories to traditional and contemporary early childhood models and evaluate their usefulness in supporting children’s academic achievement, brain development, and social and emotional growth through early childhood. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-210,Instructional Planning for Young,4 credits,"Children In this course, teacher candidates examine principles of instructional planning with an emphasis on alignment between content standards, objectives, and assessment. Additional focus is placed on meeting the needs of individual learners through differentiated instruction. Engagement methods, including the use of technology, are explored. Practicum/field experience hours: None. Fingerprint clearance not required. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 363"
ECE-220҂,Typical and Atypical Behaviors in,4 credits,"Early Childhood This course focuses on the developmental milestones of typical and atypical students, as well as evaluating disabilities and gifted tendencies among students in Birth – Grade 3 settings. Teacher candidates will also examine early interventions for students who demonstrate atypical behaviors, and investigate the role IDEA plays in early childhood settings. Practicum/field experience hours: 10. Fingerprint clearance required."
ECE-220HN҂,Typical and Atypical Behaviors in,4 credits,"Early Childhood This course focuses on the developmental milestones of typical and atypical students, as well as evaluating disabilities and gifted tendencies among students in Birth – Grade 3 settings. Teacher candidates will also examine early interventions for students who demonstrate atypical behaviors, and investigate the role IDEA plays in early childhood settings. Practicum/field experience hours: 10. Fingerprint clearance required."
ECE-222҂,Typical and Atypical Behaviors in,4 credits,"Young Children This course focuses on the developmental milestones of typical and atypical students, as well as evaluating disabilities and gifted tendencies among students in Birth – Grade 3 settings. Teacher candidates will also examine early interventions for students who demonstrate atypical behaviors, and investigate the role IDEA plays in early childhood settings. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-230,"Assessing, Monitoring, and",4 credits,"Reporting Progress of Young Children In this course, teacher candidates will examine the learning cycle from the perspective of the student as well as the teacher. Key components include pre-assessment, analysis of data, lesson planning, instruction, post-assessment and reflection, and next steps. Assessing, monitoring, and reporting the performance and progress of young children is examined, as well as making educated projections for children’s future performances based on age/grade level standards. Areas of focus in the course include the history and challenges of testing and the role of technology in assessment. Practicum/field experience hours: 10. Fingerprint clearance required."
ECE-232,"Child Development in Health,",4 credits,"Safety and Nutrition The course examines child growth and development as they relate to the health, safety, nutrition and fitness of young children. Principles and practices of personal and community health and safety are explored. Teacher candidates also consider strategies for developing the motor skills, social skills, confidence and enjoyment of movement in young children. Practicum/field experience hours: 25. Fingerprint clearance required. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ECE-300,"Development of Health, Safety and",4 credits,"Nutrition in Young Children The course examines child growth and development as they relate to the health, safety, nutrition and fitness of young children. Principles and practices of personal and community health and safety are explored. Teacher candidates also consider strategies for developing the motor skills, social skills, confidence and enjoyment of movement in young children. Practicum/field experience hours: 5. Fingerprint clearance required."
ECE-332,"Assessing, Monitoring, and",4 credits,"Reporting Progress of Young Learners This course will prepare teacher candidates with the knowledge and skills to administer both traditional and authentic assessment strategies. Research-based screening tools, observation, checklists, and rating scales will be discussed. This course will examine assessments designed for students in preschool to Grade 3 focusing on performance assessment and methods used to report the student results to all stakeholders. Teacher candidates will examine the developmentally appropriate use of both traditional and authentic assessments to include developing a comprehensive assessment plan. Practicum/field experience hours: 25. Fingerprint clearance required."
ECE-360҂,"Family, Community, and Cultural",4 credits,"Awareness in Early Childhood In this course, teacher candidates examine cultural learning theories as well as the relationships and structures of family that make up the classroom and community. Emphasis is placed on identifying community, school, and familial needs maintaining open communication with families in order to enhance the learning environment. Practicum/field experience hours: 5. Fingerprint clearance required."
ECE-360HN҂,"Family, Community, and Cultural",4 credits,"Awareness in Early Childhood In this course, teacher candidates examine cultural learning theories as well as the relationships and structures of family that make up the classroom and community. Emphasis is placed on identifying community, school, and familial needs maintaining open communication with families in order to enhance the learning environment. Practicum/field experience hours: 5. Fingerprint clearance required."
ECE-362,"Family, Community, and Cultural",4 credits,"Awareness Supporting Early Childhood In this course, teacher candidates examine cultural learning theories as well as the relationships and structures of family that make up the classroom and community. Emphasis is placed on identifying community, school, and familial needs, and maintaining open communication with families in order to enhance the learning environment. Practicum/field experience hours: None. Fingerprint clearance not required. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 364"
ECE-400,Child Guidance and Management,4 credits,"in Early Childhood Education This writing intensive course focuses on creating a positive culture in the learning environment, implementing classroom management strategies, supporting students with challenging behaviors, and addressing young children’s social and emotional needs. This course explores theories and models, including Montessori methodologies, which foster a safe and effective classroom environment. Special attention is placed on the guidance approach. Teacher candidates are introduced to the educational benefits of family involvement, addressing diverse learning needs, and developing realistic management policies and procedures that benefit the learning environment. Practicum/field experience hours: 10. Fingerprint clearance required."
ECE-402∆,Child Guidance and Classroom,4 credits,"Management in Early Childhood This writing intensive course focuses on creating a positive culture in the learning environment, implementing classroom management strategies, supporting students with challenging behaviors, and addressing young children’s social and emotional needs. This course explores theories, models, and methodologies which foster a safe and effective classroom environment. Teacher candidates are introduced to the educational benefits of family involvement, addressing diverse learning needs, and developing realistic management policies and procedures that benefit the learning environment. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-442,Early Childhood Instructional,4 credits,"Methodologies: Mathematics This course examines mathematical methodologies for teaching children in the early childhood environment, with an emphasis in hands-on and manipulative-based learning. Teacher candidates apply the skills necessary to develop a mathematical unit plan that is standards-based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: None. Fingerprint clearance not required. Prerequisite: ECE-332."
ECE-450,Instructional Methodologies:,4 credits,"Language Arts and the Creative Arts This course examines literacy methodologies for teaching children Kindergarten to Grade 3, with an emphasis in incorporating the arts. Teacher candidates apply the skills necessary to develop instruction for language arts and creative arts that is standards-based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisites: ECE-230 and ECE- 340 or ECS-430. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ECE-452,Early Childhood Instructional,4 credits,"Methodologies: ELA and the Arts This course examines literacy methodologies for teaching children in the early childhood environment, with an emphasis in incorporating the arts. Teacher candidates apply the skills necessary to develop instruction for language arts and creative arts that is standards-based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: 25. Fingerprint clearance required. Prerequisites: ECE-332 and ECE- 340 or ECS-430."
ECE-455,Instructional Methodologies:,4 credits,"Mathematics This course examines mathematical methodologies for teaching children Pre-K to Grade 3, with an emphasis in hands-on and manipulative-based learning. Teacher candidates apply the skills necessary to develop a mathematical unit plan that is standards- based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisite: ECE-230."
ECE-460,Instructional Methodologies:,4 credits,"Science This course examines science methodologies for teaching children Birth to Grade 3, with an emphasis on inquiry-based learning. Teacher candidates apply the skills necessary to develop a science unit plan that is standards-based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisite: ECE-230."
ECE-462,Early Childhood Instructional,4 credits,"Methodologies: Science This course examines science methodologies for teaching children in the early childhood environment, with an emphasis on inquiry-based learning. Teacher candidates apply the skills necessary to develop a science unit plan that is standards-based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: None. Fingerprint clearance not required. Prerequisite: ECE-332."
ECE-465,Instructional Methodologies: Social,4 credits,"Studies This course examines social studies methodologies for teaching children Kindergarten to Grade 3, with an emphasis on connections to past, present, and future concepts and events. Teacher candidates apply the skills necessary to develop a social studies unit plan that is standards-based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisite: ECE-230. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 365"
ECE-470,Birth through Preschool Early,4 credits,"Childhood Practicum Teacher candidates spend time in a birth through preschool setting observing, working with small groups, and teaching. Emphasis will be placed on planning, implementing, and evaluating developmentally appropriate curricula, instruction, and adaptations based on knowledge of development and learning with young children, the family, and the community. The practicum/field experiences for this course are in a birth through preschool setting. Practicum/field experience hours: 30. Fingerprint clearance required. Prerequisites: ECE-230 and ECE- 340 or ECS-430."
ECE-472,Early Childhood Instructional,4 credits,"Methodologies: Social Studies This course examines social studies methodologies for teaching children in the early childhood environment, with an emphasis on connections to past, present, and future concepts and events. Teacher candidates apply the skills necessary to develop a social studies unit plan that is standards-based and data-driven. Candidates are also given the opportunity to deliver instruction and evaluate their professional practice. Practicum/field experience hours: None. Fingerprint clearance not required. Prerequisite: ECE-332."
ECE-490,Student Teaching – Pre-K to Age,8 credits,"8/Grade 3 Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to support the creation of a Student Teaching Evaluation of Performance (STEP) and an Individualized Education Program (IEP) Performance Template. Fingerprint clearance required."
ECE-501,Introduction to Early Childhood,3 credits,"Foundations and Graduate Studies This course begins by acquainting teacher candidates with the GCU learning management system, while preparing them to be successful graduate-level students and future Early Childhood educators. Teacher candidates survey the philosophical, historical, and psychological foundations upon which early childhood educational theories and practices are constructed. Current early childhood educational models are explored. Teacher candidates examine the application of theories to the early childhood classroom and evaluate their contemporary usefulness in supporting children’s academic achievement, brain development, and social and emotional growth through early childhood. Practicum/field experience hours: None. Fingerprint clearance not required. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ECE-510,Typical and Atypical Behaviors of,3 credits,"Young Children Teacher candidates survey how young children grow and develop, recognizing that patterns of learning and development vary individually across the cognitive, linguistic, physical, social, and emotional areas while understanding the implications for designing and implementing developmentally appropriate and challenging learning experiences. This survey of the seminal concepts, principles, theories, and research related to development of young children will allow teacher candidates to build foundational knowledge for constructing differentiated learning opportunities that support individual students’ development, acquisition of knowledge, and motivation. Teacher candidates review atypical development, early intervention, and Parts A and B of IDEA to develop IFSP, IEPs, and 504s for young children. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-515,Typical and Atypical Child,3 credits,"Development Teacher candidates survey how young children grow and develop, recognizing that patterns of learning and development vary individually across cognitive, linguistic, physical, and social and emotional areas while understanding the importance of communicating with families on child development. This survey of the seminal concepts, principles, theories, and research related to development of young children will allow teacher candidates to build foundational knowledge for supporting individual students' development. Teacher candidates review atypical development, early intervention, and aspects of special education, including Parts C and B of IDEA, IFSPs, IEPs, and 504s. The importance of advocacy and professionalism as an early childhood educator is also examined. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-5150TE,Typical and Atypical Child,3 credits,"Development for Current Practitioners This course explores how young children grow and develop, recognizing that patterns of learning and development vary individually across cognitive, linguistic, physical, and social- emotional areas while understanding the importance of communicating with families on child development. Participants review atypical development, early intervention, and aspects of special education, including Parts B and C of IDEA, IFSPs, IEPs, and 504s. The importance of advocacy and professionalism as an early childhood educator is also examined. ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 366"
ECE-520,"Instructional Planning, Assessment",3 credits,"and Reporting in Early Childhood Teacher candidates obtain a robust view of the learning cycle of teaching, which includes assessment, evaluation, data analysis, reflection, and next steps, to develop lessons aligned to state and national standards. Data are used to assess, monitor, and report the progress of young children. Teacher candidates analyze and integrate multiple methods of assessment that support monitoring student progress and guiding decision making. Assessment and instruction will support foundational knowledge regarding the importance of planning instruction based on the knowledge of students, learning theory, connection across the curriculum, curricular goals, with focused attention on formative and summative assessment. Practicum/field experience hours: 10. Fingerprint clearance required."
ECE-522,Instructional Planning and,3 credits,"Assessment in Early Childhood In this course, teacher candidates will examine developmentally appropriate practice in teaching young children. Key components include pre-assessment, analysis of data, comprehensive lesson planning, instruction, post-assessment, and reflection. Assessing, monitoring, and reporting the performance and progress of young children is examined. Areas of focus in the course include aligning instruction and assessment to standards, planning support for diverse learners, and the role of technology in assessment. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-5220TE,Instructional Planning/Assessment,3 credits,"in Early Childhood for Practitioners Current Practitioners will examine developmentally appropriate practices in teaching young children. Key components include pre-assessment, analysis of data, comprehensive lesson planning, instruction, post-assessment, and reflection. Assessing, monitoring, and reporting the performance and progress of young children is examined. Areas of focus in the course include aligning instruction and assessment to standards, planning support for diverse learners, and the role of technology in assessment."
ECE-530,"Health, Safety, and Nutrition in",3 credits,"Growth and Development of Early Learners Teacher candidates explore child growth and development, including developmental milestones that must be met with regards to physical, cognitive, and social-emotional development, as well as adaptability and approaches to learning for young children. This course emphasizes safety, health, and nutrition with a focus on the special health care needs for young children. Aspects of physical development, including fitness and movement, gross and fine motor skills, and fostering physical development within the community are discussed. Practicum/field experience hours: 10. Fingerprint clearance required. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ECE-532,Child Growth and Development in,3 credits,"Health, Safety, and Nutrition Teacher candidates explore child growth and development, including developmental milestones that must be met with regards to physical, cognitive, language, and social and emotional development, as well as adaptability and approaches to learning for young children. This course emphasizes safety, health, and nutrition with a focus on the special healthcare needs for young children. Aspects of physical development, including fitness and movement, gross and fine motor skills, and fostering physical development within the community are discussed. Practicum/field experience hours: 25. Fingerprint clearance required."
ECE-550,Literacy Intervention and,3 credits,"Remediation Teacher candidates study the early stages of reading disabilities, including dyslexia. Emphasis is on assessment procedures in early childhood settings and methods of early intervention and remediation. Candidates will explore the collaboration with stakeholders in the use of formal and informal assessment data to support the diagnosis and remediation process in literacy. Candidates will examine research-based strategies to support literacy development. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-560,Family Engagement and Cultural,3 credits,"Awareness in Early Childhood Teacher candidates examine the family, community, and cultural influences that affect young children. Teacher candidates identify factors that put young children at risk as well as resources to support various types of families and structures. Teacher candidates also identify ways to meet community needs while promoting cultural awareness and competence. Practicum/field experience hours: 10. Fingerprint clearance required."
ECE-562,Family Engagement and Cultural,3 credits,"Awareness Supporting Early Childhood In this course, teacher candidates examine cultural learning theories as well as the relationships and structures of family that make up the classroom and community. Emphasis is placed on identifying community, school, and familial needs maintaining open communication with families in order to enhance the learning environment. Practicum/field experience hours: None. Fingerprint clearance not required."
ECE-568,Birth through Preschool Early,3 credits,"Childhood Practicum Teacher candidates explore a birth through preschool setting observing, working with small groups, and teaching developmentally appropriate instruction. Emphasis will be placed on examining developmental and academic content domains while planning, implementing, and evaluating curricula, instruction, and strategies based on evidence-based practices with young children, the family, and the community. The practicum/field experiences for this course are in a birth through preschool setting. Practicum/field experience hours: 30. Fingerprint clearance required. Prerequisites: (ECE-630, ECE- 640 and ECE-622) OR (ECE-550, ECE-650, and ECE-660). ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 367"
ECE-598,Student Teaching – Pre-K to Age,8 credits,"8/Grade 3 Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Fingerprint clearance required."
ECE-600,Creating and Managing the Early,3 credits,"Childhood Environment Teacher candidates use the guidance approach to create environments that support individual and collaborative learning, encourage positive social interaction, facilitate active engagement in learning, and promote self-motivation. Montessori classroom management philosophies are explored. Teacher candidates develop skills related to establishing and maintaining organized, safe, inclusive, respectful, challenging, and positive early childhood environments with rules and expectations that are clearly communicated. Teacher candidates also examine how to help students overcome challenging behavior and learn from mistakes. Practicum/field experience hours: 15. Fingerprint clearance required."
ECE-602,Managing and Guiding a Positive,3 credits,"Early Childhood Environment Teacher candidates use the guidance approach to create environments that support individual and collaborative learning, encourage positive social interaction, facilitate active engagement in learning, and promote self-motivation. Teacher candidates develop skills related to establishing and maintaining organized, safe, inclusive, respectful, challenging, and positive early childhood environments with rules and expectations that are clearly communicated. Practicum/field experience hours: 25. Fingerprint clearance required."
ECE-622,"Research Based Instruction,",3 credits,"Remediation, and Intervention in ELA Teacher candidates examine a variety of instructional strategies that encourage young children to build reading, writing, and oral language skills in meaningful ways. Emphasis is placed on integrating the creative arts throughout language arts curriculum that teacher candidates will develop, teach, and assess. Teacher candidates will explore research-based intervention and remediation strategies to select, differentiate, and implement instruction to advance the learning for all students. Candidates will also gather and analyze performance data to make instructional decisions that support the process of implementing developmentally appropriate intervention and remediation to serve the diverse needs of all students. In addition, teacher candidates will integrate content areas into language arts lessons while strengthening literacy connections at home. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisite: ECE-520 or ECS-575. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved."
ECE-630,Instructional Methodologies:,3 credits,"Mathematics Teacher candidates research instructional methodologies for teaching mathematics to young children. Emphasis is placed on hands-on and inquiry- and manipulative-based learning in mathematics curriculum that teacher candidates will develop, teach, and assess. Candidates will also gather and analyze performance data to make instructional decisions. In addition, teacher candidates will build skills to integrate literacy, science, social studies, and the creative arts into mathematics lessons while strengthening mathematical connections at home. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisites: ECE-520 and ECE-540 or ECS-575."
ECE-640,Instructional Methodologies:,3 credits,"Science and Social Studies Teacher candidates research instructional methodologies for teaching science and social studies to young children. Emphasis is placed on inquiry-based learning and real-world connections to science and social studies curriculum that teacher candidates will develop, teach, and assess. Candidates will also gather and analyze performance data to make instructional decisions. In addition, teacher candidates will build skills to integrate literacy, mathematics, and the creative arts into science and social studies lessons while strengthening connections at home. Practicum/field experience hours: 15. Fingerprint clearance required. Prerequisites: ECE-520 and ECE-540 or ECS-575."
ECE-650,Early Childhood Instructional,3 credits,"Methodologies: ELA, Social Studies, and Arts Teacher candidates examine instructional strategies that encourage young children to build reading, writing, and oral language skills in meaningful ways. Emphasis is placed on integrating social studies and the creative arts throughout language arts instruction. Candidates will also gather and analyze performance data to make instructional decisions. Candidates will explore best practices when working with children identified with exceptionalities. Practicum/field experience hours: 25. Fingerprint clearance required. Prerequisite: ECE-522."
ECE-660,Early Childhood Instructional,3 credits,"Methodologies: STEM Teacher candidates research instructional methodologies for teaching STEM content (science, technology, engineering, and math) to young children. Emphasis is placed on inquiry-based with problem solving and interactive learning experiences. Candidates will also gather and analyze performance data to make instructional decisions to meet the needs of all students. Candidates will explore best practices when working with children identified with exceptionalities. Practicum/field experience hours: None. Fingerprint clearance not required. Prerequisite: ECE-522. Early Childhood Education (ECH) ------------------ ∆ Writing intensive course |  Fulfills General Education requirement | ------------------ Summer 2025 Academic Catalog 368"
ECH-360,Instructional Methodologies for,4 credits,Teaching: Arts This course examines instructional methodologies for teaching children Birth to Age 5/Pre-K and K to Age 8/Grade 3 with emphasis on the arts. Practicum/field experience hours: 10. Fingerprint clearance required.
ECH-480Ω,Student Teaching: Birth to Pre-,6 credits,"School Session A is one of two 8-week sessions of the student teaching experience. Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Fingerprint clearance required."
ECH-485Ω,Student Teaching: K-3,6 credits,"This course is the second of two 8-week sessions of the student teaching experience in a classroom. Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidates are required to complete their internship experiences in a K-3 classroom. The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Fingerprint clearance required."
ECH-515,Early Literacy Development,4 credits,This course reviews research in language and literacy development with an emphasis on effective strategies (such as phonemic awareness and decoding) in Birth to Age 5/Pre-K and K to Age 8/Grade 3. NAEYC Standards 1-5 will be the focus of study.
ECH-525,"Child Guidance, Management, and",4 credits,"the Environment This course focuses on analyzing theories of child development, Birth to Age 5/Pre-K and K to Age 8/Grade 3, the components of positive classroom environments, and classroom management programs, including the framework for the Guidance Approach. Research will be utilized to investigate the social, cultural and familial contexts which influence learning and development. Practicum/field experience hours: 20. Fingerprint clearance required. Prerequisite: ECH-520."
ECH-530,Introduction to the Exceptional,4 credits,Learner This course explores characteristics and quality practices for typical and atypical behaviors of young children in the Birth-PK and K-3 populations. Differentiated instruction and evaluation measures will be examined in relation to meeting the needs of all learners. Practicum/field experience hours: 20. Fingerprint clearance required. Honors Major Course | Ω Non-Transferable © 2017 Grand Canyon University. All Rights Reserved.
ECH-635,Developmental and Functional,4 credits,"Assessment: Birth to Age 8 This course leads the teacher through the process of assessing, monitoring, and reporting the progress of young children. Practicum/field experience hours: 20. Fingerprint clearance required."
ECH-640,Instructional Teaching,4 credits,"Methodologies: Language, Math, Science, Social Studies, and the Arts This course examines instructional methodologies for teaching young children, with a specific emphasis on language, math, science, social studies, and the arts. Practicum/field experience hours: 20. Fingerprint clearance required."
ECH-680Ω,Student Teaching: Birth to Pre-,6 credits,"School This course is one of two 8-week sessions of the student teaching experience. Teacher candidates are engaged in the student teaching experience that includes practical classroom experiences, research, analysis, and teaching to develop a Student Teaching Evaluation of Performance (STEP). The teacher candidate will have a GCU course instructor, a GCU faculty supervisor, and be placed in an approved school with a certified cooperating teacher/mentor. Fingerprint clearance required."
