"course_code","course_name","description","department","credits"
"ART 3290H","Creative Photography: Honors","Prereq:ART 2100or Permission of Instructor; Membership in the University Honors ProgramContinuation and expansion of concepts and processes from introductory photography. The class begins with advanced film camera techniques and experimentation with medium format cameras. It then moves into digital and color photography while also addressing output and presentation. Emphasis will be on the use of photography for visual communication and creative expression.","Art and Design (ART)","Credits:3-4"
"ART 3300","Drawing III: Life Drawing","Prereq:ART 2300Drawing from the human figure.","Art and Design (ART)","Credits:3"
"ART 3300H","Drawing III: Life Drawing: Honors","Prereq:ART 2300; Membership in the University Honors ProgramDrawing from the human figure.","Art and Design (ART)","Credits:3-4"
"ART 3310","Alternative Materials for Artist/Designer","Prereq: 6 credits ART courses or permission of instructorExploration of alternative materials (primarily non-metallics, both natural and manufactured) applicable to the design and creation of small designed objects and adornment. Students will learn additive and reductive processes, experiment with found object inclusion, rubber mold- making, and resin casting. A series of finishedpieces will result. Open to all majors in the College of Design.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 3370","Application of Scientific Illustration Techniques","Prereq:ART 3270Rendering techniques applied to different types of biological and scientific subjects emphasizing communication. The use of traditional and digital media. Term project required.
		
		 (Typically Offered:Spring)","Art and Design (ART)","(Cross-listed withSCIVZ 3370)"
"ART 3380","Painting II","Prereq:ART 2380orART 2130Painting using acrylic and oil media; composition and expression.","Art and Design (ART)","Credits:3"
"ART 3380H","Painting II: Honors","Prereq:ART 2380orART 2130; Membership in the University Honors ProgramPainting using acrylic and oil media; composition and expression.","Art and Design (ART)","Credits:3-4"
"ART 3400X","Artificial Intelligence (AI) in Art and Design","Artificial intelligence tools for art and design: strategies, principles, and tools for AI in visual art, applied art, and creative industry practices. The aesthetics of AI systems in creative practices. An overview of working with AI as artistic and visual communication media including using AI and machine learning applications, histories of AI in the arts, generative deep learning systems, supervised and unsupervised machine learning tasks, and integrating AI systems through art and design practices. Producing AI multimedia outputs that include a range of forms from imagery to sound.
		
		 (Typically Offered:Fall, Spring, Summer)","Art and Design (ART)","(Cross-listed withSCIVZ 3400X)"
"ART 3450","Introduction to Weaving","Introduction to woven textile construction with emphasis on technical development of weaving as a means for creative expression. Students may explore tapestry, off-loom and/or 4-harness weaving.","Art and Design (ART)","Credits:3"
"ART 3450H","Introduction to Weaving: Honors","Prereq: Membership in the University Honors ProgramIntroduction to woven textile construction with emphasis on technical development of weaving as a means for creative expression. Students may explore tapestry, off-loom and/or 4-harness weaving.","Art and Design (ART)","Credits:3-4"
"ART 3460","Natural Dyes","Introduction to natural dyes. Course includes a historical overview of natural dyes with attention to global perspectives. Emphasis on technical skill development and application of research in the creation of contemporary textile artwork.","Art and Design (ART)","Credits:3"
"ART 3460H","Natural Dyes: Honors","Prereq: Membership in the University Honors ProgramIntroduction to natural dyes. Course includes a historical overview of natural dyes with attention to global perspectives. Emphasis on technical skill development and application of research in the creation of contemporary textile artwork.","Art and Design (ART)","Credits:3-4"
"ART 3470","Dyed and Printed Textiles","Fabric dyeing and printing techniques including block, stencil and experimental screen-printing, and resists using synthetic dyes, discharging agents, and pigments. Printing with plant-based dyes may also be explored. Digital printing and transfer printing on fabric may be introduced. Emphasis on research and development of dyed and printed textile design techniques as a means for creative expression.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 3470H","Dyed and Printed Textiles: Honors","Prereq: Membership in the University Honors ProgramFabric dyeing and printing techniques including block, stencil, and experimental screen-printing, and resists using synthetic dyes, discharging agents, and pigments. Printing with plant-based dyes may also be explored. Digital printing and transfer printing on fabric may be introduced. Emphasis on research and development of dyed and printed textile design techniques as a means for creative expression.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 3550","Letterpress Book Arts","Prereq: Sophomore, Junior or Senior classificationExploration of the potential of materials, form, and narrative in relation to letterpress printing and book arts. Traditional and contemporary artists' work will be used to discuss the history of printing, books, and paper. Emphasis will be placed on experimental and creative use of letterpress and book arts, with study of contemporary trends.","Art and Design (ART)","Credits:3"
"ART 3560","Relief Printmaking: Digital/Traditional","Prereq:ART 2060or instructor permissionIn-depth exploration of digital or traditional design and block cutting processes (computer/laser cutter/CNC router or drawing/chisels) to produce black and white and color relief prints. Use relief printmaking to create a unified body of work. Use relief printmaking to create a unified body of prints from those blocks. Emphasis is on experimental and creative use of printmaking with study of contemporary trends.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 3560H","Relief Printmaking: Digital/Traditional: Honors","Prereq:ART 2060and Credit or Enrollment inART 2300, or Instructor Permission; Membership in the University Honors ProgramIn-depth exploration of digital or traditional design and block cutting processes (computer/laser cutter/CNC router or drawing/chisels) to produce black and white and color relief prints. Use relief printmaking to create a unified body of work. Use relief printmaking to create a unified body of prints from those blocks. Emphasis is on experimental and creative use of printmaking with study of contemporary trends.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 3570","Intaglio and Monotype Printmaking: Digital / Traditional","Prereq:ART 2060and credit or enrollment inART 2300, or instructor permissionExplore the techniques and aesthetic qualities of black and white and color intaglio printmaking primarily through etching, aquatint, laser-cut plates and collagraph processes. Students will generate imagery through traditional drawing, collage and digital processes. Unique, one-of-a-kind black and white and color prints from Plexiglas will also be introduced. Emphasis is on experimental and creative use of printmaking for artistic expression.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 3570H","Intaglio and Monotype Printmaking: Digital/Traditional: Honors","Prereq:ART 2060and Credit or Enrollment inART 2300, or Instructor Permission; Membership in the University Honors ProgramExplore the techniques and aesthetic qualities of black and white and color intaglio printmaking primarily through etching, aquatint, laser-cut plates and collagraph processes. Students will generate imagery through traditional drawing, collage and digital processes. Unique, one-of-a-kind black and white and color prints from Plexiglas will also be introduced. Emphasis is on experimental and creative use of printmaking for artistic expression.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 3580","Lithography: Digital / Traditional","Prereq:ART 2060or instructor permissionExamine the techniques and aesthetic qualities of lithography primarily through stone lithography and hand-drawn and photographic plates. Students may generate imagery through traditional drawing, collage or digital processes. Emphasis is on experimental and creative use of printmaking for artistic expression. For those taking the course for a second semester, students can choose whether to focus on stone or plate lithography and there will be increased work with color.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 3580H","Lithography: Digital/Traditional: Honors","Prereq:ART 2060and Credit or Enrollment inART 2300, or Instructor Permission; Membership in the University Honors ProgramExamine the techniques and aesthetic qualities of lithography primarily through stone lithography and hand-drawn and photographic plates. Students may generate imagery through traditional drawing, collage or digital processes. Emphasis is on experimental and creative use of printmaking for artistic expression. For those taking the course for a second semester, students can choose whether to focus on stone or plate lithography and there will be increased work with color.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 3600X","Silk Painting","Introduction to Chinese silk painting, an art form practiced for over 2,000 years. Gain a comprehensive understanding of silk painting’s history, techniques, and materials. Open to all skill levels. Artistic expression is encouraged through hands-on experience, blending traditional techniques and histories with innovative, contemporary interpretations.
		
		 (Typically Offered:Fall)","Art and Design (ART)","(Cross-listed withCHIN 3600X)"
"ART 3990","BFA Professional Practice","Introduction to professional practices including development of portfolio (visual and written components). Lecture and presentation topics include applying to graduate school, internships, applying for jobs, grants/funding opportunities, professional networking, exhibition opportunities, and best practices for studio artists. Half-semester course. Required of all ISA majors.
		
		 (Typically Offered:Spring)","Art and Design (ART)","Credits:2"
"ART 4060","Introduction to 3D Organic Modeling in ZBrush","Introduction to organic 3D model creation in ZBrush. Digital clay sculpting informed by traditional techniques. 3D printing pipeline. Emphasis on science research and visual design thinking for science communication. Some experience with other 3D modeling software beneficial, but not required.
		
		 (Typically Offered:Spring)","Art and Design (ART)","(Cross-listed withSCIVZ 4060)"
"ART 4070","Principles of Character Animation","Prereq:ART 3080Animation techniques using the computer and available software. Principles of character animation. Prior knowledge of modeling, lighting, texturing and rendering with available software is assumed.","Art and Design (ART)","Credits:3"
"ART 4070H","Principles of Character Animation: Honors","Prereq:ART 3080; Membership in the University Honors ProgramAnimation techniques using the computer and available software. Principles of character animation. Prior knowledge of modeling, lighting, texturing and rendering with available software is assumed.","Art and Design (ART)","Credits:3-4"
"ART 4080","Principles of 3D Animation","Prereq:ART 3080Animation techniques using the computer and available software. Principles of animation. Prior knowledge of modeling, lighting, texturing, animation and rendering with computer and available software is assumed.","Art and Design (ART)","Credits:3"
"ART 4080H","Principles of 3D Animation: Honors","Prereq:ART 3080; Membership in the University Honors ProgramAnimation techniques using the computer and available software. Principles of animation. Prior knowledge of modeling, lighting, texturing, animation and rendering with computer and available software is assumed.","Art and Design (ART)","Credits:3-4"
"ART 4090","Computer/Video Game Design and Development","Independent project based creation and development of 'frivolous and non-frivolous' computer games in a cross-disciplinary team. Projects require cross-disciplinary teams. Aspects of Indie development and computer/video game history will be discussed.","Art and Design (ART)","Credits:3"
"ART 4090H","Computer/Video Game Design and Development: Honors","Prereq: Membership in the University Honors ProgramIndependent project based creation and development of 'frivolous and non-frivolous' computer games in a cross-disciplinary team. Projects require cross-disciplinary teams. Aspects of Indie development and computer/video game history will be discussed.
		
		 (Typically Offered:Fall, Spring, Summer)","Art and Design (ART)","Credits:3-4"
"ART 4200","Advanced Furniture Design and Woodworking","Prereq:ART 3200or Permission of InstructorAdvanced individual design and production of increasingly complex constructions, emphasizing development of a personal approach through research and exploration of materials, function, and specialized techniques.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4200H","Advanced Furniture Design: Honors","Prereq:ART 3200; Membership in the University Honors ProgramDesign and creation of increasingly complex furniture forms with consideration of precedents and innovative techniques and approaches. Continued development of a unique personal approach to the design and making of furniture. Refined sensitivity to wood, and continued consideration of various sustainable practices.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 4220","Advanced Ceramic Studio","Prereq:ART 3220Creation of a body of work in personal ceramic forms and unique surface treatments. Exploration of kiln firings, research into contemporary ceramic artists and development of a body of increasingly skilled work are emphasized. Students are expected to be capable of independent studio work and take responsibility for firings.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4220H","Advanced Ceramic Studio: Honors","Prereq:ART 3220; Membership in the University Honors ProgramCreation of a body of work in personal ceramic forms and unique surface treatments. Exploration of kiln firings, research into contemporary ceramic artists and development of a body of increasingly skilled work are emphasized. Students are expected to be capable of independent studio work and take responsibility for firings. Honors project developed with supervision from instructor.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 4240","Jewelry/Metalsmithing III","Prereq:ART 3240or Permission of InstructorHands-on studio experience. Focusing on traditional and contemporary metalsmithing techniques applicable to jewelry, functional objects, and sculptural art forms. Topics include fabrication, forming and cold joinery, with an emphasis on design and progressive skill development. Basic stone setting and lost wax casting introduced.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4240H","Jewelry/Metalsmithing III: Honors","Prereq:ART 3240or Permission of Instructor; Membership in the University Honors ProgramHands-on studio experience. Focusing on traditional and contemporary metalsmithing techniques applicable to jewelry, functional objects, and sculptural art forms. Topics include fabrication, forming and cold joinery, with an emphasis on design and progressive skill development. Basic stone setting and lost wax casting introduced.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 4290","Advanced Photography","Prereq:ART 3290Independent, advanced work in traditional alternative and/or digital photographic processes. Emphasis is on development of a unified body of work and research into contemporary photographers and aesthetic concern.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4290H","Advanced Photography: Honors","Prereq:ART 3290; Membership in the University Honors ProgramIndependent, advanced work in traditional alternative and/or digital photographic processes. Emphasis is on development of a unified body of work and research into contemporary photographers and aesthetic concern.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 4300","Drawing IV","Prereq:ART 3300Figurative and/or non-figurative drawing with advanced work in media, composition, and theory.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4300H","Drawing IV: Honors","Prereq:ART 3300; Membership in the University Honors ProgramFigurative and/or non-figurative drawing with advanced work in media, composition, and theory.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 4310","Character and Scene Design","Prereq: (DSNS 1310;ART 2300;ART 3300); or instructor permissionDrawing directed toward designing characters and environments to be used for telling stories in a variety of contexts. Emphasis on ideation, research, concept art and other process work over finished art.
		
		 (Typically Offered:Fall)","Art and Design (ART)","Credits:3"
"ART 4320","Sequential Narrative Drawing","Prereq: (DSNS 1310;ART 2300;ART 3300); or instructor permissionStudio course in drawing focusing on the fundamentals of communicating a narrative through sequential images in a variety of applications. Emphasis will be placed on visual research, ideation, concept art and process sketching.
		
		 (Typically Offered:Spring)","Art and Design (ART)","Credits:3"
"ART 4380","Painting III","Prereq:ART 3380Figurative and non-figurative painting with advanced work in media, composition, and theory.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4380H","Painting III: Honors","Prereq:ART 3380; Membership in the University Honors ProgramFigurative and non-figurative painting with advanced work in media, composition, and theory.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 4470","Dyed and Printed Textiles","Prereq:ART 3470or Permission of InstructorFabric dyeing and printing techniques including block, stencil and experimental screen-printing, and resists using synthetic dyes, discharging agents, and pigments. Printing with plant-based dyes may also be explored. Digital printing and transfer printing on fabric may be introduced. Emphasis on research and development of dyed and printed textile design techniques as a means for creative expression.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4480","Digital Textile Design","Prereq: Junior classification in College of Design or junior classification in FDMThis hands-on studio course will allow students to explore digital printing technology and its application to textile design for those working within industry as well as independent studio practitioners. Digital design development includes pattern repeats and photo manipulation to create unique textile designs for fashion, interior and fine art applications.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4580","Advanced Printmaking","Prereq: ART 3560, ART 3570, or ART 3580, and Permission of InstructorIndependent, advanced work in printmaking processes. Emphasis is on development of a unified body of work and research into contemporary artists.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4580H","Advanced Printmaking: Honors","Prereq: (ART 3560, ART 3570, or ART 3580) AND Permission of Instructor AND Membership in the University Honors ProgramIndependent, advanced work in printmaking processes. Emphasis is on development of a unified body of work and research into contemporary artists.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3-4"
"ART 4600","Sustainable Design and Fabrication of Furniture","Prereq: Senior or Graduate classification or Permission of InstructorIssues in the design and fabrication of furniture focusing on sustainable practices. An exploration of current practices and their environmental effects, consumer demands, and alternative processes and materials.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4620","Community-Engaged Arts Management","Introduction to aspects of community arts management and art gallery operations. Students will assist in the conception, design, and realization of exhibitions.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 4650","Artists, Designers and Sustainable Development","Prereq: Senior or Graduate classification or Permission of InstructorThe artist/designer's role in sustainable development with a focus on cultural understanding of the collaborating communities. Class discussion, visual exercises, and the creation of creative collaborative service-learning projects such as product design, habitat design, and visual arts projects. Preorientation for travel to Ghana in ARTIS 4660/5660X. Meets International Perspectives Requirement.
		
		 (Typically Offered:Spring)","Art and Design (ART)","Credits:3"
"ART 4660","Studio Abroad: Africa","Prereq:ART 4650or Permission of InstructorTraveling studio to Africa; an experiential tour of arts and history combined with design-focused collaborative service-learning projects. Projects may include product development, design consultation, sustainable building design, and learning and teaching of visual arts. Student teams will develop projects in partnership with in-country nationals. Meets International Perspectives Requirement.
		
		 (Typically Offered:Summer)","Art and Design (ART)","Credits:3"
"ART 4700","Data, Code, and Form","Data visualization strategies, principles, and tools for encoding data in visual art, applied art, and creative industry practices. The aesthetics of encoded data in creative practices. An overview of working with data as artistic and visual communication media including data acquisition, organization, representation, and interaction with data through art and design. Producing data display outputs that include a range of displays from screen to installation.
		
		 (Typically Offered:Fall)","Art and Design (ART)","(Dual-listed withART 5700X)"
"ART 4730","Video Art","Usage of professional video editing software and application of best practices for video production and post-production to realize original artworks. Creation of narrative and non-narrative videos and site specific video installations. Prominent examples in the history of video art provide context for the coursework. Non-repeatable for graduate students.","Art and Design (ART)","Credits:3"
"ART 4750","Interactive Art","Create software and integrate the sensors required to create interactive artworks, video games, and installations. Prominent examples in the history of interactive art provide context for the coursework.","Art and Design (ART)","Credits:3"
"ART 4820","Selected Topics in Studio Art","Special issues related to studio art. Topics vary each time offered.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:1-3"
"ART 4900B","Independent Study: Ceramics","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900C","Independent Study: Computer Art and Design","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900D","Independent Study: Drawing","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900E","Independent Study: Textiles","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900F","Independent Study: Illustration","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900G","Independent Study: Metals","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900H","Independent Study: Honors","Prereq: Department Permission for Course; Membership in the University Honors ProgramStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900I","Independent Study: Painting","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900J","Independent Study: Photography","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900K","Independent Study: Printmaking","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900L","Independent Study: Furniture","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4900M","Independent Study: Mixed Media","Prereq: Department Permission for CourseStudent must have completed coursework appropriate to planned independent study. Offered on a graded basis or a satisfactory-fail basis.","Art and Design (ART)","Credits:1-6"
"ART 4910","Post Baccalaureate Capstone Course","Exhibition of artwork completed in the Post Baccalaureate program, required for fulfillment of certificate. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:1"
"ART 4930B","Workshop: Ceramics","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930C","Workshop: Computer Art and Design","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930D","Workshop: Drawing","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930E","Workshop: Textiles","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930F","Workshop: Illustration","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930G","Workshop: Metals","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930H","Workshop: Honors","Prereq: Permission of Instructor; Membership in the University Honors ProgramIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930I","Workshop: Painting","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930J","Workshop: Photography","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930K","Workshop: Printmaking","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930L","Workshop: Furniture","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4930M","Workshop: Mixed Media","Prereq: Instructor Permission for CourseIntensive 2 to 4 week studio exploration. Topics vary each time offered and may have prerequisites.","Art and Design (ART)","Credits:1-3"
"ART 4940","Integrated Studio Arts in Europe Seminar","Prereq: Instructor Permission for CourseCultural and historical aspects of art and design in Western Europe in preparation for study abroad. Area of study varies each time offered. Meets International Perspectives Requirement. Offered on a satisfactory-fail basis only. Offered on a satisfactory-fail basis only.","Art and Design (ART)","Credits:1"
"ART 4950","Integrated Studio Arts in Europe","International study abroad program in western Europe. Visits to design studios, art museums, and educational facilities. Related activities depending on specific area of study which may vary each time offered. Meets International Perspectives Requirement.","Art and Design (ART)","Credits:3"
"ART 4960","Art and Design Field Study","Prereq: Instructor Permission for CourseStudy and tours of museums, galleries, artist and/or designer studios and other areas of interest within art and design. Offered on a satisfactory-fail basis only.","Art and Design (ART)","Credits:Required"
"ART 4970","Internship","Prereq: Undergraduate classification and written approval of supervising instructor on required form in advance of semester of enrollmentSupervised experience with a cooperating sponsor. Offered on a satisfactory-fail basis only. Offered on a satisfactory-fail basis only.","Art and Design (ART)","Credits:1-6"
"ART 4990","BFA Exhibition","Prereq:ART 3990; senior classification in Art, B.F.A.Capstone experience for the BFA degree, including the refinement of a final portfolio (visual and written components). Guest lecturers cover range of topics relevant to the professional practice of art and design. Course culminates in the planning, design and installation of the BFA group exhibition in a formal gallery setting. Required of all B.F.A. in Art majors.
		
		 (Typically Offered:Spring)","Art and Design (ART)","Credits:1"
"ART 5050","Collage, Assemblage, and the Found Object","Prereq: Graduate Standing or Permission of InstructorExplores the significance of recycling, sustainable methods of art making, and thrift-store culture as medium and subject matter for artists in both 2D and 3D studio projects. Through selected readings, slide presentations, and studio activities, we will address the environmental cause and effect of materials and methods, consumption and waste, and personal responsibility as stewards for the planet we share. Emphasis will be on conceptual development.","Art and Design (ART)","Credits:3"
"ART 5070","Principles of Character Animation","Prereq: Graduate Standing or Permission of InstructorAnimation techniques using the computer and available software. Principles of character animation. Prior knowledge of modeling, lighting, texturing and rendering with available software is assumed.","Art and Design (ART)","Credits:3"
"ART 5080","Computer Aided Animation and Visualization","Prereq:ART 4080or graduate classification and permission of instructorFurther investigations begun in ARTIS 4080. Attention given to the workflow and management of creating animation and visualizations.","Art and Design (ART)","Credits:3"
"ART 5090","Computer/Video Game Design and Development","Prereq: Graduate Standing or Permission of InstructorIndependent project based creation and development of 'frivolous and non-frivolous' computer games in a cross-disciplinary team. Projects require cross-disciplinary teams. Aspects of Indie development and computer/video game history will be discussed.","Art and Design (ART)","Credits:3"
"ART 5110","Seminar in Teaching","Prereq: Graduate Standing or Permission of InstructorReadings and discussions about aspects and expectations of teaching at the university level. Course development, research and teaching portfolio development, and best practices in design education. Other aspects of faculty expectations that include research, institutional or professional service, promotion, institutional structures, procedures, and professional responsibilities.","Art and Design (ART)","Credits:3"
"ART 5200","Advanced Furniture Design","Prereq: Graduate Standing or Permission of InstructorAdvanced individual design and production of increasing complex constructions, emphasizing development of a personal approach through research and exploration of materials, function, and specialized techniques.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5220","Advanced Ceramic Studio","Prereq: Graduate Standing or Permission of InstructorCreation of a body of work in personal ceramic forms and unique surface treatments. Exploration of kiln firings, research into contemporary ceramic artists and development of a body of increasingly skilled work are emphasized. Students are expected to be capable of independent studio work and take responsibility for firings.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5240","Jewelry/Metalsmithing III","Prereq: Previous metalsmithing experience or permission of instructorHands-on studio experience. Focusing on traditional and contemporary metalsmithing techniques applicable to jewelry, functional objects, and sculptural art forms. Topics include fabrication, forming and cold joinery, with an emphasis on design and progressive skill development. Basic stone setting and lost wax casting introduced.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5290","Advanced Photography","Prereq: Graduate Standing or Permission of InstructorIndependent, advanced work in traditional, alternative and/or digital photographic processes. Emphasis is on development of a unified body of work and research into contemporary photographers and aesthetic concerns.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5300","Drawing IV","Prereq: Graduate Standing or Permission of InstructorFigurative and non-figurative drawing with advanced work in media, composition, and theory.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5310","Character and Scene Design","Prereq: Graduate Standing or Permission of InstructorDrawing directed toward designing characters and environments to be used for telling stories in a variety of contexts. Emphasis on ideation, research, concept art and other process work over finished art.
		
		 (Typically Offered:Fall)","Art and Design (ART)","Credits:3"
"ART 5320","Sequential Narrative Drawing","Prereq: Graduate Standing or Permission of InstructorStudio course in drawing focusing on the fundamentals of communicating a narrative through sequential images in a variety of applications. Emphasis will be placed on visual research, ideation, concept art and process sketching.
		
		 (Typically Offered:Spring)","Art and Design (ART)","Credits:3"
"ART 5380","Painting III","Prereq:ART 3380or Graduate ClassificationFigurative and non-figurative painting with advanced work in media, composition, and theory.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5400X","Artificial Intelligence (AI) in Art and Design","Artificial intelligence tools for art and design: strategies, principles, and tools for AI in visual art, applied art, and creative industry practices. The aesthetics of AI systems in creative practices. An overview of working with AI as artistic and visual communication media including using AI and machine learning applications, histories of AI in the arts, generative deep learning systems, supervised and unsupervised machine learning tasks, and integrating AI systems through art and design practices. Producing AI multimedia outputs that include a range of forms from imagery to sound.
		
		 (Typically Offered:Fall, Spring, Summer)","Art and Design (ART)","Credits:3"
"ART 5470","Dyed and Printed Textiles","Prereq: Graduate Standing or Permission of InstructorFabric dyeing and printing techniques including block, stencil and experimental screen-printing, and resists using synthetic dyes, discharging agents, and pigments. Printing with plant-based dyes may also be explored. Digital printing and transfer printing on fabric may be introduced. Emphasis on research and development of dyed and printed textile design techniques as a means for creative expression.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
"ART 5480","Digital Textile Design","Prereq: Graduate Standing or Permission of InstructorThis hands-on studio course will allow students to explore digital printing technology and its application to textile design for those working within industry as well as independent studio practitioners. Digital design development includes pattern repeats and photo manipulation to create unique textile designs for fashion, interior and fine art applications.
		
		 (Typically Offered:Fall, Spring)","Art and Design (ART)","Credits:3"
