"course_code","course_title","credits","department","level","description"
"CSM 4143","Structures II","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 3143. Analysis and design of structural members in steel, reinforced concrete, reinforced masonry, and their relationship to design and construction. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30."
"CSM 4513","Project Management","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 3123.
Introduction to project management of the construction process and integration with allied professions. Introduction to applicable software. (Formerly ARC 4613. Credit cannot be earned for bothCSM 4513and ARC 4613.) Generally offered: Fall, Spring. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30; DL01 $75."
"CSM 4523","Project Planning and Scheduling","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 4513.
Continuation ofCSM 4513with emphasis on scheduling and project delivery methods utilizing applicable software. (Formerly ARC 4623. Credit cannot be earned for bothCSM 4523and ARC 4623.) (Formerly titled ""Construction Management II."") Generally offered: Fall, Spring. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30."
"CSM 4533","Building Information Modeling for Construction Management","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 3123.
Introduction to techniques used in development and management of Building Information Models. Emphasis on constructability and management. Generally offered: Spring. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30; DL01 $75."
"CSM 4613","Sustainable Building Practice","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite: Enrollment as a Construction Science and Management major or permission of instructor.
Ethics and application of environmental sustainability practice in building construction. Introduction to U.S. Green Building Council LEED program standards, methods, and procedures as applied to construction documents interpretation and construction. Generally offered: Fall, Spring. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30."
"CSM 4623","Construction Safety","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite: Enrollment as a Construction Science and Management major or permission of instructor.
Development and management of safety programs, worker’s compensation, OSHA compliance, safety policies, standards, and record keeping. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30."
"CSM 4633","Construction Law","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite: Enrollment as a Construction Science and Management major or permission of instructor.
Legal and ethical aspects of construction contracts, bonds, insurance, and bidding. Owner, architect, contractor, and subcontractor relationships. Generally offered: Fall, Spring. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30; DL01 $75."
"CSM 4643","Mechanical, Electrical and Plumbing Systems","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 3123. Building systems with an emphasis on design, installation and control of heating, ventilation and cooling, plumbing and drainage, electrical, fire and lightning protection systems. Generally offered: Fall. This course has Differential Tuition. Course Fee: DL01 $75; SAP1 $25; STSE $30."
"CSM 4713","Construction Capstone","(3-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisites:CSM 4023,CSM 4523,CSM 4633, andCSM 4643.
Senior capstone project emphasizing integration of the design and construction processes. Project delivery systems, project development, estimating, scheduling and project controls of various types of construction projects. Generally offered: Fall, Spring, Summer. This course has Differential Tuition. Course Fees: DL01 $75; SAP1 $25; STSE $30."
"CSM 4911","Independent Study","(0-0) 1 Credit Hour.","Construction Science and Management (CSM)","Undergraduate","Prerequisite: Permission in writing (form available) of the instructor, the student’s advisor, the School Director, and the Dean of the College in which the course is offered. Scholarly research under the direction of a faculty member. May be repeated for credit, but not more than 6 semester credit hours of independent study, regardless of discipline, may apply to a bachelor’s degree. Generally offered: Fall. This course has Differential Tuition.  Course Fee: SAP1 $25; STSE $10."
"CSM 4913","Independent Study","(0-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite: Permission in writing (form available) of the instructor, the student’s advisor, the School Director, and the Dean of the College in which the course is offered. Scholarly research under the direction of a faculty member. May be repeated for credit, but not more than 6 semester credit hours of independent study, regardless of discipline, may apply to a bachelor’s degree. This course has Differential Tuition.  Course Fee: SAP1 $25; STSE $30."
"CSM 4931","Summer Internship","(0-0) 1 Credit Hour.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 4623,CSM 4013, andCSM 4523.  This is a part-time, on-site, construction work experience. Supervised by a qualified construction manager and intern mentor to prepare the intern for construction management functions. In addition, the CSM Internship Coordinator’s prior approval of the selected internship organization is required. Must be repeated for credit and taken in consecutive five-week summer sessions. Generally offered: Summer. This course has Differential Tuition.  Course Fee: SAP1 $25; STSE $10."
"CSM 4932","Internship","(0-0) 2 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 4623,CSM 4013, andCSM 4523.  This is a part-time, on-site, construction work experience. Supervised by a qualified construction manager and intern mentor to prepare the intern for construction management functions. In addition, the CSM Internship Coordinator’s prior approval of the selected internship organization is required. Generally offered: Fall, Spring. This course has Differential Tuition.  Course Fee: SAP1 $25; STSE $20."
"CSM 4933","Summer Internship","(0-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 4623,CSM 4013, andCSM 4523.  This is a full-time, on-site, construction work experience during the summer semester. Supervised by a qualified construction manager and intern mentor to prepare the intern for construction management functions. In addition, the CSM Internship Coordinator’s prior approval of the selected internship organization is required. This course has Differential Tuition.  Course Fee: SAP1 $25; STSE $30."
"CSM 4943","Internship I","(0-0) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 4623,CSM 4013, andCSM 4523. This is a part-time, on-site, construction work experience during the Fall or Spring semesters. Supervised by a qualified construction manager and intern mentor to prepare the intern for construction management functions. In addition, the CSM Internship Coordinator’s prior approval of the selected internship organization is required. This course has Differential Tuition. Course Fee: SAP1 $25; STSE $30."
"CSM 4946","Internship II","(0-0) 6 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite:CSM 4623,CSM 4013, andCSM 4523.  This is a full-time, on-site, construction work experience during the Fall or Spring semesters. Supervision by a qualified construction manager and intern mentor to prepare the intern for construction management functions. In addition, the CSM Internship Coordinator’s prior approval of the selected internship organization is required. This course has Differential Tuition.  Course Fee: SAP1 $25; STSE $60."
"CSM 4953","Special Studies in Construction Science and Management","(0-9) 3 Credit Hours.","Construction Science and Management (CSM)","Undergraduate","Prerequisite: Consent of instructor. An organized course offering the opportunity for specialized study not normally or not often available as part of the regular course offerings. Special Studies may be repeated for credit when the topics vary, but not more than 3 hours for CSM 4951, 6 hours forCSM 4953, or 12 hours for CSM 4956, regardless of discipline, will apply to a bachelor’s degree. This course has Differential Tuition.  Course Fee: SAP1 $25; STSE $30."
"COU 3103","Helping Skills","(3-0) 3 Credit Hours.","Counseling (COU)","Undergraduate","This course is designed to create an understanding of the helping relationship. Basic communication/counseling techniques (such as active listening, responding, and interviewing) for facilitating helping relationship skills are developed. Generally offered: Fall, Spring. Course Fees: LRH1 $20.54; STSH $30.81; DL01 $75."
"COU 3203","Child Abuse and Domestic Violence","(3-0) 3 Credit Hours.","Counseling (COU)","Undergraduate","This course is designed to explore current issues related to child abuse and domestic violence. The major emphasis is on examining the background, causes, and consequences of these topics. Course Fees: LRH1 $20.54; STSH $30.81; DL01 $75."
"CRJ 1113","The American Criminal Justice System","(3-0) 3 Credit Hours. (TCCN = CRIJ 1301)","Criminology and Criminal Justice (CRJ)","Undergraduate","Philosophy and history of criminal justice in America; examination of criminal justice agencies operating as an interacting system: police and security agencies, courts, and corrections. May be applied toward the Core Curriculum requirement in Social and Behavioral Sciences. Generally offered: Fall, Spring. Course Fees: DL01 $75; LRC1 $12; STHC $18."
"CRJ 2153","Criminological Theory","(3-0) 3 Credit Hours. (TCCN = CRIJ 1307)","Criminology and Criminal Justice (CRJ)","Undergraduate","A multidisciplinary survey of theories of crime causation and social control. Major topics covered include: theory construction, theory-methods, symmetry, evaluating theory, theoretical integration, and applied criminology. (Formerly titled ""Nature of Crime and Justice."") Generally offered: Fall, Spring. Course Fees: STHC $18; DL01 $75."
"CRJ 2213","Introduction to Policing","(3-0) 3 Credit Hours. (TCCN = CRIJ 2328)","Criminology and Criminal Justice (CRJ)","Undergraduate","An introduction to American policing organizations (public and private), history of policing, modern community policing practices, and important trends in law enforcement. Generally offered: Fall, Spring, Summer. Course Fees: STHC $18; DL01 $75."
"CRJ 2513","Introduction to Corrections","(3-0) 3 Credit Hours. (TCCN = CRIJ 2313)","Criminology and Criminal Justice (CRJ)","Undergraduate","A study of the history, philosophy, and practice of corrections in America. Theories and practices of incarceration; legal and administrative issues surrounding imprisonment and the death penalty. (Formerly titled ""Corrections: Theory and Practice."") Generally offered: Fall, Spring. Course Fee: STHC $18."
"CRJ 2623","Substantive Criminal Law","(3-0) 3 Credit Hours. (TCCN = CRIJ 1310)","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 1113. Jurisprudential philosophy and case study of common law and statutory crimes. Includes functions and development of substantive criminal law, elements of specific offenses, and defenses. (Formerly CRJ 3623. Credit cannot be earned for both CRJ 3623 andCRJ 2623.) Generally offered: Fall, Spring. Course Fee: STHC $18."
"CRJ 2813","Introduction to Courts and the Legal System","(3-0) 3 Credit Hours. (TCCN = CRIJ 1306)","Criminology and Criminal Justice (CRJ)","Undergraduate","Examines state and federal American court systems, their powers, remedies, limitations, and procedures; and the contributions of courts to governance.  Generally offered: Fall, Spring. Course Fees: STHC $18, LRHC $10."
"CRJ 3013","Research Design and Analysis in Criminal Justice","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Provides students with an opportunity to be knowledgeable consumers of criminal justice research. Provides an overview of principles of scientific inquiry, research designs, and statistical concepts and techniques. Introduction to interpretation of data analysis and preparation of research reports. Generally offered: Fall, Spring, Summer. Course Fees: STHC $18; DL01 $75."
"CRJ 3123","Investigations","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Examination of the investigative process. Focus on the history, structure, and success rates of investigation units, theories of investigation, and the information that is used to produce case clearances. (Formerly CRJ 4123. Credit cannot be earned for bothCRJ 3123and CRJ 4123.) (Formerly titled ""Concepts of Investigations."") Course Fees: STHC $18; DL01 $75."
"CRJ 3153","Crime Mapping I","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 1113; restricted to Criminology and Criminal Justice majors only. This course is an introduction to the spatial aspects of crime through the exploration of theory, methods, and the use of Geographic Information Systems (GIS). Further, this course will examine career prospects for those who are Criminology and Criminal Justice majors.  Course Fee: STHC $18,."
"CRJ 3213","Managing Criminal Justice Organizations","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Examines bureaucratic, political, and other characteristics of justice organizations through a review of theories of public administration and organizational behavior. Applies theories to problems and policies encountered in managing criminal justice agencies. Generally offered: Fall, Spring.  Course Fee: STHC $18."
"CRJ 3233","Introduction to Forensic Science","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite: Enrollment limited to junior and senior Criminology and Criminal Justice majors.  This course will expose students to the nature of physical evidence and its part in our criminal justice system, an introduction to basic scientific and legal principles involved with the utilization of physical evidence, and exposure to specific items of physical evidence to include their components, manufacture, methods of analysis, and value in case work. (Formerly CRJ 3133. Credit cannot be earned for bothCRJ 3233and CRJ 3133.) Generally offered: Fall, Spring.  Course Fee: STHC $18; DL01 $75."
"CRJ 3533","Community Corrections","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","History, philosophy, and practice of community supervision of offenders. Examination of various intermediate punishments including boot camps, intensive probation supervision, electronic monitoring, restitution, and community service. (Formerly titled ""Probation, Parole and Intermediate Sanctions."") Generally offered: Fall, Spring. Course Fee: STHC $18."
"CRJ 3563","Juvenile Justice","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Examination of the history of adolescence and the development of the juvenile justice system. An in-depth study of police, courts and corrections as applied to youth. Consideration of youth as both offenders and victims. Topics include child abuse, youth gangs, waiver/transfer of youth to the adult court and juvenile offending. Generally offered: Fall. Course Fees: STHC $18; DL01 $75."
"CRJ 3573","Restorative Justice","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Provides students with a detailed study of the principles and practices of restorative justice aimed at creating a just peace within a community, a just public order for the community, vindication for victims and opportunities for accountability and restoration to offenders. Generally offered: Fall. Course Fees: STHC $18; DL01 $75."
"CRJ 3643","Pretrial Diversion and Problem-Solving Courts","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","This course will familiarize students with the history of pretrial diversion, traditional, and specialty or problem solving courts. Focus will be on the roles of the court ""families"" in these courts, and the course will provide an overview of their structure, decision-making processes, pretrial proceedings sentencing practices, as well as similarities and differences. Course Fee: STHC $18."
"CRJ 3713","Ethics in Criminal Justice Practice","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Survey of major schools of ethics theory; sources of ethical and philosophical foundations for criminal justice functions; common quandaries confronting officers, supervisors, and executives in justice organizations. Examines the role of criminal justice within modern civil societies. Course Fees: STHC $18; DL01 $75."
"CRJ 4153","Crime Mapping II","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 1113andCRJ 3153; restricted to Criminology and Criminal Justice majors only. This course provides an advanced understanding of the spatial analysis of issues related to criminal justice and crime mapping. Students will ask and investigate spatial problems, display and present spatial information, and conduct and report spatial research in areas relevant to criminal justice.  Course Fee: STHC $18,."
"CRJ 4303","Victimology","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
This course will familiarize students with victimology concepts, theories, and literature as a field of study within criminology. Topics may include nature and incidence of victimization, victim and offender relationships, victim justice, victim rights and services. Consideration may be given to responses to victims with special needs and crime prevention strategies. (Formerly titled ""Victims and the Justice System."") Course Fee: STHC $18."
"CRJ 4403","Race, Ethnicity, and Criminal Justice","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of  ""C-"" or higher.
This course examines experiences of racial and ethnic groups in the criminal justice system. Topics include: the nature and extent of overrepresentation by racial and ethnic minorities as justice system clients, culture-specific crime and victimization patterns, research evidence and theoretical explanations for these patterns. (Formerly CRJ 4313. Credit cannot be earned for bothCRJ 4403and CRJ 4313.) Course Fees: STHC $18; DL01 $75."
"CRJ 4413","Contemporary Police Practices","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
A survey of leading research-based law enforcement practices for crime prevention and problem solving. This course covers a variety of policing strategies for crime control including community policing, problem solving, evidence-based practices, and police-community relations. Generally offered: Fall, Spring. Course Fees: STHC $18; DL01 $75."
"CRJ 4443","Special Topics in Policing","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
Considers special topics in policing and crime prevention not ordinarily evaluated in depth in other courses. May be repeated for credit when topics vary, but not more than 6 semester credit hours, regardless of discipline, will apply to a bachelor’s degree. (Formerly titled ""Special Topics in Policing and Crime Prevention."") Generally offered: Fall, Spring. Course Fee: STHC $18, LRHC $10."
"CRJ 4453","Drugs and Crime","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
An overview of the scope and role of drugs in society and the relationship between illicit substances and crime. Leading theories of drug use and enforcement will be surveyed. Major topics include: the social construction of drug issues, the war on drugs, drug control policy, and the function of drugs in popular cultural mediums. Contemporary topics to be examined include: asset forfeiture, the confidential informant role in drug enforcement, drug ethnography, corrections-based substance abuse treatment, and drug enforcement strategies. Course Fees: STHC $18; DL01 $75."
"CRJ 4463","Gender and Crime","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
This course examines gender differences in criminal offending and victimization. Topics also include traditional and gender-specific theories offered to explain female involvement in crime, the experience of female victims and offenders in the criminal justice system, and women working in the criminal justice system. (Formerly CRJ 4313. Credit cannot be earned for bothCRJ 4463and CRJ 4313.) Course Fees: STHC $18; DL01 $75."
"CRJ 4603","Institutional Corrections","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher. This course introduces students to research in the areas of institutional corrections and penology. Topics include the history of incarceration in the United States, the influence of sentencing philosophies and practices on incarceration, and the organization and management of prisons, particularly as it relates to vulnerable populations. Additionally, the course covers critical issues and major challenges in contemporary corrections.    Course Fee: STHC $18."
"CRJ 4633","Constitutional Criminal Procedure","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
A procedurally oriented discussion of criminal law, including law of arrest, search and seizure, preliminary examination, bail, the grand jury, indictment and information, arraignment, trial, and review. Generally offered: Fall, Spring. Course Fee: STHC $18."
"CRJ 4653","White Collar Crime","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
Study of the theory, nature, scope, and impact of occupational, political, and organizational/corporate crime. Comparison of white-collar crime to street crime. Examination of the structural foundations for these types of crimes and current and future systems for control of white-collar crimes. Generally offered: Fall. Course Fee: STHC $18."
"CRJ 4663","Special Topics in Corrections","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
Considers special topics in corrections not ordinarily evaluated in depth in other courses. May be repeated for credit when topics vary, but not more than 6 semester credit hours, regardless of discipline, will apply to a bachelor's degree. (Formerly titled ""Special Topics in Corrections and Juvenile Justice."") Generally offered: Spring. Course Fee: STHC $18."
"CRJ 4703","Life Course Criminology","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
Life course criminology has developed into a leading theoretical framework for studying criminal offenders. This course provides an overview of age-graded explanations of antisocial conduct and cutting-edge empirical research on the causes of antisocial behavior during various developmental periods including childhood, adolescence, and adulthood.  The role of both biology and the environment in explaining antisocial conduct over the lifespan is emphasized, and the implications of this research for developing age-appropriate interventions are explored. Course Fee: STHC $18."
"CRJ 4833","Violent Crime","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher. Examination of various forms of violence including homicide, robbery, assault, and rape. Discussion of major theories of violent personal behavior and examination of historical and current data on violent crime. Consideration of rates of violent crime, how these rates have changed, and factors that contribute to violent crimes. Generally offered: Spring.  Course Fee: STHC $18; DL01 $75."
"CRJ 4843","Study Abroad: International Criminal Justice","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite: Permission of instructor.
A lecture/seminar course associated with a study abroad program related to the study of cross-cultural differences in crime and applications of criminal justice systems and practice. Involves international travel and field trips. May be repeated for credit when the destination country varies. Course fees: LRHC $10, STHC $10."
"CRJ 4863","Special Topics in Courts","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
Considers special topics in courts and adjudication not ordinarily evaluated in depth in other courses. May be repeated for credit when topics vary, but not more than 6 semester credit hours, regardless of discipline, will apply to a bachelor’s degree (Formerly titled ""Special Topics in Legal Issues and Adjudication."") Generally offered: Fall. Course Fee: STHC $18, LRHC $10."
"CRJ 4912","Independent Study","(0-0) 2 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisites:CRJ 3013with a grade of ""C-"" or higher and permission in writing (form available) from the instructor, the student’s advisor, the Department Chair, and Dean of the College in which the course is offered.
Independent reading, research, discussion, and/or writing under the direction of a tenured/tenure-track faculty member (this course may not be taken under the direction of an Adjunct Instructor). Students are encouraged to approach this course with a specific topic in mind. May be repeated for credit, but not more than 6 semester credit hours of independent study, regardless of discipline, will apply to a bachelor’s degree. Course Fees: LRHC $10, STHC $12."
"CRJ 4913","Independent Study","(0-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisites:CRJ 3013with a grade of ""C-"" or higher and permission in writing (form available) from the instructor, the student’s advisor, the Department Chair, and Dean of the College in which the course is offered.
Independent reading, research, discussion, and/or writing under the direction of a tenured/tenure-track faculty member (this course may not be taken under the direction of an Adjunct Instructor). Students are encouraged to approach this course with a specific topic in mind. May be repeated for credit, but not more than 6 semester credit hours of independent study, regardless of discipline, will apply to a bachelor’s degree. Course Fee: STHC $18."
"CRJ 4933","Internship in Criminal Justice","(0-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisites:CRJ 1113,CRJ 2153,CRJ 3013, and consent of academic advisor and internship coordinator; students are encouraged to complete at least 90 semester credit hours prior to enrolling in this course.
Supervised experience in an administrative setting that provides the opportunity to integrate theory and practice in justice-related agencies. May be repeated for credit in a subsequent semester when agency setting varies, but not more than 6 semester credit hours will apply to a bachelor’s degree. Generally offered: Fall, Spring, Summer. Course Fees: CJIF $65; STHC $18."
"CRJ 4953","Special Topics in Criminal Justice/Criminology","(3-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher.
An organized course offering the opportunity for specialized study not normally or not often available as part of regular course offerings. May be repeated for credit when topics vary, but not more than 6 semester credit hours, regardless of discipline, will apply to a bachelor’s degree. (Formerly titled ""Special Studies in Criminal Justice."") Generally offered: Spring, Summer. Course Fees: STHC $18; DL01 $75."
"CRJ 4993","Honors Thesis","(0-0) 3 Credit Hours.","Criminology and Criminal Justice (CRJ)","Undergraduate","Prerequisite:CRJ 3013with a grade of ""C-"" or higher. Enrollment limited to candidates for Honors in Criminal Justice during the last two semesters; completion of honors examination and approval by the honors program coordinator.
Supervised research and preparation of an honors thesis. May be repeated once with advisor’s approval. Course Fee: STHC $18, LRHC $10."
"CI 3663","Interdisciplinary Project Based Learning","(3-0) 3 Credit Hours.","Curriculum and Instruction (CI)","Undergraduate","In this course, students will learn about interdisciplinary project-based learning through first-hand experience. Project-based learning is a student-driven teaching approach in which the learners identify and analyze a critical issue or problem, then work over a period of time to develop a possible solution, which is then shared with a public audience. The course will focus on both project-based teaching and learning approaches for all learners and across content areas. Generally Offered: Spring. Course Fee: LRH1 $20.54; STSH $30.81."
"CI 4200","Secondary Professional Learning Community","(0-0) 0 Credit Hours.","Curriculum and Instruction (CI)","Undergraduate","Prerequisite:EED 2013andEDP 3203; Admission to the Teacher Certification Program. Corequisites:CI 4203.  This course is a professional learning community (PLC). The PLC serves as a touchstone in the secondary teacher certification program, bringing together preclinical and clinical teacher candidates within disciplinary areas to share and co-construct knowledge and skills applied to their field-based classroom experiences. By working in small groups of colleagues and peers, learning is emergent, responsive, and collaborative. Although the PLC is facilitated by faculty members with expertise in the specialty area, it is a vehicle for horizontal expertise where students and faculty alike share their expertise and insights. In this way, the PLC is a community of practice where teacher candidates come together to (a) share learning from various school- and community-based experiences and (b) synthesize learning through reflection and discussion on teaching and being a teacher. Multiple discipline-based sections will be offered each semester, and all preclinical and clinical teachers in a discipline will enroll in the same section throughout their program. Teacher candidates must pass the course with a CR to qualify for clinical teaching. This course will not be offered in the Summer. (Formerly CI 4801, credit cannot be earned for both CI 4801 andCI 4200.).  Course Fee: LRH1 $20.54."
"CI 4203","Teaching and Learning in the Secondary Classroom","(3-0) 3 Credit Hours.","Curriculum and Instruction (CI)","Undergraduate","Prerequisite: Admission to the Teacher Certification Program; completion ofEED 2013andEDP 3203is required. Corequisites:EDP 4203andCI 4200. Students are introduced to Universal Design for Learning, an approach that aims to meet the diverse needs of all learners. The course’s focus on instructional equity is strengthened by the integration of culturally responsive/sustaining pedagogy, social-emotional learning, trauma-informed pedagogy, and restorative justice practices. Students will explore classroom ecology by examining the deep connection between a teacher’s curricular and instructional choices and how it shapes the secondary classroom environment. Students will apply their developing knowledge of these concepts and skills by designing curricular materials that demonstrate the importance of fostering a healthy and supportive learning environment.  Generally offered: Fall, Spring.  Course Fee: LRH1 $20.54; STF1 $75; STSH $30.81."
"CI 4213","Music Methods","(3-0) 3 Credit Hours.","Curriculum and Instruction (CI)","Undergraduate","Prerequisite: Admission to the Teacher Certification Program,EDP 3203, andEDU 2103. This course is designed to provide music teacher candidates with the necessary knowledge and skills to prepare for successfully planning, implementing, and evaluating music instruction. This course may be offered in multiple sections to accommodate choral and instrumental music instruction in various contexts. Field experience required. (Formerly C&I 4213. Credit cannot be earned for bothCI 4213and C&I 4213.) Generally offered: Fall.  Course Fee: LRH1 $20; STF1 $75; STSH $30."
"CI 4223","Secondary Mathematics Methods","(3-0) 3 Credit Hours.","Curriculum and Instruction (CI)","Undergraduate","Prerequisite: Admission to the Teacher Certification Program,EDP 3203, andEDU 2103; completion of or concurrent enrollment inEED 2013andEDP 4203is required. Study of curricular, instructional, and management approaches to mathematics in secondary schools. Emphasis on developing instructional and curricular strategies that are effective in diverse teaching contexts. Course will address teaching special populations of students, the application of instructional technology and multimedia, and developing classroom culture and ecology. This course must be completed with a grade of ""B-"" or better for it to serve as a prerequisite for CI 4646 or CI 4643 Clinical Teaching: Grades 7-12. Field experience required. Restricted course, advisor code required for registration. (Formerly C&I 4223. Credit cannot be earned for bothCI 4223and C&I 4223.) Generally offered: Fall, Spring. Not offered in the Summer.  Course Fee: LRH1 $20; STF1 $75; STSH $30."
"CI 4233","Secondary Social Studies Methods","(3-0) 3 Credit Hours.","Curriculum and Instruction (CI)","Undergraduate","Prerequisite: Admission to the Teacher Certification Program,EDP 3203, andEDU 2103; completion of or concurrent enrollment inEED 2013andEDP 4203is required.  A study of methods, materials, and processes for teaching social studies in secondary school settings. Topics include the effective implementation of social studies curriculum and standards, pacing and planning for instruction, authentic formative and summative assessment, and cultivating cultural and critical competence. Special emphasis is placed on interdisciplinary and multicultural connections using integrated and thematic unit planning. Restricted course, advisor code required for registration. This course must be completed with a grade of ""B-"" or better for it to serve as a prerequisite for CI 4646 or CI 4643 Clinical Teaching: Grades 7-12. Field experience required. (Formerly C&I 4233. Credit cannot be earned for bothCI 4233and C&I 4233.) Generally offered: Fall, Spring. Not offered in the Summer.  Course Fee: LRH1 $20; STF1 $75; STSH $30."
"CI 4243","Secondary Science Methods","(3-0) 3 Credit Hours.","Curriculum and Instruction (CI)","Undergraduate","Prerequisite: Admission to the Teacher Certification Program,EDP 3203, andEDU 2103; completion of or concurrent enrollment inEED 2013andEDP 4203is required. Study of curricular, instructional, and management approaches to science in secondary schools. Emphasis on developing instructional and curricular strategies that are effective in diverse teaching contexts. Course will address teaching special populations of students, the application of instructional technology and multimedia, and developing classroom culture and ecology. Restricted course, advisor code required for registration. This course must be completed with a grade of ""B-"" or better for it to serve as a prerequisite for CI 4646 Clinical Teaching: Grades 7-12. Field experience required. (Formerly C&I 4243. Credit cannot be earned for bothCI 4243and C&I 4243.) Generally offered: Fall, Spring. Not offered in the Summer.  Course Fee: LRH1 $20; STF1 $75; STSH $30."
