"department","course_code","course_name","course_hours","course_description"
"Construction Management (CM)","CM 4335","GEOTECHNICAL ASPECTS OF CONSTRUCTION","3 Hours.","Review of engineering geology and soil mechanics; interpretation of geotechnical reports; site preparation; ground improvement; excavation including supports and dewatering; foundations including consideration of deep foundations and expansive soils; tunneling in soils and rock. Prerequisite: Grade of C or better inCM 3335and admission to the CM Professional Program."
"Construction Management (CM)","CM 4337","LAND AND SITE DEVELOPMENT","3 Hours.","Introduction to site planning and its process. This course covers important characteristics of Site Planning involved in a construction project including land features, uses, buildings, regulations, local community cultures, and site analysis and planning. Students will work on developing a site plan for the end of semester project. Prerequisite: Grade of C or better inCM 1331andCM 3335; Admission to the CM Professional Program."
"Construction Management (CM)","CM 4351","BUILDING INFORMATION MODELING FOR CONSTRUCTION MANAGEMENT","3 Hours.","Introduction to techniques used in development and management of Building Information Models. Emphasis on constructability and management. Prerequisite: Grade of C or better inCM 3341and admission to the CM Professional Program."
"Construction Management (CM)","CM 4353","RESIDENTIAL AND COMMERCIAL CONSTRUCTION","3 Hours.","A senior course for students preparing to enter the project management of residential and commercial construction projects, including: aspects of design, bidding/estimating, presentation, value engineering, contracts/negotiation, subcontractor relations, cost controls, management during construction, close out, and post-construction requirements. Prerequisite: Admission to the CM Professional Program."
"Construction Management (CM)","CM 4357","SUSTAINABLE BUILDING PRACTICE","3 Hours.","Ethics and application of environmental sustainability practice in building construction. Introduction to U.S. Green Building Council LEED program standards, methods, and procedures as applied to construction documents interpretation and construction. Prerequisite: Admission to the CM Professional Program."
"Construction Management (CM)","CM 4359","INDUSTRIAL INTERNSHIP I","3 Hours.","Program provides for a learning experience in a construction management environment appropriate to the undergraduate level of work with a minimum of 150 hours of work. A written report of the experience and a presentation are required. Prerequisite: Permission of instructor and admission to the CM Professional Program."
"Construction Management (CM)","CM 4360","INDUSTRIAL INTERNSHIP II","3 Hours.","Student to experience industrial internship under supervision of an industrial mentor and internship instructor. Prerequisite:CM 4359; Admission to the CM Professional Program."
"Construction Management (CM)","CM 4391","PROBLEMS IN CONSTRUCTION MANAGEMENT","3 Hours.","Selected problems in construction management on an individual or group basis. Reference material is assigned and progress conferences are held frequently, by arrangement, with a faculty supervisor. Prerequisite: Permission of the chair of the department and admission to the CM Professional Program."
"Construction Management (CM)","CM 5300","TOPICS IN CONSTRUCTION MANAGEMENT","3 Hours.","Topics of current interest in the field of construction management. The subject title is listed in the class schedule and in the student's record. Topics vary. May be repeated for credit when topic changes. Prerequisite: Consent of instructor."
"Construction Management (CM)","CM 5301","TOPICS IN CONSTRUCTION MANAGEMENT WITH LAB","3 Hours.","Topics of current interest in the field of construction management. The subject title is listed in the class schedule and in the student's record. Topics vary. May be repeated for credit when topic changes. Prerequisite: Consent of instructor."
"Construction Management (CM)","CM 5313","GEOTECHNICAL ASPECTS OF CONSTRUCTION","3 Hours.","Review of engineering geology and soil mechanics and teaching of the foundation and underground excavation construction solely to graduate students specializing in construction engineering & management. Topics include interpretation of geotechnical reports, embankment construction, foundations on expansive soils, excavation supports, excavation dewatering, deep foundation construction, tunneling in soft ground as well as in soft/hard rock, and trenchless technology piping. Prerequisite:CM 5378."
"Construction Management (CM)","CM 5339","STATISTICS FOR CONSTRUCTION","3 Hours.","Point estimation, interval estimation, sample size determination, tests of hypothesis, analysis of variance, linear regression, matrix methods for multiple linear regression, polynomial regression, transformations, non-linear regression. Prerequisite: Grade of C or better inCE 3301."
"Construction Management (CM)","CM 5340","CONSTRUCTION PROJECT ACQUISITION","3 Hours.","Fundamentals of acquiring the required goods and services necessary to fulfill the obligations of the construction contract. Service and subcontractor contracts, negotiating tactics and strategies, material pricing; and dispute resolution. The course includes negotiation practice based on typical construction acquisition situations to help prepare the student with experience of negotiating in the real world of construction and business. Prerequisite: Consent of instructor."
"Construction Management (CM)","CM 5342","CONSTRUCTION PROJECT ADMINISTRATION","3 Hours.","Topics in construction management and project administration, such as project delivery system, documentation and specification, electronic project administration, construction safety, risk allocation and liability sharing, changes and extra work, claims and disputes, and project closeout. Credit not granted forCE 4303andCM 5342."
"Construction Management (CM)","CM 5343","BUILDING INFORMATION MODELING","3 Hours.","Introduction to current Building Information Modeling (BIM); Discussion of the role of BIM in Construction Engineering and Management; Revit Architecture, Structure, and MEP; Creating sets, building elements, structural systems, and MEP systems; BIM and clash detection; BIM and Construction Cost Estimating and Scheduling."
"Construction Management (CM)","CM 5344","CONSTRUCTION METHODS: FIELD OPERATIONS","3 Hours.","Introduction to the methods, equipment, and management techniques used in the construction industry. Topics include equipment operating characteristics, job site safety, and field management. Credit not granted forCE 4332andCM 5344."
"Construction Management (CM)","CM 5345","INFRASTRUCTURE EVALUATION, MAINTENANCE, AND RENEWAL","3 Hours.","This course is designed for engineers and managers involved in infrastructure development, sustainability, and replacement. Topics include asset management, inspection, evaluation, maintenance, and renewal alternatives for waste collection and water distribution systems, surface and subsurface drainage, pavements, bridges, culverts, buildings, and other structures. Prerequisite: Consent of instructor."
"Construction Management (CM)","CM 5350","RISK MANAGEMENT","3 Hours.","The risk management process including risk identification, monitoring, and control; integrated quantitative cost and schedule risk analysis."
"Construction Management (CM)","CM 5355","CONSTRUCTION MATERIALS","3 Hours.","Principles of construction related to construction regulations and standards, loads, fire safety, acoustics, joints and sealants. Systems of construction involving concrete, steel, wood, masonry, sealants, and soil, and including excavations, below grade construction, formwork, cladding, joints, windows, doors, roofing, and ceilings."
"Construction Management (CM)","CM 5377","CONSTRUCTION FINANCE","3 Hours.","Financial aspects and job costing of a construction project. Includes project management principles, budgets, cost codes, cost-to-complete, and financial reports specific to the management of a construction company and project control."
"Construction Management (CM)","CM 5378","CONSTRUCTION CONTRACTS, SPECIFICATIONS, & ADMINISTRATION","3 Hours.","Types of construction contracts, contractual relationship between general contractor and owner, contractual relationship between general contractor and subcontractors, legal issues in construction administration, insurance, and concepts in value engineering. Reading and evaluating specifications, CSI Master Format. Credit not granted forCE 4304andCM 5378. Prerequisite: Consent of instructor."
"Construction Management (CM)","CM 5379","CONSTRUCTION COST ESTIMATING","3 Hours.","Types of estimates, development of unit costs, quantity takeoff, cost estimating using manual methods and computerized cost estimating, budgets, and costs."
"Construction Management (CM)","CM 5381","PUBLIC PRIVATE PARTNERSHIP FOR INFRASTRUCTURE PROJECTS","3 Hours.","Public-private partnership (P3) arrangements as an innovative approach to deliver public infrastructure projects. Topics include P3 benefits, limitations, contracting and implementation strategies. Prerequisite: Grade of C or better in CE 3310 orIE 2308, or consent of instructor."
"Construction Management (CM)","CM 5382","CONSTRUCTION SUSTAINABILITY","3 Hours.","Introduction to International Code Council's 2012 International Building Code and USGBC's LEED® New Construction Guidelines v.3 for constructing sustainable/green buildings. Review of building occupancy categories, construction types, allowable height and area, life safety requirements, rated building assemblies, and egress. Site selection, energy and water efficiency, material reuse and indoor air quality. Credit not granted forCE 4307andCM 5382."
"Construction Management (CM)","CM 5386","CONSTRUCTION PLANNING & SCHEDULING","3 Hours.","Construction productivity, planning, & scheduling of operations, flow charts, linear programming, critical path method (CPM), program evaluation review techniques (PERT), precedence networks. Computer methods."
"Construction Management (CM)","CM 5387","CONSTRUCTION PRODUCTIVITY","3 Hours.","Evaluation of construction project management's effectiveness. An investigation of the advanced techniques required for improvement of construction projects including time, cost, quality management, preplanning, field evaluation techniques, time-lapse photograph, safety, human factors, and communications. Prerequisite:CM 5379."
"Construction Management (CM)","CM 5388","PIPELINE CONSTRUCTION AND TRENCHLESS TECHNOLOGY","3 Hours.","Pipeline and utility design, construction and renewal. Topics include pipeline infrastructure structural considerations, planning and construction considerations, pipe materials, and trenchless technologies. Credit not granted forCE 4305andCE 5388. Prerequisite: Consent of instructor."
"Construction Management (CM)","CM 5389","PIPELINE SYSTEMS ASSET MANAGEMENT","3 Hours.","Pipeline systems asset management, inventory, inspection, and life cycle costs. Topics include pipeline deterioration parameters, asset management technologies, risk assessment, government regulations, renewal technologies, and case studies. Credit not granted forCE 4306andCE 5389. Prerequisite: Consent of instructor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 2334","INTRODUCTION TO THE CRIMINAL JUSTICE SYSTEM","3 Hours. (TCCN  = CRIJ 1301)","An overview of the entire criminal justice system; history and development, law enforcement, prosecution and defense, courts and trial processes, and corrections. Formerly CRCJ 3334; credit will not be granted for both CRCJ 3334 andCRCJ 2334."
"Criminology & Criminal Justice (CRCJ)","CRCJ 2335","ETHICS AND THE CRIMINAL JUSTICE SYSTEM","3 Hours.","An examination of ethical issues confronted by criminal justice personnel and organizations. The course explores the standards and professional responsibilities of criminal justice practitioners, including law enforcement officers, officers of the courts, and juvenile and corrections officials."
"Criminology & Criminal Justice (CRCJ)","CRCJ 2340","CRIMINAL INVESTIGATION","3 Hours. (TCCN  = CRIJ 2314)","Fundamentals of criminal investigation, including theory and history, conduct at crime scenes, sources of information, collection and preservation of evidence, case and trial preparation. Formerly CRCJ 2314; credit will be given forCRCJ 2340or CRCJ 2314, but not both."
"Criminology & Criminal Justice (CRCJ)","CRCJ 2350","INTRODUCTION TO LAW ENFORCEMENT","3 Hours.","An overview of the historical and organizational development of police systems. Emphasis is placed on the function and organizational structure of law enforcement agencies and how these agencies interface with other components of the criminal justice system."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3300","THEORETICAL CRIMINOLOGY","3 Hours.","The methodological and theoretical perspectives of the social and biological sciences as integrated into the criminal justice system. Prerequisite:CRCJ 2334."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3307","INTRODUCTION TO SECURITY SYSTEMS","3 Hours.","Historical development of private security, its form and practice in modern society. Emphasis on three major divisions within the field: industrial, commercial and governmental security organizations and issues."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3310","PROFESSIONAL WRITING FOR CRCJ MAJORS","3 Hours.","Designed to develop or enhance skills in varied writing styles used in the study of criminology and criminal justice. Legal, technical, and academic writing requirements are presented with emphasis on purpose, form and content. Specific focus is on technical reports for law enforcement agencies, legal research, field investigations, as well as proper citation and reference style. Open to CRCJ majors or minors only."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3320","CYBERCRIME","3 Hours.","The course presents a conceptual overview of cybercrime and information security. Topics include: history of cybercrime, cybercrime techniques, cyberterrorism, forensics, and information security fundamentals."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3330","FUNDAMENTALS OF LAW","3 Hours.","This course introduces students to areas of the law that affect the daily lives of U.S. residents. Emphasis is on fundamental criminal law and constitutional law principles which provide a platform for consideration of important public policy issues concerning crime, discrimination, health care, and immigration."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3336","POLICE MANAGEMENT AND ADMINISTRATION","3 Hours.","Examines the principles of administration, management, politics and leadership with emphasis on their applicability to police planning, organization, direction, control and personnel management."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3337","ADVANCED CRIMINAL PROCEDURE","3 Hours.","The processes involved in the criminal justice system; the rules of evidence; the laws of arrest, search and seizure; and the judicial process from offense to conviction."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3338","JUVENILE JUSTICE SYSTEMS","3 Hours.","Organization, processes, and functions of the juvenile justice system in the United States, its historical antecedents, and contemporary challenges. Consideration also given to sociopolitical factors in juvenile justice decision-making. This course satisfies the requirements forUNIV 1101."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3340","CRIMINAL JUSTICE STATISTICS","3 Hours.","An introduction to basic concepts and techniques necessary for a preliminary and proficient understanding of criminal justice research. Focus is on analyzing and interpreting research findings including types of data, central tendency, and both descriptive and inferential statistics. Prerequisite:CRCJ 2334andCRCJ 3350or equivalent."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3350","INTRODUCTION TO RESEARCH METHODS IN CRIMINOLOGY AND CRIMINAL JUSTICE","3 Hours.","This course introduces students to the research methodology used in criminological research. Emphasis is on the development of a general understanding of why and how research can be and is conducted in the field of criminology and criminal justice. Other dimensions of research are discussed including the nature of scientific thought, the link between research methods and criminological theory, and the various ethical issues concerning research in the field of criminology."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3370","INTRODUCTION TO FORENSICS","3 Hours.","This course provides an overview of forensic science. Emphasis is on crime scene investigation, physical evidence, organic and inorganic analysis, forensic toxicology and use of DNA in investigations."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3371","CRIME SCENE INVESTIGATION","3 Hours.","Provides an in-depth examination of the principles of crime scene investigation. Aspects of forensic crime scene investigation from receiving the call, arriving at the scene, processing of the scene, evidence collection, and safety protocols are examined from scientific, procedural, and legal perspectives. In addition, the tools, techniques, and protocols necessary to perform systematic and thorough crime scene investigation will be presented. Prerequisite:CRCJ 3370."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3380","RACE, CRIME, AND JUSTICE","3 Hours.","An examination of race in the context of the criminal justice system. Emphasis is on social construction of crime; and the treatment of racial minorities as victims and offenders by law enforcement, courts, and corrections. Offered asCRCJ 3380andMAS 3380; credit will be granted only once. Offered asAAST 3380andCRCJ 3380; credit will be granted in only one department. Prerequisite:CRCJ 2334."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3385","WOMEN AND CRIME","3 Hours.","This course examines criminology and criminal justice issues as they relate specifically to women. The three major areas of coverage include (1) women and girls as victims of crime, (2) women and girls as criminal offenders; and (3) women working in the criminal justice system. Offered asDIVR 3385,CRCJ 3385andGWSS 3385; credit will be granted only once."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3390","VICTIMOLOGY","3 Hours.","The relationship between victims of crime and the criminal justice system. Includes an analysis of the characteristics of crime victims, victim reporting and nonreporting patterns, treatment of victims by the various segments of the criminal justice system, victim assistance programs, and the issue of compensation and/or restitution for victims of crime."
"Criminology & Criminal Justice (CRCJ)","CRCJ 3395","DRUG USE AND ABUSE","3 Hours.","An examination of the description, classification, and analysis of the problem of illegal drug use. Focus is on current drug policies in the United States, and a comparison of worldwide drug policies, and critical analysis of each."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4191","CONFERENCE COURSE","1 Hour.","Directed individual study; research and study on a topic agreed upon by instructor and student. No more than six hours credit will be granted for conference courses in criminal justice. Prerequisite: permission of the instructor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4291","CONFERENCE COURSE IN CRIMINAL JUSTICE","2 Hours.","Directed individual study; research and study on a topic agreed upon by instructor and student. No more than six hours credit will be granted for conference courses in criminal justice. Prerequisite: permission of the instructor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4301","THE AMERICAN JUDICIAL SYSTEM","3 Hours.","Federal, state, and local judicial systems, with special emphasis on state trial courts having criminal jurisdiction. Court structure and function, court management, and judicial behavior."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4302","MOCK TRIAL l","3 Hours.","The purpose of this course is to enhance the student's knowledge of the American adversarial judicial system through in-depth study of trial procedure and evidentiary rules. The primary teaching vehicle is a simulated trial based on the official hypothetical case published by the American Mock Trial Association for the current school year. Cases alternate between criminal and civil cases.  The current state of our nation affords us a unique opportunity to explore ways to incorporate digital modalities of jury trials and their impact on our justice system."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4303","MOCK TRIAL II","3 Hours.","In-depth examination of the structure, functions and operations of U.S. civil and criminal trials, with special attention to modern jury decision making and its impact on the criminal justice process by learning practical skillsets related to the voir dire and trial court process."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4309","PRIVATE SECURITY ADMINISTRATION","3 Hours.","The essentials of governmental and proprietary security development and program planning; including personnel recruitment and training, developing and conducting security audits, records and information protection, and general applications of modern management techniques to security organization. Prerequisite:CRCJ 3307."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4313","SERIAL KILLERS","3 Hours.","The main objective of this course is to examine various dimensions of criminology with an emphasis placed on the theoretical explanations, motivations, and behaviors of those who commit serial murder and mass violence. In this course students will be asked to think critically about theories of crime causation, crime typologies, and the victimology."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4315","WHITE-COLLAR AND CORPORATE CRIME","3 Hours.","This course provides an overview of the structure, extent, cost, and control of white-collar and corporate crimes. Landmark cases and everyday instances will be detailed. Theoretical explanations and policy implications will be discussed."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4325","GANGS","3 Hours.","An examination of historical and contemporary street and correctional institutional gangs. Addresses the nature and definition of gangs, types and diversity of membership of gangs, theoretical explanations, criminal and deviant behavior, law enforcement responses, intervention and prevention strategies, and public policy issues."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4332","COMMUNITY CORRECTIONS","3 Hours.","Evaluation of practices, issues, and trends in community corrections. Emphasis is on the de-institutionalization movement, probation, parole, intermediate punishments, and other community alternatives to incarceration."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4333","INSTITUTIONAL CORRECTIONS","3 Hours.","Examination and evaluation of practices, issues, and trends in institutional corrections. Emphasis is on administration, organization, and effectiveness of incarceration."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4340","FORENSIC DEATH INVESTIGATION","3 Hours.","An exploration of death investigations including an overview of protocols utilized to investigate a death as well as autopsy perspectives. Focus is on the numerous causes of death and the working relationship of police investigators, death investigators, forensic pathologists, and forensic laboratories. Prerequisite:CRCJ 3370."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4341","FORENSIC EXAMINATION OF IMPRESSION EVIDENCE","3 Hours.","Explores how impression evidence is formed, how to collect and enhance impression evidence and how to compare this type of evidence. The student will also learn how impression evidence is presented and utilized in a courtroom setting. Prerequisites:CRCJ 3370andCRCJ 3371or permission of the instructor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4342","FORENSIC HAIR AND FIBER IDENTIFICATION","3 Hours.","Introduces the student to forensic hair and fiber examination by microscopy, including the presentation of the techniques, skills, and limitations of the hair and fiber examiner in a modern crime laboratory setting. Collection techniques utilized at the crime scene and from items of evidence will also be examined. The impact of these techniques on the criminal justice system, in particular the court system, will be explored. Prerequisite:CRCJ 3370or permission of the instructor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4343","FORENSIC EXPERT TESTIMONY","3 Hours.","Survey of the techniques for providing testimony as an expert witness in a court of law, including proper physical appearance, demeanor, qualifications, presentation of evidence, offering opinion, and ethics of providing testimony. Prerequisite:CRCJ 3370."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4344","CRIME ACROSS THE LIFE COURSE","3 Hours.","This course will introduce students to developmental and life-course criminology, which seeks to understand the development of offending over time. In particular, the class will focus on early precursors to criminal behavior, stability and factors impacting change in criminal behavior, and how genetics and the environment may impact criminal behavior."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4345","CRIME AND THE CRIMINAL JUSTICE SYSTEM IN THE MEDIA","3 Hours.","An examination of crime and the criminal justice system as depicted in the media; special emphasis on the roles of the media in influencing individual and societal perceptions of, and reactions to, crime and the criminal justice system."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4352","TERRORISM AND MASS VIOLENCE","3 Hours.","Examination of historic and current trends in civil disruption from domestic/international perspectives. Considers literature and philosophical basis of political terrorism; costs of terrorism; future trends and deterrence by civil or military intervention. Formerly CRCJ 3352; credit will not be granted for bothCRCJ 4352and CRCJ 3352."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4355","ORGANIZED CRIME: NATIONAL AND INTERNATIONAL","3 Hours.","An examination of organized crime in the United States and internationally, including history, development, ethnic links, impact upon society and the economy, and international cooperation aimed at eradicating the occurrence and proliferation of this form of criminality."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4357","FORENSIC FIREARMS IDENTIFICATION","3 Hours.","This course introduces students to the field of forensic firearm and tool mark identification. Topics include development, manufacture, evaluation and comparison of firearms, ammunition and tool mark evidence. Students will also acquire an understanding of the firearm examiner's responsibilities as they impact the criminal justice system. Prerequisite:CRCJ 3370."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4365","CAPITAL PUNISHMENT","3 Hours.","An examination of historic and current trends in capital punishment. Considers the literature and philosophical basis of capital punishment, the costs of capital punishment, and future trends of capital punishment. Provides an in-depth examination of capital punishment from a criminal justice policy perspective."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4380","COMPARATIVE CRIMINAL JUSTICE SYSTEMS","3 Hours.","An overview of criminal justice systems in other countries. Includes an intensive study and analysis of materials on their law enforcement, judicial, and corrections components; review of comparative studies on a variety of criminal justice topics."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4386","TOPICS IN CORRECTIONS","3 Hours.","May be repeated for credit as the topics vary, but credit will not be granted for more than 12 semester hours of CRCJ-prefix topics courses without permission of advisor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4387","TOPICS IN CRIME AND CRIMINOLOGY","3 Hours.","May be repeated for credit as the topics vary, but credit will not be granted for more than 12 semester hours of CRCJ-prefix topics courses without permission of advisor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4388","TOPICS IN LAW AND JUDICIAL PROCESSES","3 Hours.","May be repeated for credit as the topics vary, but credit will not be granted for more than 12 semester hours of CRCJ-prefix topics courses without permission of advisor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4389","TOPICS IN LAW ENFORCEMENT AND PRIVATE SECURITY","3 Hours.","May be repeated for credit as the topics vary, but credit will not be granted for more than 12 semester hours of CRCJ-prefix topics courses without permission of advisor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4390","INTERNSHIP IN CRIMINAL JUSTICE","3 Hours.","Provides the student with an opportunity to apply academic experience to practical situations by serving for a specified number of hours as participant-observer in a criminal justice agency. May be taken for a total of six semester hours. Internships must be arranged with internship supervisor in the semester prior to enrolling for this course. Prerequisite: permission of the instructor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4391","CONFERENCE COURSE IN CRIMINAL JUSTICE","3 Hours.","Directed individual study; research and study on a topic agreed upon by instructor and student. No more than six hours credit will be granted for conference courses in criminal justice. Prerequisite: permission of the instructor."
"Criminology & Criminal Justice (CRCJ)","CRCJ 4394","HONORS THESIS/SENIOR PROJECT","3 Hours.","Required of all students in the University Honors College. During the senior year, the student must complete a thesis or a project under the direction of a faculty member in the major department."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5196","CONFERENCE COURSE CRJU","1 Hour.",""
"Criminology & Criminal Justice (CRCJ)","CRCJ 5301","PROSEMINAR IN CRIMINOLOGY AND CRIMINAL JUSTICE","3 Hours.","This course is a comprehensive introduction to the discipline, with particular emphasis on the specialties of department faculty, academic research, and writing style. Classic and contemporary literature will be used to examine criminal behavior and the structure, function, operation, and interaction of the criminal justice system components as well as current practices and future trends in criminology and criminal justice."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5309","RESEARCH METHODS IN CRIMINAL JUSTICE","3 Hours.","Examination of research methodology in criminal justice. Special emphasis on methods and techniques for conducting research in criminal justice, including a review of problems encountered in sampling and survey research, field research, public policy implementation, and program evaluation."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5310","STATISTICS & RESEARCH PRACTICES IN CRIMINAL JUSTICE","3 Hours.","Advanced methods and techniques of research and research design in criminology and criminal justice. Course will cover pure and applied research and expose students to contemporary methodological and analytical issues. Students will be instructed on the use of existing CRCJ databases as well as the collection of new data and particular aspects of SPSS (Statistical Package for the Social Sciences software) and advanced data analysis. Prerequisite:CRCJ 5309or equivalent."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5318","CRIMINAL JUSTICE PERSONNEL ADMINISTRATION","3 Hours.","Personnel administration and management in criminal justice agencies and institutions; analyzes functions of recruitment, selection, hiring, placement, evaluation, dismissal, benefits systems, minority recruitment, training, education, promotion, career development, and retirement."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5319","ISSUES IN POLICING","3 Hours.","In-depth analysis of historical, current, and future issues in policing and police administration. Emphasis will be placed on the role of police in society, police-citizen relationships, and empirical evaluations of police effectiveness, police behavior, and programs and strategies."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5327","CONSTITUTIONAL ISSUES IN THE CRIMINAL JUSTICE SYSTEM","3 Hours.","Examination of a variety of legal issues critical to a thorough understanding of the various aspects of the criminal justice system. Special attention is given to contemporary constitutional issues and court decisions and their impact on the criminal justice process."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5332","CORRECTIONAL THEORY AND PRACTICE","3 Hours.","Examination of social, psychological, political, and historical bases of interventions in the control and disposition of offenders. Emphasis on contemporary policies, practices, and problems in institutional, semi-institutional, and community-based corrections."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5342","ETHICS IN CRIMINAL JUSTICE","3 Hours.","This course focuses on the ethical decisions and dilemmas encountered in the criminal justice system. Topics covered include criteria for ethical decision making, professional codes of ethics, and ethical and legal dilemmas faced by criminal justice professionals."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5350","THEORETICAL CRIMINOLOGY","3 Hours.","Explores the etiology of crime, theory development and crime causation. Emphasis is on theoretical perspectives and policy implementation."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5351","TERRORISM AND CRIME","3 Hours.","This course examines the origins, nature, and operational characteristics of terrorist groups. Students are exposed to topics ranging from the definition of ""terrorism"" to the unique characteristics of terrorist cells in the United States and abroad. Particular emphasis is on historical and contemporary terrorist attacks against the United States."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5352","WOMEN, CRIME & CRIMINAL JUSTICE","3 Hours.","A summary of issues related to women as criminal offenders, victims of crime, and professionals in the criminal justice system. The course focuses on crimes women are most likely to commit and/or be processed through the criminal justice system for, the punishment of female offenders, the types of victimizations most often experienced by women, and employment issues unique to women employed in the criminal justice system. While the main emphasis of the course will be on the experiences of women in the U.S., attention will also be given to women on a global scale."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5353","CRIMINAL JUSTICE ORGANIZATIONAL THEORY & MANAGEMENT THOUGHT","3 Hours.","An examination of organizational theory with specific application to the operation and management of criminal justice agencies. The historical precedents and emergence of contemporary perspectives are presented with their implication for effective functioning of the criminal justice system."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5354","COMPARATIVE CRIMINAL JUSTICE SYSTEMS","3 Hours.","This course is an overview of crime, criminal behavior, and criminal justice systems throughout the world. This course includes an intensive study and analysis of materials on law enforcement, judicial, and corrections components; a review of comparative studies on a variety of criminal justice topics; and a basic worldwide understanding of philosophies of law and justice. This is a global learning course."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5360","RACE, CRIME JUSTICE & THE LAW","3 Hours.","This course explores the role of race and ethnicity within the juvenile and criminal justice system. Emphasis is on the social construction of crime, racial and ethnic inequalities, the law and policies/practices that impact blacks and other racial minorities."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5364","CRIME AND THE MEDIA","3 Hours.","Utilizing a social constructionist perspective, the course examines the mass media's role in engendering and cultivating American society's perception of crime. This course examines factors influencing the social reality of crime, and attempts to deconstruct perceptions of crime-related mass media events."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5366","JUVENILE DELINQUENCY AND JUVENILE CORRECTIONS","3 Hours.","Correctional modes are discussed and applied to juvenile offenders. Theoretic approaches to causation, modification, and control of delinquent behaviors are presented, and policy implications and limitations are discussed. Historical and contemporary perspectives and approaches are presented in the context of evolving and emerging practices and procedures."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5368","CYBERCRIME AND CYBERSECURITY","3 Hours.","The main objective of this course is to introduce students to the nature of cybercrime and cybersecurity in the field of criminal justice. Major topics include computing and networking systems, types of cybercrime and cybercriminals, theoretical explanations of cybercriminals, and cybersecurity."
"Criminology & Criminal Justice (CRCJ)","CRCJ 5370","PRACTICUM","3 Hours.","Professional or pre-professional experience in a criminal justice related agency or institution with the approval and direction of the student's supervising professor; intended for non-thesis option students who do not have professional experience related to criminal justice."
