"course_code","course_title","department","credits","description"
"CETL 8796","Presentation Skills for International Graduate Students","Center Enhancement-Teach/Learn (CETL)","2 Credit Hours.","This advanced oral skills class is designed to help graduate students improve their presentation skills in English for more effective communication in academic/professinal situations. Credit will not be awarded for bothCETL 8795andCETL 8796."
"CETL 8797","Oral Communication for International Graduate Students","Center Enhancement-Teach/Learn (CETL)","2 Credit Hours.","In this class, students work on fluency, pronunciation clarity, and appropriateness in spoken communication to prepare for effective and confident participation in their academic communities. Credit will not be awarded for bothCETL 8797andCETL 8793."
"CETL 8801","Special Topics","Center Enhancement-Teach/Learn (CETL)","1 Credit Hour.",""
"CETL 8802","Special Topics","Center Enhancement-Teach/Learn (CETL)","2 Credit Hours.",""
"CETL 8803","Special Topics","Center Enhancement-Teach/Learn (CETL)","3 Credit Hours.",""
"CETL 8900","Special Problems","Center Enhancement-Teach/Learn (CETL)","1-21 Credit Hours.","Special problems in current interest."
"CETL 8997","Student and Teacher Enhancement Partnership","Center Enhancement-Teach/Learn (CETL)","1-21 Credit Hours.","This course if for STEP students with an assistantship."
"CHBE 1750","Introduction to Bioengineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","An introduction to the field of bioengineering, including the application of engineering principles and methods to problems in biology and medicine, the integration of engineering with biology, and the emerging industrial opportunities. Crosslisted with AE, BMED, ECE, ME, andMSE 1750."
"CHBE 1801","Special Topics","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","Special Topics in CHBE."
"CHBE 1XXX","Chemical and Biomolecular Engineering Elective","Chemical & Biomolecular Engr (CHBE)","1-21 Credit Hours.",""
"CHBE 2100","Chemical Process Principles","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Material and energy balances for single-phase and multi-phase processes common to chemical engineering. Phase equilibrium and analysis of reacting systems."
"CHBE 2110","Chemical Engineering Thermodynamics I","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Elements of engineering thermodynamics. First and second laws. Analysis of engineering machinery: compressors, turbines, engines, refrigeration.  Credit not allowed for bothCHBE 2110andCHBE 2130."
"CHBE 2120","Numerical Methods in Chemical Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Numerical methods are introduced and applied to the solution of chemical engineering problems. An introduction to chemical process simulation, and the appropriate software is provided."
"CHBE 2130","Chemical Engineering  Thermodynamics I","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","Basic principles of chemical engineering thermodynamics including first and second laws, equations of state, PVT properties, power cycles and refrigeration.  Credit not allowed for bothCHBE 2130andCHBE 2110."
"CHBE 2140","Chemical Engineering Thermodynamics","Chemical & Biomolecular Engr (CHBE)","4 Credit Hours.","Principles of thermodynamics, including: first and second laws; equations of state; PVT properties; power cycles and refrigeration; phase equilibria; fugacity and activity coefficients; multi-reaction equilibrium."
"CHBE 2698","Undergraduate Research Assistantship","Chemical & Biomolecular Engr (CHBE)","1-12 Credit Hours.","Independent research conducted under the guidance of a faculty member."
"CHBE 2699","Undergraduate Research","Chemical & Biomolecular Engr (CHBE)","1-12 Credit Hours.","Independent research conducted under the guidance of a faculty member."
"CHBE 2801","Special Topics","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 2801R","CHBE 2801 Recitation","Chemical & Biomolecular Engr (CHBE)","0 Credit Hours.","Designed to provide time for application of conceptual knowledge and extension of instruction. Optional and non-billable."
"CHBE 2803","Special Topics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 2XXX","Chemical and Biomolecular Engineering Elective","Chemical & Biomolecular Engr (CHBE)","1-21 Credit Hours.",""
"CHBE 3110","Chemical Engineering Thermodynamics II","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Phase and chemical reaction equilibria. Vapor-liquid, liquid-liquid, and solid-vapor phase equilibrium Fugacity and activity coefficients. Multi-reaction equilibrium.  Credit not allowed for bothCHBE 3110andCHBE 3130."
"CHBE 3130","Chemical Engineering Thermodynamics II","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Basic principles of chemical engineering solution and phase equilibrium thermodynamics, including ideal and non-ideal solution models and phase equilibira calculations (VLE, SLE, LLE).  Credit not allowed for bothCHBE 3130andCHBE 3110."
"CHBE 3200","Transport Process I","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Fundamentals of fluid mechanics and heat transfer. The design and analysis of equipment using the principles of fluid mechanics and heat transfer."
"CHBE 3205","Fluid Mechanics","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","The basic principles of fluid mechanics are introduced and the analysis and design of equipment using these principles is practiced."
"CHBE 3210","Transport Processes II","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Fundamental principles and applications of mass transfer. The analysis of chemical engineering processes and operations involving mass transfer."
"CHBE 3215","Heat & Mass Transfer","Chemical & Biomolecular Engr (CHBE)","4 Credit Hours.","Fundamental principles and applications of heat and mass transfer. The analysis of chemical engineering processes and operations involving heat and mass transfer."
"CHBE 3225","Separations Processes","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Fundamentals of equilibrium-stage and continuous contacting operations.  Applications of principles to distillation, absorption/stripping, extraction, absorption, and other separation technologies."
"CHBE 3300","Chemical Kinetics and Catalysis","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","The basic principles of chemical reaction kinetics, including rate laws, mechanisms, and heterogeneous catalysis are introduced."
"CHBE 3600","Engineering Ethics and Leadership","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Development of quantitative and qualitative assessment tools to resolve moral and ethical dilemmas that arise in the performance of engineering duties."
"CHBE 3XXX","Chemical and Biomolecular Engineering Elective","Chemical & Biomolecular Engr (CHBE)","1-21 Credit Hours.",""
"CHBE 4020","Chemical Engineering in Nanoscale Systems","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Application of chemical processing fundamentals, fabrication, and characterization to design and analyze technologically important nanoscale systems. The course emphasizes an integrated engineering and science approach."
"CHBE 4030","Chemical Engineering of Energy Systems","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Students will acquire the knowledge and tools to analyze CHP systems, traditional power generation, refinery and biorefinery configurations and advanced power generation and storage options."
"CHBE 4050","The Science and Engineering of Microelectronic Fabrication","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","An elective class for students interested in fabrication of semiconductor devices focusing on the fundamentals of materials synthesis, chemical and mechanical properties, and chemical reactions. Credit will not be awarded for bothCHBE 4050andCHBE 6050."
"CHBE 4200","Unit Operations Laboratory","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course illustrates engineering/scientific principles and physical models important to the data collection/ interpretation of processes important to the practice of chemical engineering."
"CHBE 4210","Transport Phenomena / Bioprocess Unit Operations","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course illustrates engineering/scientific principles and physical models important to the data collection/interpretation of processes important in biotechnology."
"CHBE 4300","Kinetics and Reactor Design","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Reacting systems are analyzed in terms of reaction mechanisms, kinetics, and reactor design.  Both homogeneous and heterogeneous reactions are considered."
"CHBE 4310","Bioprocess Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Integrating several ChBE core concepts, bioprocess engineering applies the material to biological systems. Items covered are enzyme kinetics, fermentation, downstream processing, and integrated bioprocesses important to the biotech industries."
"CHBE 4320","Reactor Design","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","The basic principles of reactor design are introduced, including material and energy balances for homogeneous and heterogeneous
systems."
"CHBE 4400","Chemical Process Control","Chemical & Biomolecular Engr (CHBE)","4 Credit Hours.","Dynamics of chemical processes and their control. Techniques of conventional process control as well as digital control. Laboratory experiments to illustrate these concepts."
"CHBE 4411","Process Dynamics and Control","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Dynamics of chemical processes and their control. Techniques of conventional process control as well as digital control."
"CHBE 4412","Process Dynamics and Control Laboratory","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","Dynamics of chemical processes and their control. Techniques of conventional process control as well as digital control. Laboratory experiments would illustrate these concepts."
"CHBE 4505","Process Design and Economics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Principles of flowsheet synthesis and economic analysis and optimization.  A complete design on a chemical process will be undertaken, including concepts of unit operations, design, economics, and safety.  Credit not allowed for bothCHBE 4505andCHBE 4530(orCHBE 4520)."
"CHBE 4510","Process and Product Design And Economics","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","Basic principles of chemical process and product design including heuristic design approaches, heat exchanger network design, optimization, and economic evaluation.  Credit not allowed for bothCHBE 4510andCHBE 4505(orCHBE 4525)."
"CHBE 4515","Chemical Process Safety","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","Fundamental sources of chemical hazards and degree of risk.  Process design and hazard avoidance are used to reduce risk."
"CHBE 4520","Chemical Engineering Capstone Design Project","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","Basic principles of chemical process and product design including heuristic design approaches heat exchanger network design, optimization, and economic evaluation.  Credit not allowed for bothCHBE 4520andCHBE 4505(orCHBE 4525)."
"CHBE 4525","Bioprocess Design and Economics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Principles of flowsheet synthesis and economic analysis and optimization. A complete design of a biochemical process will be undertaken, including concepts of unit operations, design, economics, and safety.  Credit not allowed for bothCHBE 4525andCHBE 4530(orCHBE 4520)."
"CHBE 4530","Capstone ChBE Bio-Design","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","Basic principles of chemical process and product design including heuristic design approaches, heat exchanger network design, optimization, and economic evaluation.  Credit not allowed for bothCHBE 4530andCHBE 4505(or 4525)."
"CHBE 4535","Chemical Product Design, Engineering and Optimization","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Chemical engineering principles applied to the design of products."
"CHBE 4573","Pulping and Bleaching Laboratory","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","Experiments of pulping, bleaching, fiber, and chemical testing are performed.  Hands-on experience from chip preparation, cooking, pulp processing, and bleaching are provided."
"CHBE 4574","Papermaking and Recycled Pulp Laboratory","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","Experiments of pulp preparation, refining, paperforming, handsheet testing, deinking, and recycled pulp processing are performed. Small paper machine operation will be taught."
"CHBE 4600","Effective Communication for Professional Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","How engineers communicate with engineering and non-engineering professionals.  Industry speakers from different fields.  Engineering case study. Weekly written and/or oral presentations."
"CHBE 4610","Complex Fluids - Microstructure and Mechanical Properties","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Complex fluids have interesting, practically relevant mechanical properties that arise from complex microstructures. This course covers fundamental physical principles, experimental characterization techniques and current topics."
"CHBE 4698","Undergraduate Research Assistantship","Chemical & Biomolecular Engr (CHBE)","1-12 Credit Hours.","Independent research conducted under the guidance of a faculty member."
"CHBE 4699","Undergraduate Research","Chemical & Biomolecular Engr (CHBE)","1-12 Credit Hours.","Independent research conducted under the guidance of a faculty member."
"CHBE 4710","Microfluidics and Bio Applications","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","The course focuses on the fluid and flow aspects of micro and nano devices. It will cover basic micro/nanofabrication techniques, introduce transport of momentum and materials (including charged and magnetic materials) in small scale, and the applications in biology and medicine."
"CHBE 4720","Pulp and Paper Manufacturing","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","The course provides comprehensive foundational knowledge of the industry enabling the student to understand the role of diverse manufacturing operations and to strategically plan improvements."
"CHBE 4730","Emerging Technologies for Forest Bioproducts","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","The course provides comprehensive knowledge of the manufacture of nontraditional products from forest biomaterials. It analyzes and assesses emerging manufacturing technologies, materials and products."
"CHBE 4743","Fundamentals and Challenges for a Sustainable Chemical Enterprise","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Life Cycle Inventory methodology will be explored as a means to develop new, sustainable products, materials and manufacturing processes."
"CHBE 4745","Data Analytics for Chemical Engineers","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Introduction to data analytics and machine learning techniques for chemical engineers. Application of basic regression, classification, dimensional reduction, and clustering techniques to chemical data sets."
"CHBE 4746","Data-Driven Process Systems Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course covers theory of optimization and data-driven modeling methods, and examples of data-driven decision-making in the chemical process industry."
"CHBE 4752","Integrated Circuit Fabrication","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","The objective of this course is to give students exposure to the various steps involved in the fabrication of integrated circuits and devices.  This course will include a laboratory segment in which students fabricate MOS transistors, diffused resistors, and MOS capacitors from a bare silicon substrate.  Crosslisted with ECE 4752."
"CHBE 4755","Electronic Packaging Substrate Fabrication","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course provides hands-on instruction in basic packaging substrate fabrication techniques, including interconnect design and testing, dielectric deposition, via formation, and metallization. Crosslisted withECE 4755."
"CHBE 4757","Biofluid Mechanics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Introduction to the study of blood flow in the cardiovascular system. Emphasis on modeling and the potential of flow studies for clinical research application. Crosslisted with AE andME 4757."
"CHBE 4758","Biosolid Mechanics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","The mechanics of living tissue, e.g., arteries, skin, heart muscle, ligament, tendon, cartilage, and bone. Constitutive equations and some simple mechanical models. Mechanics of cells. Applications. Crosslisted with AE andME 4758."
"CHBE 4759","Electrochemical Energy Storage and Conversion","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","An elective class for senior-level students interested in electrochemical storage and covnersion, including the fundamentals of electrochemistry and practical battery and fuel cells."
"CHBE 4760","Biocatalysis and Metabolic Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course provides an in-depth coverage of various topics in biocatalysis and metabolic engineering. Goals of this course are the development of an understanding of proteins as catalysts, their functioning in metabolic networks, their application in various industries, recognition of their potential for addressing future challenges in science and engineering. Crosslisted withCHEM 4760."
"CHBE 4762","Protein Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course covers the theory and practice of protein engineering methods, including specific examples of engineered proteins and their applications from the literature."
"CHBE 4763","Pulping and Chemical Recovery","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Pulping and chemical recovery processes are studied on the reaction, delignification, energy, and liquor reuse.  The process optimization, air and water pollution minimization are taught. Crosslisted with ME 4763."
"CHBE 4764","Bleaching and Papermaking","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Pulp bleaching and formation of paper/board products are studied along with testing, end uses, chemical and mechanical treatment of pulp, non-wood and recycled fiber utilization. Crosslisted with ME 4764."
"CHBE 4765","Drug Design, Development and Delivery","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Introduction to the pharmaceutical development process, including design of new drugs, synthesis and manufacturing issues, and methods for delivery into the body. Includes student presentations. Crosslisted with CHEM andBMED 4765."
"CHBE 4767","Pulp And Paper Lab","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Fundamentals of pulp and paper testing procedures."
"CHBE 4770","Nuclear Chemical Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course surveys the chemical engineering aspects of nuclear power.  Topics include nuclear reactions, fuel cycles, solvent extraction of metals, the properties of actinides and other irradiated fuel materials, fuel reprocessing, and radioactive waste management.  Crosslisted withNRE 4770."
"CHBE 4775","Polymer Science and Engineering I: Formation and Properties","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","An introduction to the chemistry, structure, and formation of polymers, physical states and transitions, physical and mechanical properties to polymer fluids and solids. Crosslisted with CHEM, ME, MSE, and PTFE 4775."
"CHBE 4776","Polymer Science and Engineering II: Analysis, Processing and Laboratory","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Polymer fabrication processes and methods of characterization and identification of polymers are presented. Experiments in polymerization, processing and property evaluation of polymers.  Crosslisted with CHEM, ME, MSE, and TFE 4776."
"CHBE 4781","Biomedical Instrumentation","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","A study of medical instrumentation from a systems viewpoint. Pertinent physiological and electro-physiological concepts will be covered. Credit not allowed for bothCHBE 4781and (CHE 4781 orECE 4781orBMED 4781orME 4781)."
"CHBE 4782","Biosystems Analysis","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Analytical methods for modeling biological systems, including white-noise protocols for characterizing nonlinear systems. Crosslisted with BMED, ECE andME 4782."
"CHBE 4791","Mechanical Behavior of Composites","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Stress-strain behavior of composites, property of matrix and reinforcing materials, mechanics of fiber-reinforced composites, lamina and laminate analysis, and mechanical performance. Crosslisted with AE, CEE, ME, MSE, and PTFE 4791."
"CHBE 4793","Composite Materials and Processes","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Basic principles of selection and design of composite materials and their manufacturing and testing. Cost factors. Laboratory exercises on manufacturing and tests. Crosslisted with AE, CEE, ME, MSE, and PTFE 4793."
"CHBE 4794","Composite Materials and Manufacturing","Chemical & Biomolecular Engr (CHBE)","4 Credit Hours.","Basic principles of selection and design of composite materials and their manufacturing and testing. Cost factors. Laboratory exercises on manufacturing and tests. Crosslisted with AE, CEE, ME, MSE, and PTFE 4794."
"CHBE 4801","Special Topics","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 4802","Special Topics","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as as demand or interest warrants."
"CHBE 4803","Special Topics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 4804","Special Topics","Chemical & Biomolecular Engr (CHBE)","4 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 4805","Special Topics","Chemical & Biomolecular Engr (CHBE)","5 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 4806","Special Topics","Chemical & Biomolecular Engr (CHBE)","6 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 4853","Special Topics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 4873","Special Topics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Topics relevant to chemical engineering not currently covered in the undergraduate curriculum are presented as demand or interest warrants."
"CHBE 4901","Special Problems","Chemical & Biomolecular Engr (CHBE)","1-21 Credit Hours.","The student is given an opportunity to develop initiative and to apply fundamental principles by doing semioriginal laboratory or theoretical investigation of a chemical engineering problem."
"CHBE 4902","Special Problems","Chemical & Biomolecular Engr (CHBE)","1-21 Credit Hours.","The student is given an opportunity to develop initiative and to apply fundamental principles by doing semioriginal laboratory or theoretical investigation of a chemical engineering problem."
"CHBE 4903","Special Problems","Chemical & Biomolecular Engr (CHBE)","1-21 Credit Hours.","The student is given an opportunity to develop initiative and to apply fundamental principles by doing semioriginal laboratory or theoretical investigation of a chemical engineering problem."
"CHBE 4XXX","Chemical and Biomolecular Engineering Elective","Chemical & Biomolecular Engr (CHBE)","1-21 Credit Hours.",""
"CHBE 6001","Introdcution to Research and Resposible Conduct of Research for ChBE Graduate Students","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","This course introduces ChBE graduate students to topics that will be encountered in research and fulfills RCR (responsible conduct of reseach) in-person training requirements."
"CHBE 6003","Chemical Process Safety","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","The course focuses on risk reduction through design and hazard avoidance.  Sources of chemical hazards and risks are discussed."
"CHBE 6004","Communication Skills for Technical Problem Solving","Chemical & Biomolecular Engr (CHBE)","1 Credit Hour.","Applications of both written and oral communication skills to the solution of technical problems.  Includes focus, audience analysis, visual aids, and organization."
"CHBE 6020","Chemical Engineering in Nanoscale Systems","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Application of chemical processing fundamentals, fabrication, and characterization to design and analyze technologically important nanoscale systems.  The course emphasizes an integrated engineering and science approach."
"CHBE 6030","Chemical Engineering of Energy Systems","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Students will acquire the knowledge and tools to analyze CHP systems, traditional power generation, refinery and biorefinery configurations and advanced power generation and storage options."
"CHBE 6050","The Science and Engineering of Microelectronic Fabrication","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","An elective class for students interested in fabrication of semiconductor devices focusing on the fundamentals of materials synthesis, chemical and mechanical properties, and chemical reactions. Credit will not be awarded for bothCHBE 6050andCHBE 4050."
"CHBE 6100","Advanced Chemical Engineering Thermodynamics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Equations of state, corresponding states, and activity coefficient models and their relationship to intermolecular forces.  Phase and chemical equilibria in chemical engineering."
"CHBE 6110","Thermodynamics of Systems of Large Molecules","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Classical and statistical thermodynamics of systems that are important in chemical, biochemical, and polymer processing."
"CHBE 6120","Molecular Modeling","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Introduction to computational chemistry techniques for modeling substances at the molecular level, including: ab initio and semiempirical quantum methods, molecular dynamics, and Monte Carlo methods."
"CHBE 6130","Electrochemical Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Electrochemical thermodynamics and kinetics. Corrosion. Applications to semiconductor devices, fuel cells, and batteries."
"CHBE 6200","Advanced Transport Phenomena, Fluid Mechanics, and Heat","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Transfer Viscous fluid mechanics and convective heat transfer. Scaling analysis and lubrication. Stokes, and boundary layer flows.  Transport about solid bodies. Linear stability theory."
"CHBE 6210","Fluid Mechanics of Two-Phase Flow","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Two-phase flow of nondeformable particles in Newtonian fluids.  Rigorous results in the limit of small Reynolds number motions and applications to suspensions and colloids."
"CHBE 6220","Computational Fluid Dynamics: Applications in Environmental","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Applications in Environmental and Chemical Processes. Introduction to numerical methods for solving transport problems.  Applications to problems of interest in environmental and chemical processes."
"CHBE 6229","Introduction to MEMS","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Introduction to Micro-Electro-Mechanical Systems:  Microfabrication techniques including: photolithography, etching, physical and chemical vapor deposition, electroplating, bonding and polymer processing.  Application to sensors and actuators."
"CHBE 6230","Industrial Emissions Control","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Analysis of air quality criteria, ambient and emission standards, and industrial pollution sources.  Recovery and utilization of waste gases and particulate matter."
"CHBE 6231","Environmental Modeling in the Forest Products Industry","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","The science and engineering of waste treatment processes in the pulp and paper industry."
"CHBE 6232","Chemical Engineering Processes in Pulp & Paper Manufacturing","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","To study the details of some of the major unit operations in pulp and paper manufacturing."
"CHBE 6240","Advanced Separation Processes","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","This course provides an advanced analysis of separation process technology, with special emphasis on new separation techniques and their applications."
"CHBE 6250","Mass Transport through Solids","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","An in-depth introduction to transport of penetrants in and through solids.  Convective flow through porous media, and conductive flow through homogenous solids.  Membrane separations."
"CHBE 6260","Transport Phenomena-Mass Transfer","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Mass transport processes and material properties that affect them.  Principles of both steady- and unsteady-state molecular diffusion are developed and transfer mechanisms examined."
"CHBE 62X0","Xfer-Separation Process","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.",""
"CHBE 62X1","Xfer-Env Mod Forest Ind","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.",""
"CHBE 6300","Kinetics and Reactor Design","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","A study of chemical kinetics and mechanisms in complex homogeneous and heterogeneous reaction systems. Design and analysis of chemical reactors for such systems."
"CHBE 6310","Applied Chemical Kinetics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Applications of chemical kinetics to homogeneous and heterogeneous gas and liquid reactions, including techniques and analyses."
"CHBE 6320","Heterogeneous Catalysis","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Physics and chemistry of surfaces; thermodynamics, kinetics, and mechanism of adsorption and surface reactions; modern instrumental analyses; and industrial catalysis."
"CHBE 6400","Advanced Process Control","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Fundamentals of multivariate control theory as applied to chemical processes."
"CHBE 6410","Dynamic Behavior of Process Systems","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Introduction to process dynamics.  Modeling of lumped systems with and without chemical reactions.  Lumped processes involving phase equilibrium. Distributed parameter systems.  Optimization of transient processes."
"CHBE 6460","Microelectromechanical Devices","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Introduces fundamental concepts and tools needed for the design, simulation and analysis of MEMS devices.  These include electrical, mechanical, radiant, thermal, magnetic and chemical domains.  Credit not allowed for bothCHBE 6460andME 6460orECE 6460."
"CHBE 6500","Mathematical Modeling and Analysis of Chemical Processes","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Formulation and solution of mathematical models of a range of chemical processes with an emphasis on differential balances and incorporation of uncertainty."
"CHBE 6600","Polymerization Reaction Engineering","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Polymerization processes are analyzed with regard to reaction mechanism, kinetics, and reactor design.  Control of polymer structure during polymerization is emphasized."
"CHBE 6608","Semiconductor Microlithography and Patterning","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","The study of fundamental issues from physics, chemistry, chemical engineering, and electrical engineering inherent in semiconductor microlithography, encompassing both materials and processes used for pattern definition."
"CHBE 6609","Polymers in Microelectronics","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Use of polymers in microelectronics applications such as photolithography, interlevel dielectrics, encapsulation, packaging, magnetic media, and optical storage."
"CHBE 6610","Complex Fluids - Microstructure and Mechanical Properties","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Complex fluids have interesting, practically relevant mechanical properties that arise from complex microstructures. This course covers fundamental physical principles, experimental characterization techniques and current topics."
"CHBE 6634","Wet End Processing of Paper","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.","Wet end colloidal and polymer science of papermaking processes.  Processing with fiber, mineral fillers, brighteners, and polymer additives."
"CHBE 66X0","Xfer-Pulp-Paper Mfg I","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.",""
"CHBE 66X1","Xfer-Pulp-Paper Mfg II","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.",""
"CHBE 66X4","Xfer-Wet End Proc-Paper","Chemical & Biomolecular Engr (CHBE)","2 Credit Hours.",""
"CHBE 66X7","Transfer-Bioprocessing","Chemical & Biomolecular Engr (CHBE)","3 Credit Hours.",""
