"department","course_code","course_name","course_hours","course_description"
"Digital Media and Design (DMD)","DMD 3320","Storyboarding and Visual Development.","(3 Credits)","Previsualization processes and techniques for time-based projects."
"Digital Media and Design (DMD)","DMD 3350","3D Simulations.","(3 Credits)","Offers students an intermediate understanding of the art and science of creating physical simulations, using particle systems and collision detection. Creation of complicated rendering and compositing setups that make animations both easier to render and more flexible within the bounds of any animation or VFX sequence."
"Digital Media and Design (DMD)","DMD 3420","Wearable Electronics and Interactive Objects.","(3 Credits)","(Also offered as DRAM 3420.) Provides a basic understanding of electronics, key components, function, construction, and project design for wearable electronics and interactive objects. Concepts learned will form the core for students to continue to proactively explore and experiment with wearable electronics and interactive objects beyond the classroom."
"Digital Media and Design (DMD)","DMD 3440","Introduction to Mobile Application Development.","(3 Credits)","Through lecture and hands on exercises, students will be introduced to the processes, technologies, and environment of mobile applications."
"Digital Media and Design (DMD)","DMD 3470","Advanced Web Design and Development.","(3 Credits)","Explores intermediate and advanced web design and development techniques, covering Cascading Style Sheets, XML, dynamic HTML with Javascript, common frameworks, and the principles of site management. The course will also cover more advanced design concepts in website creation, such as efficient navigation design, designing for portability and accessibility, separating content from presentation for easy site updating and maintenance, planning interactivity, and search engine optimization."
"Digital Media and Design (DMD)","DMD 3475","Coding for Web and Interactive Media Design.","(3 Credits)","Explores intermediate programming techniques for web and interactive media projects."
"Digital Media and Design (DMD)","DMD 3500","Interactive Storytelling.","(3 Credits)","A project-based exploration of the relationship of story, character, and player in games. Students will develop narrative digital projects, examine a selection of popular storytelling games, and explore ways that games have historically visualized and communicated their stories."
"Digital Media and Design (DMD)","DMD 3520","3D Virtual World and Simulations.","(3 Credits)","Investigation of different virtual environments, simulations, and serious games and examine how game engines can be used to generate a three-dimensional computer-based environment. Students will create a 3D environment based on their own imagination and research."
"Digital Media and Design (DMD)","DMD 3530","Game Systems Design.","(3 Credits)","Students in this course learn and apply advanced game design techniques and game theory. Students focus on the concepts of balance, design, and player psychology, synthesizing these elements into cohesive and interesting gameplay."
"Digital Media and Design (DMD)","DMD 3540","Multiplayer Game Development.","(3 Credits)","Students create a multiplayer game experience based in a relevant game engine that adheres to or modifies the core mechanics to create a new multiplayer game experience."
"Digital Media and Design (DMD)","DMD 3570","History and Theory of Digital Art.","(3 Credits)","(Also offered as ARTH 3570.) Investigates forms of digital and Internet art and the mostly forgotten histories of the technologies behind them. Forms and themes to be explored include games/gaming, surveillance art, cyberfeminism, data visualization, and crowdsourced art. CA 1. CA 4."
"Digital Media and Design (DMD)","DMD 3581","3D Game Art I - Modeling and Texturing.","(3 Credits)","Basic introduction to all parts of the 3D asset creation pipeline for games including subdivision, surface, and spline modeling for game assets, UV unwrapping, PBR material painting, asset creation for game props, characters, and environments."
"Digital Media and Design (DMD)","DMD 3582","3D Game Art II - Motion and Technical Art.","(3 Credits)","Introduction to elements of motion and detailing with an emphasis on in-engine techniques including digital sculpting and retopology, rigging and animation for games, physics simulations, particle effects, custom shader design, camera animation and post-processing effects."
"Digital Media and Design (DMD)","DMD 3589","Historical Fiction in Games and Film.","(3 Credits)","(Also offered as HIST 3107.) Critique of historically themed films and video games; comparison to surviving primary documents and artifacts; assessment of historical accuracy and cultural impact."
"Digital Media and Design (DMD)","DMD 3610","Collaborating with Cultural Organizations I: Methods.","(3 Credits)","(Also offered as HIST 3103.) Introduction to mission-driven cultural organizations and methods for meaningful, effective collaboration with them and their communities in the digital age."
"Digital Media and Design (DMD)","DMD 3620","Collaborating with Cultural Organizations II: Practice.","(3 Credits)","(Also offered as HIST 3104.) Project-based application of digital public history tools and methods undertaken in partnership with a cultural organization. Provides immersion in issues of contemporary practice while building collaborative competency. Includes an integrated service learning component."
"Digital Media and Design (DMD)","DMD 3640","Human Rights Archives I: Documenting and Curating Community Memory.","(3 Credits)","(Also offered as HRTS 3640.) The use of human rights archival materials in documentary storytelling. Students will learn methods and best practices of collecting and managing digital visual and audio-visual archival assets. This is the first part of a two-semester unit addressing a common theme. Part I is not a prerequisite for Part II."
"Digital Media and Design (DMD)","DMD 3641","Human Rights Archives II: Visual Storytelling Practices.","(3 Credits)","(Also offered as HRTS 3641.) The use of human rights archival materials in documentary storytelling. Students will be trained in different documentary techniques and storytelling approaches working with oral history narratives and archival materials. This is the second part of a two-semester unit addressing a common theme. Part I is not a prerequisite for Part II."
"Digital Media and Design (DMD)","DMD 3710","Creative Content Strategy.","(3 Credits)","Explores key concepts and methods of content marketing, including digital content planning, creation, and distribution, by integrating multiple forms of media into a content strategy to maximize the impacts."
"Digital Media and Design (DMD)","DMD 3720","Digital Media Analytics.","(3 Credits)","Provides a working knowledge of the array of metrics and analytics needed to understand the digital consumer and measure the effectiveness of digital media marketing."
"Digital Media and Design (DMD)","DMD 3730","Digital Consumer Behavior.","(3 Credits)","Explores and analyzes the changes in consumer decision-making and behavior in today's digital world."
"Digital Media and Design (DMD)","DMD 3740","Digital Sports and Entertainment Studio.","(3 Credits)","The digital marketing landscape in sports and entertainment, including changes in the production, marketing, distribution, and consumption of sports and entertainment media properties."
"Digital Media and Design (DMD)","DMD 3750","Digital Media and Technology Ethics.","(3 Credits)","Explores the intersection of ethics, technology, and humanity in order to equip students with the critical thinking skills necessary to navigate the digital landscape."
"Digital Media and Design (DMD)","DMD 3820","Documentary Film Production.","(3 Credits)","This course introduces students to camera and sound recording for small-crew documentary filmmaking. Students learn interviewing, ethics in documentary, and basic story structure. Through analysis of short and feature length documentary films, as well as hands-on directing, filming, and editing, students will learn the art and technique of documentary filmmaking."
"Digital Media and Design (DMD)","DMD 3828","Social Documentary in Theory and Practice.","(3 Credits)","(Also offered as HRTS 3828.) The study of the evolution of the documentary genre and its potential use as a vehicle for social discourse and change. Through sustained engagement with the documentary genre, students will gain direct experience in shooting and editing short form documentary films."
"Digital Media and Design (DMD)","DMD 3830","Film Writing.","(3 Credits)","(Also offered as DRAM 3145.) Theoretical and practical work in the content and form of the fiction scenario."
"Digital Media and Design (DMD)","DMD 3840","Creative Producing for Independent Film.","(3 Credits)","Examination of each phase of the filmmaking process, from conception to marketing and distribution, through the role of a creative producer. Students develop pitching materials and entrepreneurial business plans for their original narrative, documentary or new media film projects."
"Digital Media and Design (DMD)","DMD 3850","Digital Sound Design.","(3 Credits)","A practical introduction to sound recording, editing, and mixing, designed to give students both the technical and artistic skills necessary to provide sound design for a variety of different media, including stand-alone audio, live-action film, animation, games, and more."
"Digital Media and Design (DMD)","DMD 3993","Foreign Study.","(1-12 Credits)","Special topics taken in a foreign study program (Fall, Spring, or Summer). Departmental consent required, normally before the student's departure to study abroad."
"Digital Media and Design (DMD)","DMD 3998","Variable Topics.","(1-6 Credits)","Prerequisites and recommended preparation vary."
"Digital Media and Design (DMD)","DMD 4015","Degree Exhibition.","(1 Credit)","Preparation of a project or portfolio for presentation in the Digital Media and Design Department's Degree Exhibition. May be taken in conjunction with the B.F.A. internship or senior project or B.A. senior thesis. Students taking this course will be assigned a final grade of S (satisfactory) or U (unsatisfactory)."
"Digital Media and Design (DMD)","DMD 4025","Portfolio and Professional Development: Putting it All Together.","(3 Credits)","Prepares Digital Media and Design BFA students for transition to careers through the development of a professional portfolio, resume, website, social media presence, other collateral, and associated skills, as well as BFA Degree Exhibition participation."
"Digital Media and Design (DMD)","DMD 4040","Agency.","(3 Credits)","An immersive study of the role, structure, procedures, techniques and processes employed by a Brand Agency within the digital and social media spaces."
"Digital Media and Design (DMD)","DMD 4045","Digital Content Design, Creation and Distribution Studio.","(3 Credits)","Develop marketing communications strategies, design, produce and distribute digital content for the Digital Media and Design Department and outside projects with corporate partners."
"Digital Media and Design (DMD)","DMD 4075","Senior Project.","(3 Credits)","Development of a project in the student's area of concentration that demonstrates vigorous and consistent thematic engagement and articulates both technical and conceptual sophistication. To be taken twice in two consecutive semesters in the student's senior year. To fulfill the graduation requirement for B.F.A., students must pass with a grade of C or better."
"Digital Media and Design (DMD)","DMD 4081","Digital Media Internship/Co-op.","(1-12 Credits)","Supervised professional experience in the student's field of study. A minimum GPA of 2.7 is required. Students taking this course will be assigned a final grade of S (satisfactory) or U (unsatisfactory)."
"Digital Media and Design (DMD)","DMD 4086","Senior Thesis.","(3 Credits)","Preparation and presentation of a thesis that demonstrates vigorous and consistent intellectual engagement and articulates technical, conceptual, and scholarly sophistication. To be taken twice in two consecutive semesters in the student's senior year."
"Digital Media and Design (DMD)","DMD 4200","Advanced Motion Media.","(3 Credits)","Advanced exploration of motion media topics, including large-scale, collaborative, and interdisciplinary projects, and investigations in emerging motion media technologies."
"Digital Media and Design (DMD)","DMD 4310","3D Rigging.","(3 Credits)","Concepts of rigging, with emphasis on animated props and characters. Techniques for using and creating bones, constraints, skeletons, skinning and weight painting."
"Digital Media and Design (DMD)","DMD 4340","Advanced Compositing for Visual Effects.","(3 Credits)","Takes the students further into the art of visual effects, combining computer generated animation together and with live action footage."
"Digital Media and Design (DMD)","DMD 4350","Advanced 3D Research and Production.","(3 Credits)","Explores, develops and evaluates the research and skills in 3D animation production, focusing on each student's own path of study."
"Digital Media and Design (DMD)","DMD 4470","Web 3: Expert Topics in Web Development.","(3 Credits)","Expert topics in web design and development, including intensive instruction and hands-on development with databases and server-side programming to build web applications."
"Digital Media and Design (DMD)","DMD 4475","Web and Interactive Media Design Practicum.","(3 Credits)","Digital technology is ever-changing and so too are techniques and workflows required in the production of web and interactive media projects. Through the completion of real-world projects, this course examines emerging technologies and techniques in the world of web and interactive media design."
"Digital Media and Design (DMD)","DMD 4500","Advanced Digital Game Design and Development.","(3 Credits)","Advanced study and application of digital game design and development, programming, 3D game environments, game testing, human computer interaction, quality assurance, and publishing."
"Digital Media and Design (DMD)","DMD 4536","Disruptive Technologies.","(3 Credits)","Exploration of emerging interactive technologies through the creation of rapid-fire prototypes utilizing experimental hardware and software. These skills enable students to develop interactive installations and unique gameplay scenarios."
"Digital Media and Design (DMD)","DMD 4545","Advanced Game Scripting.","(3 Credits)","Master gameplay scripting within a commercial game engine. Emphasis is on foundational knowledge required for developing artificial intelligence models, rendering, and networking for games."
"Digital Media and Design (DMD)","DMD 4640","Digital Public History Project.","(3 Credits)","(Also offered as HIST 4640.) Students work collaboratively, with instructor guidance and feedback, to design and complete a digital public history project or prototype."
"Digital Media and Design (DMD)","DMD 4725","Advanced Digital Analytics.","(3 Credits)","A project-based study of advanced digital analytics and social media listening tools and techniques. Students will utilize social listening and media intelligence platforms to conduct market research, analyze campaigns and digital initiatives, develop marketing strategy, and execute ongoing brand listening, crisis management, competitive intelligence, content analysis and reputation management initiatives."
"Digital Media and Design (DMD)","DMD 4810","Advanced Digital Cinematography.","(3 Credits)","Advanced course focused on the technical craft and aesthetics of cinematography / videography in the digital realm. Emphasis on advanced camera techniques (angles, movements, composition and blacking) and complex lighting and shot designs to enhance storytelling. Students will be required to buy/own a DSLR or mirrorless camera, a lens, data storage tools and basic cinematographer grip kit needed for class."
"Digital Media and Design (DMD)","DMD 4835","Narrative Short Film Production.","(3 Credits)","Production of narrative short films, delineating the role of the director, from script breakdown through post-production, with emphasis on directing actors and other methodologies necessary to realize the dramatic possibilities of a cinematic story. Students create several shorts and analyze the works of master directors."
"Digital Media and Design (DMD)","DMD 4860","Color Grading for Film and Video.","(3 Credits)","An advanced post-production course on the technical craft and aesthetics of color grading for digital film and video."
"Dramatic Arts (DRAM)","DRAM 1101","Introduction to the Theatre.","(3 Credits)","Examines theatre as a collaborative, socially expressive art form by analyzing the artistry, concepts, and techniques of theatre makers. Through discussion, experiential activities, and performances, students of all backgrounds experiment with creative processes to create theatre."
"Dramatic Arts (DRAM)","DRAM 1110","Introduction to Film.","(3 Credits)","A basic study of film as both a means of communication and as an art form. CA 1."
"Dramatic Arts (DRAM)","DRAM 1201","Drafting for the Theatre.","(3 Credits)","The basics of hand drafting techniques and the drafting conventions for scenic designers, lighting designers and technical directors."
"Dramatic Arts (DRAM)","DRAM 1202","Computer Drafting for the Theatre.","(3 Credits)","Computer Aided Drafting techniques for theatrical applications. Use of design software for creating various 2-D plans, including light plots, set designs and technical shop drawings. Assumes a good working knowledge of theatrical drafting conventions and techniques."
"Dramatic Arts (DRAM)","DRAM 1207","Design Fundamentals.","(3 Credits)","An introduction to the basic principles of design, its major components, and the application of design principles in performance as it relates to scenic, costume, lighting, sound, projection design, and puppetry."
"Dramatic Arts (DRAM)","DRAM 1209","Drawing and Painting Techniques for the Theatre.","(3 Credits)","An introduction to theatrical sketching and rendering emphasizing color composition in various media."
"Dramatic Arts (DRAM)","DRAM 1210","Computer Rendering for the Theatre.","(3 Credits)","Computer rendering for theatre design in 2-D and 3-D format."
"Dramatic Arts (DRAM)","DRAM 1215","Theatre Production: Makeup And Wardrobe For The Actor.","(3 Credits)","An introduction to the technology, tools, and materials used in makeup and wardrobe for actors."
"Dramatic Arts (DRAM)","DRAM 1216","Theatre Production: Lighting And Sound.","(3 Credits)","An introduction to the technology, tools, and materials used in lighting and sound for the theatre."
"Dramatic Arts (DRAM)","DRAM 1217","Theatre Production: Costumes And Makeup.","(3 Credits)","Introduction to the technology, tools, and materials used in costumes and makeup for the theatre."
"Dramatic Arts (DRAM)","DRAM 1218","Theatre Production: Stagecraft.","(3 Credits)","Introduction to the technology, tools, and materials used in constructing and rigging theatrical scenery."
"Dramatic Arts (DRAM)","DRAM 1282","Practicum in Dramatic Arts.","(1-6 Credits)","Practical work in all areas of dramatic arts, with emphasis on running crew assignments. May be repeated for credit with a change in course content to a maximum of 6 credits. Students taking this course will be assigned a final grade of S (satisfactory) or U (unsatisfactory)."
"Dramatic Arts (DRAM)","DRAM 1501","Introduction to World Puppetry.","(3 Credits)","Introduction to the global culture of puppetry, from Punch and Judy and Javanese shadow theater to robots, sports mascots, and Burning Man. Puppet performances in terms of their combination of visual art, performance, text, and music; social, political, and religious contexts of puppet performances. CA 1.CA 4-INT."
"Dramatic Arts (DRAM)","DRAM 1701","Acting I.","(2 Credits)","Basic acting techniques."
"Dramatic Arts (DRAM)","DRAM 1702","Acting II.","(3 Credits)","Additional basic acting techniques with emphasis on the presentation of scenes from contemporary plays."
"Dramatic Arts (DRAM)","DRAM 1710","Exploration of Acting.","(3 Credits)","The basic elements of the acting process and related skills for those not intending to pursue professional acting careers. May be repeated for credit to a total of six credits with change of instructor, or with instructor consent."
"Dramatic Arts (DRAM)","DRAM 1711","Introduction to Acting and Directing Practices.","(3 Credits)","An introduction to fundamental techniques in acting and directing through practical exercises, collaborative projects, and critical reflection."
"Dramatic Arts (DRAM)","DRAM 1801","Stage Movement I.","(2 Credits)","Conditioning the body to increase strength, flexibility, and sensitivity. Exploration of movement concepts in space, time and energy values, and mind body and environment relationships."
"Dramatic Arts (DRAM)","DRAM 1802","Stage Movement II.","(3 Credits)","Developing physical awareness and continuing body conditioning for the stage. Analyzing the natural world and how it moves. Work may include beginning mask, mime and tumbling skills."
"Dramatic Arts (DRAM)","DRAM 1811","Dance Appreciation.","(3 Credits)","Overview of dance history, technique, and choreography based on lecture, discussion, films and practicum. No previous dance experience required. CA 1."
"Dramatic Arts (DRAM)","DRAM 1901","Voice and Speech I.","(2 Credits)","Study of the skills required to develop an expressive, injury-free voice and improved speech on and off the stage."
"Dramatic Arts (DRAM)","DRAM 1902","Voice and Speech II.","(3 Credits)","Additional vocal and articulation/phonetics skills applied to the performance of both realistic and elevated language in dramatic literature."
"Dramatic Arts (DRAM)","DRAM 2120","Entrepreneurship in the Arts.","(3 Credits)","Unique entrepreneurial skills needed to navigate careers in the performing arts. Students will learn how to take on a leadership role, schedule, budget, fundraise, and market themselves and their projects."
"Dramatic Arts (DRAM)","DRAM 2130","Histories of Drama and Performance I.","(3 Credits)","Dramatic literature and performance histories from various cultural traditions from the 5th century BCE through the 17th century."
"Dramatic Arts (DRAM)","DRAM 2131","Histories of Drama and Performance II.","(3 Credits)","Dramatic literature and performance histories from various cultural traditions from the 17th century to contemporary examples."
"Dramatic Arts (DRAM)","DRAM 2134","Honors Core: Sports as Performance.","(3 Credits)","Rigorous critical investigation of parallels between sports and performance. Includes writing, critical readings, experiential activities, viewing sporting events/performances, multimodal research. Critical and theoretical perspectives on athletics, spectacle, performance, national identity, community, race, gender, sexuality, and more. CA 1."
"Dramatic Arts (DRAM)","DRAM 2135","History of Popular Theatre and Live Entertainment.","(3 Credits)","Global survey of popular forms such as circus, stage magic, melodrama, vaudeville, musicals, and clowning in relation to themes such as expressing identity, speaking back to power, questioning gender norms, and making money. CA1. CA4 INT."
"Dramatic Arts (DRAM)","DRAM 2136","Asian Theatre and Performance.","(3 Credits)","(Also offered as AAAS 2136.) Asian theatre, opera, dance, and other performance forms and their elaboration, reworking, and dissolution in modern and contemporary times, examined in relation to changes in society, politics, religion, and culture. CA 1. CA 4-INT."
"Dramatic Arts (DRAM)","DRAM 2141","Script and Performance Analysis.","(3 Credits)","An exploration of how theatre and performance tell stories. Introduces foundational techniques for analyzing texts and preparing them for production and identifying and evaluating non-textual elements of performance."
"Dramatic Arts (DRAM)","DRAM 2150","Devising Theatre for Social Justice I.","(3 Credits)","(Also offered as HRTS 2150.) Making theatre without a pre written script to address a social justice topic of interest, moving from initial stimulus to concluding performance. Students will center a contemporary issue of social justice while developing theatre making skills, emphasizing collaborative co creation, small group work, and the development and presentation of a range of performance forms. CA 1."
"Dramatic Arts (DRAM)","DRAM 2203","The Holocaust in Print, Theater, and Film.","(3 Credits)","(Also offered as HEJS 2203.) Representations of the Holocaust, including first-hand accounts and documentaries; artistic choices in genre, structure, imagery, point of view, and the limits of representation. CA 1. CA 4-INT."
"Dramatic Arts (DRAM)","DRAM 2701","Acting III.","(3 Credits)","The study and practice of techniques for realism and naturalism typically used in performing works by the modern realists."
"Dramatic Arts (DRAM)","DRAM 2702","Acting IV.","(3 Credits)","A continuation of the study and practice of techniques utilized in the performance of modern realists."
"Dramatic Arts (DRAM)","DRAM 2711","Introduction to Directing.","(3 Credits)","Emphasis on theory and play analysis from the director's point of view."
"Dramatic Arts (DRAM)","DRAM 2810","Stage Movement III.","(3 Credits)","Beginning the process of applying the actor's movement skills to the unique requirements of different theatrical forms and structures. Applied skills may include tumbling, gymnastics, clowning, mask work, ethnic arts, hand-to-hand combat, armed combat and many theatrical forms and styles of dance."
"Dramatic Arts (DRAM)","DRAM 2812","Stage Movement IV.","(3 Credits)","Developing and applying additional movement skills to different types and styles of dramatic expression."
"Dramatic Arts (DRAM)","DRAM 2901","Voice and Speech III.","(3 Credits)","In-depth study of applied voice and speech skills, particularly flexibility of the voice and application of vocal variety to understanding and expressing the structure and meaning of language and text."
"Dramatic Arts (DRAM)","DRAM 2902","Vocal Performance Techniques.","(3 Credits)","Basic skills in voice production, vocal variety, articulation, and voice characterization for those in the dramatic arts pursuing careers other than stage acting."
"Dramatic Arts (DRAM)","DRAM 3100","Dramatic Arts: The Practice and the Profession.","(0.5 Credits)","A forum for Dramatic Arts students to meet, share and discuss ongoing work, engage collaboratively across programs and cohorts, discuss emerging issues in the department and the field, and learn from the skills and experiences of guest artists."
"Dramatic Arts (DRAM)","DRAM 3103","Stage Management for the Theatre.","(3 Credits)","Studies of the vocation and profession of stage management as defined by modern theatre practice. Also examines inter-relationships between the stage manager and the other members of the theatrical production staff."
"Dramatic Arts (DRAM)","DRAM 3121","Advertising, Publicity, and Promotion in the Dramatic Arts.","(3 Credits)","An introduction to the basic techniques of advertising copy, news releases, and feature stories."
"Dramatic Arts (DRAM)","DRAM 3130","Women in Theatre: Gender Identity and Expression on the Stage.","(3 Credits)","A critical study of women's participation in the art of theatre, with particular attention to theatre as a tool for exploring gender identity and expression. Focus on plays and performances, primarily from the 20th- and 21st-century United States, analyzing how evolving feminist concerns are reflected in women's theatrical work and how changing concepts of gender and other intersectional identities are embodied on the stage. CA 4."
"Dramatic Arts (DRAM)","DRAM 3131","Black Theatre.","(3 Credits)","(Also offered as AFRA 3131.) Critical study of Black theatre and performance through reading, dialogue, creative exercises, and group work. CA 4."
"Dramatic Arts (DRAM)","DRAM 3132","African-American Women Playwrights, 1900 to the present.","(3 Credits)","(Also offered as AFRA 3132.) African American women's playwriting in relationship to social, historical, and political contexts. CA 1. CA 4."
"Dramatic Arts (DRAM)","DRAM 3133","Latina/o Theatre.","(3 Credits)","A study of Latina/o theatre and performance in the U.S. CA 4."
"Dramatic Arts (DRAM)","DRAM 3138","Trends in Contemporary Theatre.","(3 Credits)","A study of the major trends in drama and theatrical production of the western world today."
"Dramatic Arts (DRAM)","DRAM 3139","Theatre and Human Rights.","(3 Credits)","(Also offered as HRTS 3139.) Provides a critical study of theatre production as political discourse in global areas of conflict and how that discourse defines, or is defined by, human rights issues."
"Dramatic Arts (DRAM)","DRAM 3141","Playwriting.","(3 Credits)","(Also offered as ENGL 3705.) The writing, workshopping, revision, and structuring of plays. Key themes include character development, world-building, action, the voice of the playwright, incorporating dramaturgical feedback, revision, and cultivating consistent writing habits."
"Dramatic Arts (DRAM)","DRAM 3141W","Playwriting.","(3 Credits)","(Also offered as ENGL 3705W.) The writing, workshopping, revision, and structuring of plays. Key themes include character development, world-building, action, the voice of the playwright, incorporating dramaturgical feedback, revision, and cultivating consistent writing habits."
"Dramatic Arts (DRAM)","DRAM 3142","Dramaturgy I.","(3 Credits)","Offers students a broad overview of the historical, critical and theoretical background of dramaturgy and introduces them to dramatic criticism, literary office dramaturgy, and the fundamentals of production dramaturgy."
"Dramatic Arts (DRAM)","DRAM 3145","Film Writing.","(3 Credits)","(Also offered as ENGL 3707.) Theoretical and practical work in the content and form of the fiction scenario."
"Dramatic Arts (DRAM)","DRAM 3182","Practicum in Dramatic Arts.","(1-6 Credits)","Practical work in all areas of dramatic arts. Students taking this course will be assigned a final grade of S (satisfactory) or U (unsatisfactory.)"
"Dramatic Arts (DRAM)","DRAM 3194","Dramaturgy Seminar.","(1-3 Credits)","Practical work in dramaturgy. Students enrolled in the course have been assigned as dramaturgs for Connecticut Repertory Theatre productions or are undertaking alternative dramaturgical assignments such as performance curation or audience outreach projects."
"Dramatic Arts (DRAM)","DRAM 3199","Independent Study.","(1-6 Credits)","A reading or project course under the direction of an appropriate staff member."
"Dramatic Arts (DRAM)","DRAM 3201","Scene Construction.","(3 Credits)","Basic techniques of constructing two dimensional and three dimensional scenery."
"Dramatic Arts (DRAM)","DRAM 3202","Rigging.","(3 Credits)","Rigging systems and the basic techniques for flying scenery, with an emphasis on rigging safety."
"Dramatic Arts (DRAM)","DRAM 3219","Sound Technology and Production Audio.","(3 Credits)","Introduction to the characteristics and properties of sound, as well as the design, assembly, and operation of audio systems for the theatre and live entertainment."
"Dramatic Arts (DRAM)","DRAM 3220","Sound for the Theatre.","(3 Credits)","Art of sound design for the theatre and live performance. Using collaborative techniques and creative methods to develop original sound compositions."
"Dramatic Arts (DRAM)","DRAM 3301","Scene Design.","(3 Credits)","Introduction to scene design fundamentals, analysis, and techniques."
"Dramatic Arts (DRAM)","DRAM 3302","Scene Design.","(3 Credits)","Introduction to scene design fundamentals, analysis, and techniques."
"Dramatic Arts (DRAM)","DRAM 3320","Scenic Painting Techniques.","(3 Credits)","Students will learn drawing and painting techniques used by scenic artists in the theatre. Students will be required to purchase scenic brushes and other basic tools needed for class."
"Dramatic Arts (DRAM)","DRAM 3401","Costume History.","(3 Credits)","A slide survey class covering the origins and development of dress to the present day. Specifically African, Middle Eastern, and Euro-Centric dress, along with the societies and manners which created fashion."
"Dramatic Arts (DRAM)","DRAM 3402","Costume Design.","(3 Credits)","An introductory class centering on the designer's approach to the text, the creation of the designed look for the characters in the play, and the process of how to realize the costumes."
"Dramatic Arts (DRAM)","DRAM 3420","Wearable Electronics and Interactive Objects.","(3 Credits)","(Also offered as DMD 3420.) Provides a basic understanding of electronics, key components, function, construction, and project design for wearable electronics and interactive objects. Concepts learned will form the core for students to continue to proactively explore and experiment with wearable electronics and interactive objects beyond the classroom."
"Dramatic Arts (DRAM)","DRAM 3440","Costume Technology.","(3 Credits)","Basic foundation in the fabrication of clothing and costume items for the theater, wider entertainment fields and related industries."
"Dramatic Arts (DRAM)","DRAM 3501","Lighting for the Theatre.","(3 Credits)","Introduction to lighting design fundamentals, analysis, and techniques."
"Dramatic Arts (DRAM)","DRAM 3502","Lighting for the Theatre.","(3 Credits)","Introduction to lighting design fundamentals, analysis, and techniques. Requires one or more of the Adobe Creative Cloud software programs; students are responsible for purchasing the latest version of Adobe's Creative Cloud for education apps and installing it on their personal computer."
"Dramatic Arts (DRAM)","DRAM 3601","Mask Theatre.","(3 Credits)","Masking as a theatrical and sculptural practice is studied through the design, fabrication and performance of historical and contemporary forms."
"Dramatic Arts (DRAM)","DRAM 3602","Paper Sculpture.","(3 Credits)","Sculpture and design techniques are practiced using the Roser Papier Methode for puppet fabrication. Full realization and performance of the sculptures as puppets completes the design exploration."
"Dramatic Arts (DRAM)","DRAM 3603","Rod Puppetry.","(3 Credits)","A practical exploration of Rod Puppet Theatre through the design, fabrication and performance of several forms of Rod Puppet."
"Dramatic Arts (DRAM)","DRAM 3604","Puppetry in Television.","(3 Credits)","Analysis and practical experience with television techniques for the Puppet Arts. Projects include design, fabrication and performance of Moving-mouth Puppets and other forms suited for the televisual medium."
"Dramatic Arts (DRAM)","DRAM 3605","Shadow Theatre.","(3 Credits)","The worldwide phenomena of Shadow Theatre are explored through cultural studies; figure design, fabrication and performance; storyboarding; and production development for both direct screen and projected presentations."
"Dramatic Arts (DRAM)","DRAM 3607","Materials Techniques.","(3 Credits)","Techniques such as character design, clay sculpture, mold making, casting, painting, foam carving, over-casting and wood carving are explored through practice as foundations for puppet fabrication."
"Dramatic Arts (DRAM)","DRAM 3608","Hand Puppetry.","(3 Credits)","Hand puppet animation techniques are developed via forms such as Hand Pantomime, Glove Puppet and Moving-mouth Puppet performance. Design and fabrication methods complement the performance study."
"Dramatic Arts (DRAM)","DRAM 3609","UV/Czech Black Theatre.","(3 Credits)","Practical exploration of UV (""Black Light"") and Czech Black Theatre (""Curtain of Light"") techniques as applied in the Puppet Theatre."
"Dramatic Arts (DRAM)","DRAM 3610","Movement-Based Performance for the Puppet Theatre I.","(3 Credits)","Awaken and develop imaginative and skilled theatrical performers through devising work and exploration of movement-based theatre techniques."
"Dramatic Arts (DRAM)","DRAM 3611","Trends in the Contemporary Puppet Theatre.","(3 Credits)","A study of the major trends in drama, design styles and production of the puppet theatre in the western world today. Additional project required for graduate credit."
"Dramatic Arts (DRAM)","DRAM 3612","Plays for Puppet Theatre.","(3 Credits)","Surveying the dramatic repertoire of plays written or devised for puppets, this course considers translation from page to stage, develops skills in textual analysis and dramaturgy, and mines these playtexts as models for composing new plays for puppets."
"Dramatic Arts (DRAM)","DRAM 3615","Object Theatre.","(3 Credits)","A practical exploration of object theatre, also known as thing theatre or found object performance, a modern form of stage animation in which ordinary household objects and materials take on the appearance of life. Emphasis is placed on creating original performances in established and emerging styles of performance."
"Dramatic Arts (DRAM)","DRAM 3711","Advanced Study of Acting and Directing.","(3 Credits)","While focusing on the creative process of actors and directors working together, students will engage in practical exercises, collaborative projects, and critical reflection."
"Dramatic Arts (DRAM)","DRAM 3721","Performance Techniques.","(1-6 Credits)","Performance study and practice in selected areas of dramatic arts."
"Dramatic Arts (DRAM)","DRAM 3995","Special Topics in Dramatic Arts.","(3 Credits)","Course content may vary each semester based on instructor expertise."
"Dramatic Arts (DRAM)","DRAM 3998","Variable Topics in Dramatic Arts.","(3 Credits)",""
"Dramatic Arts (DRAM)","DRAM 4122","Theatre Management.","(3 Credits)","An exploration of the critical questions and challenges facing theatre managers today. Students will broaden their knowledge of leadership, fundraising, board relations, community development, equity, diversity, and inclusion, among other competencies necessary to run a theatre. The course culminates in the creation of a comprehensive business plan."
