"code","title","subject"
"HSA4853","Internship Orientation","HSA - Health Services Administration"
"HSA4939","Health Services Administration Capstone","HSA - Health Services Administration"
"HSC2000","Introduction to Careers in Health Professions","HSC - Health Science"
"HSC2524","Introduction to Human Disease","HSC - Health Science"
"HSC3102","Foundations of Health Behavior","HSC - Health Science"
"HSC3110","Medical Self Assessment","HSC - Health Science"
"HSC3147","Introduction to Pharmacology","HSC - Health Science"
"HSC3211","Preventive Health Care","HSC - Health Science"
"HSC3432","Occupational Safety for the Health Care Professional","HSC - Health Science"
"HSC3537","Medical Terminology","HSC - Health Science"
"HSC3559","Disabilities in American Society","HSC - Health Science"
"HSC3593","HIV Disease: A Human Concern","HSC - Health Science"
"HSC4008","Professional Development in Health Professions","HSC - Health Science"
"HSC4158","Medical Pharmacology I","HSC - Health Science"
"HSC4159","Medical Pharmacology II","HSC - Health Science"
"HSC4201","Community Health","HSC - Health Science"
"HSC4500","Epidemiology","HSC - Health Science"
"HSC4501","Epidemiology of Chronic Diseases","HSC - Health Science"
"HSC4553","Concepts in Pathophysiological Diagnosis","HSC - Health Science"
"HSC4555","Pathophysiology I","HSC - Health Science"
"HSC4558","Pathophysiology II","HSC - Health Science"
"HSC4564","Health Care Needs of the Aging Population","HSC - Health Science"
"HSC4572","Clinical Nutrition","HSC - Health Science"
"HSC4652","Health Law and Ethics","HSC - Health Science"
"HSC4703","Clinical Documentation for Health Care Professions","HSC - Health Science"
"HSC4730","Applied Health Research Methodology","HSC - Health Science"
"HSC4813","Instructional Experiences in Health Sciences","HSC - Health Science"
"HSC4930","Health Sciences Seminar","HSC - Health Science"
"HSC4943","Health Sciences Internship","HSC - Health Science"
"HUM2020","Encountering the Humanities","HUM - Humanities"
"HUM2020H","Honors Encountering the Humanities","HUM - Humanities"
"HUM2210","Studies in Culture: Ancient to 17th Century","HUM - Humanities"
"HUM2230","Studies in Culture: 17th Century to Present","HUM - Humanities"
"HUM3252","Contemporary Humanities","HUM - Humanities"
"HUM3255","Modern Humanities","HUM - Humanities"
"HUM3307","Memory and Testimony","HUM - Humanities"
"HUM3320","Contemporary Multicultural Studies","HUM - Humanities"
"HUM3326","Theories of Sex and Gender in Humanities","HUM - Humanities"
"HUM3397","Environmental Humanities","HUM - Humanities"
"HUM3401","Asian Humanities","HUM - Humanities"
"HUM3402","East Asian Folklore and Popular Culture","HUM - Humanities"
"HUM3404","Asian American Studies","HUM - Humanities"
"HUM3419H","Honors Islamic Thought and Culture","HUM - Humanities"
"HUM3423","African Humanities","HUM - Humanities"
"HUM3431","Ancient Humanities","HUM - Humanities"
"HUM3435","Medieval Humanities","HUM - Humanities"
"HUM3460","Latin American Humanities","HUM - Humanities"
"HUM3467","Latinx Cultural Expressions","HUM - Humanities"
"HUM3482","Native American Humanities","HUM - Humanities"
"HUM3800","Research Methods in Humanities","HUM - Humanities"
"HUM3805","Critical Theory in the Humanities","HUM - Humanities"
"HUM3806","Critical Race Theory","HUM - Humanities"
"HUM3830","Introduction to Digital Humanities","HUM - Humanities"
"HUM4301","The Classical Ideal","HUM - Humanities"
"HUM4330","Performance Theory","HUM - Humanities"
"HUM4381","Race and Technology","HUM - Humanities"
"HUM4392","Form and Fashion","HUM - Humanities"
"HUM4394","Place and Space","HUM - Humanities"
"HUM4459","American Cultural Studies in Humanities","HUM - Humanities"
"HUM4823","Queer Theory in the Humanities","HUM - Humanities"
"HUM4826","Postcolonial Theory","HUM - Humanities"
"HUM4931","Key Figures in the Humanities & Cultural Studies","HUM - Humanities"
"HUM4933","Senior Research Seminar","HUM - Humanities"
"HUM4934","Key Concepts in Humanities & Cultural Studies","HUM - Humanities"
"HUN2201","Fundamentals of Human Nutrition","HUN - Human Nutrition"
"HUN3011","Human Nutrition","HUN - Human Nutrition"
"HUN3013","Nutrition Concepts and Issues in the Food Service Industry","HUN - Human Nutrition"
"IDC2141","Introduction to Data Science","IDC - Interdisciplinary Computing"
"IDH1920H","Honors Symposium","IDH - Interdisciplinary Honors"
"IDH1921H","Honors Symposium II","IDH - Interdisciplinary Honors"
"IDH3101H","Honors Cultural Traditions of India","IDH - Interdisciplinary Honors"
"IDH3600H","Honors Case Studies in Ethics","IDH - Interdisciplinary Honors"
"IDH4030H","Honors Windows To The World","IDH - Interdisciplinary Honors"
"IDS3053","Interdisciplinary Research Methods","IDS - Interdisciplinary Studies"
"IDS3396","Embracing Disability","IDS - Interdisciplinary Studies"
"IDS3635","Critical Information Literacy for Research Assignments and Beyond","IDS - Interdisciplinary Studies"
"IDS3933","Cornerstone Experience","IDS - Interdisciplinary Studies"
"IDS4204C","Advanced Topics on Energy and Sustainability","IDS - Interdisciplinary Studies"
"IDS4602","Reviving the Past: Researching Lost Communities","IDS - Interdisciplinary Studies"
"IDS4687","Interdisciplinary Communication","IDS - Interdisciplinary Studies"
"IDS4934","Capstone Experience","IDS - Interdisciplinary Studies"
"IDS4939","Senior Seminar","IDS - Interdisciplinary Studies"
"IDS4947","Internship","IDS - Interdisciplinary Studies"
"IHS4950","Interdisciplinary Projects in Health Professions","IHS - Interdisciplinary Health Professions"
"IHS4952","Clinical Shadowing Abroad for Health Professions","IHS - Interdisciplinary Health Professions"
"INP3004","Industrial/Organizational Psychology","INP - Industrial & Applied Psychology"
"INP3004H","Honors Industrial/Organizational Psychology","INP - Industrial & Applied Psychology"
"INP3253","Performance Appraisal and Job Coaching","INP - Industrial & Applied Psychology"
"INP3951","Industrial/Organizational Field Work","INP - Industrial & Applied Psychology"
"INP4313","Organizational Psychology","INP - Industrial & Applied Psychology"
"INP4319","Occupational Health Psychology","INP - Industrial & Applied Psychology"
"INP4380","Psychology of Teamwork","INP - Industrial & Applied Psychology"
"INR2002","International Relations-Theory and Practice","INR - International Relations"
"INR3016","Global Political Issues","INR - International Relations"
"INR3250","Politics of Pan-Africanism","INR - International Relations"
"INR3253","International Politics of Africa","INR - International Relations"
"INR4008","Global Perspectives","INR - International Relations"
"INR4011","Politics of Globalization","INR - International Relations"
"INR4030","Diplomacy","INR - International Relations"
"INR4030H","Honors Diplomacy","INR - International Relations"
"INR4035","International Political Economy","INR - International Relations"
"INR4054","Global Politics of Energy","INR - International Relations"
"INR4060","Causes of War","INR - International Relations"
"INR4063","The Cold War","INR - International Relations"
"INR4074","Immigration Policy","INR - International Relations"
"INR4075","Human Rights Policy","INR - International Relations"
"INR4076","Global Drug Policy","INR - International Relations"
"INR4084","Politics of International Terrorism","INR - International Relations"
"INR4084H","Honors Politics of International Terrorism","INR - International Relations"
"INR4085","Women, Gender, and Globalization","INR - International Relations"
"INR4102","American Foreign Policy","INR - International Relations"
"INR4104","Topics and Cases in American Foreign Policy","INR - International Relations"
"INR4114","American Security Policy","INR - International Relations"
"INR4115","Strategic Weapons and Arms Control","INR - International Relations"
"INR4224","Contemporary International Politics of Asia","INR - International Relations"
"INR4225","The Vietnam War","INR - International Relations"
"INR4243","International Politics of Latin America","INR - International Relations"
"INR4274","International Politics of the Middle East","INR - International Relations"
"INR4304","Issues in International Public Policy","INR - International Relations"
"INR4335","Coercion in International Politics","INR - International Relations"
"INR4350","Global Environmental Politics","INR - International Relations"
"INR4351","International Environmental Law","INR - International Relations"
"INR4360","The Intelligence Process","INR - International Relations"
"INR4363","Intelligence Analysis and Reporting","INR - International Relations"
"INR4364H","Honors: The Intelligence Community","INR - International Relations"
"INR4401","International Law","INR - International Relations"
"INR4404","Space Law","INR - International Relations"
"INR4502","International Organizations","INR - International Relations"
"INR4603","International Relations Theory","INR - International Relations"
"INR4714","Politics of International Trade Policy","INR - International Relations"
"INR4743","Military Power and Effectiveness","INR - International Relations"
"INR4744","Militaries in World Politics","INR - International Relations"
"INR4764","Cyberwarfare Policy","INR - International Relations"
"INR4764H","Honors Cyberwarfare Policy","INR - International Relations"
"INR4765","Emerging Space Powers","INR - International Relations"
"INR4774","Military Space Policy","INR - International Relations"
"INR4933H","Honors Human Trafficking","INR - International Relations"
"INR4942","Intelligence Studies Capstone","INR - International Relations"
"ISC2054","STEM Seminar I","ISC - Interdisciplinary Sciences"
"ISC2055","STEM Seminar II","ISC - Interdisciplinary Sciences"
"ISC2215","Interdisciplinary Applications of Calculus I","ISC - Interdisciplinary Sciences"
"ISC2216","Interdisciplinary Applications of Calculus II","ISC - Interdisciplinary Sciences"
"ISC3417","Computational Nanoscience","ISC - Interdisciplinary Sciences"
"ISC3424","Chemical and Life Science Nanotechnology","ISC - Interdisciplinary Sciences"
"ISC3471","Nanoscience and Nanotechnology","ISC - Interdisciplinary Sciences"
"ISC4241","Data Science I","ISC - Interdisciplinary Sciences"
"ISC4242","Data Science II","ISC - Interdisciplinary Sciences"
"ISC4311","Predictive Analytics","ISC - Interdisciplinary Sciences"
"ISC4323C","Praxis for Data Science","ISC - Interdisciplinary Sciences"
"ISC4405","Fundamentals of Discipline-Based Education Research (DBER) in STEM Disciplines","ISC - Interdisciplinary Sciences"
"ISC4551","Data Graphics and Visualization","ISC - Interdisciplinary Sciences"
"ITA1120C","Elementary Italian Language and Civilization I","ITA - Italian Language"
"ITA1121C","Elementary Italian Language and Civilization II","ITA - Italian Language"
"ITA2010C","Italian for Spanish Speakers","ITA - Italian Language"
"ITA2200","Intermediate Italian Language and Civilization I","ITA - Italian Language"
"ITA2201","Intermediate Italian Language and Civilization II","ITA - Italian Language"
"ITA3215","Azione! Italian through Film","ITA - Italian Language"
"ITA3420","Italian Composition","ITA - Italian Language"
"ITA3501","Made in Italy: A Story of Excellence","ITA - Italian Language"
"ITA3502","Canta che ti passa!: Italian through Music","ITA - Italian Language"
"ITA3564","Modern Italian Culture","ITA - Italian Language"
"ITA3620","Cucina nostra: Italian through Food","ITA - Italian Language"
"ITA3760","Advanced Italian Oral Communication","ITA - Italian Language"
"ITT3301","Italian & Italian American Women's Literature","ITT - Italian Literature"
"ITT3443","Dante's Inferno","ITT - Italian Literature"
"ITT3480","Italian Literature in Translation","ITT - Italian Literature"
"ITT4300","From Italy to America","ITT - Italian Literature"
"ITT4956","Study Abroad: Modern and Contemporary Italian Culture","ITT - Italian Literature"
"ITT4957H","Honors Italian Literature in Translation","ITT - Italian Literature"
"ITW3100","Survey of Italian Literature I","ITW - Italian Literature (Writings)"
"ITW3101","Survey of Italian Literature II","ITW - Italian Literature (Writings)"
"ITW3373","The Modern Italian Short Story","ITW - Italian Literature (Writings)"
"JOU2100","News Writing","JOU - Journalism"
"JOU3004","History of American Journalism","JOU - Journalism"
"JOU3015","Principles of Journalism","JOU - Journalism"
"JOU3101C","Advanced Reporting","JOU - Journalism"
"JOU3184C","Metro Reporting","JOU - Journalism"
"JOU3201","Editing I","JOU - Journalism"
"JOU3202","Editing II","JOU - Journalism"
"JOU3301","Journalism Readings","JOU - Journalism"
"JOU3313C","Sports Reporting","JOU - Journalism"
"JOU3320","News Producing","JOU - Journalism"
"JOU3510","Magazine Publishing","JOU - Journalism"
"JOU3951","Knightly Latino","JOU - Journalism"
"JOU4181","Public Affairs Reporting","JOU - Journalism"
"JOU4300","Feature Writing","JOU - Journalism"
"JOU4308","Freelance Writing","JOU - Journalism"
"JOU4340C","Online Journalism I","JOU - Journalism"
"JOU4342C","Multimedia Journalism","JOU - Journalism"
"JOU4447","Magazine Editing and Production","JOU - Journalism"
"JOU4700","Journalism Ethics","JOU - Journalism"
"JOU4941","Internship","JOU - Journalism"
"JOU4950","Senior Capstone in Journalism","JOU - Journalism"
"JPN1120C","Elementary Japanese Language and Civilization I","JPN - Japanese Language"
"JPN1121C","Elementary Japanese Language and Civilization II","JPN - Japanese Language"
"JPN1421","Japanese Language through Anime, Gaming and Technology","JPN - Japanese Language"
"JPN2200","Intermediate Japanese Language and Civilization I","JPN - Japanese Language"
"JPN2201","Intermediate Japanese Language and Civilization II","JPN - Japanese Language"
"JST3005","Tenets of Judaism","JST - Judaic Studies"
"JST3100","The Hebrew Bible as Literature","JST - Judaic Studies"
"JST3120","Hebrew Scriptures","JST - Judaic Studies"
"JST3121","Classic Texts of Judaism","JST - Judaic Studies"
"JST3125","The Book of Job","JST - Judaic Studies"
"JST3126","Romantic Love in the Bible","JST - Judaic Studies"
"JST3144","Dead Sea Scrolls","JST - Judaic Studies"
"JST3149","The Jewish View of Jesus","JST - Judaic Studies"
"JST3190","Social Justice & the Prophets","JST - Judaic Studies"
"JST3210","Kabbalah: Jewish Mysticism","JST - Judaic Studies"
"JST3401","Jewish People in Antiquity","JST - Judaic Studies"
"JST3402","Jewish People in the Common Era","JST - Judaic Studies"
"JST3415","American Jewish History","JST - Judaic Studies"
"JST3424","Biblical Archaeology","JST - Judaic Studies"
"JST3450","Modern Jewish Experience","JST - Judaic Studies"
"JST3481","20th Century Jewish History and Thought","JST - Judaic Studies"
"JST3510","Notable Women in Jewish History","JST - Judaic Studies"
"JST3523","Judaism and Islam","JST - Judaic Studies"
"JST3550","Introduction to Modern Judaism","JST - Judaic Studies"
"JST3551","The Holy and the Profane: The Introduction of Secularism into Modern Judaism","JST - Judaic Studies"
"JST3600","Judaism and Science","JST - Judaic Studies"
"JST3620","Contemporary Jewish Ethics and Morality","JST - Judaic Studies"
"JST3701","History of the Holocaust","JST - Judaic Studies"
"JST3751","Literature of the Holocaust","JST - Judaic Studies"
"JST3803","The Israeli Experience in Short Stories","JST - Judaic Studies"
"JST3820","Modern Israeli Culture","JST - Judaic Studies"
"JST3821","Israel: Start-Up Nation","JST - Judaic Studies"
"JST4160","History of the Talmud: Law and Ethics","JST - Judaic Studies"
"KOR1120C","Elementary Korean Language and Civilization I","KOR - Korean Language"
"KOR1121C","Elementary Korean Language and Civilization II","KOR - Korean Language"
"KOR2200","Intermediate Korean I","KOR - Korean Language"
"KOR2201","Intermediate Korean II","KOR - Korean Language"
"LAE3414","Literature for Children","LAE - Language Arts & English Education"
"LAE4314","Language Arts in the Elementary School","LAE - Language Arts & English Education"
"LAE4342","Programs in Teaching Language and Composition","LAE - Language Arts & English Education"
"LAE4360","English Instructional Analysis","LAE - Language Arts & English Education"
"LAE4361","Literacy Strategies in a Digital Age for Middle and High School","LAE - Language Arts & English Education"
"LAE4464","Survey of Adolescent Literature","LAE - Language Arts & English Education"
"LAE4466","Canon, Young Adult Literature and the English Language Arts Curriculum","LAE - Language Arts & English Education"
"LAH3130","Early Latin America","LAH - Latin American History"
"LAH3200","Modern Latin America","LAH - Latin American History"
"LAH3470","History of the Caribbean","LAH - Latin American History"
"LAH4136","Colonial Florida","LAH - Latin American History"
"LAH4461","History of Puerto Rico","LAH - Latin American History"
"LAH4480","History of Cuba","LAH - Latin American History"
"LAH4503","History of South America","LAH - Latin American History"
"LAH4512","Modern Argentina","LAH - Latin American History"
"LAH4630","History of Modern Brazil","LAH - Latin American History"
"LAH4738","Urban Design of Latin America","LAH - Latin American History"
"LAH4780","Poverty and Development in Latin America","LAH - Latin American History"
"LAS3002","Topics in Latin American Studies","LAS - Latin American Studies"
"LAS3026","Cuba: A Collective Portrait","LAS - Latin American Studies"
"LAS3101","Latin American Popular Culture","LAS - Latin American Studies"
"LAS3320","Brazilian Culture","LAS - Latin American Studies"
"LAS4023","African Caribbean Experience","LAS - Latin American Studies"
"LAS4323","Power, Racial Discrimination, and Globalization in the Afro-Brazilian Diaspora","LAS - Latin American Studies"
"LAS4910","LAS Capstone","LAS - Latin American Studies"
"LDR2001","Foundations of Leadership","LDR - Leadership Studies"
"LDR2002","Intermediate Foundations of Leadership","LDR - Leadership Studies"
"LDR2262","Focused Volunteer Community Service","LDR - Leadership Studies"
"LDR3103","Multi-disciplinary Perspectives in Leadership","LDR - Leadership Studies"
"LDR3115","Contemporary Issues in Leadership","LDR - Leadership Studies"
"LDR3215","Leadership Through Service: An Advanced Leadership Experience","LDR - Leadership Studies"
"LDR3950","Leadership in Action: Capstone Experience for LEAD Scholars","LDR - Leadership Studies"
"LDR4115","Leadership Theories & Concepts","LDR - Leadership Studies"
"LDR4130","Leadership Skills for the 21st Century","LDR - Leadership Studies"
"LIN3010","Principles of Linguistics","LIN - Linguistics"
"LIN3673","Rhetorical Grammar","LIN - Linguistics"
"LIN3713","Language Science","LIN - Linguistics"
"LIN3716","Language Development","LIN - Linguistics"
"LIN3716L","Language Development Lab","LIN - Linguistics"
"LIN4105","History of the English Language","LIN - Linguistics"
"LIN4660","Linguistics and Literature","LIN - Linguistics"
"LIN4680","Modern English Grammar","LIN - Linguistics"
"LIN4801","Language and Meaning","LIN - Linguistics"
"LIT2110","World Literature I","LIT - Literature"
"LIT2120","World Literature II","LIT - Literature"
"LIT3082","Continental European Fiction Since 1900","LIT - Literature"
"LIT3132","Legend & Literature of King Arthur","LIT - Literature"
"LIT3192","Caribbean Literature","LIT - Literature"
"LIT3192H","Honors Caribbean Literature","LIT - Literature"
"LIT3202","Death and Dying","LIT - Literature"
"LIT3202H","Honors Death and Dying","LIT - Literature"
"LIT3206","Place and Space in Literature","LIT - Literature"
"LIT3206H","Honors Place and Space in Literature","LIT - Literature"
"LIT3212","Research & Writing About Literature","LIT - Literature"
"LIT3313","Science Fiction","LIT - Literature"
"LIT3313H","Honors Science Fiction Literature","LIT - Literature"
"LIT3368","Magical Realism in Literature","LIT - Literature"
"LIT3381","Women Writers of Color","LIT - Literature"
"LIT3383","Women in Literature","LIT - Literature"
"LIT3383H","Honors Women in Literature","LIT - Literature"
"LIT3393","Literature and Culture of Trauma","LIT - Literature"
"LIT3394","Literature of AIDS","LIT - Literature"
"LIT3394H","Honors Literature of AIDS","LIT - Literature"
"LIT3437","Global Literature of Environmental Justice","LIT - Literature"
"LIT3482","Literature & Popular Culture","LIT - Literature"
"LIT3482H","Honors Literature & Popular Culture","LIT - Literature"
"LIT3521","Early Queer Literature","LIT - Literature"
"LIT3523","Contemporary Topics in Queer Literature","LIT - Literature"
"LIT3605","Literature and War","LIT - Literature"
"LIT3607","Mad, Bad, and Dangerous: Roles and Images of Writers in Society","LIT - Literature"
"LIT3714","Literary Modernism","LIT - Literature"
"LIT3823","Hispanic Women Writers","LIT - Literature"
"LIT3833","Modern Asian Literature","LIT - Literature"
"LIT3835","Translated Modern Chinese Novels","LIT - Literature"
"LIT3905","Directed experience in Literature","LIT - Literature"
"LIT3931","Topics in World Literature","LIT - Literature"
"LIT3932","Topics in Popular Fiction","LIT - Literature"
"LIT3933","Literature and Law","LIT - Literature"
"LIT3933H","Honors Literature and Law","LIT - Literature"
"LIT4034","Contemporary Poetry In English","LIT - Literature"
"LIT4043","Modern Drama As Literature","LIT - Literature"
"LIT4184","Irish Literature","LIT - Literature"
"LIT4233","Postcolonial Theory and Literature","LIT - Literature"
"LIT4244","World Authors","LIT - Literature"
"LIT4303","Post-World War II Fiction","LIT - Literature"
"LIT4374","The Literature of the Hebrew and Christian Bibles","LIT - Literature"
"LIT4374H","Honors The Literature of the Hebrew and Christian Bibles","LIT - Literature"
"LIT4433","Literature of Science and Technology","LIT - Literature"
"LIT4554","Advanced Feminist Theories","LIT - Literature"
"MAA4226","Advanced Calculus I","MAA - Mathematics Analysis"
"MAA4227","Advanced Calculus II","MAA - Mathematics Analysis"
"MAA4402","Introduction to Complex Variables","MAA - Mathematics Analysis"
"MAA4934","Topics in Analysis","MAA - Mathematics Analysis"
"MAC1105C","College Algebra","MAC - Mathematics Calculus and Precalculus"
"MAC1114C","College Trigonometry","MAC - Mathematics Calculus and Precalculus"
"MAC1140C","Pre-Calculus Algebra","MAC - Mathematics Calculus and Precalculus"
"MAC2147","Mathematics for Calculus","MAC - Mathematics Calculus and Precalculus"
"MAC2233","Concepts of Calculus","MAC - Mathematics Calculus and Precalculus"
"MAC2253","Applied Calculus","MAC - Mathematics Calculus and Precalculus"
"MAC2311C","Calculus with Analytic Geometry I","MAC - Mathematics Calculus and Precalculus"
"MAC2311K","Honors Calculus with Analytic Geometry I","MAC - Mathematics Calculus and Precalculus"
"MAC2312","Calculus with Analytic Geometry II","MAC - Mathematics Calculus and Precalculus"
"MAC2312H","Honors Calculus with Analytic Geometry II","MAC - Mathematics Calculus and Precalculus"
"MAC2313","Calculus with Analytic Geometry III","MAC - Mathematics Calculus and Precalculus"
"MAC2313H","Honors Calculus with Analytic Geometry III","MAC - Mathematics Calculus and Precalculus"
"MAD2104","Foundations of Discrete Math","MAD - Mathematics Discrete"
"MAD4203","Introduction to Combinatorics","MAD - Mathematics Discrete"
"MAD4301","Introduction to Graph Theory","MAD - Mathematics Discrete"
"MAD4934","Topics in Discrete Mathematics","MAD - Mathematics Discrete"
"MAE2801","Elementary School Mathematics","MAE - Mathematics Education"
"MAE3310","Elementary Mathematics for Teaching I","MAE - Mathematics Education"
"MAE3311","Elementary Mathematics for Teaching II","MAE - Mathematics Education"
"MAE3366","Middle and High School Mathematics for Teaching","MAE - Mathematics Education"
"MAE4300","Math Curriculum and Assessment in Early Childhood","MAE - Mathematics Education"
"MAE4326","How Children Learn Mathematics","MAE - Mathematics Education"
"MAE4333","Teaching Geometry in the Secondary Schools","MAE - Mathematics Education"
"MAE4339","Teaching Algebra in Secondary Schools","MAE - Mathematics Education"
"MAE4360","Mathematics Instructional Analysis","MAE - Mathematics Education"
"MAE4383","Teaching Secondary Mathematics with Technology","MAE - Mathematics Education"
"MAE4634","Programs in Teaching of Mathematics","MAE - Mathematics Education"
"MAN3025","Management of Organizations","MAN - Management"
"MAN3025H","Honors Management of Organizations","MAN - Management"
"MAN3301","Strategic Human Resource Management","MAN - Management"
"MAN3302","Talent Management","MAN - Management"
"MAN4034","Careers in Global Perspective","MAN - Management"
"MAN4046","Teamwork, Collaboration, and Group Dynamics","MAN - Management"
"MAN4143","Leadership Development","MAN - Management"
"MAN4240","Organizations: Theory and Behavior","MAN - Management"
"MAN4320","Human Resources Recruitment and Selection","MAN - Management"
"MAN4329","Business Analytics in Human Resource Management","MAN - Management"
"MAN4330","Compensation Administration","MAN - Management"
"MAN4350","Performance Management","MAN - Management"
"MAN4441","Conflict Resolution and Negotiation","MAN - Management"
"MAN4580","Enterprise Project Management","MAN - Management"
"MAN4583","Project Management","MAN - Management"
"MAN4600","International Management","MAN - Management"
"MAN4720","Strategic Management","MAN - Management"
"MAN4720H","Honors Strategic Management","MAN - Management"
"MAN4737","Integrated Management","MAN - Management"
"MAN4941","Management Internship","MAN - Management"
"MAP2302","Ordinary Differential Equations I","MAP - Mathematics Applied"
"MAP2302H","Honors Differential Equations","MAP - Mathematics Applied"
"MAP4103","Mathematical Modeling I","MAP - Mathematics Applied"
"MAP4112","Mathematical Foundations of Machine Learning and Artificial Intelligence","MAP - Mathematics Applied"
"MAP4113","Probability, Random Processes and Applications","MAP - Mathematics Applied"
"MAP4153","Vector and Tensor Analysis","MAP - Mathematics Applied"
"MAP4171","Optimization","MAP - Mathematics Applied"
"MAP4191","Mathematical Modeling of Data","MAP - Mathematics Applied"
"MAP4303","Ordinary Differential Equations II","MAP - Mathematics Applied"
"MAP4341","Introduction to Partial Differential Equations","MAP - Mathematics Applied"
"MAP4342","Partial Differential Equations II","MAP - Mathematics Applied"
"MAP4371","Numerical Methods for Differential Equations","MAP - Mathematics Applied"
"MAP4384","Numerical Methods for Computational Sciences","MAP - Mathematics Applied"
"MAP4413","Fourier Analysis","MAP - Mathematics Applied"
"MAP4484","Mathematical Biology","MAP - Mathematics Applied"
"MAP4494","Mathematical Modeling in Biology","MAP - Mathematics Applied"
"MAP4501","Lie-theoretic Methods in Geometric Mechanics","MAP - Mathematics Applied"
"MAP4640","Financial Mathematics","MAP - Mathematics Applied"
"MAP4934","Topics in Applied Mathematics","MAP - Mathematics Applied"
"MAR3023","Marketing","MAR - Marketing"
"MAR3023H","Honors Marketing","MAR - Marketing"
"MAR3203","Supply Chain and Operations Management","MAR - Marketing"
"MAR3203H","Honors Supply Chain and Operations Management","MAR - Marketing"
"MAR3323","Integrated Marketing Communication","MAR - Marketing"
"MAR3391","Professional Selling","MAR - Marketing"
"MAR3391H","Honors Professional Selling","MAR - Marketing"
"MAR3403","Sales Force Management","MAR - Marketing"
"MAR3407","Integrated Marketing and Sales","MAR - Marketing"
"MAR3503","Consumer Behavior","MAR - Marketing"
"MAR3611","Marketing Analysis and Research Methods","MAR - Marketing"
"MAR3613","Marketing Research","MAR - Marketing"
"MAR3615","Marketing Analysis","MAR - Marketing"
"MAR3641","Marketing Intelligence","MAR - Marketing"
"MAR3721","Digital Media Marketing","MAR - Marketing"
"MAR3765","Entrepreneurial Marketing","MAR - Marketing"
"MAR4156","International Marketing","MAR - Marketing"
"MAR4231","Retailing Management","MAR - Marketing"
"MAR4413C","Strategic Issues in Sales","MAR - Marketing"
"MAR4415C","Advanced Professional Selling","MAR - Marketing"
"MAR4418","Strategic Sales Force Management","MAR - Marketing"
"MAR4711","Sport Marketing","MAR - Marketing"
"MAR4712","Healthcare Marketing","MAR - Marketing"
"MAR4715","Entertainment Marketing","MAR - Marketing"
"MAR4803","Marketing Management","MAR - Marketing"
"MAR4804","Marketing Strategy","MAR - Marketing"
"MAR4832","Product Management","MAR - Marketing"
"MAR4841","Services Marketing","MAR - Marketing"
"MAR4934","Contemporary Marketing Topics in Florida","MAR - Marketing"
"MAR4941","Marketing Internship","MAR - Marketing"
"MAS3105","Matrix and Linear Algebra","MAS - Mathematics Algebraic Structures"
"MAS3105H","Honors Matrix and Linear Algebra","MAS - Mathematics Algebraic Structures"
"MAS3106","Linear Algebra","MAS - Mathematics Algebraic Structures"
"MAS3203","Introduction to Number Theory","MAS - Mathematics Algebraic Structures"
"MAS4301","Abstract Algebra I","MAS - Mathematics Algebraic Structures"
"MAS4302","Abstract Algebra II","MAS - Mathematics Algebraic Structures"
"MAS4732","Computational Algebra","MAS - Mathematics Algebraic Structures"
"MAS4934","Topics in Algebra","MAS - Mathematics Algebraic Structures"
"MAT1033C","Intermediate Algebra","MAT - Mathematics"
"MAT3937","Techniques of Problem Solving","MAT - Mathematics"
"MCB1000","The Invisible World","MCB - Microbiology"
"MCB1310","Introduction to Biotechnology and Genetic Engineering","MCB - Microbiology"
"MCB2004C","Microbiology for Health Professionals","MCB - Microbiology"
"MCB3020C","General Microbiology","MCB - Microbiology"
"MCB3020K","Honors General Microbiology","MCB - Microbiology"
"MCB3202","Principles of Infectious Disease","MCB - Microbiology"
"MCB3203","Pathogenic Microbiology","MCB - Microbiology"
"MCB3203L","Pathogenic Microbiology laboratory","MCB - Microbiology"
"MCB3316H","Honors Biotechnology and Genetic Engineering Seminar","MCB - Microbiology"
"MCB3903","Explorations in Biomedical Science Research","MCB - Microbiology"
"MCB3933","Biomedical Sciences Careers","MCB - Microbiology"
"MCB4114C","Microbial Genomics","MCB - Microbiology"
"MCB4201","Microbial Stress Response","MCB - Microbiology"
"MCB4204","Cellular Microbiology: Host-Pathogen Interactions","MCB - Microbiology"
"MCB4207","Infectious Processes","MCB - Microbiology"
"MCB4224","Molecular Biology of Diseases","MCB - Microbiology"
"MCB4276","Epidemiology of Infectious Diseases","MCB - Microbiology"
"MCB4312","Molecular Biotechnology","MCB - Microbiology"
"MCB4404","Bacterial Genetics and Physiology","MCB - Microbiology"
"MCB4410","Cellular Metabolism","MCB - Microbiology"
"MCB4414","Physiology and Biochemistry of Microbes","MCB - Microbiology"
"MCB4503C","Virology","MCB - Microbiology"
"MCB4603","Environmental Microbiology","MCB - Microbiology"
"MCB4653","Applied Industrial Microbiology","MCB - Microbiology"
"MCB4720","Industrial Perspectives Seminar","MCB - Microbiology"
"MCB4721C","Methods in Biotechnology","MCB - Microbiology"
"MCB4915","Program for Undergraduate Research Experience","MCB - Microbiology"
"MCB4920C","Group-Effort Applied Research","MCB - Microbiology"
"MCB4920K","Honors Group Effort Applied Research (GEAR)","MCB - Microbiology"
"MCB4940","Methodology in Biomedical Sciences","MCB - Microbiology"
"MET2104","The Earth's Climate","MET - Meteorology"
