"course_code","course_name","credits","college_name","description"
"GY429","Fundamentals of Geographic Information Systems","3","College of Arts & Sciences Courses","This course is a hands-on, practical Geographic Information Systems (GIS) introduction for non-majors in Geography or GIS Certificate. "
"GY430","Intro Geographic Info Systems","1,3","College of Arts & Sciences Courses","Three hours lecture and one hour laboratory period. Introduces the basic concepts of GIS, including definition and components of GIS, spatial data structures, data sources, data input, manipulation and analysis, applications of GIS, and managing GIS. Computing proficiency is required for a passing grade in this course. Prerequisite(s):GY 204"
"GY431","Spatial Databases","4","College of Arts & Sciences Courses","This course is an advanced course in the field of Geographic Information Systems (GIS) and covers spatial database design and management. Specifically, this course covers the following aspects: basic concepts and principles of relational and spatial databases, relational/spatial database design, entity-relationship (ER) diagram, structured query language (SQL), spatial query, data/user management, spatial indexing, etc. Meanwhile, this course also aims to help students develop some practical skills in relational and spatial databases via the use of relevant database software (e.g., PostgreSQL/PostGIS and Microsoft SQL Server) in the lab section. Prerequisite(s):GY 430"
"GY433","Gis Practicum","3-9","College of Arts & Sciences Courses","Individual work experience in GIS, supervised by the faculty and staff of The University of Alabama. A maximum of 3 hours of internship or practicum credit can be applied to the geography major. Credit forGY 433cannot be applied to the geography minor. Experiential Learning"
"GY434","GIS/Cartography Internship","3-9","College of Arts & Sciences Courses","Individual work experience in GIS/Cartography, supervised by the staff of an off-campus agency. A maximum of 3 hours of internship or practicum credit can be applied to the geography major. Credit forGY 434cannot be applied to the geography minor. Experiential Learning"
"GY435","Remote Sensing II","4","College of Arts & Sciences Courses","Three hours lecture and one two-hour laboratory period. Analysis and extraction of thematic information from nonphotographic remotely sensed data for geographic information systems. Topics include image processing, image enhancement, and image classification. Computing proficiency is required for a passing grade in this course. Prerequisite(s):GY 420"
"GY436","Adv Geographic Info Syst","4","College of Arts & Sciences Courses","Three hours lecture and one two-hour laboratory period. Evaluation of case studies, spatial model development, and database design for geographic information systems. Computing proficiency is required for a passing grade in this course. Prerequisite(s):GY 430"
"GY437","GIS for Transportation","4","College of Arts & Sciences Courses","The application of Geographic Information Systems to transportation has resulted in a sub-field known as GIS-T.  This course will provide a hands-on introduction to GIS-T. Prerequisite(s):GY 204"
"GY438","Web GIS","4","College of Arts & Sciences Courses","This course is about the use of GIS in the web environment. Specifically, this course covers the following aspects: basic concepts and principles of Web GIS, Web GIS design, Web GIS implementation, and Web GIS applications. Meanwhile, this course also aims to help students develop practical skills in using ArcGIS products to design and implement Web GIS applications. Prerequisite(s):GY 430"
"GY439","GIS Programming","4","College of Arts & Sciences Courses","This course focuses on the extension of geographic information systems (GIS) through programming as well as on the development of stand-alone algorithms for spatial analysis and numerical modeling. Prerequisite(s):GY 429orGY 430"
"GY440","Commun Facil Planning","3","College of Arts & Sciences Courses","Principles, processes, and analysis of public facility location planning, with emphasis on the spatial search process, impact analysis, and public facility location models. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. "
"GY441","Land Use Regulations","3","College of Arts & Sciences Courses","Theory and use of zoning, eminent domain, taxing and police powers, enabling acts, charters, official maps, codes, nuisance ordinances, and environmental impact statements in community planning. PW: Exec Systems  Structures"
"GY443","Location Science","3","College of Arts & Sciences Courses","This course presents the theory and practice of Location Science – the study of the optimal or near optimal spatial location and allocation of facilities, routes, personnel, or other assets. A variety of optimal procedures for location problems is presented, including minimum spanning tree, shortest path, maximal flow, and transportation problem algorithms. The Simplex method as applied to location problems is outlined and demonstrated. Heuristic approaches to location problems including greedy heuristics and Tabu search heuristics are reviewed. "
"GY444","Field Studies In Africa","6","College of Arts & Sciences Courses","Three-week intensive field study in Ghana. Explores geographical perspectives on Africa's level of development and the responses of the African peoples to their circumstances. Experiential Learning, PW: Global Engagement"
"GY445","Agriculture:  Environment and Development","3","College of Arts & Sciences Courses","This course examines the geographical elements of how people use the biophysical environment to grow domesticated plants (crops). Agriculture is understood in this course as the transformation of biophysical or “natural” environments into ""cultural"" environments. It is assessed in regard to both the plants cultivated, and the soil, slope, moisture, and temperature conditions that exist and then are modified or created by farmers. Ecological and systematic approaches are taken in order to understand how different agricultural strategies insure continual long-term productivity and stability. Microeconomics is an important and recurring theme. Prerequisite(s):GY 105orGY 110or instructor permission"
"GY446","GIS for Health and Social Science","4","College of Arts & Sciences Courses","This course will introduce a variety of innovative GIS models and their applications to address pressing health and social sciences (e.g., economics, environmental studies, transportation, business, crime, urban studies, public policy) issues in the real world. The lectures will cover a range of GIS models which include travel time estimation and distance decay analysis, spatial accessibility to health care, health care service area delineation, Geospatial Artificial Intelligence (GeoAI) models for social determinants of health, regionalization of health data, and spatial optimization of healthcare facilities. This course also has several labs to help students gain hands-on experience in applying GIS-based models in ArcGIS to address specific research questions in health and social sciences. Prerequisite(s):GY 430"
"GY449","Field Studies in Europe: Ireland","6","College of Arts & Sciences Courses","Ireland with its long history of occupation, colonization, invasion, emigration and immigration, together with its diverse geology, geomorphology, culture, history and heritage is an ideal location to study the intricacies of human-earth relationships in a dynamic modern setting. Located on the western most edge of Europe, and a member of the European Union,  Ireland welcomes over 11 million visitors each year and during the last decades has evolved into a forward-thinking center of globalism and multiculturalism. This course is designed to immerse each student in all things Irish, past and present, and through readings, field visits, excursions and exposure to the Irish people and culture develop an understanding of the complexity, interdisciplinarity and global interconnections that exist in Ireland and throughout our global community. This is a unique opportunity for students to experience the real Ireland. Experiential Learning, PW: Global Engagement"
"GY450","Field Studies in Belize","6","College of Arts & Sciences Courses","Study Belize’s diverse rainforests, coral reefs, and visit Mayan ruins for a glimpse into a past civilization. Belize is unique in that it still contains relatively undisturbed rainforests and the longest barrier reef in the Western Hemisphere. However, while Belize has emerged as an international leader regarding conservation efforts, threats from climate change, poverty, and development still exist. The purpose of this course is 1) examine current conservation efforts to safeguard this biodiversity; 2) familiarize students with the most important aspects of tropical lowland terrestrial and marine ecosystems; 3) understand the role of local culture in sustainable conservation; 4) gain an understanding of the fundamental importance of biodiversity; and 5) expose students to new and unique cultures and environments. The course is designed for students who are interested in conservation issues, biogeography, marine sciences, ornithology and birding, archaeology, and outdoor adventures. Prerequisite(s):GY 102"
"GY451","Global Environmental Change","3","College of Arts & Sciences Courses","Global Environmental Change focuses on the major issues of global change, including anthropogenic climate change, land use and land cover change, biodiversity issues, environmental pollution, potential global change-related impacts on human health, and relevant societal policies and issues. The class will follow a quasi-seminar format where individual presentations and group discussion will comprise a large portion of the in-class activity. Each week students will do research on and/or read assigned articles and additional articles of your own selection on relevant subjects. The instructor will provide a summary of the weekly topic and as a class, students will discuss issues raised in the research and readings. Prerequisite(s):GY 101orGY 102"
"GY452","Environ Decision Making","3","College of Arts & Sciences Courses","Review of the history of natural resources in the U.S. and current environmental topics, followed by discussion of techniques to facilitate environmental decision making and management. "
"GY453","Environment & Society","3","College of Arts & Sciences Courses","Exploration of the linkages between the biophysical environment and human social systems. Public policy implications are viewed from a social science perspective. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):GY 110"
"GY454","Costa Rica Field Studies:  Tropical Ecology, Conservation, and Development","4","College of Arts & Sciences Courses","This program will provide students with a broad interdisciplinary experience encompassing tropical ecology, conservation and development (TECD) in a highly experiential learning context. Specific topics will vary. Experiential Learning, PW: Global Engagement"
"GY456","Planning Internship","3-9","College of Arts & Sciences Courses","Individual work experience in planning, supervised by the staff of an off-campus agency. A maximum of 3 hours of internship or practicum credit can be applied to the geography major. Credit forGY 456cannot be applied to the geography minor. Experiential Learning"
"GY457","Environmental Entrepreneurship","3","College of Arts & Sciences Courses","Interested in starting a nonprofit? Working with or leading one? In this course students will create their own nonprofit organization from conception to incorporation. Build on an existing idea or start a new organization around students' goals and passion. Learn what it takes to run an organization by building one from the ground up, including business planning, legal structures, board development, and incorporation process. Classes will be structured around brief lectures, reading quizzes, class discussions, maker space project development, and presentations. "
"GY458","Urban Planning And Analysis","3","College of Arts & Sciences Courses","A study of contemporary urban landscapes, political and economic power structures, and resultant conflicts. Includes an in-depth analysis of the role of externalities, the urban planner, urban policymaking, and analytical methods in the planning and administration of urban landscapes. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. PW: Exec Systems  Structures"
"GY459","Water Energy and Food","3","College of Arts & Sciences Courses","The primary objective of this course is to introduce students to the essential characteristics and basic processes of inquiry and analysis in the area of the water-energy-food (WEF) nexus. Specifically, the WEF nexus will be considered in relation and its application to human concerns, such as emerging supply and demand issues and their impacts of social and economic systems, ecological health, and human well-being. This course will encourage the development of critical thinking skills and requires students to analyze, synthesize, and evaluate knowledge about core WEF concepts. PW: Exec Systems  Structures, US and Global Citizenship, Writing"
"GY461","Political Ecology","3","College of Arts & Sciences Courses","Political ecology is a multidisciplinary approach to studying the environment through interrogating how power shapes and intersects with human-environment relationships. As a field of inquiry and practice, political ecology has greatly expanded over the past several decades to not just understand the political foundations of environmental problems or challenges, but also the co-production of environments with close attention to matters of justice, power, and inequality. Political ecology contends that through critical analysis and interdisciplinary methodologies, we can come to better understand the roots of socio-environmental problems in order to work for political change and social good. PW: Exec Systems  Structures, US and Global Citizenship"
"GY462","Land Use Science","4","College of Arts & Sciences Courses","This course explores the interactions between land use, land cover, and social and environmental processes at multiple scales. The emphasis is on understanding how the natural landscape influences human activities, how humans modify the natural landscape to meet our needs, and how those modifications create a co-evolution between landscapes and human use. Understanding how land uses are, or should be, allocated to achieve multiple goals, including food and fiber production, space for human settlement, provision of ecosystem services, and access to renewable energy sources, requires consideration of these multiple objectives and of the various factors driving land-use decisions at multiple scales. Prerequisite(s):GY 105orGY 110"
"GY464","Seminar in Contemporary Conservation Politics","3","College of Arts & Sciences Courses","In this reading intensive and discussion based course, students will engage with a variety of contemporary texts that grapple with pertinent questions about the meaning of conservation in our contemporary moment, one which many have labelled the Anthropocene. The seminar will introduce students to key theoretical concepts related to the Anthropocene and its Anthro-adjacent terms (the Capitalocene, the Plantationocene, etc.), with particular focus on how new ways of understanding human transformation on the planet inform and push us to re-evaluate human relationships with nonhuman species. Students will pay special attention in this course—through a variety of ethnographic, empirical, and more theoretical texts—to reconfigurations and rearticulations of human-wildlife relationships and conservation politics, inclusive of both plant and animal life and human efforts to govern nature on a rapidly changing planet. As we face the rapid and ongoing acceleration of planetary species extinction and anthropogenic climate change, new ways of articulating environmental discourses and nature-society relations are necessary, which students will discuss and debate from a number of vantage points where the ecological meets the social (and thus, political). PW: Exec Systems  Structures"
"GY466","Geography of Automobility","3","College of Arts & Sciences Courses","This course is devoted to the geography of the automobile/highway/sprawl system, primarily in an urban North American context. Examines the location and function of the multimodal North American transportation system, the urban transportation planning process and methodologies. Assesses the political and environmental contexts of transport systems, including impacts of continued reliance on the automobile. Prerequisite(s):GY 105orGY 110, or instructor permission"
"GY468","Grant Writing for Environmental Nonprofits","3","College of Arts & Sciences Courses","This upper level writing course teaches students how to create and present a nonprofit grant writing program. Students will work with local nonprofit organizations and develop research opportunities, prepare reusable master language, and draft real grant applications for their nonprofit client. Students will be required to construct a strong grant application portfolio and presentation on behalf of project partner(s). Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Experiential Learning, Writing"
"GY470","Special Topics","1-6","College of Arts & Sciences Courses","Special Topics in Geography. Special Topics Course"
"GY472","Soil Science","4","College of Arts & Sciences Courses","Three hours lecture and required field and lab work. Introduction to the study of soils, including soil formation, classification, and the interpretation of soils to reconstruct environmental histories. "
"GY473","Public Policy Development in Water Resources","3","College of Arts & Sciences Courses","This course will evaluate the current approaches to policy theory and examine systematically the broader implications of the substantive aspects of public policy development in the water resources spectrum. In analysis of public policy development in water resources, the student will look at both policy process and policy substance. Attention will be given to the questions of how and why water policy differs across states, and how one might evaluate policy performance cross-nationally. PW: Exec Systems  Structures"
"GY477","Water Resources Management, Law, and Policy","3","College of Arts & Sciences Courses","The Water Resources Management, Law, and Policy course will provide students with a survey of water resources development, control, law, policy and management with particular emphasis on public policy considerations including: the acquisition and exercise of water rights—appropriative and riparian; groundwater management; water districts and user organizations; environmental considerations; Federal/State relations including interstate allocation; and the Alabama Water Resources Act. The course will also address international water law—the multinational treaties, laws, cases, practices and politics governing Earth’s transboundary freshwater resources (watercourses including rivers, streams, lakes, and groundwater aquifers) shared by two or more countries. Prerequisite(s):GY 101andGY 102;  orGEO 101"
"GY478","Advanced Water Policy and Law","3","College of Arts & Sciences Courses","This course builds upon Water Resources Management, Law, and Policy (GY 477), and explores more advanced topics, especially regarding property rights in, and the management of, groundwater supplies; federal water law, including reclamation law, water-supply law, and Federal reserved water rights and Native American rights; and interstate and international water relations. Prerequisite(s):GY 477"
"GY480","Large River Basin Management and Policy","3","College of Arts & Sciences Courses","This course takes a structured and global approach to the subject of large rivers, covering geoscience, management, hydrology, discharge, habitat, policy, deltas, and anthropogenic environment. It offers a thorough foundation for students who have previously worked at only the watershed or catchment scale and are new to large river management and policy and provides insight about issues of management at the worldwide scale. The course also examines possible future effects on large river systems that may come about due to climate change. "
"GY481","Water Diplomacy","3","College of Arts & Sciences Courses","The course will focus on the linkages between water resources policy and conflict or cooperation with primary interest on interstate (transboundary) and intrastate water issues. The conceptual framework of the course is centered on water scarcity, water conflict, hydropolicy, hydrohegemony, water security, and dispute resolution.  The role of disparate stakeholders and the problem of scale will be considered. The policy, norms and laws for mediating water conflict at different jurisdictional levels, including adversarial legalism (lawsuits) are examined. PW: Exec Systems  Structures"
"GY483","Environment Science Internship","3-9","College of Arts & Sciences Courses","Individual work experience in environmental science, supervised by the staff of an off-campus agency. A maximum of 3 hours of internship or practicum credit can be applied to the geography major. Credit forGY 483cannot be applied to the geography minor. Experiential Learning"
"GY484","Environmental Studies Internship","1-9","College of Arts & Sciences Courses","Individual work experience in an environmental nonproﬁt organization, supervised by the staff of an off-campus agency. A maximum of 3 hours of internship or practicum credit can be applied to the geography major. Credit forGY 484cannot be applied to the geography minor. Experiential Learning"
"GY485","River Hydrology","3","College of Arts & Sciences Courses","Rivers are dynamic natural systems that are of great importance to ecosystems and society. This course examines river hydrology processes from a physical geography perspective. A major theme of the course will be impacts of human actions on river systems. Prerequisite(s):GY 101orGY 102"
"GY486","Watershed Science and Management","3","College of Arts & Sciences Courses","An examination of the physical operation of watersheds focusing on surface water hydrology, erosion, and sedimentation. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):GY 102"
"GY488","Digital Terrain and Watershed Analysis","4","College of Arts & Sciences Courses","This course covers concepts, numerical algorithms, and techniques for digital terrain and watershed analysis. It combines lectures with a substantial practical lab component. The lectures covers spatial representation of topography, topographical data acquisition techniques(Photogrammetric Stereo, InSAR, LiDAR, GPS, cartography), terrain visualization, terrain parameter derivation, extraction of critical terrain features, landform recognition and classification, viewshed analysis, cut-and-fill and volumetric analysis, drainage network extraction, watershed delineation, and distributed watershed models. The practical component, involving 8 lab assignments and one individual mini-project, will give students hands-on experience in using proprietary GIS software packages, ArcGIS, EPA BASINS 4.0 and HSPF 12.0 to handle topographic and image data for terrain and watershed analysis. "
"GY489","Forest Ecology Veg Analy","4","College of Arts & Sciences Courses","Three hours lecture and required field work. Study of the nature of forest communities and the interrelationship of organisms that compose them. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Experiential Learning, Writing"
"GY490","Geography Internship","3-9","College of Arts & Sciences Courses","Work experience in an agency involved in geographical analysis. A maximum of 3 hours of internship or practicum credit can be applied to the geography major. Credit forGY 490cannot be applied to the geography minor. Experiential Learning"
"GY491","Fluvial Geomorphology","3","College of Arts & Sciences Courses","This course provides an in-depth investigation of the processes that determine the form and evolution of rivers and streams. Questions addressed by this course include the following.  What processes determine the form and evolution of rivers and streams? How can we infer process from form and vice versa? How do river form and process vary spatially and temporally?  What principles of fluvial geomorphology are needed for river restoration and  management? The course will combine lectures, discussions, field data collection, and modeling activities. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):GY 363ORGEO 363"
"GY492","Eastern Forest Communities","4","College of Arts & Sciences Courses","This field course is focused on the biotic and abiotic elements that create distinct forest communities throughout the eastern US, with a particular emphasis on woody plant assemblages including the silvics of dominant and indicator species in different community types. Applications to forest management are stressed. Prerequisite(s):GY 100orGY 101orGY 102orBSC 114"
"GY494","Forest Measurement & Methods","4","College of Arts & Sciences Courses","This course is designed to provide students with a theoretical foundation and practical experiences in measuring, inventorying, and describing trees, stands, and forests. Prerequisite(s):GY 100orGY 101orGY 102orBSC 114orBSC 116"
"GY496","Forest Ecosystem Management: Silviculture","4","College of Arts & Sciences Courses","In this course silviculture is treated as applied forest ecology. The goal of this course is to provide students with a knowledge of silviculture and its ecological basis so they can design manipulations in forest ecosystems to achieve a range of management objectives. The course requires field trips to tour different sites and visit with forest scientists and managers.   In this course students learn about tree growth and stand development and use this information to develop silvicultural prescriptions to meet a diverse range of management goals. We will explore how silvicultural treatments can influence stand structure and composition and how these changes influence timber quantity and quality, forest health, biodiversity, soil, and wildlife habitat among other features.  We will also focus on how silviculture is influenced by broader social, economic, and ecological issues. Writing proficiency is required for a passing grade in this course.  A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Prerequisite(s):GY 489orGY 409orGY 492orGY 494or instructor permission"
"GY497","Environmental Science Capstone","3","College of Arts & Sciences Courses","In this seminar course, students explore important questions in environmental science through readings and discussions. Students also gain hands-on experiences as they work to solve environmental challenges through application of knowledge learned in this and other courses. This seminar emphasizes professionalization and includes interactions with practitioners. "
"GY498","Geography Capstone","3","College of Arts & Sciences Courses","This course is required of all geography majors and is to be taken in the spring semester of the year students intend to graduate. The course has two main purposes: (1) to help students synthesize what they have learned during the program about the field geography and their chosen concentrations and (2) to help students articulate the value and potential relevance of this learning for future employment or study. "
"HEB101","Elem Hebrew Language","3","College of Arts & Sciences Courses","Contemporary Hebrew: speaking, reading, and writing. Course involves directed-self-instructional approach in the Critical Languages Center. Students are required to study the textbook and practice with assigned audio visual materials (CDs, DVDs, or computer files). Students have practice sessions three hours per week with a “language trainer” who is a native/near native (or superior level) speaker of the language. Native speakers of this language cannot take this course. Any students with background knowledge of this language must see the CLC director before registering for permission. Not repeatable without permission of the CLC director. Offered each semester.  The CLC classes are self-instructional and are best suited for highly motivated and disciplined students. World Language, PW: Global Engagement"
"HEB102","Elem Hebrew Language","3","College of Arts & Sciences Courses","Contemporary Hebrew: speaking, reading, and writing. Course involves mixed self-instructional approach in the Critical Languages Center. Students are required to study the textbook and practice with assigned audio visual materials (CDs, DVDs, or computer files). Students have practice sessions three hours per week with a language ""trainer"" who is a native/near native speaker of the language. Not repeatable without permission of CLC director. Offered each semester.  The CLC classes are self-instructional and are best suited for highly motivated and disciplined students. Prerequisite(s):HEB 101"
"HIN101","Elementary Hindi","3","College of Arts & Sciences Courses","Contemporary Hindi: speaking, reading, and writing. Course involves directed-self-instructional approach in the Critical Languages Center. Students are required to study the textbook and practice with assigned audio visual materials (CDs, DVDs, or computer files). Students have practice sessions three hours per week with a “language trainer” who is a native/near native (or superior level) speaker of the language. Native speakers of this language cannot take this course. Any students with background knowledge of this language must see the CLC director for permission before registering. Not repeatable without permission of the CLC director.  The CLC classes are self-instructional and are best suited for highly motivated and disciplined students. World Language, PW: Global Engagement"
"HY101","Western Civ To 1648","3","College of Arts & Sciences Courses","A history of Western civilization from its origins in Greece and Rome through the Middle Ages, the Renaissance and Reformation, and the age of discovery and expansion during the emergence of modern Europe. Usually offered in the summer session. History, PW: Global Engagement"
"HY102","Western Civ Since 1648","3","College of Arts & Sciences Courses","Covers the development of the Western world from the Thirty Years' War to the post-World War II era: the age of absolutism, the Enlightenment, the French Revolution, industrialization and the wars of the 20th century. Usually offered in the summer session. History, PW: Global Engagement"
"HY103","American Civilization to 1865","3","College of Arts & Sciences Courses","A survey of American history from its beginning to the end of the Civil War, giving special emphasis to the events, people, and ideas that have made America a distinctive civilization. Open to freshmen. History, PW: Global Engagement"
"HY104","Am Civ Since 1865","3","College of Arts & Sciences Courses","A survey of American history from the Civil War to the present, giving special emphasis to the events, people, and ideas that have made America a distinctive civilization. Open to freshmen. History, PW: Global Engagement"
"HY105","Honors West Civ To 1648","3","College of Arts & Sciences Courses","Honors sections ofHY 101. History, PW: Global Engagement, University Honors"
"HY106","Honors West Civ Sc 1648","3","College of Arts & Sciences Courses","Honors sections ofHY 102. History, PW: Global Engagement, University Honors"
"HY107","Honors American Civilization to 1865","3","College of Arts & Sciences Courses","An honors-level approach to the American experience; parallel to HY 203. Prerequisite(s):Invitation of the department or membership in the University Honors Program"
"HY108","Honors American Civilization Since 1865","3","College of Arts & Sciences Courses","An honors-level approach to the American experience. Prerequisite(s):Invitation of the department or membership in the University Honors Program."
"HY111","Colonial Latin America","3","College of Arts & Sciences Courses","Formation of the largely Spanish speaking New World, from the shock of conquest to the trials of freedom that spawned the modern nations of Latin America. History, PW: Global Engagement"
"HY112","Modern Latin America Since 1808","3","College of Arts & Sciences Courses","Survey of political, economic, and social life in the 19th and 20th centuries with emphasis on the larger countries (Brazil, Mexico, and Argentina). History, PW: Global Engagement"
"HY113","Asian Civilization to 1400","3","College of Arts & Sciences Courses","Broad survey of Asian civilization from the earliest times covering India, China, Korea, Japan and Southeast Asian, with large cultural and religious emphases. History, PW: Global Engagement"
"HY114","Modern Asia since 1400","3","College of Arts & Sciences Courses","Conditions of various Asian civilizations in the 15th century, followed by the arrival of Europeans, with emphasis on imperialism, colonialism and Asian nationalism. History, PW: Global Engagement"
"HY115","History of Science and Medicine to 1800","3","College of Arts & Sciences Courses","This course will explore the origins and evolution of science and technology and the relationship both had to the societies that produced them.  In addition to reading foundational texts in the history of science, like Aristotle and Galileo, we will address larger themes, including the relationship between science and religion and the role of science and scientists in the societies that produced them. History, PW: Global Engagement"
"HY116","History of Science and Medicine Since 1800","3","College of Arts & Sciences Courses","Science and technology are ever-present in today’s world, defining not only how we live our daily lives but also shaping our conceptions and evaluations of modernity, civilization, and progress.  How did science and technology become so important and pervasive to the modern world?  This course is intended as an introduction to the history of modern science and technology from the Enlightenment to the present.  Our focus will be on the development of science and technology in the Western World (Europe and North America).  However, we will also make comparisons across cultures to explore how science and technology shaped notions of what counts as “Western” and “modern.”  In addition to learning about key developments in the history of science and technology, from Ford’s Model-T to Einstein’s theory of relativity, we will address larger themes, including the relationship between science and religion and the role of technology in war and empire. History, PW: Global Engagement"
"HY117","World History to 1500","3","College of Arts & Sciences Courses","This course examines the political, economic, religious and social history of the world from the first civilizations that emerged around 3000 BC to about the year AD 1500.  In this course we will discuss the creation of civilizations, the rise and fall of empires, and the similarities and differences between these various cultures with regard to their development.  As this is an introductory course to world history, it is important to note that we will not be able to delve too deeply into any one topic. History, PW: Global Engagement"
"HY118","World History Since 1500","3","College of Arts & Sciences Courses","This course is a continuation ofHY 117, Comparative World Civilizations. The course will examine the interactions between major world civilizations in Europe, Africa, and Asia. Course material will examine developments of history, politics, economics, and religion since 1500. History, PW: Global Engagement"
"HY201","Legal History Field Experience","1","College of Arts & Sciences Courses","A required component of the larger Legal History concentration. Registered students will meet with the professor individually three times during the term, will be required to attend three pre-approved legal-themed events, and will complete brief reflection essays about their experiences at these events. Requires instructor approval to register. "
"HY225","Hy Alabama To 1865","3","College of Arts & Sciences Courses","State history under the flags of Spain, France, Great Britain, the U.S., and the Confederate States, with emphasis on cultural heritage. "
"HY226","Hy Alabama From 1865","3","College of Arts & Sciences Courses","Survey of Alabama's history and personalities since 1865: Reconstruction, agrarian revolt, Progressivism, the KKK, Dixiecrats and the Civil Rights movement. "
"HY301","Independent Study","1-3","College of Arts & Sciences Courses","Directed study done by special arrangement with a faculty member of the History Department. Requires sophomore standing and permission of the instructor. Special Topics Course"
"HY302","History Mentoring","1","College of Arts & Sciences Courses","Students learn the mechanics of teaching History writing, editing, and instruction. Under the supervision of a faculty member, they learn the pedagogy of writing and then practice their craft by working with other students. Requires a recommendation from a professor to participate. Prerequisite(s):Recommendation from a History professor."
"HY305","Topics in European History","3","College of Arts & Sciences Courses","This course covers a range of special topics in European History. Typically taught as a combination of lecture and discussion, with emphasis on primary sources, its topics cover major themes in medieval, early-modern, and modern European civilization. These include, among others, the origins of medieval and early modern Europe, national and cultural identity, revolution, gender, sexuality, consumerism, daily life, war, transnational exchange, and the environment. PW: Global Engagement, Special Topics Course"
"HY306","Topics in American History","3","College of Arts & Sciences Courses","This course covers a range of special topics in American History.  Typically taught as a combination of lecture and discussion, with emphasis on primary sources, its topics will include, among others, the indigenous and European encounters, colonial and constitutional history, the development of the American nation, race, slavery, and civil war, the World Wars and the Cold War, American foreign policy, and the civil rights movement. PW: Global Engagement, Special Topics Course"
"HY307","Topics in Latin American, Asian, Middle Eastern, or African History","3","College of Arts & Sciences Courses","This course covers a range of special topics in Latin American, Asian, Middle Eastern or African History. Typically taught as a combination of lecture and discussion, with emphasis on primary sources, its topics include, among others, national and cultural identity, revolution, gender, sexuality, consumerism, daily life, war, transnational exchange, and environment. PW: Global Engagement, Special Topics Course"
"HY308","Colonial America","3","College of Arts & Sciences Courses","History of the social, cultural, and political interactions of all the peoples in early North America and the Caribbean from the sixteenth century through the 1760s, with an emphasis on the diversity of experiences across categories of race, gender, socioeconomic status, religion, and age. PW: Global Engagement, US and Global Citizenship"
"HY309","The Great Cases in US Legal History","3","College of Arts & Sciences Courses","This course surveys key developments in US legal history from the colonial period to present day. PW: Exec Systems  Structures"
"HY310","Age of the Samurai","3","College of Arts & Sciences Courses","This course covers the history of Japan from earliest times to the period of the Meiji Restoration in 1868. For most of the period under discussion, Japan was a divided realm only nominally ruled by the emperor, while real power lay in the hands of the feudal lords who were occasionally controlled by a shogun (governor general) during the Kamakura and Ashikaga Periods from the late 12th to early 15th century. By the 16th century, power had fallen back into the hands of the feudal lords, backed up by their armed retainers, the samurai. The Period of the Sendoku Jidai was a time of civil war, in which these lords vied for power, and was only ended with the victory of Tokugawa Ieyasu, who formed the Tokugawa Shogunate in 1605. This regime lasted until its decline in the 1850s, and was replaced by the Meiji regime, which abolished feudalism in Japan altogether. This course covers the political, economic, social, and religious, and mythological history of this period, with some attention given to Japan’s relations with foreign powers as well. "
"HY311","Antebellum America","3","College of Arts & Sciences Courses","This course explores the nuances of antebellum history by presenting an array of real-life people who push the boundaries of societal expectations. Using a variety of sources, we meet animated historical actors who compel us to think through the stories we tell ourselves about our shared past in the years leading to the Civil War. PW: Global Engagement"
"HY312","The Rise and Fall of the Slave South","3","College of Arts & Sciences Courses","This course is designed as an examination of the history of the region that became known as the American South, from the colonial era through the end of Reconstruction. Students will be focusing particularly on the evolution of the institution of slavery; its centrality in shaping regional identity and the social, cultural, political, and economic lives of white and black southerners; and the meaning and implications of its destruction during the Civil War. PW: Global Engagement, US and Global Citizenship"
"HY313","American South Since 1865","3","College of Arts & Sciences Courses","History of the South since 1865, covering Reconstruction, the Bourbon Democracy, the New South Creed, populist revolt, World War I, the 1920s, the Great Depression, the civil rights movement, and Southern politics. PW: Global Engagement"
