"course_code","course_name","description","department","credits"
"ANTH 594","Special Topics in Anthropology","Study of a selected topic in anthropology. Course Information: May be repeated to a maximum of 12 hours. Students may register in more than one section per term.","Anthropology (ANTH)","4 hours"
"ANTH 595","Graduate Seminar in Anthropology","Presentations of current research by faculty followed by student discussion. Course is to be taken during student's first year in the graduate program as one of the core courses. Course Information: Satisfactory/Unsatisfactory grading only. Prerequisite(s): Admission to the graduate program in anthroplogy.","Anthropology (ANTH)","1 hour"
"ANTH 596","Independent Study","Independent research is done under the supervision of a faculty member. Course Information: May be repeated to a maximum of 12 hours with approval. Students may register in more than one section per term. Approval to repeat course granted by the department. Prerequisite(s):  Consent of the instructor.","Anthropology (ANTH)","2-6 hours"
"ANTH 597","Project Research","The student will do an independent research project with the aid of a faculty advisor. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Students may register in more than one section per term. Prerequisite(s): Consent of the instructor.","Anthropology (ANTH)","2-6 hours"
"ANTH 599","Ph","Research on doctoral dissertation topic. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Advancement to candidacy for the Ph.D. in Anthropology.","Anthropology (ANTH)","D"
"AHS 100","Applied Health Sciences Seminar I","Introduces students to resources at UIC.  Emphasizes academic skill building, professional development, major/career exploration, health and wellness, social justice, diversity and inclusion and community engagement. Course Information: Satisfactory/Unsatisfactory grading only. Course meets for full 16 weeks of the semester.","Applied Health Sciences (AHS)","1 hour"
"AHS 101","Rehabilitation Sciences Student Success Seminar","This introductory seminar is designed to provide participants the opportunity to explore, practice, and reflect on the overall building blocks for success as a college student in the Rehabilitation Sciences program at UIC. Course Information: Satisfactory/Unsatisfactory grading only. Priority will be given to students in the BS in Rehabilitation Sciences.","Applied Health Sciences (AHS)","1 hour"
"AHS 102","Introduction to Clinical Research in Rehabilitation Sciences","Designed to introduce the structure, processes, and importance of clinical research in rehabilitation sciences. Emphasis will be placed on reading, analyzing, and conducting basic research and using the university library system. Course Information: Prerequisite(s):AHS 101. Priority will be given to students in the BS in Rehabilitation Sciences.","Applied Health Sciences (AHS)","3 hours"
"AHS 111","Career Planning in the Health Sciences","Provides the skills to develop personal career planning and development for health and other sectors. Promotes self-discovery, explores career choices, and aids the  articulation of academic goals and career plans upon completion of this course. Course Information: Extensive computer use required. Meets eight weeks of the semester.","Applied Health Sciences (AHS)","1 hour"
"AHS 112","Career Readiness in the Health Sciences","Explores skills needed: to create a self-brand; to navigate a job search; to develop life skills for the world of work. Emphasis on health-related vocations and on personal and professional development throughout the career-span. Course Information:.","Applied Health Sciences (AHS)","1 hour"
"AHS 200","Introduction to Integrated Health Sciences","Overview of the biological, behavioral, economical, and socio-cultural determinants of health from the level of the gene to society. Contextualizes health into current behavioral and social theories and paradigms. Course Information: Taught as a blended course with both online content and face to face discussion sessions.","Applied Health Sciences (AHS)","3 hours"
"AHS 210","Introduction to Rehabilitation Sciences","Aspects of rehabilitation social sciences as they relate to the maximization of functional capacity in persons seeking rehabilitation services, and the interaction of persons with the surrounding environment. Course Information: Prerequisite(s):AHS 100or credit or concurrent registration inAHS 101. Priority registration for students in the BS in Rehabilitation major.","Applied Health Sciences (AHS)","3 hours"
"AHS 294","Special Topics in the Health Sciences","Covers special topics relevant to the health sciences. Course Information: May be repeated.","Applied Health Sciences (AHS)","1-5 hours"
"AHS 299","Applied Health Scienes Study Abroad","Provides credit for study abroad. Student's proposal must have prior approval of the student's major program or department. Final determination of credit is made on the student's completion of the work. Course Information: May be repeated for a maximum of 36 hours per academic year or for a total of 48 hours, all of which must be earned within one calendar year.","Applied Health Sciences (AHS)","0-18 hours"
"AHS 304","Human Sexuality and Health Science","Introduction to sexuality and sexual functioning across the lifespan with particular emphasis on the intersection of sexuality and health. Course Information: Taught as a blended course with both online content and face to face discussion sessions.","Applied Health Sciences (AHS)","3 hours"
"AHS 325","Approaches to Rehabilitation Case Management","Case management of clients in rehab settings through continuum of care from acute care to home/community. Introduction to collaborative process of assessment, planning, care coordination, evaluation, and advocacy to meet an individual’s and family needs. Course Information: Prerequisite(s): Credit or concurrent registration inAHS 102andAHS 210; or consent of the instructor. Priority will be given to students in the BS in Rehabilitation Sciences, but the course will be open to all UIC students who meet the prerequisite requirement.","Applied Health Sciences (AHS)","3 hours"
"AHS 330","Physical and Mental Health Issues in Rehabilitation","Introduces students to common diagnostic conditions seen in rehabilitation, the physical and mental health impact of each condition, and implications for independent living and community participation. Course Information: Prerequisite(s): Credit or concurrent registration inAHS 210. Priority will be given to students in the BS in Rehabilitation Sciences, but will be open to other students with approval.","Applied Health Sciences (AHS)","3 hours"
"AHS 365","Measurement and Assessment in Rehabilitation","Designed to introduce students to measures and assessments used in rehabilitation sciences. The course will cover examples of measures used in clinical practice as well as in rehabilitation research. Course Information: Prerequisite(s): Credit or concurrent registration inAHS 210; andSTAT 101orSTAT 130; or consent of the instructor. Priority will be given to students in the BS in Rehabilitation Sciences, but open to all UIC students who meet the prerequisites requirements.","Applied Health Sciences (AHS)","3 hours"
"AHS 375","Ethics, Law and Professionalism in Health Sciences","Examination of the ethical, legal, and professional theories, issues, and decision-making process involved in health sciences and health care environments. Course Information: Priority to senior level students in BS in Rehabilitation Sciences and BS in Liberal Arts and Sciences, majors in Integrated Health Studies, but open to all UIC students.","Applied Health Sciences (AHS)","3 hours"
"AHS 393","Synthesis in Health and Rehabilitation Sciences","Students will develop a synthesis project that integrates their practical experiences in healthcare settings, research laboratories, or community centers with content learned in major core courses. Course Information: Field work required. Course sections will be divided up and tailored to the students in the Bachelor’s Program in Rehabilitation Sciences and students in the Integrated Health Sciences Program. Prerequisite(s): Junior standing or above; or consent of the instructor. Recommended background: Past experience volunteering or working in a health care setting and/or being a consumer of health care preferred.","Applied Health Sciences (AHS)","3 hours"
"AHS 396","Independent Study in Applied Health Sciences","Selected topics in applied health sciences for individual student study, with faculty approval and supervision. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated to a maximum of 8 hours. Prerequisite(s): Junior standing or above.","Applied Health Sciences (AHS)","1-4 hours"
"AHS 402","Health Inter-professional Seminar","Exposure to a variety of healthcare providers in an effort to educate students to better provide patient care and consumer services  and to deliver patient-centered care and consumer services as an interdisciplinary team. Course Information: Priority will be given to students in the BS in Rehabilitation Sciences.","Applied Health Sciences (AHS)","2 hours"
"AHS 405","Experiential Learning in Health and Rehabilitation Sciences","Students pursue practical experiences in community and healthcare settings, applying knowledge gained through coursework, following service models used by the partner organization, and focusing on the needs of the people and communities served. Course Information: Field work required. In preparation for site engagement, all students will complete HIPAA training through UIC and a CPR certification course. Students will complete additional site-specific material review such as the “Recognizing and Reporting Child Abuse: Training for Mandated Reporters” through DCFS as required by partner sites. These items will be done as part of the course curriculum. Prerequisite(s): Credit or concurrent registration inAHS 325. Open only to juniors and seniors; and consent of the instructor. Class Schedule Information: To be properly registered, students must enroll in one Practice and one Discussion.","Applied Health Sciences (AHS)","3 hours"
"AHS 425","Rehabilitation Services and Resources for Children with Developmental Disabilities and Families","Introduction to general concepts related to rehabilitation services and settings for children with or at risk for developmental delays/disabilities and their family.  Emphasis is placed on understanding evidence-based therapies,supports,and resources. Course Information: Prerequisite(s):AHS 210andAHS 330.","Applied Health Sciences (AHS)","3 hours"
"AHS 495","Urban Health Multicultural Seminar","Students attend multicultural and urban health-related seminars,  participate in faculty-student discussion, academic presentations, and directed reading groups to integrate issues of cultural difference into students' professional development.  Course Information:  Satisfactory/Unsatisfactory grading only.  May be repeated.  All Academy seminars are pre-approved: other approved events will be announced to students.  Any off-campus events must have prior approval. One academic year is allotted for completion of seminar. Students should register the semester they begin attending lectures; grades will be deferred until course is completed.  Prerequisite(s):  Sophomore standing or above.","Applied Health Sciences (AHS)","1 hour"
"AHS 511","Biostatistics I","Graduate level basic statistics includes descriptive statistics, correlation, probability, one- and two-sample statistical inference, analysis of variance, simple linear and logistic regression, clinical trials, and  basic epidemiology concepts. Course Information: May be repeated. Includes use of statistical computer packages 2-4 hours per week. Prerequisite(s): Graduate standing; and consent of the instructor.","Applied Health Sciences (AHS)","4 hours"
"AHS 512","Biostatistics II","Review of basic statistics and in-depth regression analyses; multifactor analysis of variance/covariance; non-parametric, categorical data, factor and cluster analyses; longitudinal studies; and overview of clinical studies and epidemiology methods. Course Information: Notes to Students: Extensive computer use required. Prerequisite(s): Credit or concurrent registration inAHS 511; or Credit or concurrent registration inBSTT 400; and graduate or professional standing; and consent of the instructor; Graduate level basic statistics course required.","Applied Health Sciences (AHS)","5 hours"
"AHS 592","Project in Rehabilitation Sciences","Supervised research project in laboratory of field setting during which a research question is evaluated or tested. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Open only to Ph.D. degree students. Graduate standing in the PhD program in Rehabilitation Sciences.","Applied Health Sciences (AHS)","0-9 hours"
"AHS 594","Special Topics in Associated Health Sciences","Selected topics of interest within disciplinary specialty areas of the Allied Health Professions. Particular attention is given to topics of cross cutting importance to these professions.","Applied Health Sciences (AHS)","1-4 hours"
"AHS 595","Seminar in Associated Health Sciences","Topics of current interest in a discipline of associated health sciences. Includes discussions of current journal articles and important new developments in the specific disciplines. Course Information: Satisfactory/Unsatisfactory grading only. Prerequisite(s): Consent of the instructor.","Applied Health Sciences (AHS)","1 hour"
"AHS 596","Independent Study","For graduate students who wish to pursue independent study not related to their project/thesis research. Course Information: May be repeated. Students may register in more than one section per term.","Applied Health Sciences (AHS)","1-4 hours"
"AHS 599","PhD Thesis Research","Independent research by the student under the supervision of the thesis adviser. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated for credit. Prerequisite(s): Graduate standing; and consent of the instructor.","Applied Health Sciences (AHS)","0-16 hours"
"ARAB 101","Elementary Arabic I","Introduction to and practice in speaking, reading, and writing Arabic and comprehending spoken arabic. Course Information:  Credit is not given forARAB 101if the student has credit forARAB 115.  Prerequisite(s):  For students who have not studied Arabic or placement as determined by test score or consent of the instructor.","Arabic (ARAB)","4 hours"
"ARAB 102","Elementary Arabic II","Continues Arabic 101. Course Information:  Credit is not given forARAB 102if the student has credit forARAB 115.  Prerequisite(s):  Grade of C or better inARAB 101and appropiriate score on the placement test or consent of the instructor.","Arabic (ARAB)","4 hours"
"ARAB 103","Intermediate Arabic I","Continuation of practice in speaking, reading, and writing Arabic and comprehending spoken Arabic. Course Information: Prerequisite(s): Grade of C or better inARAB 102; or Grade of C or better inARAB 115; or appropriate score on the department placement test; or consent of the instructor. Credit is not given forARAB 103if student has credit for ARAB 116.","Arabic (ARAB)","4 hours"
"ARAB 104","Intermediate Arabic II","Continuation of practice in comprehending spoken Arabic and reading Arabic with some work in speaking and writing Arabic. Course Information: Prerequisite(s): Grade of C or better inARAB 103; or appropriate score on the department placement test; or consent of the instructor. Credit is not given forARAB 104if the student has credit for ARAB 116.","Arabic (ARAB)","4 hours"
"ARAB 105","Modern Arab Culture","Intro to modern Arab culture through movies, music, literary and historical texts. The course aims to correct negative stereotypes by exploring different Arab cultures, religion, art, and politics. Course Information: Taught in English.World Cultures course.","Arabic (ARAB)","3 hours"
"ARAB 115","Intensive Elementary Arabic","Intensive introduction to modern standard Arabic with emphasis on speaking, reading, and writing. Course Information: Extensive computer use required. Equivalent to Arabic 101 and 102 combined. Offered during selected summers only. May be offered as an 8-week or 12-week online course during selected summers only. Students with 101 or 102 credits may not take the course. Credit is not given forARAB 115if the student has credit inARAB 101orARAB 102. Recommended background: For students who have not studied Arabic.","Arabic (ARAB)","8 hours"
"ARAB 201","Advanced Arabic through Literature","An introduction to both classical and modern Arabic literature in the original language. Arabic rhetoric. Intensive listening, speaking, reading and writing at an intermediate to advanced level. Course Information: Taught in Arabic. Prerequisite(s): Grade of C or better inARAB 104; or appropriate score on the department placement test or the equivalent AP Test score, or if taking as an elective, the consent of the instructor.","Arabic (ARAB)","3 hours"
"ARAB 202","Media Arabic","Vocabulary and grammar of Modern Standard Arabic as used in media such as newspapers, television and the web. Different uses of Arabic in various media outlets and introductory level media analysis. Course Information: Prerequisite(s): Grade of C or better inARAB 104; or appropriate score on the department placement test or the equivalent AP Test score, or if taking as an elective, the consent of the instructor.","Arabic (ARAB)","3 hours"
"ARAB 203","Arabic for Healthcare Professions and Sciences","An advanced course for students interested in pursuing a career in healthcare who would like to communicate effectively in Arabic with patients and families. Course Information: Prerequisite(s): Grade of C or better inARAB 104; or appropriate score on the department placement test; or consent of the instructor; or the equivalent AP Test score.","Arabic (ARAB)","3 hours"
"ARAB 222","Philosophy in the Islamic World","Survey of philosophy in the Islamic world from 8th century until today. Topics include: logic and psychology to metaphysics, theology, and politics. Special emphasis on cultural interactions between philosophers of different faiths and cultures. Course Information: Same asPHIL 222andRELS 222. Prerequisite(s): One non-logic course in philosophy or consent of the instructor.","Arabic (ARAB)","3 hours"
"ARAB 230","Arabic Literature in Translation","Introduces students to the genres and themes of classical and modern Arabic literature in translation.  Course Information:  Taught in English. Prerequisite(s): Completion of the English Composition requirement.World Cultures course.","Arabic (ARAB)","3 hours"
"ARAB 250","The Heritage of Muslim Iberia","Examines the history, culture and scientific achievements associated with the Muslim presence in Iberia from 711 CE to the fall of Grenada in 1492 CE, and the interplay of Arab and non-Arab cultures in the Western Mediterranean. Course Information: Taught in English. Prerequisite(s): Completion of the English Composition requirement.Past course, and  World Cultures course.","Arabic (ARAB)","3 hours"
"ARAB 270","The Reel Arab","Examination of how Arabs are portrayed in the cinema. Exploration of popular films (both Western and Arab) and their prominent conventions. Focus on gender issues, racial and ethnic representations, and analysis of patriarchal attitudes. Course Information: Same asMOVI 270. Taught in English. Prerequisite(s): Completion ofENGL 160; or any 100- or 200-level film course.Creative Arts course.","Arabic (ARAB)","3 hours"
"ARAB 299","Independent Reading","Individually planned readings on selected topcis under faculty supervision.  Course Information:  May be repeated to a maximum of 3 hours.  Taught in English.  Prerequisite(s):  Consent of the instructor.","Arabic (ARAB)","1-3 hours"
"ARAB 310","Aristotle and the Arabs","Traces the major topics of ancient Greek philosophy, especially those of Aristotle,  and their transformation into the philosophy developed in the Arabic classical period. Course Information: Same as CL 310 andPHIL 310. Prerequisite(s):CL 221orPHIL 221orRELS 230.","Arabic (ARAB)","3 hours"
"ARCH 105","Architectural Studio 1","Introduction to the visual and graphic principles of architectural design and production, with emphasis on observation, process, and composition, developed under the theme of representation and visual culture. Course Information: 5 hours. Field trips required at a nominal fee. Prerequisite(s):  Approval of the department. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Architecture (ARCH)","5 hours"
"ARCH 106","Architectural Studio 2","Introduction to materials and methods of assembly in architectural design and production, with emphasis on design process, problem-solving, and construction, developed under the general theme of representation and visual culture. Course Information: 5 hrs. Prerequisite(s):ARCH 105and approval of the department. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Architecture (ARCH)","5 hours"
"ARCH 151","Architecture at Chicago","Introduction to the architecture culture of the School of Architecture and in the city. Course Information: Extensive computer use required. Field work required. Requires concurrent registration inARCH 105.","Architecture (ARCH)","2 hours"
"ARCH 200","Architecture and Society","Provides an understanding of the issues and factors that motivate and influence architectural design and theory, and how architecture is shaped by and shapes cultural concerns and social organization. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion.Creative Arts course, and  Individual and Society course.","Architecture (ARCH)","4 hours"
"ARCH 205","Architectural Studio 3","Principles of building design and representation explored through integrative analysis of program, site, structure, materials, mechanical systems, and composition, developed under the general theme of architectural technology. Course Information: 5 hours. Extensive computer use required. Field trips required at a nominal fee. Field work required. Students will use city as a research laboratory with field work on project sites. Additional scheduled field trips will be made to significant or historical architectural buildings as part of preliminary design research and analysis. Prerequisite(s):ARCH 105andARCH 106; and approval of the department. Students must have earned an average grade of C or better inARCH 105andARCH 106. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Architecture (ARCH)","5 hours"
"ARCH 206","Architectural Studio 4","Expands basic principles of building design and representation explored through integrative analysis of program, site, structure, materials, mechanical systems, and composition, developed under the general theme of architectural technology. Course Information: 5 hours. Extensive computer use required. Field trips required at a nominal fee. Field work required. Students will use city as a research laboratory with field work on project sites. Additional scheduled field trips will be made to significant or historical architectural buildings as part of preliminary design research and analysis. Prerequisite(s):ARCH 205and approval of the department. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Architecture (ARCH)","5 hours"
"ARCH 210","Architecture as Archetype: Explorations of the City and Its Forms","Introduces students to architectural knowledge through its most elementary forms, analyzing their historical manifestations and present expressions.Past course.","Architecture (ARCH)","3 hours"
"ARCH 251","Architectural Analysis","Analysis of the form and space of the built environment beginning with experiential and empirical inquiry and expanding to formal, visual, compositional, and perceptual techniques. Course Information: Prerequisite(s): Approval of the Department; and BA Architectural Studies students must enroll concurrently inARCH 105; and BS Architecture students must have completedARCH 106and also register concurrently inARCH 205. Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Architecture (ARCH)","3 hours"
"ARCH 252","Modern Architecture","Introduction to the concept of architectural theory as an integral part of making, understanding, and interpreting works of architecture. Course Information: Prerequisite(s):  BS Arch students:ARCH 205andARCH 251. BA Arch students:ARCH 251. Arch Minor Students:ARCH 200. Corequisite(s): BS Arch students must concurrently enroll inARCH 206. Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Architecture (ARCH)","3 hours"
"ARCH 359","Architectural Technology 1","Examines the architect's role in protecting the health, safety and welfare of the public through responsible and ethical building practices. Course Information: Prerequisite(s): Third year standing in the Bachelor of Science in Architecture program or approval of the school. Requires concurrent registration inARCH 365. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","4 hours"
"ARCH 360","Architectural Technology 2","Introduction to building construction processes, terminology, principles, conventions, standards, applications, restrictions and communcations pertaining to construction materials and assemblies. Course Information: Prerequisite(s):ARCH 359or approval of the school.  Requires concurrent registration inARCH 366.  Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","4 hours"
"ARCH 365","Architectural Studio 5","Intermediate exercises in building design and representation explored through integrative analysis of program, site, structure, materials, mechanical systems, and composition, developed under the general theme of city and environment.  Course Information:  Extensive computer use required. Field trip required at a nominal fee. Field work required. Students will use city as a research laboratory with field work on project sites. Additional scheduled field trips will be made to significant or historical architectural buildings as part of preliminary design research and analysis.  Prerequisite(s):ARCH 205andARCH 206; and approval of the department. Students must have earned an average grade of C or better inARCH 205andARCH 206. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","6 hours"
"ARCH 366","Architectural Studio 6","Extended intermediate exercises in building design and representation explored through integrative analysis of program, site, structure, materials, mechanical systems, and composition, developed under the general theme of city and environment.  Course Information:  Extensive computer use required. Field trips required at a nominal fee. Field work required. Students will use city as a research laboratory with field work on project sites. Additional scheduled field trips will be made to significant or historical architectural buildings as part of preliminary design research and analysis.  Prerequisite(s):ARCH 365and approval of the department.  Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","6 hours"
"ARCH 371","Architectural Theory 1","The emergence of the metropolis beginning in the mid-nineteenth century is examined through a survey of the forces that produced it, and the ideologies and practices that have attempted to organize, control, and simulate it. Course Information: BS Arch students must be enrolled inARCH 359andARCH 365. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","3 hours"
"ARCH 372","Architectural Theory 2","Discusses a diversity of critical and generative approaches to twentieth-century architecture and theory, with an emphasis on how architects invent and instrumentalize history. Course Information: Prerequisite(s):ARCH 371. BS students must concurrently enroll inARCH 366. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","3 hours"
"ARCH 391","Architectural Study Abroad","Lectures, seminars, studio, and independent travel/study abroad. Architectural/art history, architectural elective and/or architectural theory and analysis. Course Information: May be repeated to a maximum of 34 hours. Prerequisite(s): A 2.50 cumulative grade point average in architecture and approval of the school.","Architecture (ARCH)","0-17 hours"
"ARCH 395","Cooperative Education","Introduction to architectural practice. Offers students the opportunity to couple academic learning with professional experience in an off-campus placement. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated to a maximum of 3 hours. Field work required. Prerequisite(s): Consent of the instructor. Restricted to students withthird or fourth year standing in the B.A. in Architectural Studies program.","Architecture (ARCH)","1 hour"
"ARCH 399","Architecture Elective I","Special topics in architectural theory, design, and criticism. Course Information: May be repeated to a maximum of 12 hours. Students may register in more than one section per term.","Architecture (ARCH)","3 hours"
"ARCH 414","Contemporary Practices","An upper level ""selective"" seminar that examines specific approaches to the contemporary practice of architecture; students choose by lottery from among several options that are offered by faculty. Course Information: Prerequisite(s):ARCH 252; and approval of the department. BS in Architecture students must completeARCH 371and 372. Corequisite(s): BS in Architecture students must concurrently enroll inARCH 465. Class Schedule Information: To be properly registered, students must enroll in one Discussion/Recitation and one Lecture-Discussion.","Architecture (ARCH)","3 hours"
"ARCH 440","Digital Design and Fabrication","Lectures, 3D software modeling lab time, and lab time for fabricating these files into physical models and prototypes, delivers a survey knowledge of digital fabrication and production in contemporary architectural practice. Course Information: Prerequisite(s):ARCH 106; and approval of the department.","Architecture (ARCH)","3 hours"
"ARCH 465","Advanced Topic Studio 1","Advanced studio that pursues specific design and research agendas of current significance; students choose by lottery from among several options that are offered by faculty. Course Information:  Extensive computer use required. Field trip required at a nominal fee. Field work required. Students will use city as a research laboratory with field work on project sites. Additional scheduled field trips will be made to significant or historical architectural buildings as part of preliminary design research and analysis.  Prerequisite(s):ARCH 360andARCH 365andARCH 366andARCH 372; and junior standing or above; and approval of the department. Students must have earned an average grade of C or better in bothARCH 365andARCH 366. Students with a lower grade point average for the 365/366 studio sequence are required to take an eight-week summer studio in which they must earn at least a C in order to advance to the studio sequence for the following year. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","6 hours"
"ARCH 466","Advanced Topic Studio 2","Advanced studio that pursues specific design and research agendas of current significance; students choose by lottery from among several options that are offered by faculty. Course Information:  Extensive computer use required. Field trip required at a nominal fee. Field work required. Students will use city as a research laboratory with field work on project sites. Additional scheduled field trips will be made to significant or historical architectural buildings as part of preliminary design research and analysis. Prerequisite(s):ARCH 465; and approval of the department. Students must have earned an average grade of C or better inARCH 365andARCH 366. Students with a lower grade point average for the 365/366 studio sequence are required to take an eight-week summer studio in which they must earn at least a C in order to advance to the studio sequence for the following year. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture.","Architecture (ARCH)","6 hours"
"ARCH 470","Structures I: Statics","Introduction to the analysis of structural elements. Introduction to fundamental structural planning criteria and relevant concepts of tension, compression and bending. Introduction to historical and contemporary structural precedents. Course Information: Prerequisite(s): Credit or concurrent registration inMATH 180and Credit or concurrent registration inPHYS 131.","Architecture (ARCH)","3 hours"
"ARCH 471","Structures II: Strength of Materials","Introduction to material properties; strength characteristics of building materials and material assemblies; stress and strain; rigidity and deformation; temperature effects; torsion effects; combined loading of elements and systems. Course Information: Prerequisite(s):ARCH 470and approval of the school.","Architecture (ARCH)","3 hours"
"ARCH 499","Special Topics","Special topics in theory, design, technology, or graphic skills and craft (manual or digital). Course Information: 3 undergraduate hours. 4 graduate hours. May be repeated up to 3 time(s). Prerequisite(s): Senior standing or above.","Architecture (ARCH)","3 or 4 hours"
"ARCH 520","Topics in Architectural Theory and History","Seminar on a current topic in the criticism, theory or history of architecture and urbanism. Course Information: May be repeated to a maximum of 12 hours.","Architecture (ARCH)","4 hours"
"ARCH 522","Topics in Architectural Technology","Seminar on a current topic in technology, structures, or digital fabrication and new media.  Course Information: May be repeated to a maximum of 12 hours.","Architecture (ARCH)","4 hours"
"ARCH 531","Architectural Theory and History I","Discusses a diversity of critical and generative approaches to contemporary architecture and theory, with an emphasis on how architects invent and instrumentalize history. Course Information: Corequisite(s):ARCH 551andARCH 561.","Architecture (ARCH)","4 hours"
"ARCH 532","Architectural Theory and History II","Investigates the historical and theoretical connections between architecture and culture, society, and politics in a variety of global contexts.","Architecture (ARCH)","4 hours"
"ARCH 544","Professional Practices","An introduction to the law and business of architecture, with an emphasis on alternative models for contemporary professional practice. Course Information: Prerequisite(s): Approval of the department.","Architecture (ARCH)","4 hours"
"ARCH 551","Architectural Design I","Introduction to the architectural design discipline as an instigator of qualities and as a function of technique and geometry. Exercises address issues of scale, proportion, intricacy, and formal organizing systems through analog and digital media. Course Information: Previously listed as ARCH 451. Corequisite(s):ARCH 531andARCH 561.","Architecture (ARCH)","6 hours"
"ARCH 552","Architectural Design II","Introduction to the architectural design discipline as an organizer of quantities and as a function of argument and scenario. Exercises confront issues of size, number, expediency, and activity through diagramming, modeling, and graphic techniques. Course Information: Previously listed as ARCH 452. Prerequisite(s):ARCH 551.","Architecture (ARCH)","6 hours"
"ARCH 553","Architectural Design III","Comprehensive housing design studio using building codes, structural and mechanical systems, and material lifecycles as generative design parameters to attain the scale of detail development and the level of construction documents. Course Information: Previously listed as ARCH 453. Prerequisite(s): Advanced standing in the second year of the three-year Master of Architecture program, or completion of bothARCH 551andARCH 552with a grade point average of B or better in theARCH 551and 552 course sequence.","Architecture (ARCH)","6 hours"
"ARCH 554","Architectural Design IV","Addresses contemporary collective space through the development of a large, mixed-use complex on an urban site, and the communication with diverse audiences by synthesizing information and identity from multiple programs and publics. Course Information: Previously listed as ARCH 454. Prerequisite(s):ARCH 553.","Architecture (ARCH)","6 hours"
"ARCH 555","Design Development","Advanced seminar that focuses on technical development and documentation of the design project fromARCH 553. Course Information: Extensive computer use required. Prerequisite(s): Credit or concurrent registration inARCH 553andARCH 563. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory.","Architecture (ARCH)","4 hours"
"ARCH 561","Architectural Technology I","Introduction to building construction processes, terminology, conventions, standards, materials, principles of structural behavior, application of components and assemblies, and communication and specifications. Course Information: Previously listed as ARCH 461. Corequisite(s):ARCH 531andARCH 551. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture/Discussion.","Architecture (ARCH)","4 hours"
"ARCH 562","Architectural Technology II","Focuses on the relationship of interior architecture and its occupant(s) with emphasis on the technical integration of site, program, movement, and building systems: HVAC, electrical, plumbing, ADA and universal design, vertical transport, and egress. Course Information: Previously listed as ARCH 462. Prerequisite(s):ARCH 561. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture/Discussion.","Architecture (ARCH)","4 hours"
"ARCH 563","Architectural Technology III","Focuses on the relationship between architecture, environment, and the human body, including the study of material and energy specification, physiological and cultural norms of the human body, and assembly systems at the building's envelope. Course Information: Previously listed as ARCH 463. Prerequisite(s):ARCH 562or advanced standing in the second year of the three year Master of Architecture program. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture-Discussion.","Architecture (ARCH)","4 hours"
"ARCH 564","Architectural Technology IV","An advanced seminar/lab in architectural technologies, structures, new materials, and fabrication techniques; students choose by lottery into one of several sections with diverse content. Course Information: Previously listed as ARCH 464. Prerequisite(s):ARCH 561and credit or concurrent registration inARCH 562andARCH 563; and credit or concurrent registration inARCH 573andARCH 574. Students who are admitted advanced standing into the second year of the three year Master of Architecure program have the option to takeARCH 562ORARCH 573concurrently withARCH 564. Class Schedule Information:  To be properly registered, students must enroll in one Laboratory and one Lecture/Discussion.","Architecture (ARCH)","4 hours"
"ARCH 565","Topic Studio","Advanced studio that pursues specific design and research agendas of current significance; students choose by lottery from among several options that are offered by permanent and distinguished visiting faculty. Course Information: Extensive computer use required. Field work; field trips required at a nominal fee. Prerequisite(s): Completion of bothARCH 553andARCH 554with a grade point average of B or better in this course sequence. Students with a lower grade point average for the 553/554 studio sequence are required to take an eight-week summer studio in which they must earn at least a B in order to advance to the studio sequence for the following year.","Architecture (ARCH)","6 hours"
