course_code,course_name
CSCI-GA 3033,Spec Top Computer SCI:: Cloud and Machine Learning
CSCI-GA 3033,Spec Top Computer SCI:: Cryptocurrencies and Decentralized Ledgers
CSCI-GA 3033,Spec Top Computer SCI:: Efficient AI Computing: Algorithm and Implementati
CSCI-GA 3033,Spec Top Computer SCI:: Graphics Processing Units (GPUs): Architcture & Pr
CSCI-GA 3033,Spec Top Computer SCI:: Introduction to Deep Learning and LLM based Genera
CSCI-GA 3033,Spec Top Computer SCI:: Mathematical Foundations of Deep Learning and Larg
CSCI-GA 3033,Spec Top Computer SCI:: Multicore Processors: Architecture & Programming
CSCI-GA 3033,Spec Top Computer SCI:: Predictive Analytics
CSCI-GA 3033,Spec Top Computer SCI:: Programming Parallel Algorithms
CSCI-GA 3033,Spec Top Computer SCI:: Protein Design
CSCI-GA 3033,Spec Top Computer SCI:: Public Interest Technology
CSCI-GA 3033,Spec Top Computer SCI:: Quantum Computation
CSCI-GA 3033,Spec Top Computer SCI:: Randomized Algorithms
CSCI-GA 3033,Spec Top Computer SCI:: Reinforcement Learning with Foundation Models
CSCI-GA 3110,Honors Programming Lang
CSCI-GA 3205,Applied Cryptography & Network Security
CSCI-GA 3210,Intro to Cryptography
CSCI-GA 3520,Honors Analysis of Algorithms
CSCI-GA 3812,Info Tech Projects
CSCI-GA 3813,Advanced Lab:
CSCI-GA 3840,Master's Thesis Research
CSCI-GA 3850,PhD Research Seminar: Cryptography
CSCI-GA 3850,PhD Research Seminar: Formal Methods
CSCI-GA 3850,PhD Research Seminar: Theory
CSCI-GA 3860,PhD Thesis Research
CSCI-GA 3870,Internship in Computer Science
CUSP-GX 5053,Geographic Information Systems
CUSP-GX 7000,"Data Governance, Ethics, and Privacy"
CUSP-GX 7013,Introduction to Applied Data Science
CUSP-GX 7020,Ph.D. Colloquium
CUSP-GX 7053,Innovative City Governance
CUSP-GX 7103,Capstone Urban Science Intensive I: Project Management
CUSP-GX 8000,"Foundations in Policy, Research, and Writing"
CUSP-GX 8043,Advanced Spatial Analytics
CUSP-GX 8053,Urban Decision Models
CUSP-GX 8083,Big Data Management & Analysis
CUSP-GX 8093,Data Visualization
CUSP-GX 8113,Monitoring Cities
CUSP-GX 8823,Digital Civics for Social Innovation
CUSP-GX 8833,City Immersion
CUSP-GX 8843,Virtual and Augmented Reality
CUSP-GX 8853,"Understanding Urban Subsurfaces: Identifying, Integrating, & Operationalizing Relevant Data Streams"
CUSP-GX 8863,From Correlation to Causation: Data Science for Decision Making
CUSP-GX 8883,Urban Transportation & Logistics Systems
CUSP-GX 9113,Special Topics in Urban Science & Informatics: Introduction to Sustainable Energy Systems
DANC-GT 2003,Dance Technique
DANC-GT 2031,Writing: Contemporary Performance Practice
DANC-GT 2051,Grad Indep Study I
DANC-GT 2052,Grad Indep Study II
DANC-GT 2205,The Science of Movement
DANC-GT 2208,Collaborative Strategies in Interactive Media
DANC-GT 2325,Dance Music: A Laboratory for Choreographers and Composers
DANC-GT 2501,Graduate Dance Seminar: Insights and Approaches I
DANC-GT 2503,Worldmaking
DANC-GT 2508,The Business of Art
DANC-GT 2800,Int-Adv Ballet
DESG-GT 1000,Costume Studio I
DESG-GT 1004,Drawing Year 1
DESG-GT 1012,Stagecraft I
DESG-GT 1013,Stagecraft I
DESG-GT 1015,Introduction to Scenic Design
DESG-GT 1017,Set Studio 3
DESG-GT 1018,Costume Design I
DESG-GT 1020,Cutting & Draping
DESG-GT 1022,Cultural History and Design
DESG-GT 1024,Digital Visualization II
DESG-GT 1030,Intro to Art Department
DESG-GT 1034,Playreading
DESG-GT 1038,Opera Context and Cultures
DESG-GT 1050,Film Studio
DESG-GT 1052,Drawing Year 2
DESG-GT 1054,Scenic Design I: Fund of Des
DESG-GT 1056,Intro to Lighting Design
DESG-GT 1060,Independent Study
DESG-GT 1062,Film Production
DESG-GT 1064,Film Studio 2
DESG-GT 1100,Scenic Design II
DESG-GT 1102,Set Studio 2
DESG-GT 1120,Production Year 2
DESG-GT 1140,Collaboration
DESG-GT 1150,Lighting Design I
DESG-GT 1204,Costume Design II
DESG-GT 1206,Costume Studio II
DESG-GT 1210,Scenic Design III
DESG-GT 1212,Collaboration II
DESG-GT 1214,Production Design 1
DESG-GT 1216,Production Design II
DESG-GT 1218,Costume Studio III
DESG-GT 1222,Aesthetics: Style
DESG-GT 1400,Costume Design III
DESG-GT 1424,Lighting Design II
DESG-GT 1440,Lighting Studio
DESG-GT 1450,Lighting Design III
DESG-GT 1460,Lighting Production Yr2
DESG-GT 1462,Lighting Production Yr3
DESG-GT 1500,Production Year 3
DESG-GT 2000,Performance by Design
DESG-GT 2002,Transitioning into the Profession
DESG-GT 2006,Set Studio I
DEVE1-GC 1010,Land Use & Environmental Regulation
DEVE1-GC 1020,Planning & Design Issues in Development
DEVE1-GC 1025,Construction Methods & Technology
DEVE1-GC 1050,Legal Principles & Practices
DEVE1-GC 1060,The Development Process
DEVE1-GC 1065,Hotel Development and Investment
DEVE1-GC 2005,Public - Private Development
DEVE1-GC 2010,Entrepreneurship & Innovation in Re Develop
DEVE1-GC 2015,Applied Project in the Business of Development
DEVE1-GC 2105,Green Building & Sustainable Development
DEVE1-GC 2110,Infrastructure & Urban Development
DEVE1-GC 2115,Applied Project in Sustainable Development
DEVE1-GC 2200,Comparative International Real Estate
DEVE1-GC 2205,Advanced Real Estate Development and Investment Transactions
DEVE1-GC 2215,Applied Project in Global Real Estate
DEVE1-GC 3100,Professional Internship
DEVE1-GC 4990,Special Topics in Real Estate Development: Retail Resilience: Understanding the Complexities
DHSS-GA 1120,Introduction to Programming
DM-GY 6013,Production Studio Seminar I
DM-GY 6043,Theories and Cultural Impact of Media & Technology
DM-GY 6053,Ideation & Prototyping
DM-GY 6063,Creative Coding
DM-GY 6133,Mobile Augmented Reality Studio
DM-GY 7033,Media Law
DM-GY 7053,Developing Assistive Technology
DM-GY 7133,User Experience Design
DM-GY 7163,Virtual Production Development
DM-GY 9003,"Doctoral Seminar in Technology, Culture, and Society"
DM-GY 9102,Special Topics in Digital Media: Multisensory Design
DM-GY 9103,Special Topics in Digital Media: Camera and Capture
DM-GY 9103,Special Topics in Digital Media: Designing for Immersive Media
DM-GY 9103,Special Topics in Digital Media: Fabrication Studio: Digital to Physical
DM-GY 9103,Special Topics in Digital Media: Media-Agnostic Documentary
DM-GY 9103,Special Topics in Digital Media: Print and Code
DM-GY 9103,Special Topics in Digital Media: Qualitative Research Methods
DM-GY 9103,Special Topics in Digital Media: Sensory Ecology: Data Ntwrks & the Biological Worl
DM-GY 9103,Special Topics in Digital Media: Speculative Networks
DM-GY 9103,Special Topics in Digital Media: Tangible Electronics for Teaching & Learning
DM-GY 9103,Special Topics in Digital Media: The Dynamic Web
DM-GY 9103,Special Topics in Digital Media: Visual AI Studio for Art and Technology
DM-GY 9103,Special Topics in Digital Media: Visual Design Studio
DM-GY 9201,Special Topics in Integrated Design & Media: Digital Doubles
DM-GY 9201,Special Topics in Integrated Design & Media: Multispecies Theory
DM-GY 9201,Special Topics in Integrated Design & Media: Mycelium Materials
DM-GY 9201,Special Topics in Integrated Design & Media: Scan Everything
DM-GY 9963,MS Pre-Thesis in Digital Media: Research Methods
DM-GY 9973,MS Thesis in Digital Media
DS-GA 1001,Introduction to Data Science
DS-GA 1002,Probability and Statistics for Data Science
DS-GA 1005,Inference and Representation
DS-GA 1006,Capstone Project and Presentation
DS-GA 1007,Programming for Data Science
DS-GA 1008,Deep Learning
DS-GA 1009,Practical Training for Data Science
DS-GA 1010,Independent Study in Data Science
DS-GA 1011,Fundamentals of Natural Language Processing
DS-GA 1014,Optimization and Computational Linear Algebra
DS-GA 1018,Probabilistic Time Series Analysis
DS-GA 1170,Fundamental Algorithms
DS-GA 2001,Research Rotation
DS-GA 2003,Introduction to Data Science
DS-GA 2433,Database Systems
DS-GA 3001,Special Topics in Data Science
DS-GA 3001,Special Topics in Data Science: Bayesian Machine Learning
DS-GA 3001,Special Topics in Data Science: Information Theory for Statistics and Learning
DS-GA 3001,Special Topics in Data Science: Intro to Applied ML in Finance I: Discrete Choice
DS-GA 3001,Special Topics in Data Science: Learning from Small Data
DS-GA 3001,Special Topics in Data Science: Neural Data Science
DSWSW-GS 4001,Philosophies of Knowledge and Mind
DSWSW-GS 4002,Social Theories and their Relationship to Clinical Practice
DSWSW-GS 4007,Publication Development I
DSWSW-GS 4009,Implementing Evidence Based and Evidence Informed Practices
DSWSW-GS 4010,Contemporary Understandings of Human Development and Well-Being
DSWSW-GS 4017,Teaching and Learning in Social Work
DSWSW-GS 4019,Teaching or Field Based Learning Internships
DSWSW-GS 4020,Publication Development Workshop III
DSWSW-GS 4040,Independent Study
DSWSW-GS 4041,Independent Study
DWPG-GT 2015,Goldberg Masterclass in Playwriting
DWPG-GT 2018,Introduction to Dramatic Writi
DWPG-GT 2042,Graduate Episodic/TV Writing I: Specs
DWPG-GT 2055,Advanced Screenwriting
DWPG-GT 2062,Graduate Playwriting I
DWPG-GT 2066,Graduate Screenwriting I
DWPG-GT 2074,Collaboration: Reloaded
DWPG-GT 2080,Masterclass Across Mediums:: Alternative Narrative Structur
DWPG-GT 2082,Writing Workshop: Adaptation Across Media
DWPG-GT 2082,Writing Workshop: The Rom Com
DWPG-GT 2105,Film Story Analysis:: African American Images in Film and TV
DWPG-GT 2110,TV Story Analysis:: TV Storytelling
DWPG-GT 2150,Advanced Episodic/TV Writing: Series
DWPG-GT 2300,Graduate Internship
DWPG-GT 2350,Business of the Business
DWPG-GT 2355,Professional Training: Episodic TV Pitching
DWPG-GT 2355,Professional Training: Screenplay Pitching
DWPG-GT 2355,Professional Training: Writing Grants for Theater
DWPG-GT 2409,Graduate Drama Lab I
DWPG-GT 2631,Dramatic Strategies
EAST-GA 1001,First Year Sem: Intro to Critical Asian Studies
EAST-GA 1500,Ind Studies in Topics in East Asian Studies
EAST-GA 2650,Spec Topics in Theory
EAST-GA 2650,Spec Topics in Theory: Modern Japanese Thought
EAST-GA 2917,Topics in Lit and Mod Culture: Poetics of Visual Language
ECE-GY 5213,Introduction to Systems Engineering
ECE-GY 5253,APPLIED MATRIX THEORY
ECE-GY 5553,Physics of Quantum Computing
ECE-GY 5613,Introduction to Electric Power Systems
ECE-GY 6010,GUIDED STUDIES IN ELEC ENGR
ECE-GY 6015,GUIDED STD IN ELEC ENGR
ECE-GY 6020,GUIDED STD IN ELEC ENGR
ECE-GY 6113,Digital Signal Processing I
ECE-GY 6123,Image and Video Processing
ECE-GY 6143,MACHINE LEARNING
ECE-GY 6183,Digital Signal Processing Laboratory
ECE-GY 6253,Linear Systems
ECE-GY 6263,Game Theory
ECE-GY 6303,Probability and Stochastic Processes
ECE-GY 6353,INTERNET ARCHITECTURE & PROTOCOLS
ECE-GY 6383,High-Speed Networks
ECE-GY 6403,Fundamentals of Analog Integrated Circuit Design
ECE-GY 6473,Introduction to VLSI System Design
ECE-GY 6483,Real Time Embedded Systems
ECE-GY 6643,Relay Fault Protection
ECE-GY 6693,Electronic Power Supplies
ECE-GY 6913,Computing Systems Architecture
ECE-GY 7123,DEEP LEARNING
ECE-GY 9113,SEL TOP IN SIGNAL PROCESSING: BIG DATA MANAGEMENT AND ANALYSIS
ECE-GY 9153,SEL TOPCS IN SIGNAL PROCESSING: NEURAL AND PHYSIOLOGICAL SIGNAL PROCESSING
ECE-GY 9163,SEL TOPCS IN SIGNAL PROCESSING: MACHINE LEARNING FOR CYBERSECURITY
ECE-GY 9193,SEL TOPCS IN SIGNAL PROCESSING: ADVANCE TOPICS IN COMPUTER VISION
ECE-GY 9233,SEL TOP: CTRL ENGRNG: STOCHASTIC SYS & MODERN ML THEORY
ECE-GY 9313,SEL TOP: TELECOM NETWORK: AI/ML FOR NETWORK TRAFFIC ANALYSIS
ECE-GY 9343,SEL TOP: TELECOM NETWORK: DATA STRUCTURE & ALGORITHMS
ECE-GY 9423,ST: COMP ELEC DEVICES & SYSTEM: DESIGN AND ANALYSIS OF COMM CIRCUITS & COMPONENTS
ECE-GY 9433,ST: COMP ELEC DEVICES & SYSTEM: SYSTEM-ON-CHIP DESIGN
ECE-GY 9443,ST: COMP ELEC DEVICES & SYSTEM: SECURITY IN ADDITIVE MANUFACTURING
ECE-GY 9613,SELECTED TOPICS IN POWER ENGINEERING: SMART POWER DISTRIBUTION SYSTEMS
ECE-GY 9900,Seminar in Electrical and Computer Engineering
ECE-GY 9933,Readings in Electrical and Computer Engineering I
ECE-GY 9941,Advanced Projects III
ECE-GY 9953,ADVANCED PROJECT
ECE-GY 997X,MS THESIS IN ELECTRICAL & COMPUTER ENGINEERING DEPARTMENT
ECE-GY 999X,PHD DISSERTATION IN ELECTRICAL ENGINEERING DEPT
ECED-GE 2300,Ind Study
ECED-GE 2314,Curriculum Development in Science and Social Studies
ECED-GE 2901,Student Teaching in Early Childhood Settings
ECOC1-GC 1000,Immersion Fundamentals Residency
ECOC1-GC 1010,Science of Behavior & Change
ECOC1-GC 1030,Business Strategy
ECOC1-GC 2030,Coaching Special Topics
ECOC1-GC 2040,Consulting Special Topics
ECON-GA 1001,Math for Economists (MA)
ECON-GA 1005,Macroeconomics(MA)
ECON-GA 1021,Math F/Economists I-PhD
ECON-GA 1023,Microeconomics I (PhD)
ECON-GA 1025,Macroeconomics (PhD)
ECON-GA 1101,Appl Stat Econometric I (MA)
ECON-GA 1108,Income Distrib in U.S.
ECON-GA 1402,Money & Banking (MA)
ECON-GA 1501,Trade and Spatial Economics
ECON-GA 1601,Thry of Eco Dev I (PhD)
ECON-GA 1701,Labor Economics I
ECON-GA 1801,Indust Organization I
ECON-GA 2024,Monetary Theory
ECON-GA 2041,Evolution of Economic Thought
ECON-GA 2100,Econometrics I
ECON-GA 2113,Game Theory I
ECON-GA 2114,Experimental Economics
ECON-GA 3000,Reading & Research
ECON-GA 3001,Topics in Economics:: Adv Mathematical Econ
ECON-GA 3001,Topics in Economics:: Advanced Microeconomics
ECON-GA 3001,Topics in Economics:: Economic Analysis of Law
ECON-GA 3001,Topics in Economics:: Economic policy and strategic political behavior
ECON-GA 3001,Topics in Economics:: Empirical Research Methods
ECON-GA 3001,Topics in Economics:: Expectations and Uncertainty About Inflation and S
ECON-GA 3001,Topics in Economics:: Financial Econometrics
ECON-GA 3001,Topics in Economics:: Foundations of Financial Economics
ECON-GA 3002,Topics in Economics:
ECON-GA 3002,Topics in Economics:: Applied Micro Workshop
ECON-GA 3002,Topics in Economics:: Applied Microeconometrics
ECON-GA 3002,Topics in Economics:: Dynamic Oligopoly and Related Topics
ECON-GA 3002,Topics in Economics:: Economics of Attention: Theory and Experiments
ECON-GA 3002,Topics in Economics:: Emp Methods in Monetary&Macroecon
ECON-GA 3002,Topics in Economics:: Exp. and Beh. Econ: Beliefs and Learning
ECON-GA 3002,Topics in Economics:: Macro Student Workshop
ECON-GA 3002,Topics in Economics:: Macro perspectives on Labor Markets
ECON-GA 3002,Topics in Economics:: Neuroeconomics & Decision Seminar
ECON-GA 3002,Topics in Economics:: New Research in Economic
ECON-GA 3002,Topics in Economics:: Sem Article Preparation
ECON-GA 3003,Microeconomics Workshop
ECON-GA 3005,Macroeconomics Workshop
ECON-GA 3101,Sem in Econometrics
ECON-GA 3103,C.E.S.S. Experimental Economics Workshop
ECON-GA 3200,Special Projects in Econ Research
ECON-GA 3300,Advanced Practical Training
ECON-GA 3402,Colloquium On Market Institutions & Eco Procs
ECON-GA 3501,Sem in Int'L Economics
ECON-GA 4031,Microeconomics I
ECON-GA 4032,Microeconomics II
ECON-GA 4041,Macroeconomics I
ECON-GA 4042,Macroeconomics II
ECON-GA 4051,Game Theory I
ECON-GA 4061,Applied Microeconomics I
ECON-GA 4072,Econometrics II
ECON-GA 4121,Research Practicum I
EDCT-GE 2015,User Experience Design
EDCT-GE 2095,Capstone Thesis
EDCT-GE 2114,Experience Design and Artificial Intelligence
EDCT-GE 2174,Foundations of Cognitive Sciences
EDCT-GE 2175,Foundations of the Learning Sciences
EDCT-GE 2184,Tangible Electronics for Teaching and Learning
EDCT-GE 2197,Media Practicum: Field Internships
EDCT-GE 2251,Introduction to Coding for Learning Designers
EDCT-GE 2260,Building Artificial Intelligence Applications for Education
EDCT-GE 2300,Independent Study
EDCT-GE 2350,Designing On-Line Learning in Higher Education
EDCT-GE 2505,Designing Simulations/Games for Learning
EDCT-GE 2510,"Narrative, Digital Media, and Learning"
EDCT-GE 2554,Ed Tech UX Studio: Design for a Client
EDLED-GE 2160,"Internship: Educational Leadership, Politics, and Advocacy"
EDLED-GE 2205,Advocacy and Education
EDLED-GE 2209,"Sem Adv Qual Design: Case, Ethnographic & Community-based Methods"
EDLED-GE 2300,Independent Study
EDPLY-GE 2030,Education and Social Policy
EDPLY-GE 2050,Capstone:Applied Rsch in Education Policy
EDPLY-GE 2300,Independent Study
EHSC-GA 1006,Toxicology
EHSC-GA 1010,"Global Climate Change, Air Pollution, and Health"
EHSC-GA 2025,Communication skills for Biomedical Students
EHSC-GA 2031,Tutorials in Env Hlth Sc
EHSC-GA 2035,Principles of Environmental Measurements
EHSC-GA 2038,Industrial Hygiene and Occupational Health
EHSC-GA 2039,Introduction to Epidemiology
EHSC-GA 2053,Community Partnerships Through the Lens of Environmental Scientists
EHSC-GA 2054,Fundamentals of Molecular Pathology
EHSC-GA 2055,Radiation Exposures and Health Effects
EHSC-GA 2303,Intro to Biostatistics
EHSC-GA 2309,Environmental Carcinogenesis
EHSC-GA 2336,Introduction to Statistical Inference I
EHSC-GA 2337,Modern Causal Inference Methods
EHSC-GA 3001,Master's Thesis Research
EHSC-GA 3002,Doctoral Thesis Research
ELEC-GG 2705,"Trauma, Communities, and the Politics of Suffering"
ELEC-GG 2723,"Arabic Lit: Modern Prose & Poetry: Palestine, Poetics, Politics - Reading Mahmoud Darwish"
ELEC-GG 2800,Graphic Histories
ELEC-GG 2873,Film as Collaboration
ELEC-GG 2874,Pyschoanalysis and the Visual
EMAT-GE 2007,How Do I Build Classroom Community Where All Students Can Thrive?
EMAT-GE 2009,What Do I Teach?
EMAT-GE 2021,What are Special Education Policy and Process Responsibilities?
EMAT-GE 2022,How Do I Teach Students with High-Incidence Disabilities?
EMAT-GE 2025,How Do I Know What They Know?
EMAT-GE 2030,What Are My Professional Responsibilities?
EMAT-GE 2102,How Can We Build Class Community?
EMAT-GE 2107,How Can I Navigate Curriculum & Integrate Arts Across All Grades?
EMAT-GE 2111,How Do I Know What All Learners Know and Can Do?
EMSC1-GC 10,Developing and Driving Actionable Customer Insights
EMSC1-GC 20,Deciding on Where to Play and How to Win
EMSC1-GC 230,Hired Guns:  Maximizing When and How to Engage Consultants
EMSC1-GC 30,Harnessing Data Science to Solve Marketing and Communications Problems
EMSC1-GC 60,Disrupting Markets through Distribution Channel Innovations
EMSC1-GC 90,"Managing Communications for Investor Pitches, Launches, Turnarounds and Crises"
ENGED-GE 2041,Teaching/Learning English Language Arts Middle & HS
ENGED-GE 2300,Ind Study
ENGED-GE 2501,Masters Sem:Eng Ed
ENGED-GE 2911,Student Teaching in the English Language Arts: Placement I
ENGED-GE 2922,Student Teaching in the English Language Arts: Placement II
ENGED-GE 3919,"The Development of Writing: Theory, Tools, and Methods"
ENGL-GA 1083,Literature of Modern Ireland I
ENGL-GA 2075,Individualizing Writing Instruction
ENGL-GA 2270,Topics in Medieval Lit
ENGL-GA 2323,Tpcs in Renaissance Lit:
ENGL-GA 2839,Topics in Amer Lit II:
ENGL-GA 2916,Tpcs in Lit & Mod Cult:
ENGL-GA 2917,Topics in Modern Lit & Culture II
ENGL-GA 2927,Topics in Contemp Poetry
ENGL-GA 2957,Topics in Lit Theory I
ENGL-GA 2958,Topics in Literary Theory II
ENGL-GA 2980,Intro to Adv Lit Study
ENGL-GA 3001,Guided Research I
ENGL-GA 3002,Guided Research II
ENGL-GA 3003,Guided Research III
ENGL-GA 3006,PhD Proseminar: Studies in Advanced Literary Research
ENGL-GA 3972,Dissertation Seminar I
ENGL-GA 3985,Pedagogy Colloquim
ENGR-GH 7900,Graduate Seminar Series
ENVST-GA 1000,Foundations of Environmental Studies: Natural Science Perspectives
ENVST-GA 1020,Interdisciplinary Environmental Research Design
ENYC-GE 2023,Final Sem in Environ Conservation Educ
ENYC-GE 2300,Independent Study
EURO-GA 1156,Topics:: Old Europe and the New Right
EURO-GA 1981,Studies in Italian Culture:
EURO-GA 2301,What is Europe?
EURO-GA 2670,"The Modern Mediterranean: Politics, Culture, and Identity"
EURO-GA 3000,Grad Sem Europ Studies
EURO-GA 3112,Seminar:: Political Risk and Prediction
EURO-GA 3213,Eastern Europe Workshop
EURO-GA 3900,Independent Study
EURO-GA 3902,Internship
EXEC-GP 100,EMPA Co-Curricular Series
EXEC-GP 2135,Human Resources: Leading Talent Development
EXEC-GP 2141,Financial Decision Making and Management
EXEC-GP 2201,"Institutions, Governance, and Public Sector Reform"
EXEC-GP 3190,EMPA Seminar: Leadership Confronted
EXEC-GP 4101,Conflict Management and Negotiation
EXEC-GP 4503,"Introduction to Data Analytics for Public Policy, Administration, and Management"
EXPOS-GA 1001,Academic Writing for Graduate Students
FINH-GA 1000,French Language Instruction
FINH-GA 2023,"Lecture:: Museums, Collecting, and Antiquities"
FINH-GA 2027,Lecture:: Medieval Art:  Themes and Interpretations
FINH-GA 2027,Lecture:: Northern Renaissance Art
FINH-GA 2028,Lecture:: Arts of Africa
FINH-GA 2028,Lecture:: Technologies of Devotion in the Arts of Islam
FINH-GA 2035,Lecture:: Neoclassicism to Realism
FINH-GA 2036,Lecture:: Performance
FINH-GA 2046,Lecture:: Foundations I
FINH-GA 2046,Lecture:: Professional Practicum
FINH-GA 2101,Material Science of Art & Archaeology I
FINH-GA 2103,Technology and Structure of Works of Art I: Organic Materials
FINH-GA 2105,Instrumental Analysis I
FINH-GA 2108,Preventive Conservation
FINH-GA 2201,Studio in Paintings Conservation: Easel Paintings I: Kress Class Technical Exam
FINH-GA 2210,Studio in Objects Conservation
FINH-GA 2210,Studio in Objects Conservation: Intro to Objects Conservation
FINH-GA 2240,"Studio in Paper, Book, Photograph Conservation: The Conservation Treatment of Prints & Drawings I"
FINH-GA 2280,Individualized Instruction: Treatment of Deteriorated Works of Art I
FINH-GA 2282,Individualized Instruction: Examination and Analysis I
FINH-GA 2523,Colloquium:: Roman Art and the Writings of Pliny the Elder
FINH-GA 2545,Colloquia in Conservation for Art Historians: Artists' Pigments: Case Studies in Tech Art Histor
FINH-GA 3001,Seminar:: South Asia Partitioned: History and Art
FINH-GA 3004,Seminar:: Premodern Chinese Art and the Modern Rule of Law
FINH-GA 3007,Seminar:: Blackness and the Problem of Representation
FINH-GA 3010,Seminar:: New Directions in the Study of Yuan and Ming Paint
FINH-GA 3010,Seminar:: The Craft of Chinese Ink Painting
FINH-GA 3024,Seminar:: Roman Art and Architecture: from Augustus to Justi
FINH-GA 3027,Seminar:: Indigenous Ephemeralities
FINH-GA 3035,Seminar:: A New World of Art in Europe
FINH-GA 3035,Seminar:: Redefining “Copy” for Medieval Art
FINH-GA 3035,Seminar:: Visualizing “Turks” in Early Modern Europe
FINH-GA 3036,"Seminar:: Sexual Politics, Art World Style: Feminist Artists"
FINH-GA 3037,Seminar:: Acaye Kerunen: Polymath [Great Hall Exhibition]
FINH-GA 3044,Seminar:: PhD Proseminar:Theories and Methods in Art History
FINH-GA 3548,Directed Research for the PhD
FINH-GA 3549,Directed Research towards the PhD Dissertation
FOOD-GE 2008,Food Economics: Firm Strategic Behavior
FOOD-GE 2015,Food Policy
FOOD-GE 2023,Digital Skills in Food Media
FOOD-GE 2025,Wine and Spirits
FOOD-GE 2030,Introduction to Urban Agriculture
FOOD-GE 2033,Food Systems
FOOD-GE 2040,Food Advocacy
FOOD-GE 2061,Food Studies Capstone Seminar
FOOD-GE 2106,Social Entrepreneurship in Sustainable food Business
FOOD-GE 2171,Food Photography
FOOD-GE 2191,Food and Culture
FOOD-GE 2205,Theoretical Perspectives in Food Culture
FOOD-GE 2206,Food in the Arts: Design
FOOD-GE 2233,Field Trips in Food: Immigrant New York City
FOOD-GE 2243,Inquiries in Food Studies: Storytelling with Visualizations
FOOD-GE 2246,Inquiries in Food Studies: Afro-Asian World of Indian Ocean
FOOD-GE 2300,Independent Study
FOOD-GE 3400,Food Studies Doctoral Seminar
FRE-GY 5000,FRE Recitation: FRE-GY 6083 Quantitative Methods in Fin Recitation
FRE-GY 5000,FRE Recitation: FRE-GY 6233 Opt Pricing & Stochastic Calc Recitati
FRE-GY 5000,FRE Recitation: FRE-GY 6883 Financial Computing Recitation
FRE-GY 5000,FRE Recitation: FRE-GY 7773 Machine Learning in Fin Eng Recitation
FRE-GY 5010,FRE Bootcamp I
FRE-GY 5040,FRE Bootcamp IV - Econometrics and Machine Learning with Python
FRE-GY 5500,Bloomberg Certification
FRE-GY 5990,Capstone Assessment
FRE-GY 6023,Financial Economics
FRE-GY 6073,Introduction to Derivative Securities
FRE-GY 6083,Quantitative Methods in Finance
FRE-GY 6103,Valuation for Financial Engineering
FRE-GY 6123,Financial Risk Management
FRE-GY 6141,Static and Dynamic Hedging
FRE-GY 6153,Foundations of Financial Technology
FRE-GY 6191,Advanced Topics in Financial Technology: Visualization Lab
FRE-GY 6233,Options Pricing & Stochastic Calculus
FRE-GY 6251,Numerical & Simulation Techniques in Finance
FRE-GY 6351,Econometrics and Time Series Analysis
FRE-GY 6411,Fixed Income Securities and Interest Rate Derivatives
FRE-GY 6491,Credit Risk & Financial Risk Management
FRE-GY 6711,Quantitative Portfolio Management
FRE-GY 6731,Market Risk Management and Regulation
FRE-GY 6803,Financial Engineering (research course)
FRE-GY 6811,Financial Software Laboratory
FRE-GY 6831,Computational Finance Laboratory
FRE-GY 6871,R in Finance
FRE-GY 6883,Financial Computing
FRE-GY 6901,Selected Topics in Financial Engineering: Fixed Income Algorithmic Trading
FRE-GY 6901,Selected Topics in Financial Engineering: Volatility Models
FRE-GY 6921,Selected Topics in Financial Engineering: Alternative Investments
FRE-GY 6921,Selected Topics in Financial Engineering: Intro to Commodity Markets and Commodity Derivativ
FRE-GY 6931,Selected Topics in Financial Engineering: Blockchain and Cryptocurrency
FRE-GY 6971,Sel Topics in Financial Engr: Fixed Income Quantitative Trading
FRE-GY 6981,Sel Topics in Financial Engr: Fintech: Blockchain and Crypto
FRE-GY 6981,Sel Topics in Financial Engr: Introduction to Structuring
FRE-GY 6991,Sel Tpcs in Financial Engineering: Asset Allocation: A Strategic & Tactical Approach
FRE-GY 6991,Sel Tpcs in Financial Engineering: Asset and Liability Management
FRE-GY 7003,Financial Accounting and Analysis
FRE-GY 7021,Financial Engineering Capstone: Internship
FRE-GY 7043,Financial Engineering Capstone: Project
FRE-GY 7121,Statistical Arbitrage
FRE-GY 7241,Algorithmic Portfolio Management
FRE-GY 7251,Algorithmic Trading & High-Frequency Finance
FRE-GY 7261,News Analytics & Strategies
FRE-GY 7773,Machine Learning in Financial Engineering
FRE-GY 7801,Topics in Finance and Financial Markets I: Real Time Trading Risk Management
FRE-GY 7811,Topics in Finance and Financial Markets 2: Practical Intro to Quantitative Trading
FRE-GY 7811,"Topics in Finance and Financial Markets 2: Value Investing, A Modern Approach"
FRE-GY 7821,Topics in Risk Finance I: Optimal Control & Risk Management
FRE-GY 7831,Topics in Financial and Risk Engineering I: Financial Analytics & Big Data
FRE-GY 7841,Topics in Risk Finance II: Hedge Fund Strategies
FRE-GY 7841,Topics in Risk Finance II: Risk Preference and Portfolio Selection
FRE-GY 7851,Topics in Financial and Risk Engineering 2: Interest Rate Derivatives
FRE-GY 7851,Topics in Financial and Risk Engineering 2: Real Estate Risk
FRE-GY 7871,Topics in Financial Information Services and Technology: Deep Learning Models in Financial Learning
FRE-GY 7871,Topics in Financial Information Services and Technology: NLP & the Investment Process
