"code","level","title","credits","description"
"CWR6625C","Graduate","Ecological Eng",3,"Introduction and incorporation of the important concepts and theories of ecology into water resources engineering principles and designs. Prerequisite: Permission of the instructor."
"EVS6637","Graduate","Ecol Risk Assess",3,"Evaluation of risks of foreign chemicals to aquatic and terrestrial systems. Concepts and methodology used in the hazard and risk assessment of toxic effluents, chemical/oil spills, and contaminated sediments. Inactivated per SCNS review, last term offered Fall 2003."
"PCB3043","Undergraduate","Ecology",3,"The basic principles governing the interaction of organism and environment. Trophic structure and energetics, species diversity, evolution of populations, biogeochemical cycles."
"EVR4374","Undergraduate","Invasive Species Ecology",3,"An overview of the key ecological, social, and management questions surrounding introduced invasive species. Inactivated per SCNS review."
"PCB3043L","Undergraduate","Ecology Lab",1,"The basic principles governing the interaction of organism and environment. Trophic structure and energetics, species diversity, evolution of populations, biogeochemical cycles."
"EVR4026","Undergraduate","Biotic Resources",3,"The study of renewable natural resources of the earth's biomes, particularly those of tropical forests, the factors influencing their productivity, conservation, and human use."
"EVR5065","Graduate","Rainforest Ecology",3,"Intensive study of Central American tropical forest ecosystems conducted for two weeks in Costa Rica in sites ranging from lowland to high mountains. Primarily for teachers. Prerequisites: Graduate standing or permission of the instructor. Inactivated per SCNS review, last term offered Spring 2001"
"BOT5647","Graduate","Ecol Marine Plants",3,"Biology and ecology of seagrasses and mangroves, with an emphasis on South Florida and Caribbean species. Physiological ecology, population and community ecology, and ecosystem processes. Prerequisite: Permission of the instructor. Inactivated per SCNS review, last term offered Spring 2001"
"EVR3013","Undergraduate","Ecology Of S. Fla",3,"A course for non-science majors, offering an introduction to the ecology of South Florida through lectures and a series of field trips into several unique ecosystems, such as the Everglades, hardwood hammocks, and coastal regions. The course also deals with natural resource conservation, wildlife management, endangered species, and wilderness issues."
"EVR3013L","Undergraduate","Ecol S Fla Lab",1,"A course for non-science majors, offering an introduction to the ecology of South Florida through lectures and a series of field trips into several unique ecosystems, such as the Everglades, hardwood hammocks, and coastal regions. The course also deals with natural resource conservation, wildlife management, endangered species, and wilderness issues."
"EVR5066","Graduate","Ecol Amazon Forest",3,"Study of the ecology of the flooded forest with emphasis on the relationships between plants and animals and the annual flooding cycle. The course includes a two-week field study at river camp in Peru. Prerequisites: Graduate standing or permission of the instructor. Inactivated per SCNS review, last term offered Summer 2001"
"ECS6436","Graduate","Econ Caribb Migra",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ECS3430","Undergraduate","Econ Devl Of Cuba",3,"Survey of the Cuban economy under capitalist and Marxist ideologies. Emphasis on the transition stage and on current policies of economic and social change."
"LAA6322","Graduate","Econ Of Land Arch",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"ECO7424","Graduate","Econometrics Metds I",3,"Formulation, estimation, evaluation of econometric models. Includes: review probability theory, OLS, properties of estimators, asymptotics, hypothesis tests, violations of classical assumptions, IV. Prerequisites: MAS 3105, ECO 7405."
"ECO7425","Graduate","Econometrics II",3,"Builds on ECO 7424. Advanced single equation estimation, numerical estimation, maximum likelihood, GMM, test procedures, non-linear models, systems of equations, and simultaneous equations models. Prerequisite: ECO 7424."
"ECO6420","Graduate","Econometrics I",3,"An introduction to econometric methods focusing on the statistical foundation for estimation and inference in the classical regression model. Prerequisite: ECO 4410. or equivalent: Calculus I"
"ECO6425","Graduate","Econometrics II",3,"Introduces advanced concepts and methods employed in empirical economic analysis. Examines logit, probit, tobit, and categorical dependent variable models. Examines estimation of economic panel data. Prerequisite: ECO 6420"
"ECO7426","Graduate","Econometrics III",3,"Continuation of ECO 7425. Topics include multivariate models, times series models, panel data models, test procedures and model selection."
"ECP4043","Undergraduate","Econ Social Problem Adv",3,"Explore the successes and unintended consequences of the public programs implemented to address social issues worldwide; provide an overview of anti-poverty initiatives in developing countries. Prerequisite: ECO 3101"
"ECP3000","Undergraduate","Econ Social Problem Intro",3,"Focuses on the empirical evaluations of various welfare programs and examines the relationship between poverty and homelessness, crime, and health in the United States."
"HSA6156","Graduate","Econ and Dec Anal HS",3,"Using economics as a tool, this course analyzes specific world-wide health care problems and the functioning of health care markets. Prerequisites: Completion of Foundation Courses or minimum of 9 credit hours of program coursework including HSA 5125, HSA 6185, and HSA 6176"
"BOT3810","Undergraduate","Economic Botany",3,"The origins, domestication and uses of economically important plants."
"PAD7257","Graduate","Eco Context Of Govt",3,"This course examines interdisciplinary approaches to collective decision making and the delivery of public goods and services."
"PAD7808","Graduate","Eco Dev and Urban Mgm",3,"Details the theory and practice of contemporary urban management, with particular emphasis on development of the economic base as a requisite in a competitive federal system."
"PAD5805","Graduate","Econ Dev Urb Revit",3,"This course is an interdisciplinary examination of research and practice in contemporary economic development, with emphasis on successful implementation in a variety of settings."
"ECS6015","Graduate","Econ Dev for Global Govern I",3,"Designed for MA students in the Global Governance program, the course provides training in applied development economics."
"ECS6016","Graduate","Econ Dev Global Govern II",3,"Designed for MA students in the Global Governance program, the course provides training in applied development economics."
"ECS5027","Graduate","Eco Prob/Emrg Nation",3,"Specific economic problems of emerging nations and national groupings. Basic approaches to economic development; major proposals for accelerating development. Role of planning. Trade, aid, and economic integration."
"ECO3304","Undergraduate","Econ Forces Western Ideas",3,"Analyzes the emergence and evolution of western views and doctrines in light of the interaction of market forces, technology, and key events."
"GEO3502","Undergraduate","Economic Geography",3,"Explores spatial facets of the economy at the international level, including trade, development, manufacturing, and technology."
"GLY5816","Graduate","Economic Geology",3,"Economically important metal deposits of sedimentary, igneous and hydrothermal origins and their geologic settings and characteristics. Inactivated per SCNS, last term offered Fall 2012"
"ECO4622","Undergraduate","Economic History of the US",3,"The growth of the American economy from colonial times to the present. Special emphasis on market forces, institutional arrangements, and policies contributing to this expansion."
"ECS3432","Undergraduate","Eco Carib Integratio",3,"Analysis of the methods, meaning, and implications of economic integration in the Caribbean. Designed to enable the student to appreciate the trend toward regionalism and economic cooperation."
"BCN3640","Undergraduate","Economic Planning for Construc",3,"Nature of construction costs, funding sources and arrangements, capital requirements, bonding, insurance, risk and contingency evaluation, general office operations, and bidding procedures."
"ECO6025","Graduate","Economic Policy Analysis",3,"Designed for MA students in the Global Governance program, the course provides training in applied microeconomic and policy analysis."
"EDF6621","Graduate","Econ Princ Of Educ",3,"This course covers the linkages between education and the economy. Higher education, corporate interest, and privatization are examined in light of market forces. Emerging trends in the knowledge economy, labor/skill demand also discussed."
"PAD5256","Graduate","Econ Thinking in Policy",3,"Provides an introduction to basic economic principles, applications, and tools in the policymaking process."
"ECO5206","Graduate","Economics of Asia",3,"Overview of the opportunities and challenges presented by the Asian-Pacific economies."
"ECS3200","Undergraduate","Economics Of Asia",3,"Economic analysis of the problems of poverty, malnutrition and income inequality in South Asia. Rural poverty and agricultural transformation. The East Asian Miracle. The Asian Crisis. Economic liberalization in Asia."
"ECO6225","Graduate","Econ Asset Mkts",3,"Economic analysis of the asset markets; risk, return and intertemporal choice; mean variance analysis; asset pricing models and properties of asset returns; market efficiency and market anomalies. Prerequisites: Calculus or permission of the instructor. Inactivated per 2024 SCNS review."
"ECS7405","Graduate","Latin Amer Economy",3,"Dependence, population explosion, urban migration, agricultural reform, industrialization and import substitution, common markets. Prerequisite: Permission of the instructor for undergraduates. Inactivated per 2024 SCNS review."
"ECS3403","Undergraduate","Econ Latin America",3,"Study of current economic issues facing Latin American countries, including population growth, poverty, inequality, inflation, trade and balance of payment problems, economic reform, and regional integration."
"ECP3123","Undergraduate","Economics of Poverty",3,"Poverty in the United States: its measurement and history. Theory of personal income distribution. Present and proposed policies to alleviate poverty."
"ECP3143","Undergraduate","Economics Of Racism",3,"Analysis and examination of the economic costs of racism to the individual and society. A perspective from mercantilism to the post industrial contemporary world; international racial aspects of development, income distribution and wealth. Inactivated per 2024 SCNS review."
"ECO4400","Undergraduate","Econ Strategy Info",3,"Combines Neoclassical Economics with game theory and the ecomonics of information to better understand markets in the real world."
"ECS7435","Graduate","Econ Of Caribbean",3,"Macroeconomic assessment; income distribution, employment and migration; industrial and agricultural development; international trade, multinational and integration attempts. Prerequisite: Permission of the instructor. Inactivated per 2024 SCNS review."
"ECS3431","Undergraduate","Econ Of Carib Basin",3,"Survey of the economic systems of the major countries of the Caribbean. Special attention devoted to current problems of economic growth and social transformation."
"BSC5302","Graduate","Past Ecosystems",3,"Analysis of local to global change in environments through time using faunal distributions, biodiversity, biogeography, physical and chemical properties of sediments, and stable isotopes."
"EVS6145","Graduate","Ecotoxicology",3,"Fate of chemicals and their acute and chronic toxicological effects on aquatic and wildlife systems. Dose-response relationships, bioavailability, bioconcentration, microbial degradation, and biomonitoring."
"LAS5120","Graduate","Shamanism in the Andes",3,"Offered in conjunction with the study abroad program in Ecuador and focuses on the indigenous spirituality and religion on the Andes. Field experience includes community service, lectures, workshops. Prerequisite: Graduate standing. Inactivated per 2024 SCNS review."
"EDG7980","Graduate","Ed.D. Dissertation","1 - 12","Original contribution to knowledge in major field. Prerequisite: Permission of Major Professor and Doctoral Candidacy."
"EDA7980","Graduate","Ed.D. Dissertation","1 - 12","This course consists of research for doctoral dissertation. Prerequisite: Permission of major professor and doctoral candidacy."
"ECT7980","Graduate","Ed.D. Dissertation","1 - 12","This course consists of research for doctoral dissertation for those students approved for candidacy in the Vocational and Technical Education Leadership Program. Prerequisites: Permission of Major Professor and Doctoral Candidacy."
"EEX7980","Graduate","Ed.D. Dissertation","1 - 12","Original contribution to knowledge in major field. Prerequisites: Permission of Major Professor and Doctoral Candidacy."
"ADE7980","Graduate","Ed.D. Dissertation","1 - 12","This course focuses on research for doctoral dissertation for those students approved for candidacy in the Adult Education/Human Resource Development Program. Prerequisites: Permission of Major Professor and Doctoral Candidacy."
"JOU3202","Undergraduate","Editing and Layout",3,"Editing news copy of accuracy and brevity, including APstyle. Learning the role of news editor, including headline writing and layout. Prerequisites: MMC 3003, MMC 3303, MMC 3123, IDS 3309, MM C4200, VIC 3400, RTV 3531,  JOU 3117, and 2.85 cumulative GPA"
"ANT4723","Undergraduate","Education & Culture",3,"A cross-cultural examination of educational and socialization processes, their functions in the larger society, and the value systems they transmit."
"EDP7980","Graduate","Ed.D. Dissertation","1 - 12","Research for doctoral dissertation students approved for candidacy in Educational Research and Measurement and in Educational Psychology. Prerequisite: Advancement to candidacy in doctoral program."
"EDF3521","Undergraduate","Education In History",3,"An examination of the concepts of childhood, and process of social initiation in differing historical America contexts. This course examines the transformation of the American public school system as it reflects the social, political and economic character of the development of the nation from 1620 to the present. Students will read commentaries and primary sources and explore and consider the relationships between education and national policies.  Satisfies the Societies and Identities requirement of the University Core Curriculum."
"LAW6583","Law","Education Law","2 - 3","The course focuses on educational policy and the intersection of public schools and the law.  The course covers topics such as school desegregation, compulsory school attendance laws, curriculum content, the First Amendment in schools (flag salutes, school prayer, government aid to parochial schools), school financing, voucher plans, community control of schools, bilingual education, and issues surrounding single-sex schools."
"EDF4782","Undergraduate","Ed Law Pol Soc Jus",3,"This course reviews significant educational laws, court cases and policies that effect teaching and learning in today's schools."
"EEX6051","Graduate","Educ Of Stud W/Excep",3,"Significant concepts in relation to the educational needs of students with exceptionalities."
"EDE5267","Graduate","Ed. Child Urban Soc",3,"For students desiring advanced study in the schooling of inner-city pupils in K-6. Prerequisites: EDF 3723, EDG 3321, EDG 3322."
"EEC6261","Graduate","Ed Prog For Young Ch",3,"Required in masters program in early childhood education. Programs developed for young children; curriculum trends based on contemporary psychological, educational, and sociological research."
"JRM6581","Law","Education Regulation",3,"This course provides an understanding of the US education system and the challenges of education reform. Particular attention will be paid to the wide-reaching effects of the No Child Left Behind Act of 2001, the government's flagship aid program for disadvantaged students."
"EDF6766","Graduate","Ed Env & Sust Futrs",3,"This course presents an overview of issues in sustainable development, education and the modern school. Efforts will be made to explore the roles that education and culture play in environmental degradation."
"EDG4734","Undergraduate","Ed/Cul Prep for Int Teach",3,"This course is designed to prepare students for an international teaching internship. Students will examine cultural issues related to the U.S., their future host placement, and the world."
"EEX6225","Graduate","Ed Assess Stud W/Exc",3,"Presents a model for assessing the academic skills of students with exceptionalities. Emphasis is on use of standardized tests and development of curriculum-based assessments. Lab fee required."
"EME6412","Graduate","Ed Csware Eval Dev",3,"This course develops ability to select, evaluate, design, and utilize appropriate software for the school curriculum. Inactivated per SCNS review, last term offered Fall 2016."
"EDF6852","Graduate","Edu Dev Issues",3,"This course is a critical analysis of educational reforms of the past and the present, drawing on social science research and policy issues in the Third World."
"EDA6061","Graduate","Ed Leadership for Change",3,"This course is an introduction to educational administration and leadership as a field of study and practice. Emphasis is placed on social, economic, and political contexts of education administration"
"EEX3012","Undergraduate","Ed Need Stud Except",3,"Significant concepts in relation to the educational needs of students with exceptionalities."
"EDA7069","Graduate","Educational Policy",3,"This course is a review, analysis, and synthesis of various concepts and models of educational policy formation and implementation. It is for doctoral students only."
"EGI5232","Graduate","Edu Pro Curr Gifted",3,"Basic curriculum models in education of the gifted. Relation of models to planning, implementation in traditional classrooms, resource rooms, and special classes. Inactivated per 2024 SCNS review. Last term offered fall 2001."
"EDF7492","Graduate","Edu Prog Evaluation",3,"Design, development and implementation of program evaluation studies in education, interpretation and dissemination of the findings."
"EEX6065","Graduate","Ed Prog Sec Lev Stud",3,"Considers philosophies and models of secondary programs for students with mild disabilities. Emphasis is given to instructional methods in skills and content areas and identification of transition resources."
"EDP3004","Undergraduate","Educational Psychol",3,"Application of principles for understanding individual differences, learning, adjustment, classroom environments, and assessment to instructional and educational issues. Challenges of diversity and teacher effectiveness are addressed. Field experience required."
"EDP7504","Graduate","Ed Psych Cross Cult",3,"Discussion of empirical and theoretical cross-cultural research in intelligence, problem solving, and language that impact teaching, learning, and achievement in the US and around the world."
"EDG4702","Undergraduate","Ed Psy Multicul Stu",3,"Introduction to principles and procedures utilized in teaching students from multicultural communities. Inactivated per SCNS review, last term offered Fall 1993."
"EDG4703","Undergraduate","Field Exp Multi Stu",3,"Demonstration of competencies learned throughout study program in educational psychology of multicultural students. Prerequisite: Associate degree of equivalent. Inactivated per SCNS review, last term offered Fall 1993"
"EDP7057","Graduate","Edu Psyc: Adv Applic",3,"Advanced doctoral level seminar. Reviews and applies educational psychology theories and empirical evidence to educational research, program development and policy making at all educational levels. Prerequisite: School of Education doctorate students."
"EDP5053","Graduate","Edu Psy: Princ & App",3,"Theories, empirical bases and principles of development and individual differences, learning environments, and assessment applied to teaching at all educational levels. Challenges of diversity are emphasized. Required of Modified Masters programs."
"EDF6481","Graduate","Ed Research Method",3,"This course is designed to provide doctoral students with an in-depth analysis of the methods and procedures of research in education. Topics will include conceptualizing educational research, writing research proposals, constructing measurement instruments, collecting and analyzing qualitative and quantitative data, and drawing inferences."
"MHS5340","Graduate","Ed Vocation Couns",3,"This course explores concepts and skills pertaining to vocational development, information systems, career education programs, educational-vocational counseling, and socio-psychological influences on career development."
"ISS4385","Undergraduate","Effective Govt Communication",3,"Improves communications for governmental professions, enhancing research and effective writing skills and developing briefing techniques."
"CJE6708","Graduate","Efficacy of Forensics",3,"Discussion of forensic evidence efficacy, issues facing evidence collection and examination, use of forensic evidence in the investigative process, and courtroom challenges."
"CJE4247","Undergraduate","Efficacy of Forensics",3,"Discussion of forensic evidence efficacy, issues facing evidence collection and examination, use of forensic evidence in the investigative process, and courtroom challenges. Inactivated per SCNS review."
"LIT3035","Undergraduate","Eighteenth-Century Poetry",3,"This course covers English poetry from the Restoration to the Romantic period. Prerequisites: ENC1101 and ENC1102 or ENC 2304"
"SPW4580","Undergraduate","El Dorado Lit Film",3,"The Age of Discovery and Conquest in Hispanic literature and film. Considers the works of Columbus, Cadeza de Vaca and Lope de Aguirre in contrast with contemporary reconstructions of their lives."
"EGM6736","Graduate","Elastic Stability",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"LAW6717","Law","Elder Law","2 - 3","This course covers such areas as income tax provisions of special interest to senior citizens, Social Security, pension plan distributions, Medicare and Medicaid coverage, long-term care and nursing home admission, powers-of-attorney regarding health care proxies and financial/legal matters, guardianship, and ethical considerations in advising elderly clients. The emphasis is on understanding federal statutory provisions that affect the care, comfort, and financial security of persons as they live longer, to permit informed advising and sensitive planning."
"EEL4016","Undergraduate","Elec Des In Bldg II",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"EEL4914","Undergraduate","Elec Eng Proj Lab",1,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"EEE6335","Graduate","Elec Transport I",3,"This course focuses on carrier transport fundamentals, beginning at the microscopic level and progressing to the macroscopic effects relevant to semiconductor devices. Inactivated per SCNS review, last term offered Summer 2007."
"EEE6337","Graduate","Elec Transport II",3,"This course focuses on quantum phenomena occurring in carrier transport in modern small-size semiconductor devices. Inactivated per SCNS review, last term offered Fall 2017."
"LAW6584","Law","Election Law","2 - 3","This course examines federal and state law regulating the conduct of elections and the financing of campaigns. It includes: aspects of federal and state constitutional law on speech, association, and equal protection; state law on who gets to vote and who gets voted for; and problems of apportionment, gerrymandering, race-conscious districting under the Voting Rights Act, and party governance. With respect to campaign finance, it considers: how much and what kinds of legal regulation are appropriate regarding parties, candidates,independents, political action committees, corporations, unions, and individuals; and the appropriate role of the courts."
"PAS6940","Graduate","Elective Clin Rotation","1 - 6","This elective clinical rotation provides practical clinical exposure and knowledge, whether in an area of primary care or specialty medicine. This course may be repeated. Prerequisite: Enrolled in the Physician Assistant Program."
"PAS6941","Graduate","Elective Rotation lI","2 - 3","The elective clinical rotation provides practical clinical exposure and knowledge, whether in an area of primary care of specialty medicine. Prerequisite: Enrolled the Physician Assistant Program."
"EEL6219","Graduate","Electric Power Qual",3,"Modeling of networks under non-sinusodial conditions, loads which may cause power quality problems, analysis of harmonics, flickers, impulses, standards, power quality improvement methods."
"EEL5945","Graduate","ECE Teaching Practicum",1,"Graduate students acquire practical teaching experience through supervised course teaching. The student prepares an internship proposal, and the work performed is documented in a report and presented. Prerequisite: Permission from student's advisor and department. Corequisite: Teaching at least one full course during that semester."
"EEL4015","Undergraduate","Elec Des In Bldg I",3,"Application of electrical codes and regulations. Design of loads, circuits, surge protectors, feeders, panels, and breakers."
"EEL3200","Undergraduate","Energy Systems",3,"Introductory course on topics related to electrical energy systems. Energy requirements, resources, and sustainability. Conversion of non-renewable and renewable energy sources to electric energy. Principles of electric power delivery. Principles of electric energy processing and conversion. Prerequisite: EEL 3110"
"EEL3003","Undergraduate","Electrical Engr I",3,"For non-EE majors. Basic principles of DC and AC circuit analysis, electronic devices and amplifiers, digital circuits, and power systems. Inactivated per SCNS review, last term offered Fall 2010."
"EEE3394","Undergraduate","Electrical Eng Sci I",3,"The course covers fundamental science topics in electrical engineering. This course addresses material science and quantum physics concepts, thermal and electrical conductivity, and semiconductors. Prerequisite: PHY 2048 Corequisite: MAC 2312"
"EEL3472","Undergraduate","Electrical Eng Sci II",3,"The course covers fundamental science topics in electrical engineering. This course addresses electromagnetic field theory, including charge distributions,electromagnetic fields, and transmission lines. Prerequisite: PHY 2048 Corequisite: MAP 2302"
"EEL5270","Graduate","Elec Trans In Power",3,"Traveling waves on transmission and multi-conductor systems, successive reflections, distributed parameter systems, transients on integrated power systems. Prerequisites: EEL 4213 or permission of the instructor."
"BCN1522","Undergraduate","Electrical Wiring","1 - 5","Introduction to residential wiring. Conductors, insulators. Color code. Safety. Ground. National Electrical Code. South Florida Building Code. Practical applications. Measurement devices."
"EEL6443","Graduate","Elec Opt. Dev Sys",3,"Introduction to optical devices and systems such as solid state laser systems, their applications in industry. Also holography, linear and non-linear optical modulation and demodulation concepts. Prerequisites: EEL 4410, EEE 4314. Corequisites: EEL 5563 or permission of the instructor. Inactivated per SCNS review, last term offered Summer 2017."
"EMA5305","Graduate","Electrochem Eng",3,"Introduction to graduate students the fundamental principles of electrochemistry and its applications in different engineering systems for energy, chemical, biomedical, and electronics industries. Prerequisite:  Permission of the instructor."
"EEL6479","Graduate","EMI EMC",3,"The goal of this course is to teach concepts of electromagnetic compatibility and electromagnetic interference to the graduate students. Prerequisites: EEL 3135  and EEL 4410"
"EEL5427C","Graduate","EM Modeling",3,"The goal of this course is to teach modeling RF, terahertz and photonics structures using electromagnetic full-wave solvers. The class will use commercial EM solvers to model state-of-the-art problems. Prerequisite: EEL 3135, EEL 4410"
"GLY5288C","Graduate","Microprobe With Eds",3,"Imaging and analysis or geological and other materials using electron microprobe with EDS analysis.  Prerequisite: Permission of the instructor. Inactivated per SCNS, last term offered Fall 2015"
"ART4618C","Undergraduate","Electronic Art",3,"An advanced course concentrating on conceptual clarity and the realization of stylistic development. Group, individual criticism will be emphasized. May be repeated. B#3 2015-2016"
"ISM6507","Graduate","Ec Strategy",3,"This course will teach students strategies for the electronic commerce landscape to help them develop and execute a business plan for creating an e-business startup. Prerequisites: Technology of EC; ISM 6316. Inactivated per 2024 SCNS review. Last term offered summer 2007."
"ISM4480","Undergraduate","e-Comm Syst",3,"Introduction to technology enablers facilitating electronic commerce and evolving e-commerce business models as well as landscape that has developed around these technologies in new and existing organizations. Inactivated per 2024 SCNS review."
"MUC5406","Graduate","Elec Music IV",2,"An advanced course in computer music providing students hands-on experience with recently developed hardware and software for the creation of music."
"MUC6305","Graduate","Elec Mus Lab I",2,"Exploration of the electronic medium including the history of electronic music, digital studio techniques, analog studio techniques, digital synthesis and analog synthesis."
"MUC6306","Graduate","Elec Mus Lab II",2,"Continuation of Electronic Music Lab I with an emphasis on advanced MIDI applications including sampling, digital sequencing, digital signal processing and interactive MIDI software. Includes one large composition project."
"MUC6405","Graduate","Elec Mus Lab III",2,"Special projects in advanced electronic music programming environments including C-sound, MAX, Interactor, HMSL and CHANT. Includes one large composition project. Can be repeated 4 times."
"MUC5407","Graduate","Elec Music V",2,"Students develop new hardware and/or software for uses related to musical composition."
"EEL6816","Graduate","Ee Neural Systems",3,"This course bridges electronics to the understanding of neurobiologically inspired models.  Biological tasks and neural computations are studied in the context of networks and processing elements.  Prerequisite: Permission of Instructor.  Inactivated per SCNS review last term offered, last term offered Fall 2005."
"RTV4320","Undergraduate","Elec News Gathering",3,"This course is an introduction to the real world of video news. It is designed to teach students to plan, research, report, write and execute electronic news productions from concept to finished product. Prerequisites: MMC 3003, MMC 3123, 2.85 cumulative GPA. Corequisites: RTV 3531, JOU 3117  (Equipment fee assessed)"
"EEE6399C","Graduate","Electronic Prop Mat",3,"Properties of materials from which electronic components and structures are fabricated; electrical conduction in metals, semiconductors and insulators; thermal; magnetic; optical."
"EMA6449","Graduate","Elec Prop Ceramics",3,"The defect solid state and its relation to electrical properties of ceramics.  Solid electrolytes.  Theory of electron transport in metallic, semiconducting and insulating ceramics. Inactivated per SCNS review."
"PHY3722","Undergraduate","Electronics",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"EEE3303C","Undergraduate","Electronics I & Lab",4,"Introductory course dealing with basic electronic devices such as diodes, BJTs,FETs, Op-Amps, and their circuit applications. Hands on Lab with weekly activitiesare included. Prerequisite: EEL 3110C"
"EEE3303L","Undergraduate","Electronics I Lab",1,"Design, build and test electronic circuits that use diodes, BJTs, FETs and Op-Amps. Course inactivated B1 20-21."
"EEE4304C","Undergraduate","Electronics II and Lab",4,"Second course in electronics with emphasis on equivalent circuit representation and analysis of electronic analog circuits and systems, their frequency response, and behavior under feedback control. Hands-on Lab with weekly activities is included. Prerequisite: EEE 3303C"
"EEE4304L","Undergraduate","Electronics II Lab",1,"Design and measurement experiments of advanced electronics, including applications of integrated circuits."
"BME6421","Graduate","Electrophysiology Phenom",3,"Provide a balanced understanding of the origin of major electrical phenomena in biology with emphasis on the genesis and data analysis of the electro- and magneto- encephalography. Prerequisite: Permission of the instructor."
"PHT3215L","Undergraduate","Electrotherapy Lab",1,"Curriculum Bulletin# 4 2009-2010"
"FOL1000","Undergraduate","Elem Foreign Lang","1 - 3","Emphasis on oral skills, contemporary language and culture. Content oriented to students with specific professional or leisure interests. For languages not often taught. This course is not part of a series. No prerequisites. Inactivated per SCNS review, last term offered Spring 2007."
"POR1000","Undergraduate","Elem Portuguese",3,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"SPN1030","Undergraduate","Elem Span Med Per",5,"Cleanup of Course Catalog occurred on 28-JUL-2004.  Course was inactivated."
"MUE3340","Undergraduate","Elem Sch Tch Meth",3,"Development of instructional skills, techniques, and strategies for elementary school classroom music for the music teacher. Laboratory and field work required."
"SPN1000","Undergraduate","Elementary Spanish",3,"Emphasis on oral skills, contemporary language and culture. Content oriented to students with specific professional or leisure interests. This course is not part of a series. No prerequisites. Inactivated per SCNS review, last term offered Fall 2006"
"MAE6357","Graduate","Elem Teaching Alg and Data",3,"Study mathematics education in algebraic thinking and data analysis for teaching grades K-5 to build teachers' knowledge of content, curriculum, teaching methods and student learning. Prerequisites: MAE 4310 or equivalent."
"GLY3157","Undergraduate","Elements Carib Geol",3,"A survey of the geology of the Caribbean and neighboring regions in view of current data and modern concepts of global tectonics. The course summarizes the important points of Caribbean and Central American geology in their relation to mineral and energy resources; natural environmental disasters, especially seismic zones; agriculture; and the geologic potential for future development and industrialization."
"MAE6358","Graduate","Elem Teaching Geom and Measure",3,"Study mathematics education in geometry and measurement for teaching grades K-5 to build teachers' knowledge of content, curriculum, teaching methods and student learning. Prerequisites: MAE 4310 or equivalent."
"MUO3603","Undergraduate","Ele Stage Prod",2,"Aspects of technical theatre will be examined such as stage design and lighting, costumes and make-up, stage direction, prop construction, prompting, and Opera Theatre administration"
"EEL4740","Undergraduate","Embedded System",3,"Principles of embedded computing systems: architecture, hardware/software components, interfacing, hardware/software co-design, and communication issues."
"EEL4740L","Undergraduate","Embedded Comp Lab",1,"Hands-on experience on Hardware/Software co-design of embedded computing systems: architecture, hardware/software components, interfacing, and communication issues."
"EEL4831","Undergraduate","Embedded GUI Programming",3,"Graphical user interface (GUI) for embedded system included elements and style, events, component and object oriented user interface models, and graphical application programming issues."
"EEL4734","Undergraduate","Embedded Operating Systems",3,"This is an intermediate course to the use of Embedded Operating Systems (OS) as developing environment. Course also includes OS concepts and unique embedded application development."
"EEE4763","Undergraduate","Embed Program for IoT",3,"This course will provide hand-on experience on the software design and implementation of a typical Iot system/device on a customer-made Iot education platform of CyberSens-EDU. Prerequisite: COP 2210 or Permission of the Instructor (Basic programming experience is required)"
"EEE4761","Undergraduate","Embed sys design and IoT",3,"This course will provide hand-on experience on the hardware design and implementation of a typical loT system/device using Eagle/Autodesk PCB design software. Prerequisites: EEL 3110C or permission from instructor (No hardware design experience is required)"
"ZOO3603","Undergraduate","Embryology",3,"Animal morphogenesis. Laboratory must be taken with lecture."
"ZOO3603L","Undergraduate","Embryology Lab",1,"Animal morphogenesis. Laboratory must be taken with lecture."
"PET4624C","Undergraduate","Emer Med For Ath Tr",3,"A practical approach to the care and management of medical emergencies that may occur in the field of athletic training.  Advanced first aid and CPR in emphasized."
"MAN4702","Undergraduate","Emerg & Dis Man'T",3,"Organizational response to emergencies and disasters.  Preparing for and responding to external crisis such as hurricane, floods, fires, etc. Inactivated per 2024 SCNS review."
"FES3734","Undergraduate","Emg. Mgt Homeland Sec",3,"The course examines the issues related to domestic and international terrorism from an emergency management perspective. Emphasis is placed on how to plan for, respond to & recover from such events."
"URP5426","Graduate","Emerg Mgmt And Plan",3,"This course focuses on the concepts, processes, and techniques associated with developing and implementing emergency management plans in public, nonprofit, and health organizations."
"MDS7710","College of Medicine","Emergency Med Clerkship",4,"The Emergency Medicine Clerkship is intended to make the student familiar with the wide range of clinical conditions, minor to major, which are responsible for the patient seeking care in an Emergency Department. The student will practice skills in the recognition and management of acute life-threatening conditions and exacerbation of serious disease in a strictly supervised setting. Prerequisite: 1. Enrolled in the FIU Herbert Wertheim College of Medicine 2. Passing USMLE Step 1  3. Basic Life Support certification (BLS)"
