subject,level,course_code,course_title,credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,255,Seminar: Invertebrate Zoology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,259,Seminar: Herpetology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,260,Seminar: Biology of Terrestrial Vertebrates,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,261,Molecular Ecology of Plant Populations,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,263,Seminar: Population Genetics,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,264,Seminar: Stomatal Function,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,265,Seminar: Biophysical Plant Ecology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,267,"Seminar: Current Topics in Evolutionary Ecolo- Zhipeng Liao, PhD",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,268,Seminar: Population Biology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,269,Seminar: Animal Ecology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,496,Preparation for Teaching Biology in Higher Ed-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,270,Seminar: Environmental Physiology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,271,Seminar: Phycology and Mycology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,272,Seminar: Marine Biology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,273,Seminar: Entomology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,274,Seminar: Behavioral Ecology,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,10R,Economics Toolkit: Introduction to R for Econ-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,3A,Introduction to Investments,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,89,Honors Seminars,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,89HC,Honors Contracts,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,97,Economic Toolkit,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,99,Student Research Program,1 to 2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106DL,Designed Markets Laboratory,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,101,Microeconomic Theory,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,102,Macroeconomic Theory,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106E,Economics of Entrepreneurship,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,103,Introduction to Econometrics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,103L,Econometrics Laboratory,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,104,Data Science for Economists,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106F,Finance,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,130A,"Only one course from Economics 106F and Topics include bond market, stock market, foreign ex-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106P,Pricing and Strategy,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106PL,Enrollment priority to Business Economics grading. Enforced corequisite: course 122. Case-based anal-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106PL,Pricing and Strategy Laboratory,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106S,Competitive Strategy,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106SL,Competitive Strategy,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,101,"Enforced corequisite: course 106S. Case-based as relationship between development and institutions, 123L. Forecasting Exchange Rates and Construct-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106T,Economics of Technology and E-Commerce. data to evaluate policies. P/NP or letter grading. students write computer codes associated with con-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106TL,Economics of Technology and E-Commerce vant for societal well-being. Since early 1980s eco-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106V,Investments,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106VL,Investments Laboratory,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,106V,Case-based analysis requiring students to apply course 121 to real-world problems involving interna- 130L. Public Economics Laboratory,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,107,History of Economic Theory,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,111,Theories of Development,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,111L,Application of theoretical and empirical tools letter grading. concepts and results. P/NP or letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,131L,Economics of Health and Healthcare Labora- 140L. Computational Methods for Economists Lab- 148. Behavioral Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,132,Topics in Taxation and Social Insurance,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,133,Intergenerational Poverty in America,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,133L,"Examination of how poverty influences child de- market behavior. Optimal production and consump- dence, autoregressive–moving-average (ARMA) pro-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,103L,Survey of theory and application of time-series,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,133L,"Intergenerational Poverty in America Labora- methods to forecasting in economics, business, and corequisite: course 149. Problem-solving and project-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,134,Environmental Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,C146A-C146B-C146C,Seminars: Asset Pricing. (4– asset prices/returns. Emphasis throughout on link be-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,"101, 102",Limited to seniors. Overview of most current letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,M135,Economic Models of Public Choice,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,137,Introduction to Urban and Regional Econom- course 147L. Introduction to econometric modeling in labor economics. Topics include labor supply deci-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,140,Computational Methods for Economists,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,151,Topics in Labor Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,"33A, 33B",Enforced corequisite: course 140L. Intro- standings and practical skills. P/NP or letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,152L,"Women, Men, and Economy Laboratory",1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,C156A-C156B-C156C,"Seminars: Labor Econom- of 1907, Great Depression, Japanese real estate and pirical toolkit to critically evaluate public policy and",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,"11, 101, 102","Limited to seniors. Overview of most crises of 1980s, and Asian Contagion of late 1990s. P/NP or letter grading",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,C266C,P/NP or letter grading. ples of value investing. Discussion of fundamental new revenue-generating business plan for social en-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,160,Money and Banking,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,161,Monetary Theory,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,164,Advanced Topics in Macroeconomics: Theory,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,169,Applied Value Investing,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,170,Industrial Organization: Theory and Tactics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,165,History of Capitalism in American Economy,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,165L,History of Capitalism in American Economy 170L. Industrial Organization: Theory and Tactics rollment by application only. Experiential learning tool,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,C166A-C166B-C166C,Seminars: Monetary Eco- letter grading. grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,181L,Development of Economic Institutions in there was persistence. While the past persists for a 188SC. Individual Studies for USIE Facilitators,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,182A,U.S. Economics History: From Colonial Times 1980s Laboratory,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,182AL,U.S. Economics History: From Colonial apply material from course 183 to selected historical dents. Honors content noted on transcript. P/NP or,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,182B,"U.S. Economics History: From the Civil War to pliment traditional academics to maximize interview, 191. Variable Topics Research Seminars: Econom-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,192,Undergraduate Practicum in Economics,3
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,188SA,Individual Studies for USIE Facilitators,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,182C,U.S. Economics History: From World War I to,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,188SB,Individual Studies for USIE Facilitators,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,188SA,Enforced corequisite: Honors Collegium 101E. Faculty sponsor and graduate student coordinator,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,198A,Honors Research in Economics I.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,198B,Honors Research in Economics II.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Upper-Division,199A,Directed Research in Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,200,Mathematical Methods in Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,200B,Mathematical Methods in Economics II.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,201A,Microeconomics: Theory of Firm and Con- and political transformations on human behavior both Introduction to methods of demographic analysis,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,201B,"Microeconomics: Basic Concepts and Tech- demography, health, aging, labor, and broad array of grading",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,201C,"Microeconomics: Game Theory with Asym- process of creating their own research, including",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M204L,Seminar: Pharmaceutical Economics and,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M236,Limited to graduate public health and eco-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,202A,Macroeconomics: Dynamics and Growth ticals. In Progress grading (credit to be given only on own papers. Faculty provide feedback and build sup-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M204M,Seminar: Pharmaceutical Economics and,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M236,Limited to graduate public health and eco-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,211B,"Economics of Uncertainty, Information, and competition, search and coordination failures, central for credit. S/U or letter grading",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,211C,Game Theory and Economic Applications,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,212A,Topics in Advanced Theory: Search Theory. ical restriction on data. Subgroups of students report quired. S/U grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,239A-239B-239C,Workshops: Econometrics. (4–4–,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,212B,Topics in Advanced Theory: Applied Game credit. S/U or letter grading. Research paper required. S/U grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,213A-213B,"General Equilibrium and Game Theory. duction to graduate-level research in this field. Dif- Serfdom, medieval agriculture and agricultural revolu-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,242,Economic History of U.S.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,214A,"Topics in Mathematical Economics: General C166C. S/U (C226B) and S/U or letter (C226A, South, slavery, technological change, rise in industrial",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,243A-243Z,Topics in Economic History,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,M215,Topics in Applied Game Theory,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,218A-218B-218C,Proseminars: Economic Theory. Econometrics gration; gender gap in pay and rise of married,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,C246A-C246B-C246C,Seminars: Economic Histo-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,219A-219B-219C,Workshops: Economic Theory hours. Econometric methods for empirical research in duction to graduate-level research in this field. Dif-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,221A,Monetary Economics I.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,249A-249B-249C,"Von Gremp Workshops: History of tion of papers on urban economics by students, UCLA formation costs and advertising; economic and legal",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,251A,Theory and Policy of Taxation,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,251B,"Cost-Benefit Analysis of Public Projects and U.S. and international asset prices, 1880 to 2000: ex- 273A. Public Utility Regulation",4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,252,Economics of Federalism,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,253A-253Z,Topics in Public Finance,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,254A-254B-254C,Workshops: Public Economics. likelihood estimation. Restrictions imposed by no-ar- Quarterly seminars for predissertation and dissertation,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,C266A-C266B-C266C,Seminars: Labor Econom- paper required. S/U grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,261A,Labor Economics I.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,261B,Labor Economics II.,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,268A-268B-268C,Proseminars: Labor and Popula- wards. Effects of trade barriers. S/U or letter grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,262A,Topics in Labor Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,262D,"Topics in Labor Economics: Development background material for proposed thesis topics, to be",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,262F,"Topics in Labor Economics: Public Sector Mi- perts, UCLA faculty members, advanced graduate each) Lecture, three hours. Current research in inter-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,262P,Topics in Labor Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,263,Topics in Urban Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,C126B-C126C,"S/U grading. 4) Seminar, three hours. Quarterly seminars for predis- marizing, critiquing, and report writing. Process writing",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,286A,Economic Development,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,286B,"Cost-Benefit Analysis of Development Proj- sonnel employment as teaching assistant, associate, linkages, multinational production, and financial mar-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,287A,Topics in Development Economics: Economic 401A. Microeconomic Theory,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,287B,Topics in Development Economics: Economic tion and market design. Letter grading. Group practice of entrepreneurship. Development of,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,287C,Topics in Development Economics: Economic 402A. Macroeconomic Theory,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,287D,Topics in Development Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,288A-288B-288C,"Proseminars: International and employment and inflation, with focus on Keynesian dents. How theory maps into policymaking. Re-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,291A,Asset Pricing,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,291B,Asset Pricing,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,C296A-C296B-C296C,Seminars: Asset Pricing. (4– fessional audiences. Writing taught as process—,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,415,"Evidenced-Based Policy Analysis in Labor, cessing, association rules, supervised learning, clus- market efficiency, linear time series models, time-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,421,"Incentives, Information, and Markets",4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,422,International Economics,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,423,Introduction to Applied Data Science,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,424,Income Inequality,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,425T,Machine Learning for Economists,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,441B,Applied Data Management for Economists. 446. Applications of Cloud Computing and Block- empirical models of consumer demand and firm com-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,441C,"Applied Data Management for Economists. and web scraping with Python through hands-on hour; laboratory, three hours. Designed for graduate",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,442A,Econometric Python Laboratory,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,597,Individual Study: Graduate Examinations. (2 to,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,442B,Master of Applied Economics Finance Labo- in any field. Understanding of how teams work and ration of PhD dissertation. S/U grading,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,443,SQL and Data Management,2 to 4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,444,Stock Market and Fundamental Equity Re- settings. Letter grading. Professors,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,445,"Applied Machine Learning for Economists I. (2 Lecture, three hours; discussion, one hour. Limited to",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,92F,Academic Success in Undergraduate Experi- tives from disability studies and engage in class activi-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Graduate,98,Critical Issues in Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,10,Introduction to Educational Issues and Scholar-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,11,"Education, Equality, and Future of American So- 100. Introduction to Philosophy of Education",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,19,Fiat Lux Freshman Seminars,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,89,Honors Seminars,1
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,106B,"Lesbian, Gay, Bisexual, and Transgender Is- education policy formation and implementation; and chological development, with emphasis on personal,",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,106C,"Diversity, Democracy, and Law",4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,107A,"Race, Class, and Education Inequality in U.S. African studies programs during 1960s and 1970s. In- izing dominant ideologies, and create counter-hege-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,107B,"Race and Education: Access, Equity, and munity schools framed as equity-focused anti-poverty sophical questions that challenge teaching profession",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M108,Sociology of Education,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,109A,Globalization and Learning,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,109B,Global Citizenship Education,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,C111,Politics of Education,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M129,"Arts Education Undergraduate Practicum: Seminar, three hours; laboratory, two hours (when and opening up opportunities for challenging hege-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M129XP,Arts Education Undergraduate Practicum hours (when scheduled). Requisite: course 180. Re-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,130AX,Instructional Apprenticeship in Teaching and 133. Literacy in Society,5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,130BX,Instructional Apprenticeship in Teaching used to engage young people in learning mathe-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,130CX,Introduction to K-12 teaching profession attention paid to equity issues. Includes fieldwork at lationships in high-tech modern medical training and,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,130CX,"Instructional Apprenticeship in Teaching been shaped, audiences positioned, and movements port toward them making sense of them, others, and",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,130BX,"Examination of how UCLA partners with Los lenge—neoliberal agendas, extractive policies, and Introduction to adolescence—period of tremendous",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,M131A,"Language, Literacy, and Human Develop- munities. Look inside schools through community ser- M142. Introduction to Arts Education for Multiple",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,143,Understanding Pathways to College,4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,144,"Pedagogies of Global Citizenship Education. ency with quantitative data analysis, which students Learning: Collaboration between Hammer Museum",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,144XP,"Questions regarding nature and possibility of search and how research findings get translated when Hammer Museum, introduction to importance of in-",Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,144XP,Pedagogies of Global Citizenship Education. and test scores in educational contexts. Introduction search approach that can support art museums in un-,Unknown Credits
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,145,"Children, Immigration, and Education",4
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,146,"Critical Perspectives on Educational Assess- questions regression can answer, about assumptions 165. Educational Program Evaluation",5
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,170,Exploration of Topics in Education,2
"Computing 10B And 10C, Or Com- 195, Or M187 And 199, Or 198A And 198B.",Lower-Division,171,Community Service Learning for Academic,Unknown Credits
