"code","title","credits","subject","description"
"50:790:420","SEMINAR WAR AND PEACE",3.0,"CM",""
"50:790:442","HUMAN FREEDOMS AND THE CONSTITUTION",3.0,"CM",""
"50:790:461","SPECIAL TOPICS IN POLITICAL SCIENCE",3.0,"CM",""
"50:790:499","INDEPENDENT STUDY AND RESEARCH","","CM",""
"50:830:101","INTRODUCTION TO PSYCHOLOGY",3.0,"CM",""
"50:830:160","INTRODUCTION TO PSYCHIATRIC REHABILITATION",3.0,"CM",""
"50:830:222","HUMAN DEVELOPMENT",3.0,"CM",""
"50:830:226","PSYCHOLOGY OF CHILDHOOD",3.0,"CM",""
"50:830:231","PSYCHOLOGY OF PERSONALITY",3.0,"CM",""
"50:830:250","STATISTICS FOR SOCIAL SCIENCES",3.0,"CM",""
"50:830:255","METHOD AND THEORY IN PSYCHOLOGY",3.0,"CM",""
"50:830:260","VISION AND ART",3.0,"CM",""
"50:830:310","CAREERS IN PSYCHOLOGY",3.0,"CM",""
"50:830:312","PSYCHOLOGY OF CONSCIOUSNESS",3.0,"CM",""
"50:830:318","ETHICS IN PSYCHOLOGY",3.0,"CM",""
"50:830:328","PSYCHOLOGY OF AGING",3.0,"CM",""
"50:830:340","ABNORMAL PSYCHOLOGY",3.0,"CM",""
"50:830:345","INTRODUCTION TO CLINICAL PSYCHOLOGY",3.0,"CM",""
"50:830:365","CULTURAL PSYCHOLOGY",3.0,"CM",""
"50:830:375","SOCIAL COGNITION AND AFFECTIVE NEUROSCIENCE",3.0,"CM",""
"50:830:380","LABORATORY IN EXPERIMENTAL PSYCHOLOGY",1.0,"CM",""
"50:830:381","EXPERIMENTAL PSYCHOLOGY",3.0,"CM",""
"50:830:409","TRAUMA, RISK, AND RESILIENCE",3.0,"CM",""
"50:830:414","DRUGS AND THE BRAIN",3.0,"CM",""
"50:830:418","DIAGNOSTICS AND ASSESSMENTS FOR ADDICTIONS",3.0,"CM",""
"50:830:454","SPECIAL TOPICS IN PSYCHOLOGY",3.0,"CM",""
"50:830:459","SPECIAL TOPICS IN PSYCHOLOGY",3.0,"CM",""
"50:830:461","SPECIAL TOPICS IN PSYCHOLOGY",3.0,"CM",""
"50:830:484","PHYSIOLOGICAL PSYCHOLOGY",3.0,"CM",""
"50:830:494","ADVANCED INDEPENDENT STUDY IN PSYCHOLOGY","","CM",""
"50:830:495","ADVANCED INDEPENDENT STUDY IN PSYCHOLOGY","","CM",""
"50:840:101","INTRODUCTION TO RELIGIOUS STUDIES",3.0,"CM",""
"50:840:103","INTRODUCTION TO WORLD RELIGIONS",3.0,"CM",""
"50:840:108","INTRODUCTION TO RELIGION & CONTEMPORARY CULTURE",3.0,"CM",""
"50:840:111","ASIAN RELIGIONS",3.0,"CM",""
"50:840:208","THE HISTORICAL JESUS",3.0,"CM",""
"50:840:235","ISLAM AND THE MODERN WORLD",3.0,"CM",""
"50:840:240","RELIGION AND HEALTH",3.0,"CM",""
"50:840:278","DEATH AND DYING IN RELIGION",3.0,"CM",""
"50:840:318","RELIGION AND LAW",3.0,"CM",""
"50:840:389","INDEPENDENT STUDY IN RELIGION",3.0,"CM",""
"50:842:240","REASON AND RHETORIC: THE ART OF CRITICAL THINKING",3.0,"CM",""
"50:910:220","INTRODUCTION TO SOCIAL WORK AND SOCIAL JUSTICE",3.0,"CM",""
"50:910:222","CONFRONTING ANTI-BLACK RACISM",3.0,"CM",""
"50:910:225","OPRESNMINORITIZEDGRP",3.0,"CM",""
"50:910:227","GLOBAL SOCIAL WORK",3.0,"CM",""
"50:910:228","UNDERSTANDING INTERPERSONAL VIOLENCE: CAUSE, CONSEQUENCE & SOCIAL JUSTICE CHANGE",3.0,"CM",""
"50:910:311","SOC WEL POL& SERV I",3.0,"CM",""
"50:910:402","HUM BEHAV&SOC ENV I",3.0,"CM",""
"50:910:406","DIVERSITY AND OPPRESSION",3.0,"CM",""
"50:910:467","INDEPENDENT STUDY IN SOCIAL WORK","","CM",""
"50:910:471","FIELD PRACTICUM I",6.0,"CM",""
"50:910:472","GENERALIST PRAC I",3.0,"CM",""
"50:910:476","CHILD WELFARE SERVICES AND PRACTICES",3.0,"CM",""
"50:920:101","INTRODUCTION TO SOCIOLOGY",3.0,"CM",""
"50:920:301","METHODS AND TECHNIQUES OF SOCIAL        RESEARCH",3.0,"CM",""
"50:920:313","THEORIES OF CRIME AND DELINQUENCY",3.0,"CM",""
"50:920:314","MASCULINITIES",3.0,"CM",""
"50:920:316","RACE AND ETHNICITY",3.0,"CM",""
"50:920:325","SOCIOLOGICAL THEORY",3.0,"CM",""
"50:920:340","HEALTH AND SOCIETY",3.0,"CM",""
"50:920:345","SOCIOLOGY OF EDUCATION",3.0,"CM",""
"50:920:346","SPECIAL TOPICS IN SOCIOLOGY",3.0,"CM",""
"50:920:348","SPECIAL TOPICS IN SOCIOLOGY",3.0,"CM",""
"50:920:445","SPECIAL TOPICS IN SOCIOLOGY",3.0,"CM",""
"50:920:487","INDIVIDUAL STUDY IN SOCIOLOGY","","CM",""
"50:940:101","ELEMENTARY SPANISH I",4.0,"CM",""
"50:940:102","ELEMENTARY SPANISH II",4.0,"CM",""
"50:940:103","EMERGENCY SPANISH",3.0,"CM",""
"50:940:121","INTERMEDIATE SPANISH I",4.0,"CM",""
"50:940:127","SPANISH FOR THE HEALTH PROFESSIONS I",3.0,"CM",""
"50:940:203","SPAN COMP & CONV",3.0,"CM",""
"50:940:208","SPANISH AMERICAN CULTURE AND CIVILIZATION",3.0,"CM",""
"50:940:227","SPANISH FOR THE HEALTH PROFESSIONS II",3.0,"CM",""
"50:940:391","SPECIAL TOPICS IN SPANISH",3.0,"CM",""
"50:940:393","IND STUDY SPANISH","","CM",""
"50:940:399","INTERNSHIP-SPANISH",3.0,"CM",""
"50:940:427","HEALTH AND WELLNESS IN THE LATINX       COMMUNITY",3.0,"CM",""
"50:940:457","20TH C LIT S. CONE",3.0,"CM",""
"50:940:481","ACQUISITION OF SPANISH AS A SECOND      LANGUAGE",3.0,"CM",""
"50:940:491","SPECIAL TOPICS IN SPANISH",3.0,"CM",""
"50:940:492","SPECIAL TOPICS IN SPANISH",3.0,"CM",""
"50:960:183","ELEMENTARY APPLIED STATISTICS",3.0,"CM",""
"50:960:185","INTRODUCTION TO DATA SCIENCE",3.0,"CM",""
"50:960:283","INTRODUCTION TO STATISTICS I",3.0,"CM",""
"50:960:284","INTRODUCTION TO STATISTICS II",3.0,"CM",""
"50:960:489","STATISTICAL MODELS",3.0,"CM",""
"50:965:101","INTRODUCTION TO THEATER",3.0,"CM",""
"50:965:124","MOVEMENT FOR STAGE",3.0,"CM",""
"50:965:125","INTRODUCTION TO VIDEO AND FILM",3.0,"CM",""
"50:965:202","PLAY READING ANALYSIS",3.0,"CM",""
"50:965:216","AFRICAN AMERICAN THEATER",3.0,"CM",""
"50:965:225","VIDEO AND FILM PRODUCTION",3.0,"CM",""
"50:965:241","STAGECRAFT",3.0,"CM",""
"50:965:252","SCREENWRITING I",3.0,"CM",""
"50:965:270","STAGE MAKEUP",3.0,"CM",""
"50:965:271","ACTING I",3.0,"CM",""
"50:965:301","PERFORMANCE","","CM",""
"50:965:302","PRACTICUM IN DESIGN AND TECHNICAL THEATER","","CM",""
"50:965:303","ACTOR-DIRECTOR WORKSHOP","","CM",""
"50:965:320","DIRECTING I",3.0,"CM",""
"50:965:350","AUDITIONS AND THE BUSINESS OF THEATER",3.0,"CM",""
"50:965:358","SPECIAL TOPICS IN THEATER","","CM",""
"50:965:360","INDEPENDENT STUDY IN THEATER","","CM",""
"50:965:380","HISTORY OF THEATER I",3.0,"CM",""
"50:965:382","LIGHTING DESIGN",3.0,"CM",""
"50:965:491","THEATER INTERNSHIP","","CM",""
"50:965:495","SENIOR PROJECT FILM","","CM",""
"50:965:496","SENIOR PROJECT IN THEATER ARTS","","CM",""
"50:975:221","LITERACY PRACTICUM",3.0,"CM",""
"50:975:236","INTRODUCTION TO GLOBAL URBANIZATION",3.0,"CM",""
"50:975:339","HOUSING POLICY AND ITS IMPACT ON URBAN  AREAS",3.0,"CM",""
"50:975:390","SPECIAL TOPICS IN URBAN STUDIES",3.0,"CM",""
"50:975:475","INTERNSHIP IN URBAN STUDIES",3.0,"CM",""
"50:989:101","ENGLISH COMPOSITION I",3.0,"CM",""
"50:989:102","ENGLISH COMPOSITION II",3.0,"CM",""
"50:989:109","WRITING LAB",1.0,"CM",""
"50:989:305","INTRODUCTION TO CREATIVE WRITING",3.0,"CM",""
"50:989:307","FICTION WRITING WORKSHOP",3.0,"CM",""
"50:989:309","NON-FICTION WRITING WORKSHOP",3.0,"CM",""
"50:989:322","WRITING FOR THE PUBLIC",3.0,"CM",""
"52:010:101","FUNDAMENTALS OF FINANCIAL ACCOUNTING",3.0,"CM",""
"52:010:202","FUNDAMENTALS OF MANAGERIAL ACCOUNTING",3.0,"CM",""
"52:010:304","ACCTG INFO MNGT:DATA",3.0,"CM",""
"52:010:305","INTERMEDIATE ACCOUNTING I",3.0,"CM",""
"52:010:306","INTERMEDIATE ACCOUNTING II",3.0,"CM",""
"52:010:370","AUDIT THEORY AND PRACTICE",3.0,"CM",""
"52:010:372","ACCOUNTING FOR BUSINESS DECISIONS",3.0,"CM",""
"52:010:383","INDIVIDUAL TAXATION",3.0,"CM",""
"52:010:395","ACCOUNTING ANALYTICS",3.0,"CM",""
"52:010:401","ADVANCED TOPICS IN ACCOUNTING",3.0,"CM",""
"52:010:495","HONORS THESIS IN ACCOUNTING",3.0,"CM",""
"52:010:497","ACCOUNTING INTERNSHIP",3.0,"CM",""
"52:010:498","ACCOUNTING COOPERATIVE",6.0,"CM",""
"52:135:101","INTRODUCTION TO BUSINESS",3.0,"CM",""
"52:135:120","INTRODUCTION TO QUANTITATIVE SKILLS FOR BUSINESS",3.0,"CM",""
"52:135:202","PROFESSIONAL SKILLS FORUM I",1.0,"CM",""
"52:135:206","PROFESSIONAL DEVELOPMENT STRATEGIES",2.0,"CM",""
"52:135:214","INTRODUCTION TO BUSINESS STATISTICS",3.0,"CM",""
"52:135:216","APPLIED BUSINESS STATISTICS",3.0,"CM",""
"52:135:250","BUSINESS COMMUNICATIONS",3.0,"CM",""
"52:135:497","BUSINESS ADMINISTRATION INTERNSHIP",3.0,"CM",""
"52:140:101","BUSINESS LAW I LEGAL ENVIRONMENT",3.0,"CM",""
"52:390:301","PRINCIPLES OF FINANCE",3.0,"CM",""
"52:390:306","BUSINESS VALUATION",3.0,"CM",""
"52:390:310","CORPORATE FINANCE",3.0,"CM",""
"52:390:312","REAL ESTATE MARKET ANALYSIS AND FUNDAMENTALS",3.0,"CM",""
"52:390:315","INVESTMENT AND PORTFOLIO MANAGEMENT",3.0,"CM",""
"52:390:325","FINANCIAL MARKETS AND INSTITUTIONS",3.0,"CM",""
"52:390:350","MULTINATIONAL FINANCE",3.0,"CM",""
"52:390:497","FINANCE INTERNSHIP",3.0,"CM",""
"52:533:360","CAREER PLANNING AND CAREER MANAGEMENT",3.0,"CM",""
"52:533:365","FUNDAMENTALS OF HUMAN RESOURCE MANAGEMENT",3.0,"CM",""
"52:533:461","COMPENSATION AND BENEFITS",3.0,"CM",""
"52:533:463","TALENT MANAGEMENT: ATTRACTING, DEVELOPING, AND RETAINING EMPLOYEES",3.0,"CM",""
"52:533:492","SPECIAL TOPICS IN HUMAN RESOURCE        MANAGEMENT",3.0,"CM",""
"52:533:497","HMR INTERNSHIP",3.0,"CM",""
"52:620:210","INTRODUCTION TO DATA ANALYSIS WITH EXCEL",1.0,"CM",""
"52:620:301","CORPORATE SOCIAL RESPONSIBILITY: ETHICS AND SUSTAINABILITY",3.0,"CM",""
"52:620:303","ORGANIZATIONAL BEHAVIOR",3.0,"CM",""
"52:620:321","OPTIMIZATION AND SPREADSHEET MODELING",3.0,"CM",""
"52:620:325","OPERATIONS MANAGEMNT",3.0,"CM",""
"52:620:326","SUPPLY CHAIN ANALYTICS",3.0,"CM",""
"52:620:329","PROMPT ENGINEERING AND GENERATIVE AI FOR PROFESSIONALS",1.0,"CM",""
"52:620:330","BUSINESS PROCESS REDESIGN",1.0,"CM",""
"52:620:331","INTRODUCTION TO PYTHON",1.0,"CM",""
"52:620:369","INTERNATIONAL BUSINESS",3.0,"CM",""
"52:620:405","GLOBAL MANAGEMENT STRATEGY",3.0,"CM",""
"52:620:410","DATA ANALYTICS BUS",3.0,"CM",""
"52:620:426","LEARNING ABROAD PROGRAM",3.0,"CM",""
"52:620:450","STRATEGIC MANAGEMENT",3.0,"CM",""
"52:620:470","MANAGING INNOVATION",3.0,"CM",""
"52:620:483","ENTREPRENEURSHIP: NEW VENTURE CREATION",3.0,"CM",""
"52:620:491","SPECIAL TOPIC IN MANAGEMENT",3.0,"CM",""
"52:620:492","SPECIAL TOPIC IN MANAGEMENT",3.0,"CM",""
"52:620:497","MANAGEMENT INTERNSHIP",3.0,"CM",""
"52:623:201","INTRODUCTION TO INFORMATION TECHNOLOGY",3.0,"CM",""
"52:623:302","IT AND PROJECT MANAGEMENT",3.0,"CM",""
"52:623:447","DATA MANAGEMENT AND ANALYTICS WITH R",3.0,"CM",""
"52:623:497","ECOMMERCE AND INFORMATION TECHNOLOGY    INTERNSHIP",3.0,"CM",""
"52:630:201","PRINCIPLES OF MARKETING",3.0,"CM",""
"52:630:361","DIGITAL MARKETING FUNDAMENTALS",3.0,"CM",""
"52:630:362","PRINCIPLES OF DIGITAL ANALYTICS",3.0,"CM",""
"52:630:363","SOCIAL MEDIA MARKETING",3.0,"CM",""
"52:630:365","PRICING STRATEGIES",3.0,"CM",""
"52:630:371","INTERNATIONAL MARKETING",3.0,"CM",""
"52:630:374","CONSUMER BEHAVIOR",3.0,"CM",""
"52:630:385","MARKETING RESEARCH",3.0,"CM",""
"52:630:403","STRATEGIC MARKETING",3.0,"CM",""
"52:630:426","LEARNING ABROAD PROGRAM",3.0,"CM",""
"52:630:497","MARKETING INTERNSHIP",3.0,"CM",""
"53:010:503","ACCOUNTING FOR MANAGERIAL DECISIONS",3.0,"CM",""
"53:010:523","ADVANCED AUDITING",3.0,"CM",""
"53:010:525","PROBLEMS IN FINANCIAL REPORTING",3.0,"CM",""
"53:010:565","FINANCIAL REPORTING AND ANALYSIS",3.0,"CM",""
"53:010:566","FINANCIAL STATEMENT ANALYSIS",3.0,"CM",""
"53:010:670","SPECIAL TOPICS IN ACCOUNTING",3.0,"CM",""
"53:390:506","FINANCIAL MANAGEMENT",3.0,"CM",""
"53:390:540","INVESTMENT AND PORTFOL MANAGEMENT",3.0,"CM",""
"53:390:541","PRINCIPLES OF FINANCIAL PLANNING",3.0,"CM",""
"53:390:543","TAX PLANNING AND FINANCIAL REGULATION",3.0,"CM",""
"53:390:581","FINANCIAL DATA ANALYTICS",3.0,"CM",""
"53:390:583","GENERATIVE AI AND TEXTUAL ANALYSIS IN FINANCE",3.0,"CM",""
"53:533:527","LEADING INNOVATION AND CREATIVITY",3.0,"CM",""
"53:533:557","FUNDAMENTALS OF TALENT MANAGEMENT",3.0,"CM",""
"53:533:670","SPECIAL TOPIC IN HUMAN RESOURCE         MANAGEMENT",3.0,"CM",""
"53:620:505","FOUNDATIONS OF LEADERSHIP AND TEAMWORK",3.0,"CM",""
"53:620:506","MANAGING IN THE GLOBAL ECONOMY",3.0,"CM",""
"53:620:545","INTERNATIONAL LEARNING ABROAD",3.0,"CM",""
"53:620:559","PPT ENG&GENERATIVEAI",1.0,"CM",""
"53:620:560","BUSINESS PROCESS REDESIGN",1.0,"CM",""
"53:620:561","INTRO TO PYTHON",1.0,"CM",""
"53:620:570","CONFLICT RESOLUTION AND NEGOTIATIONS",3.0,"CM",""
"53:620:672","STRATEGIC MANAGEMENT",3.0,"CM",""
"53:620:800","MATRICULATION CONTINUATION",0.0,"CM",""
"53:623:510","IT STRATEGY AND PROJECT MANAGEMENT",3.0,"CM",""
"53:623:670","SPECIAL TOPICS IN MANAGEMENT SCIENCE ANDINFORMATION SYSTEMS",3.0,"CM",""
"53:630:508","MARKETING MANAGEMENT",3.0,"CM",""
"53:630:533","DIGITAL MARKETING STRATEGY",3.0,"CM",""
"53:716:502","BUSINESS ANALYTICS",3.0,"CM",""
"53:716:513","OPERATIONS AND SUPPLY CHAIN MANAGEMENT",3.0,"CM",""
"53:716:535","BIG DATA ANALYTICS",3.0,"CM",""
"53:716:545","MACHINE LEARNING APPLICATIONS IN BUSINESS",3.0,"CM",""
"56:115:511","BIOCHEMISTRY I",3.0,"CM",""
"56:115:527","BIONANOTECHNOLOGY",3.0,"CM",""
"56:115:530","FORENSIC AND ANALYTICAL MOLECULAR       BIOLOGY",3.0,"CM",""
"56:115:531","FORENSIC DNA ANALYSIS LAB",1.0,"CM",""
"56:115:571","FORENSIC SEROLOGY",3.0,"CM",""
"56:115:619","IND STUDY BIOCHEM","","CM",""
"56:115:701","RESEARCH IN BIOCHEM","","CM",""
"56:120:511","ICHTHYOLOGY",3.0,"CM",""
"56:120:535","SPECIAL TOPICS IN BIOLOGY",3.0,"CM",""
"56:120:561","ICHTHYOLOGY LAB",1.0,"CM",""
"56:120:583","MOLECULAR  MECHANISMS OF DEVELOPMENTAL  GENETICS",3.0,"CM",""
"56:120:596","SPECIAL TOPICS IN BIOLOGY",3.0,"CM",""
"56:120:597","SPECIAL TOPICS IN BIOLOGY",3.0,"CM",""
"56:120:601","SEMINAR IN BIOLOGY",1.0,"CM",""
"56:120:620","INDEPENDENT STUDY IN BIOLOGY","","CM",""
"56:120:702","RESEARCH IN BIOLOGY","","CM",""
"56:120:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:120:866","GRADUATE ASSISTANTSHIP-BIOLOGY",6.0,"CM",""
"56:120:877","TEACHING ASSISTANTSHIP",6.0,"CM",""
"56:121:510","ESSENTIALS OF BIOLOGICAL CHEMISTRY",3.0,"CM",""
"56:121:530","ESSENT COMP SCI I",3.0,"CM",""
"56:121:540","ESSENT INTEGR BIO I",3.0,"CM",""
"56:121:571","FUNDAMENTALS OF MECHATRONIC SYSTEMS",3.0,"CM",""
"56:121:572","FUNDAMENTALS OF MECHATRONICS SYSTEMS LAB",1.0,"CM",""
"56:121:585","INDEPENDENT STUDY IN COMPUTATIONAL      BIOLOGY",3.0,"CM",""
"56:121:602","SEMINAR",1.0,"CM",""
"56:121:605","CODES FOR LIFE SEMINAR",1.0,"CM",""
"56:121:620","LABORATORY PRACTICES",1.0,"CM",""
"56:121:621","LABORATORY ROTATION PRACTICUM",3.0,"CM",""
"56:121:630","MANUSCRIPT AND PROPOSAL COMPOSITION",1.0,"CM",""
"56:121:701","MASTERS PROJECT",6.0,"CM",""
"56:121:710","DISSERTATION RESEARCH","","CM",""
"56:121:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:160:515","POLYMER CHEMISTRY I",3.0,"CM",""
"56:160:517","POLYMER CHEM LAB",1.0,"CM",""
"56:160:531","ADVANCED INORGANIC CHEMISTRY I",3.0,"CM",""
"56:160:601","SEMINAR IN CHEMISTRY",1.0,"CM",""
"56:160:602","SEMINAR IN CHEMISTRY",1.0,"CM",""
"56:160:619","IND STUDY CHEMISTRY","","CM",""
"56:160:701","RESEARCH IN CHEM","","CM",""
"56:160:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:163:501","PROFESSIONAL SEMINAR IN CHILDHOOD STUDIES I",3.0,"CM",""
"56:163:600","CHILDHOOD AND VIOLENCE",3.0,"CM",""
"56:163:693","CRITICAL DISABILITY STUDIES",3.0,"CM",""
"56:163:699","DIRECTED READING IN CHILDHOOD STUDIES",3.0,"CM",""
"56:163:700","DOCTORAL DISSERTATION","","CM",""
"56:163:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:198:500","ESSENTIALS OF COMPUTER SCIENCE I",3.0,"CM",""
"56:198:514","ARTIFICIAL INTELLIGENCE",3.0,"CM",""
"56:198:518","EXPLAINABLE AND FAIR ARTIFICIAL INTELLIGENCE",3.0,"CM",""
"56:198:523","SOFTWARE ENGINEERING",3.0,"CM",""
"56:198:551","DATABASE SYSTEMS",3.0,"CM",""
"56:198:567","APPLIED PROBABILITY",3.0,"CM",""
"56:198:575","CRYPTOGRAPHY AND COMPUTER SECURITY",3.0,"CM",""
"56:198:591","SPECIAL TOPICS IN COMPUTER SCIENCE",3.0,"CM",""
"56:198:694","INDEPENDENT STUDY IN COMPUTER SCIENCE","","CM",""
"56:198:697","COMPUTER SCIENCE INTERNSHIP","","CM",""
"56:198:701","RESEARCH IN COMPUTER SCIENCE",3.0,"CM",""
"56:198:702","RESEARCH IN COMPUTER SCIENCE",3.0,"CM",""
"56:198:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:200:517","FICTION",3.0,"CM",""
"56:200:521","SPECIAL TOPICS IN CREATIVE WRITING",3.0,"CM",""
"56:200:523","INDEPENDENT STUDY IN CREATIVE WRITING",3.0,"CM",""
"56:200:528","CREATIVE NON-FICTION WORKSHOP",3.0,"CM",""
"56:200:573","SPECIAL TOPICS IN CRAFT",3.0,"CM",""
"56:202:574","USING CRIME DATA",3.0,"CM",""
"56:202:600","RESEARCH METHODS-CJ",3.0,"CM",""
"56:202:670","INDEPENDENT STUDY IN CRIMINAL JUSTICE","","CM",""
"56:202:671","INDEPENDENT STUDY IN CRIMINAL JUSTICE","","CM",""
"56:202:672","INDEPENDENT STUDY IN CRIMINAL JUSTICE","","CM",""
"56:202:673","SPECIAL TOPICS IN CRIMINAL JUSTICE",3.0,"CM",""
"56:202:674","SPECIAL TOPICS IN CRIMINAL JUSTICE",3.0,"CM",""
"56:202:675","SPECIAL TOPIC IN CRIMINAL JUSTICE",3.0,"CM",""
"56:202:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:209:630","WEIRD BOOKS",3.0,"CM",""
"56:209:640","MOTION DESIGN AND ANIMATION WITH AFTER EFFECTS",3.0,"CM",""
"56:209:670","AI ETHICS AND LAW",3.0,"CM",""
"56:219:500","FOUNDATIONS OF DATA SCIENCE: PROGRAMMING AND REASONING",3.0,"CM",""
"56:219:511","STATISTICAL METHODS FOR DATA SCIENCE",3.0,"CM",""
"56:219:521","DATA VISUALIZATION",3.0,"CM",""
"56:219:523","GIS DATA SCIENCE",3.0,"CM",""
"56:219:593","ST IN DATA SCIENCE",3.0,"CM",""
"56:219:600","DATA SCI INTERNSHIP","","CM",""
"56:219:601","INDEPENDENT STUDY",3.0,"CM",""
"56:219:603","MASTER'S PROJECT",3.0,"CM",""
"56:219:701","THESIS IN DATA SCIENCE",3.0,"CM",""
"56:219:800","MATRICULATION CONTINUED",0.0,"CM",""
"56:300:500","PSYCHOLOGICAL FOUNDATIONS OF LEARNING",3.0,"CM",""
"56:300:501","EXCEPTIONALITIES",3.0,"CM",""
"56:300:505","EARLY CHILDHOOD/ELEMENTARY TEACHING METHODS",3.0,"CM",""
"56:300:506","SECONDARY TEACHING METHODS",3.0,"CM",""
"56:300:507","EARLY CHILDHOOD/ELEMENTARY CLASSROOM ASSESSMENTS",3.0,"CM",""
"56:300:508","SECONDARY CLASSROOM ASSESSMENTS",3.0,"CM",""
"56:300:509","EARLY CHILDHOOD LEARNING",3.0,"CM",""
"56:300:511","LITERACY FOUNDATIONS",3.0,"CM",""
"56:300:520","CLINICAL PRACTICE I",3.0,"CM",""
"56:300:530","LANGUAGE AND LITERACY IN SPECIAL        EDUCATION",3.0,"CM",""
"56:300:532","THE SPECIAL EDUCATION PROCESS",3.0,"CM",""
"56:300:533","AUTISM SPECTRUM DISORDERS",3.0,"CM",""
"56:300:571","SECOND LANGUAGE ACQUISITION",3.0,"CM",""
"56:300:574","AMERICAN ENGLISH",3.0,"CM",""
"56:300:602","CURRICULUM DESIGN AND DEVELOPMENT FOR INSTRUCTIONAL LEADERS",3.0,"CM",""
"56:300:603","CURRICULUM EVALUATION",3.0,"CM",""
"56:300:800","MATRICULATION CONTINUED",0.0,"CM",""
"56:350:501","INDEPENDENT STUDY","","CM",""
"56:350:509","PROFESSIONAL SEMINAR IN ENGLISH STUDIES",3.0,"CM",""
"56:350:512","DEPARTMENT OF ENGLISH LEARNING ABROAD   PROGRAM",3.0,"CM",""
"56:350:524","FANTASY AND SCIENCE FICTION",3.0,"CM",""
"56:350:591","CAPSTONE PROJECT",3.0,"CM",""
"56:350:593","SPECIAL TOPICS IN ENGLISH",3.0,"CM",""
"56:350:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:412:700","RESEARCH IN FORENSIC SCIENCE",2.0,"CM",""
"56:412:701","RESEARCH IN FORENSIC SCIENCE",2.0,"CM",""
"56:412:702","RESEARCH IN FORENSIC SCIENCE",4.0,"CM",""
"56:412:800","MATRICULATION CONTINUED",0.0,"CM",""
"56:512:505","COLLOQUIUM IN EARLY AMERICA, 1763 TO    1820",3.0,"CM",""
"56:512:508","COLLOQUIUM IN U.S., 1945 TO PRESENT",3.0,"CM",""
"56:512:523","GENDER IN HISTORY AND THEORY",3.0,"CM",""
"56:512:550","THE CRAFT OF HISTORY",3.0,"CM",""
"56:512:558","READINGS 20TH CENTURY GLOBAL HISTORY",3.0,"CM",""
"56:512:588","MATERIAL CULTURAL IN AMERICA",3.0,"CM",""
"56:512:698","INDIVIDUAL STUDY IN HISTORY","","CM",""
"56:512:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:606:500","INTRODUCTION TO GRADUATE LIBERAL STUDIES",1.0,"CM",""
"56:606:534","STUDIES OF THE 20TH CENTURY",3.0,"CM",""
"56:606:613","STUDIES IN ARTS AND LITERATURE",3.0,"CM",""
"56:606:623","STUDIES OF POLITICS AND SOCIETY",3.0,"CM",""
"56:606:639","BIBLE AS LITERATURE",3.0,"CM",""
"56:606:645","STUDIES OF PHILOSOPHY AND RELIGION",3.0,"CM",""
"56:606:648","STUDIES IN PHILOSOPHY AND RELIGION",3.0,"CM",""
"56:606:689","CAPSTONE RESEARCH",3.0,"CM",""
"56:606:690","RESEARCH IN LIBERAL STUDIES","","CM",""
"56:606:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:615:520","MODERN AMERICAN GRAMMAR",3.0,"CM",""
"56:615:530","HISTORY OF THE ENGLISH LANGUAGE",3.0,"CM",""
"56:615:597","INDEPENDENT STUDY","","CM",""
"56:645:503","COMPLEX VARIABLES",3.0,"CM",""
"56:645:508","MATHEMATICAL REASONING",3.0,"CM",""
"56:645:531","GEOMETRY",3.0,"CM",""
"56:645:540","COMP NUM TH & CRYPTO",3.0,"CM",""
"56:645:545","TOPOLOGY",3.0,"CM",""
"56:645:556","DATA VISUALIZATION",3.0,"CM",""
"56:645:558","PROBABILITY AND STOCHASTIC PROCESSES",3.0,"CM",""
"56:645:562","MATHEMATICAL MODELNG",3.0,"CM",""
"56:645:563","STATISTIC REASONING",3.0,"CM",""
"56:645:575","ADVANCED DIFFERENTIAL EQUATIONS",3.0,"CM",""
"56:645:580","SPECIAL TOPICS IN APPLIED MATH",3.0,"CM",""
"56:645:698","INDIVIDUAL STUDY PURE MATH","","CM",""
"56:645:699","INDIVIDUAL STUDY APPLIED MATH","","CM",""
"56:645:700","THESIS PURE MATH",3.0,"CM",""
"56:645:701","THESIS APPLIED MATH",3.0,"CM",""
"56:645:800","MATRICULATION CONTINUATION",0.0,"CM",""
"56:792:501","INTRODUCTION TO PREVENTION SCIENCE",3.0,"CM",""
"56:792:502","APPLIED STATISTICAL PROGRAMMING",1.0,"CM",""
"56:792:503","CURRENT TOPICS IN PREVENTION SCIENCE",1.0,"CM",""
"56:792:603","INTRODUCTION TO IMPLEMENTATION SCIENCE/PROGRAM EVALUATION",3.0,"CM",""
"56:792:604","APPLIED PREVENTION SCIENCE",3.0,"CM",""
"56:792:701","RESEARCH IN PREVENTION SCIENCE","","CM",""
"56:792:750","DISSERTATION RESEARCH","","CM",""
