"code","title","credits","subject","description"
"01:840:401","SEMINAR OLD TEST LIT",3.0,"NB",""
"01:840:497","HONORS IN RELIGION","","NB",""
"01:860:101","ELEMENTARY RUSSIAN I",4.0,"NB",""
"01:860:111","RUSSIAN CONVERSATION I",1.0,"NB",""
"01:860:201","INTERMEDIATE RUSSIAN I",4.0,"NB",""
"01:860:207","ELEMENTARY RUSSIAN FOR RUSSIAN SPEAKERS",4.0,"NB",""
"01:860:211","RUSSIAN CONVERSATION I",1.0,"NB",""
"01:860:260","INTRODUCTION TO 20TH CENTURY RUSSIAN LITERATURE",3.0,"NB",""
"01:860:301","ADVANCED RUSSIAN I",3.0,"NB",""
"01:860:311","ADVANCED RUSSIAN GRAMMAR REVIEW I",1.0,"NB",""
"01:860:326","RUSSIAN AND EAST EUROPEAN SCIENCE       FICTION",3.0,"NB",""
"01:860:348","STORIES OF RUSSIAN LIFE: MEMORY,        INVENTION, EXPERIENCE",3.0,"NB",""
"01:860:407","CONTEMPORARY RUSSIAN CULTURE:           THE THAW",3.0,"NB",""
"01:860:411","ADVANCED RUSSIAN GRAMMAR I",1.0,"NB",""
"01:860:488","BROTHERS KARAMAZOV",3.0,"NB",""
"01:860:493","INDEPENDENT STUDY IN RUSSIAN","","NB",""
"01:860:496","HONORS RUSSIAN",3.0,"NB",""
"01:888:215","INTRODUCTION TO TRANSGENDER STUDIES",3.0,"NB",""
"01:888:290","INTRO CRIT SEX STDYS",3.0,"NB",""
"01:888:321","QUEER CONTEXTS",3.0,"NB",""
"01:904:201","INTRO TO SOC JUSTICE",3.0,"NB",""
"01:904:309","JUSTICE AND VIOLENCE",3.0,"NB",""
"01:904:399","SOC JUST INTERNSHIP","","NB",""
"01:904:493","SOCIAL JUSTICE INDEPENDENT STUDY","","NB",""
"01:920:101","INTRO TO SOCIOLOGY",3.0,"NB",""
"01:920:103","SOCIOLOGICAL ANALYSIS OF SOCIAL PROBLEMS",3.0,"NB",""
"01:920:108","MINORITY GROUPS IN AMERICAN SOCIETY",3.0,"NB",""
"01:920:210","SOC OF MED&HLTH CARE",3.0,"NB",""
"01:920:215","SIX GREAT READS: EXPLORATIONS IN        SOCIOLOGY",3.0,"NB",""
"01:920:220","SOCIOLOGY OF CULTURE",3.0,"NB",""
"01:920:222","CRIMINOLOGY",3.0,"NB",""
"01:920:225","IMMIGRATION AND SOCIETY",3.0,"NB",""
"01:920:227","POPULATION & SOCIETY",3.0,"NB",""
"01:920:241","TECHNOLOGY & SOCIETY",3.0,"NB",""
"01:920:272","SOCIOLOGY OF THE FAMILY",3.0,"NB",""
"01:920:304","SOCIOLOGY OF DEVIANT BEHAVIOR",3.0,"NB",""
"01:920:306","RACE RELATIONS",3.0,"NB",""
"01:920:307","MENTAL ILLNESS",3.0,"NB",""
"01:920:311","SOCIAL RESEARCH METHODS",4.0,"NB",""
"01:920:312","INTRODUCTION TO STATISTICS IN SOCIOLOGY",4.0,"NB",""
"01:920:316","SOCIAL THEORY",4.0,"NB",""
"01:920:335","HEALTH & INEQUALITY",3.0,"NB",""
"01:920:349","LAW AND SOCIETY",3.0,"NB",""
"01:920:360","COMPUTATIONAL SOCIAL SCIENCE",3.0,"NB",""
"01:920:395","RESEARCH IN SOCIOLOGY","","NB",""
"01:920:482","INTRNSHP&FIELD WORK","","NB",""
"01:920:492","ADVANCED SEMINAR IN SOCIOLOGY",3.0,"NB",""
"01:920:497","HONORS IN SOCIOLOGY",3.0,"NB",""
"01:940:101","ELEMENTARY SPANISH",4.0,"NB",""
"01:940:102","ELEMENTARY SPANISH",4.0,"NB",""
"01:940:121","SPANISH REVIEW AND CONTINUATION",3.0,"NB",""
"01:940:131","INTERMEDIATE SPANISH",4.0,"NB",""
"01:940:132","INTERMEDIATE SPANISH",4.0,"NB",""
"01:940:139","SPANISH FOR HERITAGE SPEAKERS I",3.0,"NB",""
"01:940:160","SPANISH IN THE WORLD",1.5,"NB",""
"01:940:203","SPANISH CONVERSATION AND COMPOSITION",3.0,"NB",""
"01:940:204","CULTURE AND COMPOSITION",3.0,"NB",""
"01:940:205","SPANISH FOR THE HEALTH PROFESSIONS",3.0,"NB",""
"01:940:215","INTRODUCTION TO HISPANIC LITERATURE",3.0,"NB",""
"01:940:230","FOOD FOR THOUGHT: FOOD CULTURE IN THE   SPANISH SPEAKING WORLD",3.0,"NB",""
"01:940:261","INTRODUCTION TO THE STUDY OF LANGUAGE",3.0,"NB",""
"01:940:270","INTRODUCTION TO CARIBBEAN LITERATURE",3.0,"NB",""
"01:940:289","CULTURE OF LADINO: AN INTRODUCTION",3.0,"NB",""
"01:940:313","ADVANCED SPANISH CONVERSATION AND CONTEMPORARY ISSUES",3.0,"NB",""
"01:940:325","ADVANCED GRAMMAR AND COMPOSITION",3.0,"NB",""
"01:940:326","ADVANCED COMPOSITION AND INTRODUCTION TOTRANSLATION STUDIES",3.0,"NB",""
"01:940:363","BILINGUALISM IN THE SPANISH-SPEAKING WORLD",3.0,"NB",""
"01:940:390","TOPICS IN HISPANIC LITERATURE AND CULTURE",3.0,"NB",""
"01:940:401","ADVANCED TRANSLATION I",3.0,"NB",""
"01:940:404","CIVILIZATION OF SPANISH AMERICA",3.0,"NB",""
"01:940:475","INTERPRETING",3.0,"NB",""
"01:940:479","TRANSLATION, MEDIA, AND TECHNOLOGY",3.0,"NB",""
"01:940:493","INDEPENDENT STUDY","","NB",""
"01:940:497","HONORS IN SPANISH","","NB",""
"01:955:111","FOUNDATIONS IN SPORT MANAGEMENT",3.0,"NB",""
"01:955:203","SPORT AND THE LAW",1.5,"NB",""
"01:955:204","RISK MANAGEMENT IN SPORT",1.5,"NB",""
"01:955:226","COACHING THEORY AND TECHNIQUE",3.0,"NB",""
"01:955:276","BASIC STATISTICS FOR SPORT MANAGEMENT",3.0,"NB",""
"01:955:305","SPORT SOCIOLOGY",3.0,"NB",""
"01:955:306","FINANCE IN SPORT",3.0,"NB",""
"01:955:311","SPORT MARKETING",3.0,"NB",""
"01:955:312","FACILITIES PLANNING AND DESIGN",1.5,"NB",""
"01:955:330","ORGANIZATIONAL BEHAVIOR IN SPORT MANAGEMENT",3.0,"NB",""
"01:955:332","LEADERSHIP DEVELOPMENT IN SPORT",3.0,"NB",""
"01:955:333","EVENT MANAGEMENT AND SPONSORSHIP IN SPORT",3.0,"NB",""
"01:955:342","INDEPENDENT STUDY IN SPORT MANAGEMENT",3.0,"NB",""
"01:955:355","PROFESSIONAL PRESENTATIONS IN SPORT MANAGEMENT",3.0,"NB",""
"01:955:406","ADMINISTRATION IN SPORT MANAGEMENT",3.0,"NB",""
"01:955:485","SPORT INFORMATICS AND ANALYTICS",3.0,"NB",""
"01:955:490","INTERNSHIP IN SPORT MANAGEMENT",6.0,"NB",""
"01:955:497","INTERNSHIP 2 IN SPORT MANAGEMENT",3.0,"NB",""
"01:959:301","STDY ABROAD ARGENTIN","","NB",""
"01:959:305","STDY ABROAD AUSTRALI","","NB",""
"01:959:311","STDY ABROAD BELGIUM","","NB",""
"01:959:322","STDY ABROAD CHILE","","NB",""
"01:959:325","STDY ABROAD CHINA","","NB",""
"01:959:328","STUDY ABROAD IN COSTA RICA","","NB",""
"01:959:334","STDY ABROAD EGYPT","","NB",""
"01:959:335","STDY ABROAD EGYPT","","NB",""
"01:959:337","STDY ABROAD FRANCE","","NB",""
"01:959:340","STDY ABROAD GERMANY","","NB",""
"01:959:343","STDY ABROAD GHANA","","NB",""
"01:959:355","STDY ABROAD IRELAND","","NB",""
"01:959:361","STDY ABROAD ITALY","","NB",""
"01:959:364","STDY ABROAD JAPAN","","NB",""
"01:959:379","STDY ABROAD NETHERLN","","NB",""
"01:959:383","STDY ABROAD N ZEALND","","NB",""
"01:959:385","STDY ABROAD NORWAY","","NB",""
"01:959:394","INDEPENDENT STUDY","","NB",""
"01:959:397","STUDY ABROAD IN URUGUAY","","NB",""
"01:959:400","STDY ABROAD SO.AFRIC","","NB",""
"01:959:402","CIEE OPEN CAMPUS LA","","NB",""
"01:959:403","STDY ABROAD SO.KOREA","","NB",""
"01:959:406","STDY ABROAD SPAIN","","NB",""
"01:959:415","STDY ABROAD U KINGDM","","NB",""
"01:959:418","STDY ABROAD EUROSCHL","","NB",""
"01:959:425","SUPPLEMENTAL LANGUAGE STUDY","","NB",""
"01:959:431","STUDY ABROAD IN THE CZECH REPUBLIC","","NB",""
"01:959:434","STUDY ABROAD IN HONG KONG","","NB",""
"01:959:440","STUDY ABROAD IN SWEDEN","","NB",""
"01:959:447","STUDY ABROAD IN TAIWAN","","NB",""
"01:960:211","STATISTICS I",3.0,"NB",""
"01:960:212","STATISTICS II",3.0,"NB",""
"01:960:285","INTRO STAT FOR BUS",3.0,"NB",""
"01:960:291","STATISTICAL INFERENCE FOR DATA SCIENCE",3.0,"NB",""
"01:960:295","DATA MANAGEMENT AND WRANGLING WITH R",3.0,"NB",""
"01:960:365","INTRODUCTION TO BAYESIAN DATA ANALYSIS",3.0,"NB",""
"01:960:379","BASIC PROB AND STAT",3.0,"NB",""
"01:960:381","THEORY OF PROBABILTY",3.0,"NB",""
"01:960:384","INTRMD STAT ANALYSIS",3.0,"NB",""
"01:960:390","INTRO COMP STAT",1.0,"NB",""
"01:960:401","BASIC STATISTICS FOR RESEARCH",3.0,"NB",""
"01:960:463","REGRESSION METHODS",3.0,"NB",""
"01:960:484","BASIC APPLIED STATISTICS",3.0,"NB",""
"01:960:486","APPLIED STATISTICAL LEARNING",3.0,"NB",""
"01:960:495","INDEPENDENT STUDIES IN STATISTICS",3.0,"NB",""
"01:973:190","ELEMENTARY TURKISH I",4.0,"NB",""
"01:973:290","INTERMEDIATE TURKISH I",4.0,"NB",""
"01:973:390","ADVANCED TURKISH I",3.0,"NB",""
"01:988:101","INTRODUCTION TO GENDER, RACE, AND SEXUALITY",3.0,"NB",""
"01:988:130","KNOWLEDGE & POWER: ISSUES IN WOMEN'S LEADERSHIP",3.0,"NB",""
"01:988:200","GENDER, DIGITAL MEDIA & SOCIAL CURATION",3.0,"NB",""
"01:988:201","FEMINIST PRACTICES",3.0,"NB",""
"01:988:202","GENDER, CULTURE, AND REPRESENTATION",3.0,"NB",""
"01:988:206","THE BLACK WOMAN",3.0,"NB",""
"01:988:235","DYNAMICS OF CLASS, RACE, AND SEX",3.0,"NB",""
"01:988:255","GENDER,ART & SOCIETY",3.0,"NB",""
"01:988:257","GENDER AND THE BODY:REPRESENTATION AND  PORNOGRAPHY",3.0,"NB",""
"01:988:258","GENDER, RACE AND CONTEMPORARY ART",3.0,"NB",""
"01:988:259","QUEER VISUAL CULTURE",3.0,"NB",""
"01:988:294","TOPICS IN WOMEN'S AND GENDER STUDIES",1.5,"NB",""
"01:988:295","REILLY BOLD PROFESSIONAL DEVELOPMENT",1.0,"NB",""
"01:988:296","TOPICS IN WOMEN'S AND GENDER STUDIES",1.5,"NB",""
"01:988:299","MENTORNG LDRSHP PRAC",3.0,"NB",""
"01:988:301","FEMINIST THEORY IN HISTORICAL PERSPECTIVE",3.0,"NB",""
"01:988:303","GLOBAL FEMINISM",3.0,"NB",""
"01:988:307","WOMEN AND THE LAW",3.0,"NB",""
"01:988:308","WOMEN IN MIDDLE EAST",3.0,"NB",""
"01:988:317","GENDER AND CONSUMPTION",3.0,"NB",""
"01:988:344","WOMEN & LEADERSHIP",3.0,"NB",""
"01:988:349","WOMEN AND GENDER IN WESTERN RELIGIONS",3.0,"NB",""
"01:988:396","TOPICS IN WOMENS AND GENDER STUDIES",3.0,"NB",""
"01:988:408","GENDER, ECONOMIC INEQUALITY &  HEALTH",3.0,"NB",""
"01:988:409","GENDER, ENVIRONMENTAL JUSTICE & HEALTH&",3.0,"NB",""
"01:988:414","CARE WORK",3.0,"NB",""
"01:988:422","INTSHP WOM&GNDR STDY",3.0,"NB",""
"01:988:430","IWL SOCL ACTION PROJ",3.0,"NB",""
"01:988:431","GENDER, NATION, AND LITERATURE IN SOUTH ASIA",3.0,"NB",""
"01:988:447","GENDER-BASED VIOLENCE AS HUMAN RIGHTS   VIOLATIONS: HISTORIES AND TRAJECTORIES",3.0,"NB",""
"01:988:491","SEM WOM/GENDR STUDYS",3.0,"NB",""
"01:988:493","INDEPENDENT STUDY","","NB",""
"01:988:497","HNRS RES WOM/GNDR ST",3.0,"NB",""
"01:991:110","EXPLORATIONS IN LANGUAGES AND CULTURES COURSE 1",1.0,"NB",""
"01:991:111","EXPLORATIONS IN LANGUAGES AND           CULTURES",1.0,"NB",""
"01:991:121","LANGUAGES & CULTURES ACROSS THE CURRICULUM MODULE-LEVEL 1",1.0,"NB",""
"01:991:160","ACTIVITIES IN LANGUAGES AND CULTURES: EXCHANGES",1.0,"NB",""
"01:991:170","LANGUAGE ACTIVITIES IN SERVICE",1.0,"NB",""
"03:690:121","FOUND OF US AIRFORCE",1.0,"NB",""
"03:690:171","MIL LEADERSHIP LAB",0.0,"NB",""
"03:690:221","EVOLUTN AIR&SPACE PR",1.0,"NB",""
"03:690:271","MIL LEADERSHIP LAB",0.0,"NB",""
"03:690:323","AIRFORCE LEADRSHP ST",3.0,"NB",""
"03:690:371","MIL LEADERSHIP LAB",0.0,"NB",""
"03:690:423","NATL SECUR AFFAIRS",3.0,"NB",""
"03:690:471","MIL LEADERSHIP LAB",0.0,"NB",""
"03:691:101","FOUND OF OFFICERSHIP",1.5,"NB",""
"03:691:103","MIL LEADERSHIP LAB",0.0,"NB",""
"03:691:201","INDIV LDRSHP STUDIES",1.5,"NB",""
"03:691:203","MIL LEADERSHIP LAB",0.0,"NB",""
"03:691:391","MIL LDR & PROB SOLVE",3.0,"NB",""
"03:691:393","MIL LEADERSHIP LAB",0.0,"NB",""
"03:691:491","MIL LDRSHP & MGMNT",3.0,"NB",""
"03:691:493","MIL LEADERSHIP LAB",0.0,"NB",""
"03:691:495","INDEPENDENT STUDY",3.0,"NB",""
"03:691:496","MIL LEADERSHIP LAB",0.0,"NB",""
"03:692:101","INTRODUCTION TO NAVAL SCIENCE",2.0,"NB",""
"03:692:103","NAVAL SCIENCE LABORATORY",0.0,"NB",""
"03:692:201","LEADERSHIP AND MANAGEMENT",3.0,"NB",""
"03:692:301","NAVAL SHIP SYSTEMS I: ENGINEERING",3.0,"NB",""
"03:692:401","NAVAL OPERATIONS AND SEAMANSHIP",3.0,"NB",""
"04:189:101","INTRODUCTION TO COMMUNICATION AND INFORMATION PROCESSES",3.0,"NB",""
"04:189:102","INTRODUCTION TO MEDIA",3.0,"NB",""
"04:189:103","INFORMATION TECHNOLOGY AND INFORMATICS",3.0,"NB",""
"04:189:151","VIRTUAL TEAM DYNAMICS",3.0,"NB",""
"04:189:152","STRUCTURE OF INFORMATION",3.0,"NB",""
"04:189:196","SC&I LEARN CMTY I",1.5,"NB",""
"04:189:210","DISINFORMATION DETOX",3.0,"NB",""
"04:189:220","DATA IN CONTEXT",3.0,"NB",""
"04:189:251","STRATEGIC PRESENTATION",3.0,"NB",""
"04:189:351","LEADERSHIP IN DIGITAL CONTEXTS",3.0,"NB",""
"04:189:352","SELF AND SOCIETY IN VIRTUAL CONTEXTS",3.0,"NB",""
"04:189:353","DIGITAL TECHNOLOGY AND DISRUPTIVE CHANGE",3.0,"NB",""
"04:189:451","CAPSTONE IN DIGITAL COMMUNICATION, INFORMATION, AND MEDIA",3.0,"NB",""
"04:192:120","BEGINNING AMERICAN SIGN LANGUAGE I",3.0,"NB",""
"04:192:200","COMMUNICATION THEORY",3.0,"NB",""
"04:192:201","COMMUNICATION IN RELATIONSHIPS",3.0,"NB",""
"04:192:300","COMMUNICATION RESEARCH",3.0,"NB",""
"04:192:315","PROFESSIONAL WRITING AND COMMUNICATION",3.0,"NB",""
"04:192:346","INTERCULTURAL COMMUNICATION",3.0,"NB",""
"04:192:354","COMMUNICATION AND TECHNOLOGY",3.0,"NB",""
"04:192:355","INTERPERSONAL COMMUNICATION",3.0,"NB",""
"04:192:356","GROUP COMMUNICATION",3.0,"NB",""
"04:192:357","ORGANIZATIONAL COMMUNICATION",3.0,"NB",""
"04:192:359","PERSUASIVE COMMUNICATION",3.0,"NB",""
"04:192:360","PRINCIPLES OF INTERVIEWING",3.0,"NB",""
"04:192:365","PRINCIPLES OF PUBLIC RELATIONS",3.0,"NB",""
"04:192:369","INTERNSHIP IN COMMUNICATION",3.0,"NB",""
"04:192:373","TOPICS IN COMMUNICATION II",3.0,"NB",""
"04:192:380","PUBLIC SPEAKING",3.0,"NB",""
"04:192:383","ADVANCED PUBLIC SPEAKING",3.0,"NB",""
"04:192:390","APPROACHES TO LEADERSHIP",3.0,"NB",""
"04:192:403","CONFLICT NEGOTIATION AND RESOLUTION",3.0,"NB",""
"04:192:407","HEALTH COMMUNICATION",3.0,"NB",""
"04:192:408","HEALTH MESSAGE AND CAMPAIGN DESIGN",3.0,"NB",""
"04:192:409","PUBLIC RELATIONS MANAGEMENT",3.0,"NB",""
"04:192:410","MEDIA, MARKETING AND COMMUNICATION",3.0,"NB",""
"04:192:411","CRISIS COMMUNICATION& PUBLIC INFORMATION",3.0,"NB",""
"04:192:432","COMMUNICATION, TECHNOLOGY, AND SOCIETY",3.0,"NB",""
"04:192:444","LANGUAGE, BEHAVIOR, AND COMMUNICATION",3.0,"NB",""
"04:192:458","LEADERSHIP IN GROUPS AND ORGANIZATIONS",3.0,"NB",""
"04:192:466","AUDIENCE AND MARKET ANALYSIS",3.0,"NB",""
"04:192:470","RESEARCH IN COMMUNICATION",3.0,"NB",""
"04:192:472","TOPICS IN COMMUNICATION V",3.0,"NB",""
"04:192:491","INDEPENDENT STUDY IN COMMUNICATION","","NB",""
"04:192:492","INDEPENDENT STUDY IN COMMUNICATION","","NB",""
"04:192:493","SENIOR THESIS INDEPENDENT PROJECT I",3.0,"NB",""
"04:192:494","SENIOR THESIS INDEPENDENT PROJECT II",3.0,"NB",""
"04:192:495","APPLIED STUDY IN COMMUNICATION",3.0,"NB",""
"04:547:200","SOCIAL INFORMATICS",3.0,"NB",""
"04:547:201","INFORMATION TECHNOLOGY FUNDAMENTALS",3.0,"NB",""
"04:547:202","OBJECT-ORIENTED PROGRAMMING",3.0,"NB",""
"04:547:210","DESIGNING HUMAN-CENTERED TECHNOLOGY SOLUTIONS",3.0,"NB",""
"04:547:215","SOCIAL IMPACTS OF VIDEO GAMING",3.0,"NB",""
"04:547:220","RETRIEVING AND EVALUATING ELECTRONIC INFORMATION",3.0,"NB",""
"04:547:221","FUNDAMENTALS OF DATA CURATION AND MANAGEMENT",3.0,"NB",""
"04:547:230","HUMAN COMPUTER INTERACTION",3.0,"NB",""
"04:547:300","APPLICATION OF RESEARCH IN INFORMATION TECHNOLOGY",3.0,"NB",""
"04:547:310","STRATEGIC LEADERSHIP IN INFORMATICS",3.0,"NB",""
"04:547:311","INFORMATION TECHNOLOGY PROJECT          MANAGEMENT",3.0,"NB",""
"04:547:315","GAME DESIGN METHODOLOGY",3.0,"NB",""
"04:547:320","WEB DESIGN",3.0,"NB",""
"04:547:321","INFORMATION VISUALIZATION",3.0,"NB",""
"04:547:330","DATABASE TECHNOLOGIES",3.0,"NB",""
"04:547:331","NETWORKING AND INTERNET TECHNOLOGY",3.0,"NB",""
"04:547:332","ADVANCED WEB DESIGN TECHNOLOGIES",3.0,"NB",""
"04:547:400","INFORMATION PRIVACY",3.0,"NB",""
"04:547:432","INFORMATION SECURITY",3.0,"NB",""
"04:547:445","CERTIFICATION PRACTICUM IN ITI",3.0,"NB",""
"04:547:450","ITI INTERNSHIP","","NB",""
"04:547:460","INDEPENDENT STUDY","","NB",""
"04:547:465","HONORS THESIS",3.0,"NB",""
"04:547:475","TOPICS IN INFORMATION TECHNOLOGY",3.0,"NB",""
"04:567:200","WRITING FOR MEDIA",3.0,"NB",""
"04:567:201","MEDIA ETHICS AND LAW",3.0,"NB",""
"04:567:202","CREATING CONTENT",3.0,"NB",""
"04:567:205","DIGITAL NEWS WRITING AND REPORTING",3.0,"NB",""
"04:567:206","BROADCAST NEWS WRITING & REPORTING",3.0,"NB",""
"04:567:210","MEDIA MANAGEMENT AND STRATEGY",3.0,"NB",""
"04:567:211","EXPLORING NEW MEDIA",3.0,"NB",""
"04:567:212","DIGITAL MEDIA PRODUCTION",3.0,"NB",""
"04:567:215","GENDER, RACE, AND CLASS IN THE MEDIA",3.0,"NB",""
"04:567:216","DIGITAL MEDIA AND SOCIETY",3.0,"NB",""
"04:567:250","CHILDREN AND MEDIA",3.0,"NB",""
"04:567:274","CONSUMER MEDIA CULTURE",3.0,"NB",""
"04:567:275","SOCIAL MEDIA AND PARTICIPATORY CULTURE",3.0,"NB",""
"04:567:327","PUBLIC INFORMATION AND PUBLIC RELATIONS",3.0,"NB",""
"04:567:333","MEDIA AND POPULAR CULTURE",3.0,"NB",""
"04:567:373","EDITING FOR MULTIMEDIA",3.0,"NB",""
"04:567:374","MEDIA FIELD PRODUCTION",3.0,"NB",""
"04:567:375","TELEVISION REPORTING",3.0,"NB",""
"04:567:380","MEDIA & SOCIAL CHANGE",3.0,"NB",""
"04:567:393","INTERNSHIP 3 CREDITS",3.0,"NB",""
"04:567:394","INTERNSHIP 6 CREDITS",6.0,"NB",""
"04:567:430","SPORTS WRITING AND REPORTING",3.0,"NB",""
"04:567:434","CRITICAL ISSUES IN SPORTS MEDIA",3.0,"NB",""
"04:567:452","TOPICS IN JOURNALISM AND MEDIA STUDIES VIII",3.0,"NB",""
"04:567:460","NEWS, ENTERTAINMENT AND POLITICS",3.0,"NB",""
"04:567:465","DOCUMENTARY FILMMAKING AND STORYTELLING",3.0,"NB",""
"04:567:475","INTERNATIONAL MEDIA",3.0,"NB",""
"04:567:488","INDEPENDENT STUDY IN MEDIA STUDIES",3.0,"NB",""
"04:567:489","INDEPENDENT STUDY JOURNALISM",3.0,"NB",""
"04:567:490","SENIOR THESIS/PROJECT",3.0,"NB",""
"04:567:495","INVESTIGATIVE AND IN DEPTH REPORTING",3.0,"NB",""
"05:300:200","INTRODUCTION TO EDUCATION",3.0,"NB",""
"05:300:201","INTRODUCTION TO EDUCATION FIELD BASED LAB - CLINICAL EXPERIENCE",0.5,"NB",""
"05:300:202","INTRODUCTION TO HOW PEOPLE LEARN",3.0,"NB",""
"05:300:303","WHY WE PLAY:  PLAY IN CHILDREN, ADULTS, AND ANIMALS",3.0,"NB",""
"05:300:305","CREATIVITY AND IMAGINATION IN EDUCATIONAL SETTINGS",3.0,"NB",""
"05:300:306","EDUCATIONAL PSYCHOLOGY: PRINCIPLES OF CLASSROOM LEARNING",3.0,"NB",""
"05:300:307","HUMAN DEVELOPMENT: BIRTH THROUGH THE TRANSITION TO ADULTHOOD",3.0,"NB",""
"05:300:308","INTRODUCTION TO MOTIVATION",3.0,"NB",""
"05:300:313","TUTORING: THEORY AND PRACTICE",3.0,"NB",""
"05:300:317","THE TEACHER IN FILM: ANALYZING WHAT HOLLYWOOD HAS BEEN TELLING US ABOUT TEACHING",3.0,"NB",""
"05:300:320","INTRODUCTION TO GIFTED EDUCATION",3.0,"NB",""
"05:300:322","THE SOCIAL AND EMOTIONAL NEEDS OF GIFTEDLEARNERS",3.0,"NB",""
"05:300:341","HIGH SCHOOL MATHEMATICS CONTENT: TEACHING AND ASSESSMENT",3.0,"NB",""
"05:300:350","EDUCATION AND COMPUTERS",3.0,"NB",""
"05:300:368","INTRODUCTION TO TEACHING IN URBAN       SCHOOLS AND COMMUNITIES",3.0,"NB",""
"05:300:383","INTRODUCTION TO SPECIAL EDUCATION",3.0,"NB",""
"05:300:401","INDIVIDUAL AND CULTURAL DIVERSITY",3.0,"NB",""
"05:300:402","SPECIAL TOPICS IN EDUCATION","","NB",""
"05:300:403","INDEPENDENT STUDY IN EDUCATION","","NB",""
"05:300:407","COMMUNITY-BASED ENGLISH LANGUAGE EDUCATION LEADERSHIP","","NB",""
"05:300:408","COMMUNITY-BASED LANGUAGE LEARNING INTERNSHIP","","NB",""
"05:300:410","LEARNING AND DEVELOPMENT IN A SOCIAL CONTEXT: PRESCHOOL AND PRIMARY YEARS",3.0,"NB",""
"05:300:422","TEACHING LITERACY: READERS, TEXTS, AND ASSESSMENTS",3.0,"NB",""
"05:300:434","FOUNDATIONS OF LANGUAGE",3.0,"NB",""
"05:300:465","SEXUALITY, GENDER, AND THE POLITICS OF US PUBLIC SCHOOLING",3.0,"NB",""
"05:300:480","LITERACY FOR STUDENTS WITH DISABILITIES",3.0,"NB",""
"07:080:101","THE CREATIVE PROCESS ONLINE",3.0,"NB",""
"07:080:131","ART APPRECIATION ONLINE",3.0,"NB",""
"07:080:132","ART APPRECIATION SHORT COURSE ONLINE",2.0,"NB",""
"07:080:215","GRAPHIC DESIGN FOR EVERYBODY ONLINE",3.0,"NB",""
"07:080:233","MULTIMEDIA ART: SOUND ONLINE",3.0,"NB",""
"07:080:300","MEDIA ART AND YOU: CREATIVITY IN THE DIGITAL AGE",3.0,"NB",""
"07:080:301","NET.ART: VISUAL AND CONTEMPORARY ARTS PRACTICES IN ONLINE MEDIA",3.0,"NB",""
"07:080:331","DIGITAL PHOTO IMAGE ONLINE",3.0,"NB",""
"07:080:345","GLOBAL PERSPECTIVES IN DESIGN HISTORY",3.0,"NB",""
"07:081:105","VISUAL ARTS PRACTICE","","NB",""
"07:081:108","ONLINE SAFETY TRAINING",0.0,"NB",""
"07:081:121","DRAWING FUNDAMENTALS",4.0,"NB",""
"07:081:122","4-D FUNDAMENTALS",4.0,"NB",""
"07:081:200","SEMINAR IN CONTEMPORARY ART-A",3.0,"NB",""
"07:081:221","DRAWING 1-A",4.0,"NB",""
"07:081:222","DRAWING I - B",4.0,"NB",""
"07:081:227","VISUAL THINKING A",4.0,"NB",""
"07:081:231","DESIGN I-A",4.0,"NB",""
"07:081:243","MEDIA I-A",4.0,"NB",""
"07:081:244","MEDIA I - B",4.0,"NB",""
"07:081:251","PAINTING I-A",4.0,"NB",""
"07:081:261","PHOTOGRAPHY I-A",4.0,"NB",""
"07:081:262","PHOTOGRAPHY I - B",4.0,"NB",""
"07:081:271","PRINT I-A",4.0,"NB",""
"07:081:272","PRINT I - B",4.0,"NB",""
"07:081:281","SCULPTURE I-A",4.0,"NB",""
"07:081:310","SEMINAR IN PHOTOGRAPHY",3.0,"NB",""
"07:081:313","CERAMIC SCULPTURE",4.0,"NB",""
"07:081:321","DRAWING 2A:DRAWING & ANIMATION",4.0,"NB",""
"07:081:322","DRAWING II - B",4.0,"NB",""
"07:081:328","DESIGN SEMINAR A: HISTORIES",3.0,"NB",""
"07:081:329","SEMINAR IN PAINTING",3.0,"NB",""
"07:081:331","DESIGN II-A",4.0,"NB",""
"07:081:343","MEDIA II - A",4.0,"NB",""
"07:081:351","PAINTING II-A",4.0,"NB",""
"07:081:361","PHOTOGRAPHY II-A",4.0,"NB",""
"07:081:372","PRINT II - B",4.0,"NB",""
"07:081:381","SCULPTURE II-A",4.0,"NB",""
"07:081:383","DESIGN SEMINAR B: CONTEMPORARY          PRACTICE",3.0,"NB",""
"07:081:385","DESIGN PRACTICUM",4.0,"NB",""
"07:081:391","INDEPENDENT STUDY","","NB",""
"07:081:421","DRAWING III - A",4.0,"NB",""
"07:081:423","GRAPHIC NARRATIVES",3.0,"NB",""
"07:081:431","DESIGN III-A",4.0,"NB",""
"07:081:441","MEDIA III - A",4.0,"NB",""
"07:081:446","ADV MEDIA - A",4.0,"NB",""
"07:081:451","PAINTING III-A",4.0,"NB",""
"07:081:453","ADV PAINTING-A",4.0,"NB",""
"07:081:455","ADV DRAWING - A",4.0,"NB",""
"07:081:461","PHOTOGRAPHY III-A",4.0,"NB",""
"07:081:463","ADV PHOTOGRAPHY-A",4.0,"NB",""
"07:081:471","PRINT III-A",4.0,"NB",""
"07:081:481","SCULPTURE III-A",4.0,"NB",""
