"course_code","course_title","credits","department","description"
"ANTH 51103","Anthropology of the City","3 Hours","Anthropology (ANTH)","Examines cities as both products of culture, and sites where culture is made and received. Explores the implications of several pivotal urban and cultural trends and the way in which representations of the city have informed dominant ideas about city space, function, and feel. (Typically offered: Irregular)"
"ANTH 51403","Ecological Anthropology","3 Hours","Anthropology (ANTH)","Anthropological perspectives on the study of relationships among human populations and their ecosystems. Graduate degree credit will not be given for bothANTH 41403andANTH 51403. (Typically offered: Irregular)"
"ANTH 51503","Topics in Anthropology","3 Hours","Anthropology (ANTH)","Graduate level seminar with varied emphasis on topics relating to cultural anthropology. (Typically offered: Irregular) May be repeated for degree credit."
"ANTH 52003","Applications of Archeological Method and Theory","3 Hours","Anthropology (ANTH)","Review of the nature and history of archeology; recent theories and practical implications and applications of various methods of acquiring, analyzing, and interpreting archeological data. (Typically offered: Fall)"
"ANTH 52506","Archeological Field Session","6 Hours","Anthropology (ANTH)","Practical field and laboratory experiences in archeological research. Graduate degree credit will not be given for bothANTH 42506andANTH 52506. (Typically offered: Summer)"
"ANTH 52603","Indians of Arkansas and the South","3 Hours","Anthropology (ANTH)","Study of the history and archeology of Native Americans living in the southeastern United States, including Arkansas. (Typically offered: Spring Odd Years)"
"ANTH 52903","Identity and Culture in the U","S-Mexico Borderlands  3 Hours","Anthropology (ANTH)","An exploration of the interplay between Latino/a, Mexican, Anglo, and Native American identities and cultures along the U.S.-Mexico border. Course examines identity formation, hybridity, social tension, marginalization, race and gender, from an anthropological perspective, paying special attention to the border as theoretical construct as well as material reality. Graduate degree credit will not be given for bothANTH 42603andANTH 52903. (Typically offered: Irregular)"
"ANTH 53003","Applications of Method and Theory in Biological Anthropology","3 Hours","Anthropology (ANTH)","Review of the nature and history of biological anthropology; recent theories and the practical implications and applications of various methods of acquiring, analyzing, and interpreting data. (Typically offered: Irregular)"
"ANTH 53103","Laboratory Methods in Archeology","3 Hours","Anthropology (ANTH)","Theory and practice of describing, analyzing, and reporting upon archeological materials. Graduate degree credit will not be given for bothANTH 43503andANTH 53103. (Typically offered: Irregular)"
"ANTH 53603","Museums, Material Culture, and Popular Imagination","3 Hours","Anthropology (ANTH)","Museums as ideological sites and thus as sites of potential contestation produce cultural and moral systems that legitimate existing social orders. This course will focus on strategies of representation and the continuous process of negotiating social and cultural hierarchies with and through objects that are displayed. Graduate degree credit will not be given for bothANTH 43603andANTH 53603. (Typically offered: Irregular)"
"ANTH 54103","Bioarcheology Seminar","3 Hours","Anthropology (ANTH)","Intensive coverage of bioarcheological method and theory with the context of both academic and cultural resources management research. (Typically offered: Spring Odd Years)"
"ANTH 54403","Cultural Resource Management I","3 Hours","Anthropology (ANTH)","Concentrated discussion of management problems relative to cultural resources, including review and interpretation of relevant federal legislation, research vs. planning needs, public involvement and sponsor planning, and assessment of resources relative to scientific needs.  No field training involved; discussion will deal only with administrative, legal, and scientific management problems. (Typically offered: Irregular)"
"ANTH 5480V","Individual Study of Anthropology","1-6 Hour","Anthropology (ANTH)","Reading course for advanced students with special interests in anthropology. Graduate degree credit will not be given for bothANTH 4480VandANTH 5480V. (Typically offered: Fall, Spring and Summer) May be repeated for up to 6 hours of degree credit."
"ANTH 55203","Dental Science","3 Hours","Anthropology (ANTH)","Introduction to the study of the human dentition including its anatomy, morphology, growth and development, and histology. Graduate degree credit will not be given for bothANTH 45203andANTH 55203. (Typically offered: Fall)"
"ANTH 55503","Introduction to Raster GIS","3 Hours","Anthropology (ANTH)","Theory, data structures, algorithms, and techniques behind raster-based geographical information systems. Through laboratory exercises and lectures multidisciplinary applications are examined in database creation, remotely sensed data handling, elevation models, and resource models using boolean, map algebra, and other methods. Credit will not be given for bothANTH 45503andANTH 55503. (Typically offered: Fall)This course is cross-listed withGEOS 54503."
"ANTH 56203","Primate Adaptation and Evolution","3 Hours","Anthropology (ANTH)","Introduction to the biology of the order of Primates.  This course considers the comparative anatomy, behavioral ecology and paleontology of our nearest living relatives. Credit will not be given for bothANTH 46103andANTH 56203. (Typically offered: Spring)This course is cross-listed withBIOL 56173."
"ANTH 57003","Mammalian Evolution and Osteology","3 Hours","Anthropology (ANTH)","This course will focus on describing the evolutionary history of mammals, a group of vertebrates that include over 5,000 species in 29 orders, and will provide an overview of living species and their identifying features. Credit will not be given for bothANTH 47003andANTH 57003. (Typically offered: Irregular)This course is cross-listed withBIOL 58873."
"ANTH 58103","Ethnographic Approaches to the Past","3 Hours","Anthropology (ANTH)","Review of the uses of ethnographic data in the reconstruction and interpretation of past cultures and cultural processes, with particular emphasis on the relationships between modern theories of culture and archeological interpretation. (Typically offered: Irregular)"
"ANTH 59003","Seminar in Anthropology","3 Hours","Anthropology (ANTH)","Research, discussion, and projects focusing on a variety of topics. Credit will not be given for bothANTH 49003andANTH 59003. (Typically offered: Irregular) May be repeated for up to 12 hours of degree credit."
"ANTH 59103","Topics of the Middle East","3 Hours","Anthropology (ANTH)","Covers a special topic or issue. Credit will not be given for bothANTH 49103andANTH 59103. (Typically offered: Irregular) May be repeated for up to 9 hours of degree credit."
"ANTH 6000V","Master's Thesis","1-6 Hour","Anthropology (ANTH)","Master's Thesis. (Typically offered: Fall, Spring and Summer) May be repeated for degree credit."
"ANTH 60303","Society and Environment","3 Hours","Anthropology (ANTH)","This course examines the complex interrelationships between human societies and the natural environment. Drawing on diverse and interdisciplinary perspectives in archaeology, ethnography, history, geography, and palaeo-environmental studies, readings and discussion will explore the co-production of social and environmental systems over time. (Typically offered: Spring) May be repeated for degree credit.This course is cross-listed withENDY 60303."
"ANTH 6100V","Internship","1-18 Hour","Anthropology (ANTH)","Internship. (Typically offered: Fall, Spring and Summer) May be repeated for up to 18 hours of degree credit."
"ANTH 68303","Seminar: Biological Anthropology","3 Hours","Anthropology (ANTH)","Various topics in Biological Anthropology will be explored in depth. (Typically offered: Irregular) May be repeated for up to 9 hours of degree credit."
"ANTH 7000V","Doctoral Dissertation","1-18 Hour","Anthropology (ANTH)","Doctoral Dissertation. (Typically offered: Fall and Spring) May be repeated for degree credit."
"AMPD 50003","Apparel Sourcing and Merchandising Systems in the Global Economy","3 Hours","Apparel Merchandising and Product Development (AMPD)","Evaluation of key issues facing textiles and apparel supply chain businesses in the global economy considering economic, political, and social perspectives and professional implications. Lecture 3 hours. (Typically offered: Fall Odd Years)"
"AMPD 50103","Digital Communication in Apparel Retailing","3 Hours","Apparel Merchandising and Product Development (AMPD)","Examination of a digital marketing with a consumer-centric view, technology and consumer trend. Emphasis on the evaluation and discussion of marketing and communication literature, understanding academic research structure, interpretation of findings, assessing implications of research for future directions in merchandising, and the development of manuscript. (Typically offered: Spring Even Years)"
"AMPD 50203","Social, Psychological and Cultural Aspects of Dress","3 Hours","Apparel Merchandising and Product Development (AMPD)","Integration of social, psychological and cultural theories as they apply to appearance and clothing behavior. Lecture 3 hours. (Typically offered: Spring Even Years)"
"AMPD 50303","Issues and Trends in Textile Studies","3 Hours","Apparel Merchandising and Product Development (AMPD)","Studies of advances in textile science and recent developments in the textile industry. Lecture 3 hours. (Typically offered: Fall Even Years)"
"AMPD 50403","Theories and Practices in Apparel Merchandising","3 Hours","Apparel Merchandising and Product Development (AMPD)","Theoretical perspectives, concepts and current practices that influence apparel merchandising. Lecture 3 hours. (Typically offered: Spring Odd Years)"
"AMPD 50603","Advanced Apparel Production","3 Hours","Apparel Merchandising and Product Development (AMPD)","An advanced study of product development incorporating technology used in the industry for a career in fashion merchandising and/or product development in a computer laboratory environment. Laboratory 6 hours per week. Graduate degree credit will not be given for bothAMPD 40603andAMPD 50603. Prerequisite:AMPD 20303,AMPD 20603andAMPD 20703. (Typically offered: Fall and Spring)"
"AMPD 50903","Apparel Merchandise Planning and Inventory Control","3 Hours","Apparel Merchandising and Product Development (AMPD)","Describes today's challenges for both apparel manufacturers and retailers in meeting the consumer's demands for the right products at the right prices - and at the right times. Follows the evolution of the merchandising function with emphasis on production efficiency, highlighting the philosophies of industry executives and the effective integration of the merchandising, store design, marketing, the apparel supply chain and manufacturing functions along the way. Graduate degree credit will not be given for bothAMPD 40903andAMPD 50903. Prerequisite:AMPD 30303. (Typically offered: Fall and Spring)"
"AMPD 51003","Evolution of Fashion and Society Through Television Media","3 Hours","Apparel Merchandising and Product Development (AMPD)","This course uses television programming from its early beginnings in the 1930s through to the twenty-first century to trace major events, societal changes, and the associated evolution of fashion. The course examines television both as an innovator and diffuser of fashion trends. Graduate degree credit will not be given for bothAMPD 41003andAMPD 51003. (Typically offered: Fall and Spring)"
"AMPD 52203","Merchandising Application for the Apparel Industry","3 Hours","Apparel Merchandising and Product Development (AMPD)","Application of merchandising theory, principles and practices in a capstone class. An in depth study of innovative apparel business concepts as applied to manufacturers and retailers of apparel including apparel classification, seasonal cycles, stock emphasis, assortment strategies, target customers, and apparel trends. Includes an overview of marketing communication including advertising, personal selling, and sales promotion. Graduate degree credit will not be given for bothAMPD 40203andAMPD 52203. Prerequisite:AMPD 30303andAMPD 30403. (Typically offered: Fall and Spring)"
"AMPD 52503","Historic and Contemporary Apparel","3 Hours","Apparel Merchandising and Product Development (AMPD)","This course traces the evolution of clothing from ancient times to the twentieth century with emphasis upon Western civilization and includes the study of contemporary fashion as a social force including the origin, scope, theory, and history of the fashion business, the materials of fashion, the fashion producers, auxiliary fashion enterprises, designers, fashion leaders, and leading market. Cultural and economic factors affecting dress, adornment and customs associated dress will be stressed. The Lecture 3 hours per week. Graduate degree credit will not be given for bothAMPD 40503andAMPD 52503. (Typically offered: Fall and Spring)"
"MUAC 53701","Teaching the High School Percussionist","1 Hour","Applied Music (Class) (MUAC)","A study of solo literature and small and large ensemble literature appropriate for the high school percussionist. Emphasis on advanced snare drum and marimba lit., timpani and the broad range of percussionist instruments.  Includes study of high school band, orchestra and percussion ensemble scores. Graduate degree credit will not be given for bothMUAC 43701andMUAC 53701. Prerequisite:MUED 13701. (Typically offered: Irregular)"
"MUAC 54201","Advanced Studies in Improvisation","1 Hour","Applied Music (Class) (MUAC)","Extends the techniques built in the improvisation course sequence (MUAC 34001,MUAC 34101,MUAC 44001,MUAC 44101) with specialized topics in a variety of improvisatory traditions. Sections may include ""Free Jazz"", ""Coltrane and Chromaticism"" ""Atonal Improvisation"", ""Baroque Improvisation"" and ""World Music Improvisation"". Prerequisite:  Instructor consent. (Typically offered: Irregular) May be repeated for up to 2 hours of degree credit."
"MUAC 54802","Innovators of Jazz Seminar","2 Hours","Applied Music (Class) (MUAC)","Explores major 20th century figures in jazz as they relate to Black Music genres and the music of major jazz figures from the perspective of performance, composition, improvisation, and historical/cultural analysis. Significant interaction with major jazz guest artists and pedagogical experiences via interaction with the undergraduate jazz studies program. (Typically offered: Fall, Spring and Summer)"
"MUAC 61201","Advanced IPA for Singers","1 Hour","Applied Music (Class) (MUAC)","Training in proper use of the International Phonetic Alphabet (IPA), as needed for application in the choral setting. Pronunciation and inflections of commonly used languages in choral music (English, Italian, German and French) will be explored. (Typically offered: Irregular)"
"MUAP 5000V","Applied Voice/Instrument-Secondary Level","1-2 Hour","Applied Music (Private Instruction) (MUAP)","Private study at the graduate secondary level. (Typically offered: Fall and Spring) May be repeated for degree credit."
"MUAP 5100V","Applied Voice/Instrument","1-5 Hour","Applied Music (Private Instruction) (MUAP)","Private study at the graduate level. (Typically offered: Fall and Spring) May be repeated for degree credit."
"MUAP 5200V","Graduate Recital I","1-2 Hour","Applied Music (Private Instruction) (MUAP)","Preparation and performance of a public recital of a minimum of 50 minutes of music. (Typically offered: Fall, Spring and Summer) May be repeated for degree credit."
"MUAP 5210V","Graduate Recital II","1-2 Hour","Applied Music (Private Instruction) (MUAP)","Preparation and performance of a public recital of a minimum of 50 minutes of music. (Typically offered: Fall, Spring and Summer) May be repeated for degree credit."
"MUAP 6100V","Applied Voice/Instrument","1-6 Hour","Applied Music (Private Instruction) (MUAP)","Private study at the graduate level. (Typically offered: Fall and Spring) May be repeated for degree credit."
"MUAP 62003","Graduate Recital I","3 Hours","Applied Music (Private Instruction) (MUAP)","Public 50-minute lecture recital consisting of a musical performance and scholarly presentation in consultation with the candidate's doctoral advisor. (Typically offered: Irregular)"
"MUAP 62103","Graduate Recital II","3 Hours","Applied Music (Private Instruction) (MUAP)","Preparation and performance of a public recital of a minimum of 50 minutes of music. (Typically offered: Irregular)"
"MUAP 62203","Community Project for DMA Candidates","3 Hours","Applied Music (Private Instruction) (MUAP)","Community outreach project related to the candidate's area of interest. (Typically offered: Irregular)"
"ARAB 5700V","Special Topics","1-6 Hour","Arabic (ARAB)","May be offered in a topic not specifically covered by courses otherwise listed. Graduate degree credit will not be given for bothARAB 4700VandARAB 5700V. (Typically offered: Irregular) May be repeated for degree credit."
"ARDS 60203","Design Seminar","3 Hours","Architecture and Design (ARDS)","Advanced seminars of special interest to students and faculty that are not covered in other courses. Prerequisite: Admission to the Master of Design Program (DSGNMDS). (Typically offered: Irregular) May be repeated for degree credit."
"ARDS 64903","Environmental Land Use Planning","3 Hours","Architecture and Design (ARDS)","Investigation of the relationship between development, stewardship and land use on the city and regional scales. Natural resource systems, public policies, regional economics, and social contexts are investigated as informers of environmental planning and design decisions. (Typically offered: Spring)"
"ARDS 65003","History and Theory of Preservation Design I: Fundamentals in Preservation Practice","3 Hours","Architecture and Design (ARDS)","Foundational ideas of the historic preservation movement and the professional practices through which they are engaged, including their history and evolution over time. Central themes examine cultural heritage, strategies for identifying significant structures, and the impact of preservation laws and public policies in design and preservation practice. Prerequisite:  Enrollment in the Master of Design Studies program. (Typically offered: Fall)"
"ARDS 65203","History and Theory of Preservation Design II: Issues in Contemporary Practice Design","3 Hours","Architecture and Design (ARDS)","Contemporary issues in preservation design after modernism, addressing its new narratives and connections to global conflict, climate change and social equity. Students gain perspectives to shape the future of preservation design practice, engaging reuse of buildings and sites, planning and policy innovations, and social and historical research. Corequisite:  Enrollment in Master of Design Studies program. (Typically offered: Spring)"
"ARDS 67203","Methods of Design Inquiry","3 Hours","Architecture and Design (ARDS)","Investigation into the practical, theoretical, and methodological strategies necessary for embarking upon inquiry and discourse for design-related problems. Pre- or Corequisite:  Admission into the Master of Design program. (Typically offered: Fall)"
"ARDS 68003","Design Leadership","3 Hours","Architecture and Design (ARDS)","Explores leadership through conceptual and theoretical perspectives. Emphasis is on developing and managing effective design processes, methods, and organizations enabling innovative design practices. Students will explore contemporary issues and forces that affect the conditions of how design is embedded in thought leadership. Pre- or Corequisite:  Admission into the Master of Design program. (Typically offered: Spring)"
"ARDS 68103","Cities and Public Good","3 Hours","Architecture and Design (ARDS)","Studies infrastructure as socio-technical systems and potential transitions to lower-carbon futures. Concepts governing Large Technical Systems such as obduracy, path-dependency, energy transitions, value capture, and public good are explored through analytic frameworks like Multi-level Perspectives (MLP) and Socio-technical Systems Theory (STS) in the context of incumbent technologies. Pre- or Corequisite:  Admission into the Master of Design program. (Typically offered: Fall and Spring)"
"ARDS 68203","Vocabularies of Context Production","3 Hours","Architecture and Design (ARDS)","Explores connectivity through spatial and organizational formats from urbanism to supply chains, ecosystems, resource sheds, infrastructure, neighborhoods, eco-districts, and other public spaces. In addition to the traditional categories of geometry, proportion, and fit used to define place, vocabularies of flow, timing, interactivity, phasing, modulation, distribution, and emergence will be examined. Pre- or Corequisite: Admission into the Master of Design program. (Typically offered: Fall and Spring)"
"ARDS 68303","Wood Theories, Tectonics and Environmental Response","3 Hours","Architecture and Design (ARDS)","Investigate wood design through theoretical, technical and practical inquiry emphasizing tectonics responding to a range of material and environmental aspects. Focused study of wood's physical properties, functions, and behavior in manufactured and constructed assemblies. Current and future global issues, industry, economy, and the design of the constructed environment are explored. Prerequisite:  Admission to the Master of Design Studies Degree. (Typically offered: Fall)"
"ARDS 68403","Advanced Wood Production Processes","3 Hours","Architecture and Design (ARDS)","Examine performative wood design at the intersection of cutting edge of fabrication-production technologies and the material assembly at multiple scales to expand the limits of current practice. Opportunities for wood design are re-examined in light of evolving digital technologies, practices and theories of making. Prerequisite:  Admission to the Master of Design Studies Program. (Typically offered: Spring)"
"ARDS 68503","Health and Wellness in the Built Environment","3 Hours","Architecture and Design (ARDS)","Advanced seminar examining the interactions of health and wellbeing in the built environment. Physiological and psychosocial wellness concepts are examined across multiple scales and settings. Prerequisite:  Admission to the Master of Design Studies program or permission of instructor. (Typically offered: Fall)"
"ARDS 69006","Advanced Design Studio","6 Hours","Architecture and Design (ARDS)","A topical design studio investigating project development dependent upon the synthesis of knowledge and application of critical thinking to complex environmental design problems. The intimate relationship between architecture, place and culture is used to create connection and relevance in the built environment. Pre- or Corequisite:  Admission into the Master of Design program. (Typically offered: Fall)"
"ARDS 69106","Advanced Design Studio II","6 Hours","Architecture and Design (ARDS)","An advanced topical design studio utilizing methods from domains external to design disciplines. Project resolution requiring skill in generating design ideas developed through strategic planning and responding to sociopolitical, economic, and environmental drivers. Pre- or Corequisite: Admission into the Master of Design program. Prerequisite:  Completion ofARDS 69006. (Typically offered: Spring)"
"ARDS 69206","Graduate Residency","6 Hours","Architecture and Design (ARDS)","Experiential learning integrating knowledge and theory in professional environment. This guided experience will facilitate career development, professional relationships, and provide a critical opportunity to apply new skills and knowledge to real problems.  Pre- or Corequisite: Admission into the Master of Design program. Prerequisite:  Completion ofARDS 69006andARDS 69106. (Typically offered: Summer)"
"ARDS 6930V","Extended Graduate Residency","1-6 Hour","Architecture and Design (ARDS)","Experiential learning integrating knowledge and theory in professional environment. This guided experience will facilitate career development, professional relationships, and provide a critical opportunity to apply new skills and knowledge to real problems. Pre- or Corequisite:  Admission into the Master of Design Studies program. Prerequisite:  Completion ofARDS 69006andARDS 69106. (Typically offered: Fall and Spring) May be repeated for degree credit."
"MILS 50004","Applied Leadership I","4 Hours","Army ROTC (MILS)","This course focuses on the development of managerial and leadership abilities and the practical application of these skills during 'hands-on' training. Students learn advanced infantry tactics and demonstrate their leadership potential using this medium. Students are required to lead in drill and ceremony, physical training, and tactical situations. This course prepares the student to excel at the ROTC Advanced Camp (normally attended during the summer between the junior and senior year). One 48 hour weekend field training exercise is required per semester. Lecture 2 hours, laboratory 3 hours, physical training 3 hours (conducted Tuesday - Thursday) per week. Corequisite:  Lab component. Prerequisite:  Must be a graduate student, departmental consent, as well asMILS 10001,MILS 10101,MILS 20002andMILS 20102; or completion of Army ROTC Basic Camp; or completion of Basic Training with any component of the U.S. Armed Forces. (Typically offered: Fall)"
"MILS 50104","Applied Military Leadership","4 Hours","Army ROTC (MILS)","Development of managerial and leadership abilities, maximizing performance-oriented 'hands-on' training. Students learn advanced infantry tactics and demonstrate their leadership potential using this medium. Students are required to lead in drill and ceremony, physical training, and tactical infantry situations. The training is intended to prepare the student for the ROTC Advanced Camp experienced normally in the summer prior to the 6000 level courses. Lecture 3 hours, laboratory 3 hours per week, plus 3 hours of physical training are conducted weekly. One weekend field training exercise is required per semester. Corequisite:  Lab Component. Prerequisite:  Departmental consent. (Typically offered: Spring)"
"MILS 60004","Advanced Leadership I Graduate","4 Hours","Army ROTC (MILS)","This course focuses on the study of various military organizations and their role in military operations. Discussion of command and staff management in military organizations, executive responsibility of Army commissioned officers, service customs, courtesies, and traditions. This year includes the study of personnel management, professional ethics, the military justice system, and the Army's training and maintenance management system. This course prepares students to assume responsibilities as a commissioned officer upon graduation. One 48 hour weekend field training exercise is required per semester. Lecture 2 hours, laboratory 3 hours, physical training 3 hours (conducted Tuesday - Thursday) per week. Prerequisite:  Graduate standing, departmental consent, andMILS 30004andMILS 30104. Corequisite:  Lab component. (Typically offered: Fall)"
"MILS 60104","Advanced Leadership II","4 Hours","Army ROTC (MILS)","Advanced Leadership II, focuses on your development as a leader and an Army officer. You will develop the knowledge, skills, and abilities to plan, resource, and assess training at the small unit level. You will also learn about Army programs that relate to counseling for subordinates, the evaluation of performance and career planning, values and ethics, and legal responsibilities. At the conclusion of this course, you will be familiar with how to plan, prepare, execute, and continuously assess the conduct of training at the company grade officer level. Corequisite:  Lab Component. Prerequisite:  Department Consent. (Typically offered: Spring)"
"ARTS 55103","Technical Ceramics","3 Hours","Art (ARTS)","Advanced study of ceramic materials and processes. Clay composition, clay body formulation and analysis, glaze composition and formulation, firing methods (low, mid, and high-temperature gas, electric and atmospheric firings), and kiln design will be covered in depth. Graduate degree credit will not be given for bothARTS 45103andARTS 55103. Prerequisite:ARTS 45003. (Typically offered: Irregular)"
"ARTS 57203","Experiments in Moving Image I","3 Hours","Art (ARTS)","An introduction to experimental video art, providing a theoretical and practical foundation for creating video for installation, performance or screen, set within a context of historical and contemporary video art and experimental film. Students will complete assignments creating new, original moving image works. (Typically offered: Fall and Spring)"
"ARTS 57803","Critical Issues in Experimental Media Art","3 Hours","Art (ARTS)","Explores a variety of contemporary critical issues and methodologies in Experimental Media Art, while building a deeper theoretical and practical understanding of creating for the twenty-first century. (Typically offered: Irregular) May be repeated for up to 9 hours of degree credit."
"ARTS 58103","Digital Photography","3 Hours","Art (ARTS)","Introduction to digital photography production, techniques and theory. Digital input from scanning (flatbed & slide/negative), digital cameras, video and internet sources. Computer assisted manipulation of imagery for correction and abstraction. Output to a digital printing systems, analog systems (film recorder), servers and Internet. (Typically offered: Fall and Spring)"
"ARTS 58303","Advanced Black and White Photography","3 Hours","Art (ARTS)","Advanced black and white theory, practice and techniques including: Zone System, large format camera and studio lighting. Graduate degree credit will not be given for bothARTS 48303andARTS 58303. Prerequisite:ARTS 38003. (Typically offered: Irregular)"
"ARTS 5840V","Special Problems in Photography","1-6 Hour","Art (ARTS)","Individual instruction for advanced undergraduates and graduate students. Special projects in photography designated by students in collaboration with faculty. Graduate degree credit will not be given for bothARTS 4840VandARTS 5840V. Prerequisite:ARTS 38003and (ARTS 38103orARTS 48203orARTS 48303). (Typically offered: Fall and Spring) May be repeated for up to 6 hours of degree credit."
"ARTS 58803","Bookmaking","3 Hours","Art (ARTS)","Introduction to the creation of unique, limited edition artist's bookworks -- with emphasis on technical knowledge and conceptual understanding of the book form as a means of artistic expression. (Typically offered: Irregular)"
"ARTS 59103","Graduate Seminar in Studio Art","3 Hours","Art (ARTS)","Special seminars at the graduate level in Studio Art. Subject matter changes depending on student interest and faculty expertise. Prerequisite:  Admission to MFA program. (Typically offered: Irregular) May be repeated for up to 9 hours of degree credit."
"ARTS 59203","MFA First Year Seminar","3 Hours","Art (ARTS)","Introduction to graduate level study in art, including pedagogy related to teaching art at the college level. Topics to be covered include: development of research interests, critical thinking within studio practice, situating work in the contemporary context, expectations at the graduate level, and an introduction to techniques and theories of studio art education. Prerequisite:  Admission to MFA program. (Typically offered: Fall)"
"ARTS 59303","MFA Third Year Seminar","3 Hours","Art (ARTS)","Preparation for a professional art practice, including the examination of theoretical and practical aspects of career development for contemporary artists. Additional focus on research strategies, structure, and development of the MFA exhibition statement. Prerequisite:ARTS 59203. (Typically offered: Fall)"
"ARTS 5960V","Fine Arts Gallery Internship","1-3 Hour","Art (ARTS)","Study all aspects of operating the Fine Arts Gallery. Research and preparation for exhibitions, organize and install exhibits, care of art works, create and distribute publicity, arrange interviews with newspapers, and other media. Graduate degree credit will not be given for bothARTS 4930VandARTS 5960V. (Typically offered: Fall, Spring and Summer)"
"ARTS 6010V","Master of Fine Arts Exhibition","1-6 Hour","Art (ARTS)","Production and presentation of a one person exhibition of art work. The M.F.A. candidate will be responsible for making three acceptable slide sets of the exhibition and exhibition statements. Prerequisite:  M.F.A. candidacy. (Typically offered: Fall, Spring and Summer)"
"ARTS 6020V","Graduate Drawing","1-6 Hour","Art (ARTS)","Individual problems in drawing techniques. Prerequisite:  Graduate standing. (Typically offered: Fall and Spring) May be repeated for degree credit."
"ARTS 60303","Graduate Drawing Studio","3 Hours","Art (ARTS)","Intensive studio practice in drawing combined with reading, writing, and discussion of relevant contemporary issues in the fields of painting and drawing. Includes regular critiques, both with the group and in individual consultations with the instructor. Prerequisite:  Admission to MFA program in Studio Art. (Typically offered: Fall and Spring) May be repeated for up to 18 hours of degree credit."
"ARTS 6120V","Graduate Painting","1-6 Hour","Art (ARTS)","Individual problems in painting techniques. Prerequisite:  Graduate standing. (Typically offered: Fall, Spring and Summer) May be repeated for degree credit."
"ARTS 61303","Graduate Painting Studio","3 Hours","Art (ARTS)","Intensive studio practice in painting combined with reading, writing, and discussion of relevant contemporary issues in the fields of painting and drawing. Includes regular critiques, both with the group and in individual consultations with the instructor. Prerequisite:  Admission to MFA program in Studio Art. (Typically offered: Fall and Spring) May be repeated for up to 18 hours of degree credit."
"ARTS 6220V","Graduate Sculpture","1-6 Hour","Art (ARTS)","Individual problems in sculpture techniques. Prerequisite:  Graduate standing. (Typically offered: Fall and Spring) May be repeated for degree credit."
"ARTS 62303","Graduate Sculpture + Experimental Media Studio","3 Hours","Art (ARTS)","Intensive studio practice in sculpture and experimental media combined with reading, writing, and discussion of relevant contemporary issues in the field of sculpture and new media. Includes regular critiques, both with the group and in individual consultations with the instructor. Prerequisite:  Admission to MFA program in Studio Art. (Typically offered: Spring) May be repeated for up to 18 hours of degree credit."
"ARTS 6420V","Graduate Printmaking","1-6 Hour","Art (ARTS)","Individual problems in printmaking techniques. Prerequisite:  Graduate standing. (Typically offered: Fall, Spring and Summer) May be repeated for degree credit."
"ARTS 64303","Graduate Printmaking Studio","3 Hours","Art (ARTS)","Intensive studio practice in printmaking combined with reading, writing, and discussion of relevant contemporary issues in the fields of printmaking. Includes regular critiques, both with the group and in individual consultations with the instructor. Prerequisite:  Admission to MFA program in Studio Art. (Typically offered: Fall, Spring and Summer) May be repeated for up to 18 hours of degree credit."
"ARTS 6520V","Graduate Ceramics","1-6 Hour","Art (ARTS)","Individual problems in ceramic techniques. Prerequisite:  Graduate standing. (Typically offered: Fall, Spring and Summer) May be repeated for degree credit."
"ARTS 65303","Graduate Ceramics Studio","3 Hours","Art (ARTS)","Discussion of contemporary ceramics issues in tandem with the development of a cohesive body of work. Students lead their own explorations, technically and conceptually, while working toward a professional standard of output. Includes regular critiques, with the class and individually with the instructor. Any ceramic processes may be used. Prerequisite:  MFA Studio Art Graduate Standing. (Typically offered: Fall and Spring) May be repeated for up to 18 hours of degree credit."
"ARTS 6820V","Graduate Photography","1-6 Hour","Art (ARTS)","Individual problems in photography. Prerequisite:  Graduate standing. (Typically offered: Fall, Spring and Summer) May be repeated for degree credit."
"ARTS 68303","Graduate Photography Studio","3 Hours","Art (ARTS)","Intensive studio practice with reading and discussion of contemporary issues in photography for MFA students. Prerequisite:  Admission to MFA program in Art. (Typically offered: Fall and Spring) May be repeated for up to 18 hours of degree credit."
"ARTS 6950V","Special Topics","1-6 Hour","Art (ARTS)","Subject matter not covered in other courses. Prerequisite:  Graduate standing. (Typically offered: Irregular) May be repeated for up to 12 hours of degree credit."
"ARED 50003","Introduction to Research Practices and Methodologies in Art Education","3 Hours","Art Education (ARED)","An overview of mixed research methodologies employed in the field of art education. Covers foundational knowledge and skills necessary for conducting research in education and related fields. (Typically offered: Spring)"
"ARED 50103","Introduction to Critical Theories in Art Education","3 Hours","Art Education (ARED)","This course is designed to introduce students to a range of theoretical perspectives, critical in orientation, and the way in which these theories inform and intersect with practice in the field of Art Education. (Typically offered: Spring)"
"ARED 59503","Special Topics in Art Education","3 Hours","Art Education (ARED)","Art education topics not included in regularly offered courses. Graduate degree credit will not be given for bothARED 49503andARED 59503. (Typically offered: Irregular) May be repeated for up to 6 hours of degree credit."
"ARED 60003","Philosophical Foundations and Histories of Art Education","3 Hours","Art Education (ARED)","Examines classic theories in art education and their relevance to current developments in the field. Develop and conduct historical research projects, respond to writings on histories of art education, and explore how art education histories are represented. (Typically offered: Fall)"
"ARED 60103","Community-Based Art Education","3 Hours","Art Education (ARED)","Provides an overview of current and historical art education programs in the community. Introduces foundational knowledge and skills necessary for funding support, development, and implementation. Focuses on intergenerational and collaborative cross-disciplinary programs, their significance, and implications. (Typically offered: Irregular)"
