"course_code","course_name","credits","college_name","department","description"
"ECON 6351","Development Economics","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6351   An overview of theories of national economic growth and development in the context of developing countries. This includes macroeconomic models; the role of financial development, trade, and agriculture; domestic sectoral policy; human resource development; the environment; and poverty. (3-0) R"
"ECON 6352","World Political Economy","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6352 PPPE 6352   An overview of the major economic, social, political, and cultural forces that influence the nature of the international economic and political environment, as well as global economic and political relations. Topics include: theories of global political economy; globalization and economic trade, economic and political transformation in Eastern Europe, China, and the former Soviet Union; democratization and development in the less developed countries; military and non-military approaches to national and international security; environmentally sustainable economic development; and the international implications of technological failure. (3-0) T"
"ECON 6355","International Trade","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6355   Provides a broad overview of theory and evidence concerning international trade, direct foreign investment and trade policy. Topics include scale economies, imperfect competition, and product differentiation, trade dynamics, economic growth, trade policies, and the political process. (3-0) R"
"ECON 6356","International Finance","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6356   Financial aspects of growth and income determination in open economies. Specific topics include financial risk in the international setting; money and exchange rate regimes; income determination and macroeconomic policy; history of international monetary arrangements, and current issues in international monetary reform. (3-0) R"
"ECON 6357","Monetary Economics and International Banking","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6357   This course explores the role of the financial sector in the overall macroeconomy. It begins by reviewing various financial instruments and markets, with a focus on their economic function. The course then examines the challenges to monetary policy that arise because of macro-financial linkages. Analytical tools for assessing financial stability and vulnerabilities to macro shocks are presented. Topics may include the study of international business cycles, international financial markets, systemic risk and contagion, and the roles played by international economic institutions. The computational portion of the course covers the use of a software program and/or coding, such as the Python programming language, for macroeconomic and financial application. Prerequisite: ECON 4351 or ECON 6305. (3-0) T"
"ECON 6362","Industry, Technology, and Science Policy","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6362 PPPE 6353   Focuses on the bi-directional relationship between science/technology and societal conditions, with special attention to industrial and other economic factors. Topics include the role of scientists and engineers in industrial competitiveness and economic well-being; the impact of market structure on the nature and pace of technological development; appropriate technology and sustainable economic development; and the nature and policy implications of the intersection of increasingly powerful technologies with human error and criminal or terrorist behavior. (3-0) Y"
"ECON 6363","Public Economics I","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6363   Examines the economic role of government in a mixed economy. Surveys where markets fail. In particular, it studies externalities, public goods, club goods and related topics. Prerequisite: ECON 5321 or ECON 6301. (3-0) R"
"ECON 6371","Urban Economics","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6371 SOC 6341   Presents methods and models for understanding urban growth and development processes. Topics include analysis of urban growth, land use patterns, transportation and local public good delivery systems. Welfare consequences of various urban policy options are explored. (3-0) R"
"ECON 6372","Local Economic Development","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6372 PA 6342   This class will examine the role of local governments in promoting economic development in the United States, and will analyze the economic development process. Attention will be given to economic theories of local development and practical implications of those theories. Topics include local economic development and poverty, tax incentives, infrastructure credits, firm location decisions and effects of government competition for economic activity. (3-0) Y"
"ECON 6380","Experimental Economics I","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6380   Introduction to the methodology of laboratory experimental economics, including principles of experimental design, development of effective protocols, research with human subjects, and statistical analysis of experimental data, designing experiments to test theory, experimental measurement of preferences and attitudes, and market and institutional ""wind-tunnel"" design. Prerequisites: ECON 6301 and ECON 6309 or instructor consent required. (3-0) T"
"ECON 6V01","Independent Study","1-9 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 6V01   Provides faculty supervision for student's individual study of a topic agreed upon by the student and the faculty supervisor. Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. ([1-9]-0) R"
"ECON 7301","Microeconomics Theory II","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7301   General equilibrium theory of markets and welfare economics; discusses the problems of existence, stability, efficiency, and equity of economic equilibrium; and introduces social choice and the special problems created by public goods, externalities, and uncertainty. Recommended: ECON 6301. (3-0) Y"
"ECON 7302","Macroeconomics Theory II","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7302   This course is the second in a sequence of core graduate (doctoral level) macroeconomic theory courses. The main aim is to introduce students to the methods of stochastic dynamic analyses in economics. The second aim is to employ those methods in understanding aggregate empirical regularities, for instance as they pertain to business cycles, with standard modern macroeconomic theory. Therefore, primary course aims include a thorough discussion of stochastic dynamics and optimization. Next, using these methods, applications that illustrate the applied general equilibrium analyses that comprise: modern macroeconomic business cycle theory, consumption, asset pricing and topics in 'behavioral' macroeconomics are discussed. Recommended: ECON 6302. (3-0) Y"
"ECON 7303","Microeconomics Theory III","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7303   Primarily a course on the role of strategic interdependence in economics using game theory. Topics include noncooperative games, simultaneous-move games and dynamic games with applications from a wide variety of fields in economics. (3-0) T"
"ECON 7304","Information Economics and Mechanism Design","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7304   An advance treatment of topics in the economics of information and mechanism design. Topics include implementation, the revelation principle, classic Bayesian mechanism design, dominant strategy mechanisms, Vickrey-Clarke-Groves mechanism, market design, auctions, public goods, signaling, cheap talk, information disclosure, and persuasion. Prerequisite: ECON 6302 or MECO 6345 or instructor consent required. (3-0) T"
"ECON 7309","Econometrics II","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7309   This is the second core course in the econometrics sequence of the economics PhD program. The course extends the topics covered in the first course and covers topics such as serial correlation, unit roots, cointegration, and dynamic models; panel data; simultaneous equation models, maximum likelihood and GMM estimations methods. (3-0) Y"
"ECON 7311","Special Topics in Econometric and Spatial Analysis","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7311   Additional prerequisites may be required depending on the specific course topic. May be repeated for credit as topics vary (9 semester credit hours maximum). However, students may not take more than 3 hours of the field requirement from ECON 7311. (3-0) R"
"ECON 7315","Econometrics III","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7315   This is the third core course in the econometrics sequence of the economics PhD program. The course extends the topics covered in the first two courses and covers topics such as Bayesian, semiparametric and nonparametric estimation approaches; discrete choice models, limited dependent variable models and duration models; and bootstrap and jackknife methods. Prerequisite: ECON 6309. (3-0) Y"
"ECON 7316","Game Theory","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7316   Advanced treatment of topics in noncooperative game theory. May also include a brief survey of cooperative game theory. Major topics covered include correlated equilibrium, equilibrium refinements, evolutionary stability and dynamics, multi-level selection, revelation principle, strategic substitutes and complements, uniqueness and comparative statics. Prerequisite: GISC 7310 or EPPS 7316 or ECON 6306 or instructor consent required. (3-0) R"
"ECON 7318","Applied Macroeconomics","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7318   This is an advanced PhD-level course in macroeconomics. It focuses on developing and employing empirical techniques aimed at analysis of the structure of the economy from time-series data. The econometric models surveyed in this course are mainly motivated to evaluate and test macroeconomic and monetary theories. However, the structural econometric techniques surveyed in this course have wide applicability outside of macroeconomics. Topics include state space modeling and structural vector autoregression (SVAR) models. Methods for using dynamic stochastic general equilibrium (DSGE) models will also be addressed. Prerequisite: ECON 7309 or ECON 7302 or instructor consent required. (3-0) T"
"ECON 7321","Special Topics in Labor Economics","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7321   May be repeated for credit as topics vary (9 semester credit hours maximum). However, students may not take more than 3 hours of the field requirement from ECON 7321. (3-0) R"
"ECON 7341","Special Topics in International Development","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7341   May be repeated for credit as topics vary (9 semester credit hours maximum). However, students may not take more than 3 hours of the field requirement from ECON 7341. (3-0) R"
"ECON 7363","Public Economics II","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7363   A study of positive and normative theories of taxation, the effect of taxation on behavior, behavioral public finance and related topics. Prerequisite: ECON 6363. (3-0) R"
"ECON 7391","Special Topics in Economics","3 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7391   May be repeated for credit as topics vary (9 semester credit hours maximum). (3-0) R"
"ECON 7V02","Research in Economics","3-6 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 7V02   May be repeated for credit. Instructor consent required. ([3-6]-0) R"
"ECON 8V01","Dissertation Seminar","3-9 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 8V01   A seminar for students preparing proposals or writing dissertations. Pass/Fail only. May be repeated for credit. Prerequisites: Successful completion of qualifying examination and instructor consent required. ([3-9]-0) R"
"ECON 8V02","Dissertation","1-9 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 8V02   Provides faculty supervision of a student's dissertation research. Pass/Fail only. May be repeated for credit. Instructor consent required. ([1-9]-0) Y"
"ECON 8V97","Internship","1-9 semester credit hours","School of Economic, Political and Policy Sciences","Economics","ECON 8V97   Provides faculty supervision for a student's internship. Internships must be related to the student's course work. Internships are mainly intended for terminal Master of Science in Applied Economics (MSAE) students. Pass/Fail only. May be repeated for credit (9 semester credit hours maximum). Instructor consent required. ([1-9]-0) R"
"ECSC 5177","CS IPP Assignment","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Engineering and Computer Science COOP","ECSC 5177   Work in an approved, supervised, computer science position. Students will complete an IPP Work Report including a written Narrative focusing on the accomplishments and learning gained through the IPP experience. Pass/Fail only. May be repeated for credit. Instructor consent required. (1-0) Y"
"ECSC 5179","ENG IPP Assignment","1 semester credit hour","Erik Jonsson School of Engineering and Computer Science","Engineering and Computer Science COOP","ECSC 5179   Work in an approved, supervised, engineering position. Students will complete an IPP Work Report including a written Narrative focusing on the accomplishments and learning gained through the IPP experience. Pass/Fail only. May be repeated for credit. Instructor consent required. (1-0) Y"
"ED 5318","Supervised Teaching Internship","3 semester credit hours","School of Interdisciplinary Studies","Education","ED 5318   Students are hired by a partner school district as a teacher of record with university supervision, workshops, and mentoring during the two semesters they are enrolled in this course. Prerequisites: Admission to internship program. Students will also enroll in ED 5319 the second semester of the Internship. Passing scores on both state required TExES examinations. Internship consent required. (3-0) Y"
"ED 5319","Supervised Teaching Internship II","3 semester credit hours","School of Interdisciplinary Studies","Education","ED 5319   The second semester of supervised teaching internship. Prerequisites: ED 5318 and instructor consent required. (3-0) Y"
"ED 5320","Issues in Educational Technology","3 semester credit hours","School of Interdisciplinary Studies","Education","ED 5320   This course addresses two key technological issues that directly impact education: information overload and nonlinear processing. These same challenges offer the key to effective design and integration of web-based media into the classroom learning environment. Teachers, administrators, researchers, and curriculum developers will learn how to select/apply appropriate tools to enhance classroom teaching and school management. This course is offered in an online format only. At the discretion of the professor, exams of fully online courses may use proctoring software that requires a webcam scan of the testing area and the recording of all activity during the exam. Instructor consent required. (3-0) Y"
"ED 5344","Chess I: Introduction","3 semester credit hours","School of Interdisciplinary Studies","Education","ED 5344   A consideration of methods for using chess to teach critical thinking, math, and reading skills in the elementary classroom, based upon the curricular model developed by McNeil. This course is also appropriate for chess instructors who wish to incorporate additional academic and humanistic goals into their programs. No previous knowledge of chess is required. This course is offered in an online format only. At the discretion of the professor, exams of fully online courses may use proctoring software that requires a webcam scan of the testing area and the recording of all activity during the exam. Instructor consent required. (3-0) R"
"ED 5345","Chess II: Institutional and Cultural Contexts of Chess","3 semester credit hours","School of Interdisciplinary Studies","Education","ED 5345   A consideration of the role of chess historically and in contemporary culture. This course explores chess research and educational resources. Analysis of the interactions of women and chess through the ages. Each student prepares a proposal based on the curriculum model of Ralph W. Tyler, for chess at an institution. No previous knowledge of chess is required. This course is offered in an online format only. At the discretion of the professor, exams of fully online courses may use proctoring software that requires a webcam scan of the testing area and the recording of all activity during the exam. Instructor consent required. (3-0) R"
"ED 5V01","Independent Study","1-6 semester credit hours","School of Interdisciplinary Studies","Education","ED 5V01   Independent study under a faculty member's direction. An independent study course involves an individual contract between the student and a faculty member, specifying what requirements the student will meet. This usually involves some combination of reading, research, papers, examinations, and meetings with the faculty member. May be repeated for credit as topics vary. Instructor consent required. ([1-6]-0) R"
"ED 5V02","Special Topics in Education","1-3 semester credit hours","School of Interdisciplinary Studies","Education","ED 5V02   May be repeated for credit as topics vary (9 semester credit hours maximum). Department consent required. ([1-3]-0) R"
"EEBM 6373","Physiology and Immunology for Engineers","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Biomedical Applications of Electrical Engineering","EEBM 6373 BMEN 6373   This course provides an introduction to human physiology for engineers. Topics include antibodies, antigen-antibody interactions, HLA 1 & 2, complement, T and B cells, immunoregulation, tumor Immunobiology, basic and applied neuroscience, sensory systems, and neural interfaces. (3-0) Y"
"EEBM 6374","Genes, Proteins and Cell Biology for Engineers","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Biomedical Applications of Electrical Engineering","EEBM 6374 BMEN 6374   This course provides an introduction to principles of modern molecular and cellular biology for engineers and other non-life scientists. Topics include genes, protein structure and function, organization of cells and cellular trafficking. (3-0) Y"
"EEBM 6380","Introduction to Cellular Microscopy","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Biomedical Applications of Electrical Engineering","EEBM 6380 BMEN 6380   Image formation, diffraction, labeling techniques, fluorescence and image processing techniques will be introduced. (3-0) R"
"EEBM 6381","Advanced Concepts in Microscopy","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Biomedical Applications of Electrical Engineering","EEBM 6381 BMEN 6381   Continuation of EEBM 6380, with emphasis on advanced approaches such as vectorial diffraction, stochastic aspects of image formation and analysis. Prerequisite: BMEN 6380 or EEBM 6380 or instructor consent required. (3-0) R"
"EEBM 7V87","Special Topics in Biomedical Applications of Electrical Engineering","1-6 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Biomedical Applications of Electrical Engineering","EEBM 7V87   May be repeated for credit as topics vary (9 semester credit hours maximum). ([1-6]-0) R"
"EECS 5375","Introduction to Robotics","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Control Systems","EECS 5375 BMEN 5375   Fundamentals of robotics, rigid motions, homogeneous transformations, forward and inverse kinematics, velocity kinematics, motion planning, trajectory generation, sensing, vision, and control. Prerequisites: ENGR 2300 and (EE 4310 or BMEN 4310 or MECH 4310) or equivalent. Lab fee of $30 required. (2-3) Y"
"EECS 6302","Dynamics of Complex Networks and Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Control Systems","EECS 6302 BMEN 6302MECH 6317SYSM 6302   Design and analysis of complex interconnected networks and systems. Basic concepts in graph theory; Eulerian and Hamiltonian graphs; traveling salesman problems; random graphs; power laws; small world networks; clustering; introduction to dynamical systems; stability; chaos and fractals. (3-0) Y"
"EECS 6323","Robust Control Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Control Systems","EECS 6323 MECH 6323SYSE 6323   Theory, methodology, and software tools for the analysis and design of model-based control systems with multiple actuators and multiple sensors. Control oriented model parameterizations and modeling errors. Definitions and criteria for robust stability and performance. Optimal synthesis of linear controllers. The loop shaping design method. Methods to simplify the control law. Mechatronic design examples. Prerequisite: MECH 4310 or equivalent and MECH 6300 or EECS 6331 or SYSM 6307 or equivalent. (3-0) T"
"EECS 6324","Robot Control","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Control Systems","EECS 6324 BMEN 6324MECH 6324SYSE 6326   Dynamics of robots; methods of control; force control; robust and adaptive control; feedback linearization; Lyapunov design methods; passivity and network control; control of multiple and redundant robots; teleoperation. Prerequisite: EECS 6331 or MECH 6300 or SYSM 6307. (3-0) T"
"EECS 6331","Linear Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Control Systems","EECS 6331 MECH 6300SYSM 6307   State space methods of analysis and design for linear dynamical systems. Coordinate transformations and tools from advanced linear algebra. Controllability and observability. Lyapunov stability analysis. Pole assignment, stabilizability, detectability. State estimation for deterministic models, observers. Introduction to the optimal linear quadratic regulator problem. Prerequisites: ENGR 2300 and EE 4310 or MECH 4310 or equivalent. (3-0) Y"
"EECS 6336","Nonlinear Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Control Systems","EECS 6336 BMEN 6388MECH 6313SYSE 6324   Equilibria, phase portraits, linearization of nonlinear systems; periodic solutions; Poincare-Bendixson theorem; fundamental existence and uniqueness theorem for ODEs; Lyapunov stability theory; Invariance principle and LaSalle's theorem; converse theorems; singular perturbations; center manifold theorem; differential geometric tools, feedback linearization, input-output linearization, output injection, output tracking, passivity-based control; backstepping. Prerequisite: EECS 6331 or MECH 6300 or SYSM 6307 or equivalent. (3-0) T"
"EECS 7V90","Special Topics in Control Systems","1-6 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Control Systems","EECS 7V90   May be repeated for credit as topics vary (9 semester credit hours maximum). ([1-6]-0) R"
"EECT 6325","VLSI Design","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 6325 CE 6325   Introduction to MOS transistors. Analysis of the CMOS inverter. Combinational and sequential design techniques in VLSI; issues in static, transmission gate and dynamic logic design. Design and layout of complex gates, latches and flip-flops, arithmetic circuits, memory structures. Low power digital design. The method of logical effort. CMOS technology. Use of CAD tools to design, layout, check, extract and simulate a small project. Prerequisites: EE 3301 and EE 3320 or equivalent. (3-0) S"
"EECT 6326","Analog Integrated Circuit Design","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 6326   Further treatment on the use of MOSFET and BJT large signal and small signal models to analyze and design analog integrated circuits. Topics include advanced current mirrors, references, frequency response of single-stage and differential amplifiers, stability and compensation of amplifiers, design of two-stage amplifiers, common mode feedback, and introduction of noise analysis. Use of CAD tools to simulate and design analog integrated circuits. Prerequisite: EE 4340. (3-0) S"
"EECT 6378","Power Management Circuits","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 6378   This course introduces different circuits related to power management systems. Topics include analysis and design of voltage references, magnetics, and different dc-dc converters including: switched-mode power converters, linear regulators and switched-capacitor charge pumps. Use of CAD tools to design and simulate power management circuits. Prerequisite: EECT 6326 or equivalent. (3-0) Y"
"EECT 6379","Energy Harvesting, Storage and Powering for Microsystems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 6379   This course studies the electrical characteristics of various renewable energy sources and the corresponding approaches on harvesting and storage, with emphasis on the imposed requirements of microscale dimension. They are followed by the discussion on power conditioning and cross-layer energy/power management with circuit implementations. Prerequisite: EE 3311 or equivalent. (3-0) Y"
"EECT 7325","Advanced VLSI Design","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 7325 CE 7325   Advanced topics in VLSI design covering topics beyond the first course (EECT 6325). Topics include: use of high-level design, synthesis, and simulation tools, clock distribution and routing problems, (a)synchronous circuits, low-power design techniques, study of various VLSI-based computations, systolic arrays, etc. Discussions on current research topics in VLSI design. Prerequisite: EECT 6325 or equivalent. (3-0) R"
"EECT 7326","Advanced Analog Integrated Circuit Design","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 7326   Advanced topics in analog design including a rigorous treatment of noise, feedback and distortion in analog circuits. Selected topics from other advanced topics such as continuous-time filter, oscillator, phase-locked loop (PLL) and delay-locked loop (DLL) are also covered. Prerequisite: EECT 6326. (3-0) T"
"EECT 7327","Data Converters","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 7327   Data converter circuits in modern mixed-signal VLSI systems. Topics include sampling, switched-capacitor amplifiers and integrators, sample-and-hold circuits, voltage comparators, Nyquist-rate and oversampling converters. Prerequisites: EECT 6325 and EECT 6326. (3-0) T"
"EECT 7V88","Special Topics in Circuits and Systems","1-6 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Circuits and Systems","EECT 7V88   May be repeated for credit as topics vary (9 semester credit hours maximum). ([1-6]-0) R"
"EEDG 5325","Hardware Modeling Using HDL","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 5325 CE 5325   This course introduces students to hardware description languages (HDL) beginning with simple examples and describing tools and methodologies. It covers the language, dwelling on fundamental simulation concepts. Students are also exposed to the subset of HDL that may be used for synthesis of custom logic. HDL simulation and synthesis labs and projects are performed using commercial and/or academic VLSI CAD tools. Prerequisite: EE 3320 or equivalent. (3-0) T"
"EEDG 6301","Advanced Digital Logic","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6301 CE 6301   Modern design techniques for digital logic. Logic synthesis and design methodology. Link between front-end and back-end design flows. Field programmable gate arrays and reconfigurable digital systems. Introduction to testing, simulation, fault diagnosis and design for testability. Prerequisites: EE 3320 or equivalent and background in VHDL/Verilog. (3-0) T"
"EEDG 6302","Embedded Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6302 CE 6302   Learn about microcontroller architectures including embedded microprocessors, peripherals and memories. Program different peripherals including general purpose IOs, timers, serial interfaces (UART, SPI, I2C), and analog to digital converters (ADCs). Learn about event driven programing using interrupts. Extensive laboratory work. Lab fee of $30 required. Prerequisites: EE 4304 or equivalent and background in programming in C/C++. (2-3) Y"
"EEDG 6303","Testing and Testable Design","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6303 CE 6303   Techniques for detection of failures in digital circuits and systems. Fault modeling and detection. Functional testing and algorithms for automatic test pattern generation (ATPG). Design of easily testable digital systems. Techniques for introducing built-in self test (BIST) capability. Test of various digital modules, such as PLA's, memory circuits, datapath, etc. Prerequisites: EE 3320 or equivalent and background in VHDL/Verilog. (3-0) Y"
"EEDG 6304","Computer Architecture","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6304 CE 6304CS 6304   Trends in processor, memory, I/O and system design. Techniques for quantitative analysis and evaluation of computer systems to understand and compare alternative design choices in system design. Components in high performance processors and computers: pipelining, instruction level parallelism, memory hierarchies, and input/output. Students will undertake a major computing system analysis and design project. Must have an understanding of C/C++. Prerequisite: CS 2340 or EE 4304. (3-0) Y"
"EEDG 6306","Application Specific Integrated Circuits Design","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6306 CE 6306   This course discusses the design of application specific integrated circuits (ASIC). Specific topics include: VLSI system design specification, ASIC circuit structures, synthesis, and implementation of an ASIC digital signal processing (DSP) chip. Prerequisite: EE 3320. (3-0) Y"
"EEDG 6308","Real-Time Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6308 CE 6308CS 6396   Introduction to real-time applications and concepts. Real-time operating systems and resource management. Specification and design methods for real-time systems. System performance analysis and optimization techniques. Project to specify, analyze, design, implement and test small real-time system. Prerequisite: CS 5348. (3-0) R"
"EEDG 6309","Applications of Machine Learning in Semiconductor IC Manufacturing and Test","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6309 CE 6309   Fundamentals of machine learning, including regression, classification, feature extraction, feature selection, synthetic training set enhancement, boosting and curse of dimensionality; test cost reduction via test compaction, alternate test, adaptive test and effectiveness metrics; wafer-level spatial and spatio-temporal correlation modeling, process variation decomposition, process monitoring, outlier detection yield prediction; post-manufacturing tuning and post-deployment calibration of analog/RF ICs; security and trust assessment, including hardware Trojan detection, counterfeit IC identification, and fab-of-origin attestation. Experience with Machine Learning methods and software desirable but not required. Prerequisite: CE 6301 or EEDG 6301 or CE 6303 or EEDG 6303 or CE 6325 or EECT 6325 or EECT 6326. (3-0) Y"
"EEDG 6310","Hardware Security","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6310 CE 6310   Theory of cryptography for security, an overview of both classical and emerging attack methods and methodologies and possible defenses against them with respect to silicon-on-chip security, side-channel attacks, hardware trojans, physically unclonable functions, IC counterfeit protection, and hardware-based malware detection. (3-0) Y"
"EEDG 6312","Computing with Emerging Technologies","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6312 CE 6312   Integration of emerging technologies in novel computing systems. Relevant devices include various spintronic devices, carbon nanotubes, graphene, memristors, and multi-gate FETs. Relevant computational functions include Boolean logic, as well as neuromorphic, threshold, stateful, quantum, and stochastic computing systems. (3-0) Y"
"EEDG 6330","Applied Cryptography","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6330 CE 6330   This course presents a wide range of cryptographic principles and their implementation in software/hardware. This includes: security properties; block and stream ciphers, their basic implementations, and various ways to attack them including side-channel attacks; public-key schemes using number/group-theoretic techniques; advanced protocols; and resilient implementation techniques. Basic familiarity with algorithms, probability, and algebra needed. Credit cannot be received for both CS 6377 and (CE 6330 or EEDG 6330). Prerequisite: ENCS majors only. (3-0) Y"
"EEDG 6331","High-Level Synthesis: Design and Verification","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6331 CE 6331   Facilitate the design of dedicated hardware using higher levels of abstraction (ANSI-C, C++ or SystemC) instead of hardware description languages like Verilog or VHDL. Theory of HLS process is comprehensively studied including: technology independent optimizations, resource allocation, scheduling, and binding stages. Students will design different types of hardware accelerators using HLS and learn how to design and verify complete hardware systems using only C. Course projects may include, but are not limited to: Building an automated HLS design space explorer, design of neural networks and building complete systems in C. Commercially available EDA tools will be used during the course. Prerequisite: EE 3320 or equivalent, C/C++. (3-0) Y"
"EEDG 6370","Design and Analysis of Reconfigurable Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6370 CE 6370   Introduction to reconfigurable computing. Review different programmable architectures. Software environments for reconfigurable systems and CAD flow, including High-level Synthesis (HLS), logic synthesis, technology mapping, and place and route. Emphasis on using ANSI-C, C++, or SystemC instead of Verilog or VHDL. Theory of HLS process including technology independent optimizations, resource allocation, scheduling, and binding stages. Use of FPGAs in applications including emulation, data centers, custom computing, and embedded application-based computing. Students will design different hardware accelerators using HLS and prototype them on an FPGA. Prerequisite: EE 3320 or equivalent. (3-0) R"
"EEDG 6375","Design Automation of VLSI Systems","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 6375 CE 6375   This course deals with various topics related to the development of CAD tools for VLSI systems design. Algorithms, data structures, heuristics and design methodologies behind CAD tools. Design and analysis of algorithms for layout, circuit partitioning, placement, routing, chip floor planning, and design rule checking (DRC). Introduction to CAD algorithms for RTL and behavior level synthesis, module generators, and silicon compilation. (3-0) Y"
"EEDG 7V81","Special Topics in Digital Systems","1-6 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering: Digital Systems","EEDG 7V81   May be repeated for credit as topics vary (9 semester credit hours maximum). ([1-6]-0) R"
"EEGR 6316","Fields and Waves","3 semester credit hours","Erik Jonsson School of Engineering and Computer Science","Electrical Engineering - Graduate","EEGR 6316   Study of electromagnetic wave propagation beginning with Maxwell's equations; reflection and refraction at plane boundaries; guided wave propagation; radiation from dipole antennas and arrays; reciprocity theory; basics of transmission line theory and waveguides. Prerequisite: EE 4301 or equivalent. (3-0) Y"
