"code","title","subject"
"CLP7939","ST:  Social and Developmental Aspects of Relationships","CLP - Clinical Psychology"
"CLP7942L","Supervision Practicum","CLP - Clinical Psychology"
"CLP7943C","Clinical Practicum","CLP - Clinical Psychology"
"CNT5008","Computer Communication Networks Architecture","CNT - Computer Networks"
"CNT5410L","Cyber Operations Lab","CNT - Computer Networks"
"CNT5805","Network Science","CNT - Computer Networks"
"CNT5917","Directed Research","CNT - Computer Networks"
"CNT6418","Computer Forensics II","CNT - Computer Networks"
"CNT6519","Wireless Security and Forensics","CNT - Computer Networks"
"CNT6707","Advanced Computer Networks","CNT - Computer Networks"
"CNT6918","Directed Research","CNT - Computer Networks"
"CNT7919","Doctoral Research","CNT - Computer Networks"
"COM5312","Introduction of Communication Research","COM - Communications"
"COM5917","Directed Research","COM - Communications"
"COM5932","Topics in Communication Theory and Research","COM - Communications"
"COM5937","Special Topics","COM - Communications"
"COM6008","Proseminar in Communication","COM - Communications"
"COM6046","Interpersonal Communication","COM - Communications"
"COM6047","Interpersonal Support in the Workplace","COM - Communications"
"COM6048","Communication in Close Relationships","COM - Communications"
"COM6121","Communication Management","COM - Communications"
"COM6145","Organizational Communication","COM - Communications"
"COM6303","Qualitative Research Methods in Communication","COM - Communications"
"COM6304","Quantitative Research Methods in Communication","COM - Communications"
"COM6401","Communication Theory","COM - Communications"
"COM6463","Studies in Intercultural Communication","COM - Communications"
"COM6466","Persuasion in the Media","COM - Communications"
"COM6467","Studies in Persuasion","COM - Communications"
"COM6468","Communication and Conflict","COM - Communications"
"COM6525","Communication Strategy and Planning","COM - Communications"
"COM6535","Communication Campaigns","COM - Communications"
"COM6909","Research Report","COM - Communications"
"COM6918","Directed Research","COM - Communications"
"COM6938","Special Topics","COM - Communications"
"COM6949","Cooperative Education in Communications","COM - Communications"
"COM7025","Health Communication","COM - Communications"
"COM7227","Seminar in Health Communication","COM - Communications"
"COM7236","Seminar in Risk and Crisis Communication","COM - Communications"
"COM7325","Seminar in Research Methods","COM - Communications"
"COM7464","Theory Building for Strategic Communication","COM - Communications"
"COM7528","Communication and Community Engagement","COM - Communications"
"COM7529","Strategic Communication","COM - Communications"
"COM7745","Current Issues in Communication","COM - Communications"
"COM7815","Risk Communication","COM - Communications"
"COM7821","Instructional Communication in Strategic Contexts","COM - Communications"
"COM7920","Doctoral Colloquium","COM - Communications"
"COP5021","Program Analysis","COP - Computer Programming"
"COP5537","Network Optimization","COP - Computer Programming"
"COP5611","Operating Systems Design Principles","COP - Computer Programming"
"COP5621","Compiler Construction","COP - Computer Programming"
"COP5711","Parallel and Distributed Database Systems","COP - Computer Programming"
"COP5818","Full Stack Development for FinTech","COP - Computer Programming"
"COP5917","Directed Research","COP - Computer Programming"
"COP5937","ST: Hacking For Defense (H4D): Solving National Security Issues with the Lean Launchpad","COP - Computer Programming"
"COP6526","Parallel and Cloud Computation","COP - Computer Programming"
"COP6616","Multicore Programming","COP - Computer Programming"
"COP6730","Transaction Processing","COP - Computer Programming"
"COP6731","Advanced Database Systems","COP - Computer Programming"
"COP6909","Research Report","COP - Computer Programming"
"COP6918","Directed Research","COP - Computer Programming"
"COP6938","Special Topics","COP - Computer Programming"
"COP7919","Research","COP - Computer Programming"
"COP7939","Special Topics","COP - Computer Programming"
"COT5405","Design and Analysis of Algorithms","COT - Computer Theory"
"COT5480","Computational Methods in FinTech I","COT - Computer Theory"
"COT5570","Introductory Mathematics for Modeling and Simulation","COT - Computer Theory"
"COT5600","Quantum Computing","COT - Computer Theory"
"COT5917","Directed Research","COT - Computer Theory"
"COT5937","Special Topics","COT - Computer Theory"
"COT6410","Computational Complexity","COT - Computer Theory"
"COT6417","Algorithms on Strings and Sequences","COT - Computer Theory"
"COT6481","Computational Methods in FinTech II","COT - Computer Theory"
"COT6505","Computational Methods/Analysis I","COT - Computer Theory"
"COT6571","Mathematical Foundations of Modeling and Simulation","COT - Computer Theory"
"COT6602","Introduction to Quantum Information Theory","COT - Computer Theory"
"COT6909","Research Report","COT - Computer Theory"
"COT6918","Directed Research","COT - Computer Theory"
"COT6938","Special Topics","COT - Computer Theory"
"CPO5917","Directed Research","CPO - Comparative Politics"
"CPO5937","Special Topics","CPO - Comparative Politics"
"CPO6038","Political Development","CPO - Comparative Politics"
"CPO6056","Politics of Authoritarian Regimes","CPO - Comparative Politics"
"CPO6058","Revolution and Political Violence","CPO - Comparative Politics"
"CPO6091","Seminar in Comparative Politics","CPO - Comparative Politics"
"CPO6206","Comparative Politics of Africa","CPO - Comparative Politics"
"CPO6307","Issues in Latin American Politics","CPO - Comparative Politics"
"CPO6407","Comparative Politics of the Middle East","CPO - Comparative Politics"
"CPO6446","Comparative Political Parties","CPO - Comparative Politics"
"CPO6729","Global Security in the Age of Migration","CPO - Comparative Politics"
"CPO6776","Comparative Rising Powers","CPO - Comparative Politics"
"CPO6909","Research Report","CPO - Comparative Politics"
"CPO6918","Directed Research","CPO - Comparative Politics"
"CPO6938ST2","Special Topics in Comparative Politics: Politics of Authoritarian Regimes","CPO - Comparative Politics"
"CRW5130","Form and Theory in Creative Writing","CRW - Creative Writing"
"CRW5917","Directed Research","CRW - Creative Writing"
"CRW5937","Special Topics","CRW - Creative Writing"
"CRW5948C","Creative Writing Service Learning","CRW - Creative Writing"
"CRW6025","Advanced Graduate Writing Workshop","CRW - Creative Writing"
"CRW6720","Professional Development in Creative Writing","CRW - Creative Writing"
"CRW6721","Literary Journal Editing","CRW - Creative Writing"
"CRW6806C","Teaching Creative Writing","CRW - Creative Writing"
"CRW6909","Research Report","CRW - Creative Writing"
"CRW6918","Directed Research","CRW - Creative Writing"
"CRW6920","Fiction Workshop","CRW - Creative Writing"
"CRW6921","Multi-Genre Workshop","CRW - Creative Writing"
"CRW6922","Novel Workshop","CRW - Creative Writing"
"CRW6923","Nonfiction Workshop","CRW - Creative Writing"
"CRW6924","Poetry Workshop","CRW - Creative Writing"
"CRW6938","Special Topics","CRW - Creative Writing"
"CRW6946","Internship","CRW - Creative Writing"
"CRW6976","Scholarship and Publication Models","CRW - Creative Writing"
"CWR5125","Groundwater Hydrology","CWR - Civil Water Resources"
"CWR5205","Hydraulic Engineering","CWR - Civil Water Resources"
"CWR5515","Numerical Methods in Civil and Environmental Engineering","CWR - Civil Water Resources"
"CWR5545","Water Resources Engineering","CWR - Civil Water Resources"
"CWR5634","Water Resources in a Changing Environment","CWR - Civil Water Resources"
"CWR5917","Directed Research","CWR - Civil Water Resources"
"CWR5935","Water First Seminar Series","CWR - Civil Water Resources"
"CWR5937","Special Topics","CWR - Civil Water Resources"
"CWR5999","Coastal Systems Analysis","CWR - Civil Water Resources"
"CWR6007","Ecohydraulics","CWR - Civil Water Resources"
"CWR6102","Advanced Hydrology","CWR - Civil Water Resources"
"CWR6126","Groundwater Modeling","CWR - Civil Water Resources"
"CWR6235","Open Channel Hydraulics","CWR - Civil Water Resources"
"CWR6236","River Engineering and Sediment Transport","CWR - Civil Water Resources"
"CWR6535","Modeling Water Resources Systems","CWR - Civil Water Resources"
"CWR6539","Finite Elements in Surface Water Modeling","CWR - Civil Water Resources"
"CWR6606","Stochastic River Network Hydro-Geomorphology","CWR - Civil Water Resources"
"CWR6660","Water Policy, Planning and Governance","CWR - Civil Water Resources"
"CWR6909","Research Report","CWR - Civil Water Resources"
"CWR6918","Directed Research","CWR - Civil Water Resources"
"CWR6938","Special Topics","CWR - Civil Water Resources"
"CWR7919","Doctoral Research","CWR - Civil Water Resources"
"CYP5917","Directed Research","CYP - Communication Psychology"
"CYP5937","Special Topics","CYP - Communication Psychology"
"CYP6909","Research Report","CYP - Communication Psychology"
"CYP6918","Directed Research","CYP - Communication Psychology"
"CYP6938","Special Topics","CYP - Communication Psychology"
"CYP6942","Practicum in Psychological Counseling","CYP - Communication Psychology"
"CYP6948C","Psychology Internship","CYP - Communication Psychology"
"DEP5057","Developmental Psychology","DEP - Developmental Psychology"
"DEP5917","Directed Research","DEP - Developmental Psychology"
"DEP5937","Special Topics","DEP - Developmental Psychology"
"DEP6909","Research Report","DEP - Developmental Psychology"
"DEP6918","Directed Research","DEP - Developmental Psychology"
"DEP6938","Special Topics","DEP - Developmental Psychology"
"DIG5137","Information Architecture","DIG - Digital Media"
"DIG5348C","Digital Asset Creation","DIG - Digital Media"
"DIG5366C","Animation and Visual Effects Production II","DIG - Digital Media"
"DIG5378C","Editing for Animation and Visual Effects I: Theory and Production","DIG - Digital Media"
"DIG5385C","Visual Effects for Animation and Live Action I","DIG - Digital Media"
"DIG5386C","Animation and Visual Effects Production I","DIG - Digital Media"
"DIG5387C","Visual Development and Design for Animation and Visual Effects","DIG - Digital Media"
"DIG5439C","Script and Story Development for Animation and Visual Effects","DIG - Digital Media"
"DIG5487","Media Aesthetics","DIG - Digital Media"
"DIG5508","Programming for Digital Media","DIG - Digital Media"
"DIG5529C","Production for Media","DIG - Digital Media"
"DIG5548C","Rapid Prototype Production I","DIG - Digital Media"
"DIG5557C","Production and Design I","DIG - Digital Media"
"DIG5565C","Digital Asset Management Systems","DIG - Digital Media"
"DIG5637","Game Programming Fundamentals","DIG - Digital Media"
"DIG5831","Computational Media","DIG - Digital Media"
"DIG5856","Experimentation, Application and Innovation in Games","DIG - Digital Media"
"DIG5865","The History of Animation and Visual Effects","DIG - Digital Media"
"DIG5875C","Introduction to Modeling and Simulation","DIG - Digital Media"
"DIG5917","Directed Research","DIG - Digital Media"
"DIG6099C","Media Distribution","DIG - Digital Media"
"DIG6136","Design for Interactive Media","DIG - Digital Media"
"DIG6365C","Media and Music for Animation and Visual Effects","DIG - Digital Media"
"DIG6377C","Visual Effects for Animation and Live Action II","DIG - Digital Media"
"DIG6379C","Editing for Animation and Visual Effects II: Practical Editing","DIG - Digital Media"
"DIG6384C","Directing for Animation and Visual Effects","DIG - Digital Media"
"DIG6388C","Animation and Visual Effects Production III","DIG - Digital Media"
"DIG6389C","Animation and Visual Effects Production IV","DIG - Digital Media"
"DIG6397C","Animation and Visual Effects Production V","DIG - Digital Media"
"DIG6432","Transmedia Story Creation","DIG - Digital Media"
"DIG6436","Playable Texts and Technology","DIG - Digital Media"
"DIG6524","Studio 1","DIG - Digital Media"
"DIG6528","Studio 2","DIG - Digital Media"
"DIG6546","Previsualization and Concept Development","DIG - Digital Media"
"DIG6547C","Preproduction and Prototyping","DIG - Digital Media"
"DIG6551","Theory and Practice of Interactive Storytelling","DIG - Digital Media"
"DIG6558","Production and Design II","DIG - Digital Media"
"DIG6559C","Advanced Digital Asset Creation","DIG - Digital Media"
"DIG6589C","Digital Asset Portfolio Development","DIG - Digital Media"
"DIG6605","Physical Computing","DIG - Digital Media"
"DIG6635","Applied Programming Mechanics","DIG - Digital Media"
"DIG6638","Advanced Game Programming","DIG - Digital Media"
"DIG6647","History and Theory of Dynamic Media","DIG - Digital Media"
"DIG6718C","Interactive Entertainment Project","DIG - Digital Media"
"DIG6812","Digital Interaction for Informal Learning","DIG - Digital Media"
"DIG6817","Contemporary Topics in Interactive Media","DIG - Digital Media"
"DIG6825","Research Methods for Interactive Media","DIG - Digital Media"
"DIG6836","Humanistic Data Analysis","DIG - Digital Media"
"DIG6866C","Technical Problem Solving for Animation and Visual Effects","DIG - Digital Media"
"DIG6944C","Game Design Practicum","DIG - Digital Media"
"DIG6947C","Digital Venture Practicum","DIG - Digital Media"
"DIG6971","Thesis","DIG - Digital Media"
"EAB5917","Directed Research","EAB - Experimental Analysis of Behavior"
"EAB5937","Special Topics","EAB - Experimental Analysis of Behavior"
"EAB6909","Research Report","EAB - Experimental Analysis of Behavior"
"EAB6918","Directed Research","EAB - Experimental Analysis of Behavior"
"EAB6938","Special Topics","EAB - Experimental Analysis of Behavior"
"EAS5123","Intermediate Aerodynamics","EAS - Engineering: Aerospace"
"EAS5157","V/Stol Aerodynamics and Performance","EAS - Engineering: Aerospace"
"EAS5211","Aeroelasticity","EAS - Engineering: Aerospace"
"EAS5302","Direct Energy Conversion","EAS - Engineering: Aerospace"
"EAS5315","Rocket Propulsion","EAS - Engineering: Aerospace"
"EAS5407C","Mechatronic Systems","EAS - Engineering: Aerospace"
"EAS5535","Engineering Design for Aerospace Vehicles","EAS - Engineering: Aerospace"
"EAS5917","Directed Research","EAS - Engineering: Aerospace"
"EAS5937","Special Topics","EAS - Engineering: Aerospace"
"EAS6138","Advanced Gas Dynamics","EAS - Engineering: Aerospace"
"EAS6185","Turbulent Flow","EAS - Engineering: Aerospace"
"EAS6222","Non-Destructive Evaluation of Aero-Structures","EAS - Engineering: Aerospace"
"EAS6250","Structural and Dynamic Stability","EAS - Engineering: Aerospace"
"EAS6403C","Attitude Determination and Control","EAS - Engineering: Aerospace"
"EAS6405","Advanced Flight Dynamics","EAS - Engineering: Aerospace"
"EAS6414","Estimation of Dynamical Systems in Aerospace Engineering","EAS - Engineering: Aerospace"
"EAS6415","Guidance, Navigation and Control","EAS - Engineering: Aerospace"
"EAS6507","Topics of Astrodynamics","EAS - Engineering: Aerospace"
"EAS6722","Multidisciplinary Optimization Under Uncertainty","EAS - Engineering: Aerospace"
"EAS6807C","Aerospace Measurements Instrumentation","EAS - Engineering: Aerospace"
"EAS6808","Space Environment and Payload Instrumentation","EAS - Engineering: Aerospace"
"EAS6908","Directed Independent Studies","EAS - Engineering: Aerospace"
"EAS6909","Research Report","EAS - Engineering: Aerospace"
"EAS6918","Directed Research","EAS - Engineering: Aerospace"
"EAS6938","Special Topics","EAS - Engineering: Aerospace"
"EAS7980","Dissertation","EAS - Engineering: Aerospace"
"EBD5917","Directed Research","EBD - Education: Emotional Behavioral Disorders"
"EBD6909","Research Report","EBD - Education: Emotional Behavioral Disorders"
"EBD6918","Directed Research","EBD - Education: Emotional Behavioral Disorders"
"ECM5917","Directed Research","ECM - Engineering: Computer Mathematics"
"ECM5937","Special Topics","ECM - Engineering: Computer Mathematics"
"ECM6308","Current Topics in Parallel Processing","ECM - Engineering: Computer Mathematics"
"ECM6909","Research Report","ECM - Engineering: Computer Mathematics"
"ECM6918","Directed Research","ECM - Engineering: Computer Mathematics"
"ECM6938","Special Topics","ECM - Engineering: Computer Mathematics"
"ECO5442","Introduction to Business Analytics","ECO - Economics"
"ECO5917","Directed Research","ECO - Economics"
"ECO5937","Special Topics","ECO - Economics"
"ECO6115","Economic Analysis of the Firm","ECO - Economics"
"ECO6118","Microeconomic Theory I","ECO - Economics"
"ECO6281","Financial Economics I: Asset Prices, Risk, and Information","ECO - Economics"
"ECO6282","Financial Economics II: Continuous-Time Models","ECO - Economics"
"ECO6315","Seminar in Contemporary Economic Issues","ECO - Economics"
"ECO6403","Mathematical Economics","ECO - Economics"
"ECO6404","Games and Economic Behavior","ECO - Economics"
"ECO6416","Applied Business Research Tools","ECO - Economics"
"ECO6424","Econometrics I","ECO - Economics"
"ECO6445","Data Wrangling","ECO - Economics"
"ECO6909","Research Report","ECO - Economics"
"ECO6918","Directed Research","ECO - Economics"
"ECO6935","Capstone in Business Analytics I","ECO - Economics"
"ECO6936","Capstone in Business Analytics II","ECO - Economics"
"ECO6938","Special Topics","ECO - Economics"
"ECO6949","Cooperative Education in Economics","ECO - Economics"
"ECO7116","Microeconomic Theory II","ECO - Economics"
"ECO7426","Econometrics II","ECO - Economics"
"ECO7919","Research","ECO - Economics"
"ECO7939","Special Topics","ECO - Economics"
"ECP5917","Directed Research","ECP - Economic Problems & Policy"
"ECP5937","Special Topics","ECP - Economic Problems & Policy"
"ECP5957","Study Abroad","ECP - Economic Problems & Policy"
"ECP6909","Research Report","ECP - Economic Problems & Policy"
"ECP6918","Directed Research","ECP - Economic Problems & Policy"
"ECP6938","Special Topics","ECP - Economic Problems & Policy"
"ECP7919","Research","ECP - Economic Problems & Policy"
"ECS5917","Directed Research","ECS - Economic Systems & Development"
"ECS5937","Special Topics","ECS - Economic Systems & Development"
"ECS6909","Research Report","ECS - Economic Systems & Development"
"ECS6918","Directed Research","ECS - Economic Systems & Development"
"ECS6938","Special Topics","ECS - Economic Systems & Development"
"ECT5907","Independent Study","ECT - Education:Career/Technical"
"ECT5917","Directed Research","ECT - Education:Career/Technical"
"ECT5937","Special Topics","ECT - Education:Career/Technical"
"ECT5944","Internship","ECT - Education:Career/Technical"
"ECT5949","Cooperative Education","ECT - Education:Career/Technical"
"ECT5957","Study Abroad","ECT - Education:Career/Technical"
"ECT6791","Research in Career Education","ECT - Education:Career/Technical"
"ECT6792","Research Applications for Workforce Development","ECT - Education:Career/Technical"
"ECT6908","Independent Research","ECT - Education:Career/Technical"
"ECT6909","Research Report","ECT - Education:Career/Technical"
"ECT6918","Directed Research","ECT - Education:Career/Technical"
"ECT6938","Special Topics","ECT - Education:Career/Technical"
"ECT6946","Graduate Internship","ECT - Education:Career/Technical"
"ECT6958","Study Abroad","ECT - Education:Career/Technical"
"ECT6971","Treatise (Thesis or Research Report)","ECT - Education:Career/Technical"
"ECT6973","Thesis Specialist","ECT - Education:Career/Technical"
"ECW5207","Management of Career Education Programs","ECW - Education:Career/Workforce"
"ECW5208","Workforce Development and Training Management","ECW - Education:Career/Workforce"
"ECW5265","Experiential Learning in Career and Workforce Education Programs","ECW - Education:Career/Workforce"
"ECW5561","Student Guidance in the Career/Workforce Program","ECW - Education:Career/Workforce"
"ECW6067","History of Career Education in the United States","ECW - Education:Career/Workforce"
"ECW6105","Career Education Curriculum Planning and Implementation","ECW - Education:Career/Workforce"
"ECW6205","Administration of Local Career Education Programs","ECW - Education:Career/Workforce"
"ECW6206","Supervision in Local Career and Technical Education Programs","ECW - Education:Career/Workforce"
"ECW6268","School, College, and Career Readiness","ECW - Education:Career/Workforce"
"ECW6666","Issues in Career Education","ECW - Education:Career/Workforce"
"ECW6667","Workforce Development Theory to Practice","ECW - Education:Career/Workforce"
"ECW6695","School/Community Relations for Career and Technical Education Programs","ECW - Education:Career/Workforce"
"EDA5917","Directed Research","EDA - Education: Administration"
"EDA5937","Special Topics","EDA - Education: Administration"
"EDA6061","Overview of Instructional Leadership: Theories and Practices","EDA - Education: Administration"
"EDA6062","Leadership in Educational Organizations","EDA - Education: Administration"
"EDA6228","Human Resource Processes in Education","EDA - Education: Administration"
"EDA6232","Legal Aspects of School Operation","EDA - Education: Administration"
"EDA6234","Personnel and Education Related Law","EDA - Education: Administration"
"EDA6240","Financial Affairs and Human Resources in Education","EDA - Education: Administration"
"EDA6246","Basic Education Funding and Management","EDA - Education: Administration"
"EDA6260","Educational Systems Planning and Management","EDA - Education: Administration"
"EDA6275","Digital Leadership and Systems Management","EDA - Education: Administration"
"EDA6300","Community School Administration","EDA - Education: Administration"
"EDA6303","Organizations and the Community","EDA - Education: Administration"
"EDA6423","Leading Data Driven School Improvement","EDA - Education: Administration"
"EDA6502","Instructional Leadership in Schools and School Districts","EDA - Education: Administration"
"EDA6909","Research Report","EDA - Education: Administration"
"EDA6918","Directed Research","EDA - Education: Administration"
"EDA6931","Leading for Change: Contemporary Issues in Educational Leadership","EDA - Education: Administration"
"EDA6932","Issues in Education","EDA - Education: Administration"
"EDA6938","Special Topics","EDA - Education: Administration"
"EDA6939","Seminar in Educational Administration","EDA - Education: Administration"
"EDA6946","Internship","EDA - Education: Administration"
"EDA7101","Organizational Theory in Education","EDA - Education: Administration"
"EDA7192","Educational Leadership","EDA - Education: Administration"
"EDA7193","Instructional Leadership","EDA - Education: Administration"
"EDA7195","Politics, Governance, and Financing of Educational Organizations","EDA - Education: Administration"
"EDA7196","Leadership in a Learning Organization","EDA - Education: Administration"
"EDA7205","Planning, Research, and Evaluation Systems in Educational Administration","EDA - Education: Administration"
"EDA7215","Community Outreach for Educational Leaders","EDA - Education: Administration"
"EDA7224","Human Resource Development in Educational Organizations","EDA - Education: Administration"
"EDA7225","Advanced Legal Studies in Education","EDA - Education: Administration"
"EDA7919","Dissertation Research","EDA - Education: Administration"
"EDA7943","Field Project in Educational Leadership","EDA - Education: Administration"
"EDA7987","Dissertation in Practice","EDA - Education: Administration"
"EDE5917","Directed Research","EDE - Education: Elementary"
"EDE5937","Special Topics","EDE - Education: Elementary"
"EDE6909","Research Report","EDE - Education: Elementary"
"EDE6918","Directed Research","EDE - Education: Elementary"
"EDE6933","Introductory Seminar in Elementary Education","EDE - Education: Elementary"
"EDE6935","Capstone Seminar in Elementary Education","EDE - Education: Elementary"
"EDE6938","Special Topics","EDE - Education: Elementary"
"EDE7919","Research","EDE - Education: Elementary"
"EDF5607","Language, Culture and Pedagogy: Impact and Implications","EDF - Education: Foundations"
"EDF5937","Special Topics","EDF - Education: Foundations"
"EDF6141","Human Intelligence","EDF - Education: Foundations"
"EDF6155","Lifespan Human Development and Learning","EDF - Education: Foundations"
"EDF6206","Challenges of Classroom Diversity","EDF - Education: Foundations"
"EDF6216","Motivation in Learning and Performance","EDF - Education: Foundations"
"EDF6233","Introduction to Action Research and Analysis of Classroom Practice","EDF - Education: Foundations"
"EDF6237","Principles of Learning and Introduction to Classroom Assessment","EDF - Education: Foundations"
"EDF6259","Learning Theories Applied to Leadership in Teaching Practice","EDF - Education: Foundations"
"EDF6401","Statistics for Educational Data","EDF - Education: Foundations"
"EDF6432","Measurement and Evaluation in Education","EDF - Education: Foundations"
"EDF6447","Development and Validation of Educational Tests and Measures","EDF - Education: Foundations"
"EDF6464","Mixed Methods for Evaluation in Educational Settings","EDF - Education: Foundations"
"EDF6472","Data-Driven Decision-Making for Instruction","EDF - Education: Foundations"
"EDF6481","Fundamentals of Graduate Research in Education","EDF - Education: Foundations"
"EDF6486","Research Design in Education","EDF - Education: Foundations"
"EDF6496","Teaching and Learning in Urban Settings","EDF - Education: Foundations"
"EDF6517","Perspectives on Education","EDF - Education: Foundations"
"EDF6635","Capstone: Action Research in Teacher Leadership","EDF - Education: Foundations"
"EDF6725","Critical Issues in the Study of High Needs Populations","EDF - Education: Foundations"
"EDF6727","Critical Analysis of Social, Ethical, Legal, and Safety Issues Related to Education","EDF - Education: Foundations"
"EDF6809","Introduction to Comparative and International Education","EDF - Education: Foundations"
"EDF6855","Equitable Educational Opportunity and Life Chances: A Cross-National Analysis","EDF - Education: Foundations"
"EDF6884","Education as A Cultural Process","EDF - Education: Foundations"
"EDF6886","Multicultural Education","EDF - Education: Foundations"
"EDF6909","Research Report","EDF - Education: Foundations"
"EDF6918","Directed Research","EDF - Education: Foundations"
"EDF6938","ST: Qualitative Research Design","EDF - Education: Foundations"
"EDF6938","Special Topics","EDF - Education: Foundations"
"EDF7403","Quantitative Foundations of Educational Research","EDF - Education: Foundations"
"EDF7405","Quantitative Methods II","EDF - Education: Foundations"
"EDF7406","Multivariate Statistics in Education","EDF - Education: Foundations"
"EDF7407","Research in Educational Leadership 2","EDF - Education: Foundations"
"EDF7408","Research in Educational Leadership 3","EDF - Education: Foundations"
"EDF7410","Application of Nonparametric and Categorical Data Analysis in Education","EDF - Education: Foundations"
"EDF7415","Latent Variable Modeling In Education","EDF - Education: Foundations"
"EDF7427","Psychometrics","EDF - Education: Foundations"
"EDF7457","Data, Assessment, and Accountability","EDF - Education: Foundations"
"EDF7463","Analysis of Survey, Record, and Other Qualitative Data","EDF - Education: Foundations"
"EDF7468","Evaluation of Complex Problems of Practice","EDF - Education: Foundations"
"EDF7471","Research in Educational Leadership I","EDF - Education: Foundations"
"EDF7473","Ethnography in Educational Settings","EDF - Education: Foundations"
"EDF7474","Multilevel Data Analysis In Education","EDF - Education: Foundations"
"EDF7475","Qualitative Research in Education","EDF - Education: Foundations"
"EDF7476","Advanced Research Methods","EDF - Education: Foundations"
"EDF7477","Qualitative Research Design","EDF - Education: Foundations"
"EDF7478","Analysis of Data for Complex Problems of Practice","EDF - Education: Foundations"
"EDF7479","Qualitative Data Analysis","EDF - Education: Foundations"
"EDF7483","Mixed Methods Research in Education","EDF - Education: Foundations"
"EDF7488","Monte Carlo Simulation Research in Education","EDF - Education: Foundations"
"EDF7489","Quantitative Research Synthesis","EDF - Education: Foundations"
"EDF7494","Identifying Complex Problems of Practice","EDF - Education: Foundations"
"EDF7499","Discourse Analysis","EDF - Education: Foundations"
"EDF7916","Analysis and Synthesis of Educational Literature","EDF - Education: Foundations"
"EDF7919","Research","EDF - Education: Foundations"
"EDF7939","Special Topics","EDF - Education: Foundations"
"EDF7947","Internship in Methodology, Measurement, and Analysis","EDF - Education: Foundations"
"EDG5917","Directed Research","EDG - Education: General"
"EDG5937","Special Topics","EDG - Education: General"
"EDG5941","Clinical Practice","EDG - Education: General"
"EDG6223","Curriculum Theory, Organization, and Policy","EDG - Education: General"
"EDG6224","Curriculum Policy Analysis","EDG - Education: General"
"EDG6285","Evaluation of School Programs","EDG - Education: General"
"EDG6329","Quality Teaching Practices","EDG - Education: General"
"EDG6415","Principles of Instruction and Classroom Management","EDG - Education: General"
"EDG6636","Impact of Social Contexts on Teaching and Learning","EDG - Education: General"
"EDG6775","Exploring Global Educational Issues in International Contexts","EDG - Education: General"
"EDG6909","Research Report","EDG - Education: General"
"EDG6918","Directed Research","EDG - Education: General"
"EDG6935","Introductory Seminar in Teacher Leadership","EDG - Education: General"
"EDG6938","Special Topics","EDG - Education: General"
"EDG6940","Graduate Internship","EDG - Education: General"
"EDG7221","Advanced Curriculum Theory","EDG - Education: General"
"EDG7325","Models of Teaching and Instructional Theory","EDG - Education: General"
"EDG7919","Dissertation Research","EDG - Education: General"
"EDG7921","Critical Issues in Teaching, Learning, and Development ","EDG - Education: General"
"EDG7947","Laboratory of Practice","EDG - Education: General"
"EDG7948"," Internship in Teaching, Learning, and Development","EDG - Education: General"
"EDG7951","Professional Scholarship and Grant Writing in Teaching, Learning, and Development ","EDG - Education: General"
"EDG7981","Research in Teaching, Learning and Development ","EDG - Education: General"
"EDG7985","Proposing and Implementing Data-Driven Decisions","EDG - Education: General"
"EDG7987","Dissertation in Practice","EDG - Education: General"
"EDH5917","Directed Research","EDH - Education: Higher"
"EDH5937","Special Topics","EDH - Education: Higher"
"EDH6045","First Year College Experience","EDH - Education: Higher"
"EDH6047","Theories of College Student Development","EDH - Education: Higher"
"EDH6053","The Community College in America","EDH - Education: Higher"
"EDH6065","History and Philosophy of Higher Education","EDH - Education: Higher"
"EDH6081","Contemporary Issues in Colleges","EDH - Education: Higher"
"EDH6105","Retention Strategies in Colleges and Universities","EDH - Education: Higher"
"EDH6204","Leadership in College Organizations","EDH - Education: Higher"
"EDH6215","The College Curriculum","EDH - Education: Higher"
"EDH6305","Teaching and Learning in Colleges and Universities","EDH - Education: Higher"
"EDH6407","Ethical and Legal Issues in Student Personnel","EDH - Education: Higher"
"EDH6505","Finance in Higher Education","EDH - Education: Higher"
"EDH6632","American Professoriate and College Presidency","EDH - Education: Higher"
"EDH6634","Student Personnel Services in Higher Education","EDH - Education: Higher"
"EDH6635","Organization and Administration of Higher Education","EDH - Education: Higher"
"EDH6655","Athletics in the American University","EDH - Education: Higher"
"EDH6656","Academic Success and the Student Athlete","EDH - Education: Higher"
"EDH6909","Research Report","EDH - Education: Higher"
"EDH6918","Directed Research","EDH - Education: Higher"
"EDH6935","Capstone Seminar in College Student Personnel","EDH - Education: Higher"
"EDH6938","Special Topics","EDH - Education: Higher"
"EDH6946","Internship","EDH - Education: Higher"
"EDH6947","Practicum in Student Personnel","EDH - Education: Higher"
"EDH7040","Research on the College Student","EDH - Education: Higher"
"EDH7046","Diversity Issues in Higher Education","EDH - Education: Higher"
"EDH7066","Higher Education: Philosophical/Historical Perspectives","EDH - Education: Higher"
"EDH7207","Curriculum, Instruction, and Distance Learning in Higher Education","EDH - Education: Higher"
"EDH7208","International Perspectives of Higher Education","EDH - Education: Higher"
"EDH7366","Assessment Practices in Higher Education","EDH - Education: Higher"
"EDH7401","Higher Education and Public Policy","EDH - Education: Higher"
"EDH7405","Legal Issues in Higher Education","EDH - Education: Higher"
