"course_code","course_name","description","department","credits"
"ATM OCN/​ENVIR ST  355","INTRODUCTION TO AIR QUALITY","Links chemistry and meteorology to engineering, law, policy, and public health. Presents key ideas in air quality, with focus on reactive pollutants in the outdoor environment, especially gas and particle phase chemicals that react with human tissue to cause sickness and death. Discusses environmental impacts of these pollutants and regulatory approaches for their control in the U.S. and around the world. Indoor air quality will be included. Non-reactive pollutants, especially carbon dioxide, will be compared and contrasted with reactive air pollutants.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 401","TOPICS IN METEOROLOGY","Special topics to be given as the need and opportunity arise.","Atmospheric and Oceanic Sciences (ATM OCN)","2-3 credits."
"ATM OCN 404","METEOROLOGICAL MEASUREMENTS","Practical experience in planning experiment implementation, performing instrument quality control, conducting computational data analysis, and writing and presenting of meteorological and climatological observations in a team setting.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 405","AOS SENIOR CAPSTONE SEMINAR","Provides synthesis and overview. Research on topic of the student's choosing is presented at the end.","Atmospheric and Oceanic Sciences (ATM OCN)","1 credit."
"ATM OCN 425","GLOBAL CLIMATE PROCESSES","Overview of physical processes of the atmosphere and its coupling to the ocean and land. Understanding its seasonal climatology and variability. Synthesis through application of junior AOS core dynamics and physics to quantitatively understand diabatic, transport, and dissipative processes. Examples include global warming, air-ocean coupling, ENSO, ozone hole, tropospheric water and chemistry issues, diurnal to interannual time scales.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 441","RADAR AND SATELLITE METEOROLOGY","Provides necessary knowledge about radar and satellite meteorology.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 452","SYNOPTIC LABORATORY I: THE FRONTAL CYCLONE","Cyclone and frontal theory; case studies illustrating the structure and evolution of the frontal cyclone; diagnostic techniques: interpretation of satellite photographs, preparation of vertical cross sections and isentropic analysis.","Atmospheric and Oceanic Sciences (ATM OCN)","4 credits."
"ATM OCN 453","SYNOPTIC LABORATORY II: MESOSCALE METEOROLOGY","Local wind systems, thunderstorms, mesoscale convection systems, interactions with synoptic scale weather. Analysis, prediction, nowcasting and observation of mesoscale weather, including interpretation of satellite and radar information.","Atmospheric and Oceanic Sciences (ATM OCN)","4 credits."
"ATM OCN 460","FUNDAMENTALS OF PHYSICAL OCEANOGRAPHY","Introduction to the physics and thermodynamics of the ocean. Learn about the the physical characteristics and properties of the ocean and its circulation. Covers the basic equations of motion including the mathematics of Ekman transport, Sverdrup balance, thermal wind balance, ocean heat, salinity, and momentum conservation and budgets, waves, and tides.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN/​ENVIR ST  520","BIOCLIMATOLOGY","How climate systems and biological organisms operate and interact at the global scale and the implications of this for climate change, ecosystem ecology and human land use.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 522","TROPICAL METEOROLOGY","Characteristics of the tropical atmosphere; local and diurnal phenomena; tropical synoptic systems; circulation and energetics; mechanisms of tropical climate variations.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN/​AGRONOMY/​SOIL SCI  532","ENVIRONMENTAL BIOPHYSICS","Plant-environment interactions with particular reference to energy exchanges and water relations. Models are used to provide a quantitative synthesis of information from plant physiology, soil physics, and micrometeorology with some consideration of plant-pest interactions.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 573","COMPUTATIONAL METHODS IN ATMOSPHERIC AND OCEANIC SCIENCES","An introduction to multiple programming languages and technical computing methods used in the Atmospheric and Oceanic Sciences. Data analysis methods and software development for specialized applications related to the field are also highlighted.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 575","CLIMATOLOGICAL ANALYSIS","Mathematical and statistical tools applicable to the investigation of climatological problems; nature and treatment of climatological data.","Atmospheric and Oceanic Sciences (ATM OCN)","3-4 credits."
"ATM OCN 610","GEOPHYSICAL FLUID DYNAMICS I","Basic dynamic concepts: equations of motion, basic approximations, Coriolis force, wave motions, normal modes, gravity waves, frictional turbulence and convective processes, geostrophic adjustment, scaling argument, effects of rotation on wave motions. Vorticity and potential vorticity.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 611","GEOPHYSICAL FLUID DYNAMICS II","Quasi-geostrophic motion, potential vorticity equations, E-P fluxes, Rossby waves, boundary layer processes, wind-driven ocean circulation and western boundary currents, barotropic and baroclinic instability, tropical flows.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 630","INTRODUCTION TO ATMOSPHERIC AND OCEANIC PHYSICS","Covers thermodynamics theory of multiphase systems, thermodynamic analysis of atmosphere, microphysical processes in the atmosphere, atmospheric and oceanic chemical processes, conduction of heat and moisture into the atmosphere from ocean and land surface.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 637","CLOUD PHYSICS","Processes of cloud formation, growth, and dissipation from the standpoint of both the cloud particles and the whole cloud as a dynamic entity.","Atmospheric and Oceanic Sciences (ATM OCN)","3-4 credits."
"ATM OCN 640","RADIATION IN THE ATMOSPHERE AND OCEAN","Introduction to radiation: basic laws, radiative transfer under clear sky conditions, scattering by individual particles, multiple scattering, radiative properties of clouds and aerosols, energy budget, miscellaneous applications.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 660","INTRODUCTION TO PHYSICAL OCEANOGRAPHY","Physical properties of sea water: ocean climatology, water, salt and heat budget, measurements, ocean circulation and water mass of the world ocean, thermocline, thermohaline, equatorial ocean and southern ocean.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 681","SENIOR HONORS THESIS","Individual mentored study for seniors completing theses for Honors in the Major as arranged with a faculty member.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 682","SENIOR HONORS THESIS","Individual mentored study for seniors completing theses for Honors in the Major as arranged with a faculty member.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 691","SENIOR THESIS","Individual mentored study for seniors completing theses, as arranged with a faculty member.","Atmospheric and Oceanic Sciences (ATM OCN)","2-3 credits."
"ATM OCN 692","SENIOR THESIS","Individual mentored study for seniors completing theses, as arranged with a faculty member.","Atmospheric and Oceanic Sciences (ATM OCN)","2-3 credits."
"ATM OCN 698","DIRECTED STUDY","Independent study as arranged with a faculty member.","Atmospheric and Oceanic Sciences (ATM OCN)","1-5 credits."
"ATM OCN 699","DIRECTED STUDY","Independent study as arranged with a faculty member.","Atmospheric and Oceanic Sciences (ATM OCN)","1-5 credits."
"ATM OCN/​CIV ENGR  701","THE CHEMISTRY OF AIR POLLUTION","Covers background and modern research methods for the application of chemical analysis tools to understanding of the origin, composition, and the chemical transformations of pollutants that occur in the atmosphere. Emphasis will be directed at the pollutants impacting human health, climate change, and ecosystem degradation. Approximately half of the course materials will be taken from the scientific literature and will provide the opportunity to advance skills in the critical reading of journal articles. The course is directed at graduate students conducting research and interested in air pollution and environmental chemistry. Gain experiences in presenting scientific research methods and results related to course materials.","Atmospheric and Oceanic Sciences (ATM OCN)","2 credits."
"ATM OCN 705","THE MIDDLE ATMOSPHERE","Dynamics, chemistry and radiation of the stratosphere and mesosphere. Structure and composition. Observing techniques. Gravity, Rossby, and Kelvin waves. Wave-mean flow interaction. Instabilities. Tracer transport. Modeling the middle atmosphere. Ozone layer. Greenhouse effect.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 712","GENERAL CIRCULATION OF THE ATMOSPHERE","The theory of the general circulation with emphasis on the sources, sinks, and transport of mass, angular momentum, and energy that serve to maintain the circumpolar vortex.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 718","DYNAMICS OF MOIST CONVECTIVE SYSTEMS","Governing equations for non-hydrostatic dynamics, mixed phase thermodynamics and microphysics. Cumulus parameterization and scale interactions. Application to theoretical and numerical models of thunderstorms (and attendant weather phenomena) and Mesoscale Convective Systems in the extra tropics and tropics.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN/​ENVIR ST  745","METEOROLOGICAL SATELLITE APPLICATIONS","Use of satellite imagery and measurements in meteorological research and operations; orbital characteristics; navigation; instrumentation.","Atmospheric and Oceanic Sciences (ATM OCN)","2-3 credits."
"ATM OCN/​ENVIR ST/​GEOSCI/​ZOOLOGY  750","PROBLEMS IN OCEANOGRAPHY","Introduction to techniques used in the study of the biology, chemistry, geology, and physics of the marine environment.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 751","THE FRONTAL CYCLONE","Application of fundamental dynamics and thermodynamics to cyclone and frontal theory; case studies illustrating the structure and evolution of the frontal cyclone; diagnostic consideration of vertical motions, frontogenesis and potential inversion; computational analysis of fundamental diagnostic equations, analysis of vertical cross sections.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 753","MESOSCALE METEOROLOGY","Synthesizes the fundamentals of atmospheric dynamics, thermodynamics and microphysics to explain the theory behind the structure, evolution and prediction of microscale, mesoscale and cloud scale weather. Learn the dynamics, and thermodynamics of mesoscale, fogs, cumulus, and severe storms (including tornadoes), mountain meteorology and convective tropical weather systems (including hurricanes and typhoons) and application of multi-scale numerical methods and models for analysis and prediction.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 760","LARGE-SCALE OCEAN-ATMOSPHERE COUPLING","Various aspects of global ocean-atmosphere coupling and climate variability; global surface flux distribution; mixed layer dynamics; tropical dynamics and El Nino and Southern Oscillation; extratropical ocean-atmosphere coupling; interannual to interdecadal climate variability.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 773","BOUNDARY LAYER METEOROLOGY","Observations of and theories for boundary layers, turbulence, spectra, plumes, dust devils, convection, terrain effects, and other phenomena in the lowest 2 km of the atmosphere.","Atmospheric and Oceanic Sciences (ATM OCN)","3 credits."
"ATM OCN 801","TOPICS IN THEORETICAL METEOROLOGY","Advanced level subjects in dynamics, synoptics, climate-dynamics and atmospheric physics including recent advances.","Atmospheric and Oceanic Sciences (ATM OCN)","2-3 credits."
"ATM OCN 810","PRACTICAL TRAINING IN ATMOSPHERIC AND OCEANIC SCIENCES I","Practical training in atmospheric and oceanic sciences. Provides direct, hands-on exposure to careers in the discipline. Includes placement into student-designed or existing internship in atmospheric and oceanic science related companies, agencies, and organizations.","Atmospheric and Oceanic Sciences (ATM OCN)","1 credit."
"ATM OCN 811","PRACTICAL TRAINING IN ATMOSPHERIC AND OCEANIC SCIENCES II","Practical training in atmospheric and oceanic sciences. Provides direct hands-on exposure to careers in the discipline. Continues the internship in atmospheric and oceanic science related companies, agencies, and organizations. Develop a portfolio of items necessary for the American Meteorological Society Certified Consulting Meteorology exam.","Atmospheric and Oceanic Sciences (ATM OCN)","2 credits."
"ATM OCN 900","SEMINAR-METEOROLOGY","Discussion of the philosophy of science, communication, and history of atmospheric and oceanic science topics.","Atmospheric and Oceanic Sciences (ATM OCN)","1-2 credits."
"ATM OCN 901","FOUNDATIONS OF ATMOSPHERIC AND OCEANIC SCIENCES RESEARCH","Discussions on adapting to graduate school and graduate-level research, history and future of discipline, research ethics, issues of diversity and inclusion.","Atmospheric and Oceanic Sciences (ATM OCN)","1 credit."
"ATM OCN 902","SCIENTIFIC COMMUNICATIONS IN THE ATMOSPHERIC AND OCEANIC SCIENCES","Written and oral communication about topics related to graduate research.","Atmospheric and Oceanic Sciences (ATM OCN)","1 credit."
"ATM OCN 903","RESEARCH ADVANCES IN THE ATMOSPHERIC AND OCEANIC SCIENCES","Discussions on philosophy of science, literature review, development of ideas in Atmospheric and Oceanic Sciences, training in proposal writing, and preparation for Ph.D. dissertation proposal in advance of preliminary exam.","Atmospheric and Oceanic Sciences (ATM OCN)","1 credit."
"ATM OCN/​BOTANY/​CIV ENGR/​ENVIR ST/​GEOSCI/​ZOOLOGY  911","LIMNOLOGY AND MARINE SCIENCE SEMINAR","Sections in various fields of zoological research.","Atmospheric and Oceanic Sciences (ATM OCN)","1 credit."
"ATM OCN/​ENVIR ST  925","SEMINAR-CLIMATOLOGY","Historical climatology with emphasis on the last few centuries.","Atmospheric and Oceanic Sciences (ATM OCN)","1-2 credits."
"ATM OCN/​AGRONOMY/​BOTANY/​ENTOM/​ENVIR ST/​F&W ECOL/​GEOG/​ZOOLOGY  953","INTRODUCTION TO ECOLOGY RESEARCH AT UW-MADISON","Introduces new graduate students to the diversity of ecologists across the UW-Madison campus. Includes discussions of key topics in professional development, research presentations by faculty members, and discussions of assigned papers with senior graduate students.","Atmospheric and Oceanic Sciences (ATM OCN)","1-2 credits."
"ATM OCN 965","SEMINAR-OCEANOGRAPHY","Advanced topics in oceanography.","Atmospheric and Oceanic Sciences (ATM OCN)","1-2 credits."
"ATM OCN/​BOTANY/​ENVIR ST/​F&W ECOL/​GEOG/​GEOSCI/​ZOOLOGY  980","EARTH SYSTEM SCIENCE SEMINAR","Topics in earth system science. Emphasis on the coupling between atmospheric, oceanic and land surface systems, involving physical geochemical and biological processes, and including interactions with human systems.","Atmospheric and Oceanic Sciences (ATM OCN)","1 credit."
"ATM OCN 990","RESEARCH","Research with atmospheric and oceanic science faculty advisors.","Atmospheric and Oceanic Sciences (ATM OCN)","1-12 credits."
"ATM OCN 999","ADVANCED INDEPENDENT STUDY","Advanced independent study as arranged with a faculty member.","Atmospheric and Oceanic Sciences (ATM OCN)","1-6 credits."
"BIOCHEM 100","BIOCHEMISTRY FRESHMAN SEMINAR","Introduction to the discipline of biochemistry, to the UW Biochemistry Department, to some of the research projects the faculty are pursuing, to the University, and to the career options open to an individual with a biochemistry background.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM 104","MOLECULES TO LIFE AND THE NATURE OF SCIENCE","Introduction to how life works at a molecular level and the evolutionary paths that led to the great diversity of life on our planet. With this foundation, discuss current topics in the news such as: exploring the human genome to understand our species' history and to diagnose and treat disease; genetic engineering of crops in relation to foods safety and effects on ecosystems; gene editing of insects and mammals including humans; how to determine whether herbal remedies, vaccines, etc. are effective and safe; and current trends in biotechnology and what might be on the horizon. Focus on appreciating the nature of science and becoming better equipped to explore and evaluate scientific topics of interest.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 207","ENGINEERING BACTERIOPHAGE LABORATORY","Introduces the lab skills and techniques used in biochemistry and molecular biology laboratories. Engineer mutants of the T7 bacteriophage and test the virulence of the bacteriophages on various bacterial strains. Integrate biochemistry, molecular biology, microbiology, genetics, and basic laboratory techniques.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM 289","HONORS INDEPENDENT STUDY","Research work for Honors students under direct guidance of a Biochemistry faculty member.  Students are responsible for arranging the work and credits with the supervising instructor.","Biochemistry (BIOCHEM)","1-2 credits."
"BIOCHEM 299","INDEPENDENT STUDY","Research work for students under direct guidance of a Biochemistry faculty member.  Students are responsible for arranging the work and credits with the supervising instructor.","Biochemistry (BIOCHEM)","1-3 credits."
"BIOCHEM 301","SURVEY OF BIOCHEMISTRY","Explore the basic chemical properties of proteins, lipids, carbohydrates, and nucleic acids. Topics to be discussed include protein structure and function, the chemical logic of metabolism, and the mechanisms of DNA replication, DNA transcription, DNA repair, and gene expression. Understand principles and themes in biochemistry that relate to metabolic diseases, drug design, virus infection and vaccination, and gene therapy. Does not cover the foundational material necessary to succeed in additional biochemistry coursework, and is not likely to be acceptable for medical or veterinary school admission.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 375","SPECIAL TOPICS","Examines various special topics in biochemistry. Topics and content will vary each semester and by section of the course.","Biochemistry (BIOCHEM)","1-4 credits."
"BIOCHEM 399","COORDINATIVE INTERNSHIP/COOPERATIVE EDUCATION","An internship under guidance of a faculty or instructional academic staff member in Biochemistry and internship site supervisor. Students are responsible for arranging the work and credits with the faculty or instructional academic staff member and the internship site supervisor.","Biochemistry (BIOCHEM)","1-8 credits."
"BIOCHEM 400","STUDY ABROAD IN BIOCHEMISTRY","Provides an area equivalency for courses taken on Madison Study Abroad Programs that do not equate to existing UW courses. Enrollment in a UW-Madison resident study abroad program","Biochemistry (BIOCHEM)","1-6 credits."
"BIOCHEM 501","INTRODUCTION TO BIOCHEMISTRY","Chemistry, nutrition, and metabolism of biological systems.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 507","GENERAL BIOCHEMISTRY I","Chemistry of biological materials, intermediary metabolism and protein structure.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 508","GENERAL BIOCHEMISTRY II","Biosynthesis of biological molecules, signal transduction mechanisms, chemistry and metabolism of nucleic acids, protein synthesis, and molecular and cellular biology.","Biochemistry (BIOCHEM)","3-4 credits."
"BIOCHEM/​NUTR SCI  510","NUTRITIONAL BIOCHEMISTRY AND METABOLISM","Lectures in nutrition with a substantial background in biochemistry. Emphasis on biochemical and physiological fundamentals of nutrition. Discussion of protein, fat, carbohydrate, energy, minerals and vitamins and their roles and interrelationships in nutrition and metabolism.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 551","BIOCHEMICAL METHODS","Introduction to modern biochemical laboratory techniques and current biochemical literature. Includes student seminar presentations based upon scientific literature that parallels experiments performed in the lab.","Biochemistry (BIOCHEM)","4 credits."
"BIOCHEM/​NUTR SCI  560","PRINCIPLES OF HUMAN DISEASE AND BIOTECHNOLOGY","Covers basic and applied biochemical principles related to human disease. Topics such as: cancer, including cell cycle regulation, oncogenes and tumor suppressors, and cellular metabolism; metabolic disorders, including cardiovascular disease, metabolic syndrome, and diabetes;  biotechnology, including metabolomics, CRISPR-based genetic screens, and experimental models of human disease.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM/​M M & I  575","BIOLOGY OF VIRUSES","Broad coverage of animal virology taught at molecular level. Topics include virus structure, viral replication/lifecycle, aspects of pathogenesis and prevention.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM 601","PROTEIN AND ENZYME STRUCTURE AND FUNCTION","Protein structure and dynamics. Protein folding. Physical organic chemistry of enzymatic catalysis. Analysis of enzyme kinetics and receptor-ligand interactions. Enzymatic reaction mechanisms.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM/​B M I/​BMOLCHEM/​MATH  609","MATHEMATICAL METHODS FOR SYSTEMS BIOLOGY","Provides a rigorous foundation for mathematical modeling of biological systems. Mathematical techniques include dynamical systems and differential equations. Applications to biological pathways, including understanding of bistability within chemical reaction systems, are emphasized.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM/​GENETICS/​MICROBIO  612","PROKARYOTIC MOLECULAR BIOLOGY","Molecular basis of bacterial physiology and genetics with emphasis on molecular mechanisms; topics include nucleic acid-protein interactions, transcription, translation, replication, recombination, regulation of gene expression.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM/​NUTR SCI  619","ADVANCED NUTRITION: INTERMEDIARY METABOLISM OF MACRONUTRIENTS","Principles underlying the control of metabolism as it applies to macronutrients. Discusses advanced aspects of metabolic control. Metabolism of protein and amino acids, fat, and carbohydrate. Discusses fuel sensing and metabolism in disease.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM/​GENETICS/​MD GENET  620","EUKARYOTIC MOLECULAR BIOLOGY","Focuses on the basic molecular mechanisms that regulate DNA, RNA, and protein metabolism in eukaryotic organisms.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM/​BOTANY  621","PLANT BIOCHEMISTRY","Biochemistry of photosynthesis, respiration, cell walls, and other metabolic and biosynthetic processes in plants.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 625","MECHANISMS OF ACTION OF VITAMINS AND MINERALS","Emphasizes the importance of coenzyme and cofactors of enzymes (i.e., vitamins and minerals) in biochemistry. All aspects of the biochemistry of coenzymes will be covered, including their biosynthesis as far as is known, the biochemical reactions they catalyze, their chemical and spectroscopic properties, and the mechanisms by which they facilitate biochemical reactions.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM/​GENETICS  631","PLANT GENETICS AND DEVELOPMENT","Covers the basic concepts of genetics and genomics as applied to plants and their development, including discussions on breeding systems (modes of reproduction, sex determination, self incompatibility and crossing barriers), linkage analysis, genome structure and function (structure, function and evolution of nuclear and organellar chromosomes; haploidy and polyploidy; expression regulation and epigenetics), along with a description of current methodologies used in the analysis of these processes within the context of plant development. The objective is to instigate a broader knowledge and understanding of the principles and methodologies used in plant genetics and their applications in investigations of the molecular mechanisms that modulate plant development.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM/​NUTR SCI  645","MOLECULAR CONTROL OF METABOLISM AND METABOLIC DISEASE","Examination of various physiological states and how they affect metabolic pathways. Discussion of a number of special topics related to the unique roles of various tissues and to metabolic pathways in disease states, including adipocyte biology, beta-cell biology, epigenetics, inflammation, and aging related diseases.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 681","SENIOR HONORS THESIS","First semester of individual study for undergraduate students in an Honors program completing a thesis in the area of Biochemistry, as arranged with a Biochemistry faculty member.","Biochemistry (BIOCHEM)","2-4 credits."
"BIOCHEM 682","SENIOR HONORS THESIS","Second semester of individual study for undergraduate students in an Honors program completing a thesis in the area of Biochemistry, as arranged with a Biochemistry faculty member.","Biochemistry (BIOCHEM)","2-4 credits."
"BIOCHEM 691","SENIOR THESIS","First semester of individual study for undergraduate students completing a thesis in the area of Biochemistry, as arranged with a Biochemistry faculty member.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM 692","SENIOR THESIS","Second semester of individual study for undergraduate students completing a thesis in the area of Biochemistry, as arranged with a Biochemistry faculty member.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM 699","SPECIAL PROBLEMS","Provides academic credit for research, library, and/or laboratory work under direct guidance of a faculty member. Students are responsible for arranging the work and credits with the supervising faculty member.","Biochemistry (BIOCHEM)","1-4 credits."
"BIOCHEM/​BMOLCHEM  701","RESPONSIBLE CONDUCT IN BIOSCIENCE RESEARCH","Introductory training in the practical aspects of being a graduate-level scientist and the professional standards and expectations of ethical researchers. Covers a wide variety of professional development topics, including choosing a research laboratory and a thesis mentor, transitioning to self-education, managing stress in graduate school, and the importance of diversity in science. Ethics topics include conflicts of interest, the protection of human subjects, the welfare of laboratory animals and workers, safe laboratory spaces, mentor and mentee responsibilities, collaborative research, peer review, data acquisition and data management practices, research misconduct, responsible authorship and publication, contemporary ethical issues in biomedical research, and the roles of responsible scientists in society. Covers all NIH-recommended topics for Responsible Conduct of Research, thus meeting the requirements for trainees involved in NIH-sponsored research programs.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM/​CHEM  704","CHEMICAL BIOLOGY","Chemistry and biology of proteins, nucleic acids and carbohydrates; application of organic chemistry to problems in cell biology, biotechnology, and biomedicine.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 719","FROM ATOMS TO MOLECULES","Topics covered include protein structure and folding, protein dynamics, biological catalysis, membrane structure and assembly, nucleic acid structure and folding, and bioenergetics. Each topic includes discussion of the primary literature, hypothesis generation, experimental design, data, analysis and interpretation underlying the facts in the textbook.  Supports transition from undergraduate consumers of knowledge to graduate students and future independent scientists who will discover and add new knowledge.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM 721","BIOCHEMICAL COMMUNICATION","Introduction to written and visual communication of biochemical research, both to other scientists and to general audiences, including: how to recognize and adapt work to different audiences; how to construct a scientific argument and the different strategies used for research reports, reviews, and proposals; and how to create figures and posters that clearly convey scientific data and concepts. Learn about the peer review process and revision of scientific writing. An intensive writing component, which requires multiple written and visual documentation on topics related to thesis research.","Biochemistry (BIOCHEM)","2 credits."
"BIOCHEM 729","ADVANCED TOPICS","Specialized subjects of current interest.","Biochemistry (BIOCHEM)","1-3 credits."
"BIOCHEM/​BOTANY/​GENETICS  840","REGULATORY MECHANISMS IN PLANT DEVELOPMENT","Molecular mechanisms whereby endogenous and environmental regulatory factors control development; emphasis on stimulus perception and primary events in the signal chain leading to modulated gene expression and cellular development.","Biochemistry (BIOCHEM)","3 credits."
"BIOCHEM/​CHEM  872","SELECTED TOPICS IN MACROMOLECULAR AND BIOPHYSICAL CHEMISTRY","Various selected topics in contemporary macromolecular or biophysical chemistry.","Biochemistry (BIOCHEM)","1-3 credits."
"BIOCHEM/​NUTR SCI  901","SEMINAR-NUTRITION AND METABOLISM (ADVANCED)","Presentation of original research results; discussion of recent articles in animal metabolism and nutrition.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM 910","SEMINAR-MOLECULAR VIROLOGY (ADVANCED)","Research reports, special topics, and reports from recent literature in molecular virology.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM/​BMOLCHEM  913","SEMINAR-RIBOGROUP (ADVANCED)","Student-led discussions of RNA-related problems.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM/​B M E/​B M I/​CBE/​COMP SCI/​GENETICS  915","COMPUTATION AND INFORMATICS IN BIOLOGY AND MEDICINE","Participants and outside speakers will discuss current research in computation and informatics in biology and medicine. This seminar is required of all CIBM program trainees.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM 916","CELLULAR MECHANISMS OF PROTEIN BIOGENESIS AND TRAFFICKING","Recent literature relating to cellular aspects of the regulation of protein biogenesis including protein synthesis, folding, modification, degradation and trafficking, as well as function of molecular chaperones, will be presented and discussed.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM/​MICROBIO  917","REGULATION OF GENE EXPRESSION (ADVANCED SEMINAR)","Analysis of recent literature in topics related to prokaryotic and eukaryotic gene regulation, including regulation of transcription, translation, and genome organization.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM/​CHEM  918","SINGLE MOLECULE APPROACHES TO BIOLOGY","A combination of recent literature and original research presentations relating to the use of single molecule techniques in biochemistry including fluorescence microscopy, tethered particle motion, patch-clamping, cryo-electron microscopy, optical trapping, magnetic tweezers, and super resolution microscopy.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM 919","SYNTHETIC BIOLOGY SEMINAR","Synthetic biology is a burgeoning field encompassing understanding and designing biological systems spanning from biomolecules to ecosystems. It builds on advances in molecular and cellular technologies to revolutionize biological engineering in the same way that organic synthesis transformed chemistry and integrated circuit design transformed computing. Synthetic biology has the potential to address many of society's grand challenges including: understanding human disease, sustainable biomanufacturing, medical diagnostics and therapeutics, programming mammalian cell behaviors, engineering living materials, information storage, carbon sequestration, and energy generation. Latest advances in the field will be reviewed by covering literature including but not limited to biomolecular design, sequence-structure-function relationship, regulatory and signaling networks, metabolic engineering, interactions in microbial communities, cell-based therapeutics and genome design.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM 924","MEMBRANE PROTEIN STRUCTURE AND FUNCTION","Membrane proteins comprise over a fourth of proteins encoded in any given genome, providing many vital functions to all cells. For example, ion channels and pumps modulate the membrane potential and help conduct information via nerves and other long distance conducting tissue. Transporters mediate the uptake and secretion of molecules. Receptors, such as G protein coupled receptors and receptor protein kinases, transfer information about the environment to the inside of the cell. Membrane proteins also contribute to the shape of the cell, the structure of the membrane and a myriad of other functions.  Structure/function relationships for this critical class of proteins are discussed, addressing questions such as ""how do membrane proteins fold?"", ""how do certain important classes of membrane proteins work?"", ""what are the challenges in studying membrane proteins"" and ""what methods are available for studying their biophysical properties?""","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM/​CBE  932","BIOTECHNOLOGY TRAINING PROGRAM SEMINAR","Biotechnology Training Program trainees will present their research for critical review by audience.","Biochemistry (BIOCHEM)","1 credit."
"BIOCHEM/​CHEM  945","SEMINAR-CHEMICAL BIOLOGY (ADVANCED)","Presentations and discussions of recently published research in chemical biology and related areas.","Biochemistry (BIOCHEM)","1 credit."
