"course_code","course_name","credits","college_name","department","description"
"BIOL 3456","Human Anatomy and Physiology with Lab II","4 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3456   Continuation of the comprehensive study of the basic principles of human physiology in conjunction with a detailed, model-based human anatomy laboratory and computer-assisted physiology experiments. Endocrine, cardiovascular, respiratory, digestive, renal, and reproductive systems are examined. Lab fee of $30 required. Prerequisite: BIOL 3455 or equivalent. (3-3) S"
"BIOL 3461","Biochemistry I","4 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3461   Structures and chemical properties of amino acids; protein purification and characterization; protein structure and thermodynamics of polypeptide chain folding; catalytic mechanisms, kinetics, and regulation of enzymes; energetics of biochemical reactions; generation and storage of metabolic energy associated with carbohydrates; oxidative phosphorylation and electron transport mechanisms; photosynthesis. Problem solving methodology in biochemistry; discussion of recent advances in areas related to the subject matter. Prerequisites: (CHEM 2323 or equivalent) and (CHEM 2325 or equivalent). (Same as CHEM 3461) (4-0) S"
"BIOL 3462","Biochemistry II","4 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3462   Breakdown and synthesis of lipids; membrane structure and function; nitrogen metabolism and fixation; nucleotide metabolism; structure and properties of nucleic acids; sequencing and genetic engineering; replication, transcription, and translation; chromosome structure; hormone action; biochemical basis of certain pathological processes. Problem-solving methodology in biochemistry; discussion of recent advances in areas related to the subject matter. Prerequisite: BIOL 3461 or CHEM 3461 or equivalent, or instructor consent required. (Same as CHEM 3462) (4-0) S"
"BIOL 3520","General Microbiology with Lab","5 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3520   Majors course in general microbiology. Lectures include topics recommended by the Education Division of the American Society for Microbiology: microbial structure, diversity, growth and growth control, metabolism, genetics, and gene regulation. Among additional topics covered are virology, immunology and microbial diseases (plant and animal) including epidemiology, transmission, and host-microbe interactions. The laboratory focuses on developing laboratory skills in classical microbiology by the individual student. Exercises include various staining and pure culture techniques, biochemical and other in vitro testing, as well as isolation and identification of unknown organisms. Lab fee of $30 required. Prerequisites: (BIOL 2281 or CHEM 2401 or equivalent) and (BIOL 2311 and BIOL 2312) or equivalent and CHEM 2323. (2-3) Y"
"BIOL 3V00","Topics in Biological Sciences","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V00   May be repeated as topics vary (9 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. A fee of up to $200 may be required depending on topic. Prerequisites: (BIOL 2281 or CHEM 2401 or equivalent) and BIOL 2311 and BIOL 2312 or equivalent. ([1-6]-0) S"
"BIOL 3V01","Topics in Biological Sciences with Lab","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V01   May be repeated as topics vary (6 semester credit hours maximum). Lab fee of $30 required. Additional prerequisites may be required depending on the specific course topic. Prerequisites: (BIOL 2281 or CHEM 2401 or equivalent) and BIOL 2311 and BIOL 2312 or equivalent. ([1-5]-[1-5]) R"
"BIOL 3V15","Research Practicum for UT-PACT","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V15   Students in the UT-PACT program participate in clinical or biomedical research projects under the joint supervision of UT Southwestern faculty and UT Dallas UT-PACT program coordinator. Students receive training in relevant research methodology and research ethics prior to placement in clinical settings. Consult with UT-PACT program coordinator prior to enrollment for information on prerequisites and minimum on-site hours. May be repeated for credit. (9 semester credit hours maximum). UT-PACT program coordinator consent required. ([1-6]-0) S"
"BIOL 3V40","Topics in Molecular and Cell Biology","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V40   May be repeated as topics vary (9 semester credit hours maximum). Lab fee of $30 required. Additional prerequisites may be required depending on the specific course topic. Prerequisites: (BIOL 2281 or CHEM 2401 or equivalent) and BIOL 2311 and BIOL 2312 or equivalent. ([1-6]-[0-5]) S"
"BIOL 3V81","Clinical Medicine I","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V81   Clinical Medicine is a component of the UT Partnership in Advancing Clinical Transition (UT PACT) program that addresses clinical competencies in the medical profession, including communication skills, professional identity formation, interprofessional teamwork, and medical ethics. Students participate in small group sessions, clinical preceptorships, and hospital rotations at UT Southwestern Medical Center. Enrollment is limited to students who have completed at least one year of the UT PACT Program. Credit/No Credit only. UT PACT advisor consent required. Lab fee of $30 required. ([1-6]-[1-9]) Y"
"BIOL 3V82","Clinical Medicine II","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V82   Clinical Medicine II addresses clinical competencies in the medical profession, building on skills already addressed in Clinical Medicine I and other parts of the UT Partnership in Advancing Clinical Transition (UT PACT) curriculum. Topics to be addressed include the application of basic science to clinical practice, interpersonal skills in medicine, cultural competency, and professionalism and medical ethics in clinical settings. Students participate in small group sessions and clinical preceptorships and rotations at UT Southwestern Medical Center. Enrollment is limited to students who have completed their second year in the UT PACT Program. Credit/No Credit only. UT PACT advisor consent required. Lab fee of $30 required. Prerequisite: BIOL 3V81. ([1-6]-[1-9]) Y"
"BIOL 3V83","Clinical Medicine III","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V83   Clinical Medicine III is a continuation of Clinical Medicine I and II that is offered to students in the UT Partnership in Advancing Clinical Transition (UT PACT) program, to be taken during students' third academic year at UT Dallas. Enrollment is limited to students who have completed Clinical Medicine I and II, and at least two years of the UT PACT Program. UT PACT advisor consent required. Lab fee of $30 required. ([1-6]-[1-9]) Y"
"BIOL 3V84","Clinical Medicine IV","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V84   Clinical Medicine IV is a continuation of Clinical Medicine I, II, and III that is offered to students in the UT Partnership in Advancing Clinical Transition (UT PACT) program to be taken during students' third academic year at UT Dallas. Enrollment is limited to students who have completed Clinical Medicine I, II, and III, and at least two years of the UT PACT Program. Credit/No Credit only. UT PACT advisor consent required. Lab fee of $30 required. ([1-6]-[1-9]) Y"
"BIOL 3V90","Undergraduate Readings in Biology","1-3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V90   Subject and scope to be determined on an individual basis. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required depending on the specific course topic. ([1-3]-0) S"
"BIOL 3V91","Undergraduate Research in Biology","1-3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V91   Subject and scope to be determined on an individual basis. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required depending on the specific course topic. ([1-3]-0) S"
"BIOL 3V93","Undergraduate Research in Biochemistry","1-3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V93   Subject and scope to be determined on an individual basis. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required depending on the specific course topic. ([1-3]-0) S"
"BIOL 3V94","Topics in Biology: Individual Instruction","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V94   Individual study under a faculty member's direction. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required depending on the specific course topic. ([1-6]-0) S"
"BIOL 3V96","Undergraduate Research in Molecular and Cell Biology","1-3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 3V96   Subject and scope to be determined on an individual basis. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required depending on the specific course topic. ([1-3]-0) S"
"BIOL 4002","Undergraduate TA Apprenticeship","0 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4002   Development and practice of teaching skills in the classroom and laboratory in the biological sciences. Credit/No Credit only. May be repeated for credit. Instructor consent required. (0-0) R"
"BIOL 4302","TA Apprenticeship","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4302   Development and practice of teaching skills in the classroom and laboratory in the biological sciences. May be repeated only once for credit (6 semester credit hours maximum). Instructor consent required. (3-0) S"
"BIOL 4305","Molecular Evolution","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4305   This course describes principles and models of evolutionary theory at the molecular level. It focuses primarily on the evolution of nucleotide sequences including genes, pseudogenes, and genomes as well as amino acid sequences used to study the evolution of proteins, protein complexes, and interactions. Phylogenetics and current leading quantitative models of sequence evolution are discussed in detail. Recent methods on amino acid evolution and its connections to molecular structure and function are also studied. Relevant examples of molecular evolution presented in this course include protein interactions, signaling networks, and viral evolution. Students learn computational tools and algorithms used to study evolution at the molecular level and work on a proposal-like research project applying tools and concepts learned in class to investigate new research questions in their area of specialization. Prerequisites: BIOL 3401 and BIOL 3402 or equivalents. (3-0) S"
"BIOL 4308","Developmental Biology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4308   Molecular mechanisms controlling development in eukaryotes, with emphasis on the early stages of morphogenesis. Prerequisites: (BIOL 3401 or equivalent) and (BIOL 3461 or CHEM 3461 or equivalent), or instructor consent required. (3-0) R"
"BIOL 4310","Cellular Microbiology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4310   The course covers topics related to pathogenesis of infectious diseases in the context of host cell properties. It introduces various human pathogens and describes their virulence, and explores the evolutionary aspects of how pathogens interact with their host cells and how host cells defend themselves against invading microorganisms. Topics include bacterial toxins and secretion mechanisms, virus infections, microbial invasion and intracellular parasitism, manipulation of host cell functions and induction of cell death by pathogens, innate and acquired defense mechanisms of the host, inflammation, sepsis, and advances of microbial genomics involving human microbiome, vaccines, and anti-infectives. The course aims to complement the scientific knowledge and principles established in cell biology, medical microbiology, and immunology with appropriate relevance to clinical applications involving parasitology and infectious disease control. Prerequisite: BIOL 2311. (3-0) Y"
"BIOL 4317","Cellular and Molecular Medicine of Human Diseases","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4317   This course is designed to provide upper level undergraduate students with current understandings of and experimental approaches (e.g. animal models) to human diseases with emphasis on cellular and molecular basis of cancer, metabolic diseases, inflammation, and tissue injuries. Students will become aware of the most recent advancements in biomedical research and the contributions of various animal models to basic and clinical studies. Students are also expected to acquire the necessary skills to interpret and present recent landmark research articles. Sessions include lectures, seminars from invited guest lecturers, and journal article presentations. Prerequisites: (BIOL 3401 and BIOL 3402 and BIOL 3461) or instructor consent required. (3-0) R"
"BIOL 4325","Nutrition and Metabolism","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4325   This course examines nutrient utilization and requirements with an emphasis on multifaceted links between diet, health, genetics, microbiome, and diseases. The course intends to support studies towards medicine, health professions, biomedical research, and biotechnology. Topics cover the basis of nutritional physiological phenomena and metabolic hemostasis in the context of human development, aging, exercise, health, and diseases. Integration of energy metabolism and physiological requirements concerning macronutrients and major vitamins and minerals as well as benefits of potentially-protective compounds in food are reviewed. How unbalanced intake of nutrients contributes to the initiation, development, and severity of various chronic diseases, including coronary heart disease, atherosclerosis, lipidemia, hypertension, diabetes, obesity, osteoporosis, thyroid disorders, immune dysfunction, inflammatory conditions, cancer, and dysbiosis are discussed with relevance to clinical nutrition and public health. The course also introduces the fields of microbiomics, nutrigenomics, nutrigenetics, and chrononutrition to explore evolving concepts concerning the influence of diet on intestinal microbiota and the effect of foods and sleep on metabolism and genes. Prerequisite or Corequisite: BIOL 3461 or equivalent. (3-0) S"
"BIOL 4330","Advanced Research in Molecular and Cell Biology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4330   This course aims to show students how to carry out original research and to teach them some practical approaches and techniques used in a research laboratory. Advanced research approaches and techniques will be used to investigate fundamental molecular and cellular processes in eukaryotic cells and organisms. Practical skills that will be taught and applied include the following: growth and monitoring of bacterial and yeast cultures, plasmid DNA isolation, restriction digest analysis, DNA cloning, polymerase chain reaction (PCR), bacterial and yeast transformation with DNA. Advanced techniques include fluorescent microscopy, beta-galactosidase, and fluorescent reporter assays, cancer cell cultures, protein extraction, protein purification, and immunohistochemistry. Lab fee of $30 required. Prerequisites: (BIOL 2281 or CHEM 2401 or equivalent) and BIOL 2311 and CHEM 2125. (1-5) S"
"BIOL 4337","Seminal Papers in Biology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4337   Theoretical and experimental papers in selected areas of biology will be discussed in a senior seminar format. The historical and biographical context of the papers and their authors will also be explored. The areas to be covered in any semester will vary with the instructor. Each student is expected to make an oral presentation and to prepare a written paper. Prerequisites: (BIOL 3401 and BIOL 3402) and (BIOL 3461 or CHEM 3461) and (BIOL 3462 or CHEM 3462) or equivalents. (3-0) S"
"BIOL 4341","Genomics","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4341   Fundamentals of how the human genome sequence was acquired and the impact of the human genome era on biomedical research, medical care and genetic testing. Also covered is the impact new tools such as DNA microarray, real time PCR, mass spectrometry and bioinformatics will have on approaches to how scientific questions are investigated. The class will be a mixture of didactic lectures and paper presentations on examples of applied genomics. There will be two computer-based labs where students will perform online bioinformatics and data mining using the NCBI public database. Prerequisite: (BIOL 3401 or equivalent) with a grade of C or better. (3-0) T"
"BIOL 4345","Immunobiology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4345   Interactions of antigens and antibodies. Fine structure of antibodies. Tissues and cells of the immune system. Response of B and T lymphocytes to antigens. Cellular interactions in humoral and cell-mediated immunity. Genetic basis of antibody diversity. Immunity and infectious diseases. Suggested additional preparation: BIOL 3402. Prerequisites: CHEM 2323 and CHEM 2325. (3-0) T"
"BIOL 4350","Medical Microbiology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4350   This course will cover the methods used for identification of pathogenic organisms and the study of these organisms in relation to their disease process in humans. We will also cover at the molecular level important concepts such as microbial virulence, the control of bacterial growth, and host responses to infection. Prerequisite: (BIOL 3401 or equivalent) or BIOL 3520 or (BIOL 3303 and BIOL 3203). (3-0) R"
"BIOL 4353","Molecular Biology of HIV/AIDS","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4353   Topics include a discussion of the history and epidemiology of AIDS, the likely origins of human immunodeficiency virus (HIV), and the molecular and cell biology of HIV replication. The cell biological basis of the immunodeficiency induced by HIV infection is examined, as well as that of common accompanying pathologies such as Kaposi's sarcoma. The molecular basis of a variety of existing and potential anti-viral therapies is considered. Suggested prerequisite: BIOL 3402. (3-0) T"
"BIOL 4356","Molecular Neuropathology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4356   Molecular Neuropathology course offers a 360 degree view on neurological diseases and the underlying molecular causes. In this course, we will be looking at the pathology of the brain and CNS in various diseases. Following a look at the pathology, we will dive into the molecular aspects of the same diseases looking at it from the genetic and protein structure-function point of view. We love an open class format and enjoy discussions on the various topics on the syllabus. Prerequisites: BIOL 3401 and BIOL 3402 and (BIOL 3461 or CHEM 3461) or their equivalents or instructor consent required. (3-0) S"
"BIOL 4357","Molecular Neuropathology II","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4357   Molecular Neuropathology course offers a 360 degree view on neurological diseases and the underlying molecular causes. In this course, we will be looking at the pathology of the brain and CNS in various diseases. Following a look at the pathology, we will dive into the molecular aspects of the same diseases looking at it from the genetic and protein structure-function point of view. We love an open class format and enjoy discussions on the various topics on the syllabus. Prerequisites: BIOL 3401 and BIOL 3402 and (BIOL 3461 or CHEM 3461) or their equivalents or instructor consent required. (3-0) Y"
"BIOL 4360","Evolution and Development","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4360   The objective of the course is to integrate evolutionary biology and developmental biology into a common framework, focusing on the evolution of developmental pathways as a basis for the evolution of animal morphology. This is a reading intensive course with a heavy focus on scientific research. Prerequisite or Corequisite: BIOL 3401 or equivalent. (3-0) S"
"BIOL 4365","Advanced Human Physiology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4365   Function and integration of human organ systems. The role of these systems in the adaptation of humans to, and their interaction with, the environment. Maintenance and perturbation of homeostasis. Pathophysiological basis of certain diseases. Prerequisite: BIOL 3402 or equivalent or instructor consent required. (3-0) R"
"BIOL 4366","Molecular Biology of Cancer","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4366   Cancer biology and anti-cancer therapeutics are among the most rapidly advancing fields in life sciences. This course aims to teach the latest knowledge germane to the molecular biology of cancer. The following areas of cancer molecular biology will be covered: oncogenes, tumor suppressor genes and functions, metastasis, angiogenesis, tumor metabolism, tumor microenvironment, tumor immunology and immunotherapy, clonal evolution and tumor heterogeneity, tumor hypoxia and therapy resistance. Students will also read and discuss the primary literature in this field. Prerequisite: BIOL 3402 or equivalent. (3-0) T"
"BIOL 4371","General and Molecular Virology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4371   What is a virus? What is the basis of virus/host specificity? How do viruses replicate? This course will cover virus structure, classification, gene expression, and replication. Once we have covered the basics using a few select model systems, we will consider selected groups of viruses from each of the three domains of life and discuss in detail virus replication from attachment to release of progeny virions (and/or alternative fates such as lysogeny, abortive infections and others). This course is designed for upper level undergraduate students who have a firm grasp on the basics of Central Dogma: transcription, translation, replication, as well as a background in bacteriology and eukaryotic cell biology. BIOL 3402 is recommended but not required. Prerequisites: BIOL 2311 and BIOL 2312. (3-0) Y"
"BIOL 4380","Cell and Molecular Biology Laboratory","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4380   Current techniques that are utilized in a modern molecular biology research laboratory. Practical skills taught include monitoring bacterial growth, phenotype testing, plasmid isolation, restriction digest analysis, DNA cloning, and DNA fingerprinting using the polymerase chain reaction (PCR). Advanced techniques include fundamental microscopy, DNA transfection and general characterization of animal cell cultures, sub-cellular fractionation using differential centrifugation, basic immunological techniques, and chemical mutagen testing. Lab fee of $30 required. Prerequisite: BIOL 3380. Prerequisite or Corequisite: BIOL 3402 or equivalent. (1-4) S"
"BIOL 4385","Oral Histology and Embryology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4385   This course will provide exposure to and broad coverage of maxillofacial and oral histological structures and embryology of the face, neck, and teeth using lectures and electronic images of calcified and soft tissue cells. Prerequisites: (BIOL 3461 or equivalent) and (BIOL 3455 or BIOL 3456) or instructor consent required. (3-0) S"
"BIOL 4390","Senior Readings in Molecular and Cell Biology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4390   For students conducting independent literature research and scientific writing in Biology or Molecular and Cell Biology. Subject and scope to be determined on an individual basis. Topics may vary. Additional prerequisites may be required depending on the specific course topic. Instructor consent required. (3-0) S"
"BIOL 4391","Senior Research in Molecular and Cell Biology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4391   For students conducting laboratory research and scientific writing in Biology or Molecular and Cell Biology. Subject and scope to be determined on an individual basis. Topics may vary. Additional prerequisites may be required depending on the specific course topic. Instructor consent required. (3-0) S"
"BIOL 4399","Senior Honors Research for Thesis in Molecular and Cell Biology","3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4399   For students conducting independent laboratory research for honors in Biology or Molecular and Cell Biology. Besides the university specifications the student should contact the undergraduate academic advisor in biology for program requirements. Topics may vary. Additional prerequisites may be required depending on the specific course topic. Instructor consent required. (3-0) S"
"BIOL 4461","Biophysical Chemistry","4 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4461   For students interested in the interface between biochemistry and structural biology. Provides an advanced treatment of the physical principles underlying modern molecular biology techniques. Topics include classical and statistical thermodynamics, biochemical kinetics, transport processes (e.g., diffusion, sedimentation, viscosity), chemical bonding, and spectroscopy. Prerequisites: (PHYS 1301 or PHYS 2325 or equivalent) and (BIOL 3461 or CHEM 3461 or equivalent). (4-0) Y"
"BIOL 4V00","Special Topics in Biology","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4V00   May be repeated as topics vary (9 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. A fee of up to $200 may be required depending on topic. Prerequisites: (BIOL 3401 and BIOL 3402) and (BIOL 3461 or CHEM 3461) or their equivalents or instructor consent required. ([1-6]-0) S"
"BIOL 4V01","Topics in Biological Sciences with Lab","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4V01   May be repeated as topics vary (6 semester credit hours maximum). Lab fee of $30 required. Additional prerequisites may be required depending on the specific course topic. Prerequisites: (BIOL 3401 and BIOL 3402) and (BIOL 3461 or CHEM 3461) or their equivalents or instructor consent required. ([1-5]-[1-5]) R"
"BIOL 4V40","Special Topics in Molecular and Cell Biology","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4V40   May be repeated as topics vary (9 semester credit hours maximum). Lab fee of $30 required. Additional prerequisites may be required depending on the specific course topic. Prerequisites: (BIOL 3401 and BIOL 3402) and (BIOL 3461 or CHEM 3461) or their equivalents or instructor consent required. ([1-6]-[0-5]) S"
"BIOL 4V81","Clinical Research Lab","1-3 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4V81   Subject and scope to be determined on an individual basis. May be repeated for credit as topics vary (6 credit hours maximum). Additional prerequisites may be required. Instructor consent required. Prerequisite: STAT 3332. (Same as BIMS 4V81) ([1-3]-0) R"
"BIOL 4V95","Advanced Topics in Biology","Individual Instruction","School of Natural Sciences and Mathematics","Biology","BIOL 4V95   (1-6 semester credit hours) Individual study under a faculty member's direction. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required depending on the specific course topic. ([1-6]-0) S"
"BIOL 4V99","Senior Honors Research in Molecular and Cell Biology","3-6 semester credit hours","School of Natural Sciences and Mathematics","Biology","BIOL 4V99   For students conducting independent research for honors theses or projects. Besides the university specifications, the student should contact the undergraduate advisor in biology for program requirements. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required depending on the specific course topic. ([3-6]-0) S"
"BIMS 1101","Introduction to Biomedical Sciences","1 semester credit hour","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 1101   The course discusses through lectures and case studies the goals, concepts, and challenges encountered in Biomedical Sciences. (1-0) S"
"BIMS 3335","Informatics and Programming","3 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 3335   Topics include an introduction to computer programming using Python and R and their application to data processing, visualization, and simulation, as well as simple analyses of data. May not be used to satisfy degree requirements for Data Science, Engineering, or Computer Science majors. Prerequisites: (MATH 1325 or MATH 2413) and (STAT 1342 or STAT 2332 or STAT 3332). (Same as MATH 3335 and STAT 3335) (3-0) Y"
"BIMS 3336","Bioinformatics","3 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 3336   This course introduces mathematical and computational methods for analyzing and interpreting molecular biology data. The focus will be on biological sequence (DNA, RNA, and protein) analysis and its applications. Topics include working with biological databases, sequence alignment and analysis, molecular phylogeny and evolution, protein structure, and prediction. Prerequisites: (MATH 2414 or MATH 2419) and (STAT 2332 or STAT 3332). (Same as MATH 3336 and STAT 3336 and BIOL 3337) (3-0) Y"
"BIMS 3337","Elements of Biostatistics and Epidemiology","3 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 3337   Topics include linear regression, analysis of categorical data, analysis of variance, power and sample size calculations, survival analysis, and implementation of methods using software tool R. Prerequisites: (MATH 2414 or MATH 2419) and either STAT 3355 or ((STAT 2332 or STAT 3332) and (MATH 3335 or STAT 3335)). (Same as STAT 3337) (3-0) Y"
"BIMS 3V96","Undergraduate Research in Biomedical Sciences","1-3 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 3V96   Subject and scope to be determined on an individual basis. May be repeated for credit as topics vary. Instructor consent required. Additional prerequisites may be required. ([1-3]-0) R"
"BIMS 4338","Biostatistics and Machine Learning Lab","3 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 4338   This course is intended to provide hands-on experience in biomedical data analysis. Topics include introduction to common machine learning methods for classification and regression, and their implementation in the R or Python programming language. The course has a research project requirement. The deliverables will include a final project report. Prerequisite: STAT 3337 or BIMS 3337. (Same as STAT 4338) (3-0) Y"
"BIMS 4380","Advanced Research in Biomedical Sciences","3 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 4380   This course aims to show students how to carry out original research and to teach them some practical approaches and techniques used in a research laboratory. Advanced research approaches and techniques will be used to investigate fundamental molecular and cellular processes in eukaryotic cells and organisms. Practical skills that will be taught and applied. Lab fee of $30 required. (1-4) R"
"BIMS 4V81","Clinical Research Lab","1-3 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 4V81   Subject and scope to be determined on an individual basis. May be repeated for credit as topics vary (6 credit hours maximum). Additional prerequisites may be required. Instructor consent required. Prerequisite: STAT 3332. (Same as BIOL 4V81) ([1-3]-0) R"
"BIMS 4V96","Epidemiological Research Lab","1-6 semester credit hours","School of Natural Sciences and Mathematics","Biomedical Sciences","BIMS 4V96   May be repeated for credit as topics vary 6 semester credit hours maximum). Prerequisites: BIMS 3337 or STAT 3337 and instructor consent required. ([1-6]-0) R"
"BIS 1100","Interdisciplinary Studies First Year Experience","1 semester credit hour","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 1100   This course is designed to introduce students to the programs offered through the School of Interdisciplinary Studies and to assist students adjust to university life. (1-1) Y"
"BIS 2190","Library Research Skills","1 semester credit hour","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 2190   Through this online course, students will develop the skills to identify what information is needed for their research, how to find and evaluate scholarly resources, and how to organize the information for a paper or other course project. Plagiarism, copyright, and citation management will be included. This course is offered in an online format only. At the discretion of the professor, exams of fully online courses may use proctoring software that requires a webcam scan of the testing area and the recording of all activity during the exam. (1-0) S"
"BIS 2V90","Topics in Interdisciplinary Studies","1-6 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 2V90   May be repeated for credit as topics vary (6 semester credit hours maximum). Instructor consent required. ([1-6]-0) R"
"BIS 3320","The Nature of Intellectual Inquiry","3 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 3320   Major core course designed to enhance the student's critical thinking and reasoning in order to understand and utilize the methodologies of scholarly pursuits. To be taken during the student's first twelve semester credit hours as a junior in the Interdisciplinary Studies program on a letter grade only. (3-0) S"
"BIS 3V03","Educational Issues","1-6 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 3V03   This course is designed to allow students to study and analyze various educational issues under the direct supervision of a faculty member. May be repeated for credit as topics vary (6 semester credit hours maximum). Instructor and Associate Dean consent required. ([1-6]-0) R"
"BIS 4303","Senior Honors in Interdisciplinary Studies","3 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 4303   Required for graduation magna cum laude and summa cum laude. See requirements for Graduation with Latin Honors in this catalog. Instructor and Associate Dean consent required. (3-0) S"
"BIS 4306","Strategies for Diversity in Education","3 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 4306   This course prepares teacher certification candidates to meet the challenges of student diversity in the general education classroom. Students will examine the roles of various professionals, overview the identification and needs of special education and gifted and talented students through the lenses of gender, ethnicity, culture and language. Students will learn about IEPs, ARDs, legal requirements, collaboration, instructional differentiation, cooperative learning, inclusion, and assessment techniques applicable for diverse learners in the general education classroom. This course is offered in an online format only. At the discretion of the professor, exams of fully online courses may use proctoring software that requires a webcam scan of the testing area and the recording of all activity during the exam. Prerequisite: Upper-division standing. (3-0) S"
"BIS 4310","Co-op Education","3 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 4310   Students completing this course will integrate academic learning with their co-op work experience. To attain this goal, students will keep a journal of their workplace experience, maintain contact with the instructor, and prepare a written report that focuses on the accomplishments and insights gained through their co-op experience. May be repeated for credit as topics vary (6 semester credit hours maximum). Instructor consent required. (3-0) Y"
"BIS 4V01","Special Topics","1-3 semester credit hours","School of Interdisciplinary Studies","Interdisciplinary Studies","BIS 4V01   May be repeated for credit as topics vary (6 semester credit hours maximum). Instructor consent required. ([1-3]-0) Y"
