"course_code","course_name","description","department","credits"
"CSC 690","Master's Examination","For students in non thesis master's programs who have completed all other requirements of the degree except preparing for and taking the final master's exam.","Computer Science (CSC)","(1-9 credit hours)"
"CSC 693","Master's Supervised Research","Instruction in research and research under the mentorship of a member of the Graduate Faculty.","Computer Science (CSC)","(1-9 credit hours)"
"CSC 695","Master's Thesis Research","Thesis research.","Computer Science (CSC)","(1-9 credit hours)"
"CSC 696","Summer Thesis Research","For graduate students whose programs of work specify no formal course work during a summer session and who will be devoting full time to thesis research.","Computer Science (CSC)","(1 credit hours)"
"CSC 699","Master's Thesis Preparation","For students who have completed all credit hour requirements and full-time enrollment for the master's degree and are writing and defending their thesis.","Computer Science (CSC)","(1-9 credit hours)"
"CSC 705","Operating Systems Security","Fundamentals and advanced topics in operating system (OS) security. Study OS level mechanisms and policies in investigating and defending against real-world attacks on computer systems, such as self-propagating worms, stealthy rootkits and large-scale botnets. OS security techniques such as authentication, system call monitoring, as well as memory protection. Introduce recent advanced techniques such as system-level randomization and hardware virtualization.","Computer Science (CSC)","(3 credit hours)"
"CSC 707","Automata, Languages and Computability Theory","Formal models of language and computation; finite automata and regular languages, pushdown automata and context-free languages, Turing machines. Relative power of models, Chomsky hierarchy. Inherent complexity of problems: undecidability, computational complexity, intractable problems.","Computer Science (CSC)","(3 credit hours)"
"CSC 710","Software Engineering as a Human Activity","This course addresses the human aspect of software engineering, by studying the people who practice it.  Students will explore software engineering as traditionally defined, and also consider techniques that transform how we understand software engineering, such as methods from psychology and sociology.  Students will study the usability of software engineering tools, the psychology of programming, performance of software developers, experimental methods in observing software engineers, distributed development and coordination, and cultural differences between software developers.","Computer Science (CSC)","(3 credit hours)"
"CSC 711/GIS 711","Geospatial Data Management","Data management principles and technologies for efficient implementation of geospatial applications. This course introduces students to: spatial and temporal data types, data models, geometry models, spatial predicates, spatial access methods, and spatial query processing. In addition, students will be exposed to modern data management systems for geospatial application development and data integration principles. Prior GIS programming knowledge and knowledge of database management systems and SQL is preferred.","Computer Science (CSC)","(3 credit hours)"
"CSC 712","Software Testing and Reliability","An advanced introduction to software testing and reliability.  The course is a balanced mixture of theory, practice, and application.  Methods, techniques, and tools for testing software and producing reliable and secure software are used and analyzed.  Software reliability growth models and techniques for improving and predicting software reliability are examined, and their practical use is demonstrated. Good knowledge of C++ or Java.  Knowledge of the basics of statistics, calculus, and linear algebra.","Computer Science (CSC)","(3 credit hours)"
"CSC 714","Real Time Computer Systems","Design and implementation of computer systems required to provide specific response times. Structure of a real-time kernel, fixed and dynamic priority scheduling algorithms, rate monotonic scheduling theory, priority inheritance protocols, real-timebenchmarks, case study of a real-time kernel.","Computer Science (CSC)","(3 credit hours)"
"CSC 720","Artificial Intelligence II","A second course in artificial intelligence emphasizing advanced concepts of AI including logic programming, automatic programming, natural language understanding, visual perception by machine, learning and inference, intelligent computer-aided instruction, knowledge representation, robotics and other topics to be chosen by instructor. Students asked to write programs in AI programming language such as LISP and PROLOG.","Computer Science (CSC)","(3 credit hours)"
"CSC 722","Advanced Topics in Machine Learning","A broad range of advanced topics in machine learning, the building of computer-based systems that can adapt to their environment and learn from their own experience. Theory of learnability, technical details of various learning methods, combination of multiple methods, evaluation of methods, and related topics (at the discretion of the instructor).","Computer Science (CSC)","(3 credit hours)"
"CSC 724","Advanced Distributed Systems","Principles in the design and implementation of modern distributed systems; recent techniques used by real-world distributed systems such as peer-to-peer file sharing, enterprise data center, and internet search engines; state-of-the-art architectures, algorithms, and performance evaluation methodologies in distributed systems.","Computer Science (CSC)","(3 credit hours)"
"CSC 742","Database Management Systems","Database concepts. Database design. Data models: entity-relationship and relational. Data manipulation languages including SQL. Data Dictionaries. Query processing. Concurrency. Software development environments using a database system. Expert, object-oriented, multimedia and distributed database systems. Database systems architecture. Use of a commercial database management system.","Computer Science (CSC)","(3 credit hours)"
"CSC 750","Service-Oriented Computing","Concepts, theories, and techniques for computing with services. This course examines architectures for Web applications based on the classical publish, find, and bind triangle, but formulates it at a higher level. It considers sophisticated approaches for the description, discovery, and engagement of services, especially over the Web and the Grid. This course emphasizes service composition. Key topics include semantics, transactions, processes, agents, quality of service, compliance, and trust.","Computer Science (CSC)","(3 credit hours)"
"CSC 761","Advanced Topics in Computer Graphics","Understanding and discussing current advances and research topics in computer graphics.  Possible topics include nonphotorealistic rendering, modeling natural phenomena, illumination and rendering techniques, model simplification, animation, visualization, graphics hardware.  Learning to critique research papers from important venues in the computer graphics field.  Learning to read, interpret, and present computer graphics research papers in a conference-type environment.","Computer Science (CSC)","(3 credit hours)"
"CSC 762/OR 762/ISE 762","Stochastic Simulation","Basic discrete event simulation methodology: random number generators, generating random objects, design of discrete event simulation, validation, analysis of simulation output, variance reduction techniques, Markov chain Monte Carlo, simulation optimization. The course has computer assignments and projects. This course is a sequel to ISE/OR 760Stochastic Models which serves as a prerequisite. This is NOT a software based course! Students who are looking for a class on simulation software, such as Arena and Simio, are recommended to takeISE 562(master-level simulation class).","Computer Science (CSC)","(3 credit hours)"
"CSC 766","Code Optimization for Scalar and Parallel Programs","Advanced research issues in code optimization for scalar and parallel programs; program analysis, scalar and parallel optimizations as well as various related advanced topics.","Computer Science (CSC)","(3 credit hours)"
"CSC 772","Survivable Networks","Principles of network and service continuity and related metrics; the theory of network availability, survivability, and restoration; a comprehensive coverage of network architectures, protocols, algorithms, and related technology for survivability; advanced topics in network survivability; hands-on experience in the implementation of protocols and software for survivable systems and the operation of survivable networks.","Computer Science (CSC)","(3 credit hours)"
"CSC 773/ECE 773","Advanced Topics in Internet Protocols","Cutting-edge concepts and technologies to support internetworking in general and to optimize the performance of the TCP/IP protocol suite in particular. Challenges facing and likely evolution for next generation intenetworking technologies. This course investigates topics that include, but may be not limited to: Internet traffic measurement, characteriztion and modeling, traffic engineering, network-aware applications, quality of service, peer-to-peer systems, content-distribution networks, sensor networks, reliable multicast, and congestion control.","Computer Science (CSC)","(3 credit hours)"
"CSC 774/ECE 774","Advanced Network Security","A study of network security policies, models, and mechanisms. Topics include: network security models; review of cryptographic techniques; internet key management protocols; electronic payments protocols and systems; intrusion detection and correlation; broadcast authentication; group key management; security in mobile ad-hoc networks; security in sensor networks.","Computer Science (CSC)","(3 credit hours)"
"CSC 780/MA 780","Numerical Analysis II","Approximation and interpolation, Fast Fourier Transform, numerical differentiation and integration, numerical solution of initial value problems for ordinary differential equations.","Computer Science (CSC)","(3 credit hours)"
"CSC 789/ECE 789","Cellular and Telecommunications Security","This course provides an in-depth investigation into security issues in areas including cellular air interfaces, core networking (SS7, IMS), cellular data networking, mobile device architectures, and classic telephone networks. In particular, we will study how these networks provide (or fail to provide) high confidentiality, integrity, availability, authentication, and privacy. A key focus of the course will be how the design philosophy of telephone networks differs from the Internet, complicating traditional security solutions.","Computer Science (CSC)","(3 credit hours)"
"CSC 791","Advanced Topics In Computer Science","Advanced topics of current interest in computer science not covered by existing courses.","Computer Science (CSC)","(1-6 credit hours)"
"CSC 801","Seminar in Computer Science","Faculty and graduate student research presentations and discussions centered around current research problems in Computer Science and advanced theories in these areas.  Students are expected to make presentations of published works and, depending onthe course credit received and their academic degree progress, present their own research results.  Critical discussions of the various research approaches and results and their relationships based on the presentations and additional readings and research. Departmental Approval Required.","Computer Science (CSC)","(1-3 credit hours)"
"CSC 830","Doctoral Independent Study","Individual investigation of advanced topics under the direction of member(s) of the graduate faculty.","Computer Science (CSC)","(1-3 credit hours)"
"CSC 885","Doctoral Supervised Teaching","Teaching experience under the mentorship of faculty who assist the student in planning for the teaching assignment, observe and provide feedback to the student during the teaching assignment, and evaluate the student upon completion of the assignment.","Computer Science (CSC)","(1-3 credit hours)"
"CSC 890","Doctoral Preliminary Exam","For students who are preparing for and taking written and/or oral preliminary exams.","Computer Science (CSC)","(1-9 credit hours)"
"CSC 893","Doctoral Supervised Research","Instruction in research and research under the mentorship of a member of the Graduate Faculty.","Computer Science (CSC)","(1-9 credit hours)"
"CSC 895","Doctoral Dissertation Research","Dissertation research","Computer Science (CSC)","(1-9 credit hours)"
"CSC 896","Summer Dissertation Research","For graduate students whose programs of work specify no formal course work during a summer session and who will be devoting full time to thesis research.","Computer Science (CSC)","(1 credit hours)"
"CSC 899","Doctoral Dissertation Preparation","For students who have completed all credit hour, full-time enrollment, preliminary examination, and residency requirements for the doctoral degree, and are writing and defending their dissertations.","Computer Science (CSC)","(1-9 credit hours)"
"COP 100","Co-Op Work lst Alt","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 101","Co-Op Work lst Par","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 200","Co-Op Work 2nd Alt","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 201","Co-Op Work 2nd Par","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 300","Co-Op Work 3rd Alt","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 301","Co-Op Work 3rd Par","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 400","Co-Op Work 4th Alt","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 401","Co-Op Work 4th Par","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 500","Co-Op Work Graduate Alt","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"COP 501","Co-Op Work Graduate PAR","Typically offered in Fall, Spring, and Summer","Cooperative Education (COP)","(0 credit hours)"
"ECD 220","College Student Development and Peer Counseling","Developmental issues of young adulthood with opportunity for the acquisition of paraprofessional counseling skills and crisis intervention skills.  Major consideration is given to self-awareness and values clarification through utilization of personality inventories and self-assessment instruments.  Priority will be given to resident advisors and students active in student organizations or volunteer programs.","Counselor Education (ECD)","(2 credit hours)"
"ECD 221","Career Planning and Personal Development","Knowledge, attitudes, self-understanding, and skills needed to enhance career planning and foster personal development. Study of self-understanding, self-talk, goal setting, the environment, and decision making as ways to adapt more effectively to the challenges of life.","Counselor Education (ECD)","(3 credit hours)"
"ECD 222","Sexual Violence Prevention for Peer Educators","This course trains students to educate their peers about sexual and relationship violence and stalking.  Students will explore how this violence impacts people of varying cultures including people of color and the gay, lesbian, bisexual, and transgender community.  They are taught to be social activists and learn skills to be confident and active bystanders as well as knowledgeable and effective facilitators.  Topics include learning about the objectification of women and men in the media, masculinity and patriarchy, pornography, and how these all contribute to a rape culture.  Upon successful completion, students will be ready to be a Movement peer educator.  Student must complete application and interview process and have been approved by the instructor prior to registration in the course.","Counselor Education (ECD)","(3 credit hours)"
"ECD 224","Student Development and Peer Mentoring","For new student peer mentors of primarily African American freshmen.  Relevant student development, psychology and counseling research and theory as well as shared professional experiences are presented.  Class discussion, group activities, role playing, relevant readings and video are employed.  Reaction papers and project are required.","Counselor Education (ECD)","(2 credit hours)"
"ECD 225","Foundations of Cultural Competence","This course engages students in the process to work effectively with diverse populations to develop cross-cultural competencies and identify culturally-appropriate strategies in the workplace and life. This course introduces multicultural and international diversity concepts while having students participate in reflective and experiential activities. Students gain an overview of historical and psychological conceptual frameworks and models for understanding cultural differences and similarities within, among, and between groups of people domestically and internationally. Sophomore standing or above.","Counselor Education (ECD)","(3 credit hours)"
"ECD 296","Special Topics in Education: Counselor Education","Individual or group study of special topics in professional education. The topic and mode of study are determined by the faculty member after discussion with the students.","Counselor Education (ECD)","(1-3 credit hours)"
"ECD 310","Caldwell Fellows Honors Seminar: Foundations in Self-Development","Students are selected as Caldwell Fellows on the basis of their potential for effective leadership. The Caldwell seminar is the foundational experience for all Fellows, grounding them the essential gounding of leadership - self-understanding. The course employs theory and practice for psychosocial development, grounding in the servant-leader philosophy of leadership, and practice in engaged social issues leadership through service-learning and reflection.","Counselor Education (ECD)","(3 credit hours)"
"ECD 510","Orientation to Professional Counseling, Identity, and Ethics","This course examines (1) the purpose of counseling, (2) the historical context for counseling, (3) the basic principles of major counseling theories, and (4) the practice of counseling in various professional settings.","Counselor Education (ECD)","(3 credit hours)"
"ECD 524","Career Counseling and Development","Knowledge and skills needed to: (a) provide professional career counseling to individuals and (b) design, implement and evaluate career development programs for particular groups. Theories of career development and decision making; career guidance programs in educational, agency and industrial setting; career information sources and delivery systems; and assessment in career counseling.","Counselor Education (ECD)","(3 credit hours)"
"ECD 525","Multicultural Counseling","Theory and practice of counseling culturally diverse clients. Client populations include African Americans, Asian-Americans, American Indians and Hispanics.  Cultural assumptions, cultural values, counselor credibility, prejudice and racism in context of counseling.","Counselor Education (ECD)","(3 credit hours)"
"ECD 530","Theories and Tech of Counseling","Theory, philosophy, roles, professional ethics, and techniques of counseling.  Eleven major counseling approaches including behavioral, psychoanalytic, client-centered, existential, family and post-modern approaches, and related counseling strategies are discussed.  Students have opportunities to practice related strategies through role-plays.","Counselor Education (ECD)","(4 credit hours)"
"ECD 533","Int Sch Counseling","An examination of the conceptual framework for the role and functions of school counselors, prevention and treatment strategies, program development and evaluation.  Focus is on the school-college-community collaboration model, preparing counselors who can work effectively across different counseling settings by collaborating with other counselors and mental health professionals.  Graduate standing required.","Counselor Education (ECD)","(4 credit hours)"
"ECD 535","Introduction to College Counseling and Student Development","College Counseling and student development theory, research and practice as well as overview of profession. Discussion of counselor roles, professional ethics, history, identity, and development. Instruction in and design of structured group work in laboratory.","Counselor Education (ECD)","(4 credit hours)"
"ECD 536","Introduction to Clinical Mental Health Counseling","Issues, functions and scope of work being done in various clinical mental health programs; overview of helping approaches with selected client populations; related professional concerns.  Instruction in and design of structured group work in laboratory.","Counselor Education (ECD)","(4 credit hours)"
"ECD 539","Group Counseling","Theory and practice of group counseling. Theoretical positions include client-centered, behavioral and rational-emotive. Aspects of group process include group leadership, group membership, establishing and maintaining a group.","Counselor Education (ECD)","(3 credit hours)"
"ECD 540/WGS 540","Gender Issues In Counseling","Exploration of gender as primary identity and social construct. Emphasis on gender dynamics in counseling, client empowerment and preventive approaches.","Counselor Education (ECD)","(3 credit hours)"
"ECD 541","Substance Abuse and Counseling","This course explores counseling as it relates to working with clients with substance abuse disorders. Ethical and legal issues, theoretical models, assessment and diagnosis, treatment planning, techniques and individual/family/group interventions with diverse populations will be discussed throughout class sessions. This course is distinctively geared towards students who are training to be counselors. Substance abuse issues that clients might present within counseling are addressed by way of assigned readings, class discussions, video segments, case studies, internet resources and assignments.","Counselor Education (ECD)","(3 credit hours)"
"ECD 542","Research in Counseling","This introductory graduate level course in research in counseling is intended to provide students with an overview of the fundamentals of research methods and program evaluations in the field. Students will be able to identify various research approaches and the strengths and limitations associated to them. The course is also designed to give students the basic skills to conduct research in counseling and develop program evaluation skills.","Counselor Education (ECD)","(3 credit hours)"
"ECD 543","Introduction to College Counseling","A course designed for investigation of college counseling services and strategies.  Assessment and research in student development, and students design and implement a developmental intervention based on Knefelkamp and Wells' Practice-to-Theory-to-Practice model.","Counselor Education (ECD)","(3 credit hours)"
"ECD 545","Counseling Couples and Families","This elective course explores counseling as it relates to working with couples and families. Theoretical models, techniques and interventions will be discussed throughout class sessions. This course is distinctively geared towards students who are training to be counselors. Family and couples issues that clients might present within counseling are addressed by way of class discussions, assigned readings, video segments, case studies, role plays and Internet resources.","Counselor Education (ECD)","(3 credit hours)"
"ECD 546","Crisis Interventions in Counseling","An overview of crisis intervention and theoretical models. Crisis situations are described across developmental age-span across a variety of service delivery settings. Students will develop conceptual competency for professional counselors to engage in crisis intervention.","Counselor Education (ECD)","(3 credit hours)"
"ECD 547","Counseling Children and Adolescents","Counseling children and adolescents can be very different from working with adults. This course will explore some key developmental considerations, as well as creative approaches to working with this population (ages 0-18). Some topics that will be covered include early interventions, developmental milestones, working with parents, transitions, behavioral changes, peer relationships, sexuality, crisis counseling, ethics, advocacy, and collaborating with other professionals. In addition, common diagnoses and disorders corresponding with each stage of development will also be explored, as well as evidence-based interventions for working with each developmental stage (e.g., bibliotherapy, play therapy, music and art as adjunctive tools, behavior interventions, etc.).","Counselor Education (ECD)","(7 credit hours)"
"ECD 561","Psychodiagnosis and Assessment in Counseling","Exploration of meaning and importance of assessment in the counseling process.  The utilization of counseling assessments based on legal and ethical guidelines and cultural considerations.  Identify, interpret, and explain assessments in clinical, college, and school counseling settings.","Counselor Education (ECD)","(3 credit hours)"
"ECD 562","Techniques in Counseling","In this course students work towards mastery of counseling skills, review relevant theories, and prepare for Practicum.  Students will practice counseling skills in class and spend their out of class lab hours practicing skills in partnering schools.  Students will do some limited video taping of counseling sessions and receive feedback on tapes from Counselor Education doctoral students taking their supervision theory class.","Counselor Education (ECD)","(4 credit hours)"
"ECD 575/EDP 575","Multicultural Lifespan Development","This course surveys theories, principles, and issues of psychological development throughout the lifespan. Emphasis will be placed on understanding current developmental research and its application to the enhancement of development from birth to late adulthood. Implications for helping professionals working in multicultural contexts will be provided.","Counselor Education (ECD)","(3 credit hours)"
"ECD 590","Special Problems In Guidance","For individual or group studies of one or more of major problems in guidance and personnel work. Problems selected to meet interests of individuals. Workshop procedure used whereby special projects, reports and research developed by individuals and by groups.","Counselor Education (ECD)","(1-6 credit hours)"
"ECD 620","Special Problems In Guidance","For individual or group studies of one or more of major problems in guidance and personnel work. Problems selected to meet interests of individuals. Workshop procedure used whereby special projects, reports and research developed by individuals and by groups.","Counselor Education (ECD)","(1-6 credit hours)"
"ECD 642","Practicum In Counseling","Student participation in individual and group counseling and consultation experiences under supervision in a school, college or agency setting. Prerequisite:  1. Completion of all ECD, PSY, and STAT courses with exception ofECD 539Group Counseling that may be taken concurrently. [Other classes that could be taken concurrently PSY 535,582, 584, 475, 476] 2. Consent of concentration coordin","Counselor Education (ECD)","(3 credit hours)"
"ECD 651","Internship in School Counseling","A 600-hour internship for school counselors in training in a school setting under the supervision of qualified professionals.  Students perform a variety of activities expected fo school counselors.  Weekly meetings with faculty and on-site supervisors.","Counselor Education (ECD)","(6-12 credit hours)"
"ECD 652","Internship In College Counseling and Student Development","A 600-hour internship, Professional experience in student affairs department with on-site supervision from qualified professional. Expectations including employment of broad repertoire of skills in roles of counselor, student development educator and administrator. Weekly student meetings with faculty and on-site supervisors.","Counselor Education (ECD)","(6-12 credit hours)"
"ECD 653","Internship In Clinical Mental Health Counseling","A 600-hour internship for community agency counselors in agency counseling setting under supervision of qualified professional.  Employment of broad repertoire of primary and secondary prevention approaches to individual and group techniques, workshop leadership skills, consultation techniques and advocacy methods.  Weekly meetings with faculty and on-site supervisors.","Counselor Education (ECD)","(6-12 credit hours)"
"ECD 692","Research Projects in Counselor Education","Project or problem in research in education for graduate students, supervised by members of graduate faculty.  Research chosen on basis of individual students' interests and not to be part of thesis or dissertation research.","Counselor Education (ECD)","(1-3 credit hours)"
"ECD 693","Master's Supervised Research","Instruction in research and research under the mentorship of a member of the Graduate Faculty.","Counselor Education (ECD)","(1-9 credit hours)"
"ECD 695","Master's Thesis Research","Thesis research.","Counselor Education (ECD)","(1-9 credit hours)"
"ECD 696","Summer Thesis Research","For graduate students whose programs of work specify no formal course work during a summer session and who will be devoting full time to thesis research.","Counselor Education (ECD)","(1 credit hours)"
"ECD 699/ECI 699/ELP 699/EMS 699/EOE 699/EAC 699","Master's Thesis Preparation","For students who have completed all credit hour requirements and full-time enrollment for the master's degree and are writing and defending their theses.","Counselor Education (ECD)","(1-9 credit hours)"
"ECD 731","Career Development Theory and Research","Analysis of theory and research in career development and work adjustment as basis for intervention (career counseling, curricular, organizational) as research.","Counselor Education (ECD)","(3 credit hours)"
"ECD 732","Advanced Multicultural Counseling","Course focuses on the personal and professional development of the students as human beings, global citizens, counselors, and pre-service counselor educators. It is intentionally designed to promote critical self-analysis, cultural understanding, and personal and collective growth and change through honest and respectful discussions, readings, and assignments. The course is grounded in the study of multicultural and counseling theories that emphasize the relevance of social and cultural context and advocacy roles of counselors.","Counselor Education (ECD)","(3 credit hours)"
"ECD 735","Counseling Supervision: Theory and Research","Examination of conceptual and methodological issues relating to supervision and evaluation of novice counselors.  Special emphasis on developmental supervision approaches.","Counselor Education (ECD)","(3 credit hours)"
"ECD 736","Advanced Assessment in Counseling","Doctoral students will have learning experiences beyond the entry-level master's degree models and methods of assessment.  Content focuses on advanced applications of assessment principles in clinical counseling and supervision practice, program evaluation, and outcome and action research studies.  Students will demonstrate mastery of foundations of tests and measurement, present advanced assessment content modules during class sessions, and present documented and oral reports on personal quests for advanced knowledge in chosen assessment domains.","Counselor Education (ECD)","(3 credit hours)"
"ECD 738","Research in Counselor Education","Instruction in required skills and knowledge to conduct research in counselor education, including narrative and quantitative integration of research, experimental and quasi-experimental designs, analogue and process research, single subject and descriptive designs, and qualitative research. Preparation of narrative and meta-analytic research review and research proposal with oral presentation.","Counselor Education (ECD)","(3 credit hours)"
"ECD 820","Special Problems In Guidance","For individual or group studies of one or more of major problems in guidance and personnel work. Problems selected to meet interests of individuals. Workshop procedure used whereby special projects, reports and research developed by individuals and by groups.","Counselor Education (ECD)","(1-6 credit hours)"
"ECD 843","Advanced Counseling Practicum","Utilizing participant-observer role, participation required in selected educational situations with emphasis on the development of observational skills, ability to record relevant observations by means of written journals, skills in analyzing experiences identifying critical incidents and projection of events and consequences. Student required to develop possible alternative courses of action in various situations, select one of the alternatives and evaluate consequences.","Counselor Education (ECD)","(3 credit hours)"
"ECD 847","Internship in Supervision","A supervised internship for doctoral students in assisting with the supervision of first-year students in laboratory and practicum experiences in individual and group counseling and consultation.  This is a doctoral-level in-depth internship in the group and individual supervision designed to examine conceptual and methodological issues related to the supervision and evaluation of novice counselors. It is the second part of a two-course sequence devoted to the supervision of counseling. This course has two components: (1) doctoral group supervision sessions, and (2) doctoral individual supervision sessions.","Counselor Education (ECD)","(3 credit hours)"
"ECD 850","Doctoral Internship","Utilizing participant-observer role, participation required in selected educational situations with emphasis upon development of observational skills, ability to record relevant observations by means of written journals, skills in analyzing experiences identifying critical incidents and projection of events and consequences.  Student required to develop possible alternative courses of action in various situations, select one of the alternatives and evaluate consequences.","Counselor Education (ECD)","(1-9 credit hours)"
"ECD 860","Professional Issues In Counseling","Consideration of contemporary issues, trends and recent research in field of counseling.","Counselor Education (ECD)","(1-3 credit hours)"
"ECD 886","Internship in Teaching in Counselor Education","Utilizing participant-observer role, participation required in selected educational situations with emphasis on the development of observational skills, ability to record relevant observations by means of written journals, skills in analyzing experiences identifying critical incidents and projection of events and consequences. Student required to develop possible alternative courses of action in various situations, select one of the alternatives and evaluate consequences.","Counselor Education (ECD)","(3 credit hours)"
"ECD 892","Doctoral Research Projects","Project or problem in research in education for graduate students, supervised by members of graduate faculty.  Research chosen on basis of individual students' interests and not to be part of thesis or dissertation research.","Counselor Education (ECD)","(1-3 credit hours)"
"ECD 893","Doctoral Supervised Research","Instruction in research and research under the mentorship of a member of the Graduate Faculty.","Counselor Education (ECD)","(1-9 credit hours)"
"ECD 895","Doctoral Dissertation Research","Dissertation research.","Counselor Education (ECD)","(1-9 credit hours)"
"ECD 899","Doctoral Dissertation Preparation","For students who have completed all credit hour, full-time enrollment, preliminary examination, and residency requirements for the doctoral degree, and are writing and defending their dissertations.","Counselor Education (ECD)","(1-9 credit hours)"
"CS 101","Field Crop and Turfgrass Management Orientation","Introduction to NCSU and the Agricultural Institute with an emphasis on areas related to Field Crops Technology and Turfgrass Management. Students will explore university, college, and departmental resources, academic policies and procedures, career opportunities, and current trends and issues in our related disciplines. Students cannot receive credit for both CS 10 and AGI 10. FCT or TGM only.","Crop Science (CS)","(1 credit hours)"
"CS 111","Field Crop Production","Management of field crops, including growth and development, establishment, pest management, environmental considerations, rotations of crops and chemicals, harvesting, storage and marketing.  SPEARS","Crop Science (CS)","(4 credit hours)"
"CS 116","Agronomic Crops - Cotton, Peanuts, and Tobacco","Fundamental agronomic practices associated with the production of cotton, peanuts, and tobacco. Discussions will include crop growth and development stages, how to choose the best varieties and hybrids, planting strategies, fertility and pest management programs, harvest and storage options, and the use of technologies associated with the production and maintenance of a quality commodity.","Crop Science (CS)","(3 credit hours)"
"CS 118","Agronomic Crops - Corn, Small Grains and Soybeans","Fundamental agronomic practices associated with the production of corn, small grains and soybean. Discussions will include crop growth and development stages, how to choose the best varieties and hybrids, planting strategies, fertility and pest management programs, harvest and storage options, and the use of technologies associated with the production and maintenance of a quality commodity.","Crop Science (CS)","(3 credit hours)"
"CS 121","Turfgrasses and Their Uses","An introduction to turfgrass species and their uses. Emphasis on: size and scope of the turfgrass industry, basic concepts of grass growth and development, characteristics of cool- and warm-season turfgrasses and their use for golf courses, lawns, athletic fields, and other applications. Techniques for successful establishment and maintenance of turfgrass areas.","Crop Science (CS)","(3 credit hours)"
"CS 122","Principles of Turfgrass Management","An examination of cultural practices essential for management of high quality turfgrass areas. Topics include: function of plant nutrients, fertilizer characteristics and application techniques, irrigation programming, construction of high use turfgrass areas, calibration of spreaders and sprayers, aerification, pesticide fate and developing effective management systems. ERICKSON","Crop Science (CS)","(3 credit hours)"
"CS 151","Forage Production","Characteristics of major forage crops and their response to agronomic and animal management factors. Utilization methods, growth and quality characteristics related to animal performance. GREEN","Crop Science (CS)","(3 credit hours)"
"CS 152","Weed Control in Field Crops","Principles involved in development of weed control programs and practical application of weed management techniques for major North Carolina cropping systems. Emphasis on proper use of herbicides. Laboratory includes weed identification and herbicide application methods. JORDAN","Crop Science (CS)","(3 credit hours)"
"CS 154/PP 154","Turf Weed and Disease Management","General principles in turfgrass weed and disease development and management programs.  Different weeds, their life cycles, management techniques, and factors affecting herbicide application performance will be covered.  Students will learn the causes, development, identification and management of turfgrass diseases.  Laboratory includes weed identification and herbicide application methods.  Certain laboratory exercises will require personal transportation to Lake Wheeler Road Turf Field Lab unless otherwise specified by the lab instructors.  The course is restricted to AGI students only.","Crop Science (CS)","(3 credit hours)"
"CS 155","Advanced Turf Management","Turfgrass management covering mineral nutrition, water relations, environmental stress responses and management regimes for low maintenance turf, golf courses, athletic fields and other turf settings.","Crop Science (CS)","(3 credit hours)"
"CS 190","Turf Seminar","Discussions of the operations, opportunities, and problems existing in various phases of the turf industry by leaders in the various facets of the industry.","Crop Science (CS)","(1 credit hours)"
"CS 191","Field Crops Seminar","Guest speakers, students presentations, and outside assignments will address professionalism; professional development; and current challenges, issues, and opportunities facing profitable and sustainable agronomic crop production. A grade of C or better is required. FCT Only.","Crop Science (CS)","(2 credit hours)"
"CS 200","Introduction to Turfgrass Management","Turfgrass selection, establishment, maintenance, and pest management in lawns, golf courses, athletic fields, and roadside care; Emphasis on understanding the impact of the environment on management practices and turfgrass performance. Field trips in laboratory.","Crop Science (CS)","(4 credit hours)"
"CS 210","Lawns and Sports Turf","Utilization of turfgrasses for lawns and recreational areas. Emphasis on: the cultural and environmental benefits of grassed areas, concepts of grass growth and development, selecting adapted grasses for proper use, techniques for successful establishment and management of cool-and-warm-season turfgrasses, fertilization, irrigation, aeration, and pest management.  The history and benefit of natural and artificial sports fields will also be discussed. Credit will not be awarded for bothCS 200andCS 210.","Crop Science (CS)","(3 credit hours)"
"CS 211","Plant Genetics","Fundaments of plant genetics.  Genetic basis for plant improvement.  Genetic analysis of Mendelian traits, molecular structure and organization of genetic material, crop biotechnology, distribution and behavior of genes in populations.","Crop Science (CS)","(3 credit hours)"
"CS 213","Crop Science","Our basic premise is that to produce field crops successfully we must know how our crops grow and develop and what they require from the production environment - including the farmer - for satisfactory management of the relevant environment, and finally to successful yield and quality of commercially important product.  Especially important is to understand the various ways in which producers must respond to ever-changing circumstances on the farm, at the bank (credit), and in the marketplace.  A solid understanding of the impact of cropping history on the soil and entire ecosystem to be used for the next crop also is vitally important.","Crop Science (CS)","(3 credit hours)"
