"course_code","course_title","department","credits","description"
"AEC 351","*NATURAL RESOURCE ECONOMICS AND POLICY","Applied Economics (AEC)","3 Credits","Application of principles of economics to identify the causes, consequences, and ways of dealing with natural resource problems, including problems associated with fisheries, forests, water resources, and land. Conceptual topics and policy applications. Emphasis is on developing students' skill in applying an economic way of thinking about natural resource management. Attributes:CSGI – Bacc Core, Synthesis, Contemporary Global Issues Prerequisite:AEC 250with D- or better orAEC 250Hwith D- or better orECON 201with D- or better orECON 201Hwith D- or better Recommended:MTH 111Z"
"AEC 352","*ENVIRONMENTAL ECONOMICS AND POLICY","Applied Economics (AEC)","3 Credits","Provides an overview of the interrelationships between economic activity, the environment, and public policy. Through case studies, discussion groups, readings, and group activities, students learn how economists define and analyze environmental problems and the types of policies they advocate for managing environmental quality. CROSSLISTED asAEC 352/ECON 352. Attributes:CSGI – Bacc Core, Synthesis, Contemporary Global Issues Prerequisite:AEC 250with D- or better orAEC 250Hwith D- or better orECON 201with D- or better orECON 201Hwith D- or better Equivalent to:ECON 352"
"AEC 353","*INTRODUCTION TO COASTAL AND MARINE RESOURCE ECONOMICS","Applied Economics (AEC)","3 Credits","Introduces tools of economic analysis for understanding coastal and marine resource management. Surveys a selection of current topics in the field, emphasizing innovation in production and stewardship, institutions, and sustainability. Attributes:CSST – Bacc Core, Synthesis, Science/Technology/Society Prerequisite:(MTH 111with C- or better orMTH 111Zwith C- or better) and (AEC 250[C-] orAEC 250H[C-] orECON 201[C-] orECON 201H[C-])"
"AEC 372","AGRICULTURAL COOPERATIVES","Applied Economics (AEC)","3 Credits","An introduction to and in-depth examination of the agricultural cooperative. Students will gain a working knowledge of the concepts, principles, and terminology of agricultural cooperatives through reference materials, lectures, presentations by guest speakers and a cooperatives tour. Students will consider the strengths and weaknesses of the agricultural cooperative as well as the unique management and operational challenges inherent to this form of business operation. Prerequisite:AEC 211with D- or better"
"AEC 388","AGRICULTURAL LAW","Applied Economics (AEC)","4 Credits","Application of legal principles to business decision making in farming, ranching, and the agricultural support industry. Consideration of the obligations arising out of contract, tort, property, water, public land, and natural resource law."
"AEC 399","SPECIAL TOPICS","Applied Economics (AEC)","1-4 Credits","Targeted courses that focus on specific topics in agricultural and resource economics. Topics may vary from term to term and from year to year. May be repeated for credit when topics differ. Equivalent to:AEC 399H, AREC 399H This course is repeatable for 8 credits."
"AEC 399H","SPECIAL TOPICS","Applied Economics (AEC)","1-4 Credits","Targeted courses that focus on specific topics in agricultural and resource economics. Topics may vary from term to term and from year to year. May be repeated for credit when topics differ. Attributes:HNRS – Honors Course Designator Equivalent to:AEC 399, AREC 399 This course is repeatable for 8 credits."
"AEC 401","RESEARCH AND SCHOLARSHIP","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 401 This course is repeatable for 16 credits."
"AEC 402","INDEPENDENT STUDY","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 402 This course is repeatable for 16 credits."
"AEC 403","THESIS","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 403 This course is repeatable for 16 credits."
"AEC 405","READING AND CONFERENCE","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 405 This course is repeatable for 16 credits."
"AEC 406","PROJECTS","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 406 This course is repeatable for 16 credits."
"AEC 407","SEMINAR","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AEC 407H, AREC 407, AREC 407H This course is repeatable for 16 credits."
"AEC 407H","SEMINAR","Applied Economics (AEC)","1-16 Credits"," Attributes:HNRS – Honors Course Designator Equivalent to:AEC 407, AREC 407, AREC 407H This course is repeatable for 16 credits."
"AEC 408","WORKSHOP","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 408 This course is repeatable for 16 credits."
"AEC 410","INTERNSHIP","Applied Economics (AEC)","1-6 Credits"," This course is repeatable for 6 credits."
"AEC 411","*INTRODUCTION TO FOOD SYSTEMS: LOCAL TO GLOBAL","Applied Economics (AEC)","3 Credits","Critically examines the operation and outcomes of food systems using a systems thinking framework to analyze food supply chains, including inputs such as natural processes, technology, labor, education and public policy. Emphasizes the causal connections between food system activities and how they give rise to a wide range of environmental and social challenges, from climate change to food insecurity. Evaluates and recommends public and private policy to improve food system outcomes. Emphasizes analysis based on scale, historical changes, social and cultural perspectives, and emerging alternative food system practices including organic production. Attributes:CSST – Bacc Core, Synthesis, Science/Technology/Society Equivalent to:AGRI 411"
"AEC 421","ECONOMICS OF RURAL POVERTY AND THE U.S. SOCIAL SAFETY NET","Applied Economics (AEC)","4 Credits","Introduces students to the geography of poverty in the United States and the “social safety net” that the U.S. has constructed to reduce poverty and its negative effects. The course focuses on the geography of the social safety net, the operation and administration of the safety net, and how recent changes in the social safety net may have disadvantaged rural people and places. Equivalent to:RS 421"
"AEC 432","ENVIRONMENTAL LAW","Applied Economics (AEC)","4 Credits","Legal relationships arising out of rights to air, water, and land. The impact of federal and state regulation on pollution control and on the production, use, and disposal of hazardous materials."
"AEC 434","^BENEFIT-COST ANALYSIS","Applied Economics (AEC)","4 Credits","Develops the fundamental tools for Benefit-Cost Analysis, a technique for evaluating a project or investment by comparing the economic benefits with the economic costs of the activity. Examines the tricky topic of how to measure the benefits of non-market such as good health and higher environmental quality. The methods introduced here apply to a wide variety of situations. Explores the broad issues of how to think about uncertainty and risk, how to discount future costs and benefits, to value lives saved, and other challenging topics. Attributes:CSWC – Core Ed - Writing Intensive Curriculum (WIC); CWIC – Bacc Core, Skills, Writing Intensive Curriculum (WIC) Prerequisite:AEC 311with C- or better orECON 411with C- or better Recommended:ST 352or familiarity with regression analysis"
"AEC 440","THE ECONOMICS OF BUSINESS ORGANIZATION IN THE FOOD SYSTEM","Applied Economics (AEC)","4 Credits","Application of economic analysis to questions related to the choice of an appropriate form of business organization for a wide variety of food system enterprises. Topics include costs of contracting, costs of ownership, enterprise scope and scale, and the dynamics of business ownership and structure. Particular emphasis is given to entrepreneurial enterprises and cooperative businesses in the food system. Prerequisite:AEC 311with D- or better orECON 311with D- or better"
"AEC 442","AGRICULTURAL BUSINESS MANAGEMENT","Applied Economics (AEC)","4 Credits","Application of economic, financial, and strategic management principles to agricultural business with a focus on a case-study framework for analysis and business decision making for alternative business management strategies."
"AEC 444","COMMODITY FUTURES AND OPTIONS MARKETS","Applied Economics (AEC)","4 Credits","Provides an overview of the basic concepts needed to use commodity futures and options markets to successfully manage price risk. To address the increasingly global economy in which commodity transactions occur, the course also includes financial futures such as interest rates and currencies. Specific topics covered include contract standardization, speculation and hedging, opening and closing of positions, and basis, i.e. the relationship between cash and futures markets, input-output hedges, and spreads. Students also gain hands-on experience through a trading simulation."
"AEC 446","INTRODUCTION TO APPLIED ECONOMETRICS","Applied Economics (AEC)","4 Credits","Introduces students to applied econometrics: the use of statistical techniques to estimate and test economic relationships. Topics include multiple regression models, multicollinearity, and simultaneous equations. The applications and labs will focus on econometric analysis of real world problems pertaining to issues in environmental, food, and resource economics and policy. Prerequisite:AEC 311with D- or better and (ST 351[D-] orST 351H[D-])"
"AEC 447","AGRICULTURAL PRICE AND MARKET ANALYSIS","Applied Economics (AEC)","4 Credits","Price determination for food and agricultural commodities; development of quantitative economic models that explain and predict prices and other market outcomes. Recommended:AEC 311andST 351"
"AEC 448","ADVANCED TOPICS IN ENVIRONMENTAL AND RESOURCE ECONOMICS","Applied Economics (AEC)","3 Credits","Reviews core concepts of economic efficiency and market failures and then focuses on the economics of environmental regulation. Develops an appreciation for the structure of key concepts that underlie the economic approach to environmental issues and applications to policy and regulations. Builds skills in assessing regulatory policies from the perspective of economics. Prerequisite:AEC 311with D- or better andAEC 352[D-]"
"AEC 455","PROGRAM EVALUATION","Applied Economics (AEC)","3 Credits","Explores the leading methods for evaluating the impact of public programs and policies, specifically focusing on causal inference and empirical applications. Methods covered include randomized experiments as well as techniques to estimate impacts using observational data sources common in health, education and development settings. Prerequisite:ST 352with C- or better orAEC 446with C- or better orECON 424with C- or better"
"AEC 456","SUSTAINABLE AGRICULTURAL DEVELOPMENT","Applied Economics (AEC)","3 Credits","Provides a non-technical, accessible primer on sustainable agricultural development and its relationship to sustainable development. Uses economic principles and tradeoff analysis to evaluate the sustainability of agricultural development pathways at the global and national scales, and agricultural systems at the agroecosystem and farm-household scales. Reviews the sustainability challenges facing agriculture in the developing, transitional and industrialized worlds. Examines demand-side and supply-side strategies and policies to improve agricultural sustainability, including product certification and labeling, investment in private and public R&D, and farm-level taxes and subsidies. Recommended:AEC 311orECON 311; analytical, critical thinking, and problem-solving skills"
"AEC 461","^AGRICULTURAL AND FOOD POLICY ISSUES","Applied Economics (AEC)","4 Credits","Principles of agricultural and food policy formulation; agricultural price and income policies in relation to land use, water, and food policies; interrelationships among U.S. and foreign agriculture and trade policies. Attributes:CSWC – Core Ed - Writing Intensive Curriculum (WIC); CWIC – Bacc Core, Skills, Writing Intensive Curriculum (WIC) Prerequisite:AEC 311with D- or better orECON 311with D- or better"
"AEC 465","AGRICULTURAL AND FOOD FINANCIAL MANAGEMENT","Applied Economics (AEC)","4 Credits","Explores fundamental financial concepts in the context of agriculture and food businesses, including analysis of financial ratios, the use of leverage, compounding and discounting, capital budgeting, and risk management. Emphasizes the application of these concepts and tools to management decisions. Prerequisite:AEC 211with D- or better and (BA 211[D-] orBA 211H[D-] orBA 211Z[D-] orBA 211HZ[D-] orBA 315[D-])"
"AEC 466","AGRICULTURAL AND FOOD MARKETING MANAGEMENT","Applied Economics (AEC)","4 Credits","Principles, trends, issues, barriers, policies, strategies and decisions involved in domestic and international marketing of perishable and storable agricultural commodities and food products from the point of production to the point of consumption. Topics include firm-level marketing concepts, the integration of marketing with firms’ overall strategic management goals, as well as comparative studies across multiple outlets for agricultural and food products, to include local, regional, and global markets. Prerequisite:AEC 221with D- or better and (AEC 250[D-] orAEC 250H[D-] orAEC 251[D-] orECON 201[D-] orECON 201H[D-])"
"AEC 499","SPECIAL TOPICS","Applied Economics (AEC)","1-16 Credits","Various topics in agricultural and resource economics of special and current interest not covered in other courses. Equivalent to:AREC 499 This course is repeatable for 16 credits."
"AEC 501","RESEARCH AND SCHOLARSHIP","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 501 This course is repeatable for 16 credits."
"AEC 502","INDEPENDENT STUDY","Applied Economics (AEC)","1-16 Credits"," This course is repeatable for 16 credits."
"AEC 503","THESIS","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 503 This course is repeatable for 999 credits."
"AEC 505","READING AND CONFERENCE","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 505 This course is repeatable for 16 credits."
"AEC 506","SPECIAL PROJECTS","Applied Economics (AEC)","1-16 Credits"," This course is repeatable for 16 credits."
"AEC 507","SEMINAR","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 507 This course is repeatable for 16 credits."
"AEC 508","WORKSHOP","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 508 This course is repeatable for 16 credits."
"AEC 511","INTRODUCTION TO FOOD SYSTEMS: LOCAL TO GLOBAL","Applied Economics (AEC)","3 Credits","Critically examines the operation and outcomes of food systems using a systems thinking framework to analyze food supply chains, including inputs such as natural processes, technology, labor, education and public policy. Emphasizes the causal connections between food system activities and how they give rise to a wide range of environmental and social challenges, from climate change to food insecurity. Evaluates and recommends public and private policy to improve food system outcomes. Emphasizes analysis based on scale, historical changes, social and cultural perspectives, and emerging alternative food system practices including organic production. Equivalent to:AGRI 511"
"AEC 512","MICROECONOMIC THEORY I","Applied Economics (AEC)","4 Credits","Fundamental topics in microeconomic theory. Topics include utility maximization and consumer demand, profit maximization and the theory of the firm, and labor and capital markets. Recommended:MTH 252"
"AEC 513","MICROECONOMIC THEORY II","Applied Economics (AEC)","4 Credits","Emphasizes principles for microeconomic theory at the master's level. Builds upon the foundations covered inAEC 512, and extends the theory and principles to cover uncertainty, game theory, competitive market equilibrium and welfare analysis, imperfect competition, and market failures. Primary emphasis is on understanding microeconomic theory and the underlying assumptions, and how it is applied to real world settings. Prerequisite:AEC 512with C or better"
"AEC 516","BEHAVIORAL AND EXPERIMENTAL ECONOMICS","Applied Economics (AEC)","3 Credits","Introduces the concepts of behavioral economics, which tackles situations that are inconsistent with the standard rational behavior model on both individual and market level, and experimental methods, which focuses on controlled identification, illustration and study of various socio-economics principles and market mechanisms. Demonstrates how concepts and tools can be used in a variety of settings, including provision of environmental services, health and social policy design, marketing and product design. Consists of a theoretical component, based on current readings and guest lectures by researchers in the field, and a practical component, focused on evaluation, design and creation of research. Equivalent to:AEC 616"
"AEC 521","ECONOMICS OF RURAL POVERTY AND THE U.S. SOCIAL SAFETY NET","Applied Economics (AEC)","4 Credits","Introduces students to the geography of poverty in the United States and the “social safety net” that the U.S. has constructed to reduce poverty and its negative effects. The course focuses on the geography of the social safety net, the operation and administration of the safety net, and how recent changes in the social safety net may have disadvantaged rural people and places. Equivalent to:RS 521"
"AEC 525","APPLIED ECONOMETRICS","Applied Economics (AEC)","4 Credits","General principles of applied econometric research are emphasized, including model building, data analysis, hypothesis testing, and evaluation and interpretation of results. A variety of estimators are applied to real data, including least squares, panel data, simultaneous equations, discrete choice, and limited dependent variable models."
"AEC 532","ENVIRONMENTAL LAW","Applied Economics (AEC)","4 Credits","Legal relationships arising out of rights to air, water, and rights to air, water, and land. The impact of federal and state regulation on pollution control and on the production, use, and disposal of hazardous materials."
"AEC 534","ENVIRONMENTAL AND RESOURCE ECONOMICS","Applied Economics (AEC)","3 Credits","Environmental problems and misuse of natural resources are caused by humans’ behavior, and thus must be solved by changing behavior. Explores the ways economics is central to understanding the incentive behind the causes, consequences, and potential for effective solutions to environmental and resource problems involving air, water, fish, forests, climate change, and biodiversity. Builds on microeconomics principles to include theories of market failures, externalities, common-pool resources, and institutions, as well as growth and sustainability. Equips students with tools for non-market valuation and for critical evaluation of environmental policies’ benefits and costs. Recommended:AEC 311"
"AEC 540","THE ECONOMICS OF BUSINESS ORGANIZATION IN THE FOOD SYSTEM","Applied Economics (AEC)","4 Credits","Application of economic analysis to questions related to the choice of an appropriate form of business organization for a wide variety of food system enterprises. Topics include costs of contracting, costs of ownership, enterprise scope and scale, and the dynamics of business ownership and structure. Particular emphasis is given to entrepreneurial enterprises and cooperative businesses in the food system. Recommended:AEC 311orECON 311"
"AEC 544","COMMODITY FUTURES AND OPTIONS MARKETS","Applied Economics (AEC)","4 Credits","Provides an overview of the basic concepts needed to use commodity futures and options markets to successfully manage price risk. To address the increasingly global economy in which commodity transactions occur, the course also includes financial futures such as interest rates and currencies. Specific topics covered include contract standardization, speculation and hedging, opening and closing of positions, and basis, i.e. the relationship between cash and futures markets, input-output hedges, and spreads. Students also gain hands-on experience through a trading simulation."
"AEC 546","INTRODUCTION TO APPLIED ECONOMETRICS","Applied Economics (AEC)","4 Credits","Introduces students to applied econometrics: the use of statistical techniques to estimate and test economic relationships. Topics include multiple regression models, multicollinearity, and simultaneous equations. The applications and labs will focus on econometric analysis of real world problems pertaining to issues in environmental, food, and resource economics and policy. Recommended:AEC 311andST 351"
"AEC 548","ADVANCED TOPICS IN ENVIRONMENTAL AND RESOURCE ECONOMICS","Applied Economics (AEC)","3 Credits","Reviews core concepts of economic efficiency and market failures and then focuses on the economics of environmental regulation. Develops an appreciation for the structure of key concepts that underlie the economic approach to environmental issues and applications to policy and regulations. Builds skills in assessing regulatory policies from the perspective of economics."
"AEC 550","ENVIRONMENTAL AND NATURAL RESOURCE ECONOMICS","Applied Economics (AEC)","4 Credits","Presents concepts, theories, and methods used in the economic analysis of environmental and natural resource issues. The emphasis is on the economics of environmental policies and the development of decision rules regarding the efficient use of natural resources. Prerequisite:AEC 512with C or better"
"AEC 551","APPLICATIONS OF ENVIRONMENTAL AND NATURAL RESOURCE ECONOMICS","Applied Economics (AEC)","4 Credits","Applies and expands upon concepts, theories, and methods in environmental and natural resource economics introduced inAEC 550. Topics include non-market valuation, discounting, and benefit-cost analysis, as well as the role and importance of institutions, appropriate research methods, and the philosophical basis for normative judgments in economics. Prerequisite:AEC 550with C or better"
"AEC 555","PROGRAM EVALUATION","Applied Economics (AEC)","3 Credits","Explores the leading methods for evaluating the impact of public programs and policies, specifically focusing on causal inference and empirical applications. Methods covered include randomized experiments as well as techniques to estimate impacts using observational data sources common in health, education and development settings. Prerequisite:ECON 524with C- or better orPPOL 522with C- or better"
"AEC 556","SUSTAINABLE AGRICULTURAL DEVELOPMENT","Applied Economics (AEC)","3 Credits","Provides a non-technical, accessible primer on sustainable agricultural development and its relationship to sustainable development. Uses economic principles and tradeoff analysis to evaluate the sustainability of agricultural development pathways at the global and national scales, and agricultural systems at the agroecosystem and farm-household scales. Reviews the sustainability challenges facing agriculture in the developing, transitional and industrialized worlds. Examines demand-side and supply-side strategies and policies to improve agricultural sustainability, including product certification and labeling, investment in private and public R&D, and farm-level taxes and subsidies. Recommended:AEC 311orECON 311"
"AEC 565","AGRICULTURAL AND FOOD FINANCIAL MANAGEMENT","Applied Economics (AEC)","4 Credits","Explores fundamental financial concepts in the context of agriculture and food businesses, including analysis of financial ratios, the use of leverage, compounding and discounting, capital budgeting, and risk management. Emphasizes the application of these concepts and tools to management decisions. Recommended:AEC 211and (BA 211ZorBA 315)"
"AEC 566","AGRICULTURAL AND FOOD MARKETING MANAGEMENT","Applied Economics (AEC)","4 Credits","Principles, trends, issues, barriers, policies, strategies and decisions involved in domestic and international marketing of perishable and storable agricultural commodities and food products from the point of production to the point of consumption. Topics include firm-level marketing concepts, the integration of marketing with firms’ overall strategic management goals, as well as comparative studies across multiple outlets for agricultural and food products, to include local, regional, and global markets. Recommended:AEC 221and (AEC 250orAEC 251orECON 201)"
"AEC 599","SPECIAL TOPICS","Applied Economics (AEC)","1-16 Credits"," This course is repeatable for 16 credits."
"AEC 601","RESEARCH AND SCHOLARSHIP","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 601 This course is repeatable for 16 credits."
"AEC 602","INDEPENDENT STUDY","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 605 This course is repeatable for 16 credits."
"AEC 603","THESIS","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 603 This course is repeatable for 999 credits."
"AEC 605","READING AND CONFERENCE","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 605 This course is repeatable for 16 credits."
"AEC 606","SPECIAL PROJECTS","Applied Economics (AEC)","1-16 Credits"," This course is repeatable for 16 credits."
"AEC 607","SEMINAR","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 607 This course is repeatable for 16 credits."
"AEC 608","WORKSHOP","Applied Economics (AEC)","1-16 Credits"," Equivalent to:AREC 608 This course is repeatable for 16 credits."
"AEC 611","ADVANCED MICROECONOMIC THEORY I","Applied Economics (AEC)","4 Credits","A rigorous development of the theory of consumption and production, with emphasis on duality. Prerequisite:AEC 512with C or better andAEC 513[C] Recommended:MTH 254"
"AEC 612","ADVANCED MICROECONOMIC THEORY II","Applied Economics (AEC)","4 Credits","A rigorous extension of the theory of the consumer and firm to aggregate and heterogeneous populations, decision making under uncertainty, and related game theory concepts. Prerequisite:AEC 611with C or better"
"AEC 616","BEHAVIORAL AND EXPERIMENTAL ECONOMICS","Applied Economics (AEC)","3 Credits","Introduces the concepts of behavioral economics, which tackles situations that are inconsistent with the standard rational behavior model on both individual and market level, and experimental methods, which focuses on controlled identification, illustration and study of various socio-economics principles and market mechanisms. Demonstrates how concepts and tools can be used in a variety of settings, including provision of environmental services, health and social policy design, marketing and product design. Consists of a theoretical component, based on current readings and guest lectures by researchers in the field, and a practical component, focused on evaluation, design and creation of research. Equivalent to:AEC 516"
"AEC 624","ADVANCED ECONOMETRICS I","Applied Economics (AEC)","4 Credits","Emphasizes the basic theory underlying the main types of estimators used in econometrics, as well as their application in empirical research. Topics including derivation, properties, and application of method of moments, maximum likelihood, ordinary and generalized least squares, and instrumental variables estimators, statistical inference and hypothesis testing, and model building and specification analysis. Provides the necessary foundation for estimation techniques covered inAEC 625andAEC 626. Recommended:MS-level econometrics"
"AEC 625","ADVANCED ECONOMETRICS II","Applied Economics (AEC)","4 Credits","Explores estimation techniques used in modern applied economic analysis, with an emphasis on research design. Topics include regression discontinuity design, linear panel data models, difference-in-differences, matching, synthetic control, systems estimation, and inference. Prerequisite:AEC 624with C or better"
"AEC 626","ADVANCED ECONOMETRICS III","Applied Economics (AEC)","4 Credits","Develops non-linear econometric methods and applications, including M-estimators, non- linear least-squares, discrete choice, limited dependent variables, quantile regression, and machine learning. Focuses on an applied orientation, emphasizing problems of data measurement, model selection, and model specification encountered in practical applications of econometrics. Prerequisite:AEC 625with C or better"
"AEC 627","COMPUTATIONAL ECONOMICS","Applied Economics (AEC)","4 Credits","Covers the numerical analysis of static optimization models and stochastic dynamic models in resource and development economics, emphasizing formulation, solution, and simulation of dynamic optimization, rational expectations, and arbitrage pricing models."
"AEC 640","SUSTAINABLE DEVELOPMENT","Applied Economics (AEC)","3 Credits","Surveys research on the quantitative economic analysis of sustainable development, with an emphasis on integrated assessment methods and models and their application to agriculture and rural development policy, agricultural technology impact assessment, and climate change impact assessment. Prerequisite:AEC 611with D- or better andAEC 612[D-] andAEC 625[D-]"
"AEC 643","ADVANCED TOPICS IN DEVELOPMENT ECONOMICS","Applied Economics (AEC)","3 Credits","Introduces students to key issues in the economics of development along with the quantitative methods required to conduct advanced research in these topics. Topics include: the measurement of poverty and inequality, the analysis of health and education policies, the role of land, labor, credit and insurance markets in economic development, technology adoption, agrarian contracts, gender issues, and the political economy of development. Prerequisite:AEC 612with C or better andAEC 626[C]"
"AEC 651","ADVANCED NATURAL RESOURCE ECONOMICS","Applied Economics (AEC)","3 Credits","Contemporary economic theory of dynamic natural resource allocation is introduced. Assignments focus on analytical and numerical methods for solving dynamic optimization problems in resource and environmental management. Lecture and readings emphasize current research trends in the field and relevant advances in quantitative methodology. Prerequisite:AEC 611with C or better"
"AEC 652","ADVANCED ENVIRONMENTAL ECONOMICS","Applied Economics (AEC)","3 Credits","Interrelationships of natural resource use and the environment; applied welfare and benefit-cost analysis; externalities and pollution abatement; non-market valuation of resources; property rights; legal and social constraints; policy approaches. Prerequisite:AEC 513with C or better andAEC 525[C]"
"AEC 653","EMPIRICAL ENVIRONMENTAL AND RESOURCE ECONOMICS","Applied Economics (AEC)","3 Credits","Introduces empirical methods at the current frontiers of research in environmental and resource economics. General topics may include the identification of non-market values, revealed and stated preference methods, environmental policy evaluation, equilibrium sorting models, and climate econometrics. Prerequisite:AEC 513with C or better andAEC 525[C]"
"AEC 699","SPECIAL TOPICS","Applied Economics (AEC)","1-16 Credits","Various topics in applied economics of special and current interest not covered in other courses. Equivalent to:AREC 699 This course is repeatable for 16 credits."
"AJ 199","SPECIAL TOPICS","Applied Journalism (AJ)","1-3 Credits"," This course is repeatable for 12 credits."
"AJ 299","SPECIAL TOPICS","Applied Journalism (AJ)","1-3 Credits"," This course is repeatable for 6 credits."
"AJ 308","WORKSHOP","Applied Journalism (AJ)","1-3 Credits"," This course is repeatable for 6 credits."
"AJ 311","MEDIA STORYTELLING","Applied Journalism (AJ)","3 Credits","Introduction to community journalism, with a focus on developing storytelling methodologies for a variety of media in firsthand reporting praxis. Prerequisite:WR 121with B or better orWR 121Hwith B or better orWR 121Zwith B or better orWR 121HZwith B or better"
"AJ 312","ADVANCED MEDIA STORYTELLING","Applied Journalism (AJ)","3 Credits","Continued praxis in journalistic storytelling, with an emphasis on developing intensive hard news stories and photojournalistic essay packages through reporting government agencies. Prerequisite:AJ 311with B or better"
"AJ 313","PROFESSIONAL PRACTICES IN APPLIED JOURNALISM","Applied Journalism (AJ)","3 Credits","Faculty, staff and students connect to generate in-depth critiques of polished journalistic projects, culminating in the production and distribution of a best practices job kit. Prerequisite:AJ 311with B or better andAJ 312[B] This course is repeatable for 6 credits."
"AJ 402","INDEPENDENT STUDY","Applied Journalism (AJ)","1-16 Credits"," This course is repeatable for 16 credits."
"AJ 408","WORKSHOP","Applied Journalism (AJ)","1-3 Credits"," This course is repeatable for 6 credits."
"AJ 410","INTERNSHIP","Applied Journalism (AJ)","1-6 Credits","Students seeking to obtain the Applied Journalism Minor must complete three sections ofAJ 410Internship, to include reporting, production and/or editorial duties at Orange Media Network (OMN). This course is repeatable for 6 credits."
"AJ 490","MEDIA LAW AND ETHICS","Applied Journalism (AJ)","3 Credits","Exploring case studies and other analyses germane to the most relevant and pressing legal and ethical issues in contemporary journalism. Prerequisite:AJ 311with B or better This course is repeatable for 6 credits."
"ARE 310","ARCHITECTURE STUDIO","Architectural Engineering (ARE)","4 Credits","Introduces basic concepts, methods, and skills of architectural design in a project-based studio environment. Emphasizes recognition of design as a process, not a product, including the roles of divergent thinking and iteration. Explores concepts of circulation, structure, space, air, and light will be explored, focusing on integration of architectural and engineering design principles. Explores various ways to represent and present ideas, such as with hand sketches, computer drawing, and physical and digital models."
"ARE 311","FLUID MECHANICS","Architectural Engineering (ARE)","4 Credits","Focuses on fluid properties, fluid statics, fluid motion, conservation of mass, momentum and energy for incompressible fluids, dimensional analysis, civil engineering applications. Prerequisite:(MTH 256with C or better orMTH 256Hwith C or better) and (ENGR 211[C] orENGR 211H[C]) and (PH 213[C] orPH 213H[C]) Equivalent to:CE 311"
"ARE 341","FUNDAMENTALS OF HEATING","Architectural Engineering (ARE)","VENTILATING, AND AIR CONDITIONING (HVAC),  4 Credits","Provides fundamental theories and knowledge to design energy-efficient and sustainable HVAC systems. Provides foundations for engineering students who will design and operate mechanical systems that promote energy saving, occupant comfort, and health in buildings. Discusses basic approaches to analyzing building mechanical systems. Applies scientific theories and analysis techniques of thermodynamics and heat transfer, to critically evaluate building environmental quality, heating and cooling loads, energy and mass transfer in HVAC systems, building envelope, and occupied spaces. Prerequisite:ARE 311with C or better orCE 311with C or better orME 311with C or better orME 311Hwith C or better orNSE 311with C or better orNSE 311Hwith C or better"
"ARE 361","FUNDAMENTALS FOR LIGHTING DESIGN","Architectural Engineering (ARE)","4 Credits","Demonstrate critical thinking about illuminating engineering and applied lighting in the built environment. Explore lighting terminology, photometric quantities and units, the visual response of the human eye and brain, luminous radiative transfer, lighting equipment, elementary lighting design procedures, and basic lighting calculations. Prerequisite:CEM 471with C or better"
"ARE 405","READING AND CONFERENCE","Architectural Engineering (ARE)","1-16 Credits"," This course is repeatable for 16 credits."
"ARE 406","PROJECTS","Architectural Engineering (ARE)","1-16 Credits"," This course is repeatable for 16 credits."
"ARE 418","^ARCHITECTURAL ENGINEERING PROFESSIONAL PRACTICE","Architectural Engineering (ARE)","4 Credits","Explores principles and methods of solving architectural engineering problems in a studio setting, with considerations of space, form, function, and technology. Attributes:CSWC – Core Ed - Writing Intensive Curriculum (WIC); CWIC – Bacc Core, Skills, Writing Intensive Curriculum (WIC) Prerequisite:ARE 361with C or better andARE 341[C] andCE 382[C] and (ARE 461[C] orARE 441[C] orCE 383[C] orCE 481[C]) Recommended:Within three terms of graduation"
"ARE 419","^ARCHITECTURAL ENGINEERING DESIGN","Architectural Engineering (ARE)","3 Credits","A capstone design project experience exposing students to problems and issues similar to those encountered in the practice of architectural engineering. Use of Building Information Modeling (BIM) in design, construction management, and integration of architectural, structural, mechanical, electrical and lighting systems. Attributes:CSWC – Core Ed - Writing Intensive Curriculum (WIC); CWIC – Bacc Core, Skills, Writing Intensive Curriculum (WIC) Prerequisite:ARE 418with C or better"
"ARE 441","HEATING","Architectural Engineering (ARE)","VENTILATING, AND AIR CONDITIONING (HVAC) DESIGN I,  3 Credits","Introduces both theory and applied design approaches to and procedures for designing Heating, Ventilating, and Air Conditioning (HVAC) systems and equipment in buildings. Prerequisite:ARE 341with C or better"
