"course_code","course_name","credits","college_name","description"
"EN698","Non-Dissertation Research","1-9","College of Arts & Sciences Courses","No description available. "
"EN699","Dissertation Research","1-12","College of Arts & Sciences Courses","No description available. "
"FR501","Reading Proficiency I","3","College of Arts & Sciences Courses","Intensive introduction to French grammar and vocabulary. Emphasis on reading and translation skills. Preparation of the French reading examination.  For students in graduate programs campus-wide. "
"FR502","Reading Proficiency II","3","College of Arts & Sciences Courses","Continued study of grammar and vocabulary, with emphasis on further developing reading and translation skills. "
"FR511","Research Methodology","3","College of Arts & Sciences Courses","Basic research tools and techniques. "
"FR512","Practicum in Applied Linguistics","3","College of Arts & Sciences Courses","The analysis and various practical applications of selected teaching techniques. "
"FR514","Qualitative Methods in Applied Linguistics Research","3","College of Arts & Sciences Courses","In this course, students will explore procedures commonly used within a qualitative research framework in applied linguistics and second language studies. Students will examine a range of qualitative research methodologies, such as case study, narrative inquiry, participant observation, interviews, questionnaires, and experience collecting data through selected methods. Students will discuss the Institutional Review Board process, the general organization of a research report and how qualitative research evidence can be evaluated. Critical examination of published research will enable students to reflect on the connection between research questions, data collection instruments, and analysis procedures. Students will plan their own research proposal using one of the qualitative research methodologies discussed in the course. "
"FR515","Topics in Second Language Acquisition","3","College of Arts & Sciences Courses","Topics vary. Analysis of major issues, theories, research findings and their implications for teaching. Examples: second language reading, classroom language acquisition. May be repeated for credit. Special Topics Course"
"FR516","Discourse Analysis ","3","College of Arts & Sciences Courses","This course aims to introduce students to the main theories, ideas, notions, terms, and practices in Discourse Analysis. Being interdisciplinary in both content and methodology , topics of Discourse Analysis vary considerably from Discourse , Text , Communication Constraints (both system and ritual constraints), Power and Solidarity , Identity, Gender, Discourse and Culture, Voice and Ideology, Stereotyping/Political Correctness, Code-switching and Negotiation of meaning, Critical Discourse Analysis, Contextual features and text analysis, Schemata , Stylistics, Discourse and Pragmatics to co-textual relations. Applying a multidisciplinary approach, this course examines written and spoken languages/texts as a springboard to understand not only the linguistic qualities of socially situated language use but also, more importantly, the impact of surrounding discourse(s) on people’s beliefs, attitudes, assumptions, actions, interactions, and social behaviors. "
"FR521","Pronunciation & Phonetics","3","College of Arts & Sciences Courses","Introduction to phonetic theory and corrective phonetics aimed at mastery of French pronunciation. Instruction on the articulation of the sounds of French, the phonetic transcription of French, and the correspondence between the sounds of French and its standard orthography. Frequent practice exercises. "
"FR531","Francophone Sub-Saharan Africa","3","College of Arts & Sciences Courses","Prominent themes of the African experience, seen through the eyes of Francophone authors and cinematographers of Sub-Saharan Africa and the diaspora. "
"FR533","Democracy and France","3","College of Arts & Sciences Courses","Exploration of the political, technological, and cultural movements of post-revolutionary France from 1789 to the present through the evolution of its democratic institutions. The first half of the semester will explore the history of democratic movements and institutions in France from the Revolution until the second World War; the second half of the semester will focus on issues facing contemporary France, including decolonization, the rise of the European Union, and the current migrant crisis. "
"FR535","Bande Dessinée","3","College of Arts & Sciences Courses","Culture, language, image, and narrative as uniquely captured and represented in French Bande Dessinée. Recognized and developed as an art form in the Francophone spaces of Europe and beyond, graphic novels and comics incorporate a wide spectrum of topics, resulting in complex representations, both factual and fictional. The development and methods of the medium, especially in France and Belgium, are highlighted, as well as the semiotics of the multimodal systems used in the creation of comics. "
"FR536","Francophone African Religions","3","College of Arts & Sciences Courses","This course explores the diverse religious traditions of Francophone Africa, examining the cultural, historical, and linguistic contexts that shape these traditions. Through an interdisciplinary approach, students will delve into the rich tapestry of beliefs, rituals, and cosmologies found in French-speaking African countries. "
"FR543","French Renaissance Poetry","3","College of Arts & Sciences Courses","Focus on the reinvention of French poetry during the 16th century by poets such as Marot, Scève, Louise Labé, Du Bellay, Ronsard. "
"FR544","French Renaissance Prose","3","College of Arts & Sciences Courses","Study of 16th-century narrative and intellectual works by authors such as Rabelais, Marguerite de Navarre, Montaigne, La Boétie. "
"FR545","17th-Century French Literature I","3","College of Arts & Sciences Courses","17th century French literature. "
"FR546","17th-Century French Literature II","3","College of Arts & Sciences Courses","Verse writings of the 17th century including, but not limited, to the pre-classical poets (such as Saint-Amant and de Viau) and the dramatic works in verse (such as the plays of Corneille, Molière and Racine). "
"FR547","18th-Century French Literature","3","College of Arts & Sciences Courses","In this dynamic exploration of the Age of Enlightenment, students will critically engage with historical and literary understanding of the eighteenth-century philosophical and political movements in France and the growing French empire.  Studying representative works of the 18th century, such as the Lumières, the evolving French novel, theater, and the beginnings of Romanticism, will illustrate how literature of the period questioned traditional values in all areas of life from social, to political, to religious and pushed boundaries. This course will seek to reconcile ideals espoused by the literary movements in question with the realities of the life in France during the Ancien Regime and Revolutionary period to better understand the literary works as well as their remaining impact today. Specific topic and themes may vary. This course is conducted exclusively in French. Special Topics Course"
"FR548","18th-Century Philosophe Movement","3","College of Arts & Sciences Courses","In this course we will study key works of the French Enlightenment, a thorough knowledge of which is essential to understanding both the modern and the postmodern intellectual scene. "
"FR552","Special Topics in 19th-Century French Literature","3","College of Arts & Sciences Courses","Readings in poetry, theatre and prose either genre-specific or in combination, generally focusing on the first or latter half of the century in order to consider movements in literary thought.  May be repeated for credit. Special Topics Course"
"FR553","20th-Century French Novel","3","College of Arts & Sciences Courses","Major novelists of the period and their works. Reading and discussion of complete texts; lectures and reports. "
"FR554","Special Topics in 20th and 21st Century French Literature","3","College of Arts & Sciences Courses","Major trends in 20th and 21st Century French poetry , theater, essays, and history of ideas. Seminar including lectures and reports. Prerequisite(s):An undergraduate degree, possibly in French, or testing into appropriate level of language competence."
"FR555","Quebecois Literature and Culture","3","College of Arts & Sciences Courses","A study of the history, culture and literature of Québec and French Canada, with emphasis on the modern period. "
"FR561","French Linguistics","3","College of Arts & Sciences Courses","Linguistics theory applied to the analysis and description of French phonological, morphological, syntactic, and lexical systems. Tendencies of change in contemporary French. Dialect areas. "
"FR563","French-English Translation","3","College of Arts & Sciences Courses","Study of the problems of translation and of translation strategies addressing them, in connection with relevant theoretical approaches. "
"FR570","Graduate Seminar","3","College of Arts & Sciences Courses","In depth study of French or Francophone literature, linguistics, civilization, or a combination. Emphasis on research and analytic skills.  May be repeated for credit. "
"FR575","Francophone Africa Economic Development ","3","College of Arts & Sciences Courses","This course is a study of selected topics and resources in Economic Development which provides an in-depth examination of the economic challenges, opportunities, and strategies related to the development of African countries. The course explores the complex factors that have shaped the economic landscape of the African continent, including historical, political, social, and environmental dimensions. Throughout the course, students will study the diverse economies of African countries, analyzing key economic indicators, development theories, and policy frameworks. Students will explore the major sectors driving economic growth, such as agriculture, industry, and services, and examine the role of natural resources and international trade in Africa's economic development. "
"FR576","Academic Professions","3","College of Arts & Sciences Courses","This course is a study of selected topics and resources in professional skills development, including an introduction to critical approaches, scholarly writing, access to US academia job market and issues in the profession. Designed as an introductory course for new graduate students as well as a preparatory course for ABDs. "
"FR577","French Cinema","3","College of Arts & Sciences Courses","Critical study of motion pictures produced in French with emphasis on student research and presentations. Film screenings are a necessary part of this course. "
"FR578","Writing Immigration","3","College of Arts & Sciences Courses","This course is a graduate seminar that focuses on writings on immigration in the context of all movement of immigrants in the French-speaking world, not just the French metropole and its immigrant neighborhoods. Writings cover a range of experiences and social classes, from an elite class of immigrants to clandestine immigration. Interdisciplinary critical theory is an important tool in literary analysis for this course. "
"FR580","Special Topics","3","College of Arts & Sciences Courses","Special topics in relation to French or Francophone literature, linguistics, civilization, or a combination. Emphasis on research and analytic skills.  May be repeated for credit. Special Topics Course"
"FR590","Directed Readings / Directed Study","1-9","College of Arts & Sciences Courses","Directed Readings / Directed Study. Special Topics Course"
"FR598","Non-Thesis Research","1-6","College of Arts & Sciences Courses","No description available. "
"FR599","Thesis Research","1-9","College of Arts & Sciences Courses","No description available. "
"FR680","Special Topics","1-3","College of Arts & Sciences Courses","May take the form of either a graduate seminar or individual research, as circumstances warrant. May be repeated for credit when topics vary. Special Topics Course"
"FR698","Non-Dissertation Doctoral Research","1-9","College of Arts & Sciences Courses","This course is designed to allow students to pursue independent exploration of a particular field or topical area, under the guidance of an advisor, leading to the production of a prospectus for the doctoral dissertation. Material covered will be of an advanced nature aimed at providing students with an understanding of current developments within the field. Discussion and advisor guidance will be focused on readings and methodologies that allow students to develop their research capacity, independent thought, and the ability to interpret professional and/or research materials in their field. Credit hours may vary in accordance with a number of factors, but typically the doctoral candidate must be enrolled in a minimum of 3 credit hours every fall and spring semester until the dissertation has been successfully defended and submitted to the Office of the Graduate School. Prerequisite(s):There are no specific course prerequisites. However, the enrollee must have completed or nearly completed all required coursework and must be engaged with the creation of the dissertation prospectus."
"FR699","Dissertation Research","1-15","College of Arts & Sciences Courses","No description available. "
"GEO501","Paleoclimatology","3","College of Arts & Sciences Courses","Survey of the variability of global climate through geologic time and investigation of the mechanisms of change. Prerequisite(s):MATH 126orMATH 146;  andPH 102"
"GEO502","Communicating Geology","3","College of Arts & Sciences Courses","Evaluate and develop effective scientific communication skills including writing, oral presentations and poster presentations. Prerequisite(s):None"
"GEO503","Petroleum System Analysis","3","College of Arts & Sciences Courses","The course will cover the geologic events that lead to the formation of petroleum systems and plays. Geologic events form sedimentary basins by causing subsidence and delivery of sediments to a basin. This sedimentary fill is modified by compaction as well as the transport of heat and reactive fluids through the rock matrix during sedimentation and lithification. These processes determine the amount and nature of oil and/or gas accumulation and production in a basin. Petroleum system analysis requires the integration of geology, geophysics, petrophysics, geochemistry, and risk analysis. The generated basin models incorporate data obtained directly from outcrops via geologic mapping, petrographic thin section analysis, geochemical data, seismic reflection profiles and well log analysis if there are wells drilled for oil and gas exploration in a sedimentary basin. Prerequisite(s):Department of Geological Sciences Graduate student standing or Instructor’s consent."
"GEO505","Introduction to Environmental Biogeochemistry","3","College of Arts & Sciences Courses","An introduction to fundamental concepts in biogeochemistry, a scientific discipline that integrates the study of geological, physical, chemical, and biological principles that govern the natural environment. The course discusses the lithosphere, hydrosphere, atmosphere, and biosphere, and emphasizes their interactions and connectivity through the cycles of elements and energy. Students will learn through lectures, discussions, field trips, and laboratory exercises. "
"GEO506","Organic Geochemistry","3","College of Arts & Sciences Courses","This is an introductory course to molecular biomarkers, which are a group of source-specific compounds preserved in the environment. Biomarkers have core structures that are generally resistant to environmental degradation. These structures allow tracing back to the source biota and making interpretations of modern and past activities of life and associated environmental and climatic changes. Lectures acquaint students with different classes of biomarkers and their applications to geological and environmental research. Labs familiarize students with the analytical methods including extraction, purification, chromatographic separation, and instrumental analysis of biomarkers. "
"GEO507","Seismology","3","College of Arts & Sciences Courses","This course provides an overview of earthquake seismology for both undergrad and graduate geoscience students. Topics include elastic wave propagation, seismic ray theory, travel time interpretation, surface wave dispersion and seismic tomography. Prerequisite(s):MATH 126orMATH 146"
"GEO508","Introduction to Hydrology","3","College of Arts & Sciences Courses","This class provides theoretical foundation for understanding and quantifying watershed hydrologic processes. The course covers key hydrological processes taking place at or near the Earth’s surface (including rainfall, streamflow, open channel flow, surface runoff, and atmospheric water) and hydrologic analysis (such as unit hydrograph and lumped flow routine). "
"GEO509","Advanced Hydrogeology","3","College of Arts & Sciences Courses","An advanced level hydrogeology course that investigates groundwater flow and continuum approach in groundwater hydrology, applied stochastic subsurface hydrology, development of governing groundwater flow equations, analytical and numerical modeling of groundwater flow, unsaturated flow, well hydraulics, and environmental topics of interest related to water resources. Prerequisite(s):GEO 306;MATH 125;MATH 126;PH 101orPH 105;PH 102orPH 106."
"GEO510","Soil & Groundwater Restoration","3","College of Arts & Sciences Courses","Methods for restoring contaminated soil and groundwater by examining the factors and processes influencing the efficacy of remediation systems.  An emphasis will be placed on the scientific principles upon which soil and groundwater remediation is based. "
"GEO511","Contaminant Transport in Porous Media","3","College of Arts & Sciences Courses","This course will cover topics related to the transport and fate of contaminants in subsurface systems. Specifically, this course will discuss the many factors and processes influencing contaminant transport such as the effects of dispersion, inter-phase mass transfer, transformation reactions, and porous-media heterogeneity. In addition, representative conceptual/mathematical models describing contaminant transport phenomena will be discussed. Prerequisite(s):MATH 125,PH 102,CH 102,GEO 306or equivalents; and/or with instructor’s permission."
"GEO515","Metamorphic Petrology","3","College of Arts & Sciences Courses","Study of metamorphic processes, types, textures, and petrogenesis and the use of metamorphic rocks for understanding tectonism. Offered on demand. "
"GEO516","Volcanology","3","College of Arts & Sciences Courses","Rheologic properties of magmatic systems and application of these principles to the understanding of volcanic processes. Offered on demand. "
"GEO519","The Cryosphere","3","College of Arts & Sciences Courses","Three hours of lecture. The study of glaciers and ice sheets, their growth and decay, response to climate change, the history of glaciation and glacial contribution to sea-level rise. "
"GEO522","Sedimentary Basin Analys","3","College of Arts & Sciences Courses","Examination of the evolution and development of sedimentary basins. Emphasis is on sedimentary, tectonic, and geochemical processes and their influence in petroleum generation, accumulation, and preservation. Offered on demand. Prerequisite(s):GEO 365andGEO 367andGEO 210"
"GEO525","Adv Topics In Geology","1-6","College of Arts & Sciences Courses","Advanced topics in the following areas: economic geology, geochemistry, geohydrology, geophysics, geomorphology, mineralogy, paleontology, petrology, sedimentation, stratigraphy, structural geology, and tectonics. Offered on demand. Special Topics Course"
"GEO535","Graduate Seminar","1","College of Arts & Sciences Courses","Oral presentations on current geological topics. Offered fall and spring semesters. "
"GEO536","Graduate Seminar","1","College of Arts & Sciences Courses","Oral presentations on current geological topics. Offered fall and spring semesters. "
"GEO541","Soil Physics","3","College of Arts & Sciences Courses","This graduate-level course provides an in-depth theoretical and quantitative framework for understanding and modeling the physical and hydrological properties of soils. Emphasis is placed on advanced concepts and analytical techniques related to mass and thermal transport in variably saturated soils. Graduate students will engage with contemporary research literature and perform quantitative analyses that go beyond the undergraduate level. Applications in environmental science and hydrologic modeling will be emphasized, including development and implementation of analytical and numerical models. Prerequisite(s) with concurrency:GEO 306or Instructor Permission."
"GEO542","Geodynamics","3","College of Arts & Sciences Courses","Introduction to the structure of the Earth's interior and theory of plate tectonics. Quantitative analysis of the physical processes governing the formation of major tectonic and magmatic features on the Earth. Emphasis is on understanding geodynamic processes in orogenic belts, volcanic arcs, intraplate magmatism, sedimentary basins and continental extensional provinces. Offered spring semester. Prerequisite(s):GEO 365orGEO 314;  andPH 102andMATH 126orMATH 146"
"GEO544","Surface Water – Groundwater Interaction","3","College of Arts & Sciences Courses","This graduate-level course provides a rigorous theoretical and applied framework for understanding and quantifying surface water-groundwater (SW-GW) interactions. Emphasizing the physical, chemical, and biological processes in the hyporheic zone, the course explores dynamic exchanges between surface and subsurface hydrologic systems. Graduate students will engage in critical analysis of recent scientific literature and complete quantitative modeling assignments to develop research-level skills applicable to environmental geoscience, hydrology, and water resources engineering. "
"GEO550","Geostatistics","3","College of Arts & Sciences Courses","This course serves as an introduction to statistics for the Earth and Environmental Sciences. Topics include an introduction to probability theory, experimental design, statistical hypothesis testing, regression, clustering, Kriging and other forms of spatial analysis, time series analysis, and an introduction to machine learning. All material is covered theoretically and with practical implementation in Matlab. Computing proficiency is required for a passing grade in this course. Writing proficiency is required for a passing grade in this course.  A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. The course includes two lectures and one computer lab weekly. Prerequisite(s):MATH 125orMATH 145; andCS 101,CS 102, orCS 110"
"GEO551","Tracers in Water Science","3","College of Arts & Sciences Courses","The objective of this course is to introduce students to currently used isotope techniques in aquatic science. Emphasis will be given to the application of the U/Th- naturally occurring radioactive decay series. Prerequisite(s):MATH 126orMATH 146andPH 102or instructor's approval"
"GEO554","Electron Microscopy in the Earth Sciences","4","College of Arts & Sciences Courses","This course will involve operation and use of the scanning electron microscope (SEM) for applications relevant to the Earth, environmental, and planetary sciences.  Topics will include sample preparation, secondary electron imaging, backscattered electron imaging, x-ray element mapping, and energy/wavelength dispersive spectroscopy.  Laboratory exercises will provide hands-on experience in preparing geologic samples and obtaining data on those samples with the SEM. "
"GEO555","Marine Science","3","College of Arts & Sciences Courses","This class is an upper level introduction to the elemental budgets on the global ocean. Prerequisite(s):CH 101andCH 102, or permission of instructor."
"GEO560","Intro Groundwater Modeling","3","College of Arts & Sciences Courses","This graduate course provides a foundational understanding of mathematical modeling for flow processes, ranging from conceptual models to advanced finite difference models. It covers main aspects of groundwater modeling, including physical principles, numerical methods, and widely used software, making it ideal for students in geology, hydrology, and civil engineering with limited modeling experience. The course emphasizes practical skills essential for graduate students with future careers in engineering, oil production, environmental consulting, and academia. "
"GEO562","Contaminant Hydrology & Modeling","3","College of Arts & Sciences Courses","This graduate-level course (cross listed withGEO 462) focuses on contaminant transport modeling in surface and groundwater - an essential tool in water protection and cleanup. With billions spent annually on remediation, accurate prediction of contaminant behavior is crucial. The course covers physical processes, mathematical frameworks, and numerical methods, equipping graduate students in hydrology and civil engineering with the skills to develop and analyze contaminant transport models. Graduate students will gain hands-on experience in all stages of modeling, from formulating differential equations to post-processing, guided by the instructor’s two decades of practical expertise. Prerequisite(s):GEO 560with a minimum grade of C"
"GEO565","Compartve Struct Geology","3","College of Arts & Sciences Courses","Analysis of the original literature on structural families and deformation-mechanism associations, emphasizing the low-temperature environment. "
"GEO566","Introduction to Planetary Science","3","College of Arts & Sciences Courses","This course in Planetary Science will provide an overview of the major processes that have shaped our Solar System, with some focus on extra-terrestrial materials and associated data. The course will examine the major aspects of our Solar System, considering physical, chemical and geological concepts. We will explore the different bodies in the Solar System, and learn from the data collected from missions and analytics on samples. Prerequisite(s):For graduate students, there are no prerequisites aside from a GEO, CHEM or PHYSICS background."
"GEO568","Paleo Seminar","1","College of Arts & Sciences Courses","Weekly seminar meetings on ‘Paleo’ topics as guided by enrolled students. Typical semesters will focus on specific areas or concepts within Paleo-related sciences, including, but not limited to paleobiology, paleoclimatology, and paleoecology. Meeting times may also be used to discuss active Paleo research by participating students, faculty, or visiting scholars. Prerequisite(s):None, permission of instructor."
"GEO569","Light Stable Isotope Geochemistry","3","College of Arts & Sciences Courses","This course is an introduction to concepts of stable isotope fractionation, and the application of stable isotopic measurements to answering geological questions. This class specifically focuses on light elements, primarily H, C, O, S, and N, though other elements/systems may be explored if there is time/interest. Prerequisite(s):CH 102orCH 118(C- or better, and,GEO 101orGEO 102(C- or better), andMATH 112orMATH 115(C- or better)"
"GEO570","Introduction to Geochemistry","4","College of Arts & Sciences Courses","Introduction to the field of low-temperature geochemistry (elementary chemical equilibria and thermodynamics, solubility and redox equilibria, organic geochemistry), with an emphasis on solving geologic problems. Three lectures and one seminar per week. Offered in the Spring semester. Prerequisite(s):GEO 314"
"GEO571","Thermodynamics For Geologists","3","College of Arts & Sciences Courses","Semi-derivational approach to understanding the thermodynamic relations most useful to geologists. Emphasis is on using the derived relations to solve common geologic problems. Offered alternate fall semesters. Prerequisite(s):MATH 126orMATH 146"
"GEO576","Environmental Field and Laboratory Methods","3","College of Arts & Sciences Courses","Theory, techniques, and application of methods for the environmental sampling and geochemical analysis of rocks, ores, and aqueous fluids. Offered in alternate Fall semesters. Prerequisite(s):CH 101andCH 102, or permission of instructor."
"GEO580","Cosmochemistry and Techniques","3","College of Arts & Sciences Courses","This course in cosmochemistry and analytical techniques will examine notable topics, geological concepts and analytical methods used to better understand our Solar System. The course will be part-lecture and part discussion/seminar based, where students will read journal articles on topics and make short presentations for discussion, to develop scientific curiosity and critical thinking. Writing proficiency within the discipline is required for a passing grade in this course. Prerequisite(s):Some background in geochemical/astronomy themes is strongly encouraged.GEO 566or permission of the instructor"
"GEO583","Global Tectonics","3","College of Arts & Sciences Courses","Study of tectonics, plate motions, and tectonic environments. Includes discussion of controlling factors, driving forces, and resulting structures with emphasis on island arcs, trenches, backarc basins, transform boundaries, and continental margins. Offered alternate spring semesters or on demand. Prerequisite(s):GEO 365andGEO 367"
"GEO597","Geological Internships","3","College of Arts & Sciences Courses","Field and laboratory projects with government and industry. "
"GEO598","Non-Thesis Research","1-6","College of Arts & Sciences Courses","Non-Thesis Research. "
"GEO599","Thesis Research","1-12","College of Arts & Sciences Courses","This independent research course partially fulfills required master’s-level research thesis hours toward the master’s degree in Geology (Geological Sciences). The course is conducted under the guidance of the thesis advisor. Material covered will be of an advanced nature aimed at providing master's students with an understanding of the latest research and current developments within the field. Discussion and advisor guidance will be directed towards readings of research articles and development of research methodology, with the aim of producing an original research contribution that represents a novel development in the field, or a novel perspective on a pre-existing topic in the field. "
"GEO602","Communicating Geology","3","College of Arts & Sciences Courses","Evaluate and develop effective scientific communication skills including writing, oral presentations and poster presentations. Prerequisite(s):None"
"GEO607","Intro Groundwater Modelg","3","College of Arts & Sciences Courses","Introduction to the theory and application of groundwater modeling. "
"GEO608","Contam Hydrolgy & Modelg","3","College of Arts & Sciences Courses","Introduction to concepts and models in contaminant hydrogeology. "
"GEO626","Adv Topics In Geology","1-6","College of Arts & Sciences Courses","Advanced topics in the following areas: economic geology, geochemistry, geohydrology, geophysics, geomorphology, mineralogy, paleontology, petrology, sedimentation, stratigraphy, structural geology, and tectonics. Offered on demand. Special Topics Course"
"GEO635","Graduate Seminar","1","College of Arts & Sciences Courses","Oral presentations on current geological topics. Offered fall and spring semesters. "
"GEO636","Graduate Seminar","1","College of Arts & Sciences Courses","Oral presentations on current geological topics. Offered fall and spring semesters. "
"GEO698","Non-Dissertation Res","1-12","College of Arts & Sciences Courses","Non-Dissertation Res. "
"GEO699","Dissertation Research","1-12","College of Arts & Sciences Courses","This independent research course partially fulfills required doctoral-level research dissertation hours toward the doctoral (Ph.D.) degree in Geology (Geological Sciences). The course is conducted under the guidance of the dissertation advisor.  Material covered will be of an advanced nature aimed at providing doctoral students with an understanding of the latest research and current developments within the field. Discussion and advisor guidance will be directed towards readings of research articles and development of research methodology, with the aim of producing an original research contribution that represents a novel development in the field, or a novel perspective on a pre-existing topic in the field. "
"GN503","German Reading Proficiency I","3","College of Arts & Sciences Courses","Introduction to German grammar and vocabulary, with emphasis on developing basic reading and translation skills. "
"GN504","German Reading Proficiency II","3","College of Arts & Sciences Courses","Continued study of grammar and vocabulary, with emphasis on further developing reading and translation skills. "
"GN510","History of the German Language","3","College of Arts & Sciences Courses","The relationship to Indo-European and to the other Germanic dialects; linguistic development from the earliest times to the present. "
"GN514","Teaching Methodology","3","College of Arts & Sciences Courses","Analysis of basic concepts and practical applications of foreign language teaching and learning. "
"GN515","Middle High German","3","College of Arts & Sciences Courses","Introduction to the language and literature of the Middle High German period. "
"GN518","Historical Linguistics","3","College of Arts & Sciences Courses","Advanced introduction to various levels of historical language change.  Variety of language used for examples. "
"GN520","Renaissance and Baroque Literature","3","College of Arts & Sciences Courses","Works from the Renaissance (including literature from the Reformation and Humanism) and the Baroque (17th century). "
"GN525","Literature of the Age of Goethe","3","College of Arts & Sciences Courses","Includes the German Enlightenment, Sturm und Drang, Weimar Classicism, and the Romantic movement. "
"GN551","Special Problems / Directed Readings","1-3","College of Arts & Sciences Courses","Special Problems / Directed Readings. Special Topics Course"
"GN552","Special Problems / Directed Readings","1-3","College of Arts & Sciences Courses","Special topics chosen by students in conference with the instructor. Special Topics Course"
"GN571","Selected Authors","3","College of Arts & Sciences Courses","Students will normally give reports and write at least one research paper. "
"GN576","Seminar on a Literary Theme","3","College of Arts & Sciences Courses","Students will normally give reports and write at least one research paper. Special Topics Course"
"GN599","Thesis Research","3-6","College of Arts & Sciences Courses","No description available. "
"GY500","Research Traditions Meth In Gy","3","College of Arts & Sciences Courses","An investigation of the historical development of geography, including its changing philosophies and prominent contributors. Students are also introduced to various approaches for conducting research in geography and must develop a written research proposal in an area of their interest. "
"GY501","Digital Cartography and Geovisualization","4","College of Arts & Sciences Courses","Students are introduced to a broad understanding of cartography that includes art, science, and ethics. Students will learn about graphic design, information visualization, and semiotics as they design maps. In this course, students are encouraged to consider how to present information or a story visually on a map and why maps are mapped as an art form and communication tool. "
"GY504","Physical Geo of SE US","3","College of Arts & Sciences Courses","A study of the physical landscapes in the southeastern United States. Emphasis is on the geological setting, geomorphic features, climate, soils, and vegetation, and the interrelationships of these conditions that shape the landscape in this region. "
"GY505","Dir Research Physical Geograph","1-3","College of Arts & Sciences Courses","No description available. "
"GY506","Dir Research Human Geography","1-3","College of Arts & Sciences Courses","No description available. "
"GY509","Forest Ecosystem Restoration","4","College of Arts & Sciences Courses","Investigation of the theories, tools, and techniques used in historical ecology with a focus on the establishment of reference conditions for habitat restoration and management decisions. "
"GY510","Geography of National Parks","3","College of Arts & Sciences Courses","This course is devoted to the changing geography of the national park system and related protected areas throughout the world, with an emphasis on their design, planning, and operations. "
"GY512","Hydroclimatology","3","College of Arts & Sciences Courses","To provide a basic understanding of the waters of Earth, especially with relation to the effects of precipitation and evaporation upon the occurence and character of water in streams, lakes and on or below the land surface. "
"GY513","Applied Climatology","3","College of Arts & Sciences Courses","Applied Climatology is a graduate/senior level course designed to expand upon fundamental concepts learned inGY 101and also GY 402 (Climatology).  Within this broad field, a specific focus inGY 513concentrates upon climate and human health/behavior, and human modification of climate.  The course contains a mixture of lecture, lab, and field assignments. Prerequisite(s):GY 101"
"GY514","Climate Change and Health","3","College of Arts & Sciences Courses","This course is an introduction to the effect of global climate change on health.  The course will be taught from a geographical perspective and will introduce students to the physical science of climate change and the impact it has on health through discussion of extreme weather events, altered ecological systems, and threats to human security and welfare. Discussion will build on the core concepts of climate change science to provide students with a solid foundation to further examine a variety of topics from acute impacts such as heat waves and other weather extremes to chronic conditions such as shifting disease vector habitats, degraded air quality, and food security.  Direct correlations between health impacts and climate change will be emphasized throughout as will discussion of mitigation and adaptation strategies. "
"GY516","Introduction to Geostatistics Using R","3","College of Arts & Sciences Courses","This course is an introduction to geostatistical data analysis using R.  The course will be taught from the perspective of geographical and climate data analysis but serves as a broad introduction to the high-level programming language, R, as well as applied spatial data analysis.  Students will load and manipulate data of different types, perform a variety of statistical analyses, generate graphical output, and create productive workflows using R alone. The primary outcome will be to facilitate students’ use of R to analyze data of their own choosing on a final project. Students will present these methods to the class for others to critique, analyze and learn from. Code sharing and re-use is highly emphasized, as is collaboration.  The course is designed as a 1-hour lecture plus 2-hour lab each week. "
"GY517","Extreme Weather and Society","3","College of Arts & Sciences Courses","EW&S is an integrated physical and social science (W) seminar class consisting of readings, discussion, and lectures on perception, understanding, and communication of severe weather hazards. "
"GY518","Spatial Statistics and Geostatistics","3","College of Arts & Sciences Courses","This course presents a comprehensive overview of the geographic sub-disciplines of Spatial Statistics and Geostatistics. Students will learn about the nature of spatial data, and the methods of centrography, point pattern analysis, spatial interpolation, spatial autocorrelation, density mapping and estimation, spatial regression, and both spatio-temporal and network based spatial statistical analyses. Students will learn the limitations of the methods, their proper use, and how to accurately describe their outputs. "
"GY519","The Cryosphere","3","College of Arts & Sciences Courses","The study of glaciers and ice sheets, their growth and decay, response to climate change, the history of glaciation and glacial contribution to sea-level rise. "
"GY520","Remote Sensing I","4","College of Arts & Sciences Courses","Focuses on basic principles behind remote sensing physics, techniques, and technology and introduces new sensor systems and digital image processing. Major topics include electromagnetic radiation principles, airborne remote sensing, microwave remote sensing, satellite remote sensing, and digital image processing. "
"GY521","Spatial Databases","4","College of Arts & Sciences Courses","This course is an advanced course in the field of Geographic Information Systems (GIS) and covers spatial database design and management. Specifically, this course covers the following aspects: basic concepts and principles of relational and spatial databases, relational/spatial database design, entity-relationship (ER) diagram, structured query language (SQL), spatial query, data/user management, spatial indexing, etc. Meanwhile, this course also aims to help students develop some practical skills in relational and spatial databases via the use of relevant database software (e.g., PostgreSQL/PostGIS and Microsoft SQL Server) in the lab section. Prerequisite(s):GY 430"
